TimesH,Frame,147,184,194,212,214,229,233,252,257,288,337,348,654,668,694,830,1096,1155,1285,2413
191.5,766.0,615.962,612.0880000000001,611.7919999999999,619.806,611.659,612.895,617.72,611.1659999999999,614.069,616.337,609.863,611.252,,,,,,,,
191.75,767.0,616.508,612.3380000000001,611.8,620.422,611.9490000000001,613.331,618.752,611.521,613.862,617.549,609.494,611.847,,,,,,,,
192.0,768.0,616.9069999999999,612.148,611.999,620.822,612.364,613.059,618.659,611.611,616.102,617.35,610.0509999999999,612.7080000000001,,,,,,,,
192.25,769.0,616.726,612.609,612.385,620.961,611.884,613.795,619.464,611.786,614.611,618.342,610.559,612.396,,,,,,,,
192.5,770.0,617.795,612.431,613.102,622.055,612.317,613.59,621.328,612.4159999999999,616.933,618.661,610.453,614.409,,,,,,,,
192.75,771.0,619.54,613.249,613.722,623.75,612.765,613.896,622.809,613.244,619.05,620.744,611.161,616.4,,,,,,,,
193.0,772.0,620.89,613.3480000000001,615.369,626.669,612.913,614.061,624.155,613.628,620.988,621.727,612.181,618.62,,,,,,,,
193.25,773.0,622.413,613.406,616.023,628.447,614.509,615.556,625.406,613.91,622.564,623.258,612.653,621.751,,,,,,,,
193.5,774.0,623.795,614.257,616.124,629.742,615.132,615.328,626.882,614.116,624.756,623.55,614.319,624.192,,,,,,,,
193.75,775.0,623.941,613.425,617.876,631.081,615.547,615.431,627.007,613.9580000000001,626.625,624.059,615.181,625.486,,,,,,,,
194.0,776.0,624.159,614.203,617.878,632.94,615.015,615.2230000000001,628.4169999999999,615.0930000000001,629.236,625.441,616.727,626.861,,,,,,,,
194.25,777.0,625.854,614.308,617.496,634.024,615.621,616.2280000000001,628.3919999999999,614.894,630.585,626.151,617.396,629.98,,,,,,,,
194.5,778.0,624.627,613.602,618.52,634.274,616.2080000000001,616.6080000000001,628.474,614.715,630.703,625.5459999999999,617.656,630.477,,,,,,,,
194.75,779.0,624.665,614.625,618.318,634.659,616.1659999999999,616.179,628.937,615.6569999999999,630.771,625.247,616.7919999999999,628.996,,,,,,,,
195.0,780.0,624.0219999999999,613.299,618.798,634.514,615.194,616.33,628.496,615.2080000000001,630.133,625.376,617.899,629.98,,,,,,,,
195.25,781.0,623.837,613.934,617.889,634.1659999999999,615.873,616.977,628.336,615.513,631.1519999999999,625.245,617.6569999999999,630.6419999999999,,,,,,,,
195.5,782.0,624.156,614.099,618.044,632.823,613.988,617.024,628.3969999999999,615.659,631.967,625.4209999999999,618.67,628.424,,,,,,,,
195.75,783.0,624.107,614.222,617.989,633.229,615.635,615.387,628.774,614.997,631.014,624.701,618.3,628.999,,,,,,,,
196.0,784.0,622.705,613.691,617.946,633.38,615.044,616.001,628.944,614.0219999999999,631.803,624.73,617.519,627.759,,,,,,,,
196.25,785.0,623.614,612.933,616.434,632.512,614.9780000000001,615.451,627.179,615.336,630.141,623.503,618.251,628.38,,,,,,,,
196.5,786.0,622.154,613.384,616.418,631.158,613.938,615.158,627.989,614.589,630.374,622.71,617.747,628.6469999999999,,,,,,,,
