TimesH,Frame,94,108,114,131,145,149,158,183,190,210,222,227,232,242,252,271,272,273,289,293,307,309,323,330,374,379,399,402,403,405,418,424,452,454,461,463,492,590,647,672,717,719,793,806,823,845,847,926,948,1001,1044,1078,1199,1207,1317
376.75,1507.0,615.471,615.481,614.578,624.743,438.759,618.318,618.445,612.513,620.2669999999999,609.495,612.6569999999999,610.8009999999999,610.25,616.611,611.8,618.3480000000001,610.08,616.2959999999999,620.669,625.47,617.033,612.64,609.293,613.97,609.367,609.857,611.115,616.512,612.754,614.6080000000001,616.972,610.639,611.245,612.3290000000001,610.71,614.281,610.8969999999999,,,,,,,,,,,,,,,,,,
377.0,1508.0,617.703,616.794,616.0169999999999,629.5459999999999,439.4,621.357,620.874,613.596,622.805,609.786,613.988,610.523,610.674,618.545,613.637,620.9069999999999,609.969,617.88,624.505,630.349,618.74,614.247,609.155,615.901,609.864,609.875,611.985,618.232,614.2869999999999,616.495,618.828,610.981,613.06,612.191,611.065,614.821,612.611,,,,,,,,,,,,,,,,,,
377.25,1509.0,619.497,617.925,617.618,632.118,439.57099999999997,622.97,621.304,614.606,623.929,610.785,615.038,612.1519999999999,610.669,620.109,614.307,622.685,609.9780000000001,620.191,626.475,631.436,619.839,615.5509999999999,609.957,616.9019999999999,609.752,610.295,612.053,618.655,614.4159999999999,618.558,618.745,610.735,613.465,612.809,609.866,615.5980000000001,613.097,,,,,,,,,,,,,,,,,,
377.5,1510.0,620.689,617.761,618.46,631.76,438.546,623.725,623.4540000000001,615.432,625.568,610.043,615.2919999999999,612.658,610.5740000000001,619.643,614.942,624.619,610.554,620.695,626.905,631.331,620.637,616.061,610.561,617.441,609.512,610.181,612.322,618.999,615.066,619.719,620.701,611.5880000000001,613.387,613.25,610.249,616.375,613.097,,,,,,,,,,,,,,,,,,
377.75,1511.0,621.278,620.182,619.572,633.557,438.81699999999995,625.007,624.364,616.265,627.771,610.134,616.4259999999999,613.1519999999999,610.799,622.173,615.057,624.668,610.441,620.65,628.345,632.596,622.02,616.937,609.691,618.307,610.069,610.936,613.935,621.038,615.71,620.441,621.822,611.971,613.476,614.356,611.214,616.174,614.835,,,,,,,,,,,,,,,,,,
378.0,1512.0,622.318,620.2919999999999,620.155,637.096,439.566,626.634,626.605,617.102,629.88,610.71,617.322,612.372,611.4830000000001,624.383,616.827,627.018,611.3380000000001,623.38,630.851,636.31,624.707,618.614,610.815,620.203,609.8340000000001,610.062,614.133,623.122,617.1619999999999,623.169,623.511,611.861,613.97,615.661,611.335,618.238,614.92,,,,,,,,,,,,,,,,,,
378.25,1513.0,624.862,622.804,622.885,639.419,438.98400000000004,628.381,628.649,617.727,632.491,611.817,619.5509999999999,615.374,611.66,625.627,617.638,629.365,610.752,624.43,633.494,638.929,626.607,620.319,611.309,622.504,610.456,611.273,614.867,624.948,617.85,624.576,624.922,612.625,615.994,617.09,612.439,619.403,616.039,,,,,,,,,,,,,,,,,,
378.5,1514.0,625.934,624.411,622.6569999999999,642.248,439.505,629.136,630.3240000000001,619.393,634.846,612.4209999999999,620.507,614.7130000000001,611.808,628.586,619.002,630.9730000000001,611.054,626.389,636.909,642.2330000000001,629.206,621.059,611.7280000000001,624.929,610.806,611.756,615.545,626.943,619.71,626.8430000000001,627.832,613.721,616.1659999999999,618.827,612.53,620.757,617.265,,,,,,,,,,,,,,,,,,
378.75,1515.0,628.678,626.085,624.153,645.19,439.225,631.98,631.898,620.015,638.0219999999999,612.705,621.538,615.202,611.905,630.663,621.809,633.477,612.25,627.24,639.7669999999999,646.178,631.641,622.977,612.22,626.904,611.7769999999999,611.951,617.17,629.895,620.5369999999999,629.9,630.639,613.207,617.869,620.638,612.804,621.9490000000001,620.3580000000001,,,,,,,,,,,,,,,,,,
379.0,1516.0,629.807,626.516,625.562,647.44,439.17199999999997,631.696,633.499,621.582,639.408,612.992,624.266,616.531,612.7909999999999,633.82,622.283,634.97,612.558,629.3919999999999,641.755,649.2130000000001,634.529,624.516,612.495,628.211,611.177,613.278,617.118,632.788,622.184,632.2090000000001,632.6619999999999,613.719,618.744,622.8530000000001,613.465,623.2090000000001,620.738,,,,,,,,,,,,,,,,,,
