TimesH,Frame,NoMissing,94,94,108,108,114,114,131,131,145,145,149,149,158,158,183,183,190,190,210,210,222,222,227,227,232,232,242,242,252,252,271,271,272,272,273,273,289,289,293,293,307,307,309,309,323,323,330,330,374,374,379,379,399,399,402,402,403,403,405,405,418,418,424,424,452,452,454,454,461,461,463,463,492,492,590,590,647,647,672,672,717,717,719,719,793,793,806,806,823,823,845,845,847,847,926,926,948,948,1001,1001,1044,1044,1078,1078,1199,1199,1207,1207,1317,1317
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
430.25,1721.0,,228.396,72.523,232.32299999999998,82.84299999999999,80.501,80.13,172.481,86.54700000000001,98.195,43.163999999999994,208.986,31.724,211.946,43.665,78.23,61.25,208.362,56.681000000000004,39.134,117.88,93.39,122.802,59.513999999999996,133.433,25.351,132.154,117.319,125.336,93.77799999999999,134.689,230.22400000000002,93.135,290.06,91.435,238.688,103.834,218.979,109.625,184.305,105.594,117.863,116.21799999999999,90.524,114.084,267.95099999999996,160.817,126.734,159.285,56.748999999999995,179.084,36.687,178.602,248.22,148.034,205.52900000000002,145.119,231.31599999999997,144.737,119.36,143.005,193.04,150.19799999999998,274.928,149.731,208.984,185.685,155.951,184.90099999999998,76.416,183.75099999999998,189.924,181.488,122.57600000000001,190.611,124.321,182.63,177.05700000000002,78.835,219.86700000000002,127.68,135.143,182.303,179.359,67.009,106.714,168.704,108.995,44.195,45.95399999999999,134.563,137.513,153.445,153.745,192.205,47.898999999999994,170.579,128.308,141.599,168.9,91.72,114.493,152.424,80.703,96.225,123.324,97.35799999999999,231.734,63.25,171.968,115.14200000000001
430.5,1722.0,,228.426,72.53699999999999,232.298,83.037,80.27600000000001,80.325,172.435,86.61,98.194,43.176,208.96900000000002,31.701,211.935,43.65,78.304,61.358000000000004,208.356,56.618,39.218,117.891,93.39200000000001,122.86399999999999,59.501999999999995,133.394,25.421999999999997,132.08,117.39299999999999,125.34,93.794,134.722,230.232,93.156,290.036,91.441,238.69299999999998,103.838,218.912,109.58,184.287,105.615,117.88799999999999,116.275,90.524,114.08,268.001,160.971,126.772,159.208,56.798,178.94799999999998,36.611,178.55700000000002,248.243,147.905,205.519,144.989,231.3,144.765,119.35799999999999,143.005,193.019,150.14,274.948,149.704,208.96,185.465,155.93,184.88400000000001,76.406,183.787,189.82,181.55900000000003,122.45100000000001,190.395,124.345,182.637,177.06799999999998,78.817,219.915,127.73899999999999,135.136,182.22799999999998,179.40900000000002,66.81,106.694,168.672,108.962,44.239,45.835,134.641,137.483,153.457,153.668,192.236,47.928999999999995,170.541,128.321,141.668,168.83700000000002,91.66799999999999,114.499,152.417,80.705,96.315,123.402,97.412,231.72099999999998,63.263000000000005,172.035,115.37299999999999
430.75,1723.0,,228.377,72.439,231.762,83.33200000000001,80.171,80.339,172.44099999999997,86.585,98.16,43.202,208.96900000000002,31.71,211.889,43.732,78.365,61.471000000000004,208.832,56.422,39.181,117.90899999999999,93.46700000000001,122.9,59.542,133.39,25.426,132.047,117.431,125.274,93.8,134.747,230.245,93.07799999999999,289.97700000000003,91.541,238.799,103.891,219.015,109.51100000000001,184.17,105.70200000000001,117.883,116.18700000000001,90.50399999999999,114.053,267.92900000000003,160.909,126.74700000000001,159.15,56.78,178.93900000000002,36.563,178.606,248.16099999999997,147.827,205.47299999999998,144.843,231.368,144.80700000000002,119.354,143.031,192.933,150.06799999999998,274.95099999999996,149.68200000000002,208.988,185.44400000000002,155.97,184.828,76.334,183.832,189.78799999999998,181.565,122.57799999999999,190.49099999999999,124.367,182.608,177.085,78.814,219.938,127.79899999999999,135.179,182.179,179.50799999999998,66.904,106.772,168.695,108.925,44.221000000000004,45.925,134.606,137.416,153.485,153.803,192.21,47.898,170.576,128.225,141.585,168.838,91.758,114.491,152.364,80.643,96.365,123.36200000000001,97.382,231.71900000000002,63.338,171.976,115.147
431.0,1724.0,,228.416,72.51100000000001,232.146,82.82799999999999,79.968,80.465,172.291,86.734,98.191,43.163999999999994,209.04,31.698,211.929,43.909,78.37,61.51,208.77200000000002,56.431999999999995,39.022,117.855,93.59100000000001,123.10700000000001,59.492,133.27,25.455,132.036,117.395,125.316,93.779,134.65200000000002,230.225,92.975,290.007,91.57,238.71599999999998,103.899,219.01,109.635,184.135,105.875,117.81200000000001,116.1,90.478,114.07799999999999,267.842,161.192,126.796,159.143,56.711999999999996,178.916,36.577,178.612,248.02700000000002,147.668,205.472,144.99,231.52200000000002,144.849,119.351,143.016,192.863,149.923,274.882,149.688,208.93200000000002,185.463,156.037,184.78900000000002,76.422,183.80200000000002,189.864,181.484,122.735,190.542,124.56299999999999,182.424,177.092,78.804,220.084,127.74600000000001,135.161,182.17,179.475,66.788,106.76299999999999,168.645,108.906,44.446000000000005,45.863,134.59,137.44299999999998,153.45600000000002,153.977,192.21,47.701,170.88400000000001,128.179,141.567,168.885,91.895,114.51899999999999,152.414,80.59899999999999,96.444,123.478,97.419,231.761,63.331,171.945,115.117
431.25,1725.0,,228.41099999999997,72.536,232.222,82.86200000000001,80.014,80.365,172.28599999999997,86.69200000000001,98.14399999999999,43.138000000000005,209.053,31.752,211.959,43.833,78.432,61.56100000000001,208.55700000000002,56.435,38.992,117.81299999999999,93.62200000000001,123.199,59.506,133.264,25.549,132.001,117.494,125.336,93.78399999999999,134.594,230.28599999999997,92.861,290.078,91.689,238.829,103.914,218.972,109.671,184.05599999999998,106.02799999999999,117.79,116.069,90.477,114.06700000000001,267.9,161.52,126.795,159.239,56.878,178.893,36.657,178.62099999999998,247.899,147.786,205.40099999999998,144.763,231.50900000000001,144.83100000000002,119.285,143.06,192.826,149.812,274.941,149.592,208.956,185.81900000000002,156.04,184.767,76.36,183.924,189.989,181.418,122.695,190.563,124.61399999999999,182.34099999999998,177.172,78.726,219.94299999999998,127.694,135.179,182.11900000000003,179.542,66.702,106.82,168.62,108.836,44.5,45.928999999999995,134.51,137.475,153.484,153.94,192.17,47.641999999999996,170.87099999999998,128.166,141.61,168.84099999999998,91.837,114.54299999999999,152.378,80.604,96.431,123.49700000000001,97.411,231.90599999999998,63.371,171.864,115.12899999999999
431.5,1726.0,,228.396,72.521,232.297,82.324,80.108,80.42,172.332,86.667,98.21700000000001,43.196000000000005,209.00599999999997,31.723000000000003,211.945,43.753,78.477,61.588,208.792,56.352,38.972,117.78299999999999,93.366,122.98,59.508,133.226,25.416,132.04,117.51100000000001,125.305,93.811,134.638,230.21200000000002,92.81299999999999,290.077,91.61200000000001,238.771,103.89399999999999,219.03599999999997,109.60600000000001,184.042,106.12200000000001,117.79799999999999,116.04799999999999,90.484,114.09100000000001,267.89,161.601,126.615,159.143,56.955,178.924,36.69,178.64700000000002,247.805,147.817,205.396,144.717,231.50599999999997,144.815,119.29799999999999,143.034,192.707,149.627,274.845,149.638,208.963,185.795,156.026,184.815,76.315,183.872,189.942,181.422,122.47200000000001,190.358,124.634,182.25099999999998,177.18599999999998,78.762,219.85299999999998,127.71799999999999,135.185,181.937,179.533,66.645,106.866,168.56599999999997,108.93,44.385,46.052,134.468,137.485,153.42600000000002,154.059,192.13299999999998,47.633,170.937,128.09,141.477,168.78599999999997,91.693,114.49600000000001,152.431,80.443,96.63799999999999,123.603,97.443,231.929,63.32,171.801,115.081
431.75,1727.0,,228.352,72.597,232.196,82.435,80.365,80.33800000000001,172.291,86.72200000000001,98.236,43.255,208.903,31.712,212.03400000000002,43.70399999999999,78.476,61.547,208.97,56.286,38.946999999999996,117.79700000000001,93.618,123.29899999999999,59.605,133.329,25.408,131.99200000000002,117.49600000000001,125.26899999999999,93.852,134.68200000000002,230.176,92.867,290.029,91.602,238.72,103.868,218.989,109.464,184.09599999999998,106.00399999999999,117.819,116.01,90.415,114.116,267.967,161.734,126.544,159.219,56.946999999999996,178.87599999999998,36.756,178.688,247.858,147.864,205.40200000000002,144.781,231.321,144.757,119.264,143.03,192.697,149.70600000000002,274.772,149.61,208.91299999999998,185.736,156.049,184.771,76.445,183.787,190.053,181.322,122.49799999999999,190.264,124.63,182.27,177.192,78.782,219.78599999999997,127.699,135.101,181.983,179.523,66.634,106.9,168.64,108.935,44.386,46.104,134.472,137.22899999999998,153.502,154.109,192.203,47.578,170.972,128.14700000000002,141.55,168.845,91.803,114.52,152.34799999999998,80.405,96.705,123.682,97.46,231.78900000000002,63.226000000000006,171.74400000000003,114.928
432.0,1728.0,,228.382,72.607,232.111,82.359,80.507,80.17399999999999,172.217,86.85799999999999,98.215,43.277,208.792,31.746,212.065,43.571000000000005,78.567,61.478,208.856,56.442,39.036,117.855,93.274,123.03200000000001,59.638000000000005,133.252,25.55,131.939,117.53,125.257,93.891,134.623,230.22,92.834,290.073,91.65700000000001,238.65099999999998,103.822,218.986,109.477,184.044,106.03200000000001,117.889,116.086,90.51100000000001,114.04,267.922,161.642,126.49600000000001,159.16,56.942,178.933,36.771,178.72099999999998,247.791,147.87,205.59400000000002,145.187,231.239,144.71,119.244,142.998,192.667,149.558,274.742,149.618,208.88099999999997,185.894,156.032,184.738,76.486,183.747,190.109,181.232,122.575,190.393,124.71799999999999,182.27599999999998,177.157,78.805,219.926,127.709,135.07,181.93599999999998,179.577,66.669,106.884,168.657,108.869,44.383,46.165,134.458,137.14700000000002,153.493,154.291,192.2,47.685,170.908,128.095,141.585,168.84099999999998,91.779,114.51899999999999,152.27700000000002,80.458,96.791,123.764,97.473,231.74400000000003,63.199,171.77900000000002,114.90899999999999
432.25,1729.0,,228.457,72.538,232.282,82.33,80.415,80.361,172.261,86.773,98.26799999999999,43.275,208.796,31.755,212.107,43.607,78.47800000000001,61.531000000000006,208.894,56.44,39.05,117.82,93.235,123.089,59.43600000000001,133.207,25.427,131.986,117.52799999999999,125.20700000000001,93.90899999999999,134.559,230.24,92.81,290.152,91.602,238.66099999999997,103.833,218.975,109.615,184.018,106.05,117.89200000000001,116.098,90.43,114.075,267.72900000000004,160.946,126.45200000000001,159.026,56.923,178.78599999999997,36.736,178.679,247.662,147.724,205.52900000000002,145.085,231.02900000000002,144.66,119.2,142.988,192.68200000000002,149.54399999999998,274.714,149.709,208.847,186.238,156.03799999999998,184.771,76.587,183.71900000000002,190.261,181.18200000000002,122.594,190.421,124.738,182.162,177.2,78.775,219.878,127.7,135.018,181.97099999999998,179.583,66.604,106.881,168.581,108.916,44.382,46.147,134.414,137.111,153.579,154.227,192.205,47.733000000000004,170.907,128.148,141.702,168.824,91.70200000000001,114.523,152.27,80.503,96.76,123.84200000000001,97.448,231.767,63.20399999999999,171.75099999999998,114.939
432.5,1730.0,,228.528,72.627,231.862,82.427,80.32,80.335,172.25400000000002,86.765,98.24,43.253,208.74900000000002,31.724,211.99200000000002,43.71,78.507,61.468999999999994,208.861,56.422,39.071,117.785,92.964,122.68799999999999,59.498999999999995,133.236,25.377,132.028,117.477,125.195,93.845,134.46,230.175,92.822,290.151,91.65799999999999,238.641,103.823,218.919,109.711,184.002,106.066,117.87200000000001,116.102,90.427,114.051,267.777,160.999,126.611,159.234,56.985,178.87400000000002,36.721,178.612,247.65599999999998,147.681,205.57,145.171,231.09799999999998,144.688,119.236,142.945,192.56,149.34,274.68,149.686,208.805,185.959,156.015,184.78599999999997,76.59,183.61700000000002,190.232,181.173,122.68299999999999,190.516,124.79,182.032,177.15900000000002,78.766,219.877,127.656,135.111,181.84799999999998,179.454,66.535,106.917,168.424,108.829,44.519,46.227,134.422,137.084,153.267,154.282,192.197,47.843,170.81900000000002,128.153,141.661,168.83599999999998,91.686,114.46,152.377,80.515,96.686,123.95700000000001,97.461,231.803,63.172,171.71099999999998,114.993
432.75,1731.0,,228.52,72.60300000000001,232.11900000000003,82.36200000000001,80.277,80.307,172.25099999999998,86.787,98.228,43.238,208.72400000000002,31.743000000000002,212.047,43.59,78.533,61.543,209.146,56.385,38.996,117.73899999999999,92.838,122.47,59.532,133.249,25.36,132.05,117.46799999999999,125.324,93.916,134.515,230.28,92.774,290.135,91.64,238.666,103.79,218.924,109.73,184.03099999999998,106.08,117.875,116.11200000000001,90.446,114.001,267.783,161.215,126.389,158.764,56.976000000000006,178.857,36.664,178.601,247.58599999999998,147.569,205.63,145.31,231.019,144.61,119.28,142.936,192.417,149.092,274.692,149.704,208.831,185.88299999999998,155.995,184.74900000000002,76.6,183.665,190.142,181.183,122.601,190.459,124.691,182.16,177.12400000000002,78.819,219.737,127.596,135.519,181.453,179.42,66.42699999999999,106.93700000000001,168.452,108.8,44.592,46.242,134.352,137.02,153.21,154.404,192.169,47.958,170.765,128.167,141.639,168.797,91.598,114.45200000000001,152.33100000000002,80.53399999999999,96.71799999999999,124.009,97.45,231.859,63.2,171.683,115.09200000000001
433.0,1732.0,,228.607,72.532,231.915,82.325,80.268,80.373,172.22,86.805,98.255,43.26,208.768,31.737,212.043,43.562,78.443,61.428999999999995,209.15099999999998,56.333,39.04,117.652,92.791,122.45,59.49100000000001,133.20600000000002,25.416,132.08100000000002,117.42299999999999,125.396,93.96799999999999,134.41899999999998,230.301,92.79700000000001,290.134,91.64200000000001,238.632,103.772,218.91400000000002,109.649,184.092,105.97,117.884,116.072,90.374,114.04899999999999,266.644,159.267,126.395,158.814,56.958,178.80700000000002,36.604,178.604,247.41400000000002,147.31799999999998,205.72400000000002,145.558,231.08700000000002,144.638,119.236,143.053,192.736,149.567,274.754,149.701,208.445,185.51,156.00799999999998,184.739,76.637,183.615,190.27599999999998,181.05700000000002,122.575,190.38400000000001,124.681,182.142,177.12599999999998,78.842,219.947,127.469,135.55100000000002,181.3,179.43200000000002,66.383,106.913,168.51,108.756,44.555,46.242,134.32399999999998,136.957,153.30200000000002,154.22299999999998,192.09799999999998,48.025,170.72299999999998,128.246,141.745,169.0,92.0,114.389,152.459,80.527,96.789,124.07799999999999,97.488,231.91,63.201,171.787,115.163
433.25,1733.0,,228.733,72.39399999999999,232.278,82.42399999999999,80.19800000000001,80.46,172.252,86.77600000000001,98.29,43.233000000000004,208.792,31.739,211.99,43.532,78.545,61.407,209.058,56.413999999999994,39.056,117.68,92.743,122.35799999999999,59.496,133.17700000000002,25.404,132.055,117.38600000000001,125.428,93.973,134.459,230.263,92.713,290.046,91.626,238.80900000000003,103.83,218.82299999999998,109.712,184.09,105.98200000000001,117.88600000000001,116.02799999999999,90.316,114.03299999999999,267.122,159.89600000000002,126.478,158.899,56.93899999999999,178.77599999999998,36.489000000000004,178.675,247.41,147.342,205.75799999999998,145.5,231.28,144.701,119.20299999999999,143.082,192.40099999999998,149.053,274.688,149.721,208.43400000000003,185.43900000000002,156.049,184.7,76.67399999999999,183.643,190.27700000000002,181.055,122.616,190.446,124.624,182.195,177.049,78.971,219.97299999999998,127.52799999999999,135.707,181.078,179.514,66.47,106.906,168.454,108.85600000000001,44.433,46.178999999999995,134.256,136.937,153.222,154.164,192.08599999999998,47.898999999999994,170.679,128.186,141.643,168.825,91.587,114.37100000000001,152.407,80.452,96.87299999999999,124.069,97.41799999999999,232.051,63.2,171.799,115.15
433.5,1734.0,,228.67700000000002,72.38600000000001,232.24900000000002,82.368,80.238,80.381,172.30700000000002,86.729,98.336,43.2,208.75400000000002,31.688000000000002,211.92,43.413999999999994,78.529,61.453,209.146,56.409,39.083,117.69200000000001,92.715,122.25200000000001,59.37,133.079,25.298000000000002,132.016,117.34700000000001,125.458,93.947,134.30100000000002,230.201,92.648,290.086,91.618,238.824,103.823,218.78599999999997,109.605,183.99900000000002,106.146,117.943,116.12200000000001,90.28200000000001,114.03,267.721,161.39700000000002,125.79299999999999,157.963,56.998000000000005,178.718,36.528,178.627,247.488,147.336,205.68099999999998,145.30100000000002,231.345,144.767,119.23,143.101,192.577,149.264,274.631,149.705,208.455,185.234,156.101,184.65200000000002,76.725,183.765,190.459,180.93599999999998,122.53200000000001,190.331,124.65100000000001,182.155,177.044,78.961,219.952,127.51100000000001,135.665,181.149,179.55,66.567,106.94,168.454,108.916,44.341,46.201,134.23,136.793,153.398,154.067,192.1,47.912,170.649,128.063,141.304,169.0,92.0,114.27600000000001,152.423,80.541,96.96,124.06299999999999,97.455,232.083,63.173,171.74200000000002,115.15899999999999
433.75,1735.0,,228.61700000000002,72.33800000000001,232.215,82.51899999999999,80.173,80.38,172.27700000000002,86.697,98.302,43.247,208.69299999999998,31.7,211.862,43.196999999999996,78.46,61.361000000000004,209.041,56.401,39.223,117.73200000000001,92.706,122.18799999999999,59.284,132.969,25.213,132.061,117.314,125.443,93.965,134.203,230.236,92.554,290.12,91.645,238.87400000000002,103.819,218.865,109.536,183.91099999999997,106.37799999999999,117.91799999999999,116.085,90.209,114.065,267.845,161.599,125.565,157.688,56.982,178.808,36.602,178.653,247.43,147.336,205.889,145.607,231.25,144.703,119.20700000000001,143.136,192.783,149.505,274.574,149.705,208.611,185.456,156.101,184.607,76.572,184.015,190.535,180.87099999999998,122.529,190.39700000000002,124.646,182.074,177.055,78.91199999999999,220.093,127.49799999999999,135.69899999999998,181.168,179.55,66.6,106.92299999999999,168.423,108.859,44.441,46.266000000000005,134.276,136.819,153.286,154.114,192.078,47.891000000000005,170.497,128.218,141.72899999999998,168.831,91.536,114.321,152.42,80.671,96.99799999999999,124.141,97.515,231.99599999999998,63.141999999999996,171.731,115.19200000000001
434.0,1736.0,,228.64,72.304,233.62900000000002,82.37299999999999,80.038,80.52600000000001,172.25599999999997,86.654,98.27,43.257,208.735,31.8,211.827,43.227,78.51899999999999,61.391999999999996,208.93,56.433,39.272,117.73200000000001,92.728,122.102,59.294,133.03,25.19,132.08,117.382,125.42200000000001,93.93299999999999,134.19,230.22299999999998,92.55799999999999,290.129,91.63799999999999,238.899,103.786,218.86700000000002,109.493,183.707,106.508,117.921,116.11399999999999,90.181,114.068,267.869,161.59799999999998,125.814,158.075,57.141000000000005,178.63400000000001,36.669000000000004,178.68,247.459,147.374,206.02900000000002,145.651,231.229,144.67600000000002,119.2,143.09799999999998,192.675,149.356,274.596,149.757,208.574,185.407,156.14600000000002,184.592,76.581,183.929,190.55200000000002,180.908,122.551,190.33599999999998,124.62899999999999,182.018,177.08599999999998,78.928,219.93,127.478,135.766,181.035,179.512,66.471,106.88,168.41400000000002,108.789,44.56100000000001,46.31100000000001,134.259,136.811,153.255,154.371,191.989,47.786,170.49200000000002,128.251,141.724,168.86900000000003,91.52799999999999,114.31299999999999,152.387,80.72800000000001,97.11,124.271,97.527,231.993,63.143,171.717,115.23100000000001
434.25,1737.0,,228.68,72.352,233.489,82.45,79.914,80.589,172.18400000000003,86.67299999999999,98.26,43.29600000000001,208.774,31.849,211.829,43.144,78.47399999999999,61.507,208.965,56.457,39.198,117.71799999999999,92.669,122.102,59.23,133.036,25.193,132.075,117.385,125.366,93.92,134.138,230.16,92.523,290.126,91.618,238.99200000000002,103.9,218.889,109.31700000000001,183.747,106.512,117.926,115.985,90.09899999999999,114.075,267.87,161.654,125.59899999999999,157.8,57.093,178.66400000000002,36.703,178.63099999999997,247.56,147.417,206.03900000000002,145.637,231.385,144.681,119.229,143.069,192.702,149.35,274.58,149.735,208.607,185.338,156.144,184.592,76.553,183.90200000000002,190.396,181.05,122.527,190.263,124.73200000000001,181.917,177.062,78.97,219.877,127.366,135.733,181.03400000000002,179.554,66.577,106.92399999999999,168.36700000000002,108.711,44.543,46.415,134.18,136.747,153.394,154.368,191.945,48.018,170.155,128.274,141.75799999999998,168.829,91.50299999999999,114.251,152.393,80.704,97.096,124.24799999999999,97.551,231.935,63.221000000000004,171.74200000000002,115.104
434.5,1738.0,,228.678,72.361,234.00400000000002,82.67299999999999,79.82300000000001,80.67699999999999,172.18599999999998,86.70299999999999,98.241,43.273,208.737,31.956,211.831,43.126999999999995,78.482,61.405,208.87099999999998,56.467,39.249,117.759,92.681,122.14299999999999,59.3,132.999,25.288,132.043,117.365,125.428,94.025,134.095,230.179,92.58200000000001,290.143,91.661,239.021,103.929,218.831,109.37100000000001,183.666,106.499,117.943,116.03,90.02600000000001,114.09100000000001,267.791,161.584,125.713,157.937,57.088,178.60299999999998,36.611,178.64700000000002,247.55700000000002,147.469,205.03,143.643,231.53900000000002,144.784,119.196,143.089,192.68,149.30200000000002,274.695,149.834,208.63400000000001,185.418,156.107,184.625,76.437,183.975,190.576,180.92,122.553,190.343,124.721,181.783,177.09599999999998,78.902,219.736,127.21600000000001,135.753,181.097,179.517,66.506,106.906,168.417,108.655,44.668,46.5,134.16299999999998,136.715,153.53799999999998,154.407,191.865,47.996,170.21900000000002,128.274,141.597,168.808,91.426,114.257,152.436,80.66,97.01,124.28299999999999,97.516,231.989,63.145,171.84099999999998,115.15899999999999
434.75,1739.0,,228.73,72.39399999999999,234.52900000000002,82.85600000000001,79.705,80.764,172.13,86.822,98.234,43.265,208.672,31.889,211.80200000000002,43.093,78.535,61.352,208.797,56.424,39.205999999999996,117.77799999999999,92.652,122.085,59.217,132.971,25.228,132.08700000000002,117.306,125.428,93.994,134.03,230.158,92.527,290.111,91.63600000000001,239.03,103.904,218.82,109.572,183.74400000000003,106.486,117.95100000000001,116.025,90.007,114.06,267.744,161.60299999999998,125.89299999999999,158.364,57.043,178.593,36.564,178.705,247.49200000000002,147.333,204.938,143.625,231.588,144.814,119.213,143.036,192.644,149.274,274.676,149.791,208.58700000000002,185.28099999999998,156.122,184.56400000000002,76.39699999999999,183.983,190.68200000000002,180.887,122.57,190.363,124.705,181.81799999999998,177.083,78.926,219.734,127.234,135.536,181.30599999999998,179.52700000000002,66.521,106.845,168.37599999999998,108.691,44.656000000000006,46.45,134.136,136.643,153.47299999999998,154.255,191.856,47.894,170.28099999999998,128.27100000000002,141.637,168.765,91.52,114.264,152.423,80.66199999999999,97.035,124.205,97.506,232.055,63.216,171.821,115.03200000000001
435.0,1740.0,,228.745,72.385,234.361,82.67,79.423,80.833,172.107,86.81700000000001,98.18,43.256,208.657,31.874000000000002,211.75599999999997,42.983000000000004,78.513,61.354,208.649,56.423,39.128,117.774,92.617,122.11399999999999,59.257,132.89700000000002,25.177,132.004,117.279,125.322,93.98100000000001,134.097,230.19299999999998,92.479,290.129,91.65899999999999,239.028,103.883,218.736,109.68299999999999,183.649,106.524,117.993,116.021,90.024,114.024,267.66900000000004,161.439,126.213,158.717,57.035,178.676,36.64,178.722,247.646,147.387,204.96200000000002,143.769,231.544,144.739,119.265,142.95600000000002,192.66,149.284,274.617,149.705,208.516,185.32,156.12,184.53400000000002,76.38,183.958,190.63299999999998,180.958,122.495,190.09400000000002,124.661,181.86900000000003,177.08700000000002,78.94,219.52,127.035,135.382,181.40200000000002,179.484,66.484,106.88799999999999,168.46,108.723,44.656000000000006,46.435,134.164,136.67,153.399,153.86,191.842,48.033,170.15599999999998,128.113,141.284,168.84099999999998,91.436,114.227,152.365,80.705,97.073,124.18799999999999,97.531,232.104,63.174,171.82299999999998,115.088
435.25,1741.0,,228.77700000000002,72.415,234.108,82.704,79.482,80.78699999999999,172.162,86.736,98.1,43.257,208.62900000000002,31.838,211.81099999999998,43.081,78.521,61.479,208.511,56.36,39.135999999999996,117.71600000000001,92.6,122.096,59.24100000000001,132.866,25.063000000000002,131.938,117.277,125.274,93.991,134.154,230.197,92.602,290.145,91.773,238.938,103.821,218.72099999999998,109.67399999999999,183.507,106.66799999999999,117.977,115.931,90.037,113.971,267.6,161.333,125.948,158.312,57.096000000000004,178.735,36.585,178.727,247.674,147.31,204.52700000000002,143.517,231.373,144.7,119.29899999999999,142.963,192.606,149.17,274.598,149.753,208.514,185.43099999999998,156.196,184.497,76.372,183.955,190.687,180.94799999999998,122.616,190.205,124.67,181.801,177.063,79.01,219.43599999999998,126.941,135.123,181.592,179.46200000000002,66.446,106.89399999999999,168.37599999999998,108.65899999999999,44.606,46.512,134.131,136.571,153.35299999999998,153.96200000000002,191.79,47.83,170.52700000000002,128.232,141.566,168.81799999999998,91.421,114.235,152.39,80.785,97.12700000000001,124.165,97.521,232.18200000000002,63.166000000000004,171.793,115.156
435.5,1742.0,,228.77,72.35,234.178,82.664,79.431,80.931,172.268,86.617,98.087,43.229,208.701,31.873,211.74200000000002,42.912,78.48899999999999,61.549,208.572,56.321999999999996,39.204,117.78399999999999,92.555,122.021,59.31,132.94,25.131,132.003,117.23299999999999,125.206,93.95299999999999,134.201,230.12,92.616,290.145,91.71700000000001,238.949,103.85799999999999,218.74200000000002,109.70299999999999,183.5,106.676,118.044,115.93700000000001,90.088,113.925,267.707,161.264,125.95200000000001,158.264,57.09,178.842,36.59,178.71400000000003,247.643,147.202,204.27200000000002,143.339,231.351,144.765,119.287,142.92,192.604,149.156,274.645,149.783,208.64,185.41,156.185,184.36,76.423,183.963,190.649,180.987,122.559,190.196,124.635,181.87599999999998,177.046,78.969,219.507,127.037,135.128,181.53400000000002,179.489,66.423,106.85700000000001,168.34599999999998,108.557,44.621,46.476000000000006,134.141,136.616,153.423,154.046,191.74900000000002,47.928000000000004,170.58900000000003,128.132,141.19299999999998,168.845,91.414,114.289,152.50799999999998,80.812,97.165,124.156,97.45700000000001,232.171,63.232,171.795,115.16799999999999
435.75,1743.0,,228.765,72.333,234.394,82.749,79.422,80.862,172.24099999999999,86.631,98.054,43.236000000000004,208.709,31.851999999999997,211.80599999999998,42.983000000000004,78.485,61.38399999999999,208.47400000000002,56.489,39.045,117.76299999999999,92.596,121.95100000000001,59.276,132.89,25.156999999999996,132.025,117.178,125.147,93.945,134.195,230.171,92.62100000000001,290.204,91.65899999999999,238.856,103.779,218.65400000000002,109.744,183.52599999999998,106.64,118.021,115.931,90.081,113.865,267.777,161.516,126.03200000000001,158.292,56.998000000000005,178.852,36.541,178.74900000000002,247.709,147.19799999999998,204.12,143.19299999999998,231.34099999999998,144.716,119.319,142.885,192.6,149.149,274.60900000000004,149.832,208.549,185.235,156.155,184.363,76.426,184.044,190.55700000000002,181.035,122.55799999999999,190.113,124.652,181.847,177.08900000000003,78.881,219.69099999999997,127.134,135.09799999999998,181.53,179.44400000000002,66.374,106.811,168.29,108.551,44.508,46.42,134.119,136.486,153.333,153.88,191.731,48.043,170.507,128.345,141.58700000000002,168.862,91.296,114.238,152.498,80.817,97.20100000000001,124.126,97.455,231.96099999999998,63.174,171.726,115.163
436.0,1744.0,,228.77200000000002,72.253,234.13099999999997,82.495,79.649,80.715,172.145,86.74600000000001,98.059,43.227,208.72299999999998,31.875999999999998,211.72,42.863,78.40100000000001,61.379,208.43900000000002,56.472,39.171,117.86200000000001,92.462,121.896,59.256,132.885,25.316999999999997,132.054,117.221,125.132,93.95,134.166,230.12599999999998,92.552,290.202,91.65899999999999,238.708,103.66,218.547,109.79,183.503,106.57700000000001,118.016,115.962,90.068,113.86399999999999,267.677,161.643,126.046,158.281,57.025,178.84599999999998,36.644,178.766,247.736,147.225,204.195,143.238,231.31400000000002,144.761,119.36,142.781,192.64700000000002,149.279,274.637,149.861,208.49,184.96099999999998,156.145,184.392,76.433,183.96200000000002,190.592,181.042,122.529,190.22099999999998,124.67,181.795,177.088,78.888,219.582,127.214,135.351,181.33700000000002,179.498,66.361,106.819,168.361,108.601,44.611000000000004,46.515,134.119,136.346,153.303,153.8,191.72799999999998,47.876999999999995,170.68200000000002,128.511,142.065,168.912,91.34700000000001,114.24,152.458,80.846,97.288,124.23700000000001,97.522,232.145,63.218999999999994,171.734,115.109
