TimesH,Frame,NoMissing,147,147,184,184,194,194,212,212,214,214,229,229,233,233,252,252,257,257,288,288,337,337,348,348,654,654,668,668,694,694,830,830,1096,1096,1155,1155,1285,1285,2413,2413
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
205.5,822.0,,100.36,130.357,74.001,114.677,147.844,149.56,236.605,156.487,47.762,156.54399999999998,57.496,137.485,99.684,141.079,54.283,175.625,233.74200000000002,177.88299999999998,71.71300000000001,167.15599999999998,254.511,187.77900000000002,227.903,191.885,96.595,163.94,116.189,176.567,237.735,142.265,91.781,159.218,,,,,,,,
205.75,823.0,,100.447,130.273,74.09100000000001,114.71799999999999,148.02200000000002,149.55200000000002,236.575,156.388,47.464,156.391,57.378,137.594,99.71,141.092,54.288999999999994,175.61,233.69400000000002,177.896,71.578,167.36900000000003,254.497,187.778,227.907,191.824,96.583,163.981,116.225,176.58,237.58700000000002,142.33,91.781,159.224,,,,,,,,
206.0,824.0,,100.51899999999999,130.10299999999998,74.119,114.711,147.822,149.623,236.59099999999998,156.339,47.413000000000004,156.32299999999998,57.372,137.531,99.755,141.056,54.295,175.588,233.787,177.84900000000002,71.368,167.63,254.505,187.75,227.924,191.847,96.641,163.96400000000003,116.251,176.655,237.65099999999998,142.355,91.803,159.181,,,,,,,,
206.25,825.0,,100.571,129.977,74.046,114.699,148.13299999999998,149.736,236.53900000000002,156.299,47.431000000000004,156.391,57.437,137.502,99.765,141.079,54.32,175.575,233.767,177.863,71.368,167.655,254.507,187.78099999999998,227.922,191.767,96.669,163.895,116.23200000000001,176.63,237.613,142.364,91.771,159.097,,,,,,,,
206.5,826.0,,100.594,129.876,74.095,114.68299999999999,148.185,149.769,236.576,156.211,47.257,156.341,57.448,137.535,99.764,141.124,54.331,175.567,233.831,177.835,71.51899999999999,167.451,254.493,187.771,227.958,191.792,96.63,163.947,116.26,176.549,237.622,142.497,91.824,159.179,,,,,,,,
206.75,827.0,,100.595,129.793,74.169,114.691,147.995,149.78799999999998,236.535,156.23,47.275,156.311,57.538999999999994,137.662,99.765,141.145,54.342,175.55599999999998,233.93,177.815,71.22,167.87900000000002,254.495,187.702,227.80700000000002,191.734,96.647,163.882,116.366,176.52599999999998,237.468,142.42,91.833,159.145,,,,,,,,
207.0,828.0,,100.551,129.965,74.19800000000001,114.695,147.889,149.778,236.48,156.241,47.238,156.284,57.618,137.783,99.775,141.161,54.343999999999994,175.554,233.998,177.798,71.123,168.05200000000002,254.513,187.705,227.84799999999998,191.84099999999998,96.662,163.84900000000002,116.35700000000001,176.519,237.608,142.34799999999998,91.794,159.09,,,,,,,,
207.25,829.0,,100.48299999999999,130.006,74.193,114.676,147.75,149.665,236.532,156.255,46.996,156.249,57.61,137.776,99.777,141.202,54.37,175.53599999999997,233.97099999999998,177.81799999999998,71.039,168.14,254.51,187.71599999999998,227.864,191.863,96.679,163.803,116.405,176.604,237.55599999999998,142.361,91.801,159.066,,,,,,,,
207.5,830.0,,100.493,130.047,74.192,114.648,147.86,149.734,236.53099999999998,156.27700000000002,47.093,156.322,57.647,137.806,99.78299999999999,141.231,54.363,175.507,233.949,177.832,70.997,168.185,254.567,187.715,227.886,191.903,96.655,163.77100000000002,116.351,176.638,237.482,142.395,91.771,159.025,,,,,,,,
207.75,831.0,,100.491,130.003,74.17399999999999,114.67399999999999,147.843,149.805,236.55900000000003,156.28799999999998,47.071999999999996,156.19899999999998,57.657,137.855,99.786,141.226,54.343999999999994,175.505,233.935,177.87400000000002,70.885,168.388,254.571,187.725,227.893,192.01,96.681,163.795,116.45299999999999,176.68900000000002,237.601,142.47,91.801,159.105,,,,,,,,
208.0,832.0,,100.381,130.078,74.176,114.63600000000001,147.878,149.80200000000002,236.588,156.319,47.15,156.28799999999998,57.672,137.778,99.791,141.239,54.356,175.503,233.929,177.915,70.919,168.382,254.56599999999997,187.75099999999998,227.892,191.96400000000003,96.71799999999999,163.779,116.446,176.78900000000002,237.563,142.513,91.818,159.112,,,,,,,,
208.25,833.0,,100.404,130.123,74.181,114.62299999999999,147.886,149.751,236.541,156.322,47.191,156.317,57.738,137.763,99.805,141.248,54.367,175.50099999999998,233.96099999999998,177.88099999999997,70.834,168.56900000000002,254.514,187.761,227.949,192.035,96.693,163.753,116.448,176.833,237.595,142.50799999999998,91.848,159.069,,,,,,,,
208.5,834.0,,100.459,130.126,74.229,114.633,147.964,149.864,236.52200000000002,156.326,47.25,156.347,57.763999999999996,137.82,99.781,141.244,54.317,175.49400000000003,233.963,177.90200000000002,70.932,168.47099999999998,254.50799999999998,187.748,227.91099999999997,192.082,96.693,163.748,116.43799999999999,176.84099999999998,237.49400000000003,142.684,91.902,159.141,,,,,,,,
208.75,835.0,,100.445,130.171,74.214,114.64299999999999,147.75,149.868,236.53,156.305,47.303999999999995,156.447,57.815,137.809,99.795,141.216,54.324,175.493,233.937,177.93599999999998,70.836,168.601,254.554,187.771,227.88099999999997,192.016,96.71,163.77200000000002,116.45,176.833,237.454,142.64700000000002,91.931,159.13,,,,,,,,
209.0,836.0,,100.50399999999999,130.12,74.263,114.618,147.875,149.855,236.50099999999998,156.326,47.292,156.428,57.817,137.83100000000002,99.786,141.134,54.318000000000005,175.484,233.921,177.928,70.77199999999999,168.643,254.554,187.767,227.93099999999998,191.98,96.689,163.786,116.47200000000001,176.778,237.495,142.667,91.971,159.157,,,,,,,,
209.25,837.0,,100.485,130.115,74.248,114.568,147.954,149.96,236.53799999999998,156.369,47.191,156.40200000000002,57.788000000000004,137.83100000000002,99.78200000000001,141.14600000000002,54.321999999999996,175.476,233.957,177.928,70.78399999999999,168.58700000000002,254.52,187.72299999999998,227.898,191.986,96.691,163.80100000000002,116.45200000000001,176.762,237.497,142.711,92.01899999999999,159.248,,,,,,,,
209.5,838.0,,100.402,130.138,74.292,114.603,147.887,149.952,236.505,156.393,47.077,156.386,57.81399999999999,137.713,99.77799999999999,141.17,54.328,175.47099999999998,233.985,177.954,70.749,168.555,254.43599999999998,187.75599999999997,227.90200000000002,191.99900000000002,96.70700000000001,163.779,116.486,176.75900000000001,237.46900000000002,142.759,92.057,159.30100000000002,,,,,,,,
209.75,839.0,,100.459,130.174,74.28,114.65299999999999,147.822,149.866,236.456,156.399,47.235,156.476,57.802,137.685,99.772,141.188,54.353,175.457,233.96099999999998,177.952,70.771,168.62400000000002,254.44299999999998,187.747,227.90099999999998,191.87900000000002,96.704,163.784,116.46700000000001,176.747,237.517,142.77200000000002,92.024,159.286,,,,,,,,
210.0,840.0,,100.449,130.19,74.244,114.685,147.968,149.835,236.47099999999998,156.403,47.06100000000001,156.37,57.794,137.657,99.76899999999999,141.131,54.341,175.453,233.956,177.898,70.72399999999999,168.68099999999998,254.41,187.74900000000002,227.91299999999998,191.908,96.713,163.796,116.448,176.743,237.50099999999998,142.67700000000002,91.99,159.239,,,,,,,,
210.25,841.0,,100.5,130.069,74.281,114.637,147.938,149.893,236.447,156.377,47.277,156.487,57.773999999999994,137.703,99.756,141.166,54.348,175.43200000000002,233.925,177.925,70.707,168.666,254.453,187.726,227.886,191.886,96.67399999999999,163.80700000000002,116.508,176.793,237.548,142.722,92.008,159.309,,,,,,,,
210.5,842.0,,100.561,129.933,74.293,114.57700000000001,148.042,149.986,236.548,156.361,47.306000000000004,156.45600000000002,57.773,137.683,99.76299999999999,141.159,54.333,175.42,233.916,177.975,70.664,168.74099999999999,254.426,187.752,227.861,191.817,96.665,163.81,116.53,176.78,237.528,142.85299999999998,92.006,159.30200000000002,,,,,,,,
210.75,843.0,,100.494,130.0,74.322,114.66,148.046,150.14,236.46900000000002,156.309,47.325,156.475,57.72,137.641,99.76,141.12,54.358000000000004,175.405,233.93400000000003,177.98,70.648,168.738,254.46599999999998,187.76,227.783,191.843,96.64200000000001,163.79,116.545,176.737,237.39700000000002,142.886,91.95299999999999,159.192,,,,,,,,
211.0,844.0,,100.546,129.859,74.322,114.684,147.994,150.139,236.525,156.338,47.183,156.276,57.721000000000004,137.618,99.759,141.121,54.346000000000004,175.396,233.92,177.93200000000002,70.554,168.825,254.465,187.75900000000001,227.77900000000002,191.899,96.639,163.76,116.573,176.827,237.35299999999998,142.88299999999998,91.931,159.116,,,,,,,,
211.25,845.0,,100.476,129.945,74.291,114.68299999999999,148.082,150.13,236.507,156.32399999999998,47.162,156.238,57.751000000000005,137.519,99.762,141.141,54.352,175.399,233.949,177.93099999999998,70.494,168.92700000000002,254.483,187.764,227.75,191.722,96.62799999999999,163.726,116.588,176.768,237.33599999999998,142.95600000000002,91.926,159.102,,,,,,,,
211.5,846.0,,100.413,129.97299999999998,74.32600000000001,114.682,148.145,150.157,236.514,156.319,47.233999999999995,156.366,57.798,137.542,99.76799999999999,141.14,54.355,175.38299999999998,233.97099999999998,177.96200000000002,70.561,168.822,254.452,187.757,227.709,191.771,96.62200000000001,163.697,116.527,176.81400000000002,237.418,143.035,91.913,159.067,,,,,,,,
211.75,847.0,,100.389,130.035,74.342,114.70200000000001,148.22799999999998,150.27200000000002,236.49900000000002,156.292,47.15,156.266,57.823,137.634,99.766,141.10399999999998,54.356,175.387,233.922,177.983,70.57,168.766,254.484,187.77,227.799,191.83900000000003,96.615,163.665,116.53200000000001,176.8,237.449,143.045,91.941,159.07,,,,,,,,
