TimesH,Frame,NoMissing,147,147,184,184,194,194,212,212,214,214,229,229,233,233,252,252,257,257,288,288,337,337,348,348,654,654,668,668,694,694,830,830,1096,1096,1155,1155,1285,1285,2413,2413
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
228.75,915.0,,100.458,129.68200000000002,74.814,114.67200000000001,147.329,149.555,236.608,156.71200000000002,48.153999999999996,155.452,57.708,137.826,100.08,140.484,54.88,174.72,234.523,177.953,72.241,167.65200000000002,254.893,188.71099999999998,233.358,194.368,96.57,163.862,115.67200000000001,177.01,236.28,143.013,92.012,158.864,248.726,141.278,126.79,161.82399999999998,201.38400000000001,170.046,,
229.0,916.0,,100.417,129.756,74.679,114.699,147.336,149.497,236.595,156.77100000000002,48.115,155.44899999999998,57.668,137.91,100.102,140.481,54.905,174.717,234.563,177.916,72.25,167.615,254.90400000000002,188.7,233.39,194.47400000000002,96.561,163.84400000000002,115.68299999999999,177.043,236.31099999999998,143.035,92.041,158.804,248.77200000000002,141.27100000000002,126.87200000000001,161.882,201.419,170.02200000000002,,
229.25,917.0,,100.439,129.701,74.74,114.698,147.483,149.616,236.554,156.774,48.113,155.493,57.615,137.708,100.12200000000001,140.468,54.918,174.7,234.628,178.03400000000002,72.278,167.56599999999997,254.938,188.727,233.207,194.467,96.574,163.882,115.804,177.12099999999998,236.329,143.029,92.086,158.934,248.885,141.531,126.9,161.909,201.3,170.062,,
229.5,918.0,,100.405,129.613,74.736,114.74700000000001,147.485,149.782,236.537,156.721,48.095,155.444,57.59,137.786,100.115,140.454,54.924,174.678,234.58599999999998,178.01,72.262,167.628,254.94299999999998,188.722,233.179,194.355,96.65299999999999,163.9,115.78200000000001,177.207,236.266,142.868,92.12200000000001,158.976,248.86900000000003,141.428,126.99,161.917,201.294,170.044,,
229.75,919.0,,100.37100000000001,129.595,74.807,114.726,147.395,149.811,236.516,156.75,48.071999999999996,155.547,57.63399999999999,138.0,100.116,140.425,54.93,174.683,234.53099999999998,178.08,72.307,167.59400000000002,254.937,188.731,232.37599999999998,193.31799999999998,96.70700000000001,163.924,115.837,177.18400000000003,236.248,142.887,92.06299999999999,158.8,248.827,141.392,126.993,161.96200000000002,201.416,170.011,,
230.0,920.0,,100.35,129.627,74.78,114.713,147.343,149.83700000000002,236.51,156.789,48.045,155.548,57.57,138.066,100.1,140.43,54.906000000000006,174.68099999999998,234.451,178.109,72.305,167.63400000000001,254.921,188.77,232.571,193.40099999999998,96.726,164.02700000000002,115.809,177.169,236.25099999999998,142.846,92.089,158.92,248.743,141.459,126.97,161.907,201.405,170.05700000000002,,
230.25,921.0,,100.31299999999999,129.643,74.783,114.74700000000001,147.168,149.80100000000002,236.463,156.735,48.055,155.561,57.547,138.088,100.11399999999999,140.437,54.897,174.628,234.412,178.13099999999997,72.357,167.639,254.91299999999998,188.78,232.891,193.537,96.729,164.09799999999998,115.939,177.055,236.274,142.874,92.166,159.032,248.6,141.37,126.975,162.011,201.38,170.053,,
230.5,922.0,,100.31200000000001,129.502,74.757,114.816,147.151,149.579,236.513,156.809,48.123000000000005,155.53,57.631,138.261,100.115,140.415,54.911,174.63400000000001,234.347,178.105,72.298,167.739,254.923,188.78900000000002,233.097,193.799,96.712,164.035,115.949,177.13400000000001,236.247,142.798,92.155,159.082,248.49599999999998,141.378,127.01700000000001,161.931,201.46,170.03599999999997,,
230.75,923.0,,100.31299999999999,129.583,74.757,114.84899999999999,147.111,149.514,236.516,156.82399999999998,48.077,155.58700000000002,57.632,138.089,100.115,140.41,54.918,174.637,234.234,178.157,72.30199999999999,167.69400000000002,254.877,188.84400000000002,233.081,193.72,96.71700000000001,164.037,115.87700000000001,177.19,236.255,142.836,92.15100000000001,159.101,248.419,141.35299999999998,127.014,161.898,201.463,170.06799999999998,,
231.0,924.0,,100.318,129.543,74.722,114.89,147.099,149.599,236.558,156.796,47.971000000000004,155.613,57.53,137.826,100.113,140.389,54.918,174.635,234.19,178.208,72.331,167.696,254.896,188.859,233.27599999999998,194.076,96.704,164.033,115.89,177.19799999999998,236.206,142.744,92.196,159.185,248.40900000000002,141.362,127.00299999999999,161.862,201.47400000000002,170.048,,
231.25,925.0,,100.273,129.562,74.707,114.831,147.056,149.539,236.553,156.803,47.963,155.685,57.577,137.704,100.12200000000001,140.382,54.897,174.622,234.327,178.222,72.327,167.725,254.92,188.794,233.06900000000002,193.835,96.679,164.06599999999997,115.866,177.21900000000002,236.24599999999998,142.703,92.205,159.138,248.437,141.52,126.965,161.965,201.47400000000002,170.097,,
231.5,926.0,,100.26700000000001,129.6,74.655,114.816,146.954,149.484,236.56900000000002,156.857,47.966,155.58700000000002,57.565,137.628,100.117,140.393,54.92100000000001,174.60299999999998,234.421,178.188,72.314,167.713,254.945,188.785,232.822,193.542,96.723,164.136,115.745,177.265,236.233,142.749,92.191,159.024,248.47799999999998,141.502,126.97399999999999,161.939,201.44299999999998,170.09599999999998,,
231.75,927.0,,100.29799999999999,129.641,74.59100000000001,114.779,146.917,149.392,236.57,156.918,47.917,155.599,57.602,137.387,100.119,140.401,54.945,174.582,234.22099999999998,178.19299999999998,72.346,167.687,254.947,188.767,232.85299999999998,193.53599999999997,96.70100000000001,164.03900000000002,115.723,177.27900000000002,236.203,142.694,92.137,158.77700000000002,248.618,141.64600000000002,126.965,161.976,201.388,170.142,,
232.0,928.0,,100.344,129.672,74.7,114.88799999999999,147.039,149.504,236.553,156.95600000000002,47.923,155.537,57.67,137.293,100.111,140.408,54.97,174.58900000000003,234.352,178.097,72.317,167.704,254.965,188.71900000000002,232.957,193.422,96.647,164.035,115.69,177.204,236.21599999999998,142.741,92.13799999999999,158.701,248.516,141.624,127.065,162.058,201.44,170.165,,
232.25,929.0,,100.338,129.66899999999998,74.74,114.928,147.042,149.582,236.583,156.951,47.925,155.562,57.583,137.429,100.113,140.39600000000002,54.965,174.588,234.33,178.08900000000003,72.288,167.707,254.94299999999998,188.7,232.933,193.343,96.719,164.139,115.7,177.05,236.192,142.809,92.131,158.715,248.488,141.592,126.927,161.888,201.417,170.153,,
232.5,930.0,,100.334,129.737,74.664,114.97200000000001,147.039,149.525,236.55,156.912,48.016999999999996,155.497,57.549,137.49,100.115,140.382,54.958,174.593,234.304,178.072,72.309,167.688,254.958,188.71,232.86599999999999,193.245,96.73,164.187,115.66799999999999,177.1,236.171,142.79,92.081,158.58,248.396,141.56799999999998,126.902,161.822,201.456,170.195,,
232.75,931.0,,100.336,129.838,74.632,114.98200000000001,147.21200000000002,149.515,236.52200000000002,156.914,48.016999999999996,155.452,57.568000000000005,137.483,100.11,140.364,54.968999999999994,174.584,234.363,178.016,72.311,167.71900000000002,254.935,188.708,232.893,193.331,96.734,164.14700000000002,115.667,177.077,236.143,142.816,92.162,158.776,248.299,141.481,126.95700000000001,161.93200000000002,201.46,170.239,,
233.0,932.0,,100.33200000000001,129.836,74.572,115.037,147.19299999999998,149.526,236.555,156.91899999999998,48.01,155.489,57.604,137.43200000000002,100.098,140.39700000000002,54.988,174.59599999999998,234.42700000000002,178.00099999999998,72.342,167.71,254.91099999999997,188.72799999999998,232.96900000000002,193.46099999999998,96.80799999999999,164.167,115.74,177.08900000000003,236.146,142.80200000000002,92.162,158.796,248.365,141.338,126.861,161.852,201.678,170.176,,
233.25,933.0,,100.351,129.862,74.559,115.149,147.149,149.558,236.541,156.953,47.871,155.506,57.574,137.39700000000002,100.101,140.39600000000002,54.992,174.574,234.392,177.99599999999998,72.327,167.74900000000002,254.91400000000002,188.765,233.021,193.69099999999997,96.79,164.21200000000002,115.76700000000001,177.054,236.149,142.751,92.06700000000001,158.636,248.296,141.44,126.823,161.778,201.78900000000002,170.18400000000003,,
233.5,934.0,,100.384,129.828,74.551,115.074,147.175,149.523,236.516,156.91899999999998,47.907,155.424,57.573,137.515,100.096,140.38299999999998,55.013999999999996,174.551,234.34900000000002,177.968,72.369,167.704,255.003,188.787,233.003,193.37,96.76,164.25599999999997,115.75399999999999,177.312,236.222,142.77200000000002,91.99,158.52,248.298,141.498,126.805,161.759,201.69299999999998,170.171,,
233.75,935.0,,100.315,129.855,74.61,115.022,147.211,149.632,236.521,156.916,47.896,155.421,57.512,137.445,100.113,140.394,55.00899999999999,174.53099999999998,234.363,178.003,72.378,167.667,255.037,188.782,232.96,193.37,96.853,164.361,115.775,177.49400000000003,236.174,142.697,92.06299999999999,158.687,248.172,141.452,126.829,161.762,201.77,170.125,,
234.0,936.0,,100.316,129.885,74.627,115.101,147.161,149.694,236.487,156.881,47.9,155.425,57.43899999999999,137.34,100.10799999999999,140.392,55.013000000000005,174.532,234.34599999999998,178.095,72.381,167.688,255.081,188.782,232.87900000000002,193.176,96.87700000000001,164.394,115.76,177.385,236.171,142.638,92.14299999999999,158.886,248.12900000000002,141.458,126.785,161.672,201.78400000000002,170.15400000000002,,
234.25,937.0,,100.361,129.931,74.666,115.14200000000001,147.1,149.80700000000002,236.487,156.89,47.839,155.416,57.50899999999999,137.314,100.10700000000001,140.406,55.027,174.558,234.343,178.09400000000002,72.381,167.65099999999998,255.085,188.81799999999998,232.898,193.206,96.883,164.265,115.825,177.43099999999998,236.169,142.681,92.12299999999999,158.83,248.148,141.54399999999998,126.729,161.734,201.62900000000002,170.187,,
234.5,938.0,,100.405,129.969,74.721,115.162,147.086,149.681,236.482,156.922,47.788000000000004,155.431,57.54,137.317,100.09100000000001,140.406,55.047,174.53599999999997,234.315,178.071,72.343,167.706,255.093,188.82299999999998,232.863,193.21200000000002,96.881,164.292,115.84200000000001,177.345,236.18900000000002,142.703,92.166,158.89,248.261,141.776,126.869,161.806,201.718,170.15099999999998,,
234.75,939.0,,100.42,129.972,74.745,115.12200000000001,147.042,149.674,236.429,156.958,47.773,155.434,57.516000000000005,137.359,100.105,140.404,55.013000000000005,174.532,234.3,178.092,72.372,167.622,255.09599999999998,188.87900000000002,232.984,193.158,96.86200000000001,164.287,115.806,177.38400000000001,236.118,142.701,92.18,158.954,248.36599999999999,141.774,126.936,161.81,201.649,170.08599999999998,,
235.0,940.0,,100.465,129.97,74.812,115.115,147.034,149.671,236.423,156.967,47.714,155.515,57.531000000000006,137.475,100.104,140.38,55.026,174.547,234.218,178.167,72.415,167.667,255.09599999999998,188.925,232.922,193.203,96.854,164.315,115.822,177.27900000000002,236.173,142.82,92.213,159.075,248.333,141.548,126.881,161.79399999999998,201.782,169.99200000000002,,
235.25,941.0,,100.47200000000001,129.92,74.848,115.105,146.981,149.67600000000002,236.476,156.968,47.683,155.528,57.511,137.465,100.102,140.4,55.042,174.54,234.075,178.178,72.495,167.61900000000003,255.084,188.885,232.81900000000002,193.257,96.913,164.518,115.81299999999999,177.354,236.205,142.811,92.162,158.908,248.365,141.47899999999998,126.861,161.798,201.65,170.032,,
235.5,942.0,,100.463,129.881,74.81,115.07700000000001,146.914,149.59799999999998,236.48,156.989,47.787,155.47299999999998,57.55,137.393,100.12,140.403,55.06,174.57,234.081,178.13400000000001,72.556,167.583,255.097,188.903,232.48,193.207,96.932,164.75099999999998,115.785,177.292,236.243,142.799,92.19200000000001,158.916,248.296,141.548,126.71,161.722,201.778,169.982,,
235.75,943.0,,100.42299999999999,129.825,74.89399999999999,115.061,146.89600000000002,149.53799999999998,236.49200000000002,157.004,47.887,155.459,57.585,137.338,100.134,140.395,55.06399999999999,174.555,234.067,178.146,72.596,167.548,255.13400000000001,188.916,232.50099999999998,192.97099999999998,96.936,164.7,115.788,177.292,236.19099999999997,142.847,92.20700000000001,158.958,248.16099999999997,141.433,126.62700000000001,161.678,201.81,169.94400000000002,,
236.0,944.0,,100.448,129.841,74.88,115.10799999999999,146.94299999999998,149.53,236.53400000000002,157.037,47.961000000000006,155.44799999999998,57.523,137.46200000000002,100.13799999999999,140.39600000000002,55.067,174.545,234.15900000000002,178.06900000000002,72.602,167.53400000000002,255.203,188.898,232.49900000000002,192.945,96.941,164.736,115.936,177.1,236.203,142.843,92.255,158.989,247.977,141.253,126.62899999999999,161.689,201.79,169.908,,
236.25,945.0,,100.45299999999999,129.84,74.899,115.07700000000001,146.893,149.459,236.52200000000002,157.028,47.922,155.484,57.538000000000004,137.533,100.133,140.389,55.071000000000005,174.543,234.168,178.078,72.538,167.55,255.12099999999998,188.94400000000002,232.514,192.81,96.945,164.85299999999998,115.925,176.985,236.22799999999998,142.834,92.303,159.092,248.09400000000002,141.399,126.45100000000001,161.484,201.65599999999998,169.89700000000002,,
236.5,946.0,,100.47,129.673,74.896,114.958,146.941,149.50799999999998,236.513,157.001,47.905,155.497,57.553999999999995,137.493,100.15299999999999,140.375,55.095,174.52700000000002,234.192,178.09,72.527,167.575,255.09,188.954,232.488,192.929,96.925,164.82,116.00200000000001,176.972,236.205,142.827,92.315,159.05,248.03400000000002,141.504,126.311,161.32399999999998,201.69299999999998,169.96200000000002,,
236.75,947.0,,100.477,129.664,74.833,114.887,147.001,149.631,236.53599999999997,157.036,47.883,155.519,57.593,137.442,100.14299999999999,140.373,55.104,174.528,234.139,178.05200000000002,72.52600000000001,167.55900000000003,255.12099999999998,188.924,232.613,192.858,96.956,164.955,116.039,176.954,236.196,142.92,92.31,159.055,248.018,141.539,126.35600000000001,161.297,201.62900000000002,169.938,,
237.0,948.0,,100.51,129.688,74.882,114.971,147.003,149.576,236.55599999999998,157.04,47.831,155.55100000000002,57.56100000000001,137.425,100.15100000000001,140.347,55.082,174.513,234.081,178.053,72.597,167.52900000000002,255.132,188.94299999999998,232.59900000000002,192.83900000000003,96.965,165.082,115.984,176.907,236.226,142.928,92.26,158.97899999999998,248.112,141.469,126.281,161.174,201.678,169.942,,
237.25,949.0,,100.50200000000001,129.713,74.872,114.97,146.894,149.49,236.545,157.015,47.863,155.631,57.6,137.384,100.147,140.355,55.082,174.483,234.02200000000002,178.071,72.684,167.453,255.16099999999997,188.925,232.37099999999998,192.767,97.04899999999999,165.143,116.02600000000001,176.976,236.217,142.999,92.225,158.834,248.247,141.502,126.35700000000001,161.194,201.705,169.956,,
237.5,950.0,,100.471,129.792,74.84,114.955,146.874,149.537,236.53900000000002,157.031,47.91,155.553,57.66,137.37,100.156,140.35299999999998,55.098,174.476,234.03,178.03400000000002,72.625,167.5,255.166,188.942,232.56,192.72400000000002,97.10700000000001,165.138,115.99600000000001,176.94,236.17,142.998,92.206,158.826,248.22799999999998,141.392,126.23100000000001,161.092,201.472,170.002,,
237.75,951.0,,100.53,129.797,74.902,114.97,146.899,149.58,236.58,157.00799999999998,47.867,155.651,57.714,137.311,100.164,140.342,55.108999999999995,174.475,233.96200000000002,178.05,72.72,167.355,255.218,188.957,232.93200000000002,192.717,97.084,165.209,116.03200000000001,176.975,236.199,142.904,92.17299999999999,158.804,248.25,141.332,126.124,161.035,201.43099999999998,169.90599999999998,,
238.0,952.0,,100.477,129.781,74.82,114.852,146.994,149.601,236.55599999999998,157.069,47.841,155.692,57.681999999999995,137.355,100.165,140.316,55.126000000000005,174.476,234.049,178.042,72.734,167.382,255.26,188.946,232.662,192.735,97.07,165.37599999999998,116.021,176.88299999999998,236.21,142.997,92.256,158.852,248.18400000000003,141.366,126.229,161.042,201.49099999999999,169.899,,
238.25,953.0,,100.40899999999999,129.642,74.759,114.883,146.987,149.484,236.606,157.059,47.886,155.577,57.765,137.416,100.17399999999999,140.33,55.131,174.483,234.06900000000002,178.03900000000002,72.671,167.418,255.25099999999998,189.033,232.68900000000002,192.75599999999997,97.083,165.42700000000002,115.961,176.74900000000002,236.29,143.001,92.255,158.803,248.049,141.345,126.185,161.015,201.438,169.888,,
238.5,954.0,,100.448,129.52700000000002,74.712,114.851,146.984,149.439,236.563,157.077,47.882,155.61,57.762,137.382,100.2,140.336,55.13,174.49599999999998,233.986,178.048,72.66,167.40200000000002,255.19400000000002,189.03400000000002,232.796,192.71200000000002,97.06299999999999,165.43200000000002,115.954,176.678,236.31599999999997,142.95,92.23899999999999,158.708,248.079,141.30100000000002,126.105,160.989,201.362,169.91299999999998,,
238.75,955.0,,100.465,129.575,74.7,114.89299999999999,146.918,149.384,236.575,157.079,47.894,155.575,57.795,137.39,100.19200000000001,140.32299999999998,55.143,174.503,233.90099999999998,178.03900000000002,72.696,167.421,255.15400000000002,189.041,232.71200000000002,192.703,97.04,165.332,115.93700000000001,176.395,236.359,142.81,92.279,158.72,248.108,141.274,126.012,160.92700000000002,201.333,169.858,,
239.0,956.0,,100.506,129.64700000000002,74.671,114.87299999999999,146.904,149.33,236.567,157.086,47.93600000000001,155.558,57.751999999999995,137.517,100.19200000000001,140.30200000000002,55.128,174.47799999999998,233.84599999999998,178.044,72.678,167.44799999999998,255.22299999999998,189.04,232.93200000000002,192.717,97.04,165.352,115.914,176.27599999999998,236.326,142.783,92.296,158.751,248.2,141.278,126.071,161.007,201.28900000000002,169.77900000000002,,
239.25,957.0,,100.515,129.707,74.633,114.875,146.887,149.311,236.56799999999998,157.09799999999998,47.941,155.605,57.727,137.507,100.186,140.268,55.138999999999996,174.47,233.94299999999998,178.105,72.721,167.345,255.27700000000002,189.067,232.826,192.75599999999997,97.03399999999999,165.44799999999998,115.93299999999999,176.266,236.347,142.80700000000002,92.36200000000001,158.766,248.08700000000002,141.216,126.08,161.003,201.243,169.764,,
239.5,958.0,,100.49600000000001,129.63299999999998,74.64,114.89200000000001,146.903,149.334,236.64,157.099,48.01,155.655,57.757,137.561,100.204,140.22899999999998,55.148999999999994,174.44099999999997,233.90599999999998,178.08,72.792,167.31599999999997,255.243,189.079,233.011,192.822,97.084,165.46,115.956,176.32299999999998,236.25400000000002,142.85299999999998,92.40899999999999,158.811,248.097,141.121,126.199,161.03799999999998,201.387,169.821,,
239.75,959.0,,100.485,129.69,74.596,114.902,146.898,149.356,236.58700000000002,157.101,48.06100000000001,155.567,57.846000000000004,137.648,100.212,140.235,55.155,174.435,233.803,178.084,72.795,167.237,255.239,189.111,233.217,192.84599999999998,97.116,165.74200000000002,115.977,176.34,236.197,142.74,92.381,158.766,248.27599999999998,141.145,126.18299999999999,160.985,201.396,169.967,,
240.0,960.0,,100.494,129.69,74.604,114.853,146.909,149.381,236.572,157.171,48.091,155.615,57.883,137.595,100.206,140.22799999999998,55.163999999999994,174.40400000000002,233.774,178.1,72.80199999999999,167.209,255.247,189.118,233.19400000000002,192.84799999999998,97.156,165.815,115.975,176.322,236.201,142.739,92.365,158.73,248.293,141.155,126.103,160.97899999999998,201.47299999999998,169.908,,
240.25,961.0,,100.56700000000001,129.685,74.609,114.848,146.907,149.39600000000002,236.493,157.131,48.07899999999999,155.61,57.901,137.635,100.229,140.22899999999998,55.176,174.4,233.787,178.16,72.803,167.165,255.313,189.08700000000002,233.278,192.87400000000002,97.16799999999999,165.917,116.07700000000001,176.257,236.176,142.737,92.361,158.691,248.393,141.284,126.169,161.077,201.517,169.84599999999998,,
240.5,962.0,,100.531,129.576,74.584,114.833,146.93,149.399,236.489,157.09,47.975,155.614,57.867,137.535,100.256,140.201,55.17100000000001,174.36900000000003,233.773,178.108,72.771,167.138,255.287,189.08700000000002,233.283,192.768,97.16799999999999,166.06,116.057,176.285,236.255,142.63,92.34299999999999,158.637,248.459,141.41899999999998,126.094,160.901,201.56900000000002,169.86,,
240.75,963.0,,100.458,129.615,74.648,114.85600000000001,146.908,149.372,236.468,157.092,47.91,155.65,57.881,137.503,100.292,140.185,55.178000000000004,174.329,233.748,178.15599999999998,72.732,167.139,255.243,189.172,233.395,192.745,97.16,166.09599999999998,116.094,176.33900000000003,236.262,142.691,92.355,158.496,248.303,141.33,126.126,160.938,201.71,169.898,,
241.0,964.0,,100.486,129.563,74.744,114.773,146.95600000000002,149.433,236.44,157.076,47.895,155.529,57.911,137.36700000000002,100.304,140.18200000000002,55.205,174.30700000000002,233.72299999999998,178.15400000000002,72.76100000000001,167.17,255.24,189.21200000000002,233.514,192.528,97.147,166.195,116.14,176.201,236.27200000000002,142.732,92.344,158.447,247.938,141.165,126.215,160.886,201.77599999999998,169.899,,
241.25,965.0,,100.37,129.567,74.87,114.86399999999999,146.925,149.377,236.419,157.13299999999998,47.92,155.44299999999998,57.903,137.39,100.34200000000001,140.138,55.218999999999994,174.31099999999998,233.77900000000002,178.135,72.817,167.16,255.215,189.237,233.217,192.362,97.171,166.063,116.132,176.169,236.21200000000002,142.696,92.368,158.541,247.952,141.23,126.235,160.852,201.826,169.892,,
241.5,966.0,,100.34700000000001,129.59,74.904,114.81700000000001,146.97899999999998,149.222,236.44400000000002,157.161,47.967,155.513,57.94,137.431,100.359,140.09,55.232,174.33,233.815,178.173,72.805,167.17,255.25400000000002,189.267,233.27900000000002,192.49599999999998,97.15100000000001,166.092,116.109,176.037,236.22400000000002,142.648,92.365,158.471,247.918,141.136,126.09299999999999,160.84,201.949,169.938,,
241.75,967.0,,100.32799999999999,129.681,74.971,114.81,147.125,149.24,236.43099999999998,157.20600000000002,47.976000000000006,155.47899999999998,57.926,137.461,100.366,140.069,55.24100000000001,174.34400000000002,233.78400000000002,178.15099999999998,72.84,167.21400000000003,255.283,189.274,233.30599999999998,192.429,97.17200000000001,166.078,116.148,175.99400000000003,236.28599999999997,142.625,92.448,158.495,247.701,141.122,126.02,160.798,201.85,169.916,,
242.0,968.0,,100.29299999999999,129.609,74.932,114.675,147.102,149.317,236.43099999999998,157.266,48.02,155.533,57.935,137.487,100.353,140.09799999999998,55.263000000000005,174.345,233.918,178.08700000000002,72.831,167.265,255.327,189.275,233.41099999999997,192.49599999999998,97.17299999999999,166.041,116.184,176.165,236.327,142.56799999999998,92.412,158.44799999999998,247.87900000000002,141.335,126.007,160.799,201.701,169.86599999999999,,
242.25,969.0,,100.195,129.569,74.955,114.661,147.168,149.399,236.392,157.27200000000002,48.078,155.512,57.913999999999994,137.619,100.402,140.08100000000002,55.266999999999996,174.321,233.915,178.102,72.86,167.22400000000002,255.373,189.313,233.368,192.524,97.169,166.033,116.17200000000001,176.27700000000002,236.26,142.62,92.444,158.43,247.726,141.654,126.119,160.83,201.793,169.90200000000002,,
242.5,970.0,,100.12100000000001,129.49,74.902,114.669,147.256,149.379,236.34599999999998,157.236,47.986000000000004,155.53799999999998,57.865,137.69899999999998,100.431,140.049,55.273,174.34,233.93,178.09,72.775,167.2,255.377,189.345,233.213,192.38,97.18799999999999,166.195,116.139,176.237,236.28400000000002,142.596,92.44,158.35299999999998,247.84599999999998,141.689,126.191,160.967,201.717,169.847,,
242.75,971.0,,100.178,129.531,74.898,114.71700000000001,147.281,149.356,236.343,157.29399999999998,48.091,155.467,57.946000000000005,137.559,100.43700000000001,140.024,55.299,174.34599999999998,233.97799999999998,178.111,72.77600000000001,167.046,255.5,189.40400000000002,232.937,192.391,97.205,166.233,116.152,176.292,236.315,142.526,92.469,158.408,247.877,141.71,126.221,161.167,201.766,169.87400000000002,,
243.0,972.0,,100.09700000000001,129.59,75.01,114.76799999999999,147.329,149.381,236.351,157.311,48.156000000000006,155.486,57.91,137.575,100.47399999999999,140.007,55.316,174.36599999999999,234.02599999999998,178.15099999999998,72.837,167.111,255.465,189.44,233.13400000000001,192.206,97.20100000000001,166.308,116.101,176.202,236.357,142.49,92.461,158.322,247.824,141.744,126.07600000000001,161.029,201.708,169.856,,
243.25,973.0,,100.132,129.589,74.983,114.709,147.361,149.42,236.364,157.319,48.08,155.561,57.894,137.585,100.46799999999999,139.988,55.331,174.347,234.014,178.14,72.888,167.08599999999998,255.465,189.483,233.195,191.87900000000002,97.195,166.27,116.031,176.30900000000003,236.324,142.554,92.478,158.276,247.847,141.578,126.06299999999999,160.983,201.69099999999997,169.86599999999999,,
243.5,974.0,,100.126,129.58700000000002,74.98100000000001,114.67399999999999,147.465,149.436,236.342,157.308,48.101000000000006,155.576,57.891999999999996,137.452,100.44200000000001,139.9,55.34,174.36700000000002,234.067,178.122,72.941,167.03400000000002,255.53799999999998,189.442,233.357,191.86900000000003,97.17200000000001,166.264,116.085,176.44799999999998,236.24400000000003,142.589,92.477,158.234,247.843,141.592,126.025,160.945,201.593,169.81400000000002,,
243.75,975.0,,100.12299999999999,129.673,75.10300000000001,114.76700000000001,147.48,149.368,236.334,157.305,48.168,155.509,57.826,137.31799999999998,100.47200000000001,139.866,55.35,174.354,234.135,178.115,72.965,167.011,255.543,189.38299999999998,233.48,191.72,97.15100000000001,166.239,116.133,176.36599999999999,236.245,142.675,92.454,158.20600000000002,247.88299999999998,141.66899999999998,126.075,160.977,201.49400000000003,169.77200000000002,,
244.0,976.0,,100.053,129.709,75.098,114.803,147.498,149.25799999999998,236.373,157.181,48.199,155.501,57.805,137.314,100.47200000000001,139.843,55.343999999999994,174.36900000000003,234.157,178.15,72.986,167.02900000000002,255.584,189.458,233.453,191.73,97.14399999999999,166.291,116.181,176.394,236.196,142.702,92.476,158.173,247.989,141.52200000000002,126.04899999999999,160.947,201.555,169.763,,
244.25,977.0,,100.06299999999999,129.836,75.142,114.88600000000001,147.58,149.243,236.37900000000002,157.13,48.215,155.486,57.915,137.1,100.541,139.803,55.364,174.359,234.18,178.205,73.01899999999999,167.028,255.671,189.565,233.418,191.53599999999997,97.175,166.392,116.118,176.304,236.21900000000002,142.635,92.454,158.12,248.859,141.34,125.99700000000001,160.97,201.485,169.774,,
244.5,978.0,,99.935,129.662,75.184,114.925,147.627,149.237,236.40099999999998,157.156,48.27,155.482,57.878,137.189,100.58,139.746,55.367,174.356,234.16299999999998,178.205,72.999,166.93099999999998,255.685,189.521,233.392,191.487,97.181,166.31099999999998,116.09299999999999,176.24900000000002,236.157,142.72,92.477,158.136,248.796,141.352,126.01899999999999,160.967,201.49599999999998,169.791,,
244.75,979.0,,99.82,129.608,75.223,114.92200000000001,147.565,149.144,236.342,157.159,48.36,155.47299999999998,57.946000000000005,137.259,100.539,139.74,55.38399999999999,174.363,234.19,178.174,73.013,166.912,255.608,189.50400000000002,233.389,191.64,97.209,166.447,116.075,176.28,236.21900000000002,142.766,92.42200000000001,158.07399999999998,248.23,141.683,126.111,160.968,201.487,169.77200000000002,,
245.0,980.0,,99.885,129.59,75.222,114.988,147.724,149.06799999999998,236.361,157.132,48.263999999999996,155.472,58.018,137.211,100.54,139.691,55.403,174.372,234.113,178.106,73.028,166.77900000000002,255.653,189.425,233.407,191.6,97.137,166.392,116.096,176.305,236.24599999999998,142.808,92.43700000000001,158.02200000000002,248.021,141.747,126.009,160.838,201.519,169.736,,
245.25,981.0,,99.749,129.571,75.26100000000001,115.079,147.69799999999998,148.931,236.373,157.205,48.232,155.494,57.958,137.21200000000002,100.569,139.66899999999998,55.411,174.365,234.084,178.09099999999998,73.07,166.782,255.604,189.655,233.395,191.452,97.194,166.41,116.084,176.30200000000002,236.12599999999998,142.814,92.416,158.034,247.856,141.85399999999998,125.97399999999999,160.673,201.60299999999998,169.83900000000003,,
245.5,982.0,,99.869,129.534,75.26899999999999,115.102,147.659,148.89700000000002,236.378,157.251,48.176,155.487,58.093,137.158,100.604,139.661,55.406000000000006,174.354,234.12,178.107,73.043,166.671,255.575,189.78,233.35,191.545,97.23299999999999,166.40400000000002,116.073,176.215,236.18200000000002,142.89,92.43700000000001,157.97899999999998,247.75900000000001,141.744,126.044,160.715,201.498,169.775,,
245.75,983.0,,99.90899999999999,129.519,75.252,115.145,147.702,148.861,236.368,157.267,48.11,155.437,58.07,137.083,100.62299999999999,139.651,55.413000000000004,174.345,234.084,178.085,73.07,166.58700000000002,255.62,189.84599999999998,233.265,191.588,97.209,166.419,116.113,176.179,236.226,142.839,92.45200000000001,157.967,247.96099999999998,141.969,126.095,160.784,201.46200000000002,169.703,,
