TimesH,Frame,83,93,104,105,107,132,139,153,158,193,212,241,277,287,291,303,304,310,312,327,351,356,364,370,436,763,1045,1111,1394
165.25,661.0,608.6080000000001,611.835,611.715,609.023,611.774,603.774,610.845,606.899,610.106,611.255,604.9580000000001,603.466,604.442,610.837,604.942,611.562,609.509,611.071,609.07,607.749,604.164,605.453,604.681,606.576,607.663,,,,
165.5,662.0,612.082,615.883,617.938,614.687,613.581,606.52,616.8969999999999,608.999,612.355,617.064,606.384,604.294,605.575,616.851,606.236,616.569,615.578,614.286,613.373,611.97,604.249,610.066,606.684,609.741,609.773,,,,
165.75,663.0,612.804,615.396,618.095,614.932,614.461,606.23,616.738,610.281,611.721,616.992,606.935,604.664,605.7819999999999,615.663,606.634,617.189,616.305,613.5980000000001,614.246,612.052,604.717,608.445,606.151,611.377,608.729,,,,
166.0,664.0,612.842,614.689,620.044,615.623,615.445,606.621,617.6080000000001,610.548,612.476,617.703,607.888,604.6419999999999,606.802,615.955,606.6519999999999,618.544,616.94,613.668,614.004,612.33,604.349,608.984,606.351,610.089,608.7819999999999,,,,
166.25,665.0,613.8969999999999,614.3969999999999,619.691,615.835,614.507,606.672,618.9019999999999,611.36,612.5,616.633,608.21,604.388,606.226,615.661,607.2669999999999,618.2919999999999,616.996,613.841,614.9680000000001,613.6990000000001,604.649,609.2230000000001,606.604,610.114,608.264,,,,
166.5,666.0,614.914,616.605,620.913,617.68,615.888,607.612,620.651,611.96,614.341,618.773,608.925,604.336,606.945,617.7080000000001,607.367,620.134,618.896,614.74,616.396,614.395,605.492,610.033,607.863,612.073,608.759,,,,
166.75,667.0,617.1759999999999,617.2909999999999,621.499,619.188,616.758,608.469,622.29,613.234,615.115,620.844,609.621,605.229,606.595,619.877,608.206,622.285,621.125,615.992,619.605,616.163,605.925,612.033,607.677,613.009,610.159,,,,
167.0,668.0,618.1990000000001,619.33,623.95,620.205,618.7869999999999,609.053,625.36,614.648,615.842,622.124,610.294,605.764,608.859,623.131,608.156,626.02,624.94,618.941,621.612,618.928,606.467,612.746,609.0319999999999,615.665,610.994,,,,
167.25,669.0,620.724,620.026,626.316,623.6669999999999,620.3240000000001,610.362,626.867,615.46,618.169,624.548,611.021,606.749,608.649,626.9490000000001,609.817,628.9159999999999,626.83,622.186,625.433,621.73,606.5980000000001,613.411,609.617,616.919,611.504,,,,
167.5,670.0,621.781,620.736,627.664,624.2090000000001,621.1759999999999,609.565,629.0419999999999,617.807,618.611,626.634,612.7909999999999,606.7909999999999,610.216,627.668,609.206,630.651,628.423,622.491,626.528,623.49,607.328,615.6569999999999,610.891,618.1569999999999,613.08,,,,
167.75,671.0,623.006,622.174,628.02,626.569,622.5930000000001,611.294,628.548,618.033,620.115,628.376,613.482,607.774,611.029,630.182,610.011,631.859,630.5830000000001,624.576,629.169,624.389,607.765,616.7819999999999,611.328,619.187,613.9019999999999,,,,
168.0,672.0,623.68,623.377,629.239,626.683,622.9590000000001,612.895,630.371,619.3969999999999,620.969,628.177,614.653,607.7869999999999,610.2919999999999,630.749,610.645,633.406,631.924,625.59,627.732,626.385,608.151,616.78,611.876,620.153,614.729,,,,
168.25,673.0,624.626,622.479,628.9730000000001,628.014,622.65,613.889,631.763,619.429,620.547,629.2909999999999,615.7230000000001,608.96,611.0319999999999,631.979,611.1709999999999,635.8290000000001,632.38,625.9209999999999,630.465,627.14,608.024,616.545,611.663,621.076,614.788,,,,
168.5,674.0,625.154,622.869,628.665,625.925,621.6469999999999,613.0459999999999,630.352,619.686,619.394,628.391,615.369,608.6569999999999,610.514,631.765,611.486,635.97,634.089,626.793,630.533,627.715,608.645,618.081,612.344,622.006,615.077,622.192,,,
168.75,675.0,625.2909999999999,622.569,629.135,625.69,620.762,612.406,629.507,620.258,620.09,628.234,615.962,608.029,611.248,631.896,611.518,636.953,633.8380000000001,627.076,631.225,626.9730000000001,608.196,617.9730000000001,612.116,621.672,615.4019999999999,621.455,,,
169.0,676.0,624.688,619.504,627.05,625.861,619.438,612.396,629.286,619.9630000000001,618.923,627.751,616.342,607.8340000000001,611.462,631.9,611.565,635.8290000000001,633.058,626.743,631.555,627.962,607.877,617.79,611.441,621.159,614.771,621.818,,,
169.25,677.0,622.95,620.254,626.966,625.645,619.88,611.876,628.38,618.6619999999999,618.331,625.524,616.205,608.89,610.837,630.761,610.878,634.734,632.45,626.554,631.332,627.562,607.432,617.42,610.996,620.85,615.712,622.186,,,
169.5,678.0,622.153,620.47,625.638,623.306,619.2040000000001,610.911,627.385,619.576,617.109,625.5740000000001,614.758,607.4830000000001,610.9590000000001,629.759,610.5219999999999,635.44,632.865,625.744,630.664,628.134,607.923,617.9490000000001,611.137,620.679,613.862,621.331,,,
169.75,679.0,620.905,617.3530000000001,624.46,622.214,617.632,611.091,626.011,618.07,617.487,622.658,615.637,607.894,610.007,628.804,610.327,633.8580000000001,629.884,624.099,629.268,627.276,607.354,617.406,610.899,620.285,613.45,620.6619999999999,,,
170.0,680.0,620.663,616.974,622.859,619.886,617.587,611.376,624.072,618.215,615.987,621.519,615.085,607.436,610.45,628.381,610.822,634.31,629.305,623.379,628.493,626.131,607.1669999999999,616.382,610.4580000000001,619.818,613.947,621.0840000000001,,,
170.25,681.0,619.3919999999999,617.008,619.9490000000001,619.382,616.326,610.09,622.543,617.155,615.1030000000001,620.694,614.239,607.253,609.286,627.764,610.702,632.564,628.314,622.823,627.756,625.429,608.091,615.525,610.622,619.0319999999999,612.936,619.89,,,
170.5,682.0,,614.906,620.33,618.059,614.322,609.9119999999999,621.575,616.746,615.115,620.009,614.599,606.613,609.271,626.545,609.836,631.819,628.43,621.95,625.682,625.197,607.03,615.377,609.832,618.41,612.158,619.7959999999999,,,
170.75,683.0,,614.114,619.63,616.264,614.285,609.038,620.076,616.35,613.578,618.9680000000001,612.995,606.43,609.2769999999999,623.854,609.76,630.8430000000001,627.1619999999999,620.761,624.7230000000001,623.786,606.618,614.566,609.952,617.612,613.317,618.004,,,
171.0,684.0,616.6669999999999,612.994,617.316,615.047,614.58,608.497,618.818,615.203,614.179,616.8009999999999,613.9259999999999,607.012,608.951,624.02,610.63,629.447,626.745,619.107,624.0459999999999,623.335,606.168,614.609,609.064,617.362,611.975,616.535,,,
171.25,685.0,615.659,612.319,617.086,613.9119999999999,612.714,607.854,617.06,615.1709999999999,612.368,616.2869999999999,612.479,605.822,607.88,623.945,609.148,628.919,625.928,620.061,623.784,622.315,605.956,614.805,608.7230000000001,617.3480000000001,612.344,617.203,,,
171.5,686.0,613.401,611.102,615.935,613.933,613.189,607.268,616.614,614.768,611.93,616.146,612.618,605.563,607.73,621.489,609.246,628.765,625.55,619.405,623.57,621.956,606.0980000000001,614.321,609.0,616.46,611.856,615.135,,,
171.75,687.0,614.119,610.304,615.798,612.9490000000001,612.977,607.201,614.77,615.27,611.381,615.236,611.428,605.524,607.9540000000001,622.309,609.146,627.476,623.752,617.489,622.621,621.028,606.5790000000001,613.633,607.856,616.602,611.122,615.798,,,
