TimesH,Frame,NoMissing,92,92,105,105,126,126,142,142,176,176,182,182,217,217,228,228,250,250,260,260,271,271,279,279,285,285,288,288,289,289,292,292,317,317,327,327,329,329,348,348,353,353,392,392,393,393,394,394,422,422,430,430,433,433,434,434,640,640,803,803,808,808,897,897
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
358.25,1433.0,,173.18200000000002,109.01100000000001,134.275,99.115,258.503,117.71700000000001,155.121,111.01100000000001,191.53799999999998,94.51899999999999,151.16299999999998,91.042,269.601,159.181,245.095,153.532,247.60299999999998,168.53799999999998,76.089,167.748,223.3,137.784,249.265,133.928,199.972,129.041,124.48700000000001,128.65,276.782,127.088,220.391,127.587,205.703,145.523,192.715,140.18,119.444,221.46599999999998,220.576,210.102,202.09,205.826,244.514,183.65200000000002,191.895,182.672,114.235,181.615,107.932,201.229,96.23,194.271,228.815,190.717,140.69899999999998,194.84900000000002,219.641,192.21,172.05700000000002,98.079,219.18599999999998,92.301,240.88099999999997,128.434
358.5,1434.0,,173.15,108.98100000000001,134.175,99.111,258.504,117.75,155.235,110.988,191.528,94.40700000000001,151.332,91.101,269.642,159.14,245.104,153.561,247.657,168.52,76.064,167.771,223.28900000000002,137.806,249.21900000000002,133.947,199.951,129.03799999999998,126.84200000000001,130.173,276.781,127.101,220.359,127.616,205.86900000000003,145.093,192.68,140.207,119.434,221.488,220.607,210.078,202.114,205.86599999999999,244.517,183.638,191.83900000000003,182.6,114.236,181.575,107.935,201.226,96.259,194.282,228.77,190.667,140.74,194.794,219.628,192.13299999999998,172.12900000000002,98.14,219.207,92.205,240.84400000000002,128.489
358.75,1435.0,,173.081,108.82700000000001,134.119,99.13,258.507,117.76899999999999,155.306,110.931,191.525,94.439,151.249,91.031,269.681,159.064,245.111,153.58,247.66400000000002,168.475,76.101,167.75,223.303,137.753,249.10299999999998,133.988,199.935,129.065,,,276.832,127.12899999999999,220.36900000000003,127.615,205.737,145.259,192.688,140.17600000000002,119.50299999999999,221.41400000000002,220.56,210.077,202.082,205.84099999999998,244.50400000000002,183.667,191.842,182.525,114.255,181.58599999999998,107.96799999999999,201.232,96.288,194.38299999999998,228.90200000000002,190.62099999999998,140.716,194.791,219.592,192.174,172.043,98.125,219.255,92.32600000000001,240.861,128.399
359.0,1436.0,,173.09799999999998,108.804,134.144,99.04899999999999,258.482,117.77600000000001,155.451,110.822,191.72099999999998,94.4,151.12,91.053,269.682,159.063,245.105,153.589,247.671,168.507,76.123,167.745,223.347,137.67600000000002,249.115,133.938,199.93099999999998,129.047,,,276.874,127.148,220.42,127.566,205.64,145.186,192.671,140.203,119.49799999999999,221.34400000000002,220.588,210.088,202.148,205.793,244.52700000000002,183.67700000000002,191.82299999999998,182.50799999999998,114.29700000000001,181.572,108.009,201.231,96.307,194.296,228.90400000000002,190.567,140.744,194.761,219.582,192.155,171.967,98.22200000000001,219.15,91.572,240.821,128.496
359.25,1437.0,,173.222,108.90700000000001,134.07299999999998,99.149,258.486,117.78,155.308,110.777,191.667,94.335,151.122,91.06299999999999,269.60200000000003,159.08700000000002,245.077,153.516,247.65400000000002,168.482,76.13,167.72799999999998,223.333,137.705,249.04,133.981,199.91400000000002,129.037,122.79,128.024,276.851,127.116,220.512,127.584,,,192.61900000000003,140.25799999999998,119.46799999999999,221.429,220.58599999999998,210.09400000000002,202.08599999999998,205.856,244.523,183.669,191.84900000000002,182.575,114.258,181.58,108.024,201.175,96.334,194.18599999999998,228.796,190.485,140.748,194.815,219.71099999999998,192.15400000000002,171.87599999999998,98.26100000000001,219.035,91.661,241.016,128.48
359.5,1438.0,,173.22799999999998,108.85600000000001,134.05100000000002,99.12799999999999,258.474,117.829,155.259,110.991,191.734,94.35600000000001,151.166,91.055,269.597,159.05200000000002,245.09400000000002,153.566,247.65400000000002,168.49599999999998,76.104,167.737,223.28099999999998,137.73,249.053,133.944,199.899,129.03,124.06299999999999,128.281,276.841,127.065,220.502,127.59299999999999,,,192.593,140.252,119.507,221.423,220.555,210.075,202.09099999999998,205.888,244.505,183.666,191.77900000000002,182.632,114.23100000000001,181.554,108.054,201.169,96.31700000000001,194.227,228.835,190.497,140.718,194.831,219.77,192.08,171.84,98.19,219.00400000000002,91.471,241.08,128.502
359.75,1439.0,,173.329,108.896,134.089,99.11,258.467,117.8,155.123,111.006,191.685,94.24799999999999,151.148,91.18299999999999,269.51099999999997,159.042,245.077,153.553,247.608,168.513,76.126,167.752,223.333,137.732,249.032,133.935,199.896,129.02200000000002,123.87899999999999,128.24,276.83,127.089,220.458,127.573,205.602,144.575,192.579,140.25,119.47399999999999,221.35299999999998,220.53099999999998,210.035,202.07,205.87099999999998,244.475,183.595,191.56,182.612,114.18799999999999,181.655,108.022,201.144,96.271,194.227,228.854,190.549,140.67600000000002,194.824,219.72,192.047,171.83599999999998,98.318,219.18200000000002,92.32799999999999,241.044,128.469
360.0,1440.0,,173.234,108.759,134.034,99.118,258.481,117.795,155.2,111.06,191.75599999999997,94.28399999999999,151.196,91.061,269.487,159.119,245.06799999999998,153.58700000000002,247.601,168.495,76.109,167.74200000000002,223.271,137.768,249.042,133.958,199.90400000000002,129.035,127.046,130.416,276.842,127.09299999999999,220.41299999999998,127.575,207.0,142.0,192.602,140.205,119.524,221.334,220.503,210.05200000000002,202.06400000000002,205.87599999999998,244.46,183.588,191.481,182.72299999999998,114.13600000000001,181.58900000000003,107.98100000000001,201.105,96.281,194.196,228.71099999999998,190.52,140.72299999999998,194.81400000000002,219.825,191.97299999999998,171.764,98.186,218.99200000000002,91.186,241.04,128.471
360.25,1441.0,,173.21599999999998,108.631,134.007,99.177,258.49,117.76700000000001,155.05200000000002,111.024,191.24599999999998,94.37,151.33,91.117,269.493,159.076,245.07,153.555,247.588,168.47799999999998,76.112,167.71599999999998,223.269,137.88,249.058,133.996,199.90900000000002,129.041,126.986,130.309,276.87,127.15799999999999,220.438,127.56299999999999,207.275,141.256,192.627,140.209,119.525,221.321,220.472,210.035,201.981,205.89700000000002,244.47,183.592,191.551,182.967,114.09700000000001,181.56799999999998,107.944,201.12900000000002,96.27,194.21099999999998,228.59099999999998,190.513,140.686,194.75400000000002,219.768,192.05200000000002,171.707,98.184,219.09,91.524,241.047,128.444
360.5,1442.0,,173.262,108.59899999999999,133.94,99.249,258.493,117.796,155.128,111.038,191.201,94.264,151.28,91.117,269.464,159.072,245.074,153.55200000000002,247.58700000000002,168.493,76.097,167.73,223.28,137.858,249.043,134.001,199.889,129.05700000000002,126.90299999999999,130.171,276.871,127.175,220.40400000000002,127.586,207.06799999999998,141.393,192.60299999999998,140.246,119.473,221.326,220.44299999999998,210.035,202.013,205.892,244.512,183.66400000000002,191.428,183.112,114.029,181.622,107.93299999999999,201.136,96.26299999999999,194.162,228.614,190.457,140.613,194.752,219.66299999999998,192.083,171.71400000000003,98.182,218.942,91.245,241.218,128.379
360.75,1443.0,,173.301,108.759,133.928,99.28399999999999,258.48900000000003,117.766,155.135,110.97200000000001,191.06400000000002,94.208,151.247,91.04,269.45599999999996,159.076,245.11700000000002,153.55200000000002,247.63400000000001,168.497,76.108,167.71099999999998,223.25599999999997,137.82,249.05900000000003,133.969,199.90400000000002,129.042,126.734,130.136,276.883,127.198,220.378,127.59700000000001,207.065,141.20600000000002,192.63400000000001,140.245,119.55,221.269,220.493,210.046,201.995,205.842,244.535,183.65200000000002,191.453,183.203,114.06299999999999,181.646,107.93700000000001,201.187,96.23100000000001,194.16099999999997,228.65200000000002,190.535,140.639,194.825,219.688,192.05700000000002,171.734,98.258,218.98,91.449,241.215,128.387
361.0,1444.0,,173.225,108.65700000000001,133.991,99.292,258.522,117.73700000000001,155.034,111.008,190.99099999999999,94.12299999999999,151.327,91.1,269.524,159.054,245.11,153.57,247.637,168.49,76.10600000000001,167.707,223.18900000000002,137.813,249.02599999999998,134.0,199.93900000000002,129.019,126.846,130.084,276.88,127.179,220.363,127.581,207.06400000000002,141.112,192.66099999999997,140.28,119.55799999999999,221.22799999999998,220.446,210.014,201.965,205.838,244.532,183.67700000000002,191.56099999999998,183.076,114.00399999999999,181.704,107.955,201.05700000000002,96.23700000000001,194.167,228.613,190.482,140.61700000000002,194.835,219.737,191.975,171.83700000000002,98.02,218.989,91.344,241.09099999999998,128.436
361.25,1445.0,,173.24900000000002,108.655,133.99200000000002,99.26,258.503,117.77,155.126,110.881,190.808,94.13,151.463,91.074,269.617,159.016,245.146,153.543,247.645,168.5,76.11399999999999,167.701,223.205,137.864,249.054,133.99200000000002,199.951,129.061,126.77,130.171,276.903,127.182,220.32,127.604,207.028,141.083,192.702,140.34,119.523,221.113,220.382,209.979,201.94,205.79,244.52700000000002,183.701,191.528,183.15599999999998,114.12200000000001,181.66099999999997,107.96,200.96900000000002,96.226,194.21200000000002,228.696,190.34400000000002,140.597,194.813,219.747,191.825,171.862,97.931,219.05200000000002,91.447,241.11900000000003,128.437
361.5,1446.0,,173.18,108.68,134.125,99.37200000000001,258.498,117.805,155.10299999999998,110.979,190.873,94.087,151.386,90.95700000000001,269.678,159.004,245.137,153.54,247.65599999999998,168.50900000000001,76.12100000000001,167.699,223.162,137.89,249.058,133.986,199.91,129.064,126.595,130.059,276.911,127.169,220.34,127.609,207.06099999999998,141.07299999999998,192.63400000000001,140.373,119.51799999999999,221.13,220.326,209.95,201.926,205.72,244.553,183.717,191.47299999999998,183.12900000000002,114.148,181.636,107.962,200.99200000000002,96.21,194.23,228.61599999999999,190.268,140.56799999999998,194.81599999999997,219.748,191.895,171.87900000000002,97.87799999999999,219.06900000000002,91.381,241.051,128.317
361.75,1447.0,,173.168,108.637,134.161,99.37899999999999,258.514,117.819,155.092,111.001,190.791,94.084,151.379,90.985,269.691,159.012,245.13,153.512,247.657,168.544,76.18,167.696,223.21599999999998,137.861,249.12400000000002,133.977,199.894,129.078,126.585,130.075,276.911,127.196,220.36700000000002,127.601,207.16299999999998,140.961,192.75,140.424,119.506,221.127,220.37900000000002,209.958,201.918,205.672,244.546,183.72299999999998,191.433,183.179,114.166,181.705,107.936,200.937,96.225,194.231,228.6,190.25,140.593,194.787,219.745,191.886,171.908,97.947,218.959,91.404,241.144,128.379
362.0,1448.0,,173.236,108.70700000000001,134.115,99.271,258.53700000000003,117.794,155.01,111.031,190.76,94.08,151.275,90.95700000000001,269.66,158.954,245.188,153.566,247.67,168.53799999999998,76.206,167.68400000000003,223.142,137.884,249.16099999999997,133.95600000000002,199.89,129.084,126.55799999999999,130.043,276.872,127.215,220.308,127.63799999999999,207.15599999999998,141.002,192.75900000000001,140.45600000000002,119.506,221.243,220.364,209.975,201.854,205.72400000000002,244.546,183.74099999999999,191.708,183.135,114.14,181.703,107.935,200.886,96.147,194.31099999999998,228.592,190.305,140.63299999999998,194.73,219.623,191.922,171.947,98.01,218.955,91.17,241.271,128.434
362.25,1449.0,,173.25799999999998,108.71799999999999,134.079,99.26700000000001,258.524,117.819,154.977,111.176,190.84599999999998,94.12700000000001,151.346,90.99700000000001,269.762,158.817,245.213,153.536,247.65900000000002,168.50900000000001,76.221,167.706,223.145,137.861,249.137,134.011,199.898,129.065,126.20200000000001,129.643,276.869,127.18,220.271,127.62299999999999,207.132,141.095,192.726,140.459,119.454,221.27599999999998,220.329,209.97299999999998,201.84099999999998,205.729,244.528,183.732,191.622,183.05900000000003,114.199,181.75,107.919,200.857,96.15799999999999,194.264,228.65,190.35,140.55,194.697,219.83599999999998,191.798,171.938,98.016,218.89,91.31,241.22299999999998,128.466
362.5,1450.0,,173.33,108.68299999999999,134.059,99.292,258.538,117.821,154.958,111.164,190.94299999999998,94.185,151.39,90.98899999999999,269.902,158.773,245.204,153.553,247.615,168.546,76.23899999999999,167.738,223.172,137.799,249.196,133.97899999999998,199.91299999999998,129.053,126.295,129.755,276.855,127.186,220.196,127.571,207.149,141.148,192.774,140.472,119.42200000000001,221.169,220.304,209.976,201.778,205.842,244.53099999999998,183.734,191.592,182.96900000000002,114.18299999999999,181.77,107.902,200.77599999999998,96.11,194.27200000000002,228.56900000000002,190.27900000000002,140.597,194.68099999999998,219.739,191.774,171.926,98.101,218.90099999999998,91.43299999999999,241.115,128.44899999999998
362.75,1451.0,,173.393,108.705,134.012,99.292,258.497,117.786,155.007,111.195,190.83900000000003,94.124,151.284,91.089,269.932,158.74200000000002,245.239,153.589,247.668,168.55599999999998,76.211,167.709,223.179,137.779,249.141,134.013,199.938,129.055,126.324,129.784,276.85,127.193,220.21200000000002,127.54700000000001,207.13400000000001,141.158,192.77200000000002,140.589,119.42399999999999,221.227,220.238,209.977,201.78099999999998,205.928,244.50099999999998,183.71400000000003,191.62099999999998,183.046,114.156,181.84099999999998,107.896,200.673,96.096,194.33700000000002,228.545,190.317,140.6,194.657,219.643,191.83599999999998,171.78799999999998,98.001,218.75599999999997,91.919,241.033,128.389
363.0,1452.0,,173.25099999999998,108.654,133.965,99.287,258.465,117.833,155.225,111.152,190.979,94.031,151.303,91.195,269.89099999999996,158.781,245.247,153.635,247.702,168.554,76.222,167.69299999999998,223.235,137.752,249.18,133.99,199.94299999999998,129.05700000000002,126.647,130.187,276.85,127.184,220.229,127.515,207.076,141.27100000000002,192.73,140.599,119.464,221.296,220.202,209.97,201.739,205.9,244.50400000000002,183.71900000000002,191.676,183.108,114.068,181.861,107.93299999999999,200.65900000000002,96.11399999999999,194.315,228.643,190.452,140.654,194.734,219.59,191.831,171.66,97.977,218.702,92.09200000000001,240.923,128.365
363.25,1453.0,,173.09599999999998,108.462,134.014,99.204,258.455,117.887,155.42600000000002,111.09299999999999,191.09799999999998,94.061,151.34,91.305,269.717,158.889,245.303,153.662,247.66,168.516,76.217,167.685,223.218,137.671,249.196,133.993,199.933,129.062,126.72,130.247,276.81,127.184,220.205,127.493,207.014,141.269,192.75400000000002,140.602,119.50299999999999,221.28400000000002,220.238,209.96,201.704,205.90599999999998,244.47299999999998,183.67,191.62,183.00099999999998,114.04,181.91099999999997,107.965,200.562,96.118,194.292,228.50099999999998,190.447,140.69799999999998,194.705,219.521,192.015,171.648,97.92200000000001,218.69400000000002,92.48299999999999,241.053,128.439
363.5,1454.0,,173.1,108.42299999999999,133.959,99.31299999999999,258.455,117.89,155.344,111.115,191.005,94.084,151.181,91.292,269.79,158.744,245.305,153.695,247.75,168.52900000000002,76.241,167.692,223.294,137.7,249.188,134.007,199.924,129.039,126.454,129.963,276.832,127.211,220.24400000000003,127.51700000000001,207.017,141.247,192.805,140.618,119.53200000000001,221.36,220.205,209.94099999999997,201.734,205.82,244.438,183.64700000000002,191.799,182.93900000000002,114.101,181.93599999999998,107.959,200.52,96.132,194.30599999999998,228.486,190.449,140.709,194.764,219.503,192.013,171.58700000000002,98.095,218.704,92.514,241.02700000000002,128.534
363.75,1455.0,,173.06799999999998,108.555,133.915,99.318,258.465,117.912,155.292,111.12299999999999,190.593,94.194,151.19299999999998,91.20700000000001,269.861,158.77700000000002,245.385,153.641,247.769,168.50599999999997,76.256,167.702,223.30200000000002,137.585,249.247,133.993,199.90900000000002,129.072,126.266,129.872,276.841,127.223,220.269,127.51899999999999,206.905,141.259,192.798,140.65200000000002,119.476,221.35,220.24200000000002,209.926,201.76,205.768,244.46200000000002,183.66099999999997,192.017,182.94,114.104,181.893,108.00399999999999,200.52700000000002,96.131,194.291,228.498,190.5,140.696,194.725,219.428,192.148,171.47400000000002,98.23200000000001,218.683,92.28200000000001,241.127,128.46
364.0,1456.0,,172.87900000000002,108.23,133.80200000000002,99.3,258.493,117.87200000000001,155.395,111.208,191.013,94.191,151.332,91.13600000000001,269.985,158.719,245.391,153.71,247.733,168.52,76.271,167.74099999999999,223.335,137.55,249.27200000000002,133.987,199.925,129.082,125.98100000000001,129.589,276.81,127.273,220.278,127.512,206.91099999999997,141.2,192.852,140.667,119.494,221.169,220.243,209.93400000000003,201.725,205.71900000000002,244.387,183.655,191.889,182.90400000000002,114.037,181.889,107.986,200.515,96.134,194.324,228.614,190.516,140.738,194.696,219.324,192.108,171.482,98.295,218.737,91.90299999999999,241.155,128.434
364.25,1457.0,,172.892,108.375,133.709,99.346,258.522,117.945,155.405,111.137,191.09400000000002,94.25399999999999,151.417,91.126,270.048,158.642,245.41,153.762,247.768,168.512,76.245,167.71200000000002,223.25400000000002,137.579,249.262,134.002,199.919,129.112,125.396,129.136,276.796,127.26700000000001,220.183,127.51799999999999,206.96,141.122,192.854,140.655,119.501,221.15,220.22099999999998,209.94400000000002,201.80700000000002,205.77700000000002,244.387,183.66,191.764,182.87900000000002,114.02,181.90400000000002,107.979,200.544,96.13600000000001,194.308,228.498,190.521,140.725,194.641,219.32299999999998,192.03400000000002,171.44099999999997,98.236,218.75,91.902,241.167,128.39700000000002
364.5,1458.0,,172.805,108.322,133.736,99.32600000000001,258.518,118.024,155.47299999999998,111.084,191.104,94.17200000000001,151.405,91.08,269.858,158.684,245.416,153.77,247.797,168.477,76.243,167.685,223.165,137.738,249.28099999999998,134.035,199.96099999999998,129.067,125.211,128.994,276.809,127.28200000000001,220.139,127.46,206.95,141.187,192.87099999999998,140.684,119.50200000000001,221.13099999999997,220.202,209.94299999999998,201.743,205.793,244.37,183.63299999999998,191.565,182.822,114.072,181.93599999999998,107.991,200.497,96.124,194.285,228.46400000000003,190.19799999999998,140.717,194.574,219.363,192.045,171.363,98.23899999999999,218.632,92.12899999999999,241.192,128.441
364.75,1459.0,,172.729,108.181,133.713,99.43799999999999,258.52099999999996,118.042,155.468,111.036,190.764,94.156,151.365,91.111,269.789,158.719,245.408,153.834,247.79,168.513,76.25399999999999,167.675,223.11900000000003,137.872,249.232,133.984,199.975,129.112,125.27,128.99200000000002,276.819,127.226,220.12099999999998,127.492,206.74099999999999,141.27,192.922,140.76,119.49,221.105,220.135,209.955,201.77700000000002,205.835,244.263,183.65099999999998,191.817,182.949,114.009,181.922,108.00399999999999,200.488,96.12100000000001,194.275,228.489,190.334,140.71,194.602,219.28799999999998,191.97400000000002,171.405,98.336,218.61700000000002,92.257,241.231,128.477
365.0,1460.0,,172.706,108.07799999999999,133.803,99.361,258.492,118.059,155.461,110.943,190.704,94.14399999999999,151.28799999999998,91.074,269.785,158.66,245.43200000000002,153.85299999999998,247.765,168.46,76.236,167.676,223.14700000000002,137.786,249.297,133.998,200.047,129.112,125.361,128.975,276.841,127.251,220.09599999999998,127.465,206.67700000000002,141.287,192.916,140.762,119.48100000000001,221.05900000000003,220.07,209.92700000000002,201.824,205.834,244.27200000000002,183.635,191.748,183.024,113.948,181.958,107.984,200.451,96.13600000000001,194.321,228.49,190.34599999999998,140.776,194.585,219.45,191.83700000000002,171.25099999999998,98.28200000000001,218.65,92.336,241.293,128.49
365.25,1461.0,,172.771,108.236,133.921,99.38,258.45099999999996,118.05,155.55200000000002,110.90700000000001,191.044,94.189,151.20600000000002,91.124,269.77099999999996,158.649,245.515,153.835,247.757,168.505,76.24,167.657,223.16299999999998,137.796,249.331,133.942,200.013,129.08700000000002,125.365,128.993,276.79,127.23700000000001,220.08700000000002,127.479,206.61,141.389,192.924,140.786,119.43700000000001,221.067,220.058,209.921,201.778,205.843,244.232,183.583,191.81900000000002,182.97099999999998,114.008,181.96900000000002,108.02600000000001,200.393,96.15100000000001,194.273,228.641,190.34099999999998,140.821,194.63099999999997,219.41,191.912,171.145,98.304,218.623,92.272,241.313,128.506
365.5,1462.0,,172.614,108.12200000000001,133.905,99.37799999999999,258.421,118.083,155.437,110.854,190.75900000000001,94.12200000000001,151.19,91.228,269.867,158.529,245.5,153.916,247.774,168.49900000000002,76.229,167.65900000000002,223.082,137.861,249.425,133.936,199.981,129.135,125.427,128.97899999999998,276.76,127.23299999999999,220.06099999999998,127.46,206.627,141.372,192.957,140.737,119.469,221.02599999999998,220.054,209.875,201.75400000000002,205.88,244.21200000000002,183.558,191.53799999999998,182.957,113.97200000000001,181.94400000000002,108.04799999999999,200.345,96.171,194.30700000000002,228.49,190.372,140.811,194.63099999999997,219.437,191.81099999999998,171.263,98.296,218.69400000000002,92.26100000000001,241.34599999999998,128.567
365.75,1463.0,,172.585,108.265,133.894,99.46799999999999,258.366,118.09700000000001,155.558,110.774,190.43,94.001,151.233,91.27799999999999,269.783,158.523,245.53099999999998,153.942,247.78799999999998,168.50900000000001,76.21600000000001,167.648,223.09,137.806,249.468,133.895,199.998,129.14700000000002,125.635,129.144,276.743,127.272,220.049,127.382,206.667,141.31,193.017,140.762,119.53299999999999,221.043,220.08,209.84599999999998,201.67,205.85,244.25099999999998,183.58700000000002,191.563,182.87,113.929,181.94,108.055,200.41099999999997,96.148,194.275,228.49200000000002,190.235,140.762,194.61900000000003,219.201,191.922,171.22299999999998,98.18700000000001,218.69299999999998,92.24,241.455,128.595
366.0,1464.0,,172.75900000000001,108.177,133.855,99.304,258.367,118.09,155.637,110.742,190.393,94.072,151.278,91.286,270.10400000000004,158.358,245.52900000000002,153.955,247.829,168.525,76.19,167.643,223.16,137.84,249.457,133.88299999999998,200.03,129.138,125.62200000000001,129.156,276.70099999999996,127.307,220.011,127.34100000000001,206.417,141.547,193.09,140.721,119.524,221.033,220.042,209.825,201.732,205.838,244.192,183.512,191.29,183.05,113.85600000000001,182.02599999999998,108.021,200.40099999999998,96.176,194.304,228.59400000000002,190.179,140.757,194.615,219.16,191.93599999999998,171.252,98.303,218.83700000000002,92.015,241.42,128.60399999999998
366.25,1465.0,,172.88,108.2,133.833,99.354,258.37,118.09100000000001,155.651,110.844,190.40200000000002,93.944,151.32299999999998,91.171,270.03700000000003,158.41899999999998,245.55900000000003,153.985,247.81900000000002,168.505,76.184,167.615,223.192,137.798,249.481,133.85399999999998,200.033,129.137,125.76299999999999,129.291,276.689,127.34200000000001,220.054,127.34200000000001,206.543,141.313,193.135,140.80200000000002,119.574,221.062,220.03799999999998,209.832,201.74400000000003,205.863,244.166,183.52200000000002,191.33,183.083,113.802,182.12599999999998,108.039,200.386,96.12700000000001,194.283,228.44799999999998,190.18200000000002,140.759,194.56799999999998,219.122,191.99900000000002,171.18599999999998,98.314,218.885,91.958,241.44299999999998,128.656
366.5,1466.0,,172.80200000000002,108.03299999999999,133.716,99.37899999999999,258.39,118.12,155.47899999999998,110.891,190.105,93.87200000000001,151.224,91.152,270.27099999999996,158.32399999999998,245.547,153.963,247.81799999999998,168.507,76.189,167.58900000000003,223.18599999999998,137.76,249.55700000000002,133.843,200.03400000000002,129.14700000000002,125.779,129.287,276.685,127.336,220.024,127.39399999999999,206.317,141.595,193.17,140.89700000000002,119.53,221.03400000000002,220.032,209.84900000000002,201.743,205.917,244.102,183.488,191.301,183.08,113.788,182.203,108.045,200.364,96.125,194.264,228.493,190.10299999999998,140.798,194.555,219.075,192.00799999999998,171.157,98.316,218.822,91.916,241.356,128.645
366.75,1467.0,,172.78099999999998,108.09700000000001,133.85299999999998,99.35,258.403,118.156,155.556,110.884,190.063,93.958,151.194,91.116,270.35900000000004,158.327,245.572,154.002,247.83700000000002,168.523,76.247,167.56,223.144,137.858,249.535,133.864,200.02700000000002,129.14700000000002,125.47,129.032,276.645,127.35,220.033,127.37799999999999,206.352,141.564,193.24,140.94799999999998,119.584,221.135,220.085,209.845,201.71599999999998,205.995,244.145,183.511,191.41,183.108,113.695,182.18099999999998,108.04700000000001,200.34900000000002,96.147,194.268,228.39700000000002,190.107,140.82299999999998,194.533,218.96,192.079,171.122,98.287,218.954,91.962,241.282,128.673
367.0,1468.0,,172.672,107.884,133.90200000000002,99.27,258.414,118.178,155.661,110.88799999999999,190.115,94.04899999999999,151.211,91.09200000000001,270.48400000000004,158.309,245.58,154.019,247.803,168.50599999999997,76.229,167.546,223.227,137.858,249.56400000000002,133.819,200.044,129.142,125.65700000000001,129.183,276.675,127.329,220.03099999999998,127.39200000000001,206.269,141.768,193.16400000000002,140.944,119.62799999999999,221.063,220.08900000000003,209.826,201.653,205.997,244.08700000000002,183.5,191.393,183.118,113.698,182.24599999999998,108.06700000000001,200.32299999999998,96.104,194.295,228.35,190.142,140.77200000000002,194.502,219.135,192.072,171.136,98.329,219.041,91.87200000000001,241.37,128.64700000000002
367.25,1469.0,,172.55900000000003,107.704,133.88299999999998,99.17,258.407,118.19200000000001,155.694,110.76799999999999,190.09599999999998,93.99799999999999,151.31,91.13799999999999,270.487,158.32,245.59099999999998,154.03799999999998,247.832,168.486,76.232,167.546,223.176,137.995,249.61700000000002,133.843,200.06799999999998,129.095,125.758,129.308,276.721,127.331,219.963,127.37100000000001,206.39,141.66,193.05599999999998,140.993,119.626,221.05,219.959,209.835,201.667,206.03599999999997,244.09099999999998,183.47099999999998,191.41299999999998,183.14,113.661,182.188,108.068,200.34900000000002,96.088,194.31,228.46,190.16299999999998,140.869,194.442,219.025,192.09,171.146,98.40700000000001,218.998,91.945,241.355,128.67700000000002
367.5,1470.0,,172.537,107.81200000000001,133.843,99.134,258.436,118.18700000000001,155.57299999999998,110.74700000000001,190.02200000000002,93.94200000000001,151.319,91.088,270.663,158.33700000000002,245.61900000000003,154.071,247.8,168.495,76.189,167.56099999999998,223.24200000000002,137.899,249.635,133.815,200.093,129.048,125.182,128.846,276.688,127.309,219.96099999999998,127.35799999999999,206.352,141.64,193.206,140.939,119.71,221.062,219.99400000000003,209.84,201.674,206.115,244.113,183.49400000000003,191.30900000000003,183.257,113.686,182.142,108.10600000000001,200.287,96.008,194.287,228.544,190.14700000000002,140.85399999999998,194.472,218.956,192.174,170.989,98.45200000000001,218.993,91.868,241.28099999999998,128.664
367.75,1471.0,,172.592,107.79299999999999,133.917,99.07799999999999,258.409,118.17399999999999,155.567,110.75200000000001,190.08599999999998,93.949,151.22299999999998,91.154,270.652,158.408,245.625,154.09,247.771,168.493,76.17699999999999,167.593,223.06900000000002,138.001,249.704,133.827,200.09599999999998,129.041,124.22200000000001,128.16299999999998,276.644,127.324,219.993,127.33,206.38299999999998,141.58100000000002,193.33700000000002,140.91899999999998,119.70100000000001,221.06,219.946,209.86,201.72,206.12599999999998,244.15900000000002,183.523,191.36,183.21099999999998,113.62899999999999,182.172,108.087,200.269,96.036,194.33900000000003,228.755,190.18,140.899,194.372,218.845,192.248,170.90900000000002,98.509,218.859,91.941,241.31099999999998,128.705
368.0,1472.0,,172.628,107.98700000000001,133.90200000000002,99.149,258.39099999999996,118.20700000000001,155.477,110.734,190.12,93.84299999999999,151.273,91.01899999999999,270.66,158.332,245.683,154.109,247.755,168.515,76.19800000000001,167.585,223.079,137.964,249.72099999999998,133.787,200.09799999999998,128.971,124.425,128.236,276.673,127.34700000000001,219.97,127.325,206.49400000000003,141.481,193.343,140.862,119.66799999999999,221.128,219.905,209.854,201.707,206.095,244.192,183.578,191.459,183.032,113.555,182.25599999999997,108.035,200.275,96.041,194.40400000000002,228.752,190.273,140.945,194.34099999999998,218.894,192.172,170.89700000000002,98.49,218.94400000000002,91.89,241.396,128.662
368.25,1473.0,,173.03400000000002,108.20200000000001,133.862,99.2,258.403,118.251,155.727,110.714,190.13299999999998,93.934,151.248,91.206,270.664,158.305,245.761,154.25799999999998,247.804,168.505,76.187,167.609,223.14700000000002,137.832,249.798,133.734,200.082,128.989,124.259,128.111,276.695,127.34100000000001,219.96,127.29,206.305,141.542,193.179,140.832,119.65799999999999,221.17,219.905,209.83700000000002,201.672,206.148,244.215,183.555,191.415,183.208,113.48299999999999,182.357,108.065,200.218,96.08,194.37,228.851,190.243,140.945,194.28099999999998,218.68599999999998,192.327,170.895,98.39200000000001,218.93200000000002,91.801,241.357,128.65
