TimesH,Frame,5,13,19,27,28,33,37,40,52,55,62,63,80,85,398,421,423,424,428,429,430,431,432,434,436,443,445,446,448,451,452,453,454,456,457,464,465,467,468,475,476,480,488,491,493,495,496,500,502,504,518,527,528,531,534,537,543,716,900,926,1088
0.0,0.0,,620.4590000000001,614.243,615.649,612.27,614.595,609.703,617.0269999999999,615.351,624.568,623.1080000000001,624.73,611.054,625.1619999999999,605.514,604.946,606.8380000000001,608.946,607.432,607.73,607.1619999999999,603.622,602.811,604.6759999999999,606.0,606.5409999999999,605.919,606.378,607.0,608.486,610.135,607.703,606.4590000000001,605.8380000000001,608.432,607.216,604.595,607.784,607.919,605.9730000000001,605.757,608.865,608.0,609.0269999999999,610.8380000000001,610.054,610.405,611.27,607.784,610.73,615.73,612.568,609.297,615.351,616.1080000000001,613.919,607.081,,,,
0.25,1.0,,622.919,615.0,617.946,611.568,616.919,608.622,617.8380000000001,616.27,627.757,622.378,628.081,610.784,631.622,605.622,604.514,604.432,604.919,606.0,606.216,606.784,602.595,602.73,604.865,605.378,604.865,605.5409999999999,604.811,605.757,607.351,607.351,607.514,606.0,607.568,607.378,606.9730000000001,604.486,607.595,607.1619999999999,605.054,605.0269999999999,608.405,607.595,608.9730000000001,609.3240000000001,608.9730000000001,610.703,611.297,609.27,612.568,616.135,612.649,608.054,615.5409999999999,619.73,617.757,606.919,,,,
0.5,2.0,,627.703,618.1080000000001,619.081,611.081,620.3240000000001,608.216,618.432,613.703,632.27,622.811,628.514,610.5409999999999,635.622,605.054,605.081,606.5409999999999,605.757,607.0269999999999,605.811,606.757,602.9730000000001,602.054,604.595,605.351,605.1619999999999,606.351,605.8919999999999,606.5409999999999,608.432,608.784,607.73,607.946,606.865,609.216,607.189,605.189,608.054,608.0,605.4590000000001,606.081,610.297,610.757,610.757,611.432,611.5409999999999,614.378,612.757,610.5409999999999,615.486,619.703,614.5409999999999,608.946,618.135,624.405,619.1619999999999,607.568,,,,
0.75,3.0,628.0269999999999,633.703,622.946,620.27,611.432,623.1080000000001,608.595,618.189,613.622,638.297,621.757,627.6759999999999,612.27,636.216,604.432,605.4590000000001,606.378,606.595,608.1080000000001,607.216,608.649,603.135,602.405,606.243,605.865,606.8919999999999,606.081,606.297,607.1080000000001,610.135,611.243,609.378,609.1080000000001,606.8919999999999,609.784,609.919,604.8919999999999,608.703,609.1619999999999,605.486,607.5409999999999,610.486,610.784,612.703,615.514,612.432,616.568,615.135,611.1080000000001,616.8380000000001,622.432,618.4590000000001,612.054,623.811,627.703,619.8380000000001,606.919,,,,
1.0,4.0,632.216,634.9730000000001,625.486,620.784,612.0269999999999,625.649,609.081,618.081,614.784,637.6759999999999,622.865,629.054,611.297,637.811,605.9730000000001,605.514,607.081,608.784,608.4590000000001,607.919,608.73,602.595,602.568,605.297,605.73,608.0269999999999,606.378,607.486,607.811,610.757,612.0,611.189,609.6759999999999,607.27,611.622,611.3240000000001,604.6759999999999,611.378,610.784,605.6759999999999,607.8380000000001,613.622,610.595,613.486,617.351,613.0,617.351,618.189,611.351,616.297,623.757,624.378,612.865,625.757,627.757,621.649,607.189,,,,
1.25,5.0,,635.568,624.9730000000001,620.4590000000001,611.432,625.757,608.622,618.757,614.405,638.1080000000001,623.1619999999999,629.1619999999999,611.6759999999999,638.9730000000001,606.865,605.378,607.4590000000001,608.405,609.297,609.351,609.5409999999999,603.1619999999999,602.135,605.784,606.784,606.486,606.9730000000001,607.9730000000001,608.432,610.811,611.784,612.405,610.081,607.081,612.486,611.622,605.9730000000001,611.757,611.27,606.0269999999999,608.6759999999999,614.0,611.1619999999999,613.757,617.865,614.432,618.189,619.622,611.297,617.8380000000001,624.27,624.1080000000001,612.703,626.27,627.486,622.054,608.0,,,,
1.5,6.0,631.757,636.216,625.27,622.054,612.351,624.919,608.405,617.9730000000001,613.811,639.0269999999999,624.27,631.649,612.622,639.8919999999999,606.0269999999999,605.297,606.946,608.135,608.946,610.054,609.351,603.514,602.9730000000001,605.514,607.1619999999999,607.622,606.757,607.595,608.0269999999999,611.73,613.405,612.5409999999999,609.297,607.919,613.297,610.946,606.486,611.8380000000001,611.8380000000001,606.568,608.514,613.189,612.0269999999999,614.297,618.865,615.27,618.568,619.946,612.0269999999999,619.135,624.432,624.784,613.568,628.1080000000001,630.1080000000001,622.4590000000001,608.351,,,,
1.75,7.0,632.622,635.8380000000001,627.432,624.216,612.135,624.568,608.73,618.703,615.081,639.9730000000001,624.865,630.514,613.6759999999999,641.622,606.6759999999999,605.27,607.865,609.297,609.8380000000001,609.622,611.3240000000001,603.081,602.135,604.946,607.0269999999999,607.135,607.703,607.5409999999999,609.622,611.946,613.135,612.27,610.378,608.703,614.135,611.297,606.27,611.622,611.5409999999999,607.0,609.5409999999999,615.784,612.378,614.27,619.865,615.649,619.243,621.27,611.486,620.1080000000001,624.946,625.622,614.5409999999999,627.703,629.216,620.865,609.3240000000001,,,,
2.0,8.0,632.3240000000001,635.8919999999999,625.865,624.8380000000001,612.811,625.946,609.1619999999999,620.081,615.297,639.8919999999999,624.811,632.0269999999999,613.649,640.865,606.622,606.811,607.703,610.757,610.0,611.054,610.73,603.27,602.757,606.73,607.0,608.1619999999999,608.378,608.405,609.486,613.486,614.865,612.757,611.27,609.135,615.703,611.1619999999999,606.514,612.351,612.568,606.297,610.0,616.27,612.757,616.3240000000001,620.865,616.27,620.5409999999999,623.0,612.8919999999999,620.811,626.0269999999999,626.27,616.432,627.0269999999999,629.8380000000001,622.703,609.514,621.919,,,
