TimesH,Frame,92,105,126,142,176,182,217,228,250,260,271,279,285,288,289,292,317,327,329,348,353,392,393,394,422,430,433,434,640,803,808,897
333.5,1334.0,,603.5830000000001,603.066,603.0169999999999,602.062,602.026,603.278,604.012,603.347,603.438,606.5409999999999,603.802,604.572,604.078,602.891,604.6619999999999,604.69,604.055,604.188,603.812,604.059,603.681,603.7180000000001,605.1419999999999,604.349,604.038,602.683,603.245,,,,
333.75,1335.0,602.432,601.149,601.311,601.738,601.623,602.061,601.316,602.3009999999999,602.219,603.0169999999999,604.967,602.689,605.443,603.178,601.3530000000001,603.862,602.854,603.1709999999999,603.697,602.179,603.201,602.0880000000001,602.727,604.967,602.717,602.545,602.661,601.44,,,,
334.0,1336.0,602.293,601.414,601.497,602.314,601.725,601.701,601.493,602.3480000000001,602.482,602.485,605.717,602.597,604.436,603.01,601.851,604.439,604.138,602.7040000000001,603.25,603.078,602.488,602.192,602.444,605.504,603.206,602.78,602.6669999999999,602.184,,,,
334.25,1337.0,602.453,601.469,601.3340000000001,601.506,601.22,602.0369999999999,600.924,602.716,602.75,602.188,605.6619999999999,603.255,605.085,602.289,601.805,603.257,603.877,602.908,602.857,602.061,602.889,602.592,602.57,604.283,603.46,603.619,602.45,602.8009999999999,,,,
334.5,1338.0,601.888,601.816,601.493,602.725,602.1519999999999,601.504,601.406,603.4590000000001,602.875,602.779,605.504,603.462,605.174,603.559,601.661,604.92,604.685,603.961,604.663,602.76,603.504,602.894,603.011,605.001,604.035,603.0219999999999,603.186,601.788,,,,
334.75,1339.0,602.462,602.474,602.194,602.525,602.665,601.436,602.071,605.697,603.276,603.518,607.14,603.873,606.648,604.661,601.955,605.0319999999999,605.999,605.001,603.8919999999999,604.706,605.21,602.872,604.0980000000001,606.375,603.823,604.564,604.179,603.586,,,,
335.0,1340.0,602.317,602.714,603.004,602.554,602.47,602.901,601.987,605.255,604.51,604.314,608.4069999999999,603.94,609.273,606.155,602.467,607.139,607.899,606.342,604.79,605.937,606.1,604.337,605.499,607.544,605.026,604.9159999999999,605.774,602.928,,,,
335.25,1341.0,602.887,603.617,602.364,603.1080000000001,602.357,603.374,602.663,606.187,606.465,604.587,609.531,604.377,610.275,607.932,602.766,607.512,610.298,607.72,605.518,607.635,607.133,605.813,606.896,608.844,606.493,604.844,606.484,603.707,,,,
335.5,1342.0,603.155,603.992,602.5269999999999,603.8530000000001,604.052,602.49,602.78,607.401,606.5409999999999,605.367,611.883,605.4209999999999,610.263,609.3340000000001,603.64,608.149,611.758,608.776,606.822,609.096,608.7,606.847,608.18,610.585,607.429,606.528,607.692,604.785,,,,
335.75,1343.0,604.144,604.222,604.072,603.9069999999999,603.836,602.645,603.611,608.799,608.476,606.193,613.738,607.015,612.952,610.7819999999999,603.67,610.015,613.7869999999999,610.5219999999999,607.443,609.822,610.189,607.4169999999999,610.156,612.9580000000001,608.883,606.786,609.8240000000001,604.5790000000001,,,,
336.0,1344.0,604.309,605.388,603.127,604.141,604.977,603.35,604.391,610.822,608.554,606.966,614.547,607.245,613.929,613.265,604.003,611.635,616.3290000000001,612.625,608.951,612.432,612.7330000000001,608.477,610.625,614.2769999999999,609.874,607.797,610.951,606.3290000000001,,,,
336.25,1345.0,604.4590000000001,605.771,605.0409999999999,605.564,604.256,604.0840000000001,604.622,611.0369999999999,610.109,607.064,616.276,607.766,615.471,615.003,604.337,612.372,617.9259999999999,614.137,610.794,611.442,613.393,610.268,612.941,614.759,610.927,608.663,612.433,606.571,,,,
336.5,1346.0,604.16,606.992,604.793,605.9169999999999,605.368,604.221,604.319,613.384,610.4209999999999,608.508,615.957,607.34,617.158,616.092,604.839,613.119,619.898,614.506,610.61,614.257,614.581,610.957,613.159,616.134,611.509,609.039,613.195,606.872,,,,
336.75,1347.0,605.789,607.109,605.359,606.1419999999999,605.178,604.055,605.185,613.271,611.16,608.1,617.179,609.283,616.448,618.091,605.587,614.186,621.068,615.867,611.941,614.001,615.144,612.261,613.859,617.451,612.751,609.923,613.768,607.659,,,,
337.0,1348.0,605.811,607.365,605.125,606.405,606.01,605.634,605.491,615.409,612.764,609.79,617.6659999999999,609.42,618.7230000000001,618.5419999999999,605.404,615.077,622.48,617.229,612.105,614.571,615.457,612.8530000000001,615.8290000000001,617.2090000000001,612.53,611.283,614.927,607.776,,,,
337.25,1349.0,606.384,608.472,605.9780000000001,606.01,606.201,605.591,604.9590000000001,615.3919999999999,613.174,609.86,619.952,609.453,619.712,620.18,605.3380000000001,616.519,622.059,617.9580000000001,612.445,616.0219999999999,616.617,611.262,615.806,618.819,613.706,611.23,616.242,608.441,,,,
337.5,1350.0,606.5,608.145,605.639,607.045,605.637,605.0269999999999,605.817,617.001,612.7909999999999,610.49,619.566,609.813,619.375,620.581,605.242,616.1709999999999,624.241,617.5930000000001,613.452,615.736,617.117,613.87,617.457,618.911,615.1619999999999,611.71,616.369,608.693,,,,
337.75,1351.0,606.244,608.803,605.457,607.632,605.599,606.02,606.102,616.732,612.5740000000001,610.182,621.627,610.315,622.026,621.5790000000001,604.802,616.643,624.5219999999999,619.095,613.226,617.504,617.621,613.55,616.752,619.879,615.014,611.5319999999999,616.5409999999999,608.474,,,,
338.0,1352.0,606.781,609.0880000000001,606.804,607.238,607.1659999999999,606.154,606.6,618.066,614.405,610.668,621.9119999999999,610.741,621.6030000000001,623.085,605.465,617.284,626.113,619.237,613.528,615.732,618.284,614.219,617.638,622.115,616.163,612.0269999999999,616.93,608.67,,,,
338.25,1353.0,605.956,609.1709999999999,606.173,607.491,606.315,606.5790000000001,606.0830000000001,618.2919999999999,614.2769999999999,611.901,622.444,611.816,622.918,624.443,605.771,618.034,627.0409999999999,619.911,614.938,617.5219999999999,619.048,615.376,618.632,621.747,616.489,612.59,617.36,609.719,,,,
338.5,1354.0,607.02,610.03,606.74,608.376,606.506,606.845,606.318,618.908,613.89,612.576,622.684,611.29,622.401,624.939,605.245,619.567,628.1080000000001,620.964,614.668,617.369,619.659,615.1080000000001,619.4490000000001,622.707,616.794,613.072,618.076,610.803,,,,
