TimesH,Frame,NoMissing,27,27,36,36,45,45,77,77,80,80,142,142,180,180,208,208,243,243,258,258,263,263,276,276,281,281,282,282,296,296,310,310,322,322,342,342,354,354,360,360,363,363,369,369,398,398,447,447,459,459,463,463,826,826
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
333.5,1334.0,,128.564,44.056999999999995,140.247,40.596,264.39799999999997,44.108000000000004,127.749,55.043,232.921,55.635,183.916,85.76,197.59799999999998,103.085,187.851,64.678,244.998,81.43,247.393,130.25,196.171,130.536,296.296,137.292,246.00900000000001,138.264,280.224,132.516,208.571,143.185,254.929,147.283,270.962,108.478,219.252,115.29,155.732,120.10799999999999,276.945,120.932,130.516,117.726,209.735,125.37899999999999,234.372,170.669,132.094,150.584,269.647,155.512,98.164,156.124,,
333.75,1335.0,,128.589,44.047,140.262,40.698,264.403,44.04,127.70200000000001,55.043,232.887,55.631,183.898,85.758,197.592,103.087,187.908,64.694,245.00400000000002,81.414,247.40099999999998,130.24200000000002,196.16,130.55200000000002,296.282,137.32299999999998,246.045,138.246,280.22700000000003,132.499,208.551,143.14,254.965,147.30200000000002,270.981,108.46799999999999,219.24200000000002,115.26899999999999,155.755,120.105,276.965,120.948,130.475,117.816,209.738,125.37899999999999,234.372,170.607,132.118,150.602,269.714,155.447,98.194,156.082,,
334.0,1336.0,,128.588,44.023,140.268,40.774,264.36,44.201,127.7,55.042,232.84900000000002,55.652,183.9,85.75299999999999,197.567,103.102,187.63,64.408,245.01,81.422,247.40599999999998,130.25,196.142,130.549,296.293,137.297,246.06099999999998,138.21200000000002,280.222,132.494,208.55,143.148,254.968,147.334,270.982,108.46700000000001,219.25400000000002,115.286,155.751,120.101,276.996,120.921,130.406,117.766,209.727,125.38799999999999,234.391,170.62599999999998,132.10299999999998,150.6,269.689,155.48,98.2,156.026,,
334.25,1337.0,,128.61700000000002,44.021,140.227,40.917,264.29,44.415,127.73,55.063,232.868,55.633,183.90099999999998,85.741,197.56900000000002,103.10700000000001,187.555,64.36,245.035,81.396,247.382,130.263,196.1,130.55200000000002,296.269,137.264,246.088,138.106,280.22700000000003,132.493,208.53,143.12,255.141,147.27100000000002,270.997,108.445,219.238,115.281,155.72299999999998,120.01899999999999,276.975,120.902,130.336,117.885,209.725,125.39299999999999,234.394,170.593,132.115,150.661,269.714,155.452,98.21,155.968,,
334.5,1338.0,,128.59799999999998,44.055,140.289,41.199,264.243,44.43,127.74799999999999,55.062,232.912,55.63,183.887,85.757,197.576,103.118,187.582,64.405,245.06,81.39,247.396,130.299,196.083,130.601,296.26099999999997,137.26,246.106,138.025,280.233,132.474,208.519,143.129,255.13400000000001,147.276,271.002,108.436,219.21200000000002,115.3,155.725,119.944,276.947,120.91,130.374,117.95,209.72099999999998,125.399,234.43,170.54,132.109,150.671,269.752,155.389,98.206,155.96200000000002,,
334.75,1339.0,,128.597,44.062,140.286,41.086999999999996,264.26,44.318000000000005,127.76100000000001,55.056000000000004,232.926,55.635,183.887,85.757,197.553,103.155,187.62599999999998,64.435,245.007,81.423,247.378,130.314,196.047,130.59799999999998,296.237,137.275,246.142,138.016,280.235,132.467,208.525,143.127,255.09599999999998,147.273,271.02,108.43299999999999,219.18099999999998,115.295,155.79399999999998,119.87100000000001,276.959,120.92,130.29,117.985,209.722,125.40700000000001,234.417,170.482,132.102,150.628,269.788,155.384,98.22399999999999,155.92,,
335.0,1340.0,,128.578,44.136,140.29,41.09,264.247,44.371,127.758,55.075,232.90400000000002,55.633,183.888,85.755,197.575,103.147,187.487,64.176,244.95,81.442,247.389,130.311,196.033,130.575,296.23900000000003,137.264,246.17700000000002,137.92600000000002,280.231,132.447,208.517,143.15,255.093,147.239,271.047,108.456,219.188,115.29899999999999,155.787,119.807,276.959,120.912,130.3,118.005,209.672,125.39399999999999,234.43900000000002,170.498,132.069,150.638,269.85200000000003,155.344,98.221,155.894,,
335.25,1341.0,,128.57,44.135,140.33100000000002,41.195,264.279,44.412,127.712,55.099,232.905,55.626000000000005,183.91099999999997,85.721,197.541,103.185,187.454,64.165,245.005,81.40899999999999,247.37900000000002,130.312,196.02599999999998,130.565,296.225,137.257,246.208,137.813,280.22900000000004,132.43200000000002,208.485,143.164,255.092,147.27,271.048,108.463,219.203,115.303,155.795,119.775,276.962,120.93700000000001,130.268,117.991,209.662,125.395,234.44400000000002,170.48,132.084,150.601,269.808,155.308,98.20200000000001,156.03,,
335.5,1342.0,,128.537,44.169,140.373,41.283,264.262,44.516999999999996,127.715,55.086999999999996,232.952,55.615,183.90200000000002,85.735,197.546,103.213,187.488,64.222,244.94299999999998,81.456,247.342,130.342,196.007,130.575,296.253,137.226,246.22099999999998,137.774,280.224,132.43,208.49099999999999,143.22799999999998,255.092,147.26,271.047,108.47399999999999,219.236,115.302,155.797,119.772,276.942,120.96,130.18200000000002,118.021,209.671,125.40899999999999,234.47099999999998,170.46400000000003,132.045,150.66899999999998,269.763,155.35,98.215,156.016,,
335.75,1343.0,,128.56,44.163999999999994,140.322,41.305,264.327,44.443999999999996,127.68,55.097,232.949,55.62,183.88299999999998,85.786,197.545,103.242,187.423,64.115,244.75,81.545,247.342,130.347,196.00599999999997,130.566,296.248,137.231,246.204,137.783,280.236,132.435,208.49,143.234,255.071,147.25,271.051,108.48700000000001,219.27,115.279,155.796,119.71700000000001,276.953,120.931,130.195,118.124,209.685,125.421,234.46099999999998,170.493,132.064,150.626,269.811,155.32399999999998,98.214,156.084,,
336.0,1344.0,,128.571,44.18899999999999,140.311,41.268,264.298,44.412,127.67399999999999,55.096000000000004,232.96200000000002,55.613,183.899,85.811,197.549,103.236,187.44,64.179,244.674,81.586,247.324,130.359,195.96,130.597,296.259,137.241,246.18900000000002,137.767,280.244,132.42700000000002,208.49,143.239,255.06400000000002,147.29,271.061,108.485,219.308,115.288,155.782,119.775,277.01599999999996,120.89200000000001,130.092,118.095,209.699,125.415,234.457,170.493,132.08100000000002,150.608,269.801,155.305,98.22399999999999,156.053,,
336.25,1345.0,,128.567,44.214,140.275,41.178000000000004,264.313,44.352,127.715,55.065,233.014,55.619,183.87400000000002,85.82600000000001,197.541,103.24600000000001,187.41099999999997,64.158,244.614,81.611,247.329,130.392,195.929,130.631,296.289,137.259,246.188,137.773,280.249,132.42600000000002,208.477,143.21200000000002,255.074,147.31,271.068,108.505,219.321,115.29799999999999,155.759,119.77799999999999,277.04,120.88600000000001,130.091,118.064,209.69799999999998,125.41799999999999,234.47400000000002,170.46200000000002,132.08100000000002,150.738,269.816,155.309,98.209,156.226,,
336.5,1346.0,,128.57299999999998,44.19,140.289,41.202,264.314,44.244,127.67200000000001,55.086000000000006,232.99599999999998,55.621,183.877,85.84899999999999,197.55200000000002,103.22399999999999,187.481,64.279,244.55,81.639,247.331,130.416,195.957,130.57,296.29400000000004,137.252,246.261,137.68,280.258,132.42,208.46200000000002,143.21200000000002,255.11900000000003,147.299,271.077,108.51700000000001,219.372,115.291,155.785,119.795,277.05400000000003,120.90899999999999,130.203,118.15799999999999,209.701,125.417,234.50799999999998,170.497,132.063,150.732,269.732,155.342,98.17399999999999,156.27100000000002,,
336.75,1347.0,,128.57,44.208,140.274,41.177,264.32599999999996,44.105,127.632,55.081,232.99200000000002,55.603,183.9,85.831,197.53599999999997,103.228,187.52900000000002,64.484,244.593,81.601,247.326,130.363,195.92,130.583,296.324,137.253,246.24,137.60399999999998,280.242,132.388,208.418,143.2,255.12099999999998,147.316,271.078,108.515,219.36599999999999,115.319,155.869,119.79299999999999,277.018,120.897,130.17,118.12200000000001,209.678,125.411,234.47299999999998,170.487,132.082,150.76,269.704,155.403,98.19,156.33700000000002,,
337.0,1348.0,,128.607,44.226000000000006,140.319,41.141999999999996,264.32099999999997,44.185,127.62200000000001,55.074,233.02200000000002,55.611000000000004,183.863,85.84299999999999,197.51,103.26899999999999,187.523,64.499,244.602,81.601,247.33599999999998,130.391,195.903,130.596,296.305,137.213,246.292,137.67,280.22900000000004,132.387,208.40599999999998,143.205,255.11900000000003,147.32299999999998,271.073,108.523,219.363,115.323,155.795,119.742,277.014,120.90799999999999,130.221,118.21600000000001,209.692,125.41799999999999,234.53,170.454,132.058,150.79399999999998,269.725,155.377,98.213,156.275,,
337.25,1349.0,,128.589,44.247,140.328,41.023,264.308,44.161,127.693,55.089,233.003,55.615,183.821,85.85600000000001,197.5,103.26100000000001,187.479,64.262,244.46599999999998,81.678,247.34599999999998,130.415,195.93200000000002,130.565,296.274,137.17600000000002,246.312,137.74,280.238,132.38,208.408,143.232,255.123,147.311,271.07,108.50399999999999,219.423,115.319,155.811,119.71700000000001,277.04900000000004,120.88600000000001,130.141,118.22,209.673,125.40299999999999,234.50900000000001,170.40400000000002,132.041,150.78799999999998,269.817,155.28,98.225,156.309,,
337.5,1350.0,,128.585,44.288999999999994,140.265,41.045,264.244,44.342,127.685,55.106,233.065,55.58,183.824,85.86399999999999,197.49200000000002,103.26,187.52,64.508,244.503,81.695,247.342,130.481,195.93099999999998,130.59799999999998,296.282,137.16899999999998,246.34400000000002,137.755,280.233,132.373,208.398,143.27200000000002,255.083,147.326,271.089,108.49799999999999,219.477,115.338,155.836,119.626,277.059,120.884,130.07299999999998,118.266,209.709,125.421,234.507,170.362,132.036,150.82299999999998,269.78,155.253,98.291,156.216,,
337.75,1351.0,,128.57299999999998,44.303000000000004,140.273,40.981,264.25,44.371,127.712,55.1,233.02,55.521,183.842,85.819,197.503,103.289,187.707,64.77,244.50900000000001,81.681,247.34400000000002,130.452,195.92700000000002,130.672,296.281,137.16899999999998,246.333,137.741,280.22900000000004,132.358,208.412,143.357,255.111,147.311,271.097,108.50299999999999,219.515,115.34899999999999,155.764,119.59,277.078,120.882,130.09,118.37200000000001,209.735,125.40799999999999,234.513,170.338,132.039,150.871,269.807,155.253,98.28399999999999,156.249,,
338.0,1352.0,,128.577,44.261,140.253,41.076,264.251,44.431000000000004,127.714,55.101000000000006,232.989,55.516000000000005,183.81099999999998,85.79299999999999,197.503,103.318,187.859,65.042,244.52599999999998,81.687,247.308,130.472,195.93,130.681,296.306,137.192,246.368,137.82,280.226,132.34,208.38299999999998,143.29399999999998,255.123,147.303,271.117,108.52,219.50799999999998,115.314,155.686,119.617,277.078,120.855,130.026,118.163,209.767,125.42399999999999,234.49,170.292,132.03,150.862,269.889,155.175,98.266,156.27200000000002,,
338.25,1353.0,,128.585,44.308,140.245,41.027,264.217,44.495,127.65899999999999,55.147,232.97099999999998,55.473,183.81099999999998,85.75200000000001,197.502,103.35,187.889,65.083,244.53900000000002,81.687,247.31400000000002,130.481,195.918,130.679,296.29200000000003,137.173,246.391,137.77700000000002,280.22900000000004,132.349,208.38,143.392,255.101,147.30700000000002,271.116,108.537,219.52,115.296,155.738,119.37200000000001,277.084,120.837,130.179,118.36,209.745,125.443,234.495,170.261,132.015,150.911,269.91,155.123,98.3,156.192,,
338.5,1354.0,,128.59799999999998,44.338,140.264,41.099,264.189,44.518,127.68700000000001,55.148,232.951,55.468,183.792,85.734,197.51,103.412,187.979,65.334,244.502,81.723,247.28099999999998,130.504,195.93,130.683,296.324,137.19899999999998,246.368,137.869,280.23400000000004,132.355,208.388,143.384,255.122,147.279,271.144,108.524,219.516,115.28,155.671,119.54,277.12,120.81700000000001,130.279,118.271,209.761,125.43299999999999,234.451,170.16400000000002,132.03799999999998,150.894,269.84,155.19899999999998,98.258,156.244,,
338.75,1355.0,,128.561,44.358000000000004,140.215,41.074,264.149,44.578,127.772,55.117,232.955,55.467,183.77200000000002,85.744,197.50099999999998,103.45299999999999,188.037,65.544,244.49,81.735,247.332,130.49,195.865,130.726,296.332,137.217,246.398,137.907,280.249,132.366,208.36700000000002,143.394,255.122,147.29,271.139,108.523,219.50599999999997,115.294,155.754,119.46,277.144,120.78,130.123,118.116,209.762,125.441,234.47,170.143,131.997,150.969,269.78,155.273,98.315,156.266,,
339.0,1356.0,,128.571,44.372,140.216,41.007,264.154,44.556000000000004,127.757,55.133,232.97,55.46,183.798,85.744,197.51,103.43799999999999,188.02599999999998,65.562,244.505,81.725,247.324,130.483,195.838,130.717,296.312,137.184,246.391,137.974,280.256,132.374,208.326,143.425,255.088,147.303,271.13599999999997,108.523,219.50400000000002,115.33,155.82299999999998,119.213,277.139,120.78299999999999,129.97799999999998,118.15299999999999,209.74900000000002,125.431,234.476,170.18400000000003,132.00799999999998,150.955,269.747,155.312,98.314,156.216,,
339.25,1357.0,,128.57399999999998,44.401,140.224,41.13,264.155,44.595,127.711,55.117,233.02200000000002,55.464,183.796,85.709,197.493,103.50200000000001,188.051,65.52,244.525,81.67399999999999,247.354,130.496,195.925,130.661,296.30400000000003,137.172,246.364,137.923,280.249,132.375,208.28400000000002,143.332,255.12900000000002,147.303,271.135,108.52600000000001,219.548,115.286,155.87,119.18,277.145,120.79700000000001,130.005,118.01799999999999,209.791,125.443,234.489,170.213,132.013,151.01,269.748,155.299,98.311,156.265,,
339.5,1358.0,,128.6,44.348,140.266,41.217,264.163,44.593,127.71,55.093,232.99,55.495,183.768,85.676,197.488,103.48700000000001,188.12,65.657,244.502,81.714,247.324,130.517,195.90200000000002,130.752,296.335,137.195,246.39700000000002,137.965,280.248,132.378,208.287,143.352,255.12599999999998,147.308,271.155,108.537,219.514,115.274,155.863,119.34700000000001,277.142,120.758,130.025,118.14299999999999,209.812,125.42399999999999,234.547,170.176,131.987,151.02700000000002,269.754,155.30200000000002,98.37899999999999,156.22,,
339.75,1359.0,,128.55700000000002,44.331,140.245,41.211000000000006,264.163,44.535,127.735,55.107,232.965,55.489,183.783,85.68700000000001,197.475,103.505,188.1,65.807,244.50799999999998,81.73100000000001,247.32,130.519,196.035,130.757,296.289,137.159,246.44400000000002,137.944,280.25,132.366,208.285,143.289,255.123,147.31799999999998,271.157,108.537,219.575,115.245,155.89600000000002,119.177,277.135,120.762,130.012,118.146,209.856,125.431,234.618,170.243,131.934,151.088,269.82,155.22,98.37,156.286,,
340.0,1360.0,,128.545,44.272,140.265,41.318999999999996,264.172,44.556999999999995,127.73700000000001,55.098,232.94099999999997,55.519,183.78799999999998,85.661,197.446,103.54799999999999,188.09,65.735,244.46900000000002,81.678,247.372,130.477,196.044,130.763,296.328,137.217,246.49099999999999,137.988,280.241,132.365,208.301,143.254,255.144,147.327,271.155,108.523,219.665,115.193,155.928,118.96600000000001,277.158,120.738,130.047,118.103,209.885,125.43700000000001,234.61599999999999,170.192,131.94899999999998,151.105,269.808,155.22299999999998,98.365,156.357,,
340.25,1361.0,,128.6,44.355,140.24,41.333,264.24,44.468999999999994,127.742,55.092,232.877,55.525,183.755,85.679,197.422,103.586,188.127,65.733,244.495,81.7,247.36700000000002,130.39600000000002,196.173,130.689,296.32599999999996,137.244,246.488,137.911,280.245,132.36,208.28400000000002,143.261,255.108,147.346,271.16900000000004,108.51899999999999,219.657,115.185,155.989,119.051,277.126,120.68700000000001,130.01,118.12299999999999,209.894,125.45200000000001,234.572,170.153,131.974,151.091,269.823,155.232,98.43,156.325,,
340.5,1362.0,,128.609,44.373000000000005,140.211,41.282,264.276,44.458,127.804,55.071000000000005,232.929,55.48,183.753,85.678,197.40200000000002,103.59200000000001,188.174,65.732,244.512,81.744,247.386,130.358,196.09900000000002,130.67,296.369,137.27,246.548,137.748,280.257,132.35,208.31099999999998,143.27200000000002,255.13299999999998,147.316,271.195,108.539,219.676,115.154,155.966,119.149,277.11400000000003,120.656,130.05,118.08,209.888,125.43700000000001,234.49599999999998,170.19400000000002,131.996,151.039,269.861,155.22899999999998,98.39399999999999,156.5,,
340.75,1363.0,,128.61,44.441,140.22,41.278999999999996,264.163,44.598,127.781,55.089,232.898,55.443000000000005,183.725,85.649,197.36599999999999,103.601,188.149,65.679,244.49400000000003,81.781,247.41299999999998,130.333,196.09099999999998,130.578,296.37,137.25799999999998,246.542,137.85399999999998,280.25,132.327,208.31099999999998,143.328,255.169,147.346,271.187,108.524,219.683,115.148,156.061,119.34899999999999,277.156,120.649,129.93,118.00399999999999,209.91099999999997,125.42399999999999,234.458,170.22799999999998,131.997,151.032,269.83299999999997,155.252,98.39399999999999,156.622,,
