TimesH,Frame,228,244,251,253,256,260,269,277,280,304,314,316,321,329,331,345,360,364,366,370,373,374,384,387,399,401,407,418,419,423,430,435,438,440,444,447,465,467,469,471,489,503,504,505,510,516,517,533,543,548,556,557,569,572,575,585,586,608,609,612,621,631,636,653,693,700,702,763,771,773,889,942,962,1027,1033,1084,1151,1177,1262,1277,1287,1333
0.0,0.0,666.9730000000001,678.73,679.5139999999999,676.3510000000001,634.243,650.0,697.73,685.378,708.216,672.8380000000001,657.6489999999999,717.676,650.1080000000001,717.3510000000001,636.622,653.514,626.622,709.1619999999999,659.297,742.405,748.541,791.054,664.378,656.568,678.081,764.216,659.189,639.27,763.405,647.297,713.0,663.459,678.0269999999999,768.676,647.811,704.541,639.0269999999999,668.189,756.568,685.054,773.1080000000001,725.243,801.757,818.081,742.703,648.595,817.243,666.703,701.0,769.459,684.946,646.8919999999999,721.405,668.297,696.73,691.622,770.946,803.3510000000001,706.541,659.811,755.405,,,681.216,745.432,743.297,725.595,707.405,,689.405,,,,,,,,,,,,
0.25,1.0,668.757,673.73,678.324,667.757,630.054,649.9730000000001,686.432,674.73,707.432,660.405,651.4590000000001,712.0269999999999,652.243,708.054,634.378,647.243,624.216,697.568,652.865,720.4860000000001,729.0269999999999,756.27,671.676,649.378,671.081,737.054,669.432,639.135,737.9730000000001,646.649,699.0269999999999,660.0,676.541,738.3510000000001,644.1619999999999,693.0,637.054,667.405,733.1619999999999,679.703,740.622,704.432,763.865,777.297,721.216,643.784,778.432,660.1080000000001,687.405,739.189,690.135,641.351,703.081,669.622,703.1619999999999,690.324,740.595,765.459,714.243,660.1619999999999,729.6489999999999,,,678.405,728.189,724.703,705.9730000000001,698.9730000000001,,685.568,,,,,,,,,,,,
0.5,2.0,672.459,686.919,679.189,679.703,628.081,648.189,700.081,683.5139999999999,727.432,659.3510000000001,653.054,741.9730000000001,653.622,725.8380000000001,633.4590000000001,646.351,620.297,711.243,656.676,719.946,732.8380000000001,755.946,686.595,647.054,678.1619999999999,733.189,675.757,635.486,733.703,643.595,701.568,657.1080000000001,690.1619999999999,734.0,640.8919999999999,700.811,632.9730000000001,668.1080000000001,724.919,689.0269999999999,727.135,704.216,747.0,756.0269999999999,721.135,638.405,760.1080000000001,650.135,688.405,727.757,689.8380000000001,636.432,696.405,671.297,703.5139999999999,681.676,728.243,746.324,712.1080000000001,652.8380000000001,725.378,,,669.3510000000001,715.8380000000001,711.919,697.0269999999999,714.324,627.5409999999999,697.189,,,,,,,,,,,,
0.75,3.0,662.703,686.919,670.811,685.703,625.081,643.135,711.622,691.703,712.0269999999999,664.784,652.649,745.27,649.9730000000001,749.054,631.27,644.757,618.0269999999999,725.568,653.6759999999999,740.622,757.541,778.324,688.0269999999999,646.811,681.405,747.541,670.919,631.4590000000001,748.297,639.0,716.676,653.243,698.243,741.0,638.297,713.541,629.946,664.216,735.5139999999999,691.0269999999999,726.8380000000001,712.378,748.622,754.6489999999999,730.135,635.8919999999999,761.324,644.0,687.6489999999999,729.568,684.676,633.189,695.676,667.081,698.27,670.703,731.081,749.1619999999999,706.297,649.811,737.3510000000001,,705.189,663.378,706.1619999999999,702.5139999999999,689.1619999999999,704.676,623.189,708.595,,,,,,,,,,,,
1.0,4.0,655.054,675.784,661.946,676.243,621.5409999999999,636.946,700.9730000000001,682.9730000000001,700.27,663.27,650.486,727.0,645.216,741.4860000000001,627.649,642.0,616.595,711.216,649.8380000000001,766.73,763.1080000000001,792.054,681.324,642.5409999999999,680.27,766.9730000000001,666.3510000000001,629.0,772.622,634.784,718.622,651.1080000000001,692.459,770.1619999999999,634.703,711.189,627.1080000000001,661.676,752.541,687.865,752.676,712.459,775.297,776.5139999999999,733.541,634.216,779.1080000000001,640.351,679.9730000000001,729.405,678.081,629.6759999999999,690.432,660.432,693.811,664.1080000000001,728.0,751.73,699.054,645.135,738.946,725.459,701.378,658.324,701.1619999999999,695.216,685.459,691.4860000000001,,704.405,,,,,,,,,,,,
1.25,5.0,645.0269999999999,663.0,652.8380000000001,667.054,619.811,632.865,687.0269999999999,672.054,684.811,657.378,646.27,708.865,641.432,728.324,626.081,637.6759999999999,614.054,699.8919999999999,646.1619999999999,752.622,746.054,781.459,671.459,651.351,671.676,754.1080000000001,659.243,626.1619999999999,763.73,631.405,710.4860000000001,647.946,681.919,761.297,631.378,701.0269999999999,624.3240000000001,657.622,739.5139999999999,679.703,751.324,703.4860000000001,779.8919999999999,775.378,723.0269999999999,631.865,775.0,641.6759999999999,671.865,725.324,675.541,627.649,682.784,655.135,685.4860000000001,659.9730000000001,719.405,743.054,691.3510000000001,642.486,728.703,714.919,696.703,651.919,697.1080000000001,691.1080000000001,680.8919999999999,,620.595,,,,,,,,,,,,,
1.5,6.0,640.595,655.865,648.5409999999999,658.135,617.649,634.757,673.1080000000001,665.73,674.5139999999999,650.243,643.0269999999999,695.297,636.703,714.1619999999999,624.3240000000001,634.243,614.1619999999999,692.784,642.757,736.216,729.811,762.8919999999999,667.73,649.0,670.4860000000001,735.676,654.4590000000001,622.649,744.297,628.6759999999999,700.8919999999999,644.378,674.8919999999999,747.216,630.9730000000001,689.324,623.8380000000001,652.919,727.595,674.811,738.568,693.054,761.1080000000001,763.432,712.6489999999999,629.811,764.135,639.757,668.3510000000001,717.568,675.595,626.4590000000001,677.568,651.054,679.9730000000001,657.6489999999999,715.4860000000001,734.622,684.8919999999999,639.189,721.0269999999999,711.216,693.216,650.703,694.4860000000001,690.459,682.0269999999999,,618.703,,,,,,,,,,,,,
1.75,7.0,637.0269999999999,650.297,643.6759999999999,651.297,616.243,627.919,666.081,658.9730000000001,666.216,647.8380000000001,640.189,685.541,634.622,706.135,623.081,631.811,612.27,685.757,640.5409999999999,723.324,718.6489999999999,749.811,664.216,647.378,668.1080000000001,724.054,651.0269999999999,622.1619999999999,728.865,627.568,694.432,644.568,670.405,731.6489999999999,629.5409999999999,681.784,623.514,651.189,719.73,669.27,726.6489999999999,689.297,752.784,753.703,708.1619999999999,629.0269999999999,754.4860000000001,639.9730000000001,664.0,712.595,674.6489999999999,627.1619999999999,672.73,650.378,676.568,654.703,708.73,729.432,681.9730000000001,637.297,715.081,,690.459,648.703,691.757,686.324,682.135,,618.0,676.189,,,,,,,,,,,,
2.0,8.0,634.0,646.568,641.9730000000001,645.1619999999999,615.297,626.3240000000001,658.865,653.27,660.5139999999999,643.703,639.4590000000001,677.216,633.27,698.946,622.189,630.5409999999999,612.73,682.946,638.757,710.919,710.0269999999999,737.811,659.0269999999999,645.486,663.3510000000001,714.459,648.73,622.1080000000001,718.595,628.054,692.1619999999999,643.405,668.216,719.568,630.054,676.73,622.865,649.297,710.405,667.378,721.054,683.865,742.8919999999999,745.189,701.676,629.081,747.5139999999999,,661.432,709.324,673.4860000000001,625.27,671.5139999999999,647.378,675.865,653.486,706.0269999999999,723.3510000000001,680.784,636.216,710.568,706.216,689.432,644.243,688.757,682.8380000000001,680.189,,616.8380000000001,675.135,630.1619999999999,,,,,,,,,,,
