TimesH,Frame,8,48,86,171,371,385,408,439,458,519,617,1038
165.25,661.0,603.993,606.56,603.87,604.5840000000001,607.369,604.668,605.307,605.177,608.513,607.107,,
165.5,662.0,604.914,608.094,601.83,602.78,606.979,603.743,605.656,606.909,608.24,606.4730000000001,,
165.75,663.0,604.246,607.494,601.4630000000001,602.549,607.6669999999999,603.93,606.229,607.293,608.216,607.271,,
166.0,664.0,605.3969999999999,608.255,602.236,602.566,607.099,603.518,606.455,607.785,608.7819999999999,607.184,,
166.25,665.0,605.118,607.498,602.529,602.58,608.295,603.9069999999999,606.494,607.865,609.804,608.528,,
166.5,666.0,606.665,609.169,602.48,603.526,608.8009999999999,603.543,607.523,608.341,610.117,609.599,,
166.75,667.0,607.2180000000001,610.477,603.055,604.107,611.116,604.299,608.7,610.477,612.503,610.674,,
167.0,668.0,608.58,612.576,603.651,604.663,611.7130000000001,605.03,610.336,610.703,615.0930000000001,612.779,,
167.25,669.0,610.231,613.803,603.185,604.679,613.592,605.8969999999999,611.169,611.794,617.087,,,
167.5,670.0,611.359,613.0930000000001,604.885,605.446,614.803,606.273,611.1619999999999,613.661,619.165,,616.034,
167.75,671.0,613.511,615.557,604.16,606.5740000000001,613.809,607.339,612.174,612.94,620.182,618.486,617.345,
168.0,672.0,613.903,615.726,604.755,606.778,616.378,607.248,611.734,613.396,622.314,618.562,618.499,
168.25,673.0,613.894,615.901,604.613,607.993,616.445,606.933,611.817,613.125,621.396,620.447,619.408,
168.5,674.0,615.357,617.186,605.12,610.163,616.78,607.2959999999999,612.948,615.0319999999999,622.002,620.505,619.816,
168.75,675.0,615.2819999999999,617.179,605.2819999999999,609.857,616.753,607.391,613.131,615.255,624.073,620.735,619.888,
169.0,676.0,615.952,617.357,606.169,610.536,616.814,606.96,612.627,615.005,624.049,621.381,619.363,
169.25,677.0,616.097,618.544,606.395,610.4780000000001,616.27,607.827,613.747,614.174,622.1519999999999,,618.786,
169.5,678.0,616.318,617.8,606.1669999999999,610.1659999999999,615.639,606.886,613.003,614.634,622.939,623.644,619.141,
169.75,679.0,615.563,618.785,605.595,610.206,616.381,607.462,612.182,614.854,622.591,622.201,617.812,
170.0,680.0,614.448,617.595,605.898,610.215,615.836,606.873,611.6419999999999,614.431,622.447,620.771,618.3919999999999,
170.25,681.0,615.197,618.689,606.684,610.224,615.867,607.613,612.734,614.311,622.439,620.181,618.174,
170.5,682.0,615.3330000000001,616.75,606.96,610.784,615.501,607.5169999999999,611.281,614.169,620.9119999999999,619.096,617.9730000000001,
170.75,683.0,615.125,617.007,606.6659999999999,610.6,616.118,606.511,611.687,613.8009999999999,621.217,619.254,617.964,
