TimesH,Frame,NoMissing,228,228,244,244,251,251,253,253,256,256,260,260,269,269,277,277,280,280,304,304,314,314,316,316,321,321,329,329,331,331,345,345,360,360,364,364,366,366,370,370,373,373,374,374,384,384,387,387,399,399,401,401,407,407,418,418,419,419,423,423,430,430,435,435,438,438,440,440,444,444,447,447,465,465,467,467,469,469,471,471,489,489,503,503,504,504,505,505,510,510,516,516,517,517,533,533,543,543,548,548,556,556,557,557,569,569,572,572,575,575,585,585,586,586,608,608,609,609,612,612,621,621,631,631,636,636,653,653,693,693,700,700,702,702,763,763,771,771,773,773,889,889,942,942,962,962,1027,1027,1033,1033,1084,1084,1151,1151,1177,1177,1262,1262,1277,1277,1287,1287,1333,1333
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
30.25,121.0,,110.081,36.289,210.71599999999998,45.305,99.96600000000001,44.886,192.535,48.943000000000005,72.04,49.854,82.829,50.75,203.02200000000002,53.82,187.06599999999997,56.972,111.509,56.881,173.347,64.76899999999999,242.53,69.84,111.899,73.898,78.575,69.847,220.769,71.972,68.19800000000001,75.221,257.677,78.969,47.97,85.539,102.11200000000001,88.22200000000001,255.00900000000001,86.723,177.57,89.396,122.926,90.538,202.997,90.685,83.427,91.777,255.94,102.70700000000001,244.16,96.887,138.023,102.125,78.077,101.897,54.089,104.465,124.08200000000001,104.815,60.378,108.75399999999999,231.958,109.256,260.534,109.26,87.541,108.15,125.71799999999999,112.79700000000001,275.10200000000003,111.12799999999999,97.939,116.367,47.645,117.152,259.543,117.977,119.255,118.42299999999999,87.478,123.76299999999999,144.108,123.76700000000001,99.47,129.673,183.87400000000002,127.736,199.86599999999999,130.115,229.495,130.178,280.569,135.326,206.757,133.988,53.302,139.961,88.87200000000001,139.85399999999998,226.93200000000002,141.708,260.172,144.671,286.034,142.123,99.67399999999999,148.30100000000002,78.847,148.482,250.155,147.05100000000002,55.643,150.289,226.234,150.428,210.101,156.713,243.127,161.816,67.993,159.364,136.851,159.85299999999998,221.567,165.565,231.345,162.01,261.887,169.94799999999998,190.954,183.97400000000002,204.765,183.963,212.945,185.174,120.24600000000001,56.48,59.036,82.00200000000001,247.072,117.088,264.98400000000004,93.47,250.408,93.12200000000001,97.383,82.95100000000001,252.518,171.50400000000002,108.03200000000001,53.761,236.89,101.60600000000001,103.19,27.215,240.322,87.016,193.825,161.725,111.236,64.991,199.857,150.326,278.05,140.634
30.5,122.0,,110.295,36.304,210.722,45.302,99.999,44.853,192.581,48.963,71.933,49.79,82.79799999999999,50.769,203.03900000000002,53.818000000000005,187.049,57.025,111.39399999999999,56.849,173.378,64.766,242.558,69.87899999999999,111.913,73.883,78.566,69.835,220.771,72.015,68.16,75.212,257.618,78.987,48.095,85.47200000000001,102.117,88.211,254.99200000000002,86.72200000000001,177.55700000000002,89.363,122.939,90.488,202.99099999999999,90.669,83.397,91.75,255.91099999999997,102.681,244.044,96.83,138.032,102.09700000000001,78.081,101.89200000000001,54.028,104.512,124.087,104.79799999999999,60.388999999999996,108.735,231.94400000000002,109.245,260.54900000000004,109.238,87.54,108.12,125.60700000000001,112.889,275.131,111.165,97.83200000000001,116.406,47.663000000000004,117.154,259.529,117.98299999999999,119.264,118.45100000000001,87.477,123.736,144.105,123.64200000000001,99.45700000000001,129.713,183.877,127.693,199.875,130.069,229.53799999999998,130.24,280.52,135.507,206.72,133.976,53.278999999999996,139.963,88.87100000000001,139.715,226.893,141.70600000000002,260.147,144.65200000000002,286.05,142.107,99.76299999999999,148.252,78.87899999999999,148.429,250.145,147.04,55.608000000000004,150.245,226.24599999999998,150.363,210.074,156.67600000000002,243.118,161.747,67.999,159.30700000000002,136.85,159.805,221.541,165.55900000000003,231.33700000000002,162.04,261.879,169.937,190.956,183.865,204.635,183.90200000000002,214.028,185.05700000000002,120.152,56.412,59.033,82.008,247.063,117.137,265.024,93.42,250.37599999999998,93.117,97.361,82.931,252.46,171.523,108.061,53.758,236.89700000000002,101.611,103.57700000000001,27.127,240.275,86.961,193.81599999999997,161.697,111.272,64.884,199.882,150.428,278.055,140.627
30.75,123.0,,110.31299999999999,36.23,210.743,45.285,99.96,44.883,192.57,48.942,72.067,49.782,82.811,50.728,203.043,53.875,187.01,57.051,111.417,56.894,173.396,64.73,242.532,69.824,111.883,73.82,78.569,69.809,220.71900000000002,72.016,68.172,75.153,257.623,78.975,47.992,85.56,102.119,88.197,255.046,86.725,177.542,89.35600000000001,122.95,90.492,203.06799999999998,90.655,83.381,91.725,255.89,102.71799999999999,243.94099999999997,96.792,138.043,102.086,78.087,101.90100000000001,53.986000000000004,104.54,124.08200000000001,104.76299999999999,60.388999999999996,108.697,231.97400000000002,109.25200000000001,260.553,109.245,87.54,108.029,125.684,112.79299999999999,275.14799999999997,111.081,97.853,116.281,47.655,117.124,259.578,117.97399999999999,119.23,118.427,87.48700000000001,123.8,144.239,123.48200000000001,99.391,129.707,183.842,127.693,199.835,130.024,229.358,130.025,280.49,135.49200000000002,206.68599999999998,133.954,53.332,139.981,88.838,139.721,226.87,141.72799999999998,260.143,144.642,286.035,142.088,99.654,148.39700000000002,78.842,148.496,250.13299999999998,147.019,55.571000000000005,150.225,226.25,150.4,210.05900000000003,156.657,243.143,161.81,67.918,159.316,136.863,159.806,221.658,165.518,231.315,162.05,261.913,169.99099999999999,190.93099999999998,183.81799999999998,204.67,183.90599999999998,213.50099999999998,185.153,120.155,56.465,59.059,81.963,247.08599999999998,117.02799999999999,264.994,93.374,250.377,93.095,97.363,82.917,252.512,171.57299999999998,107.995,53.684,236.868,101.568,103.41799999999999,27.146,240.28099999999998,86.932,193.762,161.674,111.561,64.79899999999999,199.981,150.505,278.092,140.57399999999998
31.0,124.0,,110.361,36.274,210.71,45.25,99.946,45.044,192.58,48.901,72.206,49.68600000000001,82.789,50.73,203.06400000000002,53.833,187.05599999999998,57.068000000000005,111.338,56.843999999999994,173.417,64.718,242.58900000000003,69.843,111.89,73.79899999999999,78.572,69.793,220.745,72.01899999999999,68.145,75.14699999999999,257.66700000000003,78.932,48.021,85.56299999999999,102.103,88.205,255.017,86.734,177.50900000000001,89.359,122.94,90.5,203.06400000000002,90.64299999999999,83.37299999999999,91.7,255.90400000000002,102.715,243.907,96.751,138.04,102.041,78.089,101.87,54.06100000000001,104.465,124.07600000000001,104.735,60.387,108.682,231.98,109.256,260.55,109.241,87.479,107.97,125.72399999999999,112.764,275.14599999999996,111.079,97.929,116.39200000000001,47.648999999999994,117.12700000000001,259.57,117.96600000000001,119.27600000000001,118.416,87.484,123.795,144.203,123.54799999999999,99.34299999999999,129.778,183.826,127.677,199.821,129.953,229.388,130.054,280.503,135.465,206.68200000000002,133.958,53.326,139.94799999999998,88.82,139.72299999999998,226.889,141.695,260.14799999999997,144.615,286.034,142.077,99.43799999999999,148.572,78.84,148.459,250.09799999999998,147.006,55.598,150.194,226.231,150.371,210.035,156.659,243.111,161.778,67.867,159.296,136.795,159.81,221.679,165.50400000000002,231.31,161.95,262.03,170.101,190.905,183.78,204.547,184.05,213.998,185.15099999999998,120.163,56.419,59.035,81.944,247.08900000000003,117.064,265.008,93.336,250.385,93.08,97.324,82.913,252.597,171.50099999999998,108.044,53.72,236.854,101.569,103.493,27.145,240.291,86.928,193.74200000000002,161.685,111.255,65.001,199.97799999999998,150.541,278.08299999999997,140.571
31.25,125.0,,110.28299999999999,36.194,210.64700000000002,45.225,99.95700000000001,45.026,192.62599999999998,48.841,72.259,49.711999999999996,82.554,50.717,203.046,53.818999999999996,187.09099999999998,57.067,111.234,56.82899999999999,173.421,64.751,242.613,69.851,111.883,73.767,78.584,69.812,220.748,72.015,68.142,75.13,257.639,78.889,48.175,85.384,102.094,88.205,255.142,86.766,177.518,89.353,122.889,90.54700000000001,203.063,90.62700000000001,83.37,91.656,255.929,102.73899999999999,243.86599999999999,96.708,138.079,102.044,78.108,101.84899999999999,54.085,104.413,124.103,104.684,60.378,108.645,231.998,109.241,260.529,109.23299999999999,87.522,108.061,125.8,112.67200000000001,275.099,111.10700000000001,97.994,116.45,47.645,117.098,259.584,117.939,119.296,118.383,87.561,123.846,144.186,123.61399999999999,99.47,129.671,183.82299999999998,127.663,199.83700000000002,129.879,229.408,130.049,280.527,135.312,206.655,133.951,53.358999999999995,139.985,88.789,139.77200000000002,226.91400000000002,141.673,260.133,144.6,286.002,142.064,99.402,148.766,78.854,148.405,250.097,146.987,55.56,150.15200000000002,226.231,150.366,210.02,156.65200000000002,243.12,161.77100000000002,67.821,159.282,136.77200000000002,159.852,221.715,165.575,231.305,161.903,262.086,170.042,190.93400000000003,183.683,204.734,183.95,214.524,184.979,120.12899999999999,56.394,59.047,81.92299999999999,247.112,116.984,264.972,93.31,250.359,93.072,97.32700000000001,82.911,252.735,171.38299999999998,108.079,53.766000000000005,236.826,101.564,103.538,27.095,240.239,86.911,193.718,161.762,111.212,65.029,200.01,150.553,278.003,140.548
31.5,126.0,,110.085,36.145,210.609,45.275,99.891,45.016000000000005,192.718,48.869,72.32,49.708,82.646,50.703,203.053,53.766000000000005,187.095,57.04600000000001,111.22,56.838,173.452,64.763,242.61,69.843,111.85700000000001,73.722,78.572,69.837,220.748,71.991,68.119,75.12,257.692,78.779,48.175,85.30799999999999,102.118,88.206,255.171,86.667,177.52200000000002,89.35600000000001,122.89299999999999,90.554,203.02200000000002,90.619,83.36,91.62100000000001,255.929,102.73299999999999,243.956,96.72399999999999,138.062,102.01700000000001,78.133,101.87200000000001,54.031000000000006,104.431,124.126,104.67299999999999,60.407,108.53399999999999,232.03900000000002,109.236,260.53700000000003,109.236,87.509,108.04899999999999,125.81700000000001,112.625,275.101,111.116,97.965,116.391,47.648,117.08,259.608,117.928,119.288,118.34700000000001,87.63600000000001,123.84200000000001,144.283,123.486,99.495,129.60299999999998,183.801,127.625,199.851,129.869,229.387,130.04399999999998,280.533,135.32399999999998,206.66099999999997,133.931,53.375,139.994,88.789,139.892,226.908,141.674,260.158,144.577,286.003,142.05700000000002,99.37100000000001,148.885,78.793,148.403,250.105,146.981,55.504,150.113,226.21400000000003,150.327,210.005,156.60399999999998,243.092,161.747,67.858,159.248,136.79,159.819,221.726,165.614,231.327,161.834,262.091,169.99599999999998,190.97099999999998,183.59,204.65099999999998,184.013,214.351,185.028,120.12,56.395,59.048,81.96799999999999,247.12599999999998,116.941,264.949,93.344,250.398,93.06700000000001,97.359,82.91799999999999,252.75900000000001,171.40400000000002,108.01700000000001,53.698,236.826,101.554,103.822,27.055999999999997,240.30900000000003,86.90799999999999,193.703,161.77,110.71600000000001,65.265,200.037,150.53,277.993,140.424
31.75,127.0,,109.914,36.162,210.602,45.273999999999994,99.84100000000001,44.91,192.7,48.846000000000004,72.288,49.614,82.652,50.756,203.078,53.761,187.14,57.00899999999999,111.301,56.836999999999996,173.429,64.65899999999999,242.52200000000002,69.756,111.87799999999999,73.736,78.53699999999999,69.79899999999999,220.736,71.98899999999999,68.10600000000001,75.15100000000001,257.707,78.782,48.184,85.26799999999999,102.11,88.182,255.183,86.611,177.52599999999998,89.35600000000001,122.935,90.54299999999999,203.017,90.626,83.37799999999999,91.59100000000001,255.917,102.721,244.018,96.741,138.092,102.015,78.169,101.859,54.033,104.404,124.134,104.663,60.398999999999994,108.46600000000001,232.067,109.205,260.54400000000004,109.215,87.52600000000001,108.074,125.81700000000001,112.6,275.108,111.012,97.917,116.376,47.653999999999996,117.056,259.629,117.91799999999999,119.325,118.336,87.65100000000001,123.882,144.261,123.53399999999999,99.61200000000001,129.564,183.80700000000002,127.62100000000001,199.851,129.828,229.489,130.08700000000002,280.60200000000003,135.165,206.748,133.907,53.256,139.967,88.867,139.878,226.90599999999998,141.671,260.147,144.567,285.98900000000003,142.026,99.34700000000001,149.028,78.815,148.393,250.107,146.968,55.506,150.072,226.18099999999998,150.343,210.045,156.55,243.077,161.765,67.82300000000001,159.203,136.835,159.821,221.69,165.50099999999998,231.292,161.95,262.03700000000003,169.97400000000002,190.94400000000002,183.601,204.731,183.86700000000002,214.012,185.10299999999998,120.119,56.34,58.977,82.038,247.093,117.027,264.913,93.34700000000001,250.392,93.061,97.37200000000001,82.926,252.795,171.334,107.96600000000001,53.636,236.75400000000002,101.501,103.95100000000001,26.912,240.638,86.896,193.739,161.749,110.648,65.298,200.028,150.56799999999998,277.943,140.428
32.0,128.0,,109.87200000000001,36.126,210.637,45.266000000000005,99.77,44.971000000000004,192.732,48.847,72.189,49.574,82.727,50.731,203.07299999999998,53.782,187.138,57.018,111.294,56.82899999999999,173.475,64.612,242.52700000000002,69.749,111.876,73.702,78.557,69.75,220.804,71.977,68.193,75.111,257.697,78.775,47.973,85.31,102.134,88.146,255.143,86.569,177.53400000000002,89.36,122.96799999999999,90.516,203.037,90.596,83.36200000000001,91.575,255.92,102.7,244.063,96.74,138.123,102.03,78.15899999999999,101.859,53.98,104.411,124.12700000000001,104.685,60.407,108.463,232.05900000000003,109.19200000000001,260.515,109.20700000000001,87.514,108.096,125.854,112.51899999999999,275.108,111.061,97.738,116.24799999999999,47.656000000000006,117.06,259.623,117.919,119.288,118.305,87.681,123.836,144.423,123.29299999999999,99.56,129.592,183.796,127.581,199.87400000000002,129.767,229.40400000000002,130.05700000000002,280.64099999999996,135.029,206.80900000000003,133.874,53.217,139.939,88.85,139.972,226.865,141.665,260.15,144.525,286.01,142.025,99.367,149.282,78.833,148.465,250.128,146.939,55.537,150.066,226.18400000000003,150.386,210.04,156.497,243.05599999999998,161.759,67.791,159.21,136.785,159.78799999999998,221.645,165.47299999999998,231.30599999999998,161.94799999999998,262.105,169.963,190.945,183.592,204.59599999999998,183.889,214.09900000000002,185.101,120.024,56.461000000000006,59.007,82.066,247.12,117.03299999999999,264.952,93.322,250.445,93.04,97.34700000000001,82.912,252.479,171.571,107.87299999999999,53.528,236.75900000000001,101.48200000000001,,,,,193.739,161.828,110.744,65.181,199.926,150.488,277.889,140.482
32.25,129.0,,109.777,36.099000000000004,210.65599999999998,45.278999999999996,99.696,44.927,192.831,48.894,72.158,49.66,82.897,50.743,203.101,53.736000000000004,187.165,56.995,111.311,56.88399999999999,173.49400000000003,64.686,242.622,69.821,111.86,73.671,78.521,69.72399999999999,220.78099999999998,71.967,68.203,75.085,257.79400000000004,78.685,48.055,85.281,102.113,88.15,255.138,86.555,177.52,89.37,123.014,90.419,203.03,90.603,83.34100000000001,91.545,255.918,102.666,244.013,96.679,138.094,101.979,78.163,101.855,53.926,104.415,124.089,104.675,60.397,108.47,232.04,109.15299999999999,260.505,109.21,87.525,108.11200000000001,125.84100000000001,112.444,275.124,111.09700000000001,97.73,116.262,47.696000000000005,117.054,259.624,117.916,119.285,118.31299999999999,87.63799999999999,123.78200000000001,144.437,123.425,99.609,129.495,183.798,127.588,199.84099999999998,129.724,229.417,130.015,280.656,135.031,206.862,133.834,53.266000000000005,139.934,88.834,140.086,226.88299999999998,141.643,260.168,144.51,286.004,142.003,99.38600000000001,149.24,78.816,148.424,250.141,146.911,55.513999999999996,150.04,226.19299999999998,150.35299999999998,210.032,156.41299999999998,243.032,161.687,67.77199999999999,159.185,136.733,159.756,221.65400000000002,165.53900000000002,231.287,161.88,262.052,170.011,190.984,183.59400000000002,204.62599999999998,183.907,214.25099999999998,184.97299999999998,119.969,56.424,58.997,81.916,247.158,117.12200000000001,264.965,93.301,250.46099999999998,93.036,97.37299999999999,82.896,252.52,171.63,107.82799999999999,53.516999999999996,236.739,101.462,,,,,193.717,161.795,111.02799999999999,65.062,199.937,150.464,277.945,140.437
32.5,130.0,,109.95100000000001,36.029,210.68599999999998,45.31,99.714,44.957,192.896,48.902,72.134,49.59,82.741,50.784,203.15200000000002,53.68600000000001,187.15099999999998,56.961999999999996,111.43,56.833999999999996,173.55200000000002,64.633,242.61599999999999,69.75,111.82700000000001,73.625,78.514,69.676,220.81,71.926,68.249,75.06,257.704,78.601,48.206,85.21600000000001,102.12799999999999,88.137,255.14700000000002,86.59200000000001,177.52200000000002,89.38,123.012,90.486,203.013,90.603,83.352,91.529,255.94099999999997,102.682,244.015,96.68799999999999,138.102,101.946,78.149,101.86,53.961000000000006,104.426,124.088,104.645,60.333,108.531,232.097,109.189,260.522,109.193,87.52600000000001,108.09200000000001,125.851,112.262,275.143,111.03200000000001,97.781,116.367,47.681000000000004,117.051,259.624,117.917,119.32,118.307,87.62,123.765,144.346,123.589,99.62299999999999,129.529,183.821,127.545,199.84099999999998,129.672,229.472,130.013,280.728,134.836,206.80700000000002,133.839,53.266000000000005,139.909,88.823,139.991,226.90599999999998,141.608,260.198,144.48,286.007,141.99,99.42,149.201,78.851,148.387,250.137,146.89,55.455,149.984,226.145,150.359,210.019,156.44299999999998,243.0,161.57,67.73100000000001,159.136,136.71200000000002,159.806,221.66400000000002,165.375,231.28400000000002,161.915,261.996,170.014,190.96200000000002,183.609,204.653,183.834,214.41,184.946,119.98700000000001,56.341,58.937,81.91199999999999,247.145,116.993,264.996,93.296,250.446,93.021,97.383,82.89399999999999,252.53799999999998,171.583,107.822,53.468,236.733,101.45100000000001,,,,,193.67700000000002,161.809,110.91,65.064,199.99900000000002,150.461,277.931,140.409
32.75,131.0,,110.098,36.047,210.679,45.331,99.667,45.063,192.938,48.963,72.208,49.538000000000004,82.755,50.781000000000006,203.12900000000002,53.678999999999995,187.144,57.0,111.546,56.896,173.53799999999998,64.605,242.674,69.792,111.816,73.59899999999999,78.513,69.652,220.787,71.926,68.282,75.082,257.695,78.615,48.332,85.14,102.15100000000001,88.12200000000001,255.171,86.633,177.51,89.375,123.04700000000001,90.512,202.918,90.598,83.28399999999999,91.49600000000001,255.94799999999998,102.714,243.94099999999997,96.65299999999999,138.094,101.944,78.16,101.861,53.956,104.391,124.096,104.671,60.31,108.56700000000001,232.149,109.15700000000001,260.531,109.17299999999999,87.535,108.07799999999999,125.90100000000001,112.227,275.086,110.943,97.662,116.22399999999999,47.681000000000004,117.04299999999999,259.60400000000004,117.914,119.32700000000001,118.305,87.648,123.773,144.0,124.0,99.54,129.594,183.82299999999998,127.523,199.827,129.65,229.56,130.195,280.79,134.754,206.833,133.821,53.326,139.982,88.79799999999999,140.033,226.882,141.641,260.194,144.46200000000002,285.97900000000004,141.967,99.44,149.224,78.832,148.421,250.137,146.868,55.468999999999994,149.967,226.105,150.355,209.99400000000003,156.352,242.989,161.515,67.656,159.07299999999998,136.672,159.78799999999998,221.666,165.433,231.282,162.063,262.038,170.03599999999997,191.011,183.579,204.668,183.857,214.52900000000002,184.84,120.00200000000001,56.291000000000004,58.928000000000004,81.861,247.136,116.984,264.999,93.318,250.47099999999998,93.016,97.363,82.916,252.612,171.505,107.79700000000001,53.446000000000005,236.736,101.456,97.19200000000001,26.003,,,193.72299999999998,161.716,110.54700000000001,65.265,199.946,150.431,277.92,140.421
33.0,132.0,,109.824,36.031,210.632,45.339,99.62299999999999,45.195,192.963,48.958,72.172,49.49100000000001,82.772,50.81100000000001,203.178,53.567,187.174,57.016000000000005,111.649,56.873999999999995,173.563,64.65,242.69299999999998,69.839,111.81,73.585,78.494,69.66199999999999,220.748,71.93,68.27,75.06,257.661,78.696,48.397,85.109,102.15899999999999,88.137,255.10299999999998,86.65899999999999,177.481,89.35700000000001,123.01700000000001,90.473,202.898,90.595,83.28299999999999,91.469,255.96200000000002,102.70100000000001,243.983,96.67299999999999,138.09,101.934,78.175,101.88600000000001,54.00899999999999,104.389,124.087,104.68299999999999,60.31100000000001,108.59299999999999,232.19400000000002,109.096,260.551,109.152,87.514,108.066,125.906,112.21700000000001,275.079,110.919,97.60700000000001,116.119,47.674,117.025,259.606,117.9,119.323,118.333,87.63,123.771,144.0,124.0,99.494,129.575,183.828,127.50200000000001,199.858,129.608,229.486,129.99,280.842,134.608,206.91400000000002,133.82299999999998,53.282,139.938,88.816,140.217,226.888,141.608,260.178,144.44299999999998,285.967,141.94799999999998,99.49799999999999,149.192,78.836,148.425,250.135,146.873,55.467,149.924,226.11900000000003,150.334,209.995,156.29,242.995,161.536,67.615,159.043,136.645,159.82399999999998,221.62900000000002,165.44099999999997,231.274,162.092,262.118,170.088,190.946,183.55200000000002,204.662,183.86,214.46599999999998,184.88400000000001,119.99,56.25899999999999,58.836999999999996,81.95100000000001,247.167,116.906,264.971,93.292,250.46400000000003,93.021,97.37799999999999,82.902,252.695,171.484,107.804,53.367,236.738,101.446,97.395,26.214000000000002,,,193.72799999999998,161.696,110.85700000000001,65.084,199.868,150.365,277.892,140.475
33.25,133.0,,110.042,35.967,210.622,45.373999999999995,99.74700000000001,45.31100000000001,192.96599999999998,48.95399999999999,72.138,49.602,82.8,50.82,203.123,53.635,187.226,56.992,111.46799999999999,56.836000000000006,173.523,64.71600000000001,242.71,69.80199999999999,111.789,73.542,78.498,69.652,220.821,71.925,68.375,75.044,257.747,78.601,48.476000000000006,85.105,102.139,88.14200000000001,255.082,86.62,177.488,89.34100000000001,123.06,90.436,202.921,90.568,83.281,91.43299999999999,255.96400000000003,102.704,244.051,96.669,138.105,101.92200000000001,78.187,101.84200000000001,53.982,104.367,124.036,104.68700000000001,60.302,108.675,232.22400000000002,109.065,260.567,109.131,87.51,108.124,125.915,112.156,275.115,111.001,97.604,116.126,47.708,117.023,259.605,117.899,119.406,118.325,87.62299999999999,123.801,144.655,123.07700000000001,99.475,129.579,183.85299999999998,127.51899999999999,199.835,129.594,229.445,129.975,280.918,134.472,206.94099999999997,133.81799999999998,53.228,139.855,88.806,140.395,226.885,141.597,260.187,144.41,285.96,141.933,99.448,149.097,78.806,148.42700000000002,250.12599999999998,146.865,55.505,149.929,226.09099999999998,150.373,209.97299999999998,156.256,242.965,161.558,67.641,159.063,136.644,159.817,221.63,165.372,231.315,162.124,262.101,170.16400000000002,190.907,183.57,204.668,183.865,214.545,184.793,120.01100000000001,56.248000000000005,58.783,81.877,247.18599999999998,116.766,265.035,93.275,250.451,93.001,97.448,82.81299999999999,252.769,171.35299999999998,107.792,53.418,236.753,101.462,,,,,193.761,161.637,110.926,64.955,199.857,150.39600000000002,277.932,140.421
33.5,134.0,,109.85600000000001,35.958,210.628,45.408,99.744,45.145,193.03900000000002,48.995,72.17,49.513000000000005,82.79,50.846000000000004,203.106,53.555,187.273,56.998000000000005,111.598,56.888000000000005,173.593,64.704,242.562,69.648,111.787,73.514,78.486,69.66,220.899,71.956,68.38,75.048,257.712,78.63,48.31100000000001,85.09299999999999,102.12700000000001,88.139,255.15900000000002,86.535,177.47799999999998,89.32700000000001,123.083,90.425,202.91,90.565,83.273,91.39200000000001,255.97299999999998,102.691,244.00099999999998,96.624,138.07,101.87,78.194,101.853,53.967,104.346,124.05799999999999,104.706,60.305,108.7,232.24099999999999,109.042,260.568,109.139,87.529,108.10600000000001,125.999,112.131,275.127,110.885,97.64,116.164,47.733000000000004,116.98899999999999,259.62,117.912,119.44200000000001,118.286,87.604,123.84100000000001,144.673,123.016,99.419,129.558,183.887,127.51700000000001,199.827,129.576,229.395,129.94299999999998,280.955,134.33100000000002,207.011,133.785,53.228,139.821,88.851,140.305,226.875,141.616,260.199,144.414,285.949,141.928,99.426,149.08700000000002,78.793,148.439,250.092,146.86,55.465,149.882,226.106,150.378,209.959,156.226,242.945,161.517,67.628,159.07399999999998,136.588,159.841,221.672,165.386,231.39700000000002,162.151,262.107,170.24,190.94,183.52700000000002,204.542,183.845,214.517,184.792,119.991,56.257,58.773999999999994,81.936,247.183,116.846,265.051,93.241,250.46400000000003,92.98899999999999,97.429,82.811,252.732,171.50900000000001,107.8,53.412,236.785,101.47399999999999,97.275,26.25,,,193.766,161.629,111.137,64.83800000000001,199.91400000000002,150.369,277.806,140.503
33.75,135.0,,109.87,36.01,210.66,45.442,99.759,45.125,193.074,48.97,72.065,49.424,82.855,50.852,203.15599999999998,53.471000000000004,187.334,56.92,111.538,56.891000000000005,173.58599999999998,64.63600000000001,242.673,69.749,111.79700000000001,73.493,78.483,69.67699999999999,220.877,71.991,68.468,75.02199999999999,257.717,78.608,48.323,85.146,102.11399999999999,88.1,255.274,86.49600000000001,177.487,89.351,123.09,90.399,202.935,90.55,83.275,91.359,255.99,102.649,244.033,96.62,138.005,101.80799999999999,78.196,101.846,53.964,104.338,124.071,104.678,60.318999999999996,108.712,232.264,109.054,260.57,109.147,87.515,108.039,125.95700000000001,112.04700000000001,275.112,110.88600000000001,97.45200000000001,115.772,47.729,116.96799999999999,259.644,117.92,119.484,118.273,87.59700000000001,123.807,144.703,123.12100000000001,99.399,129.517,183.896,127.535,199.78799999999998,129.63299999999998,229.455,129.961,280.997,134.194,207.062,133.766,53.25899999999999,139.889,88.82799999999999,140.246,226.878,141.643,260.187,144.418,285.91200000000003,141.898,99.485,148.946,78.792,148.405,250.107,146.836,55.472,149.859,226.097,150.34,209.956,156.192,242.94400000000002,161.483,67.63,159.016,136.561,159.849,221.64,165.25900000000001,231.331,162.07,262.157,170.287,190.956,183.437,204.65,183.715,214.604,184.82,120.05,56.258,58.851000000000006,81.934,247.19099999999997,116.819,265.01599999999996,93.228,250.44099999999997,92.984,97.444,82.818,252.77900000000002,171.475,107.744,53.303000000000004,236.78599999999997,101.441,97.286,26.11,237.521,81.752,193.717,161.59,111.79,64.335,199.94799999999998,150.418,277.879,140.494
34.0,136.0,,109.99600000000001,35.973,210.62,45.465,99.647,45.16,193.07,48.94,72.021,49.451,82.75299999999999,50.86,203.171,53.383,187.35,56.912,111.564,56.934,173.58599999999998,64.704,242.775,69.794,111.791,73.495,78.48899999999999,69.675,220.845,72.00399999999999,68.479,75.008,257.722,78.594,48.32899999999999,85.11200000000001,102.117,88.11,255.21599999999998,86.50299999999999,177.533,89.37200000000001,123.124,90.39200000000001,202.97299999999998,90.552,83.3,91.346,256.032,102.611,243.975,96.6,137.945,101.774,78.232,101.85600000000001,53.97,104.32600000000001,124.07700000000001,104.661,60.284,108.709,232.292,109.03,260.579,109.116,87.49700000000001,108.041,125.96700000000001,112.052,275.14,110.74,97.495,115.62799999999999,47.705,116.969,259.688,117.921,119.57700000000001,118.363,87.566,123.785,144.744,123.12299999999999,99.318,129.518,183.868,127.53299999999999,199.78,129.61,229.41400000000002,129.89700000000002,281.051,134.032,207.032,133.747,53.214,139.855,88.84700000000001,140.131,226.86599999999999,141.66299999999998,260.192,144.391,285.941,141.904,99.604,148.88,78.817,148.405,250.102,146.82399999999998,55.446999999999996,149.843,226.109,150.333,209.99599999999998,156.14,242.935,161.547,67.61399999999999,158.994,136.528,159.879,221.655,165.331,231.252,162.082,262.198,170.25,190.892,183.354,204.53599999999997,183.75900000000001,214.665,184.78,120.081,56.251000000000005,58.843,81.98200000000001,247.15599999999998,116.887,265.10200000000003,93.275,250.419,92.98899999999999,97.45700000000001,82.762,252.713,171.44299999999998,107.78200000000001,53.298,236.79,101.43,97.316,25.935,237.226,81.71,193.707,161.58100000000002,111.81299999999999,64.267,200.09400000000002,150.524,277.834,140.47299999999998
