TimesH,Frame,9,17,36,44,50,51,52,61,78,97,99,100,116,118,127,129,140,149,153,162,167,171,177,178,185,195,198,221,230,233,238,239,244,250,253,267,269,270,275,277,278,283,290,297,310,330,334,339,347,349,361,362,364,422,483,591,609,688,710,757,842,848,864,883
550.75,2203.0,616.138,611.654,610.866,609.0740000000001,612.039,610.015,607.865,609.438,608.418,614.9,612.245,612.45,610.861,615.004,614.453,610.748,616.628,613.634,611.6659999999999,613.029,619.446,612.133,612.493,612.498,612.641,612.393,613.105,609.964,613.972,611.0790000000001,613.513,612.747,611.106,613.607,609.124,611.818,611.599,610.337,609.3009999999999,611.555,611.57,609.9119999999999,609.2669999999999,609.263,609.876,610.809,611.376,610.751,610.238,609.337,,,,,,,,,,,,,,
551.0,2204.0,616.34,612.082,611.181,608.264,612.786,610.4780000000001,608.736,610.029,608.269,616.0980000000001,613.243,612.999,611.518,615.508,614.862,610.899,613.785,614.363,611.804,613.086,619.775,612.2669999999999,613.7919999999999,612.561,612.17,612.635,612.564,610.0790000000001,615.35,611.952,613.79,612.0409999999999,611.03,614.717,610.013,611.951,612.571,611.031,609.349,611.38,610.248,610.578,609.359,610.705,610.241,611.118,611.879,609.9209999999999,610.545,610.512,,611.182,,,,,,,,,,,,
551.25,2205.0,616.747,611.891,611.87,608.594,612.489,610.732,607.991,610.335,608.855,617.122,613.27,613.606,612.08,616.38,615.356,610.706,615.5409999999999,615.061,612.123,613.312,621.2080000000001,612.677,614.9,612.427,612.557,613.761,613.447,609.246,615.374,611.981,614.061,613.366,611.607,614.604,608.899,612.183,612.314,610.965,610.097,612.368,611.7080000000001,610.2669999999999,610.011,610.4490000000001,610.207,611.318,613.102,610.862,610.8290000000001,609.74,,611.721,,,,,,,,,,,,
551.5,2206.0,616.635,612.637,611.224,608.016,613.33,610.498,608.222,609.9590000000001,608.69,616.6,614.125,613.082,611.5419999999999,616.665,615.6030000000001,611.975,614.992,615.518,612.2909999999999,612.878,621.318,613.124,613.641,613.445,612.984,612.7090000000001,613.534,610.75,615.737,612.138,613.803,613.502,612.76,614.9,609.211,612.7040000000001,611.0,611.163,609.775,612.433,612.264,610.313,610.6419999999999,610.4630000000001,609.873,610.45,612.672,611.259,611.533,610.564,,611.383,,,,,,,,,,,,
551.75,2207.0,617.154,612.6469999999999,611.9,609.214,613.714,609.659,607.808,610.576,608.359,617.499,614.024,614.769,611.351,617.374,615.932,611.818,615.865,616.779,612.815,613.811,622.297,613.2090000000001,614.0509999999999,614.0419999999999,613.0319999999999,614.823,614.261,609.706,615.405,612.237,614.534,613.967,613.28,615.7819999999999,609.486,612.099,611.862,611.22,610.0930000000001,612.196,611.977,610.602,609.87,611.0980000000001,610.758,611.52,612.992,610.424,610.276,610.581,612.173,611.75,,,,,,,,,,,,
552.0,2208.0,617.962,613.2819999999999,612.036,608.611,614.991,611.096,609.16,610.844,609.205,618.154,614.028,614.816,612.399,617.7919999999999,617.187,610.5790000000001,615.969,617.008,612.534,614.512,623.619,612.716,614.765,614.198,613.573,615.031,614.8580000000001,610.216,616.452,612.248,615.3380000000001,614.965,614.0409999999999,615.5269999999999,609.023,613.795,612.972,611.601,610.622,612.847,612.506,611.113,610.284,611.567,610.026,611.379,612.802,611.354,611.195,610.357,612.425,612.305,615.0880000000001,,,,,,,,,,,
552.25,2209.0,617.812,613.2,612.629,608.559,614.064,611.485,608.815,611.4119999999999,608.915,619.092,614.3430000000001,616.047,612.996,617.53,617.988,611.618,616.501,617.496,612.545,616.104,625.448,613.8969999999999,614.919,614.922,615.014,615.7719999999999,616.274,611.0790000000001,616.898,612.863,616.741,615.649,614.939,617.851,609.629,614.351,611.702,612.413,610.883,612.783,612.7819999999999,610.614,610.7,611.904,610.876,612.242,613.472,611.116,611.249,610.7,613.117,613.12,615.675,,,,,,,,,,,
552.5,2210.0,618.877,613.006,613.155,608.589,614.581,611.434,608.693,611.739,610.644,620.085,614.434,617.1030000000001,612.615,618.835,619.617,612.3580000000001,616.429,618.489,611.998,615.809,626.003,614.739,616.169,615.489,614.837,616.273,616.047,610.366,618.523,614.137,617.5219999999999,616.6659999999999,616.785,617.212,608.5840000000001,615.246,612.521,613.645,610.385,613.731,613.2330000000001,610.6,610.377,612.299,610.7330000000001,612.823,613.942,611.446,611.9680000000001,611.015,613.505,613.137,615.4490000000001,,,,,,,,,,,
552.75,2211.0,619.404,613.932,613.826,608.9069999999999,614.124,611.863,608.616,611.456,609.987,620.4209999999999,614.475,617.9209999999999,613.5219999999999,619.967,621.45,611.758,616.258,617.442,613.55,615.886,627.178,614.971,617.545,615.844,616.347,617.606,616.518,610.911,619.285,614.259,619.33,617.283,619.236,617.951,609.778,615.0419999999999,612.511,612.908,610.039,614.255,614.606,611.065,611.066,612.6990000000001,610.498,612.844,613.9069999999999,611.1709999999999,611.206,611.422,613.556,613.281,616.411,,,,,,,,,,,
