TimesH,Frame,2,4,6,8,12,14,20,27,31,32,33,34,36,37,38,41,42,44,45,52,53,54,55,56,57,59,61,62,63,65,66,68,79,80,81,84,92,94,98,99,101,105,106,108,109,111,113,127,129,131,134,135,137,140,161,162,167,178,180,182,183,184,186,187,189,190,192,198,199,200,201,204,205,212,213,214,217,218,219,220,223,233,238,240,248,249,250,253,254,255,256,259,263,268,269,271,274,276,279,280,283,286,426,427,509,576,582,595,604,616,639,667,678,685,747,774
550.75,2203.0,612.094,610.191,608.7080000000001,609.0169999999999,609.98,610.76,609.808,610.452,610.592,609.898,611.4119999999999,612.362,609.295,610.299,610.118,612.3009999999999,610.168,612.028,610.362,609.198,611.251,609.735,609.441,610.221,609.111,611.471,609.422,610.087,610.346,610.331,609.736,611.305,610.144,609.504,609.821,610.427,610.859,610.725,610.989,610.182,609.857,610.986,610.779,610.197,610.491,612.112,610.678,609.191,610.528,611.161,608.9490000000001,610.187,609.554,608.8009999999999,609.286,608.996,609.82,612.191,,611.7919999999999,609.818,610.0409999999999,608.944,609.323,611.504,609.89,611.004,609.828,609.935,609.107,609.158,609.731,610.134,610.685,608.931,609.44,609.904,611.749,610.2090000000001,610.56,609.489,609.779,608.981,609.174,610.121,610.965,609.955,611.5319999999999,611.822,611.3919999999999,610.229,612.809,610.321,610.969,609.453,610.746,611.591,611.581,612.653,611.174,609.605,611.175,,,,,,,,,,,,,,
551.0,2204.0,611.034,609.244,608.109,609.3530000000001,609.971,609.413,609.309,609.866,609.924,609.712,611.2090000000001,611.6759999999999,608.5169999999999,609.6569999999999,608.451,611.9069999999999,609.519,612.123,610.6669999999999,609.07,611.48,608.146,609.306,609.295,608.236,610.18,608.872,608.797,609.47,609.648,608.746,609.873,608.935,609.481,609.424,609.822,609.391,609.143,609.399,609.393,608.613,609.466,609.849,609.825,609.428,610.538,609.689,609.064,609.753,609.689,607.554,609.422,608.928,608.381,608.363,608.262,608.1990000000001,612.156,609.384,610.5740000000001,609.268,608.793,608.846,608.352,610.941,608.687,609.98,609.36,610.091,608.957,608.303,608.428,609.992,609.769,609.089,609.351,609.136,610.443,610.177,609.5219999999999,609.038,608.96,609.061,608.406,609.222,609.378,609.575,612.4169999999999,610.7330000000001,610.89,608.561,611.581,608.851,609.868,608.012,610.43,610.28,609.216,612.847,610.549,608.766,610.488,,,,,,,,,,,,,,
551.25,2205.0,611.1,608.841,608.38,609.091,609.401,609.203,609.528,610.815,609.766,609.019,611.789,611.504,609.174,609.4780000000001,608.524,612.414,608.368,612.451,610.969,608.874,610.591,608.026,608.9590000000001,609.251,608.57,610.341,609.3580000000001,608.261,610.369,610.048,609.196,609.745,608.703,608.96,608.635,608.882,609.81,609.035,609.526,609.529,609.744,609.689,610.119,609.031,608.87,611.3340000000001,609.539,608.17,610.0,609.6619999999999,607.346,609.509,608.206,609.222,608.797,608.49,608.164,612.018,609.606,610.618,609.295,609.11,608.653,608.493,611.3330000000001,609.3240000000001,610.55,610.121,609.6990000000001,608.1,609.012,608.205,609.7,609.7080000000001,608.956,609.016,608.7719999999999,610.4019999999999,609.586,609.289,609.743,609.236,608.391,607.795,609.83,610.694,610.361,610.2130000000001,609.823,610.362,608.962,610.331,609.425,609.8380000000001,608.906,610.1619999999999,609.9259999999999,609.435,612.1519999999999,610.692,608.753,609.632,,,,,,,,,,,,,,
551.5,2206.0,610.886,609.525,608.1709999999999,609.448,609.303,609.33,609.377,609.947,609.33,609.316,611.8430000000001,611.635,608.757,609.587,608.059,610.629,608.991,611.684,610.543,608.377,610.702,607.92,609.038,609.493,608.615,610.507,608.932,608.669,610.9730000000001,609.019,609.891,610.627,608.55,609.53,608.735,609.451,609.749,609.5409999999999,609.396,610.206,608.806,609.067,609.913,608.487,608.812,611.2959999999999,609.384,608.3480000000001,609.09,610.0880000000001,607.88,609.289,608.411,607.856,608.092,607.91,608.785,611.479,609.606,610.932,608.9119999999999,609.235,608.057,608.137,611.241,610.134,610.168,609.615,609.236,608.044,608.8290000000001,608.0219999999999,609.5319999999999,609.539,609.589,608.69,608.6669999999999,610.346,609.742,609.4159999999999,609.59,608.685,608.673,608.773,609.0880000000001,609.887,610.311,610.602,611.06,610.409,608.97,611.638,608.63,610.144,608.107,610.625,610.4680000000001,609.771,612.095,610.571,608.611,610.336,,,,,,,,,,,,,,
551.75,2207.0,612.0830000000001,609.768,608.003,608.4730000000001,609.85,609.6469999999999,609.294,610.761,610.062,609.496,611.976,611.39,608.894,609.7909999999999,608.7819999999999,611.366,609.187,611.7869999999999,609.735,609.14,610.141,609.111,608.803,609.326,608.323,610.866,608.831,608.22,609.82,609.444,608.5840000000001,609.884,608.977,609.293,609.024,609.479,609.533,609.085,609.726,609.313,609.737,609.2180000000001,609.515,609.539,608.806,612.411,609.925,608.134,609.31,609.294,608.4490000000001,609.075,608.325,608.419,607.762,607.71,607.314,611.278,609.399,610.86,608.811,610.427,608.012,608.018,611.122,609.151,610.039,610.27,608.8240000000001,608.601,608.5840000000001,609.215,610.242,609.4830000000001,609.25,608.74,609.109,610.6419999999999,609.494,609.224,609.487,609.12,608.497,608.159,609.701,610.686,610.219,610.193,609.5,610.306,608.0980000000001,611.6,608.859,610.399,609.136,610.187,610.415,610.105,612.3009999999999,610.795,608.918,610.6419999999999,,,,,,,,,,,,,,
552.0,2208.0,611.455,610.386,607.844,609.634,610.298,609.286,609.293,610.623,609.687,609.895,611.626,611.544,608.331,610.57,608.502,611.387,609.241,612.116,610.159,608.769,611.779,608.93,608.971,609.941,608.9580000000001,610.073,608.785,609.552,610.096,608.275,609.492,610.195,609.1990000000001,608.967,608.948,609.648,610.0840000000001,609.837,609.64,609.677,609.197,610.073,610.346,609.094,609.163,612.769,610.154,608.623,609.9680000000001,609.249,608.243,608.854,608.141,607.956,608.132,607.741,607.996,611.814,609.531,611.487,609.679,609.518,608.13,609.057,612.1659999999999,609.665,609.9730000000001,609.571,609.352,608.413,608.685,608.118,610.298,610.52,609.705,609.505,608.72,611.706,609.5459999999999,609.923,609.319,608.898,609.22,608.066,610.054,610.505,610.638,610.214,610.909,610.254,609.065,611.711,609.2180000000001,610.145,608.364,610.521,610.321,609.9630000000001,612.592,611.1030000000001,609.696,610.467,,,,,,,,,,,,,,
552.25,2209.0,613.382,610.489,608.424,610.305,609.885,609.3430000000001,610.012,611.56,610.594,609.7909999999999,611.96,611.5830000000001,608.613,610.399,608.486,611.693,609.682,612.506,610.056,608.496,611.587,608.62,610.076,610.212,608.179,611.368,609.44,608.994,611.132,609.437,609.925,610.509,609.254,609.632,609.0319999999999,609.6990000000001,610.495,609.08,610.3919999999999,610.251,609.435,610.433,609.149,609.803,608.5509999999999,613.372,610.826,608.4540000000001,609.445,609.656,608.382,608.472,608.438,608.1569999999999,608.274,607.941,608.303,613.238,609.019,611.749,609.883,609.311,608.078,607.677,612.331,609.404,611.183,609.761,609.186,609.351,609.595,608.9209999999999,611.073,609.84,609.944,609.6759999999999,609.469,611.239,609.203,610.245,608.498,609.538,609.018,608.464,610.104,610.922,609.655,609.964,610.39,611.562,608.585,610.9830000000001,609.189,609.971,608.357,610.856,610.498,609.739,612.315,610.908,608.887,610.605,,,,,,,,,,,,,,
552.5,2210.0,613.28,610.323,608.957,610.327,610.001,609.034,610.521,610.698,610.775,610.396,611.861,611.553,609.119,610.638,608.904,612.893,609.211,612.57,609.955,608.003,611.746,608.352,609.696,609.53,608.158,611.195,609.132,609.485,611.061,609.273,609.154,610.154,609.385,610.621,609.747,609.871,611.078,610.673,610.726,609.427,609.173,611.349,609.597,608.612,609.687,613.681,610.986,608.867,609.9119999999999,609.726,608.009,609.227,608.054,608.577,608.7769999999999,608.381,608.8,613.244,609.247,612.349,610.052,609.496,608.441,608.251,612.561,609.6569999999999,611.8330000000001,608.9209999999999,609.675,609.1030000000001,611.133,609.264,611.2719999999999,610.871,609.617,609.602,609.505,611.559,610.0269999999999,610.8009999999999,609.876,608.867,608.014,608.113,609.309,609.9069999999999,610.126,611.029,610.089,610.685,609.035,612.193,609.087,610.21,608.154,612.576,609.703,609.854,612.953,610.122,609.304,610.125,,,,,,,,,,,,,,
552.75,2211.0,614.055,610.836,608.9580000000001,611.064,610.44,609.414,610.491,611.62,612.105,610.562,612.691,611.641,608.558,610.9019999999999,608.937,612.7230000000001,609.442,612.629,610.5369999999999,609.039,610.89,608.488,610.318,610.528,609.188,610.868,610.543,609.15,610.919,609.049,609.619,611.06,609.852,609.776,609.746,610.977,611.021,609.9069999999999,610.867,609.6669999999999,609.556,611.153,609.624,608.719,609.866,614.494,612.055,608.59,610.369,609.722,607.732,608.882,608.385,608.192,608.437,608.804,609.006,613.2280000000001,609.628,612.653,609.754,609.967,607.905,608.128,613.0509999999999,610.086,611.331,608.996,609.413,610.04,609.629,608.737,611.725,611.2080000000001,611.499,609.591,610.37,611.499,609.127,610.674,609.2080000000001,609.568,608.571,608.133,610.318,610.062,610.395,610.888,610.321,610.908,608.969,612.183,609.505,609.9680000000001,608.804,611.379,611.0930000000001,610.849,612.05,611.464,609.053,611.486,,,,,,,,,,,,,,
