TimesH,Frame,NoMissing,26,26,35,35,37,37,46,46,51,51,55,55,61,61,67,67,76,76,83,83,86,86,88,88,89,89,90,90,99,99,106,106,107,107,108,108,112,112,122,122,126,126,127,127,128,128,129,129,131,131,134,134,135,135,140,140,142,142,147,147,151,151,155,155,160,160,162,162,170,170,174,174,175,175,177,177,180,180,182,182,199,199,200,200,201,201,203,203,204,204,205,205,206,206,209,209,211,211,216,216,218,218,219,219,223,223,225,225,226,226,228,228,229,229,234,234,236,236,238,238,239,239,240,240,248,248,257,257,261,261,264,264,270,270,271,271,275,275,276,276,278,278,279,279,280,280,281,281,282,282,284,284,285,285,292,292,293,293,297,297,300,300,301,301,315,315,321,321,350,350,405,405,412,412,464,464,476,476,487,487,505,505,516,516,526,526,599,599,608,608
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
95.0,380.0,,105.912,24.881999999999998,183.916,41.097,161.3,43.574,105.113,50.218999999999994,185.822,58.23,110.706,59.74,177.03599999999997,63.595,102.934,68.52600000000001,209.52599999999998,74.493,188.93400000000003,76.982,87.36200000000001,79.07600000000001,123.185,81.612,99.85700000000001,84.137,194.574,84.29700000000001,84.852,89.931,200.983,93.09299999999999,236.868,93.79,129.937,94.234,184.52700000000002,94.60700000000001,210.196,99.75200000000001,145.885,98.772,199.993,102.375,156.22,103.304,190.408,99.98200000000001,180.2,103.206,171.148,107.22,98.645,102.535,207.077,109.988,241.512,110.44200000000001,42.985,114.23299999999999,82.444,114.96,233.91299999999998,117.117,57.816,121.419,165.05900000000003,120.86,219.791,124.61,155.969,126.238,107.14399999999999,127.787,97.696,129.965,202.497,123.404,120.785,131.483,221.908,137.142,100.48299999999999,139.178,44.386,141.207,194.752,141.907,36.895,143.36,90.12700000000001,141.139,176.335,140.385,251.59400000000002,145.059,216.93,144.52200000000002,52.056000000000004,148.625,62.843999999999994,149.096,146.923,149.129,122.679,149.952,254.824,155.06799999999998,37.371,153.513,83.911,152.238,96.06700000000001,154.70600000000002,149.528,156.532,213.11,159.154,169.497,158.509,60.20399999999999,159.047,109.75299999999999,160.82,73.023,162.268,89.211,167.08599999999998,156.741,168.582,116.995,168.52,69.142,172.399,130.196,172.445,35.123000000000005,174.018,60.928000000000004,174.69099999999997,103.234,175.16,262.053,178.335,166.676,176.405,200.317,177.266,240.143,176.02900000000002,43.519,178.83900000000003,88.64399999999999,178.778,71.86399999999999,181.976,229.56,182.80700000000002,245.683,184.923,110.384,185.49,257.166,185.918,196.27,195.43200000000002,42.463,199.485,154.403,144.517,60.496,133.061,191.762,110.571,255.52700000000002,173.467,241.014,151.89600000000002,282.508,138.08700000000002,180.37900000000002,156.819,221.888,158.47799999999998,218.487,95.36,137.401,161.679,182.07,195.886
95.25,381.0,,105.85799999999999,24.951999999999998,183.832,41.101000000000006,161.395,43.589,105.09899999999999,50.23,185.783,58.248000000000005,110.79299999999999,59.723,177.023,63.608000000000004,102.97200000000001,68.568,209.497,74.484,188.956,76.965,87.322,79.08800000000001,123.162,81.483,99.885,84.146,194.53099999999998,84.311,84.88600000000001,89.962,201.017,93.08,236.78099999999998,93.92399999999999,129.916,94.12,184.50900000000001,94.6,210.113,99.679,145.889,98.81700000000001,199.96400000000003,102.37799999999999,156.217,103.279,190.40099999999998,100.046,180.206,103.24799999999999,171.15099999999998,107.214,98.50299999999999,102.465,207.071,110.005,241.513,110.49799999999999,42.983999999999995,114.21700000000001,82.43299999999999,114.978,233.96099999999998,117.11,57.806999999999995,121.426,165.06099999999998,120.88799999999999,219.821,124.595,155.931,126.19,107.164,127.77799999999999,97.68,130.001,202.49400000000003,123.36399999999999,120.787,131.482,221.923,137.121,100.499,139.187,44.4,141.227,194.743,141.924,36.941,143.35,90.16,141.135,176.333,140.33,251.595,145.113,216.94,144.556,52.075,148.589,62.854,149.091,146.906,149.10299999999998,122.831,149.989,254.84799999999998,155.091,37.37,153.498,83.90700000000001,152.211,96.098,154.72799999999998,149.545,156.494,213.08700000000002,159.149,169.481,158.47299999999998,60.247,158.998,109.71700000000001,160.78799999999998,73.051,162.27100000000002,89.22200000000001,167.102,156.751,168.61599999999999,116.99,168.53599999999997,69.179,172.37599999999998,130.2,172.41,35.155,174.017,60.887,174.63400000000001,103.225,175.15900000000002,262.061,178.354,166.655,176.41,200.299,177.253,240.15099999999998,176.04,43.506,178.81099999999998,88.648,178.804,71.929,181.958,229.528,182.824,245.727,184.937,110.374,185.516,257.156,185.894,196.261,195.457,42.456,199.47099999999998,154.41899999999998,144.5,60.46,133.031,191.783,110.48100000000001,255.488,173.456,241.024,151.929,282.492,138.14,180.222,156.899,221.824,158.45600000000002,218.50400000000002,95.34899999999999,137.401,161.769,182.016,195.88
95.5,382.0,,106.015,24.865,183.862,41.147,161.389,43.56399999999999,105.09299999999999,50.26,185.734,58.141999999999996,110.88600000000001,59.641999999999996,176.99599999999998,63.613,103.001,68.541,209.49200000000002,74.48899999999999,188.97400000000002,76.96,87.323,79.0,123.15899999999999,81.532,99.90799999999999,84.12,194.532,84.32,84.94200000000001,89.985,201.02200000000002,93.12700000000001,236.792,93.883,129.925,94.098,184.503,94.601,210.065,99.637,145.895,98.821,199.937,102.37899999999999,156.231,103.32,190.372,100.01299999999999,180.203,103.256,171.195,107.20299999999999,98.523,102.57799999999999,207.02200000000002,110.01899999999999,241.481,110.516,42.998000000000005,114.14399999999999,82.389,114.929,234.016,117.125,57.826,121.42200000000001,165.046,120.949,219.875,124.555,155.914,126.175,107.137,127.76299999999999,97.68,129.983,202.483,123.35700000000001,120.757,131.516,221.93099999999998,137.097,100.508,139.18200000000002,44.393,141.22799999999998,194.761,141.90200000000002,36.946999999999996,143.52,90.191,141.113,176.312,140.306,251.6,145.123,216.94099999999997,144.561,52.038999999999994,148.597,62.873999999999995,149.094,146.922,149.102,122.626,149.91,254.831,155.034,37.379,153.47799999999998,83.90299999999999,152.194,96.10600000000001,154.734,149.539,156.453,213.079,159.072,169.514,158.537,60.211999999999996,159.02700000000002,109.73700000000001,160.755,73.081,162.315,89.212,167.12400000000002,156.74200000000002,168.62900000000002,117.083,168.403,69.208,172.394,130.226,172.248,35.163000000000004,174.02599999999998,60.907,174.59400000000002,103.223,175.155,262.08099999999996,178.34799999999998,166.657,176.37,200.28599999999997,177.25,240.14700000000002,176.025,43.503,178.80599999999998,88.654,178.84,71.931,181.958,229.511,182.81599999999997,245.75400000000002,184.958,110.367,185.479,257.138,185.888,196.238,195.41099999999997,42.466,199.497,154.407,144.489,60.428999999999995,132.993,191.794,110.446,255.49200000000002,173.454,241.03400000000002,151.924,282.514,138.2,180.22799999999998,156.83700000000002,221.81,158.428,218.486,95.324,137.41,161.783,182.072,195.868
95.75,383.0,,105.999,24.89,183.812,41.169,161.27700000000002,43.523,105.079,50.32,185.733,58.233999999999995,110.92299999999999,59.693000000000005,176.972,63.625,103.00299999999999,68.593,209.477,74.51100000000001,188.987,76.942,87.301,78.946,123.181,81.619,99.839,84.08,194.516,84.315,84.73700000000001,89.85799999999999,200.976,93.147,236.84099999999998,93.804,129.942,94.096,184.50799999999998,94.611,210.033,99.571,145.878,98.729,199.90099999999998,102.387,156.239,103.28200000000001,190.338,99.955,180.222,103.262,171.183,107.14200000000001,98.49,102.902,207.05599999999998,110.015,241.498,110.46700000000001,42.957,114.152,82.37,114.956,234.02599999999998,117.12,57.826,121.41,165.048,121.012,219.89700000000002,124.53200000000001,155.922,126.20100000000001,107.125,127.75399999999999,97.68700000000001,129.97899999999998,202.476,123.34299999999999,120.742,131.543,221.94400000000002,137.121,100.505,139.167,44.361000000000004,141.232,194.761,141.906,36.931,143.592,90.235,141.109,176.33,140.278,251.61,145.122,216.921,144.571,52.032,148.569,62.878,149.099,146.91,149.111,122.51700000000001,150.023,254.854,155.095,37.406,153.454,83.848,152.202,96.079,154.72299999999998,149.537,156.41899999999998,213.033,159.06,169.50799999999998,158.547,60.214,159.036,109.721,160.74200000000002,73.075,162.285,89.21700000000001,167.125,156.715,168.565,117.101,168.395,69.232,172.422,130.181,172.145,35.189,173.956,60.894,174.58900000000003,103.229,175.146,262.103,178.38,166.683,176.387,200.313,177.24599999999998,240.12900000000002,176.00400000000002,43.497,178.813,88.649,178.83599999999998,71.918,181.983,229.481,182.831,245.77599999999998,184.908,110.32600000000001,185.482,257.129,185.882,196.257,195.334,42.451,199.49599999999998,154.392,144.526,60.556999999999995,133.165,191.80599999999998,110.47,255.48,173.49599999999998,241.033,151.951,282.545,138.126,180.19299999999998,156.845,221.81799999999998,158.411,218.459,95.314,137.375,161.761,182.101,195.861
96.0,384.0,,106.11,24.935,183.82,41.193999999999996,161.26,43.518,105.09,50.276,185.68900000000002,58.316,110.93799999999999,59.678000000000004,176.965,63.623000000000005,103.001,68.615,209.528,74.51,188.986,76.908,87.26899999999999,79.035,123.165,81.699,99.921,84.04,194.502,84.34200000000001,84.551,89.79799999999999,201.015,93.139,236.736,93.869,129.972,94.166,184.505,94.59200000000001,210.02200000000002,99.714,145.885,98.695,199.95,102.40299999999999,156.225,103.243,190.33599999999998,99.973,180.21,103.236,171.168,107.12100000000001,98.47399999999999,102.898,206.97299999999998,110.01799999999999,241.5,110.46600000000001,42.953,114.182,82.376,114.95700000000001,234.033,117.124,57.827,121.40100000000001,165.055,121.01,219.84599999999998,124.52,155.951,126.228,107.109,127.743,97.685,129.994,202.44299999999998,123.368,120.74600000000001,131.535,222.013,137.13,100.493,139.157,44.361000000000004,141.227,194.796,141.877,36.933,143.582,90.28200000000001,141.10299999999998,176.356,140.281,251.62900000000002,145.095,216.921,144.608,51.997,148.582,62.873999999999995,149.101,146.903,149.092,122.637,150.05700000000002,254.915,155.189,37.357,153.536,83.86200000000001,152.183,96.051,154.722,149.55,156.44,213.00900000000001,159.066,169.497,158.561,60.17100000000001,159.0,109.745,160.734,73.097,162.257,89.225,167.114,156.715,168.578,117.124,168.35,69.225,172.442,130.2,171.86700000000002,35.204,173.892,60.868,174.642,103.24,175.16299999999998,262.086,178.357,166.67700000000002,176.418,200.263,177.267,240.123,175.987,43.508,178.793,88.667,178.84799999999998,71.911,181.96900000000002,229.479,182.83599999999998,245.797,184.935,110.30799999999999,185.46099999999998,257.133,185.89,196.28599999999997,195.361,42.441,199.47400000000002,154.382,144.543,60.628,133.285,191.79,110.47200000000001,255.482,173.463,241.02200000000002,151.942,282.62,138.138,180.158,156.826,221.778,158.446,218.456,95.321,137.386,161.7,182.095,195.835
96.25,385.0,,106.055,24.956999999999997,183.858,41.306000000000004,161.279,43.372,105.068,50.288999999999994,185.669,58.221000000000004,110.936,59.615,176.95,63.614,103.0,68.597,209.519,74.486,188.993,76.898,87.277,79.04,123.16799999999999,81.593,99.954,84.045,194.433,84.432,84.59200000000001,89.794,200.987,93.167,236.882,93.736,129.947,94.095,184.505,94.59299999999999,209.93400000000003,99.64,145.916,98.62299999999999,199.92,102.405,156.27100000000002,103.229,190.30900000000003,99.995,180.204,103.249,171.204,107.06700000000001,98.449,102.948,206.97799999999998,110.0,241.47099999999998,110.484,42.985,114.205,82.416,114.98299999999999,234.043,117.132,57.823,121.39399999999999,165.03799999999998,121.039,219.81,124.52,155.894,126.178,107.14399999999999,127.755,97.64,129.971,202.433,123.39299999999999,120.755,131.555,222.042,137.174,100.484,139.151,44.347,141.226,194.81799999999998,141.875,36.927,143.56799999999998,90.29899999999999,141.108,176.36,140.265,251.59799999999998,145.115,216.94299999999998,144.60399999999998,52.001000000000005,148.599,62.896,149.112,146.889,149.037,122.46700000000001,150.122,254.968,155.205,37.397,153.504,83.875,152.175,96.044,154.737,149.55100000000002,156.42,212.949,159.048,169.50799999999998,158.52700000000002,60.208,158.972,109.734,160.744,73.16,162.289,89.234,167.09599999999998,156.70600000000002,168.554,117.113,168.34400000000002,69.225,172.40900000000002,130.173,171.787,35.198,173.842,60.832,174.644,103.259,175.165,262.099,178.37400000000002,166.675,176.375,200.243,177.25599999999997,240.141,175.99,43.488,178.792,88.678,178.835,71.935,182.014,229.515,182.882,245.792,184.94400000000002,110.29299999999999,185.41099999999997,257.125,185.899,196.29,195.347,42.442,199.479,154.393,144.575,60.718,133.421,191.87400000000002,110.492,255.511,173.421,241.012,151.921,282.622,138.201,180.03599999999997,156.899,221.74400000000003,158.431,218.422,95.303,137.385,161.672,182.051,195.783
96.5,386.0,,105.99700000000001,25.14,183.766,41.097,161.179,43.488,105.07,50.278,185.64700000000002,58.275,110.885,59.672,176.93900000000002,63.61600000000001,102.999,68.523,209.485,74.554,188.979,76.896,87.288,79.0,123.12299999999999,80.673,100.001,84.01799999999999,194.43,84.425,84.439,89.669,201.02599999999998,93.17299999999999,236.953,93.66799999999999,129.914,93.98,184.479,94.585,209.899,99.574,145.925,98.617,199.878,102.414,156.264,103.235,190.31099999999998,99.976,180.19799999999998,103.271,171.2,107.083,98.429,103.057,207.045,110.00299999999999,241.458,110.485,42.998000000000005,114.11,82.441,114.98100000000001,234.019,117.11,57.816,121.396,165.02200000000002,121.029,219.822,124.542,155.921,126.165,107.15700000000001,127.79799999999999,97.62799999999999,129.977,202.40900000000002,123.432,120.735,131.526,222.03,137.16299999999998,100.48899999999999,139.157,44.349,141.225,194.822,141.869,36.978,143.55,90.331,141.127,176.37900000000002,140.281,251.627,145.119,216.946,144.58100000000002,52.04600000000001,148.578,62.902,149.111,146.891,149.042,122.535,149.904,254.96099999999998,155.171,37.406,153.519,83.87,152.178,96.046,154.744,149.566,156.40200000000002,212.925,159.03799999999998,169.537,158.514,60.206,158.96200000000002,109.729,160.796,73.207,162.322,89.244,167.085,156.519,168.49,117.132,168.3,69.271,172.422,130.153,171.74900000000002,35.156,173.875,60.85,174.643,103.25200000000001,175.167,262.11400000000003,178.359,166.65599999999998,176.33900000000003,200.24400000000003,177.274,240.12900000000002,175.99099999999999,43.505,178.798,88.695,178.85,71.958,181.989,229.517,182.882,245.782,184.919,110.289,185.37400000000002,257.10400000000004,185.896,196.28799999999998,195.33900000000003,42.45399999999999,199.46099999999998,154.393,144.578,60.871,133.596,191.885,110.507,255.50099999999998,173.40099999999998,240.989,151.912,282.621,138.115,180.095,156.888,221.718,158.408,218.417,95.31299999999999,137.387,161.685,182.011,195.69799999999998
96.75,387.0,,106.096,25.138,183.695,41.106,161.154,43.425,105.064,50.261,185.65900000000002,58.232,110.82700000000001,59.663000000000004,176.94099999999997,63.601000000000006,103.03399999999999,68.464,209.503,74.53,188.96900000000002,76.84899999999999,87.279,78.994,123.184,81.493,99.98200000000001,83.98700000000001,194.392,84.448,84.512,89.705,200.93099999999998,93.184,236.898,93.65899999999999,129.99200000000002,94.1,184.458,94.57799999999999,209.90599999999998,99.605,145.929,98.616,199.843,102.42299999999999,156.30700000000002,103.26,190.365,99.977,180.213,103.23,171.18099999999998,107.124,98.44,103.10700000000001,207.05200000000002,110.01700000000001,241.468,110.45200000000001,43.012,114.105,82.473,114.973,233.982,117.051,57.817,121.391,165.04,121.041,219.90200000000002,124.509,155.935,126.164,107.15799999999999,127.807,97.63600000000001,129.947,202.396,123.459,120.71799999999999,131.553,222.02,137.149,100.48700000000001,139.16299999999998,44.355,141.217,194.801,141.886,36.958,143.57299999999998,90.384,141.115,176.38299999999998,140.291,251.658,145.116,216.93599999999998,144.575,52.059,148.564,62.905,149.099,146.904,149.037,122.586,149.929,254.951,155.168,37.398,153.469,83.882,152.144,96.06,154.753,149.57,156.4,212.899,159.048,169.56599999999997,158.496,60.23,158.941,109.714,160.811,73.185,162.27200000000002,89.234,167.082,156.655,168.46200000000002,117.10700000000001,168.34599999999998,69.266,172.43900000000002,130.105,171.99200000000002,35.16,173.87,60.85,174.674,103.257,175.15400000000002,262.092,178.333,166.637,176.334,200.278,177.23,240.132,175.963,43.486999999999995,178.783,88.71,178.85299999999998,71.975,181.94799999999998,229.532,182.877,245.78900000000002,184.912,110.26700000000001,185.34799999999998,257.10400000000004,185.90599999999998,196.24,195.333,42.445,199.447,154.393,144.577,60.891999999999996,133.622,191.98,110.50399999999999,255.49200000000002,173.396,240.998,151.93,282.637,138.127,180.024,156.904,221.76,158.421,218.472,95.286,137.382,161.665,182.15,195.63099999999997
97.0,388.0,,106.073,25.206,183.687,41.068999999999996,161.255,43.411,105.075,50.282,185.641,58.276,110.804,59.596000000000004,176.96,63.603,102.994,68.487,209.554,74.513,188.958,76.82600000000001,87.249,78.984,123.155,81.5,99.98899999999999,83.906,194.389,84.445,84.56,89.72200000000001,200.857,93.178,236.862,93.647,130.015,94.126,184.44400000000002,94.571,209.92700000000002,99.49799999999999,145.918,98.66799999999999,199.86700000000002,102.447,156.384,103.236,190.253,99.915,180.17700000000002,103.244,171.104,107.08,98.43799999999999,103.083,207.12900000000002,109.96600000000001,241.447,110.471,43.056000000000004,114.266,82.522,115.031,233.956,117.005,57.806999999999995,121.397,165.014,121.042,219.935,124.545,155.918,126.13,107.169,127.81200000000001,97.691,129.9,202.361,123.458,120.73,131.52700000000002,222.042,137.15200000000002,100.48200000000001,139.164,44.369,141.201,194.813,141.873,36.911,143.57,90.432,141.134,176.39700000000002,140.246,251.644,145.123,216.894,144.582,52.056999999999995,148.609,62.903,149.105,146.901,149.018,122.611,149.929,254.947,155.201,37.321999999999996,153.53,83.902,152.116,96.06200000000001,154.724,149.572,156.382,212.895,159.034,169.613,158.515,60.271,158.874,109.704,160.806,73.196,162.259,89.279,167.101,156.674,168.47400000000002,117.095,168.364,69.3,172.45,130.12,171.935,35.166,173.88099999999997,60.82899999999999,174.685,103.255,175.13,262.093,178.326,166.63299999999998,176.333,200.25599999999997,177.201,240.17,175.987,43.496,178.771,88.695,178.87099999999998,71.95,181.928,229.558,182.889,245.783,184.90900000000002,110.256,185.333,257.111,185.918,196.24200000000002,195.36,42.42100000000001,199.458,154.376,144.534,60.965,133.714,191.99200000000002,110.521,255.49599999999998,173.39700000000002,240.993,151.96,282.707,138.106,179.90200000000002,157.02700000000002,221.752,158.408,218.467,95.291,137.38,161.756,182.172,195.625
97.25,389.0,,106.01299999999999,25.324,183.674,41.11,161.257,43.381,105.086,50.313,185.65099999999998,58.24100000000001,110.81200000000001,59.655,176.965,63.606,102.99799999999999,68.57,209.618,74.497,188.96900000000002,76.753,87.241,78.873,123.164,81.488,99.98299999999999,83.87200000000001,194.39700000000002,84.46700000000001,84.48899999999999,89.73100000000001,200.919,93.152,236.766,93.646,130.041,94.113,184.43200000000002,94.541,209.942,99.486,145.922,98.661,199.845,102.444,156.391,103.196,190.247,99.921,180.192,103.256,171.139,106.99,98.461,103.11,207.17,109.977,241.418,110.45200000000001,43.035,114.251,82.54700000000001,115.044,233.96,117.036,57.812,121.38600000000001,164.99599999999998,121.09299999999999,219.91,124.523,155.945,126.15799999999999,107.182,127.786,97.676,129.91299999999998,202.377,123.417,120.755,131.50799999999998,222.00900000000001,137.126,100.485,139.171,44.382,141.183,194.85,141.836,36.929,143.65,90.469,141.135,176.407,140.237,251.62400000000002,145.13,216.889,144.624,52.093999999999994,148.601,62.908,149.109,146.877,149.00799999999998,122.585,149.944,254.93099999999998,155.17700000000002,37.349000000000004,153.495,83.905,152.131,96.064,154.705,149.562,156.363,212.90200000000002,159.041,169.61599999999999,158.53799999999998,60.383,158.768,109.67200000000001,160.808,73.249,162.316,89.29700000000001,167.12,156.846,168.542,117.111,168.37,69.297,172.437,130.125,172.012,35.163000000000004,173.855,60.797,174.678,103.258,175.13400000000001,262.103,178.343,166.618,176.33900000000003,200.21,177.22799999999998,240.19400000000002,175.99200000000002,43.498999999999995,178.77700000000002,88.684,178.857,71.985,181.88299999999998,229.58599999999998,182.873,245.76,184.92,110.242,185.28599999999997,257.106,185.923,196.25900000000001,195.372,42.407,199.447,154.349,144.55100000000002,61.044,133.803,192.005,110.557,255.497,173.408,240.99400000000003,151.95600000000002,282.726,138.076,179.953,156.969,221.766,158.438,218.46400000000003,95.32700000000001,137.384,161.737,182.092,195.667
97.5,390.0,,105.96600000000001,25.331999999999997,183.632,41.085,161.245,43.327,105.075,50.318999999999996,185.58599999999998,58.27,110.803,59.775,176.99900000000002,63.595,102.993,68.542,209.582,74.5,188.96599999999998,76.714,87.226,78.87100000000001,123.166,81.608,99.99600000000001,83.911,194.41299999999998,84.48299999999999,84.55799999999999,89.70299999999999,200.892,93.15100000000001,236.737,93.664,130.072,94.226,184.416,94.54299999999999,209.957,99.501,145.89600000000002,98.587,199.825,102.45299999999999,156.437,103.20200000000001,190.27599999999998,99.92299999999999,180.187,103.26799999999999,171.15400000000002,106.956,98.462,103.167,207.137,109.98299999999999,241.451,110.45200000000001,43.05,114.193,82.6,115.09200000000001,234.002,117.05,57.806000000000004,121.39,164.976,121.074,219.851,124.557,155.965,126.113,107.149,127.757,97.666,129.901,202.392,123.4,120.751,131.519,222.048,137.164,100.492,139.172,44.369,141.179,194.858,141.834,36.933,143.523,90.538,141.162,176.39700000000002,140.20600000000002,251.521,145.127,216.865,144.619,52.101000000000006,148.624,62.906000000000006,149.10399999999998,146.861,149.02700000000002,122.572,149.965,254.947,155.207,37.408,153.488,83.936,152.10299999999998,96.045,154.72299999999998,149.541,156.333,212.953,159.002,169.637,158.51,60.483000000000004,158.726,109.64200000000001,160.815,73.257,162.30100000000002,89.29700000000001,167.142,156.606,168.46900000000002,117.103,168.378,69.288,172.452,130.072,172.097,35.16,173.84,60.821999999999996,174.62900000000002,103.256,175.13,262.075,178.317,166.62900000000002,176.321,200.197,177.205,240.18200000000002,175.977,43.519,178.75400000000002,88.68,178.86700000000002,71.982,181.878,229.607,182.87,245.77700000000002,184.868,110.234,185.308,257.1,185.91099999999997,196.287,195.34799999999998,42.391999999999996,199.43099999999998,154.349,144.55,61.098,133.838,191.982,110.572,255.449,173.419,240.984,151.968,282.748,138.003,179.94,156.954,221.778,158.42,218.458,95.319,137.371,161.70600000000002,182.171,195.63400000000001
97.75,391.0,,106.07799999999999,25.364,183.636,41.218999999999994,161.252,43.238,105.11399999999999,50.309,185.63299999999998,58.211000000000006,110.84899999999999,59.739,177.014,63.565,102.961,68.52600000000001,209.548,74.49,188.984,76.689,87.229,78.93,123.0,80.0,99.971,83.994,194.40599999999998,84.45200000000001,84.54700000000001,89.75200000000001,200.91299999999998,93.17399999999999,236.648,93.67399999999999,130.05200000000002,94.227,184.418,94.506,210.02200000000002,99.515,145.86700000000002,98.557,199.83700000000002,102.448,156.494,103.199,190.287,99.93299999999999,180.213,103.26799999999999,171.15900000000002,106.963,98.461,103.226,207.105,110.01100000000001,241.46900000000002,110.405,43.032,114.132,82.61,115.125,233.954,117.04799999999999,57.823,121.37,164.97799999999998,121.083,219.84599999999998,124.573,155.91,126.057,107.08,127.662,97.646,129.89700000000002,202.40099999999998,123.329,120.75,131.512,222.06099999999998,137.167,100.492,139.158,44.368,141.18200000000002,194.87400000000002,141.829,36.952,143.55200000000002,90.581,141.174,176.377,140.17700000000002,251.52200000000002,145.10299999999998,216.865,144.625,52.08,148.588,62.905,149.088,146.89,149.02200000000002,122.413,150.06,254.942,155.203,37.406,153.52100000000002,83.935,152.078,96.03399999999999,154.69299999999998,149.541,156.306,213.02,159.037,169.685,158.485,60.493,158.72899999999998,109.654,160.783,73.324,162.33,89.311,167.14700000000002,156.535,168.41,117.102,168.39,69.282,172.42700000000002,130.039,172.02,35.171,173.838,60.821999999999996,174.622,103.275,175.13400000000001,262.097,178.326,166.63,176.342,200.141,177.202,240.15400000000002,175.94099999999997,43.528,178.767,88.671,178.864,71.964,181.917,229.592,182.872,245.748,184.9,110.22200000000001,185.333,257.08299999999997,185.898,196.273,195.33900000000003,42.364,199.453,154.34799999999998,144.542,61.14,133.931,191.918,110.67,255.454,173.43599999999998,240.96599999999998,151.971,282.723,138.029,179.84099999999998,156.975,221.785,158.4,218.458,95.29799999999999,137.379,161.765,182.146,195.618
98.0,392.0,,106.064,25.449,183.671,41.358999999999995,161.222,43.29600000000001,105.12200000000001,50.309,185.718,58.21,110.71600000000001,59.753,177.02700000000002,63.556000000000004,102.98899999999999,68.418,209.56599999999997,74.518,188.94299999999998,76.691,87.243,79.009,123.0,80.0,99.955,84.066,194.37599999999998,84.435,84.6,89.734,200.937,93.194,236.709,93.51700000000001,129.997,94.085,184.44099999999997,94.507,210.005,99.49700000000001,145.863,98.61399999999999,199.86900000000003,102.43799999999999,156.536,103.204,190.326,99.991,180.192,103.256,171.187,106.94200000000001,98.5,103.29,207.13299999999998,110.016,241.428,110.385,43.051,114.065,82.64200000000001,115.184,234.00799999999998,117.074,57.832,121.36200000000001,164.959,121.131,219.84599999999998,124.53399999999999,155.889,126.055,107.053,127.652,97.67399999999999,129.898,202.37099999999998,123.335,120.755,131.518,222.065,137.205,100.49,139.173,44.361999999999995,141.205,194.90599999999998,141.836,36.973,143.425,90.647,141.181,176.378,140.178,251.555,145.106,216.888,144.658,52.096000000000004,148.567,62.881,149.088,146.911,149.055,122.352,150.11700000000002,254.954,155.28,37.398,153.55200000000002,83.925,152.059,96.02600000000001,154.7,149.53799999999998,156.279,213.101,159.009,169.68099999999998,158.498,60.417,158.778,109.664,160.752,73.35600000000001,162.345,89.33200000000001,167.102,156.64,168.422,117.115,168.395,69.278,172.438,130.047,172.015,35.194,173.865,60.806999999999995,174.608,103.292,175.143,262.082,178.285,166.606,176.324,200.165,177.205,240.11599999999999,175.93400000000003,43.528,178.75799999999998,88.64,178.857,72.044,181.96599999999998,229.602,182.83900000000003,245.71099999999998,184.935,110.22399999999999,185.394,257.085,185.89,196.24599999999998,195.263,42.342,199.43900000000002,154.335,144.563,61.199,134.04,191.96900000000002,110.708,255.453,173.416,240.97299999999998,151.995,282.754,138.001,179.87400000000002,156.942,221.84099999999998,158.371,218.424,95.3,137.36700000000002,161.822,182.125,195.695
