TimesH,Frame,NoMissing,26,26,35,35,37,37,46,46,51,51,55,55,61,61,67,67,76,76,83,83,86,86,88,88,89,89,90,90,99,99,106,106,107,107,108,108,112,112,122,122,126,126,127,127,128,128,129,129,131,131,134,134,135,135,140,140,142,142,147,147,151,151,155,155,160,160,162,162,170,170,174,174,175,175,177,177,180,180,182,182,199,199,200,200,201,201,203,203,204,204,205,205,206,206,209,209,211,211,216,216,218,218,219,219,223,223,225,225,226,226,228,228,229,229,234,234,236,236,238,238,239,239,240,240,248,248,257,257,261,261,264,264,270,270,271,271,275,275,276,276,278,278,279,279,280,280,281,281,282,282,284,284,285,285,292,292,293,293,297,297,300,300,301,301,315,315,321,321,350,350,405,405,412,412,464,464,476,476,487,487,505,505,516,516,526,526,599,599,608,608
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
150.5,602.0,,107.874,24.96,183.373,39.945,161.19899999999998,40.99100000000001,105.59899999999999,50.013999999999996,184.52700000000002,56.903999999999996,111.189,58.597,177.541,62.856,104.68,67.55199999999999,210.04,73.921,188.785,75.899,90.334,78.922,123.529,77.475,101.088,83.89,194.563,83.895,85.26899999999999,88.598,201.06799999999998,92.89399999999999,236.66,93.291,130.505,91.959,184.299,93.866,210.808,100.464,146.591,97.198,200.483,103.14399999999999,157.194,101.346,193.71200000000002,101.805,182.351,104.796,171.768,105.404,99.241,103.91799999999999,206.908,109.398,242.205,110.15299999999999,44.012,113.265,83.494,115.69,234.752,116.296,58.924,121.00399999999999,165.21200000000002,115.75200000000001,216.465,124.727,156.38299999999998,125.542,107.331,126.85799999999999,98.226,130.0,202.56099999999998,122.48899999999999,121.337,130.859,221.94400000000002,136.14700000000002,102.25,137.994,45.388999999999996,141.109,195.43200000000002,141.329,37.999,143.7,92.743,142.744,181.257,136.78799999999998,250.106,144.02200000000002,217.16,144.423,51.251999999999995,148.659,64.498,148.579,147.564,148.529,122.991,149.709,,,38.783,152.368,84.802,151.245,96.667,154.724,149.372,155.52200000000002,212.50400000000002,156.599,169.546,156.513,60.255,158.341,110.34700000000001,161.463,73.601,161.273,89.70200000000001,166.653,156.484,166.93400000000003,116.73700000000001,169.736,70.002,171.828,129.945,171.679,36.486999999999995,174.532,61.907,174.649,103.17,174.06900000000002,262.205,177.16400000000002,166.446,173.989,201.38,175.18599999999998,240.666,174.495,44.06,177.831,89.262,177.43599999999998,72.449,181.389,229.305,180.804,245.905,183.322,110.897,184.581,257.252,184.77200000000002,196.84400000000002,193.079,43.31100000000001,198.882,154.709,143.72299999999998,63.405,134.33,192.611,109.66799999999999,255.313,173.107,241.666,151.011,282.173,137.141,179.951,156.659,222.0,158.417,218.362,95.361,139.577,159.812,181.903,194.023
150.75,603.0,,107.897,25.055999999999997,183.38,39.825,161.256,41.038999999999994,105.61399999999999,50.016999999999996,184.44299999999998,56.85,111.25,58.648999999999994,177.55599999999998,62.849,104.646,67.452,210.037,73.895,188.78900000000002,75.895,90.417,79.02199999999999,123.609,77.486,101.148,83.81299999999999,194.637,83.87200000000001,85.24700000000001,88.617,201.05599999999998,92.90799999999999,236.699,93.322,130.509,91.825,184.26,93.84200000000001,210.78400000000002,100.488,146.595,97.209,200.451,103.119,157.18200000000002,101.35,193.81,101.939,182.33599999999998,104.774,171.81099999999998,105.29299999999999,99.23299999999999,103.919,206.888,109.39200000000001,242.218,110.147,44.031000000000006,113.186,83.51700000000001,115.685,234.71200000000002,116.26299999999999,58.925,121.005,165.11599999999999,115.719,216.394,124.715,156.382,125.51799999999999,107.271,126.811,98.219,130.007,202.53799999999998,122.586,121.31299999999999,130.84,221.925,136.165,102.329,137.989,45.358000000000004,141.14600000000002,195.41099999999997,141.328,37.989000000000004,143.58100000000002,92.228,142.225,181.21,136.736,250.09099999999998,144.023,217.17700000000002,144.4,51.245,148.757,64.501,148.582,147.546,148.539,123.04700000000001,149.685,255.035,154.564,38.845,152.33,84.777,151.253,96.542,154.747,149.57399999999998,155.30700000000002,212.43400000000003,156.591,169.58900000000003,156.513,60.236000000000004,158.295,110.339,161.465,73.535,161.22,89.72200000000001,166.687,156.452,166.915,116.726,169.763,70.056,171.829,130.005,171.67700000000002,36.448,174.61700000000002,61.791000000000004,174.65599999999998,103.13799999999999,174.074,262.198,177.155,166.44799999999998,173.967,201.47,175.166,240.69099999999997,174.458,44.076,177.832,89.285,177.445,72.449,181.32,229.27900000000002,180.78799999999998,245.855,183.292,110.895,184.513,257.276,184.76,196.829,193.144,43.396,198.817,154.732,143.717,63.433,134.292,192.58700000000002,109.461,255.222,172.99900000000002,241.627,151.009,282.108,137.243,179.989,156.757,222.046,158.535,218.365,95.35600000000001,139.6,159.764,182.019,194.05599999999998
151.0,604.0,,107.897,24.991999999999997,183.326,39.534,161.27700000000002,41.093999999999994,105.59200000000001,50.013999999999996,184.46900000000002,56.798,111.309,58.748000000000005,177.56099999999998,62.833999999999996,104.647,67.521,210.00799999999998,73.922,188.80200000000002,75.895,90.37100000000001,78.958,123.51,77.48100000000001,101.152,83.765,194.66400000000002,83.84200000000001,85.28399999999999,88.573,201.05900000000003,92.9,236.72,93.303,130.597,91.84700000000001,184.28400000000002,93.86399999999999,210.755,100.446,146.614,97.17200000000001,200.477,103.094,157.174,101.336,193.773,101.949,182.30700000000002,104.79299999999999,171.826,105.208,99.266,103.887,206.858,109.395,242.202,110.164,44.146,113.272,83.56700000000001,115.72,234.679,116.235,58.943000000000005,120.993,165.15200000000002,115.676,216.4,124.70100000000001,156.388,125.413,107.26299999999999,126.792,98.19200000000001,130.001,202.52599999999998,122.71700000000001,121.3,130.803,221.923,136.141,102.314,137.994,45.383,141.142,195.42700000000002,141.297,37.977,143.632,92.31700000000001,142.312,181.263,136.749,250.19400000000002,144.078,217.102,144.268,51.224,148.702,64.507,148.566,147.519,148.503,122.958,149.702,255.0,155.0,38.832,152.328,84.773,151.214,96.584,154.716,149.192,155.61,212.347,156.612,169.52900000000002,156.49200000000002,60.26,158.392,110.257,161.662,73.47800000000001,161.075,89.71700000000001,166.637,156.411,166.865,116.73299999999999,169.794,70.064,171.83900000000003,130.016,171.648,36.418,174.64,61.907,174.532,103.126,174.065,262.17400000000004,177.15200000000002,166.43599999999998,173.981,201.514,175.16299999999998,240.675,174.451,44.091,177.86900000000003,89.3,177.425,72.455,181.33,229.271,180.757,245.847,183.265,110.986,184.577,257.306,184.669,196.889,193.192,43.42,198.827,154.756,143.764,63.431000000000004,134.293,192.61900000000003,109.499,255.265,173.06900000000002,241.67700000000002,151.221,282.128,137.283,179.967,156.773,222.028,158.519,218.34400000000002,95.359,139.57,159.811,181.976,193.99099999999999
151.25,605.0,,107.92200000000001,24.944000000000003,183.36599999999999,39.643,161.35299999999998,41.258,105.594,50.031000000000006,184.476,56.9,111.391,58.785,177.55200000000002,62.761,104.632,67.506,210.021,73.85300000000001,188.78099999999998,75.931,90.23100000000001,79.238,123.62299999999999,77.358,101.03,83.792,194.667,83.85600000000001,85.227,88.61399999999999,201.15200000000002,92.913,236.68099999999998,93.25,130.613,91.69200000000001,184.31099999999998,93.846,210.771,100.436,146.593,97.16,200.445,103.07799999999999,157.18200000000002,101.314,193.798,102.039,182.38099999999997,104.81700000000001,171.886,105.303,99.24799999999999,103.90700000000001,206.84599999999998,109.41799999999999,242.21099999999998,110.117,44.21,113.404,83.565,115.71,234.699,116.241,58.941,120.98700000000001,165.157,115.661,216.44099999999997,124.706,156.33700000000002,125.46,107.266,126.809,98.17,130.035,202.548,122.71700000000001,121.26799999999999,130.808,221.933,136.143,102.324,138.024,45.391000000000005,141.143,195.40099999999998,141.256,38.003,143.597,92.29899999999999,142.279,181.278,136.72299999999998,250.375,144.05,217.11599999999999,144.251,51.111000000000004,148.616,64.579,148.597,147.509,148.542,122.90799999999999,149.803,,,38.852,152.357,84.762,151.207,96.598,154.695,148.997,155.745,212.37099999999998,156.63,169.50599999999997,156.497,60.262,158.43,110.26700000000001,161.667,73.472,161.12,89.78200000000001,166.737,156.395,166.828,116.712,169.87,70.044,171.83,129.954,171.636,36.437,174.63099999999997,61.93600000000001,174.49599999999998,103.131,174.07299999999998,262.158,177.139,166.41,173.951,201.489,175.166,240.69799999999998,174.42700000000002,44.115,177.854,89.322,177.429,72.488,181.359,229.25,180.793,245.845,183.268,111.01299999999999,184.595,257.353,184.505,196.86900000000003,193.173,43.39,198.80200000000002,154.766,143.697,63.402,134.312,192.613,109.524,255.326,172.965,241.713,151.255,282.20799999999997,137.227,179.977,156.732,222.06900000000002,158.365,218.343,95.339,139.394,159.977,181.963,193.93200000000002
151.5,606.0,,107.96,25.054000000000002,183.50400000000002,39.617,161.148,41.211999999999996,105.605,50.048,184.46400000000003,56.93,111.454,58.761,177.56900000000002,62.766999999999996,104.68700000000001,67.572,209.93200000000002,73.832,188.74400000000003,75.944,90.23200000000001,79.009,123.61200000000001,77.499,101.09100000000001,83.837,194.68,83.926,85.21,88.67299999999999,201.081,92.955,236.71599999999998,93.245,130.66299999999998,91.667,184.295,93.882,210.78799999999998,100.45700000000001,146.591,97.175,200.47299999999998,103.066,157.186,101.32799999999999,193.87099999999998,102.102,182.365,104.805,171.896,105.191,99.198,103.844,206.81599999999997,109.446,242.231,110.12200000000001,44.184,113.41799999999999,83.566,115.74,234.639,116.176,58.933,120.995,165.17700000000002,115.65299999999999,216.44,124.759,156.434,125.50399999999999,107.22,126.77,98.166,130.02,202.58599999999998,122.76899999999999,121.26700000000001,130.82399999999998,221.972,136.158,102.37799999999999,138.04,45.428999999999995,141.094,195.33599999999998,141.22799999999998,38.014,143.535,92.25200000000001,142.183,181.285,136.719,250.233,144.015,217.079,144.232,51.176,148.701,64.624,148.58100000000002,147.57,148.597,123.00200000000001,149.77200000000002,,,38.809,152.44899999999998,84.759,151.221,96.61,154.689,148.866,155.844,212.40599999999998,156.58100000000002,169.613,156.505,60.256,158.41,110.274,161.668,73.547,161.27100000000002,89.78,166.75400000000002,156.389,166.77200000000002,116.712,169.845,70.044,171.826,130.056,171.63400000000001,36.444,174.669,61.833999999999996,174.65599999999998,103.126,174.074,262.157,177.145,166.41,173.949,201.49,175.185,240.701,174.447,44.121,177.84,89.325,177.429,72.52199999999999,181.44,229.329,180.8,245.86,183.22099999999998,111.064,184.572,257.345,184.47799999999998,196.887,193.113,43.335,198.827,154.73,143.661,63.391999999999996,134.313,192.646,109.485,255.325,172.83700000000002,241.72400000000002,151.292,282.17400000000004,137.083,179.965,156.72,222.11900000000003,158.283,218.31099999999998,95.34899999999999,139.382,159.996,181.862,193.878
151.75,607.0,,107.89399999999999,24.91,183.519,39.547,161.189,41.187,105.609,50.027,184.455,56.964,111.417,58.86,177.578,62.818000000000005,104.63799999999999,67.578,209.945,73.902,188.77200000000002,75.949,90.156,78.732,124.0,78.0,101.155,83.74,194.701,83.90799999999999,85.24700000000001,88.726,201.011,92.955,236.604,93.274,130.658,91.55799999999999,184.33700000000002,93.913,210.81900000000002,100.447,146.601,97.072,200.481,103.06299999999999,157.207,101.29799999999999,193.90900000000002,102.17200000000001,182.338,104.881,171.831,105.12899999999999,99.262,103.779,206.887,109.416,242.188,110.074,44.143,113.435,83.571,115.712,234.64,116.23200000000001,58.957,120.971,165.21,115.677,216.31400000000002,124.775,156.341,125.398,107.20100000000001,126.787,98.162,130.015,202.605,122.85700000000001,121.26799999999999,130.813,221.963,136.167,102.42200000000001,138.003,45.437,141.129,195.399,141.259,37.979,143.52700000000002,92.198,142.121,181.28400000000002,136.678,250.248,144.006,217.107,144.224,51.216,148.69899999999998,64.613,148.627,147.576,148.584,122.971,149.722,,,38.819,152.434,84.773,151.221,96.588,154.674,148.952,155.806,212.468,156.637,169.658,156.503,60.262,158.333,110.28200000000001,161.691,73.527,161.305,89.79299999999999,166.727,156.281,166.66400000000002,116.70200000000001,169.922,70.045,171.827,130.062,171.56900000000002,36.425,174.713,61.81,174.644,103.15,174.097,262.182,177.158,166.418,173.94400000000002,201.418,175.215,240.761,174.395,44.117,177.766,89.334,177.421,72.50399999999999,181.332,229.41400000000002,180.78099999999998,245.755,183.174,111.069,184.502,257.357,184.463,196.94299999999998,193.018,43.364,198.81099999999998,154.738,143.648,63.38399999999999,134.339,192.623,109.49,255.235,172.97400000000002,241.69299999999998,151.213,282.20599999999996,137.219,179.989,156.665,222.136,158.296,218.322,95.385,139.453,159.97299999999998,181.84900000000002,193.908
152.0,608.0,,107.90299999999999,24.874000000000002,183.52,39.516,161.112,41.147,105.63600000000001,50.008,184.387,56.918,111.395,58.821999999999996,177.53799999999998,62.778999999999996,104.61399999999999,67.585,209.985,73.955,188.761,75.968,90.19200000000001,78.612,123.671,77.538,101.13799999999999,83.647,194.699,83.906,85.185,88.751,201.053,92.931,236.487,93.34299999999999,130.687,91.49600000000001,184.351,93.917,210.78599999999997,100.391,146.583,97.07600000000001,200.582,103.182,157.21,101.295,193.85299999999998,102.075,182.347,104.822,171.95,105.025,99.30799999999999,103.861,206.89700000000002,109.427,242.25799999999998,110.12299999999999,44.093999999999994,113.48200000000001,83.60700000000001,115.686,234.71200000000002,116.256,58.949,120.96700000000001,165.19099999999997,115.633,216.201,124.755,156.371,125.49600000000001,107.198,126.819,98.01299999999999,130.039,202.608,122.88,121.27,130.783,221.955,136.171,102.376,137.96,45.446000000000005,141.088,195.377,141.224,38.022,143.467,92.195,142.116,181.333,136.57,250.29,143.975,217.118,144.213,51.121,148.665,64.62899999999999,148.63299999999998,147.589,148.589,122.906,149.734,,,38.896,152.495,84.76899999999999,151.224,96.572,154.651,149.089,155.726,212.482,156.618,169.653,156.496,60.246,158.309,110.301,161.49,73.42399999999999,161.082,89.831,166.69099999999997,156.226,166.542,116.696,169.91400000000002,70.066,171.835,129.989,171.515,36.459,174.735,61.938,174.57,103.156,174.102,262.204,177.18900000000002,166.408,173.908,201.33599999999998,175.269,240.703,174.417,44.115,177.72799999999998,89.32799999999999,177.395,72.539,181.354,229.392,180.78099999999998,245.769,183.19099999999997,111.11200000000001,184.56900000000002,257.373,184.44299999999998,196.915,192.96099999999998,43.357,198.783,154.741,143.622,63.403999999999996,134.309,192.642,109.429,255.053,173.05900000000003,241.65599999999998,151.166,282.427,137.431,179.99099999999999,156.69299999999998,222.158,158.252,218.298,95.396,139.489,159.905,181.842,194.00400000000002
152.25,609.0,,107.92,24.833000000000002,183.50400000000002,39.516999999999996,161.116,41.141999999999996,105.67399999999999,49.943999999999996,184.446,56.986999999999995,111.382,58.869,177.555,62.769,104.603,67.631,209.97799999999998,73.905,188.75599999999997,75.975,89.993,78.578,123.714,77.293,101.176,83.751,194.703,83.925,85.20200000000001,88.715,201.062,92.898,236.416,93.419,130.72899999999998,91.501,184.30900000000003,93.869,210.78799999999998,100.38,146.586,97.06299999999999,200.632,103.20700000000001,157.225,101.292,193.865,102.041,182.327,104.87200000000001,171.894,105.051,99.361,103.9,206.915,109.383,242.255,110.116,44.135,113.557,83.59200000000001,115.71799999999999,234.736,116.33,58.96,120.978,165.12400000000002,115.557,216.21099999999998,124.79700000000001,156.325,125.428,107.209,126.844,98.057,130.043,202.649,122.84,121.274,130.789,221.97799999999998,136.192,102.45299999999999,138.003,45.475,141.033,195.40900000000002,141.203,37.967,143.56799999999998,92.027,141.881,181.321,136.549,250.343,143.99200000000002,217.05599999999998,144.188,51.23,148.767,64.67399999999999,148.609,147.572,148.55700000000002,122.95700000000001,149.821,,,38.895,152.491,84.795,151.218,96.492,154.684,149.096,155.703,212.445,156.594,169.636,156.49200000000002,60.228,158.333,110.292,161.453,73.363,161.047,89.79299999999999,166.65099999999998,156.17600000000002,166.521,116.689,169.926,70.051,171.80700000000002,129.929,171.512,36.476,174.752,61.931000000000004,174.553,103.169,174.05599999999998,262.195,177.179,166.40200000000002,173.89700000000002,201.36700000000002,175.274,240.618,174.46599999999998,44.138000000000005,177.65599999999998,89.32700000000001,177.426,72.513,181.41099999999997,229.42,180.81799999999998,245.766,183.173,111.15899999999999,184.605,257.347,184.305,196.968,193.00900000000001,43.365,198.82,154.724,143.624,63.394,134.351,192.58,109.465,255.106,172.979,241.709,151.18200000000002,282.733,137.745,179.895,156.597,222.197,158.19799999999998,218.30900000000003,95.359,139.496,159.877,181.842,194.007
152.5,610.0,,107.978,24.748,183.56900000000002,39.423,161.094,41.128,105.678,49.933,184.44,57.018,111.46799999999999,58.92100000000001,177.56599999999997,62.717,104.63799999999999,67.52600000000001,210.046,74.06,188.74400000000003,76.014,90.016,78.60300000000001,123.757,77.173,101.155,83.66,194.708,83.926,85.262,88.65799999999999,201.028,92.94200000000001,236.39,93.45100000000001,130.77700000000002,91.42200000000001,184.347,93.875,210.80700000000002,100.406,146.602,96.98200000000001,200.618,103.211,157.221,101.287,193.82299999999998,102.057,182.372,104.90799999999999,171.829,104.958,99.36200000000001,103.86200000000001,206.92700000000002,109.339,242.31400000000002,110.163,44.163999999999994,113.604,83.56299999999999,115.742,234.812,116.396,58.99100000000001,120.958,165.149,115.55799999999999,216.16,124.803,156.321,125.323,107.23299999999999,126.86200000000001,98.035,130.07399999999998,202.65900000000002,122.824,121.26899999999999,130.787,221.99,136.213,102.443,137.972,45.518,141.005,195.437,141.195,37.955999999999996,143.645,92.052,141.862,181.327,136.51,250.394,143.988,217.025,144.118,51.256,148.80200000000002,64.683,148.628,147.615,148.513,122.961,149.81799999999998,,,38.889,152.435,84.803,151.214,96.522,154.673,149.17,155.67700000000002,212.451,156.569,169.672,156.494,60.24100000000001,158.345,110.348,161.36700000000002,73.361,161.02,89.779,166.62,156.119,166.442,116.69,169.965,70.056,171.813,129.945,171.457,36.483000000000004,174.75599999999997,61.943999999999996,174.543,103.124,174.014,262.199,177.14,166.416,173.892,201.415,175.28599999999997,240.514,174.477,44.147,177.68099999999998,89.337,177.40400000000002,72.499,181.373,229.361,180.81799999999998,245.795,183.149,111.12200000000001,184.668,257.316,184.25900000000001,196.93400000000003,192.99599999999998,43.318999999999996,198.857,154.72899999999998,143.609,63.375,134.342,192.56799999999998,109.46,255.05700000000002,172.96,241.672,151.227,282.472,137.526,179.889,156.57,222.157,158.224,218.266,95.39,139.44799999999998,160.02,181.81400000000002,194.05700000000002
152.75,611.0,,107.97200000000001,24.795,183.55599999999998,39.486999999999995,161.061,41.254,105.697,49.925,184.49,57.115,111.322,59.007,177.546,62.746,104.669,67.547,210.06400000000002,74.01899999999999,188.748,76.015,89.956,78.655,123.774,76.979,101.08200000000001,83.59899999999999,194.74900000000002,83.948,85.33200000000001,88.598,201.00900000000001,92.944,236.36,93.544,130.74,91.339,184.35299999999998,93.845,210.782,100.4,146.616,96.958,200.63099999999997,103.23100000000001,157.234,101.266,193.84599999999998,102.021,182.357,105.007,171.833,105.006,99.34100000000001,103.81200000000001,206.922,109.307,242.234,110.184,44.253,113.72200000000001,83.603,115.723,234.84599999999998,116.355,58.95399999999999,120.977,165.062,115.51799999999999,216.122,124.80799999999999,156.29,125.31700000000001,107.206,126.865,98.025,130.06799999999998,202.68400000000003,122.861,121.266,130.74,221.97299999999998,136.208,102.45299999999999,137.968,45.522,141.026,195.456,141.19,37.948,143.695,92.12899999999999,141.899,181.49099999999999,136.485,250.31,143.96,216.99,144.066,51.298,148.778,64.66,148.659,147.665,148.528,123.01299999999999,149.755,254.93900000000002,154.45,38.859,152.408,84.786,151.219,96.499,154.611,149.124,155.671,212.44799999999998,156.60399999999998,169.635,156.491,60.292,158.33700000000002,110.334,161.392,73.335,161.018,89.781,166.697,156.14600000000002,166.435,116.69,170.02,70.07600000000001,171.799,130.08700000000002,171.304,36.464,174.782,61.896,174.607,103.10600000000001,173.99200000000002,262.17400000000004,177.144,166.42,173.9,201.38299999999998,175.343,240.549,174.447,44.161,177.69299999999998,89.324,177.425,72.525,181.331,229.40900000000002,180.791,245.765,183.153,111.09700000000001,184.667,257.256,184.145,196.963,193.01,43.284,198.86599999999999,154.754,143.545,63.355,134.31,192.484,109.417,255.05,173.03799999999998,241.658,151.122,282.373,137.481,179.95,156.57299999999998,222.095,158.289,218.217,95.383,139.417,160.039,181.78599999999997,194.128
153.0,612.0,,108.073,24.787,183.61700000000002,39.553000000000004,161.05,41.278999999999996,105.68799999999999,49.951,184.40200000000002,57.067,111.29899999999999,59.035,177.528,62.725,104.671,67.584,210.02200000000002,74.013,188.71900000000002,76.041,89.89,78.762,123.796,76.954,101.11399999999999,83.522,194.766,83.984,85.212,88.65100000000001,201.01,92.926,236.368,93.55,130.734,91.366,184.389,93.833,210.791,100.38,146.601,97.10700000000001,200.65,103.19,157.227,101.22399999999999,193.671,101.825,182.315,105.04799999999999,171.80900000000003,104.962,99.27799999999999,103.685,206.938,109.304,242.263,110.245,44.269,113.721,83.581,115.72399999999999,234.80900000000003,116.344,58.967,120.979,165.03900000000002,115.493,216.11700000000002,124.816,156.339,125.31200000000001,107.223,126.822,98.027,130.05200000000002,202.68200000000002,122.945,121.23299999999999,130.716,221.97799999999998,136.201,102.54799999999999,138.078,45.506,141.041,195.563,141.173,37.968,143.68200000000002,92.184,141.946,181.32,136.339,250.352,144.041,216.953,144.036,51.288000000000004,148.759,64.666,148.649,147.689,148.501,123.053,149.776,255.14700000000002,154.642,38.841,152.422,84.76100000000001,151.23,96.56200000000001,154.539,149.299,155.606,212.44299999999998,156.546,169.62400000000002,156.44799999999998,60.348,158.417,110.35,161.281,73.277,160.965,89.77,166.71200000000002,156.15,166.447,116.68299999999999,170.09599999999998,70.105,171.792,130.248,171.28599999999997,36.471,174.801,62.028,174.475,103.117,173.99,262.172,177.112,166.40900000000002,173.91099999999997,201.28599999999997,175.421,240.486,174.472,44.169,177.673,89.335,177.415,72.503,181.26,229.468,180.787,245.75,183.148,111.072,184.614,257.29400000000004,183.99400000000003,196.995,193.018,43.281000000000006,198.892,154.76,143.518,63.331,134.33,192.455,109.461,254.946,173.175,241.67700000000002,151.129,282.475,137.594,179.88099999999997,156.569,222.106,158.253,218.237,95.385,139.314,160.186,181.84099999999998,194.082
153.25,613.0,,108.02600000000001,24.879,183.61599999999999,39.403,161.048,41.342,105.70200000000001,49.949,184.332,57.0,111.329,58.992,177.525,62.70399999999999,104.601,67.667,210.04,74.00399999999999,188.707,76.044,89.81299999999999,78.687,123.837,76.73899999999999,101.09,83.45700000000001,194.78900000000002,83.949,85.34299999999999,88.635,200.979,93.04899999999999,236.421,93.73899999999999,130.798,91.384,184.387,93.77799999999999,210.78400000000002,100.40799999999999,146.585,97.07799999999999,200.731,103.195,157.233,101.186,193.648,101.81299999999999,182.305,105.039,171.77700000000002,104.92399999999999,99.288,103.64399999999999,206.852,109.295,242.222,110.16799999999999,44.295,113.684,83.55799999999999,115.735,234.755,116.272,58.975,121.01,164.946,115.475,216.00799999999998,124.87200000000001,156.32299999999998,125.302,107.19200000000001,126.81700000000001,98.014,130.028,202.67700000000002,122.949,121.219,130.691,221.989,136.19899999999998,102.554,138.085,45.501999999999995,141.013,195.55599999999998,141.195,38.068000000000005,143.68,92.302,142.007,181.385,136.35,250.266,144.04399999999998,216.955,144.128,51.303999999999995,148.789,64.685,148.63,147.705,148.47,123.12899999999999,149.588,255.13299999999998,154.612,38.798,152.297,84.76299999999999,151.233,96.626,154.44299999999998,149.459,155.539,212.435,156.534,169.593,156.421,60.379,158.425,110.361,161.18,73.315,160.99200000000002,89.804,166.68900000000002,156.151,166.37599999999998,116.682,170.15,70.098,171.80599999999998,130.246,171.213,36.507,174.834,61.968999999999994,174.546,103.10600000000001,173.985,262.171,177.127,166.426,173.915,201.28599999999997,175.373,240.513,174.456,44.166000000000004,177.65200000000002,89.333,177.40599999999998,72.532,181.287,229.503,180.81799999999998,245.75,183.141,111.12799999999999,184.65099999999998,257.246,183.977,196.93099999999998,193.045,43.325,198.831,154.80100000000002,143.509,63.327,134.333,192.433,109.49,255.032,173.071,241.685,151.10399999999998,282.42900000000003,137.517,179.87,156.56,222.05700000000002,158.264,218.206,95.385,139.327,160.256,181.864,193.984
153.5,614.0,,108.12700000000001,24.774,183.63299999999998,39.497,161.061,41.379,105.68799999999999,49.964,184.282,56.951,111.30799999999999,59.023999999999994,177.56,62.72,104.62100000000001,67.696,210.082,73.915,188.713,76.035,89.86200000000001,78.54,123.788,76.623,101.04,83.387,194.82,83.97399999999999,85.404,88.68700000000001,201.00099999999998,92.977,236.519,93.736,130.809,91.266,184.4,93.807,210.767,100.351,146.584,96.978,200.74,103.19,157.234,101.179,193.588,101.711,182.33700000000002,105.088,171.78099999999998,104.85700000000001,99.307,103.509,206.82299999999998,109.24600000000001,242.122,110.116,44.327,113.709,83.603,115.686,234.845,116.315,58.978,121.03299999999999,164.954,115.51700000000001,215.94099999999997,124.896,156.374,125.33,107.209,126.86,98.02799999999999,130.037,202.645,122.948,121.22200000000001,130.66899999999998,221.988,136.21,102.60799999999999,138.109,45.506,140.998,195.61700000000002,141.183,38.03,143.643,92.12299999999999,141.716,181.245,136.233,250.415,144.084,216.917,144.112,51.278,148.658,64.669,148.65,147.755,148.467,123.165,149.559,255.102,154.616,38.745,152.40200000000002,84.757,151.233,96.60799999999999,154.437,149.494,155.494,212.435,156.58100000000002,169.558,156.393,60.39,158.4,110.369,161.158,73.3,160.97899999999998,89.80799999999999,166.81099999999998,156.167,166.38400000000001,116.7,170.08,70.10600000000001,171.81799999999998,130.197,171.201,36.497,174.826,62.022,174.47,103.111,173.972,262.18,177.13,166.42700000000002,173.90900000000002,201.34799999999998,175.38099999999997,240.614,174.40099999999998,44.172,177.646,89.333,177.43599999999998,72.49,181.345,229.524,180.84400000000002,245.71900000000002,183.102,111.089,184.645,257.255,183.895,196.899,192.998,43.31100000000001,198.86900000000003,154.82,143.534,63.363,134.287,192.453,109.455,255.058,172.89700000000002,241.67,151.159,282.473,137.601,179.80700000000002,156.436,222.084,158.285,218.207,95.414,139.335,160.214,181.85299999999998,194.017
