TimesH,Frame,NoMissing,4,4,6,6,16,16,17,17,65,65,78,78,101,101,114,114,122,122,125,125,130,130,131,131,132,132,137,137,143,143,144,144,145,145,151,151,158,158,160,160,163,163,178,178,199,199,207,207,209,209,217,217,218,218,226,226,236,236,239,239,245,245,250,250,259,259,277,277,278,278,281,281,292,292,300,300,304,304,306,306,315,315,394,394,536,536,598,598
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
425.0,1700.0,,121.70299999999999,52.861000000000004,126.927,51.494,178.808,60.537,170.18900000000002,64.597,188.213,92.59899999999999,164.321,92.08,93.042,76.984,204.862,83.75,158.92,81.697,166.794,120.274,160.091,126.086,204.997,123.67200000000001,123.35,116.542,91.57799999999999,117.882,124.67399999999999,131.332,186.547,127.21,235.179,129.942,80.632,125.01100000000001,225.495,107.18,210.78,109.594,195.265,103.94,109.98299999999999,116.65100000000001,150.614,148.891,89.139,159.225,191.69400000000002,156.91299999999998,257.325,153.37,67.37100000000001,135.524,91.035,132.775,215.954,143.32399999999998,120.147,145.368,93.29700000000001,139.812,106.337,174.52,132.899,172.107,93.06299999999999,180.048,232.458,179.817,196.002,162.16899999999998,115.27,159.757,111.29700000000001,168.859,99.89,164.727,147.82399999999998,166.377,47.966,191.167,253.05200000000002,140.747,172.47799999999998,57.266999999999996,202.683,149.304
425.25,1701.0,,121.71700000000001,52.868,126.84,51.49100000000001,178.928,60.409,170.205,64.516,188.187,92.60700000000001,164.25400000000002,92.22,93.042,76.944,204.857,83.73,159.233,81.742,166.76,120.214,160.066,125.98,204.97,123.708,123.319,116.60799999999999,91.76700000000001,117.94200000000001,124.70700000000001,130.986,186.55200000000002,127.24,235.237,130.109,80.57600000000001,125.039,225.36700000000002,107.109,210.729,109.601,195.247,103.95200000000001,109.975,116.59200000000001,150.678,148.954,89.196,159.327,191.61700000000002,156.923,257.54900000000004,153.679,67.365,135.501,91.05799999999999,132.829,215.953,143.381,120.139,145.343,93.311,139.825,106.351,174.515,132.908,172.082,93.005,180.292,232.483,179.826,195.979,162.194,115.26899999999999,159.751,111.428,168.82,99.94,164.722,147.953,166.50900000000001,47.992,191.34,253.12,140.796,172.433,57.367,202.604,149.31799999999998
425.5,1702.0,,121.71700000000001,52.86,126.881,51.553999999999995,179.058,60.394,170.22,64.518,188.2,92.661,164.28599999999997,92.23700000000001,93.08,76.983,204.87400000000002,83.726,159.214,81.83800000000001,166.74200000000002,120.17200000000001,160.122,125.90799999999999,204.95,123.78299999999999,123.302,116.61399999999999,91.887,117.915,124.677,131.264,186.56099999999998,127.292,235.123,129.93200000000002,80.542,125.038,225.403,107.16799999999999,210.75,109.57799999999999,195.238,103.93,109.93700000000001,116.61399999999999,150.696,148.961,89.219,159.308,191.50799999999998,156.92,257.64,153.734,67.36,135.523,91.059,132.786,215.998,143.389,120.09200000000001,145.362,93.304,139.789,106.30799999999999,174.56900000000002,132.90200000000002,172.092,93.071,180.16,232.533,179.84400000000002,195.952,162.18200000000002,115.31200000000001,159.733,111.361,168.86700000000002,99.954,164.71400000000003,147.987,166.56099999999998,47.88399999999999,191.17700000000002,253.149,140.736,172.334,57.515,202.57299999999998,149.297
425.75,1703.0,,121.714,52.831,126.775,51.573,179.077,60.078,170.226,64.426,188.2,92.714,164.299,92.214,93.104,76.933,204.87099999999998,83.70299999999999,159.32,81.65,166.679,120.17399999999999,160.123,125.839,204.99099999999999,123.74,123.318,116.564,91.936,117.897,124.73700000000001,130.925,186.54,127.319,235.03,130.091,80.52199999999999,125.042,225.44099999999997,107.12700000000001,210.794,109.574,195.207,103.896,109.906,116.57700000000001,150.624,148.909,89.094,159.167,191.542,156.929,257.699,153.69799999999998,67.308,135.60399999999998,91.074,132.783,215.925,143.31,120.109,145.33,93.33,139.792,106.314,174.61700000000002,132.9,172.082,93.07,180.208,232.53099999999998,179.84400000000002,195.96400000000003,162.246,115.29299999999999,159.75799999999998,111.32799999999999,168.898,99.96799999999999,164.739,147.94299999999998,166.65599999999998,47.883,191.06900000000002,253.11900000000003,140.721,172.40400000000002,57.566,202.574,149.356
426.0,1704.0,,121.69200000000001,52.851000000000006,126.81,51.49100000000001,179.082,59.885,170.16099999999997,64.399,188.205,92.70100000000001,164.269,92.306,93.14299999999999,76.98100000000001,204.822,83.677,159.173,81.63,166.703,120.186,160.095,125.68799999999999,205.00400000000002,123.805,123.29799999999999,116.708,91.852,117.822,124.695,131.15,186.517,127.339,235.013,130.214,80.32,125.09299999999999,225.392,107.12100000000001,210.762,109.63600000000001,195.199,103.87799999999999,109.866,116.712,150.576,148.929,89.164,159.108,191.548,156.928,257.718,153.671,67.339,135.58100000000002,91.06700000000001,132.781,215.824,143.265,120.02799999999999,145.32399999999998,93.35700000000001,139.846,106.296,174.625,132.922,172.153,93.13600000000001,179.90599999999998,232.49200000000002,179.84400000000002,195.94299999999998,162.275,115.26100000000001,159.791,111.306,168.843,99.95200000000001,164.732,147.95,166.791,48.001000000000005,191.187,253.136,140.725,172.324,57.534,202.56599999999997,149.317
426.25,1705.0,,121.70100000000001,52.818000000000005,126.854,51.458,179.003,60.048,170.083,64.402,188.199,92.738,164.278,92.30799999999999,93.12100000000001,77.041,204.854,83.631,159.299,81.91,166.72400000000002,120.227,160.061,125.70299999999999,204.975,123.895,123.319,116.693,91.775,117.835,124.71799999999999,130.934,186.50900000000001,127.381,234.984,130.19299999999998,80.316,125.104,225.41299999999998,107.125,210.815,109.59100000000001,195.201,103.89399999999999,109.85600000000001,116.749,150.567,148.94,89.14200000000001,159.069,191.362,156.922,257.746,153.674,67.331,135.57299999999998,91.055,132.78,215.757,143.232,120.04899999999999,145.309,93.33200000000001,139.74200000000002,106.35,174.666,132.893,172.136,93.14,179.77700000000002,232.52700000000002,179.831,195.94,162.289,115.26799999999999,159.789,111.307,168.791,99.965,164.764,147.912,166.747,48.051,191.15099999999998,253.218,140.716,172.415,57.601000000000006,202.53900000000002,149.29
426.5,1706.0,,121.693,52.839,126.89200000000001,51.506,179.019,60.034,170.09400000000002,64.354,188.199,92.76899999999999,164.30900000000003,92.4,93.135,77.133,204.862,83.634,159.225,81.969,166.63299999999998,120.19,160.037,125.64399999999999,204.93599999999998,123.87,123.305,116.677,91.705,117.84100000000001,124.69200000000001,130.906,186.554,127.387,234.96599999999998,130.128,79.98899999999999,125.242,225.435,107.057,210.81599999999997,109.594,195.16099999999997,103.906,109.87100000000001,116.895,150.579,148.987,89.036,159.127,191.37,156.92700000000002,257.70599999999996,153.684,67.332,135.585,91.035,132.77100000000002,215.72400000000002,143.209,120.03200000000001,145.247,93.36,139.779,106.34700000000001,174.62599999999998,132.91,172.21,93.12799999999999,179.89,232.516,179.834,195.96099999999998,162.266,115.256,159.805,111.351,168.827,99.95700000000001,164.755,147.83,166.713,48.041000000000004,191.236,253.225,140.656,172.44299999999998,57.57899999999999,202.53400000000002,149.308
426.75,1707.0,,121.743,52.831,126.74700000000001,51.488,178.955,59.952,170.078,64.304,188.261,92.755,164.25599999999997,92.494,93.16,77.155,204.88,83.63,159.195,81.914,166.523,120.18799999999999,160.121,125.594,204.97400000000002,123.834,123.295,116.584,91.697,117.8,124.625,130.901,186.577,127.359,234.93200000000002,130.13,79.988,125.229,225.463,107.137,210.877,109.59,195.19400000000002,103.885,109.87200000000001,116.90700000000001,150.583,148.94799999999998,89.01700000000001,159.095,191.35299999999998,156.94,257.586,153.451,67.29899999999999,135.592,91.06,132.78799999999998,215.77,143.304,120.072,145.273,93.36,139.73,106.37100000000001,174.56799999999998,132.89700000000002,172.18900000000002,93.208,180.014,232.542,179.851,195.933,162.23,115.274,159.822,111.321,168.963,99.946,164.74099999999999,147.839,166.735,48.11,191.296,253.15400000000002,140.705,172.365,57.621,202.563,149.30100000000002
427.0,1708.0,,121.76799999999999,52.841,126.65799999999999,51.482,178.957,59.934,170.024,64.348,188.329,92.77,164.34400000000002,92.5,93.26799999999999,77.32300000000001,204.908,83.6,159.055,81.714,166.47299999999998,120.162,160.043,125.59700000000001,204.956,124.054,123.27799999999999,116.64,91.70100000000001,117.807,124.671,130.681,186.577,127.36399999999999,234.821,130.127,80.124,125.21799999999999,225.41299999999998,107.09,210.893,109.555,195.202,103.89299999999999,109.875,116.947,150.58700000000002,148.947,89.02799999999999,159.031,191.459,156.975,257.356,152.947,67.315,135.58700000000002,91.105,132.792,215.748,143.3,120.081,145.312,93.37899999999999,139.72799999999998,106.396,174.602,132.918,172.278,93.211,179.81599999999997,232.58,179.83599999999998,195.95,162.262,115.296,159.808,111.329,168.97400000000002,99.93,164.692,147.846,166.732,48.162,191.43900000000002,253.13,140.69799999999998,172.38299999999998,57.563,202.609,149.32299999999998
427.25,1709.0,,121.762,52.845,126.586,51.497,178.97,60.272,169.997,64.354,188.303,92.771,164.345,92.43,93.36200000000001,77.4,204.93,83.57799999999999,159.077,81.64399999999999,166.417,120.17399999999999,160.078,125.505,204.90900000000002,123.959,123.257,116.68,91.727,117.76299999999999,124.57700000000001,130.994,186.615,127.33,234.804,130.12,80.12100000000001,125.149,225.458,107.15899999999999,210.888,109.555,195.235,103.89,109.84700000000001,116.939,150.567,148.912,89.08200000000001,158.964,191.49,157.02700000000002,257.45599999999996,153.05700000000002,67.29899999999999,135.57399999999998,91.137,132.814,215.775,143.368,120.071,145.308,93.34,139.718,106.38799999999999,174.53,132.906,172.248,93.102,179.845,232.53900000000002,179.81,195.975,162.293,115.31,159.752,111.39,168.977,99.965,164.72400000000002,147.81799999999998,166.713,48.123000000000005,191.377,253.09900000000002,140.695,172.34400000000002,57.63399999999999,202.607,149.289
427.5,1710.0,,121.825,52.802,126.512,51.618,178.995,60.294,169.945,64.402,188.362,92.75399999999999,164.296,92.46799999999999,93.419,77.469,204.96,83.559,159.06,81.566,166.40900000000002,120.21700000000001,160.02700000000002,125.553,204.94099999999997,123.912,123.25399999999999,116.70299999999999,91.68700000000001,117.82,124.615,130.875,186.605,127.337,234.827,130.137,80.188,125.132,225.489,107.212,211.144,109.43799999999999,195.253,103.92299999999999,109.80799999999999,116.98100000000001,150.558,148.936,89.208,158.989,191.657,157.02700000000002,257.63599999999997,153.247,67.307,135.541,91.14399999999999,132.845,215.77,143.36,120.064,145.261,93.353,139.751,106.45,174.55599999999998,132.906,172.205,93.178,179.59099999999998,232.485,179.86900000000003,195.982,162.36,115.29700000000001,159.762,111.42200000000001,168.925,99.984,164.72299999999998,147.86700000000002,166.794,48.188,191.38,253.088,140.756,172.207,57.63,202.62900000000002,149.287
427.75,1711.0,,121.809,52.788999999999994,126.58200000000001,51.648,178.90599999999998,60.45,169.96400000000003,64.41199999999999,188.372,92.833,164.356,92.417,93.5,77.51899999999999,204.963,83.55,159.124,81.691,166.42700000000002,120.161,160.04399999999998,125.473,204.967,123.869,123.243,116.67200000000001,91.72200000000001,117.865,124.661,130.806,186.62,127.325,234.77,130.194,79.926,125.325,225.467,107.198,211.293,109.28299999999999,195.24099999999999,103.913,109.786,116.986,150.602,148.856,89.185,159.02100000000002,191.667,157.023,257.617,153.213,67.331,135.518,91.178,132.869,215.72299999999998,143.336,120.081,145.246,93.352,139.78799999999998,106.501,174.7,132.887,172.178,93.131,179.842,232.507,179.825,195.981,162.415,115.322,159.717,111.288,168.86,99.985,164.68099999999998,147.83,166.81599999999997,48.295,191.646,253.088,140.62,172.197,57.601000000000006,202.642,149.249
428.0,1712.0,,121.81299999999999,52.824,126.734,51.692,178.9,60.68600000000001,169.976,64.477,188.343,92.869,164.40900000000002,92.40700000000001,93.522,77.538,204.956,83.538,159.241,81.87,166.368,120.12899999999999,160.091,125.6,204.972,123.744,123.286,116.74600000000001,91.631,117.874,124.734,130.49,186.61900000000003,127.311,234.67700000000002,130.17,79.578,125.32700000000001,225.49900000000002,107.131,211.317,109.211,195.278,103.898,109.773,117.01899999999999,150.582,148.791,89.171,158.961,191.774,157.093,257.92400000000004,153.832,67.317,135.561,91.221,132.9,215.699,143.317,120.009,145.26,93.35799999999999,139.799,106.557,174.745,132.852,172.192,93.169,179.727,232.518,179.868,195.989,162.438,115.32700000000001,159.697,111.29700000000001,168.928,100.02,164.683,147.888,166.726,,,253.15200000000002,140.63,172.183,57.504,202.6,149.296
428.25,1713.0,,121.805,52.851000000000006,126.71799999999999,51.669,178.893,60.479,170.00099999999998,64.471,188.328,92.85799999999999,164.37099999999998,92.435,93.405,77.484,204.917,83.571,159.34799999999998,81.801,166.421,120.15,160.109,125.29700000000001,204.97400000000002,123.825,123.31299999999999,116.726,91.58200000000001,117.844,124.764,130.236,186.612,127.36,234.623,130.148,79.51,125.287,225.592,107.21600000000001,211.274,109.25200000000001,195.31099999999998,103.915,109.76,116.92200000000001,150.649,148.906,89.125,159.035,191.707,157.01,257.949,153.94799999999998,67.347,135.578,91.19200000000001,132.886,215.71400000000003,143.30100000000002,120.02799999999999,145.273,93.324,139.803,106.435,174.583,132.849,172.15400000000002,93.412,179.50799999999998,232.55700000000002,179.877,196.007,162.437,115.339,159.704,111.24799999999999,168.99200000000002,100.03,164.646,147.922,166.766,,,253.202,140.611,172.215,57.27,202.609,149.342
428.5,1714.0,,121.789,52.881,126.67,51.724,179.003,60.11,169.96900000000002,64.495,188.317,92.865,164.37,92.40100000000001,93.333,77.503,204.938,83.62200000000001,159.065,81.73100000000001,166.47400000000002,120.08200000000001,160.116,125.383,204.986,123.836,123.29299999999999,116.819,91.59,117.816,124.84299999999999,130.181,186.62,127.37200000000001,234.699,130.05,79.714,125.197,225.61599999999999,107.21700000000001,211.217,109.307,195.308,103.947,109.75200000000001,116.914,150.702,148.94899999999998,89.149,159.10399999999998,191.672,156.909,257.634,153.311,67.30199999999999,135.58100000000002,91.2,132.909,215.79,143.424,120.054,145.22,93.336,139.85399999999998,106.405,174.53099999999998,132.817,172.09,93.368,179.65,232.57,179.83,196.021,162.423,115.35700000000001,159.694,111.199,168.93,100.01,164.66,147.923,166.828,,,253.171,140.694,172.132,57.272,202.672,149.36700000000002
428.75,1715.0,,121.79899999999999,52.909,126.616,51.843,179.075,60.075,170.005,64.487,188.28799999999998,92.844,164.37599999999998,92.459,93.27600000000001,77.523,204.91,83.66799999999999,158.97,81.729,166.47099999999998,120.083,160.111,125.37899999999999,205.03,123.89,123.329,116.811,91.66,117.819,124.82600000000001,130.188,186.597,127.398,234.813,130.28799999999998,79.925,125.145,225.53400000000002,107.11399999999999,211.24200000000002,109.277,195.287,103.93,109.74700000000001,116.848,150.727,148.91,89.139,159.112,191.903,156.986,257.655,153.373,67.324,135.585,91.227,132.89600000000002,215.773,143.375,120.09,145.188,93.324,139.916,106.395,174.502,132.82399999999998,172.055,93.35700000000001,179.71,232.535,179.82,196.071,162.496,115.335,159.683,111.225,168.90099999999998,100.008,164.683,147.922,166.812,,,253.215,140.69799999999998,172.18400000000003,57.327,202.702,149.362
429.0,1716.0,,121.8,52.927,126.57,51.891000000000005,179.085,60.483000000000004,169.99900000000002,64.475,188.28,92.76,164.41,92.40299999999999,93.34100000000001,77.508,204.97,83.665,158.839,81.523,166.53799999999998,120.11200000000001,160.115,125.24700000000001,205.084,123.772,123.374,116.89,91.57700000000001,117.805,124.866,129.975,186.614,127.35,234.795,130.187,79.916,125.086,225.53900000000002,107.079,211.33,109.198,195.287,103.90799999999999,109.777,116.764,150.762,148.892,89.086,159.191,191.93400000000003,157.058,257.551,153.196,67.32600000000001,135.60399999999998,91.258,132.918,215.768,143.42,120.115,145.17700000000002,93.35700000000001,139.899,106.32700000000001,174.488,132.838,172.045,93.37299999999999,179.80900000000003,232.55599999999998,179.81599999999997,196.05900000000003,162.497,115.307,159.69,111.20200000000001,168.967,100.01100000000001,164.72799999999998,148.004,166.835,,,253.24599999999998,140.655,172.22,57.36,202.66299999999998,149.404
429.25,1717.0,,121.792,52.916000000000004,126.555,51.891999999999996,179.13299999999998,61.013000000000005,170.082,64.45,188.364,92.75299999999999,164.42,92.48200000000001,93.339,77.545,204.889,83.633,158.977,81.675,166.576,120.185,160.091,125.338,205.12,123.796,123.361,116.81200000000001,91.601,117.8,124.835,130.064,186.595,127.39399999999999,234.77,130.02700000000002,79.817,125.1,225.495,106.94,211.39,109.12299999999999,195.24200000000002,103.93700000000001,109.77600000000001,116.755,150.779,148.91299999999998,89.14200000000001,159.037,191.93599999999998,156.981,257.639,153.273,67.335,135.615,91.251,132.933,215.767,143.35299999999998,120.035,145.188,93.381,139.914,106.376,174.48,132.809,171.98,93.23,179.925,232.541,179.761,196.088,162.565,115.31700000000001,159.696,111.274,168.91099999999997,99.98700000000001,164.674,147.895,166.77700000000002,,,253.25799999999998,140.63,172.285,57.243,202.715,149.333
429.5,1718.0,,121.79899999999999,52.917,126.521,52.011,179.144,60.755,170.00099999999998,64.434,188.312,92.712,164.357,92.485,93.406,77.456,204.91,83.65899999999999,159.072,81.786,166.585,120.18799999999999,160.06799999999998,125.31200000000001,205.166,123.814,123.35700000000001,116.936,91.665,117.87200000000001,124.836,130.181,186.542,127.427,234.68,130.124,79.972,125.088,225.451,106.986,211.50400000000002,109.036,195.305,103.92200000000001,109.78,116.734,150.72899999999998,148.744,89.135,158.975,191.887,156.90200000000002,257.691,153.305,67.322,135.65200000000002,91.235,132.96200000000002,215.78799999999998,143.316,120.1,145.156,93.383,139.964,106.55,174.61599999999999,132.827,171.91099999999997,93.215,180.03099999999998,232.59099999999998,179.769,196.1,162.61700000000002,115.302,159.697,111.415,168.95,99.98899999999999,164.68900000000002,147.847,166.81099999999998,48.519,191.722,253.24200000000002,140.705,172.298,57.24100000000001,202.71200000000002,149.325
429.75,1719.0,,121.804,52.91,126.515,51.957,179.218,61.321000000000005,169.965,64.607,188.24,92.81,164.357,92.322,93.32700000000001,77.509,204.88299999999998,83.646,159.164,81.783,166.60299999999998,120.23,160.004,125.18299999999999,205.25799999999998,123.92299999999999,123.397,117.03299999999999,91.666,117.833,124.79899999999999,130.36700000000002,186.53,127.47,234.74900000000002,129.843,79.96,125.12899999999999,225.47,106.945,211.512,109.04700000000001,195.332,103.824,109.76899999999999,116.69200000000001,150.702,148.658,89.118,159.02100000000002,191.868,156.936,257.618,153.071,67.279,135.691,91.228,132.964,215.815,143.35,120.135,145.08,93.38600000000001,139.93,106.572,174.69099999999997,132.852,171.921,93.257,179.805,232.554,179.72099999999998,196.118,162.705,115.314,159.661,111.52600000000001,168.865,99.98200000000001,164.672,147.89700000000002,166.90599999999998,48.285,191.614,253.269,140.733,172.245,57.285,202.69799999999998,149.3
430.0,1720.0,,121.838,52.927,,,179.18400000000003,61.244,169.938,64.655,188.243,92.848,164.50099999999998,92.12299999999999,93.229,77.53,204.86,83.625,159.134,81.663,166.588,120.241,160.02100000000002,125.184,205.283,123.988,123.414,117.1,91.45,117.899,124.78299999999999,130.414,186.579,127.446,234.771,129.762,79.79,125.164,225.40900000000002,106.94,211.582,109.045,195.362,103.82600000000001,109.727,116.743,150.72,148.661,89.046,159.015,191.989,157.02200000000002,257.594,153.088,67.27,135.696,91.23299999999999,132.975,215.81799999999998,143.424,120.09100000000001,145.069,93.464,140.018,106.63,174.736,132.829,171.90599999999998,93.272,179.956,232.583,179.671,196.115,162.731,115.28,159.666,111.45700000000001,168.94,99.985,164.709,147.967,167.00099999999998,48.31100000000001,191.65900000000002,253.305,140.703,172.28799999999998,57.402,202.628,149.285
430.25,1721.0,,121.838,52.9,,,179.238,61.427,169.99099999999999,64.65100000000001,188.25,92.884,164.601,92.11399999999999,93.32799999999999,77.473,204.91,83.59200000000001,159.187,81.541,166.55599999999998,120.19,160.03,125.18,205.24200000000002,124.081,123.37799999999999,117.068,91.46,117.964,124.78,130.487,186.588,127.413,234.755,129.906,79.768,125.223,225.36700000000002,106.899,211.532,109.068,195.38400000000001,103.744,109.719,116.749,150.703,148.542,88.994,159.017,191.96400000000003,156.955,257.718,153.17600000000002,67.259,135.66899999999998,91.23700000000001,132.97899999999998,215.76,143.35299999999998,120.10799999999999,145.047,93.464,140.003,106.62,174.743,132.84799999999998,171.937,93.243,179.898,232.516,179.705,196.112,162.76,115.31,159.654,111.49600000000001,168.925,99.986,164.69799999999998,147.985,167.176,48.073,191.641,253.283,140.731,172.313,57.257,202.68200000000002,149.245
430.5,1722.0,,121.82700000000001,52.897,,,179.22400000000002,61.24100000000001,169.981,64.569,188.315,92.9,164.81400000000002,91.88600000000001,93.323,77.515,204.937,83.62100000000001,159.108,81.676,166.56099999999998,120.161,160.026,125.177,205.237,124.07600000000001,123.368,116.973,91.39200000000001,117.95700000000001,124.792,130.352,186.625,127.429,234.801,130.144,79.76,125.25299999999999,225.40400000000002,106.87100000000001,211.52700000000002,109.057,195.407,103.738,109.75,116.72200000000001,150.65200000000002,148.558,89.056,159.077,191.923,156.91,257.647,153.05,67.24,135.7,91.262,132.97899999999998,215.745,143.296,120.289,145.00799999999998,93.461,140.05700000000002,106.64299999999999,174.796,132.792,171.977,93.21,179.954,232.575,179.703,196.09099999999998,162.785,115.321,159.64600000000002,111.44,168.93,99.999,164.709,147.97299999999998,167.19400000000002,48.09,191.673,253.30200000000002,140.783,172.347,57.155,202.71200000000002,149.275
430.75,1723.0,,121.824,52.91,,,179.27200000000002,61.55,169.972,64.509,188.356,92.885,164.766,91.988,93.274,77.538,204.889,83.681,159.123,81.805,166.61900000000003,120.21,159.969,125.21,205.24400000000003,124.079,123.44200000000001,116.99,91.26299999999999,117.90799999999999,124.764,130.476,186.628,127.38799999999999,234.745,130.181,79.715,125.225,225.40400000000002,106.86200000000001,211.528,109.07600000000001,195.357,103.85600000000001,109.73899999999999,116.75399999999999,150.67600000000002,148.529,89.03299999999999,159.08,192.02599999999998,156.882,257.70599999999996,153.131,67.21,135.694,91.23100000000001,132.985,215.678,143.26,120.24799999999999,145.013,93.48299999999999,140.07299999999998,106.681,174.854,132.82299999999998,172.03099999999998,93.208,179.916,232.53599999999997,179.771,196.088,162.82,115.324,159.648,111.34100000000001,169.00099999999998,100.005,164.74400000000003,147.942,167.185,47.923,191.658,253.351,140.78,172.375,57.242,202.727,149.36
431.0,1724.0,,121.815,52.931000000000004,,,179.331,61.809,170.00799999999998,64.488,188.385,92.935,164.24,92.71,93.32700000000001,77.51100000000001,204.917,83.705,159.149,82.03200000000001,166.59,120.147,159.989,125.18799999999999,205.271,124.37200000000001,123.431,117.094,91.225,117.928,124.764,130.41,186.59,127.37700000000001,234.69,129.959,79.939,125.13,225.37099999999998,106.88,211.30700000000002,109.23700000000001,195.33599999999998,103.932,109.709,116.71700000000001,150.65,148.458,89.057,159.061,192.054,156.882,257.765,153.248,67.187,135.731,91.245,132.969,215.592,143.062,120.23100000000001,144.976,93.53399999999999,140.153,106.79,174.89700000000002,132.866,172.047,93.198,179.91099999999997,232.53,179.81,196.114,162.843,115.345,159.638,111.602,168.737,99.984,164.743,147.893,167.05,47.997,191.71900000000002,253.324,140.743,172.37400000000002,57.198,202.731,149.312
431.25,1725.0,,121.759,52.896,126.57,51.994,179.21599999999998,60.739,169.895,64.541,188.343,93.01,164.30700000000002,92.588,93.296,77.528,204.93200000000002,83.729,158.967,81.936,166.548,120.132,159.952,125.391,205.261,124.49799999999999,123.399,117.065,91.22399999999999,117.906,124.65700000000001,130.533,186.583,127.337,234.732,129.696,79.837,125.26,225.363,106.85799999999999,211.305,109.264,195.293,103.97399999999999,109.695,116.685,150.625,148.44799999999998,89.074,159.029,192.06400000000002,156.91,257.762,153.159,67.173,135.753,91.236,132.967,215.62,143.114,120.22399999999999,144.985,93.59299999999999,140.187,106.792,174.916,132.857,171.99,93.21799999999999,179.935,232.546,179.84599999999998,196.118,162.882,115.35600000000001,159.64700000000002,111.72399999999999,168.657,99.947,164.726,147.903,167.017,48.04600000000001,191.671,253.338,140.75,172.368,57.11600000000001,202.72099999999998,149.303
431.5,1726.0,,121.708,52.943000000000005,126.682,52.025,179.158,60.49100000000001,169.977,64.54,188.34900000000002,93.01100000000001,164.257,92.51299999999999,93.33,77.48899999999999,204.91400000000002,83.712,158.96,81.87,166.537,120.196,159.965,125.51100000000001,205.19400000000002,124.367,123.426,117.001,91.33,117.829,124.771,130.376,186.625,127.335,234.706,129.65200000000002,79.867,125.24799999999999,225.389,106.869,211.394,109.25200000000001,195.326,103.939,109.675,116.613,150.565,148.513,89.10799999999999,158.975,192.137,156.96,257.785,153.217,67.196,135.752,91.22399999999999,132.999,215.662,143.19799999999998,120.287,144.972,93.615,140.089,106.757,174.86,132.849,172.015,93.28399999999999,179.92,232.545,179.82299999999998,196.123,162.877,115.374,159.605,111.676,168.544,99.97,164.71900000000002,147.85399999999998,166.892,48.013000000000005,191.637,253.354,140.748,172.41299999999998,57.027,202.78099999999998,149.282
431.75,1727.0,,121.719,52.898999999999994,126.743,51.971000000000004,179.016,60.49100000000001,170.00799999999998,64.498,188.378,93.01100000000001,164.37400000000002,92.258,93.141,77.416,204.87,83.77799999999999,159.061,81.75,166.513,120.21600000000001,159.981,125.506,205.263,124.542,123.439,117.056,91.346,117.74700000000001,124.684,130.614,186.65099999999998,127.304,234.695,129.752,79.797,125.229,225.41299999999998,106.809,211.16099999999997,109.38,195.362,103.884,109.679,116.617,150.528,148.457,89.165,159.141,192.132,157.09,257.70099999999996,153.115,67.176,135.77100000000002,91.221,132.983,215.644,143.166,120.281,144.961,93.652,140.092,106.73299999999999,174.84799999999998,132.856,171.979,93.215,179.835,232.487,179.763,196.111,162.89600000000002,115.38600000000001,159.637,111.777,168.50799999999998,99.958,164.739,147.866,166.93099999999998,47.95399999999999,191.623,253.38,140.705,172.39700000000002,57.06100000000001,202.72400000000002,149.3
432.0,1728.0,,121.70200000000001,52.896,126.73899999999999,51.918,179.149,60.875,170.075,64.59,188.375,93.023,164.173,92.501,93.22200000000001,77.505,204.847,83.74,159.041,81.82600000000001,166.52,120.17,159.97,125.314,205.291,124.58200000000001,123.431,117.13,91.3,117.779,124.79,130.36700000000002,186.63,127.25399999999999,234.687,129.66299999999998,79.893,125.354,225.354,106.75,211.21,109.33200000000001,195.39700000000002,103.854,109.69200000000001,116.729,150.50799999999998,148.297,89.185,159.045,192.13299999999998,157.085,257.656,153.099,67.168,135.793,91.24799999999999,132.964,215.695,143.2,120.258,144.917,93.652,140.10399999999998,106.618,174.843,132.915,172.01,93.14399999999999,179.858,232.53799999999998,179.675,196.125,162.882,115.40299999999999,159.645,111.811,168.507,99.899,164.713,147.815,166.957,47.891999999999996,191.66099999999997,253.44099999999997,140.613,172.253,57.193999999999996,202.738,149.267
432.25,1729.0,,121.735,52.912,126.62899999999999,51.817,179.22099999999998,60.92100000000001,170.06400000000002,64.483,188.357,93.052,164.136,92.535,93.134,77.35600000000001,204.858,83.73,159.009,81.882,166.65,120.226,159.987,125.34700000000001,205.0,125.0,123.479,117.314,91.26,117.675,124.671,130.64700000000002,186.615,127.251,234.688,129.793,79.862,125.391,225.36599999999999,106.775,211.25099999999998,109.311,195.438,103.87,109.71600000000001,116.741,150.49,148.249,89.23899999999999,159.058,192.15099999999998,157.122,257.444,152.822,67.183,135.817,91.271,132.914,215.65200000000002,143.13,120.309,144.914,93.637,140.099,106.68299999999999,174.88,132.89700000000002,172.01,93.175,179.72799999999998,232.53599999999997,179.68599999999998,196.12400000000002,162.856,115.382,159.66299999999998,111.98899999999999,168.46599999999998,99.915,164.77599999999998,147.861,167.051,47.922,191.65400000000002,253.396,140.628,172.33700000000002,57.428000000000004,202.755,149.249
