TimesH,Frame,26,35,37,46,51,55,61,67,76,83,86,88,89,90,99,106,107,108,112,122,126,127,128,129,131,134,135,140,142,147,151,155,160,162,170,174,175,177,180,182,199,200,201,203,204,205,206,209,211,216,218,219,223,225,226,228,229,234,236,238,239,240,248,257,261,264,270,271,275,276,278,279,280,281,282,284,285,292,293,297,300,301,315,321,350,405,412,464,476,487,505,516,526,599,608
48.25,193.0,610.5509999999999,615.573,614.8290000000001,616.711,622.825,619.724,625.9169999999999,619.799,622.961,629.882,617.8,626.962,620.7869999999999,629.948,621.7819999999999,632.961,615.631,632.634,636.643,628.427,632.211,631.192,640.005,634.453,634.88,635.1,629.5,628.928,616.67,613.048,631.748,620.004,624.873,642.797,627.531,637.374,628.313,628.99,632.3240000000001,631.34,630.5880000000001,625.453,619.04,629.453,614.384,625.422,628.247,630.781,625.547,626.586,629.311,625.57,624.054,626.506,614.643,624.543,624.849,620.092,624.998,623.28,627.356,624.538,625.427,627.4119999999999,615.369,619.688,623.854,615.5840000000001,613.2230000000001,624.008,619.2180000000001,612.674,611.6759999999999,617.768,615.452,615.659,618.63,614.0790000000001,612.799,611.695,612.78,609.922,609.933,608.841,,,,,,,,,,,
48.5,194.0,611.6990000000001,617.677,615.116,618.077,627.3330000000001,624.1030000000001,629.971,624.7919999999999,625.59,635.01,620.5459999999999,629.886,623.624,640.18,623.9069999999999,638.3530000000001,616.555,633.315,641.837,636.278,633.016,641.505,645.462,643.0419999999999,643.739,643.285,633.314,636.741,617.504,613.653,636.4119999999999,621.418,626.992,651.9590000000001,631.6619999999999,640.618,633.096,633.689,646.075,640.78,638.0,633.634,619.181,640.41,613.2230000000001,629.839,637.012,630.578,629.547,627.962,629.861,627.128,626.706,628.134,615.398,627.626,626.24,623.518,627.076,629.904,626.799,628.41,625.2869999999999,628.664,617.076,625.325,624.861,619.119,613.97,625.288,622.224,614.73,614.023,620.4159999999999,619.335,616.965,621.052,615.623,614.935,613.146,615.525,610.327,610.827,608.367,,,,,,,,,,,
48.75,195.0,611.866,617.679,614.682,617.982,628.286,624.613,632.229,626.385,628.673,638.269,621.617,628.89,625.586,645.312,623.378,642.721,616.514,633.714,647.058,639.664,632.3340000000001,647.816,644.842,649.649,650.116,646.065,634.312,641.2669999999999,618.111,614.4209999999999,636.71,622.32,627.68,654.552,635.091,642.2919999999999,635.023,634.7719999999999,650.23,645.909,640.649,634.195,619.184,643.9490000000001,613.366,630.632,640.849,628.78,630.366,627.934,629.795,627.77,629.006,628.674,613.836,627.982,627.18,625.3480000000001,628.25,631.438,625.874,630.005,625.109,628.64,617.904,624.211,626.302,619.65,614.232,625.72,622.411,615.847,613.693,620.456,621.077,618.525,622.332,616.619,615.891,613.609,617.028,611.2819999999999,611.401,608.627,,,,,,,,,,,
49.0,196.0,611.8009999999999,617.179,614.906,617.677,628.231,623.441,630.4119999999999,625.56,627.868,638.107,620.571,628.779,625.094,644.553,622.905,642.4019999999999,616.655,632.231,647.009,640.548,631.737,646.976,645.1,649.639,650.866,644.319,633.534,642.732,618.6519999999999,614.283,636.544,622.44,628.005,656.185,633.663,641.192,633.623,632.813,649.033,644.491,639.7090000000001,632.987,618.815,643.064,613.751,633.064,640.115,628.314,630.398,627.235,630.7919999999999,627.113,628.71,627.6669999999999,613.934,627.665,627.707,624.24,627.953,632.376,625.981,630.174,626.453,629.0930000000001,619.794,624.561,625.185,621.045,615.0419999999999,626.686,623.183,615.752,614.621,621.7919999999999,621.799,618.581,622.391,617.424,615.305,614.114,616.648,611.515,611.7959999999999,609.72,,,,,,,,,,,
49.25,197.0,611.069,616.837,614.896,617.624,627.93,623.559,630.011,624.163,625.575,635.549,620.693,628.524,625.191,641.327,623.385,642.4169999999999,616.1990000000001,631.106,647.326,641.523,630.773,644.55,644.854,646.138,650.5830000000001,643.085,633.788,641.693,617.47,614.253,633.839,622.789,627.84,655.482,634.524,641.0790000000001,632.6669999999999,632.433,648.183,643.639,637.946,633.9490000000001,619.446,643.0409999999999,613.356,631.514,639.729,627.776,630.774,627.304,630.355,627.762,628.056,630.418,613.682,627.946,627.753,623.837,626.785,633.087,626.798,630.74,625.987,627.799,618.535,622.794,625.394,619.998,615.5169999999999,627.159,623.377,616.319,614.818,621.119,622.175,620.3530000000001,624.567,617.11,615.5880000000001,614.7,617.229,611.798,611.626,609.732,633.979,,,,,,,,,,
49.5,198.0,611.7919999999999,616.7,614.933,616.2909999999999,625.8580000000001,622.626,630.298,624.895,624.491,636.573,620.164,627.87,624.742,639.78,621.994,640.8240000000001,615.648,632.986,648.127,640.035,631.104,643.73,645.158,645.71,650.0,642.852,635.0459999999999,642.494,617.993,614.48,633.137,622.523,628.4680000000001,657.21,633.246,640.8530000000001,632.5369999999999,634.5269999999999,646.356,644.308,634.45,633.53,618.26,642.197,613.2769999999999,631.448,639.619,627.114,631.105,627.69,631.755,627.567,629.534,629.279,614.026,627.356,629.021,625.25,626.005,632.707,626.528,630.568,624.893,628.887,619.411,624.722,625.362,620.7909999999999,615.1080000000001,626.26,623.628,615.803,614.721,622.568,622.394,619.867,623.418,618.045,615.94,615.5419999999999,617.883,611.698,612.2719999999999,609.006,634.562,,,,,,,,,,
49.75,199.0,611.631,616.411,615.379,616.722,625.7919999999999,621.7230000000001,628.545,624.232,624.846,634.607,620.346,626.9830000000001,623.274,640.9209999999999,622.873,639.813,616.044,632.5319999999999,648.7769999999999,640.211,631.19,643.321,643.773,644.739,649.5459999999999,641.807,633.727,640.732,618.0980000000001,613.475,632.165,622.387,628.65,656.3919999999999,631.972,641.0880000000001,632.5790000000001,633.87,646.972,643.025,634.132,634.581,618.852,642.486,613.226,632.369,640.482,626.975,633.125,627.732,630.061,629.1759999999999,629.295,629.012,614.2669999999999,627.3530000000001,629.163,624.746,626.1659999999999,634.645,627.3530000000001,629.691,625.735,627.846,619.245,624.98,624.785,622.36,614.9630000000001,626.882,624.759,615.915,615.596,623.065,622.609,620.488,624.525,618.196,616.6030000000001,614.749,617.783,612.487,612.104,609.174,634.751,,,,,,,,,,
50.0,200.0,611.242,615.92,615.072,616.466,625.569,622.604,628.178,624.059,624.691,633.594,621.7230000000001,627.3480000000001,623.73,639.346,622.481,639.118,616.497,634.2180000000001,648.893,639.813,631.434,641.645,644.869,645.486,650.376,641.36,634.168,641.408,618.771,614.279,632.91,622.534,628.439,657.585,632.54,641.964,633.006,632.856,647.629,643.437,633.318,634.79,619.612,643.46,613.4169999999999,632.908,642.851,627.1469999999999,634.225,626.725,631.113,628.357,630.846,629.7080000000001,614.14,626.55,629.789,625.985,627.415,636.51,627.673,631.683,625.374,628.4580000000001,619.831,626.4540000000001,625.317,622.793,615.569,626.3009999999999,625.809,616.357,616.158,623.257,623.763,620.518,625.239,619.837,616.119,615.385,618.982,612.941,613.455,610.297,634.744,,,,,,,,,,
50.25,201.0,611.311,616.02,613.702,616.612,624.102,622.322,628.668,623.2130000000001,623.206,634.251,620.429,626.659,623.975,639.382,623.487,638.8330000000001,615.911,632.649,647.3919999999999,639.342,632.105,642.844,644.864,643.284,649.212,640.655,634.261,642.1,617.68,613.756,631.422,623.543,628.341,658.4939999999999,631.419,643.524,632.319,632.899,647.6619999999999,641.855,633.447,634.328,618.86,642.383,614.302,633.636,642.721,627.444,634.461,625.749,630.746,629.525,630.769,630.384,614.385,627.7080000000001,629.971,626.962,625.797,637.565,625.877,632.08,624.815,627.123,619.763,627.429,625.488,623.136,615.107,628.184,627.875,617.714,616.72,624.133,624.081,621.0980000000001,625.727,619.305,617.854,617.607,618.924,612.92,613.727,610.241,634.7669999999999,,,,,,,,,,
50.5,202.0,611.482,615.508,614.41,615.561,624.04,622.646,628.355,623.586,622.92,633.5219999999999,621.016,627.487,624.595,639.506,623.245,639.095,616.691,634.585,648.427,639.795,631.775,642.05,645.006,644.133,649.0509999999999,641.448,634.19,644.307,618.7130000000001,613.74,631.4680000000001,623.852,627.6709999999999,656.179,632.304,642.7769999999999,632.819,633.575,648.399,642.0409999999999,633.5790000000001,635.137,619.627,643.836,614.428,634.001,644.945,627.163,635.826,626.401,629.661,628.369,630.691,629.989,614.753,626.622,630.273,626.992,626.89,639.481,627.56,632.543,624.905,626.6619999999999,620.457,627.425,624.128,622.985,615.816,628.038,629.2869999999999,617.094,616.9730000000001,624.054,624.632,620.453,626.613,620.769,617.5369999999999,615.859,619.1080000000001,613.391,615.309,609.888,636.503,,,,,,,,,,
50.75,203.0,611.135,616.432,615.127,616.312,623.986,622.663,628.262,623.637,623.931,634.809,621.325,627.488,623.2180000000001,639.011,622.125,638.685,616.547,633.5419999999999,648.203,640.644,631.131,641.716,644.617,643.586,648.8969999999999,639.99,635.879,642.38,617.507,613.55,631.7230000000001,624.622,628.578,656.5010000000001,631.4069999999999,643.418,631.936,632.159,648.597,641.179,633.2330000000001,634.298,619.258,644.987,613.861,634.045,646.044,628.347,637.732,626.279,630.569,629.695,631.872,629.929,615.129,627.181,631.794,627.725,625.795,640.558,626.295,633.563,624.082,627.695,621.04,627.062,625.235,624.448,614.86,628.4169999999999,630.725,617.924,618.3009999999999,624.932,624.488,619.391,626.928,619.72,617.863,616.8480000000001,619.822,613.906,614.144,610.092,637.313,,,,,,,,,,
51.0,204.0,611.295,616.464,615.315,616.438,624.5419999999999,623.2769999999999,629.447,623.044,623.196,634.23,621.5840000000001,627.715,624.335,639.143,624.734,638.5269999999999,616.635,634.471,647.185,639.6419999999999,632.057,642.029,645.5319999999999,642.849,648.061,640.562,635.453,642.937,618.036,613.429,632.725,623.419,628.9780000000001,657.0219999999999,631.1619999999999,643.244,632.305,633.131,647.362,640.727,633.004,634.771,621.075,645.604,614.364,634.2090000000001,648.456,628.0740000000001,636.33,625.8530000000001,629.731,630.427,631.4680000000001,629.46,614.947,627.7080000000001,632.237,628.409,627.148,641.117,626.882,632.751,625.225,627.6419999999999,620.822,628.2769999999999,624.1659999999999,623.771,615.235,628.467,632.1659999999999,617.444,618.822,625.2719999999999,624.869,620.2130000000001,626.518,620.839,619.019,616.015,620.559,614.576,615.556,610.283,636.939,,,,,,,,,,
