TimesH,Frame,NoMissing,8,8,27,27,32,32,35,35,39,39,41,41,48,48,50,50,52,52,54,54,56,56,60,60,61,61,66,66,67,67,79,79,81,81,83,83,96,96,104,104,110,110,115,115,127,127,137,137,141,141,149,149,152,152,153,153,154,154,156,156,157,157,159,159,168,168,174,174,180,180,197,197,198,198,209,209,221,221,227,227,231,231,237,237,240,240,241,241,242,242,327,327,392,392,424,424
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
398.0,1592.0,,188.07299999999998,55.538999999999994,83.59299999999999,111.36200000000001,249.40200000000002,112.509,113.23299999999999,114.959,217.203,95.21799999999999,97.94,94.492,81.293,102.45100000000001,178.924,104.677,72.435,102.917,138.569,79.852,187.817,79.812,198.375,82.829,106.691,82.384,229.37400000000002,90.95100000000001,200.16299999999998,90.12299999999999,197.356,73.993,115.09700000000001,79.891,95.15700000000001,78.835,43.576,154.16299999999998,224.89700000000002,141.86700000000002,42.833,143.019,196.43200000000002,132.184,51.995,138.994,232.485,118.34100000000001,88.831,122.913,261.343,178.801,90.711,183.22400000000002,57.958,181.488,74.043,184.27700000000002,213.10299999999998,182.922,185.59099999999998,182.43599999999998,121.824,187.356,70.29899999999999,172.385,179.455,179.05200000000002,48.975,164.97099999999998,88.75200000000001,155.05100000000002,173.608,159.945,90.45200000000001,162.80700000000002,124.988,203.175,187.18099999999998,206.37400000000002,248.957,186.49400000000003,99.29299999999999,190.955,108.28399999999999,196.017,188.49,192.94099999999997,52.373000000000005,194.308,185.68099999999998,160.668,161.005,110.12299999999999,63.478,127.639
398.25,1593.0,,188.1,55.531000000000006,83.641,111.381,249.38,112.508,113.368,114.98299999999999,217.2,95.258,97.831,94.552,81.245,102.536,178.88400000000001,104.641,72.41199999999999,102.92399999999999,138.543,79.877,187.81099999999998,79.84,198.361,82.84299999999999,106.696,82.445,229.375,90.95,200.135,90.137,197.388,74.028,115.125,79.851,95.148,78.91199999999999,43.576,154.16,224.919,141.799,42.856,143.054,196.456,132.162,52.032,138.998,232.165,118.272,88.867,122.87899999999999,261.317,178.824,90.72,183.185,57.915,181.465,74.064,184.28400000000002,213.018,182.895,185.63400000000001,182.393,121.84700000000001,187.317,70.305,172.423,179.391,179.016,48.948,165.00400000000002,88.77,155.091,173.61700000000002,159.886,90.462,162.825,124.93299999999999,203.15200000000002,187.205,206.38400000000001,248.957,186.53400000000002,99.26899999999999,190.94799999999998,108.303,196.05700000000002,188.567,192.68599999999998,52.407,194.29,185.71400000000003,160.569,160.765,110.066,63.589,127.682
398.5,1594.0,,188.037,55.568999999999996,83.613,111.286,249.365,112.484,113.584,114.75,217.19299999999998,95.249,97.751,94.574,81.32,102.556,178.858,104.65799999999999,72.38600000000001,102.93799999999999,138.52100000000002,79.872,187.81900000000002,79.813,198.30900000000003,82.87100000000001,106.727,82.48299999999999,229.347,90.939,200.135,90.18,197.407,74.012,115.147,79.947,95.175,78.84899999999999,43.56,154.196,224.926,141.754,42.79,143.061,196.428,132.178,52.058,138.97799999999998,232.183,118.329,88.865,122.916,261.374,178.838,90.633,183.287,57.901,181.44799999999998,74.067,184.31400000000002,212.94099999999997,183.05,185.68099999999998,182.37900000000002,121.905,187.298,70.32,172.426,179.407,179.09599999999998,48.993,164.96,88.82799999999999,155.062,173.61900000000003,159.811,90.449,162.839,124.973,203.18599999999998,187.21099999999998,206.377,248.955,186.571,99.255,190.946,108.249,196.016,188.56,192.748,52.42,194.398,185.69,160.608,160.753,110.105,63.516000000000005,127.713
398.75,1595.0,,188.044,55.551,83.596,111.396,249.328,112.479,113.663,114.71,217.162,95.2,97.73,94.59100000000001,81.377,102.594,178.882,104.695,72.365,102.935,138.518,79.957,187.794,79.821,198.231,82.85799999999999,106.75399999999999,82.52,229.327,90.963,200.19,90.15100000000001,197.467,74.062,115.19200000000001,80.017,95.199,78.809,43.559,154.191,224.926,141.792,42.81399999999999,143.06799999999998,196.493,132.273,52.078,139.016,232.37400000000002,118.16,88.874,122.86399999999999,261.372,178.769,90.605,183.263,57.843999999999994,181.30900000000003,74.072,184.335,212.905,183.24900000000002,185.679,182.422,121.932,187.338,70.315,172.40599999999998,179.308,179.085,48.952,164.986,88.815,155.09,173.574,159.833,90.434,162.784,124.962,203.237,187.21,206.361,248.94799999999998,186.59099999999998,99.279,190.96400000000003,108.185,196.054,188.65099999999998,192.745,52.315,194.579,185.597,160.639,161.004,110.01299999999999,63.589,127.69
399.0,1596.0,,188.05700000000002,55.655,83.559,111.369,249.313,112.484,113.634,114.775,217.145,95.21600000000001,97.689,94.626,81.49600000000001,102.617,178.96200000000002,104.829,72.32600000000001,102.943,138.496,79.957,187.78400000000002,79.815,198.239,82.874,106.771,82.535,229.315,90.995,200.215,90.15700000000001,197.50900000000001,74.115,115.204,79.968,95.196,78.773,43.54600000000001,154.19899999999998,224.912,141.81,42.831,143.121,196.49900000000002,132.161,52.096000000000004,138.995,232.22299999999998,118.221,88.84,122.904,261.457,178.916,90.65700000000001,183.356,57.891999999999996,181.405,74.043,184.305,212.94299999999998,183.31900000000002,185.642,182.416,121.977,187.253,70.34899999999999,172.39700000000002,179.49400000000003,179.101,49.012,164.963,88.824,155.089,173.502,159.85399999999998,90.382,162.82399999999998,124.95700000000001,203.12099999999998,187.22099999999998,206.35299999999998,248.942,186.62900000000002,99.27600000000001,190.951,108.04799999999999,195.93900000000002,188.667,192.805,52.285,194.593,185.61,160.565,161.036,110.012,63.361999999999995,127.859
399.25,1597.0,,188.062,55.76,83.568,111.35799999999999,249.32,112.50299999999999,113.765,114.806,217.11700000000002,95.196,97.661,94.62700000000001,81.328,102.602,178.96,104.89399999999999,72.292,102.961,138.515,80.008,187.795,79.808,198.22099999999998,82.93700000000001,106.75399999999999,82.501,229.32299999999998,91.00399999999999,200.229,90.164,197.467,74.042,115.155,80.051,95.20299999999999,78.793,43.56399999999999,154.203,224.928,141.82399999999998,42.841,143.14700000000002,196.511,132.141,52.137,139.037,232.079,118.01799999999999,88.852,122.915,261.45,178.918,90.637,183.327,57.915,181.453,74.039,184.291,212.938,183.178,185.666,182.372,121.985,187.22799999999998,70.328,172.382,179.56099999999998,179.144,49.013999999999996,164.988,88.764,155.16299999999998,173.512,159.877,90.348,162.915,125.00299999999999,203.01,187.225,206.352,248.938,186.643,99.275,190.93,108.036,195.963,188.658,192.825,52.255,194.76,185.523,160.514,160.704,110.119,63.38399999999999,127.87899999999999
399.5,1598.0,,188.122,55.691,83.564,111.397,249.38400000000001,112.494,113.819,114.823,217.12099999999998,95.19,97.68700000000001,94.624,81.475,102.56,178.928,104.845,72.252,102.999,138.545,79.984,187.78400000000002,79.835,198.199,82.90299999999999,106.74799999999999,82.469,229.322,91.015,200.222,90.18799999999999,197.452,74.029,115.241,80.094,95.199,78.771,43.558,154.18,224.887,141.82299999999998,42.879,143.17700000000002,196.523,132.19299999999998,52.126000000000005,139.085,232.06599999999997,118.079,88.86399999999999,122.90799999999999,261.268,178.928,90.652,183.168,57.894,181.417,74.041,184.27700000000002,212.983,183.071,185.66,182.334,122.008,187.202,70.34,172.378,179.77599999999998,179.16299999999998,49.04600000000001,164.959,88.76100000000001,155.077,173.544,159.93200000000002,90.352,162.911,124.98200000000001,203.028,187.226,206.362,248.922,186.642,99.249,190.94299999999998,108.006,195.953,188.71,192.91099999999997,52.181999999999995,194.71900000000002,185.52599999999998,160.537,161.054,110.083,63.379,127.868
399.75,1599.0,,188.192,55.655,83.564,111.39399999999999,249.328,112.509,113.78,114.881,217.155,95.18799999999999,97.69200000000001,94.62700000000001,81.5,102.56299999999999,178.93599999999998,104.838,72.252,103.012,138.51,80.028,187.745,79.827,198.144,82.84100000000001,106.756,82.51299999999999,229.321,91.007,200.31900000000002,90.15799999999999,197.47400000000002,74.058,115.25299999999999,79.952,95.227,78.753,43.559,154.18200000000002,224.878,141.77200000000002,42.85,143.192,196.515,132.31,52.129,139.007,232.132,118.26100000000001,88.884,122.881,261.358,178.831,90.62899999999999,183.128,57.97,181.555,74.027,184.27200000000002,212.951,183.041,185.63400000000001,182.352,122.02799999999999,187.12599999999998,70.347,172.372,179.81599999999997,179.18900000000002,49.045,164.99599999999998,88.807,155.139,173.521,159.906,90.33200000000001,162.955,124.98299999999999,203.02,187.22299999999998,206.34599999999998,248.937,186.68,99.241,190.97799999999998,107.995,195.88099999999997,188.81900000000002,192.99200000000002,52.17100000000001,194.835,185.533,160.555,161.035,110.235,63.207,127.936
400.0,1600.0,,188.203,55.603,83.557,111.36,249.33900000000003,112.495,113.77799999999999,114.738,217.141,95.17399999999999,97.66799999999999,94.65299999999999,81.406,102.552,178.949,104.895,72.259,103.001,138.518,80.07,187.717,79.822,198.222,82.83200000000001,106.777,82.609,229.308,90.993,200.28400000000002,90.152,197.49200000000002,74.083,115.211,79.954,95.264,78.735,43.547,154.192,224.886,141.779,42.838,143.19899999999998,196.50099999999998,132.524,52.11600000000001,139.02200000000002,232.361,118.353,88.90299999999999,122.855,261.383,178.76,90.62200000000001,183.206,57.958,181.542,74.039,184.257,212.975,183.06099999999998,185.646,182.456,121.98700000000001,187.16400000000002,70.325,172.37900000000002,179.805,179.197,49.019,165.005,88.712,155.185,173.53,159.85399999999998,90.334,162.915,124.97200000000001,203.06400000000002,187.215,206.35,248.93400000000003,186.676,99.221,190.979,107.916,195.84799999999998,188.9,193.063,52.113,194.99,185.59099999999998,160.567,161.102,110.385,63.138999999999996,127.96700000000001
400.25,1601.0,,188.14700000000002,55.676,83.539,111.304,249.331,112.479,113.8,114.762,217.148,95.185,97.66799999999999,94.663,81.485,102.542,178.947,104.87200000000001,72.249,103.03200000000001,138.528,80.08,187.69400000000002,79.807,198.19099999999997,82.777,106.802,82.743,229.304,91.012,200.308,90.166,197.44,74.09100000000001,115.197,80.016,95.255,78.69800000000001,43.516000000000005,154.213,224.898,141.791,42.833999999999996,143.21200000000002,196.52900000000002,132.366,52.137,139.054,232.438,118.33200000000001,88.87899999999999,122.82799999999999,261.418,178.796,90.625,183.172,57.915,181.481,74.043,184.25599999999997,212.956,182.922,185.709,182.53099999999998,121.961,187.17700000000002,70.307,172.41,179.89700000000002,179.269,48.963,165.03599999999997,88.714,155.13,173.58599999999998,159.849,90.307,162.955,124.90700000000001,203.106,187.21099999999998,206.33700000000002,248.91299999999998,186.705,99.212,190.956,107.90899999999999,195.78,188.78799999999998,193.015,52.135,194.90900000000002,185.495,160.654,161.364,110.241,63.037,128.07399999999998
400.5,1602.0,,188.058,55.693000000000005,83.52799999999999,111.389,249.333,112.491,113.8,114.721,217.157,95.18299999999999,97.71,94.649,81.382,102.54899999999999,179.018,104.896,72.255,103.04700000000001,138.374,80.204,187.683,79.835,198.171,82.829,106.814,82.7,229.31900000000002,90.985,200.32,90.19,197.516,74.138,115.131,79.95100000000001,95.25299999999999,78.702,43.50899999999999,154.233,224.89,141.78799999999998,42.806000000000004,143.16899999999998,196.498,132.346,52.163000000000004,139.071,232.44400000000002,118.31200000000001,88.88799999999999,122.816,261.449,178.77,90.60799999999999,183.243,57.93600000000001,181.533,74.04,184.25799999999998,212.952,182.953,185.673,182.53900000000002,121.949,187.19299999999998,70.317,172.421,179.865,179.217,48.968,165.044,88.84100000000001,155.10399999999998,173.612,159.743,90.249,163.004,124.84200000000001,203.16099999999997,187.21,206.31799999999998,248.90900000000002,186.732,99.199,190.92700000000002,107.88799999999999,195.87,188.782,193.09599999999998,52.119,195.065,185.47299999999998,160.66899999999998,161.09,110.429,63.034,128.042
400.75,1603.0,,188.042,55.72,83.535,111.414,249.297,112.47200000000001,113.822,114.792,217.19,95.238,97.73700000000001,94.632,81.372,102.506,179.075,105.015,72.251,103.06299999999999,138.267,80.311,187.706,79.852,198.136,82.80799999999999,106.785,82.65,229.299,90.995,200.304,90.19200000000001,197.56900000000002,74.15,115.103,79.889,95.26899999999999,78.7,43.518,154.216,224.873,141.829,42.809,143.158,196.514,132.342,52.169,139.126,232.333,118.304,88.844,122.85700000000001,261.509,178.831,90.602,183.213,57.949,181.59799999999998,74.065,184.273,212.947,182.845,185.726,182.535,121.95700000000001,187.125,70.27199999999999,172.38400000000001,179.926,179.25099999999998,48.915,165.079,88.76799999999999,155.089,173.585,159.622,90.236,162.967,124.85600000000001,203.179,187.215,206.332,248.88400000000001,186.732,99.20299999999999,190.923,107.87100000000001,196.017,188.766,193.199,52.126999999999995,195.03400000000002,185.487,160.66299999999998,160.924,110.48299999999999,63.053999999999995,128.033
401.0,1604.0,,188.045,55.742,83.539,111.324,249.31599999999997,112.47,113.83200000000001,114.73700000000001,217.209,95.26,97.756,94.64,81.492,102.486,179.12900000000002,105.071,72.22,103.07,138.304,80.327,187.735,79.85,198.15200000000002,82.75,106.79299999999999,82.665,229.30599999999998,91.01700000000001,200.345,90.21600000000001,197.58599999999998,74.118,115.095,79.975,95.264,78.623,43.506,154.243,224.895,141.851,42.81,143.166,196.49099999999999,132.41,52.118,139.148,232.44400000000002,118.26100000000001,88.85700000000001,122.85600000000001,261.562,178.877,90.616,183.18900000000002,57.983999999999995,181.55599999999998,74.069,184.25099999999998,212.851,182.56,185.72299999999998,182.613,121.96600000000001,187.142,70.28699999999999,172.391,179.891,179.271,48.918,165.067,88.84100000000001,155.034,173.655,159.585,90.197,162.924,124.81299999999999,203.09099999999998,187.21099999999998,206.325,248.896,186.757,99.206,190.899,107.824,196.16099999999997,188.679,193.14,52.119,194.938,185.53,160.469,161.159,110.682,63.091,127.984
401.25,1605.0,,187.925,55.833999999999996,83.53399999999999,111.375,249.303,112.458,113.916,114.706,217.22299999999998,95.23299999999999,97.67200000000001,94.64299999999999,81.461,102.456,179.045,105.045,72.202,103.07799999999999,138.268,80.396,187.795,79.876,198.11700000000002,82.76700000000001,106.86,82.84899999999999,229.31,91.03299999999999,200.296,90.211,197.56400000000002,74.084,115.06299999999999,79.988,95.211,78.632,43.50899999999999,154.264,224.86700000000002,141.839,42.8,143.208,196.54,132.425,52.135,139.27,232.50599999999997,117.977,88.874,122.848,261.654,178.93900000000002,90.64200000000001,183.135,57.989,181.52900000000002,74.089,184.28,212.952,182.602,185.639,182.57,122.041,187.082,70.241,172.4,179.929,179.343,48.983999999999995,165.042,,,173.533,159.672,90.23200000000001,162.899,124.796,203.107,187.22400000000002,206.322,248.923,186.77700000000002,99.19200000000001,190.907,107.82799999999999,196.05200000000002,188.578,193.13299999999998,52.101000000000006,195.12,185.498,160.543,161.07,110.6,63.178999999999995,127.963
401.5,1606.0,,187.938,55.879,83.523,111.415,249.25900000000001,112.461,113.86200000000001,114.648,217.218,95.226,97.691,94.655,81.429,102.492,179.077,105.021,72.197,103.09700000000001,138.295,80.307,187.77900000000002,79.86399999999999,198.127,82.795,106.874,82.897,229.301,91.023,200.252,90.24,197.55900000000003,74.123,115.07700000000001,80.039,95.22,78.692,43.47,154.231,224.865,141.882,42.787,143.24,196.52,132.476,52.067,139.243,232.685,117.712,88.84,122.846,261.548,179.02200000000002,90.662,183.083,57.955,181.57,74.09,184.248,212.945,182.74099999999999,185.6,182.64700000000002,122.04299999999999,187.088,70.24600000000001,172.395,179.77200000000002,179.31099999999998,48.968,165.05700000000002,,,173.65200000000002,159.718,90.258,162.90200000000002,124.779,203.12599999999998,187.229,206.31,248.91099999999997,186.757,99.20299999999999,190.887,107.881,195.97099999999998,188.65400000000002,193.136,52.18,194.97099999999998,185.547,160.64600000000002,160.911,110.59100000000001,63.159,127.961
401.75,1607.0,,187.88400000000001,55.942,83.42,111.477,249.24400000000003,112.439,113.789,114.682,217.209,95.249,97.742,94.626,81.45,102.492,179.055,105.071,72.2,103.086,138.333,80.294,187.75900000000001,79.813,198.077,82.795,106.84299999999999,82.87799999999999,229.27700000000002,91.042,200.269,90.24799999999999,197.588,74.117,115.12700000000001,80.067,95.171,78.658,43.49100000000001,154.244,224.887,141.96200000000002,42.786,143.24200000000002,196.55,132.497,52.089,139.248,231.791,118.05,88.89,122.875,261.454,178.926,90.665,183.077,57.973,181.592,74.096,184.274,212.97400000000002,182.729,185.62599999999998,182.762,122.054,187.05599999999998,70.27,172.40400000000002,179.75400000000002,179.268,48.958,165.06400000000002,,,173.68900000000002,159.695,90.279,162.966,124.749,203.231,187.222,206.308,248.886,186.762,99.205,190.919,107.845,196.05200000000002,188.571,193.122,52.268,195.074,185.541,160.649,160.54,110.525,63.191,128.039
402.0,1608.0,,187.917,55.95399999999999,83.435,111.416,249.257,112.45700000000001,113.685,114.82799999999999,217.232,95.226,97.78299999999999,94.64399999999999,81.388,102.50299999999999,179.077,105.098,72.168,103.109,138.344,80.301,187.72099999999998,79.809,198.054,82.741,106.83200000000001,82.935,229.294,91.039,200.282,90.23200000000001,197.6,74.13600000000001,115.055,80.282,95.244,78.634,43.508,154.239,224.86,141.918,42.812,143.265,196.476,132.546,52.103,139.226,231.887,117.92399999999999,88.897,122.84200000000001,261.57099999999997,178.99400000000003,90.66,183.043,57.957,181.543,74.094,184.28599999999997,212.968,182.59900000000002,185.643,182.892,122.07799999999999,187.025,70.25399999999999,172.399,179.80200000000002,179.21900000000002,49.027,165.016,,,173.653,159.671,90.264,162.924,124.78,203.24200000000002,187.213,206.305,248.887,186.81599999999997,99.225,190.928,107.87100000000001,195.99599999999998,188.62400000000002,193.222,52.223,195.208,185.479,160.637,160.704,110.64,63.173,128.02200000000002
402.25,1609.0,,187.88099999999997,55.935,83.40299999999999,111.414,249.238,112.488,113.509,114.89,217.209,95.20700000000001,97.818,94.61200000000001,81.331,102.5,179.075,105.079,72.153,103.133,138.349,80.391,187.767,79.839,198.079,82.852,106.833,82.95700000000001,229.304,91.061,200.28599999999997,90.21700000000001,197.62400000000002,74.09,115.006,80.388,95.264,78.624,43.503,154.239,224.85,141.865,42.798,143.30100000000002,196.578,132.49200000000002,52.13,139.235,231.74099999999999,117.936,88.89,122.85799999999999,261.485,178.942,90.65700000000001,183.082,57.943999999999996,181.514,74.108,184.303,212.905,182.515,185.66099999999997,182.977,122.072,187.109,70.292,172.405,179.862,179.233,49.018,165.04,,,173.628,159.658,90.244,162.975,124.825,203.113,187.217,206.31400000000002,248.882,186.824,99.27,190.96599999999998,107.855,195.87599999999998,188.53799999999998,193.27,52.138000000000005,195.304,185.47099999999998,160.678,160.784,110.53399999999999,63.188,127.98299999999999
402.5,1610.0,,187.84099999999998,55.955,83.32799999999999,111.40299999999999,249.285,112.515,113.61399999999999,114.848,217.248,95.17200000000001,97.92299999999999,94.58200000000001,81.295,102.52799999999999,179.15400000000002,105.079,72.142,103.15,138.375,80.241,187.74200000000002,79.813,198.046,82.81,106.824,83.041,229.30700000000002,91.061,200.298,90.184,197.666,74.082,114.977,80.375,95.321,78.583,43.504,154.24200000000002,224.856,141.863,42.775,143.322,196.58,132.34799999999998,52.15,139.264,231.926,118.007,88.93299999999999,122.818,261.534,179.037,90.67200000000001,183.05200000000002,57.946000000000005,181.459,74.11,184.31900000000002,212.86700000000002,182.47400000000002,185.574,183.114,122.051,187.15599999999998,70.26899999999999,172.40099999999998,179.958,179.32299999999998,48.964,165.044,,,173.60299999999998,159.734,90.288,162.991,124.87899999999999,203.00900000000001,187.22799999999998,206.283,248.896,186.865,99.291,190.97400000000002,107.863,195.84,188.57299999999998,193.229,52.192,195.218,185.447,160.678,160.85,110.605,63.128,127.98200000000001
402.75,1611.0,,187.851,55.963,83.35799999999999,111.434,249.274,112.52600000000001,113.666,114.85799999999999,217.28400000000002,95.186,97.88600000000001,94.585,81.249,102.516,179.143,105.022,72.127,103.171,138.246,80.391,187.762,79.829,198.014,82.794,106.833,83.016,229.30700000000002,91.039,200.31799999999998,90.156,197.658,74.078,115.09100000000001,80.42,95.29799999999999,78.569,43.504,154.249,224.842,141.77700000000002,42.751000000000005,143.306,196.52700000000002,132.39600000000002,52.137,139.269,232.03599999999997,117.94,88.95200000000001,122.821,261.48900000000003,178.938,90.67,183.051,57.916000000000004,181.50900000000001,74.116,184.312,212.915,182.56099999999998,185.544,183.128,122.03299999999999,187.107,70.267,172.39,179.919,179.255,48.903999999999996,165.112,,,173.553,159.67600000000002,90.27600000000001,163.014,124.86200000000001,203.11,187.237,206.27700000000002,248.90200000000002,186.89700000000002,99.306,190.96,107.756,195.98,188.549,193.28900000000002,52.202,195.253,185.373,160.664,160.941,110.72200000000001,63.073,127.946
403.0,1612.0,,187.929,55.913000000000004,83.316,111.45,249.27599999999998,112.529,113.697,114.965,217.28900000000002,95.15100000000001,97.87700000000001,94.568,81.27199999999999,102.536,179.18400000000003,105.0,72.135,103.16799999999999,138.268,80.373,187.766,79.82300000000001,198.015,82.79899999999999,106.80799999999999,83.02,229.321,91.042,200.299,90.111,197.62900000000002,74.07600000000001,115.23299999999999,80.23100000000001,95.305,78.528,43.498000000000005,154.239,224.833,141.761,42.778,143.293,196.572,132.32299999999998,52.137,139.197,232.021,117.90799999999999,88.948,122.79700000000001,261.612,179.267,90.666,182.998,57.887,181.49,74.128,184.332,212.916,182.601,185.516,183.081,122.10799999999999,187.047,70.28399999999999,172.4,179.96400000000003,179.222,48.886,165.109,,,173.46200000000002,159.628,90.244,163.015,124.884,203.118,187.24,206.269,248.898,186.916,99.321,190.937,107.656,195.983,188.61,193.22099999999998,52.266000000000005,195.362,185.38299999999998,160.61700000000002,160.97899999999998,110.787,63.133,127.861
403.25,1613.0,,187.91099999999997,55.912,83.304,111.37899999999999,249.237,112.536,113.69200000000001,114.973,217.27200000000002,95.15700000000001,97.86,94.625,81.221,102.54799999999999,179.195,104.939,72.142,103.139,138.181,80.465,187.755,79.82600000000001,197.96099999999998,82.82600000000001,106.779,83.065,229.31099999999998,91.037,200.38099999999997,90.105,197.632,74.02,115.26100000000001,80.195,95.337,78.492,43.47,154.252,224.80900000000003,141.755,42.773999999999994,143.286,196.59799999999998,132.381,52.093,139.135,232.111,117.96700000000001,88.941,122.78,261.666,179.34900000000002,90.70299999999999,182.928,57.817,181.415,74.139,184.32,212.886,182.453,185.48,183.282,122.081,187.105,70.26,172.38099999999997,180.00799999999998,179.25799999999998,48.876000000000005,165.111,,,173.377,159.632,90.205,163.017,124.82700000000001,203.112,187.234,206.25799999999998,248.91299999999998,186.908,99.37,190.918,107.699,195.87099999999998,188.637,193.166,52.278,195.37900000000002,185.423,160.53799999999998,160.895,110.787,63.242,127.845
403.5,1614.0,,187.81,55.961999999999996,83.31299999999999,111.39,249.24900000000002,112.521,113.671,114.949,217.287,95.167,97.935,94.59899999999999,81.265,102.56,179.146,104.939,72.126,103.14,138.188,80.562,187.736,79.836,198.051,82.861,106.796,83.227,229.31099999999998,91.01799999999999,200.35299999999998,90.06,197.628,74.02199999999999,115.396,80.10600000000001,95.322,78.449,43.471000000000004,154.255,224.769,141.76,42.754,143.27700000000002,196.575,132.364,52.065,139.131,232.162,117.986,88.975,122.75,261.644,179.139,90.681,182.916,57.793,181.449,74.137,184.321,212.891,182.378,185.519,183.00799999999998,122.065,187.201,70.242,172.373,179.989,179.25799999999998,48.891000000000005,165.148,,,173.44099999999997,159.602,90.167,163.03799999999998,124.89200000000001,203.155,187.225,206.24900000000002,248.91299999999998,186.917,99.40299999999999,190.9,107.69,195.949,188.56,193.24900000000002,52.276,195.422,185.37900000000002,160.495,160.97899999999998,110.78200000000001,63.18899999999999,127.88799999999999
403.75,1615.0,,187.678,55.968,83.214,111.475,249.225,112.51899999999999,113.715,114.95299999999999,217.355,95.13600000000001,97.897,94.603,81.149,102.536,179.206,105.01700000000001,72.126,103.14200000000001,138.195,80.42,187.707,79.84,198.012,82.876,106.789,83.186,229.303,91.02799999999999,200.399,90.065,197.615,74.036,115.406,80.183,95.323,78.415,43.473,154.256,224.824,141.817,42.736000000000004,143.30200000000002,196.655,132.237,52.053000000000004,139.06,232.02700000000002,117.905,88.97200000000001,122.73100000000001,261.697,179.185,90.675,182.93,57.775,181.43,74.117,184.338,212.805,182.415,185.44799999999998,182.9,121.98200000000001,187.34599999999998,70.26,172.37900000000002,179.925,179.172,48.918,165.11700000000002,88.43700000000001,155.21,173.351,159.66,90.20200000000001,163.006,124.884,203.208,187.24099999999999,206.253,248.91,186.93,99.398,190.90900000000002,107.677,195.908,188.56,193.234,52.305,195.403,185.362,160.54,161.107,110.82,63.118,127.838
404.0,1616.0,,187.597,56.011,83.189,111.572,249.206,112.507,113.655,114.958,217.399,95.113,97.948,94.58,81.263,102.554,179.195,104.95299999999999,72.12,103.147,138.195,80.415,187.727,79.825,198.06,83.04799999999999,106.785,83.2,229.297,91.046,200.31400000000002,90.06,197.582,74.041,115.31700000000001,80.017,95.315,78.329,43.476000000000006,154.27,224.804,141.80100000000002,42.739,143.336,196.66099999999997,132.216,52.045,139.132,231.896,117.945,88.954,122.76299999999999,261.494,178.97,90.691,182.93599999999998,57.733000000000004,181.389,74.098,184.328,212.86599999999999,182.42,185.37099999999998,182.995,122.014,187.354,70.247,172.393,179.958,179.13400000000001,48.898999999999994,165.135,88.45200000000001,155.221,173.435,159.641,90.181,163.02100000000002,124.792,203.141,187.269,206.24099999999999,248.91,186.935,99.384,190.91400000000002,107.67299999999999,195.795,188.61,193.205,52.224,195.63400000000001,185.329,160.615,161.076,110.8,63.123999999999995,127.85799999999999
404.25,1617.0,,187.77200000000002,55.879,83.163,111.566,249.17700000000002,112.492,113.615,115.012,217.399,95.154,97.93299999999999,94.579,81.33800000000001,102.561,179.179,104.934,72.081,103.155,138.252,80.365,187.65400000000002,79.86,198.07299999999998,82.956,106.79299999999999,83.337,229.31599999999997,91.04799999999999,200.317,90.04899999999999,197.58900000000003,74.02199999999999,115.271,80.07600000000001,95.29700000000001,78.347,43.46,154.264,224.778,141.719,42.726000000000006,143.289,196.645,132.216,52.04600000000001,139.195,231.96099999999998,117.852,88.965,122.75399999999999,261.439,179.063,90.72200000000001,182.92,57.683,181.338,74.105,184.36599999999999,212.92,182.33900000000003,185.357,183.062,122.01100000000001,187.34900000000002,70.232,172.389,179.9,179.122,48.913000000000004,165.178,88.39399999999999,155.239,173.472,159.629,90.189,163.04,124.757,203.1,187.257,206.24,248.918,186.97400000000002,99.432,190.885,107.62200000000001,195.917,188.518,193.16299999999998,52.347,195.392,185.35299999999998,160.513,161.312,110.63600000000001,63.056999999999995,127.81299999999999
404.5,1618.0,,187.713,55.902,83.135,111.60799999999999,249.18200000000002,112.455,113.552,115.024,217.38400000000001,95.096,97.98100000000001,94.565,81.36,102.557,179.24,105.012,72.083,103.162,138.36,80.09,187.648,79.867,197.976,82.94200000000001,106.809,83.288,229.321,91.045,200.282,90.065,197.545,74.068,115.26100000000001,80.097,95.32700000000001,78.312,43.457,154.279,224.828,141.701,42.702,143.338,196.635,132.262,51.997,139.19799999999998,232.012,117.79899999999999,88.98200000000001,122.75200000000001,261.319,178.882,90.745,182.92700000000002,57.681999999999995,181.285,74.095,184.388,212.858,182.333,185.30200000000002,183.06,122.036,187.27200000000002,70.23899999999999,172.388,179.886,179.051,48.903,165.21099999999998,88.294,155.171,173.468,159.687,90.22399999999999,163.066,124.76100000000001,203.02900000000002,187.253,206.222,248.951,187.017,99.455,190.851,107.587,195.905,188.53900000000002,193.166,52.269,195.315,185.356,160.436,161.125,110.412,63.067,127.834
