TimesH,Frame,NoMissing,4,4,18,18,99,99,100,100,103,103,106,106,122,122,134,134,137,137,138,138,139,139,150,150,152,152,159,159,161,161,163,163,166,166,170,170,175,175,177,177,185,185,187,187,192,192,195,195,207,207,239,239,242,242,253,253,263,263,268,268,269,269,279,279,280,280,282,282,291,291,688,688,773,773,871,871,972,972,1189,1189,1291,1291,1655,1655,1656,1656,1832,1832,2096,2096
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
397.0,1588.0,,215.399,58.49,191.172,50.574,131.906,130.077,161.387,130.05,139.015,128.283,246.16299999999998,116.12700000000001,77.35600000000001,109.29799999999999,219.32,109.212,199.451,102.965,275.901,102.993,129.16,99.945,185.28900000000002,96.92399999999999,213.335,94.00200000000001,117.227,97.25299999999999,75.683,98.542,90.25200000000001,97.04899999999999,248.645,87.43299999999999,110.045,85.01700000000001,84.055,90.726,108.745,92.318,170.81799999999998,79.661,108.47,78.064,88.15700000000001,84.398,182.92,81.222,258.861,77.016,112.235,160.907,85.624,157.62,43.236999999999995,151.97799999999998,73.075,153.336,281.55400000000003,145.2,117.89299999999999,146.83700000000002,212.502,146.22899999999998,238.513,145.391,53.861000000000004,147.0,41.728,137.319,196.71900000000002,79.742,225.201,140.921,195.328,34.58,133.32,88.62299999999999,172.97099999999998,87.38799999999999,223.19299999999998,68.682,249.178,127.304,120.24700000000001,129.55,131.329,113.209,,
397.25,1589.0,,215.446,58.494,191.166,50.55,131.941,130.093,161.387,130.036,138.998,128.33,246.143,116.103,77.437,109.323,219.322,109.181,199.47299999999998,102.969,275.941,102.995,129.187,99.976,185.293,96.926,213.58,93.99,117.06200000000001,97.387,75.64699999999999,98.54799999999999,90.21799999999999,97.056,248.58599999999998,87.399,110.051,85.01899999999999,84.07799999999999,90.713,108.801,92.316,170.822,79.639,108.318,78.156,88.177,84.43700000000001,182.938,81.243,258.816,77.02600000000001,112.24600000000001,160.907,85.67399999999999,157.686,43.268,152.029,73.07300000000001,153.327,281.524,145.30100000000002,117.96799999999999,146.925,212.493,146.235,238.514,145.409,53.857,146.961,41.74100000000001,137.311,196.576,79.811,224.99599999999998,140.929,195.31,34.566,133.262,88.488,172.938,87.50200000000001,223.138,68.734,249.15,127.36399999999999,120.182,129.512,131.285,113.13600000000001,,
397.5,1590.0,,215.43900000000002,58.522,191.205,50.534,131.88299999999998,130.144,161.388,130.024,139.00799999999998,128.313,246.108,116.18,77.46,109.335,219.287,109.094,199.49200000000002,103.008,275.89099999999996,102.954,129.224,99.93,185.27599999999998,96.95100000000001,213.613,93.84,116.932,97.458,75.65100000000001,98.569,90.215,97.079,248.572,87.456,110.069,85.015,84.08,90.839,108.855,92.32600000000001,170.821,79.622,108.305,78.237,88.212,84.395,182.90400000000002,81.225,258.791,77.041,112.249,160.903,85.649,157.707,43.227,152.018,73.067,153.315,281.478,145.17600000000002,117.98100000000001,146.963,212.50099999999998,146.216,238.49200000000002,145.378,53.854,146.96,41.702,137.254,196.62599999999998,79.825,225.05900000000003,140.963,195.343,34.575,133.306,88.42200000000001,172.864,87.5,223.18099999999998,68.8,249.05900000000003,127.47399999999999,120.171,129.43,131.346,113.081,,
397.75,1591.0,,215.479,58.571000000000005,191.22099999999998,50.513999999999996,131.878,130.088,161.41,129.97799999999998,138.981,128.32299999999998,246.175,116.225,77.453,109.37299999999999,219.176,109.104,199.50599999999997,102.985,275.855,102.927,129.18200000000002,99.99,185.27,96.961,213.707,93.881,117.115,97.25,75.657,98.571,90.249,97.01899999999999,248.51,87.529,110.06299999999999,85.008,84.068,90.885,108.97,92.181,170.795,79.64399999999999,108.275,78.297,88.28299999999999,84.399,182.915,81.25,258.85400000000004,77.071,112.182,161.211,85.73100000000001,157.70600000000002,43.215,152.046,73.008,153.244,281.508,144.991,118.06200000000001,147.006,212.497,146.208,238.49599999999998,145.346,53.806000000000004,146.998,41.71,137.27,196.54,79.918,225.06599999999997,140.891,195.298,34.509,133.256,88.331,172.873,87.4,223.16299999999998,68.797,249.18599999999998,127.292,120.262,129.369,131.30100000000002,113.20299999999999,,
398.0,1592.0,,215.44799999999998,58.623999999999995,191.252,50.512,131.908,130.088,161.39700000000002,130.002,138.961,128.30700000000002,246.143,116.25299999999999,77.513,109.36,219.15599999999998,109.139,199.488,103.007,275.91200000000003,102.992,129.196,99.98100000000001,185.27200000000002,96.96799999999999,213.65200000000002,93.928,117.054,97.243,75.649,98.566,90.315,96.96,248.543,87.507,110.066,85.01799999999999,84.12700000000001,90.78399999999999,108.95700000000001,92.26899999999999,170.78,79.631,108.08200000000001,78.452,88.265,84.411,182.96400000000003,81.28,258.805,77.072,112.184,161.31,85.74799999999999,157.707,43.173,152.02,72.998,153.29,281.572,145.084,118.14399999999999,146.983,212.521,146.22899999999998,238.454,145.415,53.806000000000004,147.007,41.727,137.251,196.43599999999998,80.031,224.93599999999998,140.843,195.28599999999997,34.556999999999995,133.295,88.281,172.805,87.42299999999999,223.127,68.745,249.36900000000003,127.085,120.184,129.358,131.265,113.186,,
398.25,1593.0,,215.507,58.692,191.24900000000002,50.493,131.914,130.118,161.43,129.989,138.952,128.32,246.16099999999997,116.178,77.458,109.35600000000001,219.19400000000002,109.18700000000001,199.468,103.008,275.71299999999997,102.929,129.165,99.985,185.268,96.96600000000001,213.739,93.868,117.161,97.139,75.631,98.57,90.29799999999999,96.895,248.452,87.531,110.085,85.012,84.061,90.899,108.943,92.209,170.77700000000002,79.617,107.92399999999999,78.547,88.26799999999999,84.427,182.997,81.303,258.846,77.07,112.177,161.168,85.84299999999999,157.696,43.098,151.937,72.998,153.32399999999998,281.51099999999997,145.119,118.074,147.053,212.49599999999998,146.239,238.392,145.47799999999998,53.788999999999994,147.023,41.729,137.247,196.38400000000001,80.12100000000001,225.003,140.77200000000002,195.27200000000002,34.579,133.32,88.273,172.84400000000002,87.387,223.107,68.729,249.514,127.02799999999999,120.056,129.243,131.174,113.051,119.209,108.57
398.5,1594.0,,215.44299999999998,58.696999999999996,191.28900000000002,50.497,131.899,130.063,161.386,129.99200000000002,138.952,128.325,246.15599999999998,116.221,77.426,109.331,219.09599999999998,109.177,199.456,102.993,275.837,102.954,129.221,99.991,185.29,96.95,213.709,93.69,117.219,97.037,75.59100000000001,98.535,90.34200000000001,96.905,248.505,87.49700000000001,110.07,85.016,84.06,91.00299999999999,108.891,92.286,170.75,79.627,107.883,78.575,88.205,84.441,182.998,81.25399999999999,258.816,77.031,112.21799999999999,161.059,85.666,157.632,43.123000000000005,151.929,72.98100000000001,153.289,281.45599999999996,145.071,118.17200000000001,147.08,212.497,146.235,238.36900000000003,145.475,53.783,147.02100000000002,41.714,137.221,196.294,80.189,224.938,140.749,195.293,34.577,133.321,88.291,172.855,87.41,223.125,68.725,249.58599999999998,126.897,120.027,129.369,131.186,113.109,119.02600000000001,108.794
398.75,1595.0,,215.388,58.623000000000005,191.328,50.501999999999995,131.914,130.07,161.33100000000002,129.977,138.97899999999998,128.325,246.084,116.148,77.434,109.374,219.139,109.133,199.482,103.005,275.716,102.876,129.274,99.904,185.29,96.948,213.676,93.65799999999999,117.319,96.95100000000001,75.571,98.501,90.24700000000001,96.99700000000001,248.641,87.36399999999999,110.074,84.999,84.029,90.885,108.881,92.214,170.768,79.617,107.78,78.596,88.27799999999999,84.432,182.929,81.28399999999999,258.784,77.048,112.302,161.275,85.679,157.619,43.073,151.889,73.014,153.25799999999998,281.495,145.039,118.292,147.02200000000002,212.49900000000002,146.246,238.37400000000002,145.47799999999998,53.772,147.018,41.72,137.239,196.27900000000002,80.222,225.05900000000003,140.757,195.32299999999998,34.595,133.284,88.24600000000001,172.83599999999998,87.427,223.135,68.741,249.41400000000002,127.095,119.98200000000001,129.333,131.22,113.079,118.99799999999999,108.66799999999999
399.0,1596.0,,215.37900000000002,58.61600000000001,191.34900000000002,50.495,131.91,130.048,161.305,129.958,139.01,128.322,246.09400000000002,116.105,77.471,109.35600000000001,219.18099999999998,109.119,199.46400000000003,102.98200000000001,275.526,102.83,129.232,99.9,185.287,96.95200000000001,213.62099999999998,93.70299999999999,117.351,96.988,75.596,98.477,90.179,96.99,248.692,87.421,110.103,85.00299999999999,84.027,90.876,108.82,92.177,170.785,79.605,107.82799999999999,78.553,88.26100000000001,84.441,182.851,81.258,258.837,77.015,112.32,161.218,85.743,157.643,43.095,151.904,73.021,153.24200000000002,281.435,144.933,118.402,146.933,212.49900000000002,146.237,238.36599999999999,145.471,53.788999999999994,146.995,41.711999999999996,137.21200000000002,196.267,80.23899999999999,225.016,140.72,195.28900000000002,34.626,133.352,88.126,172.891,87.415,223.17,68.747,249.528,126.934,120.02799999999999,129.334,131.121,113.132,118.971,108.764
399.25,1597.0,,215.331,58.608000000000004,191.3,50.473,131.987,130.04,161.326,129.97,139.07399999999998,128.328,246.083,116.155,77.47800000000001,109.329,219.149,109.141,199.486,102.988,275.421,102.81200000000001,129.19899999999998,99.906,185.27599999999998,96.964,213.74400000000003,93.802,117.46600000000001,96.818,75.612,98.52600000000001,90.23200000000001,97.014,248.653,87.37299999999999,110.1,85.015,84.022,90.931,108.76799999999999,92.24700000000001,170.765,79.593,107.84700000000001,78.615,88.213,84.46600000000001,182.854,81.262,258.781,77.015,112.359,161.197,85.802,157.695,43.119,151.924,73.02600000000001,153.21200000000002,281.46,144.94299999999998,118.54700000000001,146.888,212.497,146.23,238.31099999999998,145.546,53.827,147.0,41.717,137.246,196.178,80.125,225.017,140.72299999999998,195.3,34.625,133.309,88.19,172.946,87.352,223.15900000000002,68.732,249.21200000000002,127.20100000000001,120.04700000000001,129.358,131.045,113.175,119.20200000000001,108.669
399.5,1598.0,,215.285,58.6,191.271,50.461000000000006,131.936,130.05,161.27700000000002,129.991,139.113,128.268,246.085,116.11200000000001,77.505,109.309,219.078,109.10799999999999,199.467,103.021,275.252,102.81700000000001,129.145,99.939,185.253,97.001,213.732,93.88799999999999,117.34100000000001,97.07600000000001,75.653,98.506,90.071,97.04,248.563,87.387,110.09700000000001,84.991,84.005,90.93,108.785,92.21,170.78099999999998,79.596,107.90799999999999,78.558,88.175,84.419,182.854,81.262,258.735,77.036,112.37700000000001,161.279,85.853,157.753,43.118,151.90200000000002,73.012,153.236,281.41200000000003,145.043,118.63799999999999,146.92700000000002,212.507,146.232,238.317,145.542,53.848,147.029,41.726000000000006,137.231,196.31099999999998,80.14699999999999,225.09599999999998,140.64,195.27200000000002,34.628,133.365,88.184,172.96,87.27600000000001,223.16099999999997,68.714,249.35,127.116,120.05799999999999,129.232,131.151,113.2,119.24,108.617
399.75,1599.0,,215.338,58.52,191.308,50.45399999999999,131.921,130.08,161.305,129.936,139.10299999999998,128.267,246.06799999999998,116.03200000000001,77.513,109.319,219.114,109.09,199.43599999999998,103.016,275.325,102.81,129.106,99.99799999999999,185.269,96.985,213.671,93.84299999999999,117.259,97.133,75.727,98.515,90.124,97.03200000000001,248.613,87.389,110.096,84.991,83.962,90.90799999999999,108.75,92.21799999999999,170.797,79.592,107.891,78.48100000000001,88.19,84.475,182.761,81.285,258.77,77.07,112.29,161.297,85.652,157.62,43.107,151.904,72.975,153.19,281.32599999999996,145.058,118.693,146.884,212.482,146.19,238.354,145.613,53.861000000000004,147.02200000000002,41.803000000000004,137.225,196.16299999999998,80.294,225.231,140.624,195.23,34.648,133.316,88.152,173.032,87.304,223.13299999999998,68.72,249.301,127.09,120.10799999999999,129.266,131.168,113.255,119.116,108.459
400.0,1600.0,,215.394,58.506,191.325,50.483000000000004,131.931,130.09,161.31,129.93200000000002,139.114,128.27700000000002,246.078,116.01799999999999,77.55,109.34299999999999,219.09900000000002,109.081,199.433,103.035,275.244,102.755,129.072,100.01299999999999,185.275,97.001,213.767,93.891,117.152,97.17299999999999,75.748,98.54,90.07700000000001,97.07600000000001,248.75400000000002,87.431,110.118,84.985,83.92399999999999,90.89,108.74600000000001,92.26299999999999,170.765,79.559,108.024,78.392,88.17299999999999,84.45,182.843,81.259,258.847,77.07,112.271,161.425,85.569,157.57,43.166000000000004,151.922,72.96,153.19,281.377,145.065,118.726,146.767,212.47299999999998,146.207,238.304,145.63299999999998,53.854,146.991,41.831,137.2,196.18400000000003,80.366,225.183,140.417,195.22299999999998,34.661,133.328,88.11200000000001,173.09400000000002,87.323,223.08900000000003,68.71300000000001,249.171,127.15799999999999,120.088,129.29399999999998,131.048,113.155,119.17,108.495
400.25,1601.0,,215.34400000000002,58.498000000000005,191.308,50.492,131.94799999999998,130.102,161.333,129.96200000000002,139.108,128.253,246.09900000000002,116.029,77.529,109.35600000000001,219.095,109.07799999999999,199.433,103.051,275.225,102.804,129.067,99.988,185.25599999999997,97.02600000000001,214.00799999999998,93.882,117.038,97.18299999999999,75.711,98.49600000000001,90.05,97.165,248.729,87.345,110.12700000000001,84.98299999999999,83.88600000000001,90.868,108.811,92.20299999999999,170.774,79.546,108.141,78.403,88.14,84.368,182.84,81.211,258.909,77.03,112.25,161.442,85.566,157.583,43.18899999999999,151.96,72.919,153.213,281.358,145.054,118.698,146.797,212.458,146.214,238.294,145.615,53.826,147.014,41.827,137.162,196.24900000000002,80.279,225.335,140.41,195.19400000000002,34.667,133.364,88.041,173.07,87.363,223.105,68.72399999999999,249.03099999999998,127.189,120.10700000000001,129.185,130.97,113.027,119.125,108.387
400.5,1602.0,,215.218,58.472,191.297,50.498000000000005,131.963,130.012,161.315,129.92,139.108,128.22899999999998,246.092,115.97200000000001,77.51899999999999,109.376,218.979,109.14200000000001,199.419,103.087,275.314,102.75399999999999,129.07399999999998,99.99600000000001,185.252,97.025,213.90200000000002,93.881,117.147,97.133,75.693,98.53,89.93700000000001,97.116,248.75,87.27799999999999,110.152,84.99,83.852,90.796,108.744,92.305,170.766,79.525,108.10600000000001,78.322,88.164,84.40100000000001,182.856,81.199,258.885,77.048,112.249,161.43200000000002,85.61399999999999,157.641,43.167,151.924,72.96300000000001,153.153,281.281,144.96,118.766,146.791,212.44099999999997,146.235,238.25799999999998,145.637,53.84,147.02100000000002,41.843999999999994,137.162,196.297,80.365,225.263,140.577,195.173,34.665,133.404,87.975,173.01,87.333,223.12400000000002,68.726,249.155,127.16,120.10600000000001,129.241,130.857,112.98,118.738,108.15899999999999
400.75,1603.0,,215.15599999999998,58.528,191.331,50.481,131.906,129.996,161.312,129.92,139.112,128.213,246.049,115.913,77.525,109.396,219.078,109.116,199.39700000000002,103.116,275.358,102.691,129.075,99.976,185.24099999999999,97.04799999999999,213.743,93.806,117.251,97.035,75.682,98.56,89.927,97.075,248.835,87.34899999999999,110.162,84.965,83.874,90.921,108.79799999999999,92.225,170.783,79.538,108.21600000000001,78.286,88.215,84.40100000000001,182.882,81.251,258.9,77.048,112.131,161.625,85.493,157.589,43.206,151.944,72.807,153.1,281.288,144.97299999999998,118.815,146.761,212.459,146.241,238.238,145.584,53.842,147.017,41.81399999999999,137.183,196.328,80.452,225.28099999999998,140.628,195.173,34.664,133.446,88.012,173.02900000000002,87.36,223.12099999999998,68.732,249.10299999999998,127.101,120.07700000000001,129.306,130.782,112.954,118.87700000000001,108.287
401.0,1604.0,,215.16,58.44,191.32,50.496,131.876,129.994,161.306,129.953,139.107,128.224,246.106,115.90100000000001,77.536,109.421,218.977,109.134,199.389,103.101,275.539,102.749,129.048,99.976,185.263,97.052,213.764,93.712,117.26899999999999,97.09299999999999,75.748,98.553,90.005,96.999,248.856,87.32,110.146,84.973,83.833,90.97200000000001,108.82600000000001,92.23100000000001,170.80700000000002,79.563,108.344,78.23100000000001,88.25,84.45100000000001,182.83900000000003,81.236,258.913,77.087,112.05,161.625,85.699,157.626,43.17,151.93,72.76899999999999,153.10399999999998,281.30400000000003,145.07299999999998,119.089,146.642,212.445,146.232,238.24200000000002,145.55,53.863,147.018,41.83,137.238,196.313,80.506,225.315,140.711,195.18200000000002,34.659,133.446,87.978,173.055,87.303,223.146,68.753,249.329,126.87299999999999,119.98,129.32299999999998,130.81799999999998,112.963,118.436,108.318
401.25,1605.0,,215.235,58.453,191.331,50.5,131.89600000000002,129.947,161.325,129.955,139.135,128.237,246.10299999999998,115.87799999999999,77.555,109.39399999999999,218.94400000000002,109.10600000000001,199.365,103.03299999999999,275.633,102.72,129.042,99.932,185.26,97.04899999999999,213.567,93.574,117.325,97.10700000000001,75.703,98.507,90.041,97.05,248.877,87.26299999999999,110.119,84.992,83.87899999999999,91.079,108.814,92.199,170.82,79.568,108.274,78.335,88.238,84.43700000000001,182.847,81.259,258.945,77.107,112.073,161.673,85.67399999999999,157.61700000000002,43.173,151.923,72.758,153.124,281.23900000000003,145.08100000000002,119.152,146.644,212.433,146.214,238.274,145.586,53.831,147.04,41.87,137.239,196.209,80.49,225.31599999999997,140.812,195.145,34.685,133.44,87.992,173.112,87.223,223.149,68.745,249.40599999999998,126.85,119.977,129.256,130.68200000000002,112.92399999999999,118.618,108.311
401.5,1606.0,,215.31,58.442,191.39,50.494,131.857,129.998,161.32299999999998,129.987,139.145,128.227,246.049,115.78299999999999,77.634,109.37899999999999,218.907,109.103,199.36,103.075,275.572,102.62799999999999,129.02200000000002,99.896,185.278,97.054,213.55700000000002,93.594,117.257,97.025,75.718,98.53299999999999,90.115,96.999,248.861,87.314,110.12899999999999,85.00399999999999,83.963,91.21600000000001,108.834,92.17399999999999,170.832,79.57600000000001,108.17299999999999,78.436,88.24799999999999,84.396,182.865,81.309,258.905,77.043,112.19200000000001,161.488,85.774,157.653,43.181000000000004,151.942,72.752,153.162,281.2,145.226,119.219,146.612,212.415,146.17700000000002,238.296,145.629,53.836000000000006,147.063,41.907,137.236,196.169,80.48899999999999,225.267,140.774,195.16400000000002,34.67,133.442,88.001,173.105,87.291,223.11,68.715,249.304,126.971,120.041,129.365,130.72299999999998,112.88,118.311,108.363
401.75,1607.0,,215.38400000000001,58.445,191.357,50.503,131.852,130.042,161.33100000000002,129.968,139.14600000000002,128.214,246.033,115.804,77.618,109.39299999999999,218.903,109.055,199.396,103.10600000000001,275.587,102.624,129.054,99.86,185.233,97.06299999999999,213.576,93.598,117.329,96.97200000000001,75.794,98.574,90.14,96.99,248.91,87.337,110.15899999999999,84.99,83.914,91.19,108.818,92.185,170.87400000000002,79.596,108.236,78.439,88.193,84.35799999999999,182.963,81.365,259.025,77.039,112.189,161.501,85.86,157.697,43.138999999999996,151.90200000000002,72.721,153.165,281.257,145.215,119.05,146.705,212.38099999999997,146.165,238.27700000000002,145.611,53.835,147.045,41.926,137.257,196.24200000000002,80.521,225.266,140.768,195.18099999999998,34.635,133.447,88.012,173.07,87.354,223.136,68.753,249.44099999999997,126.93799999999999,120.052,129.41299999999998,130.55,112.772,118.684,108.40100000000001
402.0,1608.0,,215.245,58.501999999999995,191.335,50.495,131.84,129.993,161.329,129.968,139.131,128.185,246.037,115.775,77.63,109.35700000000001,218.907,109.072,199.4,103.125,275.599,102.633,129.07399999999998,99.834,185.24400000000003,97.042,213.521,93.538,117.39399999999999,96.956,75.797,98.564,90.132,96.897,248.889,87.329,110.169,84.99700000000001,83.95200000000001,91.34700000000001,108.779,92.251,170.873,79.58,108.271,78.334,88.211,84.352,182.947,81.32600000000001,259.014,77.092,112.19200000000001,161.387,85.822,157.673,43.157,151.891,72.696,153.143,281.256,145.269,119.11200000000001,146.662,212.386,146.158,238.296,145.589,53.85,147.031,41.945,137.295,196.283,80.535,225.202,140.776,195.188,34.645,133.409,88.024,173.044,87.353,223.125,68.73100000000001,249.50900000000001,126.79700000000001,120.101,129.405,130.56,112.801,118.52,108.47200000000001
402.25,1609.0,,215.37400000000002,58.50899999999999,191.365,50.476000000000006,131.834,130.042,161.352,129.96200000000002,139.109,128.208,245.997,115.713,77.615,109.389,219.037,109.054,199.43599999999998,103.15100000000001,275.52299999999997,102.573,129.101,99.781,185.21599999999998,97.04799999999999,213.50400000000002,93.684,117.48200000000001,96.931,75.798,98.56,90.117,96.869,248.89700000000002,87.315,110.208,84.994,83.96700000000001,91.47399999999999,108.852,92.15799999999999,170.865,79.582,108.184,78.402,88.24,84.38600000000001,182.865,81.322,258.964,77.154,112.16799999999999,161.532,85.976,157.726,43.175,151.924,72.694,153.151,281.243,145.18200000000002,119.11,146.597,212.375,146.149,238.267,145.594,53.821000000000005,146.985,41.96,137.321,196.248,80.57300000000001,225.317,140.72299999999998,195.195,34.666,133.429,88.023,173.046,87.405,223.12099999999998,68.748,249.487,126.736,120.04299999999999,129.54399999999998,130.609,112.821,118.09200000000001,108.42
402.5,1610.0,,215.27,58.52,191.386,50.472,131.846,130.071,161.363,129.957,139.085,128.224,245.979,115.844,77.64,109.396,218.981,109.055,199.435,103.15899999999999,275.316,102.45100000000001,129.075,99.771,185.243,97.055,213.25400000000002,93.696,117.64200000000001,96.959,75.78699999999999,98.572,90.102,96.90700000000001,248.875,87.255,110.211,84.977,83.949,91.345,108.825,92.195,170.862,79.561,108.182,78.309,88.285,84.462,182.922,81.334,259.015,77.141,112.179,161.555,86.181,157.804,43.148,151.872,72.667,153.137,281.25,145.214,119.251,146.586,212.375,146.15200000000002,238.218,145.636,53.818999999999996,146.977,41.952,137.32299999999998,196.268,80.627,225.304,140.849,195.21900000000002,34.675,133.38299999999998,88.02799999999999,173.007,87.436,223.114,68.76,249.407,126.825,119.995,129.546,130.75799999999998,112.91799999999999,117.50200000000001,108.50299999999999
402.75,1611.0,,215.324,58.523,191.40099999999998,50.475,131.80200000000002,130.10399999999998,161.38,129.954,139.07,128.197,245.937,115.834,77.65100000000001,109.35700000000001,218.965,109.109,199.456,103.15299999999999,275.328,102.376,129.039,99.81299999999999,185.25,97.04899999999999,213.405,93.728,117.459,97.009,75.808,98.62899999999999,90.04899999999999,96.895,248.921,87.20700000000001,110.234,84.973,84.036,91.421,108.88,92.182,170.84400000000002,79.529,108.24700000000001,78.164,88.265,84.42399999999999,182.85299999999998,81.252,259.014,77.11,112.089,161.71200000000002,86.133,157.746,43.141000000000005,151.80200000000002,72.666,153.161,281.255,145.19299999999998,119.296,146.516,212.36599999999999,146.136,238.225,145.68,53.816,146.975,41.961999999999996,137.36700000000002,196.225,80.55199999999999,225.394,140.832,195.22099999999998,34.68,133.385,88.029,172.97299999999998,87.395,223.06799999999998,68.715,249.47799999999998,126.726,120.012,129.463,130.563,112.82799999999999,117.685,108.588
403.0,1612.0,,215.29,58.503,191.37900000000002,50.483999999999995,131.87,130.113,161.39700000000002,129.91899999999998,139.088,128.181,245.958,115.887,77.649,109.4,218.843,109.081,199.46099999999998,103.18299999999999,275.303,102.306,129.018,99.835,185.232,97.059,213.34799999999998,93.934,117.465,96.96700000000001,75.782,98.617,90.103,96.904,248.878,87.273,110.238,84.999,84.084,91.63600000000001,108.944,92.175,170.872,79.538,108.18799999999999,78.199,88.266,84.436,182.827,81.218,258.959,77.07300000000001,112.07600000000001,161.57299999999998,86.212,157.749,43.187,151.85299999999998,72.692,153.14700000000002,281.33299999999997,145.06799999999998,119.185,146.571,212.392,146.14,238.16,145.683,53.802,146.995,41.952,137.376,196.195,80.6,225.421,140.82399999999998,195.229,34.711,133.404,88.027,172.94099999999997,87.23200000000001,223.011,68.708,249.44099999999997,126.745,119.914,129.42600000000002,130.66299999999998,112.887,117.62299999999999,108.73899999999999
403.25,1613.0,,215.268,58.51,191.387,50.498999999999995,131.834,130.122,161.417,129.92600000000002,139.113,128.208,245.93400000000003,115.86,77.593,109.37200000000001,218.928,109.029,199.468,103.177,275.275,102.291,128.959,99.90100000000001,185.248,97.06700000000001,213.27599999999998,93.833,117.47200000000001,97.023,75.801,98.63,90.179,96.954,248.97099999999998,87.12200000000001,110.25299999999999,84.98100000000001,84.04799999999999,91.61200000000001,108.947,92.17,170.88,79.54,108.241,78.268,88.302,84.475,182.865,81.29899999999999,258.931,77.053,112.088,161.607,86.09200000000001,157.746,43.203,151.83100000000002,72.7,153.134,281.275,145.024,119.167,146.591,212.37900000000002,146.14600000000002,238.192,145.685,53.776,147.011,41.964,137.35399999999998,196.153,80.707,225.418,140.709,195.229,34.708,133.42700000000002,88.045,172.94299999999998,87.15100000000001,223.041,68.708,249.475,126.619,119.993,129.418,130.541,112.98200000000001,117.66,108.697
403.5,1614.0,,215.291,58.466,191.423,50.516999999999996,131.811,129.991,161.44799999999998,129.893,139.116,128.19,245.97299999999998,115.80799999999999,77.601,109.421,218.925,109.07600000000001,199.446,103.17299999999999,275.33799999999997,102.33,128.97,99.889,185.25400000000002,97.01799999999999,213.229,93.773,117.51899999999999,96.81200000000001,75.779,98.61200000000001,90.162,96.97200000000001,249.075,87.072,110.26700000000001,84.98100000000001,84.056,91.727,108.962,92.12799999999999,170.85299999999998,79.523,108.28399999999999,78.187,88.32600000000001,84.461,182.952,81.28,258.921,77.07300000000001,111.973,161.798,86.027,157.71,43.222,151.792,72.725,153.145,281.35900000000004,145.047,119.11200000000001,146.597,212.41,146.14,238.176,145.658,53.77,147.006,41.95,137.344,196.123,80.726,225.345,140.512,195.218,34.703,133.433,88.083,172.981,87.066,223.02900000000002,68.681,249.553,126.59200000000001,120.135,129.404,130.71,112.869,117.426,108.65299999999999
403.75,1615.0,,215.32,58.493,191.44299999999998,50.494,131.791,130.121,161.425,129.906,139.094,128.149,245.963,115.76700000000001,77.672,109.48299999999999,218.94099999999997,109.059,199.408,103.156,275.282,102.285,128.91,99.995,185.271,97.02,213.372,93.81700000000001,117.516,96.807,75.794,98.624,90.145,97.012,249.02,86.949,110.294,84.986,84.09200000000001,91.735,108.965,92.152,170.843,79.513,108.17299999999999,78.105,88.36399999999999,84.48200000000001,182.921,81.27600000000001,258.92400000000004,77.08,111.93299999999999,161.93,85.927,157.695,43.208,151.79,72.709,153.156,281.411,145.02100000000002,119.029,146.658,212.42700000000002,146.126,238.204,145.639,53.765,147.039,41.946000000000005,137.355,196.18200000000002,80.771,225.39,140.536,195.21400000000003,34.7,133.425,88.10600000000001,173.017,87.014,223.078,68.68,249.56099999999998,126.617,120.14399999999999,129.554,130.614,112.852,117.77,108.611
404.0,1616.0,,215.205,58.531000000000006,191.38099999999997,50.474,131.716,130.18200000000002,161.457,129.898,139.11700000000002,128.142,245.99599999999998,115.729,77.667,109.48100000000001,218.93200000000002,109.05,199.408,103.167,275.34,102.26,128.893,99.959,185.282,96.999,213.644,93.757,117.682,96.811,75.82300000000001,98.65,90.12,96.934,249.03799999999998,87.037,110.335,84.971,84.098,91.646,108.98,92.166,170.85,79.503,108.301,77.991,88.367,84.49,182.97099999999998,81.311,258.914,77.051,111.934,161.954,85.913,157.648,43.17100000000001,151.78799999999998,72.693,153.171,281.472,145.02,119.494,146.496,212.40599999999998,146.116,238.25400000000002,145.653,53.758,147.028,41.923,137.334,196.15599999999998,80.795,226.91099999999997,139.19799999999998,195.19400000000002,34.677,133.433,88.09,172.99200000000002,87.08,223.16299999999998,68.696,249.385,126.729,120.234,129.52,130.531,112.949,117.809,108.60799999999999
