TimesH,Frame,61,63,74,78,79,126,129,135,139,140,141,150,161,165,178,181,184,189,211,215,219,220,223,229,234,235,236,245,263,271,282,284,292,300,311,319,322,326,328,330,351,356,363,367,500,515,524,542,564,572,622,708,958
0.0,0.0,691.378,697.5139999999999,711.1619999999999,769.378,691.946,722.405,741.5139999999999,746.8919999999999,718.8919999999999,716.541,781.135,744.0269999999999,748.73,759.243,689.405,686.811,756.3510000000001,684.324,721.4860000000001,758.784,727.3510000000001,695.541,740.9730000000001,707.378,690.8380000000001,728.8919999999999,729.541,726.757,694.27,673.811,681.27,699.946,675.9730000000001,680.459,698.3510000000001,677.784,695.324,672.6489999999999,658.1080000000001,668.676,668.324,681.4860000000001,651.514,654.5409999999999,655.5139999999999,637.3240000000001,653.919,651.297,,,,,
0.25,1.0,675.324,674.27,696.568,731.432,669.811,697.432,716.189,719.081,695.297,698.189,752.703,718.216,719.622,732.9730000000001,673.135,670.676,732.568,660.135,704.189,730.3510000000001,710.216,675.4860000000001,720.27,694.622,678.432,713.432,706.919,706.9730000000001,683.243,666.297,673.8380000000001,687.432,668.6489999999999,667.216,686.676,667.8919999999999,683.0269999999999,664.4860000000001,648.622,657.5139999999999,653.8919999999999,670.3510000000001,642.297,646.0,640.8380000000001,629.6759999999999,641.135,640.4590000000001,,704.459,,,
0.5,2.0,659.568,658.8919999999999,673.946,702.27,652.595,677.703,690.8919999999999,694.054,677.1619999999999,677.6489999999999,722.6489999999999,696.6489999999999,697.0269999999999,708.27,657.216,658.459,707.8380000000001,645.595,688.081,705.243,688.595,659.8919999999999,699.595,678.676,665.568,690.432,686.297,688.865,668.568,654.1619999999999,661.1080000000001,673.703,658.081,653.243,673.676,657.054,669.27,654.486,640.703,645.4590000000001,642.216,659.189,634.8380000000001,638.405,630.757,622.514,633.378,629.919,644.27,688.135,,,
0.75,3.0,648.378,648.568,663.0,685.459,642.243,665.0269999999999,676.595,677.541,665.541,664.676,701.784,681.3510000000001,681.1619999999999,691.3510000000001,648.6759999999999,647.6759999999999,690.4860000000001,638.0269999999999,673.541,689.243,676.081,650.811,682.946,667.568,657.919,678.432,674.811,677.703,658.8919999999999,647.189,653.6759999999999,664.6489999999999,650.865,646.811,662.703,649.6759999999999,660.568,648.0,635.054,637.9730000000001,636.081,651.4590000000001,629.405,634.757,625.0269999999999,620.0269999999999,628.432,624.703,637.3240000000001,676.297,,,
1.0,4.0,639.703,642.486,654.5409999999999,674.541,638.378,658.216,663.135,664.5139999999999,657.432,654.0,687.297,669.946,672.0269999999999,681.9730000000001,642.189,644.811,677.595,633.595,665.324,681.189,666.432,645.595,672.811,660.1080000000001,650.5409999999999,670.0,665.6489999999999,667.703,652.811,641.568,648.054,658.054,645.73,640.919,656.0,643.595,651.3240000000001,643.189,632.0,632.27,630.5409999999999,645.757,627.243,631.9730000000001,623.081,617.1080000000001,624.27,622.432,631.73,668.3510000000001,,,
1.25,5.0,633.9730000000001,639.649,646.8380000000001,667.8919999999999,635.405,652.189,655.459,657.5139999999999,651.73,648.0269999999999,675.676,661.919,665.73,675.0269999999999,639.135,640.649,670.1619999999999,631.378,657.0269999999999,671.297,661.3510000000001,641.054,667.703,654.189,645.9730000000001,663.0,658.919,662.3510000000001,649.486,638.432,643.649,654.622,642.243,637.135,651.0,641.595,647.216,641.4590000000001,628.5409999999999,629.5409999999999,627.1080000000001,642.27,624.568,628.865,620.351,617.405,622.649,619.405,629.6759999999999,663.243,,,
1.5,6.0,630.8919999999999,637.703,644.378,661.459,634.73,647.054,650.784,652.6759999999999,648.703,644.5409999999999,668.054,657.919,660.919,668.405,635.595,637.595,663.27,629.946,653.946,664.8380000000001,655.405,639.135,660.541,650.432,643.297,659.135,654.378,656.865,645.595,634.946,640.081,652.703,639.081,635.27,647.486,638.189,646.919,637.703,628.595,628.243,625.514,638.622,624.054,627.081,619.1080000000001,616.784,621.9730000000001,618.297,628.4590000000001,658.135,659.1619999999999,,
1.75,7.0,627.9730000000001,636.9730000000001,640.514,658.27,634.081,644.5409999999999,647.1080000000001,648.919,644.568,640.811,665.784,653.189,656.5139999999999,665.135,632.919,636.297,660.5139999999999,629.0,650.5409999999999,663.757,655.865,637.4590000000001,659.054,647.757,641.865,657.189,653.0269999999999,655.568,642.514,634.405,640.054,650.8380000000001,639.243,633.1080000000001,646.73,637.189,645.568,637.8919999999999,627.27,626.5409999999999,624.405,639.054,623.081,627.3240000000001,619.8919999999999,618.0,620.784,618.0,626.5409999999999,655.784,656.9730000000001,,
2.0,8.0,626.811,635.784,641.27,655.541,632.73,642.297,644.054,647.784,643.8380000000001,638.784,661.27,651.243,653.9730000000001,663.1080000000001,632.865,635.378,660.324,628.243,650.1619999999999,660.8380000000001,650.8380000000001,637.595,656.541,647.703,640.568,653.73,652.0269999999999,653.919,644.432,632.3240000000001,639.568,649.811,638.135,634.081,646.1080000000001,635.514,644.595,638.8919999999999,627.216,626.8380000000001,625.351,637.865,622.135,627.432,619.432,617.1080000000001,620.1619999999999,617.4590000000001,625.0269999999999,654.919,653.595,,
