TimesH,Frame,7,13,22,32,36,46,50,60,63,78,105,131,219,238,260,266,291,298,305,311,312,317,321,330,335,342,343,344,348,354,356,529,612,627,649,855,867,885,895,933,956,968,981,986
166.75,667.0,617.751,617.211,616.9780000000001,616.321,611.83,614.529,616.0319999999999,617.387,612.637,611.0790000000001,611.706,610.3530000000001,607.794,612.812,610.252,616.788,619.9630000000001,614.997,616.534,618.4169999999999,621.336,622.857,616.587,612.182,617.511,615.86,617.1419999999999,624.158,617.237,620.094,618.908,,,,,,,,,,,,,
167.0,668.0,618.561,618.982,619.659,616.373,612.102,615.0169999999999,616.21,619.052,612.773,611.887,611.856,611.756,607.465,612.904,610.354,618.2919999999999,620.635,616.502,619.439,619.8380000000001,624.1569999999999,624.804,617.5509999999999,612.95,619.342,616.387,618.698,626.906,619.564,623.177,620.4169999999999,,,,,,,,,,,,,
167.25,669.0,619.092,618.742,618.422,617.4580000000001,612.205,615.19,616.373,619.362,613.191,611.505,611.942,611.8969999999999,608.173,612.823,609.8380000000001,617.357,620.561,615.413,617.82,619.54,623.383,623.52,617.431,612.8240000000001,618.844,616.971,618.938,625.956,618.915,622.4680000000001,620.049,,,,,,,,,,,,,
167.5,670.0,618.22,618.9780000000001,619.205,617.607,611.6659999999999,615.465,616.255,618.254,612.909,611.374,613.196,611.021,607.447,613.376,608.944,617.387,620.935,615.521,618.82,618.514,623.84,623.403,616.774,612.373,619.664,616.002,620.021,624.996,618.371,622.124,620.519,,,,,,,,,,,,,
167.75,671.0,618.7230000000001,618.631,617.867,617.844,611.865,615.383,615.889,618.664,611.865,611.357,611.931,611.786,607.234,612.433,610.087,617.237,620.4780000000001,616.031,617.94,620.021,624.0419999999999,622.562,616.752,611.768,619.2669999999999,616.294,620.73,624.372,617.816,622.314,620.323,,,,,,,,,,,,,
168.0,672.0,620.057,618.889,619.315,619.388,611.765,616.072,616.2330000000001,618.613,613.053,611.511,611.955,611.278,607.524,612.871,610.469,616.9,621.071,615.4780000000001,618.6619999999999,619.753,623.8580000000001,623.1080000000001,617.648,612.3969999999999,619.763,617.371,621.383,625.435,618.3330000000001,623.518,619.681,,,,,,,,,,,,,
168.25,673.0,622.262,619.039,618.937,619.0980000000001,611.788,616.7230000000001,615.746,620.623,612.822,611.762,613.03,612.009,607.922,612.6669999999999,610.556,618.58,621.8290000000001,615.803,619.072,620.828,625.7,624.632,618.242,612.317,620.159,618.2230000000001,622.112,625.168,619.015,623.744,620.895,,,,,,,,,,,,,
168.5,674.0,621.9259999999999,620.245,619.547,620.88,612.231,618.139,617.241,620.502,613.899,612.469,612.886,611.768,608.464,612.794,610.956,618.639,622.303,617.149,620.865,620.965,626.129,624.807,617.754,612.413,621.3340000000001,618.322,623.135,627.64,619.626,624.744,620.807,,,,,,,,,,,,,
168.75,675.0,623.0740000000001,619.693,621.933,620.425,612.611,619.239,617.938,621.87,614.284,612.842,613.847,612.896,608.009,613.4490000000001,610.9580000000001,619.514,624.2719999999999,617.674,621.543,619.951,628.909,625.919,617.937,612.597,621.788,618.982,625.494,627.021,619.669,626.087,622.4780000000001,,,,,,,,,,,,,
169.0,676.0,624.023,621.0980000000001,622.263,622.011,613.715,619.81,618.7330000000001,622.842,614.265,613.32,613.695,613.6569999999999,607.451,614.4019999999999,611.5,620.061,625.025,617.596,622.192,622.145,630.012,625.929,620.137,613.099,623.063,620.327,626.244,627.933,620.305,627.77,622.585,,,,,,,,,,,,,
169.25,677.0,624.396,621.696,622.304,622.862,613.839,620.121,618.206,623.94,614.755,613.934,615.279,612.813,608.493,613.932,611.0840000000001,620.45,625.655,618.785,623.5980000000001,624.297,631.697,627.444,619.269,613.143,623.513,621.821,625.11,630.065,620.12,628.26,623.012,,,,,,,,,,,,,
169.5,678.0,624.7959999999999,622.049,623.005,623.251,614.283,619.455,619.201,624.289,616.116,613.54,615.379,613.221,607.707,614.673,611.599,621.328,627.0830000000001,619.315,623.939,625.1,631.281,626.867,620.794,614.175,624.766,621.53,627.22,630.384,620.634,630.13,623.27,,,,,,,,,,,,,
169.75,679.0,625.872,620.993,623.7230000000001,623.607,615.091,620.263,619.651,624.929,615.4830000000001,613.905,615.376,613.7080000000001,608.263,615.126,611.68,622.371,628.0840000000001,619.842,623.994,624.5980000000001,634.001,627.625,620.971,613.498,624.697,621.544,627.805,629.52,620.567,630.896,622.966,,,,,,,,,,,,,
170.0,680.0,625.0880000000001,622.325,622.831,624.372,614.02,619.585,619.797,624.664,615.904,614.144,616.789,613.984,608.297,615.1,611.945,622.029,627.293,620.477,624.043,625.299,632.701,629.289,622.4019999999999,612.835,623.8919999999999,622.441,628.085,630.17,621.678,632.238,622.735,,,,,,,,,,,,,
170.25,681.0,625.405,622.936,622.761,624.44,614.34,620.109,620.121,624.931,616.137,613.9490000000001,615.7769999999999,614.123,609.016,614.179,611.8380000000001,623.645,629.5419999999999,619.841,625.505,624.8530000000001,633.827,629.237,620.8009999999999,614.062,624.8240000000001,623.1569999999999,628.4169999999999,630.232,621.918,632.863,623.257,,,,,,,,,,,,,
170.5,682.0,625.384,622.572,623.429,624.014,614.33,620.007,620.1,624.24,616.136,614.601,616.533,613.492,608.434,615.215,611.013,622.606,628.393,620.264,624.265,625.2330000000001,634.201,628.3430000000001,620.669,613.568,623.957,623.15,629.174,630.43,621.464,631.997,622.688,,,,,,,,,,,,,
170.75,683.0,624.238,623.163,623.078,625.288,614.599,619.299,619.58,624.097,616.295,614.097,616.631,613.761,608.227,613.9019999999999,611.469,624.0830000000001,628.846,619.793,624.423,624.457,633.743,629.2869999999999,621.622,613.2959999999999,625.356,622.946,629.715,629.525,620.804,632.137,622.618,,,,,,,,,,,,,
171.0,684.0,623.8,623.476,623.863,623.395,614.349,619.643,620.22,624.242,616.0169999999999,612.746,616.36,614.645,608.422,615.21,611.155,624.185,628.4680000000001,618.868,625.893,624.539,632.851,627.911,621.131,613.58,624.942,623.911,629.952,630.597,621.22,631.79,622.258,,,,,,,,,,,,,
171.25,685.0,623.998,622.54,622.257,623.735,613.554,619.441,619.124,623.784,616.163,613.606,616.702,613.91,608.431,614.6990000000001,610.217,624.414,628.319,620.018,626.369,625.22,632.068,628.94,621.294,614.6709999999999,625.821,622.613,629.112,629.256,620.175,631.7909999999999,622.46,,,,,,,,,,,,,
171.5,686.0,,623.6080000000001,622.235,623.249,615.21,618.7909999999999,618.992,624.06,616.035,614.569,616.565,614.722,608.095,614.406,610.505,624.012,627.5790000000001,618.717,624.382,625.244,631.623,629.025,621.259,613.766,623.831,623.58,629.184,629.937,621.395,631.639,623.196,,,,,,,,,,,,,
171.75,687.0,,622.62,622.096,622.8009999999999,614.026,619.193,619.038,624.394,616.567,615.023,616.451,614.7869999999999,608.3580000000001,614.6419999999999,610.995,624.2330000000001,627.2180000000001,619.4730000000001,624.6659999999999,623.135,631.768,627.962,620.168,614.0409999999999,623.6709999999999,623.1080000000001,628.374,629.319,620.9540000000001,632.373,621.798,,,,,,,,,,,,,
172.0,688.0,,621.05,621.523,622.9780000000001,614.18,618.842,618.425,624.04,616.563,613.506,616.585,614.418,608.615,614.736,611.773,624.135,626.659,619.21,624.77,623.899,631.3919999999999,627.497,619.7130000000001,613.232,623.7180000000001,622.3240000000001,628.391,629.599,619.795,631.663,621.132,620.002,,,,,,,,,,,,
172.25,689.0,,621.4730000000001,622.128,622.466,614.284,617.735,618.765,623.746,616.062,614.303,616.695,613.807,609.01,614.688,609.945,624.07,627.174,618.587,624.867,623.227,629.701,627.383,619.739,613.874,623.303,622.214,628.065,630.625,618.769,631.4830000000001,622.212,621.24,,,,,,,,,,,,
172.5,690.0,,621.665,621.752,622.54,614.886,618.428,619.155,623.856,616.986,613.259,617.45,614.369,608.63,614.77,610.6990000000001,623.933,627.107,618.602,624.9259999999999,623.001,630.071,627.702,624.443,613.318,623.332,621.528,627.715,629.6569999999999,619.821,630.77,621.378,621.5419999999999,,,,,,,,,,,,
172.75,691.0,,621.288,620.669,620.632,614.304,618.518,618.896,623.774,616.581,613.309,616.1759999999999,614.196,608.4730000000001,614.998,611.156,623.607,626.227,618.01,625.045,624.075,629.626,627.134,,613.115,623.372,620.9730000000001,625.935,630.073,620.474,630.918,621.8240000000001,621.009,,,,,,,,,,,,
173.0,692.0,622.472,621.74,621.71,621.227,614.935,617.804,618.786,623.757,616.8,613.7909999999999,616.05,614.72,608.72,614.5319999999999,610.6419999999999,623.505,625.9069999999999,618.251,624.562,622.775,629.87,627.024,,613.408,623.401,621.054,626.8380000000001,630.0369999999999,620.044,631.556,621.351,621.773,,,,,,,,,,,,
173.25,693.0,622.6759999999999,622.105,621.376,621.05,614.072,617.89,619.885,623.8480000000001,615.5790000000001,613.415,616.31,615.251,608.592,614.222,611.328,623.309,625.53,618.71,624.595,622.133,629.1759999999999,627.0930000000001,,613.337,622.9540000000001,621.425,626.63,629.118,620.189,631.364,621.071,621.269,,,,,,,,,,,,
