TimesH,Frame,4,18,99,100,103,106,122,134,137,138,139,150,152,159,161,163,166,170,175,177,185,187,192,195,207,239,242,253,263,268,269,279,280,282,291,688,773,871,972,1189,1291,1655,1656,1832,2096
335.75,1343.0,608.78,609.225,608.3380000000001,608.073,609.444,610.86,610.307,609.8330000000001,609.17,608.615,611.489,609.762,609.8330000000001,610.501,612.023,612.975,608.289,611.487,612.664,611.561,609.746,611.3290000000001,611.09,610.929,607.864,608.975,609.8580000000001,608.729,610.068,609.063,609.553,608.372,608.525,609.982,610.264,,,,,,,,,,
336.0,1344.0,607.639,608.706,608.434,607.5830000000001,608.244,610.217,609.107,609.482,608.303,607.6080000000001,609.903,609.226,609.436,609.143,611.0509999999999,610.673,607.697,610.7719999999999,611.627,609.538,609.964,609.306,609.212,609.712,607.155,608.061,608.558,608.319,609.229,608.539,609.42,608.52,608.3480000000001,608.8330000000001,607.818,,,,,,,,,,
336.25,1345.0,608.0369999999999,607.753,608.408,607.455,607.335,609.604,609.174,608.8340000000001,608.29,608.4680000000001,609.969,609.493,608.945,609.645,611.232,610.855,607.548,610.132,611.995,610.58,609.672,609.613,609.669,610.344,607.184,608.004,608.76,608.163,608.846,607.582,608.885,607.484,607.7040000000001,609.445,609.011,,,,,,,,,,
336.5,1346.0,607.786,608.274,608.528,607.156,608.097,609.578,608.698,609.474,609.1569999999999,607.952,609.15,608.721,608.7819999999999,609.464,610.7230000000001,610.9490000000001,608.345,610.77,611.008,610.884,608.372,609.395,609.684,609.8919999999999,607.34,608.039,608.7040000000001,607.837,609.8580000000001,607.9019999999999,609.08,608.3969999999999,607.514,608.326,608.377,,,,,,,,,,
336.75,1347.0,607.859,608.3330000000001,608.26,607.6469999999999,608.71,609.898,609.097,608.378,608.545,608.45,610.07,609.0419999999999,608.7,609.031,610.4490000000001,610.847,607.347,609.9169999999999,611.298,610.5169999999999,609.826,609.026,610.18,609.94,607.283,607.298,609.182,607.736,609.2669999999999,607.744,608.817,608.0409999999999,607.294,608.703,608.195,,,,,,,,,,
337.0,1348.0,608.5409999999999,608.753,608.25,606.79,607.993,609.436,609.235,608.919,609.274,607.861,609.87,609.432,609.065,609.874,610.793,610.811,607.453,610.623,611.896,611.285,609.618,609.821,610.057,608.794,607.32,608.172,608.302,607.989,609.6759999999999,608.589,609.024,608.026,608.503,608.556,608.316,,,,,,,,,,
337.25,1349.0,607.684,608.984,608.975,607.506,608.571,609.654,610.161,610.069,609.59,608.555,610.246,609.774,609.271,610.3480000000001,611.469,611.123,607.771,610.669,610.742,610.726,609.3480000000001,609.432,610.302,610.383,607.4540000000001,607.972,609.285,607.7040000000001,608.99,607.763,609.6990000000001,608.2180000000001,607.602,608.474,609.2280000000001,,,,,,,,,,
337.5,1350.0,608.113,608.894,609.479,607.32,608.096,609.636,609.427,609.534,609.5880000000001,609.128,611.234,608.885,609.6659999999999,609.516,611.778,611.683,608.274,609.992,612.047,610.621,610.155,609.684,610.956,610.331,606.382,607.711,609.599,607.2909999999999,609.3380000000001,608.009,609.3530000000001,607.42,608.571,609.229,609.481,,,,,,,,,,
337.75,1351.0,608.168,608.71,608.727,607.914,608.361,610.6659999999999,609.304,610.864,610.264,607.863,610.685,609.681,609.975,609.702,612.0409999999999,611.177,607.66,611.2769999999999,611.2719999999999,610.649,609.756,609.54,610.906,610.3,607.366,608.101,609.778,608.104,609.898,608.148,609.444,607.962,607.62,608.876,610.153,,,,,,,,,,
