TimesH,Frame,NoMissing,61,61,63,63,74,74,78,78,79,79,126,126,129,129,135,135,139,139,140,140,141,141,150,150,161,161,165,165,178,178,181,181,184,184,189,189,211,211,215,215,219,219,220,220,223,223,229,229,234,234,235,235,236,236,245,245,263,263,271,271,282,282,284,284,292,292,300,300,311,311,319,319,322,322,326,326,328,328,330,330,351,351,356,356,363,363,367,367,500,500,515,515,524,524,542,542,564,564,572,572,622,622,708,708,958,958
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
29.25,117.0,,126.29799999999999,49.983999999999995,241.606,51.555,182.995,55.021,212.11599999999999,56.63,254.019,58.005,254.05,72.97,131.727,78.365,116.368,83.24700000000001,83.07700000000001,82.86,137.826,83.62299999999999,187.511,80.851,100.605,86.715,245.38299999999998,91.542,237.108,94.02,142.963,95.68799999999999,54.331,99.088,179.89700000000002,92.84,277.694,100.89200000000001,92.637,107.939,117.35600000000001,103.035,253.608,108.516,270.2,110.654,236.685,110.165,101.792,114.036,53.916000000000004,113.245,249.44,114.772,221.048,113.652,108.76100000000001,115.87799999999999,92.16799999999999,125.469,39.741,125.649,249.658,131.314,86.99,131.822,63.876999999999995,137.576,268.83299999999997,140.321,91.904,138.56,258.672,142.67600000000002,88.81,146.554,245.56799999999998,145.189,50.232,142.181,34.977,149.985,288.913,154.29,236.79,150.394,48.51,153.412,263.296,153.27100000000002,230.13400000000001,8.346,96.271,13.196,189.967,15.272,113.76799999999999,24.416,68.836,71.01899999999999,225.39700000000002,101.81,231.243,115.28200000000001,200.083,83.859,131.078,118.215
29.5,118.0,,126.37799999999999,50.126999999999995,241.618,51.558,183.03799999999998,55.026,212.106,56.713,253.993,57.97,254.012,73.055,131.737,78.372,116.359,83.258,83.08,82.876,137.8,83.598,187.50099999999998,80.943,100.589,86.705,245.438,91.45700000000001,237.09400000000002,93.964,142.945,95.70200000000001,54.387,99.169,179.845,92.77600000000001,277.719,100.884,92.647,107.936,117.321,102.979,253.493,108.485,270.20099999999996,110.65100000000001,236.69099999999997,110.182,101.774,114.021,54.068000000000005,113.101,249.476,114.773,221.104,113.73100000000001,108.775,115.831,92.427,125.554,39.759,125.652,249.649,131.403,86.97399999999999,131.798,63.963,137.488,268.749,140.409,91.943,138.498,258.677,142.671,88.75399999999999,146.624,246.657,145.013,50.21,142.21200000000002,35.001999999999995,150.019,288.892,154.315,,,48.423,153.342,263.356,153.284,230.071,8.43,96.26100000000001,13.2,189.99900000000002,15.304,113.89,24.37,68.831,71.078,225.41099999999997,101.806,231.245,115.131,200.047,83.829,131.107,118.194
29.75,119.0,,126.416,50.185,241.545,51.626000000000005,183.08900000000003,55.04,212.123,56.619,253.905,57.95,254.047,73.015,131.776,78.335,116.35,83.26,83.073,82.87700000000001,137.784,83.569,187.498,80.911,100.603,86.74,245.55900000000003,91.486,237.15599999999998,93.96,142.951,95.71600000000001,54.361999999999995,99.19,179.824,92.789,277.725,100.82,92.609,107.936,117.36,102.927,253.486,108.38799999999999,270.272,110.67,236.82,110.177,101.735,114.00299999999999,54.1,113.08200000000001,249.484,114.76799999999999,221.11700000000002,113.727,108.75299999999999,115.869,92.51,125.58200000000001,39.694,125.691,249.703,131.446,86.98100000000001,131.808,63.869,137.584,268.82599999999996,140.411,91.919,138.451,258.676,142.64600000000002,88.759,146.539,247.607,144.878,50.217,142.224,35.021,150.048,288.865,154.335,237.042,150.38299999999998,48.638000000000005,153.376,263.357,153.195,230.136,8.46,96.228,13.158,190.048,15.315,113.988,24.406999999999996,68.798,71.125,225.43599999999998,101.814,231.295,115.04,200.045,83.815,131.129,118.17
30.0,120.0,,126.443,50.248999999999995,241.55900000000003,51.593999999999994,183.075,55.006,212.17700000000002,56.67100000000001,253.875,57.968999999999994,254.1,72.982,131.783,78.363,116.314,83.25299999999999,83.06299999999999,82.87100000000001,137.76,83.54899999999999,187.532,81.13,100.583,86.76799999999999,245.532,91.477,237.09900000000002,93.935,142.944,95.72,54.321999999999996,99.086,179.82,92.785,277.709,100.73299999999999,92.611,107.896,117.26899999999999,102.941,253.476,108.4,270.264,110.62700000000001,236.813,110.163,101.735,113.95200000000001,54.051,112.99,249.42700000000002,114.734,221.132,113.69,108.714,115.831,92.531,125.491,39.657,125.689,249.737,131.489,86.994,131.77,63.9,137.579,268.905,140.391,91.90100000000001,138.499,258.687,142.649,88.76100000000001,146.502,247.537,144.846,50.215,142.207,34.965,150.06,288.928,154.362,236.769,150.112,48.663000000000004,153.321,263.313,153.254,230.19299999999998,8.431000000000001,96.17299999999999,13.110999999999999,190.095,15.306,113.80799999999999,24.475,68.781,71.184,225.42700000000002,101.811,231.201,114.95200000000001,200.101,83.899,131.172,118.15700000000001
30.25,121.0,,126.411,50.277,241.52,51.599,183.063,54.997,212.225,56.667,253.94799999999998,57.978,254.08900000000003,72.968,131.779,78.347,116.303,83.24700000000001,83.04899999999999,82.85600000000001,137.839,83.59,187.487,80.988,100.59100000000001,86.725,245.653,91.57700000000001,237.114,93.90100000000001,142.921,95.774,54.326,99.044,179.805,92.78399999999999,277.615,100.745,92.585,107.94,117.366,102.935,253.456,108.43,270.222,110.584,236.81799999999998,110.154,101.781,113.93,54.111999999999995,113.042,249.476,114.74700000000001,221.157,113.65899999999999,108.744,115.794,92.318,125.53200000000001,39.641,125.76299999999999,249.738,131.369,86.975,131.808,63.776,137.684,268.926,140.41899999999998,91.927,138.368,258.653,142.628,88.76,146.457,,,50.245,142.183,34.983000000000004,150.069,288.91900000000004,154.314,236.795,150.061,48.656000000000006,153.252,263.231,153.313,230.24400000000003,8.414,96.16,13.059000000000001,190.09400000000002,15.328,113.671,24.541999999999998,68.792,71.138,225.424,101.803,231.22299999999998,115.027,200.06099999999998,83.92200000000001,131.158,118.15299999999999
30.5,122.0,,126.488,50.278,241.53799999999998,51.583999999999996,183.08700000000002,55.098,212.155,56.544,253.896,58.036,254.113,73.064,131.821,78.363,116.29700000000001,83.255,83.04299999999999,82.863,137.884,83.568,187.457,80.993,100.568,86.711,245.718,91.561,237.179,93.87799999999999,142.91899999999998,95.78200000000001,54.343999999999994,99.029,179.843,92.775,277.623,100.691,92.61200000000001,107.89,117.46700000000001,102.87700000000001,253.454,108.43700000000001,270.172,110.572,236.82299999999998,110.145,101.774,113.93700000000001,54.083,113.17200000000001,249.53,114.771,221.05,113.59100000000001,108.77,115.844,92.199,125.25200000000001,39.616,125.73299999999999,249.771,131.335,86.962,131.836,63.857,137.635,268.565,140.643,91.961,138.31,258.67400000000004,142.616,88.75299999999999,146.451,247.805,144.809,50.223,142.14700000000002,35.056,150.043,288.983,154.32399999999998,236.921,150.06,48.492,153.136,263.26599999999996,153.234,230.298,8.356,96.15700000000001,13.052999999999999,190.11,15.387,113.706,24.535,68.801,71.18,225.424,101.79799999999999,231.18,115.083,200.067,83.884,131.185,118.145
30.75,123.0,,126.411,50.256,241.575,51.50899999999999,183.05700000000002,54.996,212.048,56.516000000000005,253.993,57.996,254.062,73.016,131.791,78.293,116.29,83.25299999999999,83.03,82.869,137.916,83.524,187.44799999999998,81.015,100.535,86.709,245.762,91.54700000000001,237.10299999999998,93.868,142.94299999999998,95.7,54.371,99.08,179.832,92.76899999999999,277.666,100.70100000000001,92.64399999999999,107.88,117.48899999999999,102.87,253.547,108.473,270.236,110.684,236.86700000000002,110.149,101.774,113.93,54.031000000000006,113.208,249.593,114.76700000000001,221.18400000000003,113.633,108.796,115.948,92.189,125.311,39.59,125.71799999999999,249.857,131.194,86.946,131.784,63.813,137.65200000000002,268.62,140.69799999999998,91.949,138.297,258.67400000000004,142.649,88.736,146.42,248.09099999999998,144.82,50.18899999999999,142.142,35.161,150.109,288.95,154.319,237.05700000000002,150.136,48.548,152.95,263.187,153.34,230.27700000000002,8.435,96.147,13.036,190.15,15.255,113.71600000000001,24.434,68.804,71.20100000000001,225.43,101.795,231.166,115.147,200.16400000000002,83.83200000000001,131.19,118.154
31.0,124.0,,126.447,50.32,241.585,51.528999999999996,183.044,55.071000000000005,212.021,56.513999999999996,254.093,57.971000000000004,254.06400000000002,73.017,131.83,78.286,116.29299999999999,83.214,83.03399999999999,82.839,137.91299999999998,83.51,187.50599999999997,81.039,100.524,86.73,245.405,91.59700000000001,237.12900000000002,93.804,142.928,95.705,54.357,99.089,179.838,92.818,277.69599999999997,100.697,92.595,107.84,117.46,102.915,253.58900000000003,108.46700000000001,270.112,110.697,236.81900000000002,110.186,101.79899999999999,113.929,53.993,113.225,249.562,114.743,221.231,113.664,108.852,115.984,92.20700000000001,125.41799999999999,39.618,125.751,249.815,131.076,86.89299999999999,131.734,63.777,137.666,268.547,140.69299999999998,91.928,138.34,258.684,142.63299999999998,88.71799999999999,146.403,248.162,144.72799999999998,50.203,142.113,35.059,150.05100000000002,288.935,154.259,237.045,150.043,48.591,152.946,263.133,153.276,230.305,8.363999999999999,96.18299999999999,13.05,190.08,15.192,113.626,24.498,68.816,71.19,225.446,101.807,231.19299999999998,115.053,200.232,83.84100000000001,131.175,118.167
31.25,125.0,,126.516,50.473,241.61700000000002,51.602,183.108,55.148,211.91099999999997,56.416000000000004,254.00599999999997,57.967,254.102,72.939,131.812,78.222,116.318,83.212,83.039,82.868,137.915,83.501,187.551,81.232,100.461,86.694,246.34900000000002,91.444,237.12900000000002,93.838,142.955,95.696,54.356,99.04299999999999,179.852,92.771,277.716,100.637,92.626,107.90899999999999,117.49799999999999,102.905,253.66,108.455,270.055,110.73299999999999,236.92700000000002,110.20299999999999,101.79799999999999,113.89299999999999,54.044,113.169,249.623,114.723,221.18900000000002,113.676,108.74799999999999,115.916,92.18799999999999,125.306,39.608000000000004,125.8,249.717,131.0,86.859,131.799,63.771,137.653,268.491,140.791,91.962,138.254,258.718,142.64600000000002,88.694,146.401,247.82,144.732,50.202,142.13299999999998,35.091,150.05100000000002,288.904,154.241,236.968,149.922,48.7,152.931,263.168,153.306,230.287,8.312999999999999,96.166,13.005,190.05700000000002,15.11,113.645,24.496,68.818,71.14699999999999,225.44099999999997,101.78299999999999,231.36900000000003,115.072,200.176,83.87200000000001,131.183,118.135
31.5,126.0,,126.501,50.45,241.579,51.585,183.137,55.177,211.90900000000002,56.372,254.013,57.968999999999994,254.15099999999998,72.938,131.8,78.205,116.304,83.229,83.064,82.874,137.91299999999998,83.48700000000001,187.49099999999999,81.056,100.455,86.712,246.17700000000002,91.44200000000001,237.178,93.87,142.957,95.721,54.373000000000005,99.04299999999999,179.815,92.698,277.709,100.654,92.611,107.931,117.531,102.98,253.68599999999998,108.429,269.969,110.745,236.96400000000003,110.186,101.774,113.866,53.99100000000001,113.244,249.62900000000002,114.78,221.296,113.721,108.805,115.965,92.117,125.288,39.632,125.865,249.705,131.066,86.885,131.816,63.793,137.66,268.569,140.776,91.928,138.267,258.699,142.62,88.648,146.357,248.174,144.715,50.183,142.112,35.104,150.091,288.981,154.263,237.06799999999998,149.954,48.646,153.029,263.175,153.281,230.229,8.357000000000001,96.18,13.017000000000001,190.1,15.127,113.70700000000001,24.476,68.846,71.116,225.453,101.785,231.435,115.20700000000001,200.207,83.896,131.183,118.132
31.75,127.0,,126.49799999999999,50.494,241.52900000000002,51.592,183.15400000000002,55.128,211.89700000000002,56.321000000000005,253.995,57.95399999999999,254.125,72.902,131.789,78.229,116.26799999999999,83.21600000000001,83.045,82.861,137.925,83.48200000000001,187.46200000000002,81.045,100.40700000000001,86.708,245.73,91.486,237.155,93.851,142.94799999999998,95.728,54.327,98.93700000000001,179.919,92.719,277.691,100.67299999999999,92.56700000000001,107.98899999999999,117.50299999999999,102.90299999999999,253.717,108.412,269.954,110.756,236.953,110.199,101.73700000000001,113.837,53.91,113.19200000000001,249.611,114.75200000000001,221.308,113.829,108.79700000000001,115.87899999999999,92.17399999999999,125.363,39.614000000000004,125.87299999999999,249.676,131.092,86.881,131.859,63.773999999999994,137.653,268.512,140.80100000000002,91.969,138.26,258.70799999999997,142.616,88.664,146.29399999999998,247.97299999999998,144.71,50.191,142.083,35.134,150.076,289.005,154.265,237.14700000000002,149.983,48.653,153.05100000000002,263.241,153.267,230.201,8.532,96.26799999999999,13.07,190.141,15.109000000000002,113.71700000000001,24.499000000000002,68.866,71.112,225.449,101.774,231.351,115.083,200.322,83.867,131.181,118.10700000000001
32.0,128.0,,126.537,50.556000000000004,241.524,51.538999999999994,183.165,55.222,211.938,56.358000000000004,253.938,57.943000000000005,254.09599999999998,72.899,131.8,78.221,116.27600000000001,83.206,83.039,82.855,137.95,83.52,187.53099999999998,81.149,100.404,86.726,245.769,91.485,237.11900000000003,93.846,142.97299999999998,95.667,54.331,98.874,179.921,92.678,277.587,100.771,92.56700000000001,107.977,117.539,102.96700000000001,253.688,108.39299999999999,269.94,110.81200000000001,237.083,110.21,101.77600000000001,113.829,53.886,113.12700000000001,249.641,114.749,221.298,113.734,108.85700000000001,115.861,92.131,125.49799999999999,39.657,125.954,249.755,131.181,86.9,131.841,63.685,137.732,268.45599999999996,140.832,91.90899999999999,138.341,258.688,142.621,88.648,146.259,248.40599999999998,144.641,50.178999999999995,142.06799999999998,35.129,150.026,289.017,154.335,237.28799999999998,149.882,48.663999999999994,153.11700000000002,263.329,153.211,230.174,8.53,96.28299999999999,12.987,190.06599999999997,15.133,113.759,24.421,68.822,71.111,225.449,101.774,231.457,115.01799999999999,200.301,83.762,131.201,118.135
32.25,129.0,,126.463,50.498000000000005,241.537,51.605,183.175,55.174,211.94400000000002,56.272,253.981,57.981,254.092,73.021,131.85,78.215,116.281,83.191,83.022,82.839,137.935,83.522,187.507,81.015,100.375,86.656,245.571,91.473,237.21200000000002,93.84100000000001,142.939,95.63799999999999,54.318000000000005,98.865,179.85,92.62,277.66,100.682,92.604,107.965,117.488,102.85,253.747,108.4,269.853,110.738,237.138,110.23,101.75,113.90799999999999,53.857,113.071,249.706,114.68,221.30700000000002,113.81,108.896,115.961,92.055,125.47,39.665,125.98100000000001,249.774,131.07399999999998,86.889,131.846,63.623999999999995,137.79,268.505,140.858,91.89200000000001,138.339,258.67900000000003,142.58,88.615,146.214,248.56,144.678,50.221000000000004,142.078,35.219,150.04,288.97700000000003,154.39,237.268,149.78799999999998,48.736000000000004,153.076,263.4,153.175,230.162,8.51,96.303,12.974,190.10299999999998,15.095999999999998,113.79,24.401999999999997,68.811,71.166,225.456,101.76799999999999,231.308,114.87799999999999,200.31099999999998,83.708,131.22,118.13600000000001
32.5,130.0,,126.492,50.511,241.483,51.575,183.173,55.086999999999996,211.968,56.218999999999994,253.954,57.957,254.128,73.007,131.834,78.29,116.266,83.17,83.045,82.839,137.967,83.53,187.50400000000002,80.859,100.34899999999999,86.681,245.679,91.508,237.18200000000002,93.85,142.91,95.652,54.299,98.81,179.78400000000002,92.60700000000001,277.647,100.64299999999999,92.588,108.007,117.478,102.745,253.755,108.441,269.903,110.73899999999999,237.138,110.213,101.76700000000001,113.887,53.845,113.042,249.73,114.64200000000001,221.321,113.781,108.861,116.01100000000001,92.04,125.431,39.707,125.96,249.896,131.141,86.92299999999999,131.826,63.595,137.873,268.622,140.88,91.82600000000001,138.38299999999998,258.663,142.545,88.603,146.253,248.67,144.719,50.211000000000006,142.08,35.279,149.987,288.992,154.388,237.079,149.77100000000002,48.885,153.13,263.39099999999996,153.111,230.24900000000002,8.545,96.361,13.029000000000002,190.123,15.059000000000001,113.736,24.408,68.835,71.124,225.455,101.756,231.38,114.926,200.253,83.751,131.248,118.132
32.75,131.0,,126.553,50.515,241.567,51.585,183.19,55.153,212.046,56.191,253.993,57.926,254.16099999999997,72.891,131.778,78.29899999999999,116.26,83.141,83.045,82.844,137.996,83.53,187.507,80.89399999999999,100.398,86.646,244.986,91.52799999999999,237.203,93.876,142.878,95.639,54.32,98.77600000000001,179.889,92.611,277.663,100.648,92.602,107.95,117.49700000000001,102.829,253.77200000000002,108.436,269.897,110.691,237.15200000000002,110.235,101.786,113.822,53.826,112.941,249.782,114.62200000000001,221.267,113.713,108.882,116.039,92.096,125.355,39.686,125.921,249.95,131.113,86.90700000000001,131.775,63.605,137.887,268.589,140.917,91.85,138.325,258.67400000000004,142.534,88.579,146.233,248.713,144.665,50.228,142.036,35.222,149.906,288.96,154.47,237.14,149.735,48.83,153.111,263.475,153.053,230.204,8.593,96.286,12.995999999999999,190.132,15.125,113.795,24.284000000000002,68.872,71.13600000000001,225.43900000000002,101.745,231.44,115.02799999999999,200.19799999999998,83.79700000000001,131.251,118.111
33.0,132.0,,126.512,50.47,241.563,51.55,183.255,55.192,212.06900000000002,56.163999999999994,253.85,57.873999999999995,254.23,72.89699999999999,131.726,78.266,116.27600000000001,83.12799999999999,83.04,82.855,138.028,83.473,187.52599999999998,80.797,100.412,86.6,245.077,91.48299999999999,237.266,93.868,142.845,95.66,54.378,98.734,179.798,92.54799999999999,277.691,100.63,92.63600000000001,107.913,117.50399999999999,102.62299999999999,253.737,108.412,269.847,110.743,237.13099999999997,110.211,101.78200000000001,113.804,53.813,113.009,249.83900000000003,114.59,221.27900000000002,113.755,108.889,116.14,92.135,125.29700000000001,39.661,125.959,249.96900000000002,131.167,86.876,131.836,63.673,137.842,268.697,140.981,91.84200000000001,138.325,258.653,142.50799999999998,88.633,146.21200000000002,248.782,144.561,50.24,141.942,35.227,149.9,288.974,154.467,237.29,149.757,48.83,153.082,263.41700000000003,153.08,230.234,8.579,96.229,13.0,190.187,15.107000000000001,113.821,24.23,68.90899999999999,71.109,225.437,101.725,231.378,114.90899999999999,200.239,83.74,131.24,118.131
33.25,133.0,,126.527,50.49,241.49599999999998,51.528999999999996,183.29,55.208,212.03,56.128,253.975,57.848,254.28400000000002,72.913,131.752,78.248,116.266,83.118,83.087,82.834,138.032,83.446,187.457,80.682,100.441,86.57600000000001,244.77700000000002,91.48700000000001,237.253,93.84899999999999,142.809,95.649,54.381,98.663,179.9,92.54799999999999,277.621,100.616,92.63600000000001,107.851,117.494,102.61,253.78400000000002,108.397,269.877,110.74600000000001,237.09099999999998,110.18,101.788,113.74,53.82,113.09200000000001,249.854,114.631,221.378,113.773,108.86399999999999,116.147,92.055,125.116,39.676,125.913,249.926,131.278,86.82600000000001,131.816,63.669,137.822,268.624,140.957,91.86399999999999,138.27700000000002,258.653,142.501,88.62200000000001,146.225,248.738,144.493,50.247,142.005,35.215,149.955,288.997,154.464,237.273,149.797,48.797,152.997,263.35200000000003,153.05100000000002,230.27200000000002,8.423,96.32799999999999,12.934000000000001,190.21900000000002,15.147,113.772,24.215999999999998,68.954,71.169,225.47099999999998,101.706,231.40099999999998,114.919,200.326,83.82,131.239,118.118
33.5,134.0,,126.523,50.471000000000004,241.502,51.715,183.28599999999997,55.215,212.018,56.091,253.919,57.92,254.312,72.903,131.734,78.226,116.279,83.086,83.081,82.824,138.033,83.439,187.497,80.689,100.521,86.514,244.808,91.49799999999999,237.24200000000002,93.84200000000001,142.80100000000002,95.666,54.367,98.64399999999999,179.815,92.507,277.651,100.719,92.624,107.85700000000001,117.42299999999999,102.58200000000001,253.83700000000002,108.37,269.9,110.79899999999999,237.102,110.16799999999999,101.75299999999999,113.762,53.778999999999996,113.14,249.858,114.65299999999999,221.40599999999998,113.741,108.833,116.23,92.068,125.03200000000001,39.739000000000004,125.89299999999999,249.924,131.28799999999998,86.829,131.798,63.65,137.79399999999998,268.623,140.879,91.87700000000001,138.311,258.64,142.483,88.609,146.17700000000002,248.763,144.471,50.216,142.005,35.218,149.91,288.994,154.425,237.295,149.859,48.763000000000005,152.986,263.41200000000003,153.055,230.237,8.587,96.314,12.954,190.24200000000002,15.084000000000001,113.77799999999999,24.191999999999997,68.92699999999999,71.126,225.459,101.7,231.412,114.956,200.351,83.719,131.26,118.1
33.75,135.0,,126.366,50.518,241.524,51.621,183.28400000000002,55.198,212.03799999999998,56.153999999999996,253.93400000000003,57.948,254.35,72.918,131.71,78.232,116.266,83.08200000000001,83.073,82.837,138.033,83.427,187.363,80.39699999999999,100.476,86.51899999999999,244.445,91.531,237.257,93.77799999999999,142.747,95.685,54.35,98.62100000000001,179.794,92.48200000000001,277.714,100.711,92.67299999999999,107.88799999999999,117.28,102.45100000000001,253.93400000000003,108.413,269.948,110.81,237.1,110.101,101.759,113.76700000000001,53.658,113.15799999999999,249.795,114.72200000000001,221.365,113.66,108.96,116.427,92.04799999999999,124.91,39.727,125.87,249.919,131.214,86.819,131.798,63.638000000000005,137.811,268.499,140.923,91.833,138.33,258.624,142.463,88.586,146.18200000000002,248.795,144.429,50.217,141.984,35.28,149.95,288.972,154.489,237.165,149.917,48.718999999999994,152.916,263.522,153.078,230.234,8.656,96.294,12.925999999999998,190.205,15.089,113.866,24.144000000000002,68.91,71.046,225.477,101.70200000000001,231.33599999999998,114.90299999999999,200.405,83.794,131.248,118.085
34.0,136.0,,126.416,50.562,241.44,51.681999999999995,183.27200000000002,55.11600000000001,212.172,56.138999999999996,253.945,57.945,254.324,72.88600000000001,131.643,78.221,116.272,83.095,83.07,82.829,138.049,83.398,187.513,80.486,100.448,86.47399999999999,244.291,91.48299999999999,237.213,93.671,142.73,95.74,54.372,98.545,179.78900000000002,92.469,277.709,100.61200000000001,92.72,107.9,117.398,102.537,253.905,108.4,269.981,110.87700000000001,237.135,110.104,101.75,113.654,53.702,113.09899999999999,249.81,114.711,221.351,113.65,108.98700000000001,116.318,91.889,124.97399999999999,39.746,125.911,249.91400000000002,131.19799999999998,86.81299999999999,131.751,63.578,137.871,268.495,140.917,91.79899999999999,138.384,258.64,142.455,88.601,146.14700000000002,248.763,144.47799999999998,50.19,141.972,35.352,149.958,288.996,154.52,237.472,149.84,48.735,152.914,263.501,153.094,230.231,8.651,96.169,12.907,190.196,15.120999999999999,113.839,24.191,68.908,70.961,225.485,101.68799999999999,231.34900000000002,114.889,200.328,83.794,131.247,118.07700000000001
34.25,137.0,,126.35700000000001,50.555,241.38099999999997,51.651,183.22299999999998,55.071999999999996,212.213,56.211999999999996,253.979,57.976000000000006,254.375,72.865,131.67600000000002,78.297,116.25,83.095,83.07799999999999,82.845,138.043,83.42,187.46599999999998,80.53699999999999,100.446,86.471,244.34599999999998,91.51700000000001,237.218,93.62100000000001,142.67,95.738,54.36600000000001,98.514,179.71,92.44,277.66900000000004,100.634,92.719,107.845,117.28200000000001,102.464,253.892,108.40899999999999,269.966,110.866,237.063,110.08,101.766,113.584,53.683,113.01299999999999,249.894,114.69,221.386,113.645,109.23899999999999,116.95299999999999,91.82700000000001,124.765,39.804,125.865,249.88400000000001,131.299,86.86,131.743,63.38399999999999,138.002,268.472,140.846,91.821,138.362,258.659,142.444,88.57600000000001,146.135,248.865,144.35399999999998,50.208999999999996,141.94799999999998,35.344,149.891,288.999,154.54,237.493,149.891,48.68600000000001,152.936,263.472,153.174,230.229,8.647,96.176,12.959000000000001,190.19299999999998,15.124,113.853,24.18,68.91199999999999,70.982,225.49,101.678,231.34400000000002,114.70100000000001,200.24400000000003,83.711,131.285,118.07600000000001
34.5,138.0,,126.339,50.565,241.345,51.644,183.2,55.141000000000005,212.24400000000003,56.162,253.935,57.998000000000005,254.43099999999998,72.807,131.662,78.305,116.251,83.104,83.055,82.869,138.032,83.427,187.407,80.59899999999999,100.402,86.414,244.21599999999998,91.505,237.253,93.51100000000001,142.668,95.76299999999999,54.353,98.554,179.842,92.40700000000001,277.689,100.56200000000001,92.70100000000001,107.836,117.30799999999999,102.45,253.864,108.40100000000001,269.944,110.749,237.104,110.07600000000001,101.762,113.59200000000001,53.663000000000004,113.02799999999999,249.828,114.757,221.449,113.646,109.417,117.765,91.87200000000001,124.902,39.8,125.854,249.959,131.33100000000002,86.844,131.751,63.318000000000005,138.02,268.44,140.94799999999998,91.758,138.36,258.624,142.431,88.574,146.148,248.81599999999997,144.361,50.243,141.93,35.311,149.869,289.001,154.541,237.51,149.845,48.75,152.873,263.539,153.126,230.26,8.842,96.182,12.919,190.25,15.135,113.75,24.195999999999998,68.895,70.955,225.484,101.675,231.322,114.743,200.222,83.619,131.29,118.061
34.75,139.0,,126.323,50.57,241.31900000000002,51.655,183.205,55.111000000000004,212.25400000000002,56.153,253.898,58.065,254.44099999999997,72.882,131.666,78.227,116.256,83.103,83.06,82.90100000000001,137.988,83.415,187.393,80.546,100.416,86.398,244.35,91.535,237.21,93.506,142.692,95.71700000000001,54.365,98.54299999999999,179.817,92.31299999999999,277.644,100.598,92.675,107.853,117.34700000000001,102.38600000000001,253.803,108.42299999999999,269.943,110.755,237.192,110.07799999999999,101.781,113.613,53.763000000000005,113.024,249.829,114.774,221.43099999999998,113.594,109.387,118.259,91.958,124.838,39.806999999999995,125.81299999999999,249.965,131.217,86.79799999999999,131.719,63.348,137.996,268.408,140.92700000000002,91.71700000000001,138.38299999999998,258.627,142.422,88.51799999999999,146.153,248.834,144.27200000000002,50.205,141.94299999999998,35.203,149.727,289.007,154.493,237.535,149.984,48.783,152.893,263.518,153.12,230.22,8.766,96.15899999999999,12.864,190.32299999999998,15.077,113.744,24.153000000000002,68.86399999999999,70.942,225.49599999999998,101.678,231.373,114.772,200.29,83.637,131.296,118.03299999999999
35.0,140.0,,126.226,50.422,241.312,51.626999999999995,183.195,55.085,212.263,56.166000000000004,253.947,58.097,254.456,72.945,131.637,78.196,116.302,83.081,83.054,82.913,138.031,83.44,187.347,80.598,100.512,86.41799999999999,244.17,91.494,237.239,93.585,142.627,95.67299999999999,54.365,98.49600000000001,179.78599999999997,92.287,277.642,100.58,92.699,107.863,117.382,102.316,253.88400000000001,108.40799999999999,269.903,110.777,237.15599999999998,110.01799999999999,101.77,113.585,53.558,113.056,249.843,114.79,221.391,113.587,109.37799999999999,118.376,91.99600000000001,124.815,39.775,125.805,249.99,131.165,86.758,131.727,63.341,137.91,268.459,140.85299999999998,91.679,138.46200000000002,258.608,142.435,88.46799999999999,146.136,248.875,144.299,50.239,141.89,35.217,149.739,288.999,154.472,237.56599999999997,149.931,48.714,152.884,263.539,153.099,230.192,8.689,96.15899999999999,12.945,190.364,15.075,113.821,24.183000000000003,68.91,70.923,225.50900000000001,101.706,231.412,114.743,200.358,83.64,131.317,118.022
35.25,141.0,,126.23,50.42100000000001,241.377,51.61600000000001,183.21099999999998,55.023,212.29,56.105,253.929,58.108000000000004,254.47799999999998,72.95100000000001,131.673,78.14699999999999,116.279,83.084,83.052,82.91799999999999,138.02200000000002,83.43299999999999,187.33599999999998,80.6,100.45299999999999,86.43,244.266,91.478,237.273,93.50299999999999,142.57399999999998,95.689,54.363,98.486,179.834,92.257,277.682,100.61399999999999,92.669,107.82700000000001,117.36,102.26799999999999,253.84900000000002,108.36399999999999,270.015,110.87700000000001,237.118,110.00399999999999,101.771,113.57700000000001,53.476000000000006,113.01299999999999,249.843,114.794,221.40900000000002,113.542,109.35799999999999,118.19,91.98200000000001,124.837,39.771,125.73700000000001,250.033,131.189,86.742,131.685,63.456,137.82,268.47900000000004,140.828,91.744,138.42600000000002,258.595,142.414,88.464,146.132,248.852,144.261,50.233999999999995,141.859,35.188,149.799,289.038,154.546,237.56599999999997,149.961,48.693000000000005,152.879,263.538,153.096,230.243,8.648,96.205,12.873,190.298,15.134,113.78399999999999,24.188000000000002,68.866,70.834,225.535,101.70700000000001,231.416,114.81,200.551,83.617,131.328,118.021
