TimesH,Frame,NoMissing,61,61,63,63,74,74,78,78,79,79,126,126,129,129,135,135,139,139,140,140,141,141,150,150,161,161,165,165,178,178,181,181,184,184,189,189,211,211,215,215,219,219,220,220,223,223,229,229,234,234,235,235,236,236,245,245,263,263,271,271,282,282,284,284,292,292,300,300,311,311,319,319,322,322,326,326,328,328,330,330,351,351,356,356,363,363,367,367,500,500,515,515,524,524,542,542,564,564,572,572,622,622,708,708,958,958
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
112.5,450.0,,127.204,49.558,241.99,51.293,184.771,52.288000000000004,214.93099999999998,55.373999999999995,254.045,56.766000000000005,254.049,71.075,131.086,74.71,116.22,83.266,84.654,82.115,138.769,78.043,188.261,78.408,98.204,83.796,250.28599999999997,90.236,237.54,93.56700000000001,142.256,86.935,54.125,98.744,179.62,80.62,277.471,100.62899999999999,97.191,107.12100000000001,117.581,103.186,253.99099999999999,107.463,269.649,112.36200000000001,236.607,105.182,103.428,112.147,52.19,112.913,250.81,116.28,221.707,112.031,108.637,117.057,90.223,122.03399999999999,38.082,125.811,258.501,133.425,87.314,129.347,63.76,137.34,267.517,137.24,91.685,136.81799999999998,260.88599999999997,142.584,87.814,145.768,249.80200000000002,142.485,48.708,141.737,35.698,148.363,289.065,153.38,238.08599999999998,147.36700000000002,48.207,150.857,265.635,151.345,230.082,8.291,97.041,13.267000000000001,190.982,13.933,113.389,23.254,69.347,70.122,226.092,99.943,233.49900000000002,112.43,201.49400000000003,81.993,133.653,110.766
112.75,451.0,,127.242,49.553000000000004,242.0,51.369,184.77599999999998,52.206,214.86700000000002,55.358999999999995,254.165,56.888999999999996,253.954,71.075,131.088,74.755,116.13,83.258,84.699,82.09100000000001,138.687,78.031,188.197,78.405,98.198,83.78200000000001,250.271,90.21600000000001,237.56099999999998,93.571,142.22899999999998,86.899,54.066,98.663,179.57,80.584,277.483,100.686,97.19,107.27,117.632,103.259,254.02,107.455,269.496,112.39,236.59400000000002,105.12799999999999,103.516,112.169,52.218,112.917,250.782,116.031,221.752,112.147,108.67200000000001,116.988,90.08200000000001,121.95100000000001,38.203,125.762,258.638,133.377,87.277,129.44,63.806000000000004,137.255,267.705,137.4,91.67200000000001,136.80100000000002,260.9,142.579,87.88799999999999,145.822,249.889,142.382,48.766999999999996,141.827,35.742,148.263,289.052,153.487,238.14,147.44899999999998,47.817,150.887,,,230.15099999999998,8.378,97.07799999999999,13.306,190.965,14.295,113.402,23.226,69.293,70.126,226.11,99.944,233.502,112.35600000000001,201.49,81.98700000000001,133.57399999999998,110.714
113.0,452.0,,127.60799999999999,49.36600000000001,242.03799999999998,51.381,184.77900000000002,52.18,214.87,55.347,254.172,57.055,253.877,71.07600000000001,131.095,74.709,116.042,83.285,84.67399999999999,82.105,138.664,78.08,188.207,78.384,98.17299999999999,83.84100000000001,250.28900000000002,90.182,237.562,93.565,142.224,86.852,54.001000000000005,98.492,179.503,80.5,277.597,100.708,97.195,107.193,117.67,103.229,254.03,107.41,269.482,112.402,236.53400000000002,105.08200000000001,103.675,112.12100000000001,52.247,112.916,250.821,115.771,221.813,112.169,108.64399999999999,117.001,90.04,121.804,38.254,125.76299999999999,258.538,133.389,87.37100000000001,129.373,63.808,137.283,267.697,137.25799999999998,91.65799999999999,136.751,260.887,142.549,87.881,145.82399999999998,249.84599999999998,142.364,48.801,141.77,35.723,148.211,289.028,153.417,238.176,147.36,48.09,150.834,,,230.17,8.435,97.501,13.495,191.09900000000002,14.288,113.469,23.19,69.26100000000001,70.155,226.11599999999999,99.946,233.572,112.319,201.542,81.821,133.464,110.615
113.25,453.0,,127.57799999999999,49.512,242.081,51.38,184.78599999999997,52.158,214.87900000000002,55.317,254.33900000000003,57.031000000000006,253.828,71.163,131.153,74.741,116.073,83.34100000000001,84.61399999999999,82.09200000000001,138.66299999999998,78.13,188.195,78.392,98.14,83.875,250.239,90.195,237.56900000000002,93.584,142.214,86.777,54.066,98.514,179.56,80.446,277.462,100.79899999999999,97.179,107.242,117.667,103.21799999999999,253.99900000000002,107.37100000000001,269.449,112.40700000000001,236.59,105.035,103.671,112.13,52.248999999999995,112.916,250.68200000000002,115.78200000000001,221.74099999999999,112.111,108.67,116.98,90.052,121.82600000000001,38.349000000000004,125.649,258.705,133.251,87.45200000000001,129.192,63.83,137.30100000000002,267.665,137.279,91.699,136.732,260.797,142.339,87.882,145.821,249.916,142.33100000000002,48.871,141.905,35.715,148.243,288.98900000000003,153.388,238.215,147.381,48.243,150.80100000000002,265.731,151.767,230.203,8.415,97.36200000000001,13.472999999999999,191.104,13.51,113.40700000000001,23.18,69.303,70.132,226.09799999999998,99.92,233.47400000000002,112.348,201.572,81.824,133.52200000000002,110.63600000000001
113.5,454.0,,127.45200000000001,49.691,242.09799999999998,51.301,184.804,52.13,214.89,55.271,254.205,56.983000000000004,253.93099999999998,71.188,131.16299999999998,74.73100000000001,116.06200000000001,83.426,84.596,82.156,138.54,78.03,188.18900000000002,78.392,98.12799999999999,83.89399999999999,250.18200000000002,90.156,237.572,93.569,142.222,86.75200000000001,54.076,98.47,179.514,80.435,277.45799999999997,100.72,97.103,107.355,117.609,103.236,253.997,107.34299999999999,269.475,112.42399999999999,236.555,105.01299999999999,103.52,112.1,52.233000000000004,112.921,250.825,115.936,221.707,112.08200000000001,108.714,116.98200000000001,90.06299999999999,121.821,38.366,125.619,258.776,133.161,87.40100000000001,129.109,63.761,137.322,267.857,137.275,91.70100000000001,136.736,260.682,142.131,87.92200000000001,145.822,249.937,142.369,48.896,141.935,35.674,148.321,289.005,153.391,238.324,147.365,48.26,150.773,265.661,151.674,230.273,8.37,97.07,13.252,191.157,13.669,113.45100000000001,23.174,69.27199999999999,70.139,226.118,99.959,233.57299999999998,112.33,201.532,81.819,133.482,110.56299999999999
113.75,455.0,,127.698,49.481,242.058,51.331,184.81400000000002,52.167,214.851,55.235,254.34099999999998,57.059,253.953,71.186,131.184,74.643,116.04700000000001,83.42,84.64299999999999,82.155,138.662,78.102,188.171,78.393,98.119,83.882,250.167,90.15899999999999,237.578,93.59299999999999,142.207,86.72200000000001,54.074,98.48700000000001,179.567,80.46600000000001,277.447,100.63799999999999,97.105,107.39299999999999,117.41,103.113,254.002,107.344,269.44,112.384,236.486,104.962,103.382,112.104,52.245,112.93700000000001,250.8,115.779,221.703,112.06,108.697,116.919,90.061,121.831,38.219,125.68299999999999,258.736,133.16299999999998,87.559,129.289,63.731,137.35299999999998,267.98400000000004,137.263,91.667,136.735,260.665,142.15,87.93799999999999,145.799,249.915,142.322,48.821000000000005,141.787,35.687,148.244,289.003,153.39,238.35,147.36,48.475,150.687,265.673,151.757,230.21,8.356,96.781,13.095999999999998,191.352,13.849,113.37299999999999,23.125,69.34,70.067,226.135,99.976,233.612,112.365,201.52700000000002,81.81,133.387,110.41
114.0,456.0,,127.92299999999999,49.442,242.08599999999998,51.266000000000005,184.82299999999998,52.169,214.90599999999998,55.222,254.321,57.166000000000004,254.002,71.221,131.186,74.604,116.052,83.352,84.68799999999999,82.20100000000001,138.684,78.089,188.102,78.423,98.07600000000001,83.883,250.125,90.162,237.52200000000002,93.594,142.184,86.704,54.107,98.54299999999999,179.518,80.388,277.538,100.59700000000001,96.98700000000001,107.557,117.375,103.194,253.984,107.35700000000001,269.43,112.44200000000001,236.418,104.929,103.336,112.069,52.229,112.90799999999999,250.864,115.891,221.753,112.051,108.68,116.815,90.118,121.8,38.198,125.693,258.883,133.115,87.471,129.319,63.788999999999994,137.28799999999998,268.06,137.433,91.655,136.738,260.69599999999997,142.138,87.985,145.793,249.852,142.268,48.714,141.64,35.664,148.251,288.978,153.433,238.489,147.293,48.919,150.553,265.578,151.618,230.192,8.257,97.08200000000001,13.317,191.342,13.919,113.29,23.104,69.363,70.116,226.15200000000002,100.01,233.56599999999997,112.382,201.632,81.867,133.664,110.619
114.25,457.0,,127.323,49.724,242.085,51.286,184.815,52.12,214.946,55.21,254.625,57.583999999999996,253.995,71.235,131.153,74.663,116.031,83.34,84.712,82.05799999999999,138.654,78.104,188.09599999999998,78.435,98.046,83.899,250.065,90.165,237.533,93.63799999999999,142.18200000000002,86.715,54.071000000000005,98.48200000000001,179.40400000000002,80.27199999999999,277.608,100.759,97.015,107.461,117.26299999999999,103.221,253.933,107.336,269.349,112.55,236.40400000000002,104.962,103.311,112.073,52.23,112.904,250.845,115.848,221.804,112.015,108.65799999999999,116.867,90.052,121.73100000000001,38.188,125.76299999999999,259.025,133.035,87.103,129.481,63.717,137.349,268.127,137.45,91.66,136.762,260.632,142.194,87.954,145.725,249.87099999999998,142.278,48.619,141.594,35.687,148.32299999999998,288.98,153.335,238.542,147.261,48.821999999999996,150.46200000000002,265.525,151.63,230.274,8.23,97.445,13.529000000000002,191.21,14.352,113.25399999999999,23.081,69.32600000000001,70.057,226.179,100.01,233.53,112.315,201.683,81.91,133.349,110.37700000000001
114.5,458.0,,127.62,49.426,242.09,51.333999999999996,184.80599999999998,52.138999999999996,215.071,55.211000000000006,254.727,57.958,253.96099999999998,71.143,131.14600000000002,74.57600000000001,116.005,83.369,84.65,82.053,138.562,78.003,188.115,78.447,98.03299999999999,83.85,250.05900000000003,90.15899999999999,237.523,93.64,142.2,86.713,54.121,98.53,179.34599999999998,80.2,277.61400000000003,100.745,96.96600000000001,107.546,117.226,103.303,253.949,107.35700000000001,269.438,112.529,236.34599999999998,104.962,103.18799999999999,111.964,52.238,112.944,250.833,115.86,221.72799999999998,111.999,108.619,116.8,90.039,121.777,38.163000000000004,125.825,258.987,133.0,87.045,129.613,63.818999999999996,137.296,268.147,137.4,91.61200000000001,136.69899999999998,260.418,141.909,87.975,145.756,249.865,142.253,48.563,141.52100000000002,35.805,148.366,288.931,153.366,238.541,147.284,49.02,150.41299999999998,265.628,151.658,230.392,8.19,97.05,13.311,190.918,14.75,113.169,22.999000000000002,69.37100000000001,69.946,226.18,100.036,233.46200000000002,112.355,201.516,81.747,133.321,110.33
114.75,459.0,,127.161,49.701,242.128,51.338,184.795,52.096000000000004,215.105,55.166000000000004,254.52599999999998,57.661,254.035,71.217,131.113,74.641,115.963,83.391,84.7,82.109,138.6,78.139,188.109,78.418,98.015,83.949,250.03900000000002,90.18,237.576,93.675,142.19799999999998,86.738,54.13,98.556,179.523,80.27600000000001,277.757,100.677,97.035,107.34100000000001,117.42399999999999,103.352,253.958,107.324,269.45799999999997,112.59299999999999,236.415,104.931,103.176,111.99799999999999,52.208,112.956,250.857,115.803,221.645,112.00200000000001,108.509,116.84,90.10799999999999,121.786,38.128,125.814,258.893,133.025,86.978,129.63,63.809,137.303,268.10900000000004,137.451,91.556,136.622,260.319,141.874,87.939,145.78799999999998,249.91099999999997,142.284,48.504,141.49,35.788000000000004,148.436,288.95,153.346,238.479,147.284,48.707,150.52700000000002,265.677,151.576,230.303,8.3,95.146,11.042,191.14,14.434000000000001,113.242,22.941999999999997,69.452,70.087,226.217,100.04700000000001,233.511,112.25200000000001,201.41400000000002,82.052,133.07399999999998,110.17
115.0,460.0,,126.92200000000001,49.706,242.085,51.328,184.85,52.085,215.135,55.18,254.55200000000002,57.81,253.963,71.23899999999999,131.129,74.634,116.038,83.355,84.70200000000001,82.098,138.60399999999998,78.21,188.084,78.319,97.988,83.848,250.033,90.12799999999999,237.625,93.671,142.202,86.697,54.138000000000005,98.493,179.458,80.23899999999999,277.933,100.64200000000001,97.109,107.28200000000001,117.28299999999999,103.23200000000001,253.985,107.31700000000001,269.358,112.572,236.403,104.96,103.22,111.955,52.258,112.935,250.80900000000003,115.76100000000001,221.699,111.96,108.51700000000001,116.787,90.094,121.792,38.131,125.869,258.888,133.00799999999998,86.87299999999999,129.643,63.845,137.34799999999998,268.13,137.42,91.541,136.595,260.202,141.855,87.965,145.782,249.875,142.282,48.608999999999995,141.49200000000002,35.778,148.394,288.983,153.315,238.362,147.346,48.641999999999996,150.596,265.599,151.658,230.268,8.201,95.35600000000001,10.978,191.40900000000002,13.815999999999999,113.185,22.987,69.419,70.066,226.16099999999997,99.98299999999999,233.528,112.213,201.59,82.01700000000001,133.077,110.152
115.25,461.0,,126.95,49.879,242.041,51.318000000000005,184.822,52.083,215.109,55.175,254.44799999999998,57.803999999999995,254.071,71.17699999999999,131.102,74.597,116.04899999999999,83.339,84.71600000000001,82.055,138.635,78.197,188.05599999999998,78.30199999999999,97.895,83.802,250.033,90.141,237.59900000000002,93.68,142.22899999999998,86.689,54.218,98.44,179.32299999999998,80.154,277.992,100.63,97.081,107.36,117.32,103.20100000000001,253.989,107.296,269.253,112.525,236.33700000000002,104.785,103.184,111.93799999999999,52.224,112.956,250.679,115.726,221.78099999999998,111.946,108.494,116.811,90.01,121.741,38.183,125.88799999999999,258.795,133.084,86.44200000000001,129.46200000000002,63.84,137.303,268.165,137.563,91.52799999999999,136.61,260.085,141.741,87.926,145.704,249.912,142.273,48.608000000000004,141.482,35.811,148.334,288.959,153.333,238.334,147.32299999999998,48.177,150.639,265.536,151.707,230.46599999999998,8.125,95.45100000000001,11.062000000000001,190.899,14.703,113.17299999999999,23.044,69.39399999999999,70.023,226.165,100.01,233.505,112.132,201.3,82.2,132.958,110.041
115.5,462.0,,126.81,49.946000000000005,242.032,51.368,184.791,52.07899999999999,215.067,55.16,254.195,57.601000000000006,254.06900000000002,71.293,131.056,74.572,116.094,83.346,84.671,82.008,138.713,78.278,188.024,78.343,97.949,83.86,250.012,90.131,237.58700000000002,93.68,142.24200000000002,86.59,54.258,98.445,179.34599999999998,80.118,278.033,100.719,97.052,107.406,117.365,103.226,254.005,107.31,269.368,112.522,236.16400000000002,104.615,103.115,111.973,52.223,112.961,250.523,115.42200000000001,221.793,111.904,108.344,116.78399999999999,90.055,121.74799999999999,38.186,125.883,258.827,133.058,86.39399999999999,129.572,63.739,137.349,268.073,137.41899999999998,91.56299999999999,136.612,259.98,141.561,87.948,145.752,249.951,142.22899999999998,48.61,141.51,35.798,148.261,288.985,153.224,238.333,147.32399999999998,47.898999999999994,150.622,265.673,151.704,230.7,8.11,95.63600000000001,11.565999999999999,190.84900000000002,14.839,113.19,23.055,69.378,70.065,226.165,99.971,233.55700000000002,112.104,201.264,82.132,132.997,110.012
115.75,463.0,,126.87899999999999,49.985,242.021,51.428999999999995,184.81099999999998,52.051,215.047,55.166000000000004,254.245,57.678000000000004,254.075,71.319,131.02200000000002,74.63,116.163,83.413,84.77799999999999,81.928,138.79399999999998,78.31,188.037,78.357,98.03200000000001,83.861,250.00099999999998,90.084,237.576,93.67399999999999,142.243,86.59200000000001,54.265,98.49,179.305,80.09100000000001,278.039,100.679,96.884,107.556,117.396,103.21700000000001,254.0,107.315,269.17400000000004,112.52799999999999,236.206,104.682,103.08200000000001,111.992,52.224,112.976,250.563,115.43799999999999,221.736,111.839,108.348,116.77799999999999,90.1,121.775,38.175,125.804,258.877,133.071,86.491,129.578,63.742,137.304,268.066,137.325,91.583,136.665,260.10900000000004,141.61700000000002,87.902,145.686,249.929,142.201,48.61600000000001,141.511,35.679,148.417,288.97900000000004,153.27,238.295,147.325,48.247,150.46,265.803,151.39700000000002,230.623,8.197000000000001,95.78200000000001,11.77,191.00799999999998,14.759,113.214,23.07,69.392,70.072,226.16400000000002,99.95100000000001,233.567,112.08200000000001,201.298,82.288,132.93200000000002,109.92200000000001
116.0,464.0,,127.117,49.846000000000004,242.042,51.472,184.80900000000003,52.07,214.93099999999998,55.181000000000004,254.206,57.69,254.095,71.277,130.984,74.719,116.164,83.488,84.741,81.882,138.814,78.215,188.023,78.391,97.97200000000001,83.8,249.93400000000003,90.125,237.592,93.655,142.239,86.557,54.205,98.369,179.34099999999998,80.09100000000001,277.863,100.555,96.906,107.66799999999999,117.391,103.331,253.997,107.292,269.185,112.529,236.14,104.619,103.07600000000001,111.93799999999999,52.20399999999999,112.964,251.076,115.363,221.75799999999998,111.87799999999999,108.31700000000001,116.775,90.075,121.863,38.169000000000004,125.87700000000001,258.682,133.185,86.385,129.484,63.77,137.281,268.185,137.243,91.546,136.65,260.067,141.481,87.898,145.664,249.923,142.138,48.611999999999995,141.39,35.696,148.33,288.957,153.328,238.313,147.36,48.875,150.158,265.60400000000004,151.594,230.739,8.14,95.45200000000001,11.172,191.00599999999997,13.134,113.29,23.038,69.422,70.086,226.199,99.991,233.525,112.086,201.31400000000002,82.303,132.873,109.853
116.25,465.0,,126.91799999999999,49.673,242.058,51.518,184.775,52.089,214.97,55.132,254.24900000000002,57.629,254.088,71.218,131.009,74.684,116.24,83.43,84.818,81.773,138.84799999999998,78.343,188.05599999999998,78.457,98.04700000000001,83.87899999999999,249.898,90.12899999999999,237.576,93.631,142.241,86.53,54.211999999999996,98.391,179.391,80.065,277.741,100.634,96.971,107.564,117.553,103.416,254.0,107.26299999999999,269.191,112.541,236.192,104.66,103.12,111.838,52.225,112.929,251.13099999999997,115.486,221.753,111.87700000000001,108.18,116.611,90.044,121.887,38.323,125.839,258.70799999999997,133.151,86.33,129.387,63.762,137.266,268.21299999999997,137.265,91.53299999999999,136.644,260.2,141.533,87.89,145.621,249.90099999999998,142.143,48.586999999999996,141.5,35.742,148.361,288.914,153.311,238.22400000000002,147.341,48.724,150.17600000000002,265.71299999999997,151.351,230.61599999999999,8.241,95.595,11.492,190.99200000000002,13.019,113.417,23.081999999999997,69.437,70.175,226.237,99.98299999999999,233.65099999999998,112.07700000000001,201.41099999999997,82.089,132.719,109.665
116.5,466.0,,126.89,49.646,242.06599999999997,51.43600000000001,184.75,52.071999999999996,215.071,55.138999999999996,254.095,57.373999999999995,254.05,71.22800000000001,131.01,74.634,116.191,83.462,84.896,81.786,138.903,78.337,188.06799999999998,78.506,97.994,83.904,249.88,90.12700000000001,237.61,93.617,142.256,86.544,54.216,98.331,179.396,80.071,277.847,100.501,96.97200000000001,107.51799999999999,117.565,103.37200000000001,254.025,107.242,269.23400000000004,112.54700000000001,236.27200000000002,104.75200000000001,103.152,111.90100000000001,52.178000000000004,112.95100000000001,251.167,115.323,221.697,111.90299999999999,108.334,116.64200000000001,90.07,121.839,38.400999999999996,125.89399999999999,258.606,133.234,86.725,129.417,63.748999999999995,137.254,268.245,137.22899999999998,91.522,136.582,260.30400000000003,141.665,87.90700000000001,145.656,249.995,142.148,48.562,141.517,35.733000000000004,148.259,288.95,153.303,238.263,147.341,48.474,150.447,265.712,151.558,230.793,8.277000000000001,95.49700000000001,11.559000000000001,190.778,12.67,113.36399999999999,23.114,69.446,70.142,226.229,99.94,233.61599999999999,112.059,201.438,82.12299999999999,132.748,109.446
116.75,467.0,,126.788,49.668,242.095,51.398,184.77900000000002,52.07,215.142,55.083,254.234,57.342,254.02599999999998,71.274,131.048,74.634,116.21700000000001,83.387,84.848,81.811,138.963,78.352,188.106,78.559,97.97,83.91,249.91299999999998,90.09200000000001,237.592,93.619,142.235,86.51,54.213,98.43799999999999,179.426,80.036,277.866,100.506,96.98700000000001,107.52600000000001,117.51899999999999,103.26899999999999,254.062,107.21,269.074,112.48,236.30700000000002,104.73899999999999,103.039,111.90299999999999,52.167,112.94200000000001,251.46,115.18799999999999,221.706,111.861,108.27600000000001,116.63799999999999,90.00399999999999,121.92299999999999,38.345,126.015,258.483,133.352,87.031,129.513,63.721000000000004,137.261,268.144,137.279,91.494,136.576,260.144,141.447,87.863,145.685,250.03099999999998,142.179,48.507,141.577,35.683,148.171,288.978,153.312,238.22400000000002,147.37,48.3,150.431,265.733,151.309,230.55599999999998,8.282,95.465,11.257,190.945,12.897,113.38,23.068,69.35600000000001,70.131,226.226,99.89200000000001,233.717,112.073,201.294,82.141,132.803,109.42200000000001
117.0,468.0,,126.98899999999999,49.465,242.16,51.361999999999995,184.81900000000002,52.056999999999995,215.12400000000002,55.088,254.209,57.348,254.107,71.373,131.029,74.612,116.209,83.382,84.846,81.934,138.922,78.21600000000001,188.12400000000002,78.54,97.947,83.88799999999999,249.951,90.046,237.59099999999998,93.587,142.227,86.514,54.248999999999995,98.384,179.482,80.07300000000001,277.997,100.286,97.10799999999999,107.391,117.38600000000001,103.37799999999999,254.028,107.175,269.171,112.553,236.386,104.68299999999999,102.98,112.06700000000001,52.175,112.96,251.5,115.141,221.722,111.801,108.338,116.67,90.01100000000001,121.98200000000001,38.411,125.9,258.449,133.32399999999998,86.824,129.488,63.754,137.261,268.311,137.109,91.525,136.594,260.045,141.266,87.82700000000001,145.64600000000002,250.05200000000002,142.201,48.551,141.567,35.667,148.007,289.017,153.189,238.347,147.352,48.556000000000004,150.224,265.736,151.083,230.62599999999998,8.177,95.366,11.352,191.00099999999998,13.394,113.411,23.103,69.418,70.19800000000001,226.25900000000001,99.9,233.833,112.055,201.19799999999998,82.118,132.783,109.42399999999999
117.25,469.0,,127.2,49.46,242.146,51.358000000000004,184.799,52.081,215.171,55.088,254.132,57.32899999999999,254.18099999999998,71.411,131.03,74.544,116.26,83.399,84.88600000000001,81.896,139.0,78.227,188.114,78.518,98.00399999999999,83.914,249.896,90.096,237.58700000000002,93.60700000000001,142.23,86.5,54.239,98.32600000000001,179.611,80.068,277.87,100.34899999999999,97.09200000000001,107.273,117.227,103.288,254.032,107.165,269.238,112.46600000000001,236.40200000000002,104.81200000000001,102.93,112.055,52.185,113.009,251.46599999999998,115.205,221.737,111.772,108.17299999999999,116.64,90.01,121.961,38.439,125.78,258.483,133.236,86.641,129.454,63.732,137.29399999999998,268.317,137.003,91.436,136.592,259.991,141.362,87.809,145.673,250.08700000000002,142.21200000000002,48.434,141.718,35.644,148.08,289.022,153.185,238.44799999999998,147.292,47.773,150.27200000000002,265.692,150.886,230.49900000000002,8.161,95.213,11.383,190.916,14.163,113.4,23.103,69.357,70.197,226.28599999999997,99.925,233.72799999999998,112.03299999999999,201.233,82.066,132.79,109.368
117.5,470.0,,127.04799999999999,49.505,242.09099999999998,51.386,184.771,52.107,215.22299999999998,55.082,254.162,57.278,254.168,71.456,130.97799999999998,74.53,116.162,83.38,84.985,81.98,138.984,78.122,188.09099999999998,78.423,98.03200000000001,83.902,249.894,90.086,237.575,93.579,142.224,86.48100000000001,54.243,98.295,179.65400000000002,80.01899999999999,277.961,100.251,97.045,107.37899999999999,117.162,103.20700000000001,253.99900000000002,107.15100000000001,269.317,112.398,236.505,104.811,102.93,112.066,52.221000000000004,112.98200000000001,251.606,115.06700000000001,221.778,111.837,108.124,116.63,89.986,121.949,38.387,125.73700000000001,258.585,133.246,86.54,129.503,63.701,137.268,268.427,137.14600000000002,91.43,136.528,259.97700000000003,140.975,87.851,145.661,250.15099999999998,142.268,48.409,141.795,35.597,148.019,289.003,153.20600000000002,238.39700000000002,147.30700000000002,47.913000000000004,150.22799999999998,265.66200000000003,150.621,230.77700000000002,8.168,95.31,11.387,190.87400000000002,14.488,113.353,23.113000000000003,69.314,70.195,226.31,99.971,233.75099999999998,112.04299999999999,201.358,81.866,132.814,109.375
117.75,471.0,,127.057,49.586999999999996,242.13400000000001,51.445,184.82,52.071999999999996,215.143,55.082,254.24599999999998,57.199,254.137,71.40100000000001,130.95,74.498,116.206,83.426,84.921,81.985,139.012,78.132,188.09799999999998,78.405,98.133,83.947,249.86599999999999,90.059,237.614,93.565,142.24,86.499,54.223,98.291,179.62900000000002,79.994,277.882,100.397,97.12299999999999,107.29899999999999,117.242,103.145,253.94400000000002,107.124,269.332,112.45,236.516,104.65700000000001,102.84100000000001,112.039,52.105,113.00399999999999,251.7,115.075,221.68900000000002,111.88,108.198,116.542,89.958,121.876,38.389,125.764,258.597,133.292,86.792,129.59,63.763000000000005,137.181,268.45,137.046,91.493,136.554,259.957,140.89700000000002,87.82,145.636,250.082,142.216,48.418,141.886,35.65,147.974,288.971,153.222,238.378,147.425,47.535,150.167,265.685,150.785,230.553,8.144,95.22399999999999,11.492,191.025,13.446,113.28399999999999,23.1,69.251,70.167,226.27200000000002,99.94,233.77900000000002,112.022,201.342,81.899,132.804,109.243
118.0,472.0,,127.01100000000001,49.633,242.16299999999998,51.464,184.831,52.088,215.141,55.118,254.118,57.232,254.128,71.36,130.963,74.416,116.226,83.448,84.931,81.959,138.874,78.067,188.06400000000002,78.392,98.075,83.916,249.813,90.055,237.602,93.573,142.253,86.493,54.24,98.303,179.583,79.887,277.779,100.35,96.98700000000001,107.585,117.35799999999999,103.1,253.94099999999997,107.13600000000001,269.365,112.45100000000001,236.595,104.715,102.87899999999999,112.016,52.071999999999996,113.037,251.638,115.07,221.769,111.76700000000001,108.18799999999999,116.611,89.994,121.807,38.342,125.82799999999999,258.569,133.268,86.775,129.49,63.723,137.233,268.565,137.171,91.395,136.559,260.005,140.89700000000002,87.829,145.675,250.155,142.226,48.575,142.082,35.592,147.941,288.969,153.179,238.46200000000002,147.421,47.536,150.119,265.709,150.906,230.28799999999998,7.997000000000001,95.054,11.453,191.019,13.181,113.365,23.037,69.178,70.058,226.296,99.93700000000001,233.81900000000002,111.945,201.368,81.832,132.878,109.24700000000001
118.25,473.0,,127.00299999999999,49.652,242.138,51.505,184.81099999999998,52.136,215.09,55.151,254.301,57.137,254.187,71.631,130.92700000000002,74.339,116.18700000000001,83.434,84.92299999999999,81.919,138.861,78.048,188.054,78.527,98.12899999999999,83.943,249.787,90.066,237.62599999999998,93.588,142.255,86.485,54.255,98.337,179.601,79.92699999999999,277.749,100.62,96.912,107.603,117.368,103.105,253.919,107.101,269.445,112.421,236.687,104.541,102.87700000000001,112.036,52.097,113.024,251.71099999999998,115.101,221.705,111.646,108.241,116.569,89.958,121.823,38.326,125.85600000000001,258.507,133.292,86.889,129.433,63.771,137.195,268.47700000000003,137.155,91.445,136.599,259.95799999999997,140.95,87.881,145.67700000000002,250.179,142.26,48.57899999999999,142.045,35.6,147.872,288.937,153.13299999999998,238.477,147.411,47.603,150.127,265.71299999999997,150.85,230.447,8.062000000000001,95.055,11.421,190.924,13.395999999999999,113.318,22.954,69.188,70.061,226.33900000000003,99.979,233.905,111.926,201.178,81.935,132.881,109.197
118.5,474.0,,127.21600000000001,49.387,242.106,51.568000000000005,184.78900000000002,52.14,215.045,55.162,254.232,57.163999999999994,254.11700000000002,71.65899999999999,130.918,74.305,116.211,83.417,84.94200000000001,81.797,138.906,77.986,188.02700000000002,78.557,98.225,83.96600000000001,249.774,90.03399999999999,237.614,93.61200000000001,142.232,86.43,54.236999999999995,98.314,179.672,79.868,277.762,100.59100000000001,96.955,107.542,117.5,103.194,253.894,107.055,269.42900000000003,112.521,236.525,104.52600000000001,102.87299999999999,112.09,52.096000000000004,113.01700000000001,251.8,115.26100000000001,221.71,111.536,108.26,116.589,89.949,121.86,38.305,125.97,258.628,133.211,86.585,129.454,63.751999999999995,137.233,268.47,137.088,91.411,136.571,259.755,140.498,87.891,145.668,250.203,142.224,48.536,141.947,35.615,147.858,288.934,153.184,238.52900000000002,147.362,47.589,150.157,265.683,150.881,230.59099999999998,8.027999999999999,95.273,11.322000000000001,190.94799999999998,13.728,113.419,22.993000000000002,69.167,70.11,226.298,99.92299999999999,233.942,111.95700000000001,201.269,81.88,132.832,109.14200000000001
