TimesH,Frame,NoMissing,7,7,13,13,22,22,32,32,36,36,46,46,50,50,60,60,63,63,78,78,105,105,131,131,219,219,238,238,260,260,266,266,291,291,298,298,305,305,311,311,312,312,317,317,321,321,330,330,335,335,342,342,343,343,344,344,348,348,354,354,356,356,529,529,612,612,627,627,649,649,855,855,867,867,885,885,895,895,933,933,956,956,968,968,981,981,986,986
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
172.0,688.0,,,,83.009,97.70200000000001,96.52600000000001,100.363,119.21600000000001,104.868,53.626999999999995,109.186,204.25099999999998,113.148,109.176,114.14299999999999,73.845,120.081,282.079,120.116,203.607,127.48299999999999,52.722,137.578,270.119,148.385,84.97200000000001,15.47,209.18900000000002,27.929000000000002,146.681,39.54,219.49599999999998,41.842,191.65200000000002,53.986999999999995,116.475,61.31399999999999,245.574,62.956,185.055,65.516,209.513,66.513,234.872,69.07300000000001,111.569,69.744,74.309,74.005,136.30100000000002,75.917,143.524,80.3,185.04,80.587,223.354,81.4,86.822,85.369,242.69799999999998,85.4,104.34299999999999,86.34100000000001,86.288,136.539,,,,,,,,,,,,,,,,,,,,,,,,
172.25,689.0,,,,83.038,97.757,96.455,100.245,119.20299999999999,104.98100000000001,53.693000000000005,109.226,204.387,113.214,109.14299999999999,114.155,73.929,120.07700000000001,282.04,120.06299999999999,203.72799999999998,127.46700000000001,52.68,137.673,270.053,148.414,84.995,15.49,209.19099999999997,27.938000000000002,146.725,39.484,219.489,41.799,191.68,53.925,116.666,61.266000000000005,245.549,62.946000000000005,185.09799999999998,65.62,209.493,66.521,234.88099999999997,69.089,111.564,69.71,74.35,73.944,136.3,75.953,143.525,80.435,185.269,80.48100000000001,223.359,81.344,86.75399999999999,85.36200000000001,242.701,85.427,104.315,86.396,86.473,132.053,,,,,,,,,,,,,,,,,,,,,,,,
172.5,690.0,,,,83.051,97.76299999999999,96.415,100.25399999999999,119.244,105.006,53.744,109.20700000000001,204.495,113.3,109.095,114.139,73.862,120.259,282.07099999999997,120.15799999999999,203.707,127.182,52.751999999999995,137.755,270.029,148.303,84.935,15.478,209.2,27.924,146.915,39.538000000000004,219.46400000000003,41.773,191.688,53.843999999999994,116.821,61.129,245.55599999999998,62.911,184.895,65.735,209.47099999999998,66.376,234.875,69.081,111.52799999999999,69.59899999999999,74.45,74.127,136.306,76.001,143.644,80.473,185.32299999999998,80.501,223.308,81.34899999999999,86.851,85.404,242.702,85.42399999999999,104.30799999999999,86.34700000000001,86.507,132.19299999999998,,,,,,,,,,,,,,,,,,,,,,,,
172.75,691.0,,,,83.04899999999999,97.71700000000001,96.37899999999999,100.337,119.241,105.15100000000001,53.7,109.02,204.43599999999998,113.225,109.09,114.12100000000001,73.821,120.315,282.043,120.10700000000001,203.738,127.42399999999999,52.667,137.865,269.957,148.328,84.976,15.41,209.226,27.926,147.062,39.525999999999996,219.49599999999998,41.821999999999996,191.65599999999998,53.941,116.90799999999999,61.11,245.56400000000002,62.953,184.707,65.752,209.47299999999998,66.411,234.852,69.086,,,74.461,73.855,136.267,75.819,143.648,80.346,185.37400000000002,80.51100000000001,223.265,81.241,86.885,85.516,242.71900000000002,85.432,104.331,86.37,86.492,132.299,,,,,,,,,,,,,,,,,,,,,,,,
173.0,692.0,,123.0,92.0,83.041,97.669,96.389,100.338,119.21700000000001,105.17,53.766000000000005,108.929,204.419,113.209,109.06299999999999,114.12200000000001,73.842,120.28299999999999,281.983,120.133,203.743,127.227,52.799,137.73,269.867,148.308,85.03399999999999,15.405,209.24400000000003,27.895,146.8,39.662,219.38400000000001,41.821000000000005,191.58700000000002,53.93899999999999,117.09100000000001,61.191,245.55599999999998,63.051,184.709,66.04,209.44799999999998,66.418,234.85,69.096,,,74.40100000000001,73.805,136.297,75.825,143.685,80.36399999999999,185.285,80.544,223.275,81.283,86.934,85.60700000000001,242.65,85.45700000000001,104.39,86.419,86.554,132.483,,,,,,,,,,,,,,,,,,,,,,,,
173.25,693.0,,122.431,90.913,83.024,97.691,96.46700000000001,100.12,119.286,105.113,53.788000000000004,108.98700000000001,204.581,113.30799999999999,109.057,114.09899999999999,73.84,120.279,281.994,120.10799999999999,203.63400000000001,127.41,52.833999999999996,137.689,269.901,148.315,85.021,15.323,209.283,27.906,146.722,39.571,219.41400000000002,41.853,191.602,53.951,117.226,61.203,245.533,62.996,184.707,65.898,209.429,66.413,234.843,69.081,,,74.462,73.828,136.291,75.727,143.756,80.342,185.287,80.604,223.31,81.312,86.861,85.632,242.625,85.49,104.434,86.34,86.416,132.42,,,,,,,,,,,,,,,,,,,,,,,,
173.5,694.0,,122.459,91.06200000000001,83.022,97.62299999999999,96.485,100.04899999999999,119.23899999999999,104.97200000000001,53.869,109.066,204.39,113.242,109.04700000000001,114.089,73.868,120.31200000000001,281.971,120.05799999999999,203.646,127.51100000000001,52.923,137.757,269.83799999999997,148.374,85.01299999999999,15.417,209.296,27.91,146.666,39.596,219.347,41.864,191.62400000000002,53.977,117.37899999999999,61.117,245.549,63.067,184.795,65.985,209.49599999999998,66.503,234.857,69.086,,,74.42699999999999,73.74,136.321,75.696,143.639,80.303,185.386,80.61,223.385,81.15100000000001,86.836,85.624,242.648,85.461,104.38,86.286,86.43299999999999,132.433,,,,,,,,,,,,,,,,,,,,,,,,
173.75,695.0,,,,83.04799999999999,97.596,96.54299999999999,99.964,119.083,105.042,53.858000000000004,109.14399999999999,204.426,113.219,109.083,114.04899999999999,73.883,120.3,281.853,120.10600000000001,203.63,127.53399999999999,52.705,137.74,269.819,148.312,84.921,15.370999999999999,209.31599999999997,27.916999999999998,146.833,39.48,219.30599999999998,41.843,191.68200000000002,53.976000000000006,117.25299999999999,61.181999999999995,245.53799999999998,63.102,184.80599999999998,66.013,209.53400000000002,66.513,234.875,69.12100000000001,,,74.334,73.765,136.204,75.796,143.791,80.45,185.516,80.611,223.38099999999997,81.065,86.928,85.62100000000001,242.66099999999997,85.47200000000001,104.462,86.256,86.46,132.466,,,,,,,,,,,,,,,,,,,,,,,,
174.0,696.0,,,,83.04,97.63600000000001,96.45299999999999,100.05799999999999,119.06,105.15899999999999,53.781000000000006,109.09100000000001,204.50599999999997,113.20100000000001,109.04799999999999,114.01899999999999,73.975,120.175,281.857,120.051,203.688,127.899,52.578,137.811,269.716,148.485,84.898,15.357000000000001,209.32299999999998,27.941,146.6,39.554,219.34599999999998,41.83,191.61,54.026,117.414,61.211000000000006,245.52700000000002,63.049,184.825,65.92399999999999,209.455,66.411,234.878,69.108,,,74.297,73.664,136.14700000000002,75.743,143.857,80.604,185.382,80.655,223.40099999999998,81.017,86.99700000000001,85.65700000000001,242.638,85.476,104.46799999999999,86.196,86.31200000000001,132.446,,,,,,,,,,,,,,,,,,,,,,,,
174.25,697.0,,,,83.071,97.74,96.435,100.009,119.079,105.13,53.733999999999995,109.023,204.497,113.181,109.069,113.984,74.096,120.081,281.824,119.96799999999999,203.65400000000002,127.68700000000001,52.614,137.83100000000002,269.68,148.566,84.962,15.399000000000001,209.34099999999998,27.945999999999998,146.764,39.62,219.331,41.812,191.595,54.03,117.574,61.21,245.59400000000002,63.067,184.49900000000002,65.976,209.442,66.532,234.875,69.102,,,74.262,73.605,136.179,75.808,143.888,80.622,185.31400000000002,80.675,223.334,80.967,87.023,85.72399999999999,242.65,85.463,104.49700000000001,86.26100000000001,86.295,132.42,,,,,,,,,,,,,,,,,,,,,,,,
174.5,698.0,,,,83.01799999999999,97.773,96.49600000000001,99.912,119.149,105.069,53.693999999999996,109.041,204.465,113.14200000000001,109.061,113.992,74.05199999999999,120.12,281.814,119.92,203.729,128.326,52.443000000000005,137.799,269.704,148.711,85.01,15.425999999999998,209.345,27.915,146.806,39.623000000000005,219.399,41.856,191.6,53.97,117.70700000000001,61.147,245.605,63.013999999999996,184.535,66.048,209.39700000000002,66.368,234.873,69.11399999999999,,,74.19,73.565,136.14,75.554,143.924,80.72399999999999,185.27,80.78699999999999,223.24900000000002,81.116,87.012,85.7,242.615,85.421,104.50299999999999,86.211,86.242,132.17700000000002,,,,,,,,,,,,,,,,,,,,,,,,
174.75,699.0,,122.99799999999999,92.28399999999999,83.03,97.84100000000001,96.54899999999999,99.816,119.166,105.02,53.673,109.023,204.51,113.12799999999999,109.071,113.99799999999999,74.065,120.137,281.793,119.95700000000001,203.53400000000002,127.51,52.532,137.812,269.64099999999996,148.691,84.958,15.385,209.358,27.901,146.806,39.566,219.145,41.882,191.62400000000002,53.894,117.84200000000001,61.176,245.606,62.92,184.82,66.095,209.429,66.374,234.882,69.148,111.69200000000001,67.642,74.316,73.54899999999999,136.18,75.506,143.941,80.583,185.391,80.73,223.293,81.171,87.06700000000001,85.662,242.622,85.406,104.366,86.01299999999999,86.219,132.137,,,,,,,,,,,,,,,,,,,,,,,,
175.0,700.0,,123.27600000000001,92.682,83.01,97.89200000000001,96.56,99.71,119.16799999999999,104.947,53.715,109.061,204.458,113.071,109.059,113.98,74.09899999999999,120.137,281.735,119.93299999999999,203.51,127.33200000000001,52.489,137.761,269.616,148.47899999999998,84.97,15.429,209.356,27.901,146.961,39.543,218.801,41.83,191.565,53.977,117.666,61.222,245.63299999999998,62.81,184.824,66.07,209.50900000000001,66.434,234.857,69.15100000000001,111.62100000000001,67.214,74.023,73.329,136.112,75.46600000000001,144.011,80.488,185.38099999999997,80.738,223.252,81.23,87.083,85.596,242.59099999999998,85.385,104.30799999999999,85.89299999999999,86.178,132.151,,,,,,,,,,,,,,,,,,,,,,,,
175.25,701.0,,123.272,92.694,82.956,97.837,96.492,99.686,119.089,104.829,53.713,109.044,204.585,113.12,109.12700000000001,113.963,74.175,120.044,281.803,119.993,203.385,127.229,52.477,137.583,269.671,148.386,84.98899999999999,15.409,209.37900000000002,27.881999999999998,146.89600000000002,39.716,218.947,41.851000000000006,191.574,54.04,117.705,61.177,245.65099999999998,62.801,184.91099999999997,66.012,209.49599999999998,66.508,234.86599999999999,69.135,111.646,67.655,73.92699999999999,73.094,136.126,75.294,143.924,80.36399999999999,185.43400000000003,80.771,223.207,81.22800000000001,87.01799999999999,85.59200000000001,242.52700000000002,85.37,104.36,85.88600000000001,86.177,132.217,,,,,,,,,,,,,,,,,,,,,,,,
175.5,702.0,,,,82.985,97.84899999999999,96.45,99.604,119.085,104.795,53.696999999999996,109.027,204.785,113.15700000000001,109.07799999999999,113.962,74.14399999999999,119.993,281.79,119.964,203.47299999999998,127.29899999999999,52.417,137.575,269.72900000000004,148.285,85.046,15.457,209.365,27.868000000000002,146.82,39.688,218.858,41.803999999999995,191.61900000000003,53.934,117.67399999999999,61.195,245.588,62.867,184.81400000000002,65.891,209.51,66.639,234.857,69.09100000000001,111.73100000000001,68.402,73.931,73.108,136.067,75.255,144.11,80.493,185.50799999999998,80.771,223.21099999999998,81.266,86.985,85.65700000000001,242.56400000000002,85.37799999999999,104.205,85.814,86.141,132.047,,,,,,,,,,,,,,,,,,,,,,,,
