TimesH,Frame,NoMissing,53,53,127,127,202,202,228,228,249,249,252,252,256,256,284,284,306,306,307,307,333,333,418,418,477,477,616,616,786,786,862,862,901,901,905,905,926,926,929,929,949,949,1052,1052,1061,1061,1089,1089
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
206.0,824.0,,41.968,136.559,218.007,58.265,137.747,105.11200000000001,122.405,146.191,251.643,85.615,89.478,84.292,110.363,85.715,173.65900000000002,104.395,77.306,98.295,118.383,97.765,246.755,112.823,198.037,80.31,193.99400000000003,49.976000000000006,182.175,78.77600000000001,96.78,130.03,53.486000000000004,147.128,97.62100000000001,70.80199999999999,284.996,144.162,233.422,94.575,122.90799999999999,83.465,249.015,126.04899999999999,118.655,105.26100000000001,170.13299999999998,87.35,197.351,33.022
206.25,825.0,,41.961999999999996,136.533,218.032,58.192,137.63299999999998,105.13,122.35600000000001,146.116,251.702,85.506,89.456,84.329,110.45299999999999,85.6,173.71400000000003,104.595,77.314,98.31200000000001,118.428,97.681,246.805,112.708,198.035,80.398,193.99,50.011,181.905,78.596,97.125,129.799,53.52,147.183,97.571,70.715,284.884,144.252,233.52599999999998,94.927,123.09700000000001,83.43,248.96900000000002,126.14,118.51,105.325,170.345,87.419,197.356,32.98
206.5,826.0,,41.901,136.69299999999998,217.96099999999998,58.163999999999994,137.0,106.0,122.57,146.184,251.655,85.505,89.432,84.321,110.618,85.49600000000001,173.718,104.723,77.316,98.319,118.434,97.729,246.766,112.62200000000001,198.041,80.35600000000001,193.949,50.006,181.232,78.007,,,53.528999999999996,147.16899999999998,97.53399999999999,70.667,285.017,143.957,233.46099999999998,94.601,123.184,83.27600000000001,248.965,126.131,118.366,105.40899999999999,170.34400000000002,87.494,197.363,33.045
206.75,827.0,,41.946000000000005,136.849,217.985,58.083999999999996,137.0,106.0,122.899,146.253,251.812,85.36200000000001,89.35700000000001,84.27,110.346,85.745,173.937,104.735,77.309,98.33,118.384,97.71,246.832,112.50299999999999,198.03599999999997,80.378,193.838,50.0,180.952,77.67399999999999,97.13,129.80100000000002,53.538999999999994,147.186,97.561,70.604,284.892,144.042,233.628,94.902,123.01,83.34,249.011,126.124,118.35799999999999,105.319,170.382,87.50200000000001,197.34599999999998,33.126999999999995
207.0,828.0,,41.945,136.997,217.96900000000002,58.036,137.667,105.10700000000001,122.795,146.281,251.699,85.45700000000001,89.351,84.24799999999999,110.265,85.82799999999999,173.657,104.684,77.295,98.315,118.416,97.676,246.643,112.494,197.997,80.428,193.862,50.059,180.89,77.69,97.14,129.829,53.501999999999995,147.18,97.461,70.462,284.519,144.065,233.697,94.87200000000001,122.656,83.425,249.018,126.193,118.38799999999999,105.307,170.185,87.62,197.62400000000002,33.363
207.25,829.0,,41.927,137.1,217.94299999999998,58.04,137.743,105.154,122.868,146.203,251.64700000000002,85.34299999999999,89.296,84.18,110.286,85.838,173.535,104.694,77.295,98.32700000000001,118.448,97.618,246.64700000000002,112.60700000000001,197.965,80.423,193.84099999999998,50.016000000000005,180.71599999999998,77.475,96.87700000000001,130.045,53.54600000000001,147.19299999999998,97.537,70.471,284.539,144.088,233.66299999999998,94.911,122.15,83.595,249.093,126.16799999999999,118.584,105.25,170.201,87.445,197.47099999999998,33.109
207.5,830.0,,41.885,137.149,217.963,58.004,137.83100000000002,105.051,123.024,146.139,251.646,85.473,89.245,84.12299999999999,110.34200000000001,85.794,173.46099999999998,104.70200000000001,77.238,98.31299999999999,118.473,97.59200000000001,246.66400000000002,112.469,197.953,80.42,193.808,50.031000000000006,180.66299999999998,77.407,96.971,130.017,53.555,147.18200000000002,97.46,70.51100000000001,284.332,143.889,233.614,94.90299999999999,121.994,83.791,249.09,126.179,118.55799999999999,105.262,170.418,87.448,197.458,33.008
207.75,831.0,,41.905,137.10399999999998,217.959,57.96,136.22299999999998,106.527,123.116,146.196,251.455,85.431,89.225,84.141,110.37100000000001,85.775,173.41299999999998,104.671,77.194,98.286,118.55,97.62799999999999,246.69,112.425,198.00099999999998,80.388,193.877,49.95,180.665,77.494,96.837,130.1,53.531000000000006,147.20600000000002,97.39399999999999,70.36399999999999,284.26099999999997,143.929,233.56599999999997,94.823,121.76899999999999,83.92,249.06799999999998,126.189,118.604,105.251,170.135,87.51100000000001,197.455,33.016999999999996
208.0,832.0,,41.97,136.985,217.983,57.994,136.173,106.59299999999999,122.87100000000001,146.077,251.37900000000002,85.435,89.154,84.15799999999999,110.32700000000001,85.695,173.398,104.65899999999999,77.145,98.291,118.56,97.633,246.97099999999998,112.52,197.99599999999998,80.376,193.84799999999998,49.9,180.695,77.482,96.792,130.162,53.559,147.174,97.306,70.319,284.157,143.874,233.579,94.867,121.931,83.87899999999999,249.072,126.23899999999999,118.64200000000001,105.184,170.33700000000002,87.509,197.30900000000003,32.967
208.25,833.0,,41.894,137.195,217.97299999999998,57.974,137.887,105.073,122.85799999999999,146.09799999999998,251.393,85.41799999999999,89.154,84.18299999999999,110.316,85.698,173.447,104.69200000000001,77.12,98.31200000000001,118.54299999999999,97.579,246.863,112.515,197.979,80.373,193.85,49.898999999999994,180.74200000000002,77.452,96.73,130.321,53.565,147.159,97.29799999999999,70.324,284.01099999999997,143.80100000000002,233.635,94.865,121.777,83.92399999999999,249.088,126.301,118.448,105.28399999999999,170.24900000000002,87.495,197.263,32.975
208.5,834.0,,41.848,137.138,217.947,57.963,137.732,105.075,122.727,146.134,251.34599999999998,85.427,89.154,84.149,110.352,85.598,173.359,104.62100000000001,77.14699999999999,98.335,118.509,97.569,246.93599999999998,112.662,197.99099999999999,80.36,193.834,49.906000000000006,180.80900000000003,77.434,96.914,130.14,53.629,147.16299999999998,97.29299999999999,70.257,284.052,143.709,233.74200000000002,94.906,121.882,83.954,249.174,126.29,118.412,105.131,170.357,87.458,197.162,33.168
208.75,835.0,,41.849,137.181,217.952,57.92100000000001,,,122.65799999999999,146.131,251.396,85.439,89.086,84.15100000000001,110.36399999999999,85.56200000000001,173.237,104.559,77.133,98.316,118.49799999999999,97.515,246.982,112.84100000000001,197.993,80.333,193.82299999999998,49.897,180.778,77.443,96.87299999999999,130.178,53.628,147.161,97.26700000000001,70.382,284.067,143.80100000000002,233.815,94.916,121.664,84.118,249.15099999999998,126.184,118.47200000000001,105.064,170.204,87.38,197.16400000000002,33.23
209.0,836.0,,41.876000000000005,137.23,217.958,57.876000000000005,137.893,105.161,122.492,146.111,251.102,85.506,89.094,84.166,110.416,85.529,173.202,104.67299999999999,77.132,98.305,118.50299999999999,97.458,247.003,112.87899999999999,197.94400000000002,80.33,193.787,49.887,180.669,77.444,97.03399999999999,129.951,53.601000000000006,147.195,97.3,70.495,283.933,143.846,233.847,94.91799999999999,121.704,84.08,249.017,126.185,118.546,105.027,170.21200000000002,87.34,197.12900000000002,33.134
209.25,837.0,,41.902,137.374,217.99400000000003,57.831,137.989,105.367,122.465,146.13299999999998,251.162,85.46700000000001,89.102,84.139,110.40299999999999,85.585,173.15900000000002,104.66799999999999,77.1,98.295,118.49,97.376,247.688,113.855,197.938,80.355,193.826,49.888000000000005,180.778,77.459,96.635,130.25,53.622,147.208,97.296,70.374,283.77,143.941,234.033,95.03200000000001,121.78,83.98899999999999,248.93900000000002,126.179,118.37700000000001,105.1,170.25799999999998,87.279,197.122,33.17
209.5,838.0,,41.92100000000001,137.42700000000002,217.892,57.8,137.839,105.637,122.45100000000001,146.148,251.206,85.34700000000001,89.08,84.02600000000001,110.37299999999999,85.7,173.18599999999998,104.65299999999999,77.097,98.302,118.48200000000001,97.368,247.791,113.76700000000001,197.928,80.314,193.785,49.878,180.665,77.321,96.22,130.687,53.576,147.164,97.307,70.413,283.684,143.90200000000002,233.94799999999998,95.075,121.53,84.081,248.96,126.191,118.54799999999999,104.99799999999999,170.15400000000002,87.302,197.12400000000002,33.223
209.75,839.0,,41.891999999999996,137.499,217.87400000000002,57.74100000000001,137.45600000000002,105.75200000000001,122.449,146.201,251.347,85.397,89.031,83.96700000000001,110.34,85.734,173.015,104.54,77.112,98.337,118.416,97.35,247.696,113.631,197.912,80.28399999999999,193.81099999999998,49.887,180.542,77.25,96.33,130.625,53.604,147.13299999999998,97.245,70.399,283.587,143.697,234.107,95.024,121.67200000000001,83.98700000000001,248.949,126.186,118.506,104.868,169.99,87.34100000000001,197.106,33.186
210.0,840.0,,41.861999999999995,137.46,217.83700000000002,57.733000000000004,137.81,105.42399999999999,122.416,146.167,251.38099999999997,85.28399999999999,89.036,84.01,110.323,85.75,173.13,104.465,77.066,98.345,118.376,97.391,247.69,113.62,197.88,80.285,193.77599999999998,49.876999999999995,180.52900000000002,77.251,96.396,130.524,53.638000000000005,147.107,97.304,70.222,283.719,143.655,233.94099999999997,94.875,121.715,83.99600000000001,248.952,126.191,118.28299999999999,104.709,170.09799999999998,87.17399999999999,197.15099999999998,33.101
210.25,841.0,,41.851000000000006,137.52700000000002,217.74900000000002,57.733000000000004,137.431,105.711,122.352,146.107,251.28099999999998,85.198,89.041,84.00200000000001,110.336,85.637,173.15200000000002,104.494,77.077,98.336,118.396,97.396,247.641,113.82700000000001,197.851,80.288,193.854,49.893,180.46099999999998,77.277,96.523,130.34799999999998,53.625,147.11,97.21700000000001,70.217,283.675,143.58,234.09099999999998,94.917,121.404,84.18299999999999,248.965,126.29,118.26299999999999,104.65100000000001,170.209,87.169,197.207,33.178000000000004
210.5,842.0,,41.81399999999999,137.591,217.763,57.702,137.99,105.34700000000001,122.48299999999999,146.255,251.40099999999998,85.116,88.973,83.912,110.323,85.64299999999999,173.107,104.54299999999999,77.071,98.334,118.32600000000001,97.39299999999999,247.799,114.046,197.80700000000002,80.305,193.886,49.824,180.57,77.431,96.5,130.45600000000002,53.598,147.072,97.27600000000001,70.23100000000001,283.601,143.77,234.076,94.836,121.322,84.243,248.915,126.34200000000001,118.353,104.524,170.015,87.20700000000001,197.12,33.159
210.75,843.0,,41.797,137.541,217.727,57.653,138.091,105.71799999999999,122.397,146.241,251.275,85.152,88.969,83.97200000000001,110.289,85.603,173.4,104.719,77.124,98.352,118.43,97.398,247.731,114.022,197.824,80.327,193.88099999999997,49.8,180.608,77.432,96.495,130.362,53.605,147.11700000000002,97.196,70.173,283.695,143.841,234.222,94.93799999999999,121.355,84.213,248.729,126.37,118.315,104.54299999999999,169.90400000000002,87.277,197.12599999999998,33.213
211.0,844.0,,41.751999999999995,137.589,217.66400000000002,57.626000000000005,138.063,105.458,122.361,146.19,251.35,85.117,88.92399999999999,83.94,110.275,85.568,173.465,104.751,77.124,98.35600000000001,118.398,97.41,247.676,114.059,197.855,80.335,193.863,49.756,180.601,77.41,96.501,130.457,53.625,147.131,97.198,70.027,283.52099999999996,143.94899999999998,234.139,94.848,121.241,84.29,248.81799999999998,126.361,118.47399999999999,104.521,169.77200000000002,87.32700000000001,197.291,33.265
211.25,845.0,,41.775,137.463,217.666,57.605,138.079,105.693,122.323,146.137,251.31400000000002,85.15799999999999,88.985,83.96,110.227,85.537,173.44299999999998,104.70299999999999,77.122,98.37100000000001,118.38,97.44200000000001,247.62900000000002,114.229,197.86,80.385,193.87099999999998,49.801,180.66299999999998,77.471,96.556,130.362,53.647,147.145,97.169,69.676,283.495,143.903,233.96900000000002,94.566,121.229,84.315,248.892,126.304,118.47200000000001,104.539,170.06099999999998,86.977,197.295,33.356
211.5,846.0,,41.782,137.498,217.735,57.523999999999994,138.138,105.735,122.335,146.22,251.226,85.171,89.05799999999999,84.01700000000001,110.18,85.60700000000001,173.392,104.727,77.057,98.38799999999999,118.37200000000001,97.459,247.713,114.586,197.82299999999998,80.383,193.87599999999998,49.78,180.655,77.486,96.508,130.391,53.636,147.07299999999998,97.244,69.604,283.61,143.931,234.033,94.60700000000001,121.294,84.259,248.877,126.35,118.53,104.539,170.372,87.16,197.24,33.305
211.75,847.0,,41.826,137.463,217.65099999999998,57.498999999999995,138.231,105.65899999999999,122.351,146.314,251.016,85.305,88.984,84.0,110.131,85.64399999999999,173.579,104.835,77.102,98.421,118.318,97.42200000000001,247.543,114.395,197.825,80.339,193.82299999999998,49.778999999999996,180.639,77.44,96.524,130.359,53.638999999999996,147.069,97.27,69.507,283.54400000000004,143.889,234.25799999999998,95.081,121.29299999999999,84.27799999999999,248.842,126.38,118.508,104.589,170.446,87.06200000000001,197.21900000000002,33.315
212.0,848.0,,41.857,137.556,217.707,57.528,138.295,105.639,122.376,146.30700000000002,250.97799999999998,85.334,88.97399999999999,84.073,110.089,85.647,173.733,104.816,77.1,98.44,118.31299999999999,97.51100000000001,247.718,114.70200000000001,197.803,80.372,193.757,49.791000000000004,180.722,77.436,96.5,130.474,53.631,147.084,97.147,69.503,283.551,143.899,234.37099999999998,95.337,121.271,84.21600000000001,248.967,126.41799999999999,118.57799999999999,104.633,170.231,86.677,197.157,33.319
212.25,849.0,,41.766999999999996,137.526,217.704,57.585,138.07299999999998,105.553,122.35700000000001,146.278,251.00400000000002,85.296,88.936,84.037,110.12,85.62899999999999,173.873,104.804,77.056,98.432,118.354,97.529,247.63099999999997,114.476,197.769,80.37,193.68,49.869,180.627,77.429,96.516,130.393,53.613,147.09,97.155,69.39699999999999,283.584,143.9,234.553,95.63600000000001,121.29700000000001,84.23899999999999,248.938,126.439,118.595,104.59700000000001,170.146,86.47399999999999,197.11599999999999,33.388000000000005
212.5,850.0,,41.788999999999994,137.55700000000002,217.675,57.50899999999999,138.10299999999998,105.762,122.391,146.382,250.734,85.355,88.917,84.04799999999999,110.09,85.62700000000001,173.843,104.726,77.03399999999999,98.471,118.316,97.538,247.725,114.616,197.72099999999998,80.477,193.704,49.879,180.62900000000002,77.35600000000001,96.50399999999999,130.433,53.593999999999994,147.118,97.258,69.669,283.628,143.89600000000002,234.57299999999998,95.70100000000001,121.428,84.219,248.90400000000002,126.399,118.709,104.59299999999999,170.016,86.595,197.141,33.376999999999995
212.75,851.0,,41.8,137.572,217.53099999999998,57.483000000000004,138.159,105.649,122.43299999999999,146.496,250.79,85.338,88.875,84.042,110.055,85.61399999999999,174.01,104.72200000000001,77.044,98.509,118.338,97.62100000000001,247.77,114.56200000000001,197.73,80.46300000000001,193.68599999999998,49.84,180.66299999999998,77.487,96.556,130.25,53.559,147.056,97.265,70.117,283.57599999999996,144.0,234.579,95.685,121.38600000000001,84.34,248.886,126.42,118.805,104.463,169.81900000000002,86.73899999999999,197.09599999999998,33.343
213.0,852.0,,41.821000000000005,137.58100000000002,217.521,57.472,137.966,105.64299999999999,122.43299999999999,146.496,250.907,85.348,88.885,84.056,110.056,85.62799999999999,173.868,104.62100000000001,77.012,98.473,118.336,97.573,247.757,114.89299999999999,197.695,80.439,193.737,49.923,180.675,77.505,96.566,130.216,53.504,147.064,97.306,70.082,283.736,144.016,234.574,95.68,121.274,84.396,248.90099999999998,126.38,118.76899999999999,104.42200000000001,169.53099999999998,86.551,197.082,33.359
213.25,853.0,,41.798,137.543,217.50400000000002,57.48,138.109,105.654,122.417,146.482,251.019,85.40299999999999,88.887,84.08200000000001,110.05,85.676,173.878,104.52600000000001,77.025,98.475,118.295,97.59700000000001,247.796,114.92299999999999,197.702,80.449,193.768,49.92100000000001,180.623,77.39,96.594,130.205,53.54600000000001,147.061,97.322,69.874,283.72900000000004,143.97799999999998,234.61700000000002,95.626,121.21600000000001,84.40299999999999,248.954,126.448,118.76,104.464,169.696,86.515,197.108,33.418
213.5,854.0,,41.775,137.562,217.533,57.472,138.24200000000002,105.789,122.375,146.38,250.947,85.475,88.876,84.059,110.061,85.65100000000001,173.88,104.522,76.991,98.458,118.314,97.573,247.62099999999998,114.947,197.687,80.429,193.75799999999998,49.902,180.615,77.38600000000001,96.566,130.273,53.548,147.06,97.385,70.061,283.728,143.816,234.623,95.575,121.264,84.35799999999999,249.016,126.464,118.72200000000001,104.491,169.47099999999998,86.617,197.12400000000002,33.433
213.75,855.0,,41.818000000000005,137.553,217.477,57.461000000000006,138.227,105.77,122.34299999999999,146.372,250.8,85.491,88.891,84.01700000000001,110.09899999999999,85.641,173.94099999999997,104.51700000000001,76.94,98.461,118.31299999999999,97.554,247.69099999999997,114.92399999999999,197.658,80.40100000000001,193.752,49.908,180.571,77.36399999999999,96.669,130.237,53.555,147.083,97.446,70.404,283.629,143.838,234.12099999999998,94.948,121.38600000000001,84.33200000000001,249.06099999999998,126.37299999999999,118.47,104.572,169.484,86.818,197.148,33.47
214.0,856.0,,41.856,137.563,217.454,57.391000000000005,138.15,105.876,122.344,146.364,250.85299999999998,85.471,88.87100000000001,84.01799999999999,110.088,85.63,174.014,104.555,76.956,98.47399999999999,118.29700000000001,97.587,247.861,115.21600000000001,197.757,80.36399999999999,193.75799999999998,49.935,180.477,77.328,96.62,130.216,53.568000000000005,147.111,97.62799999999999,70.604,283.623,143.861,234.40400000000002,95.319,121.48,84.28399999999999,249.049,126.4,118.445,104.729,169.666,86.56,197.166,33.464
214.25,857.0,,41.849,137.594,217.486,57.383,138.12,105.73700000000001,122.34899999999999,146.44299999999998,250.74599999999998,85.48200000000001,88.853,84.007,110.08,85.63,174.345,104.757,76.96300000000001,98.506,118.295,97.542,247.845,115.366,197.745,80.345,193.767,49.88,180.46,77.31,96.619,130.254,53.603,146.967,97.54899999999999,70.346,283.559,143.605,234.50900000000001,95.264,121.47399999999999,84.315,249.27900000000002,126.32700000000001,118.395,104.675,169.905,86.50200000000001,197.095,33.43
214.5,858.0,,41.85,137.61700000000002,217.47299999999998,57.349,138.144,105.786,122.355,146.381,250.769,85.43299999999999,88.835,84.045,110.055,85.65299999999999,174.34,104.898,76.941,98.50200000000001,118.26100000000001,97.57700000000001,247.77,115.132,197.748,80.311,193.668,49.856,180.451,77.281,96.616,130.303,53.592,146.957,97.59200000000001,70.15100000000001,283.66700000000003,143.86700000000002,234.49400000000003,95.13799999999999,121.75399999999999,84.141,249.199,126.40100000000001,118.28299999999999,104.727,169.71200000000002,86.583,197.02,33.422
214.75,859.0,,41.787,137.627,217.497,57.364,138.134,105.838,122.34200000000001,146.392,250.78900000000002,85.37799999999999,88.891,84.10700000000001,110.04299999999999,85.67299999999999,174.174,104.84,76.936,98.512,118.272,97.50200000000001,247.725,114.911,197.74400000000003,80.258,193.622,49.872,180.447,77.27600000000001,96.666,130.225,53.571999999999996,147.019,97.439,70.301,283.71,143.826,234.38,95.081,121.80799999999999,84.101,249.56,126.33200000000001,118.274,104.76,169.678,86.289,197.05200000000002,33.434
215.0,860.0,,41.818999999999996,137.66,217.49599999999998,57.391999999999996,137.96200000000002,105.961,122.363,146.377,250.893,85.421,88.85,84.05799999999999,110.061,85.708,174.27200000000002,104.914,76.917,98.499,118.243,97.488,247.855,115.069,197.75799999999998,80.219,193.512,49.875,180.36700000000002,77.23,96.65100000000001,130.19299999999998,53.586000000000006,146.999,97.507,70.372,283.644,143.873,234.40599999999998,95.111,121.584,84.214,249.688,126.264,118.12200000000001,104.85700000000001,169.834,86.36200000000001,197.053,33.424
215.25,861.0,,41.853,137.653,217.49900000000002,57.342,137.842,105.926,122.31299999999999,146.336,250.885,85.335,88.88,84.094,110.045,85.706,174.679,105.0,76.991,98.538,118.244,97.49600000000001,247.933,115.105,197.74200000000002,80.28,193.475,49.863,180.329,77.305,96.669,130.178,53.599,146.989,97.40899999999999,70.352,283.572,143.72799999999998,234.303,95.179,121.647,84.272,249.59900000000002,126.135,118.117,104.88799999999999,169.78099999999998,86.31700000000001,197.018,33.385999999999996
215.5,862.0,,41.867,137.64600000000002,217.49,57.415,137.722,105.929,122.305,146.403,250.93599999999998,85.244,88.89,84.073,110.03399999999999,85.70700000000001,174.842,105.155,76.906,98.523,118.288,97.446,247.925,115.16,197.734,80.277,193.46900000000002,49.883,180.266,77.41,96.596,130.186,53.613,146.963,97.53399999999999,70.24600000000001,283.59,143.339,234.33700000000002,95.29299999999999,121.986,84.12299999999999,249.851,126.27799999999999,118.17299999999999,104.913,169.90099999999998,86.303,197.007,33.444
215.75,863.0,,41.845,137.68,217.497,57.458999999999996,137.82399999999998,105.915,122.311,146.395,251.0,85.215,88.89399999999999,84.1,110.016,85.69,174.451,104.971,76.907,98.48100000000001,118.315,97.441,247.838,115.34200000000001,197.72400000000002,80.307,193.424,49.861999999999995,180.24400000000003,77.312,96.62200000000001,130.254,53.65,146.934,97.65299999999999,70.223,283.728,143.465,234.423,95.48,122.068,84.09700000000001,249.74599999999998,126.288,118.117,104.87100000000001,169.81799999999998,86.21799999999999,197.00400000000002,33.515
216.0,864.0,,41.797,137.70600000000002,217.511,57.38,137.79,105.775,122.348,146.351,251.145,85.31700000000001,88.88600000000001,84.134,110.0,85.67399999999999,174.50099999999998,104.902,76.896,98.48100000000001,118.264,97.42200000000001,247.71200000000002,115.23,197.628,80.508,193.375,49.898,180.173,77.311,96.62799999999999,130.249,53.618,146.91299999999998,97.522,70.135,283.738,143.679,234.322,95.185,122.258,84.001,249.792,126.35700000000001,118.17299999999999,104.868,169.732,86.344,196.997,33.597
216.25,865.0,,41.817,137.679,217.507,57.418,137.747,105.65899999999999,122.31,146.327,251.07,85.23,88.87,84.115,109.977,85.73700000000001,174.40400000000002,104.7,76.866,98.471,118.348,97.47,247.69,115.241,197.577,80.475,193.265,49.903,180.11599999999999,77.291,96.662,130.25,53.647,146.9,97.45700000000001,70.342,283.779,143.635,234.418,95.294,122.295,83.959,249.76,126.10799999999999,118.15100000000001,104.914,169.88099999999997,86.213,197.00099999999998,33.64
216.5,866.0,,41.78,137.736,217.547,57.478,137.595,105.69200000000001,122.23,146.325,251.014,85.21799999999999,88.85700000000001,84.088,109.995,85.66,174.334,104.70200000000001,76.852,98.46799999999999,118.329,97.44,247.671,115.366,197.545,80.501,193.19400000000002,49.937,180.08700000000002,77.298,96.62100000000001,130.3,53.623000000000005,146.89700000000002,97.402,70.471,283.805,143.41899999999998,234.30599999999998,95.198,122.735,83.705,249.655,126.095,118.176,104.926,169.791,86.17,197.011,33.683
216.75,867.0,,41.803000000000004,137.73,217.554,57.463,137.621,105.696,122.169,146.174,250.986,85.31299999999999,88.82799999999999,84.075,109.97,85.71,174.278,104.64,76.858,98.449,118.325,97.443,247.658,115.439,197.50099999999998,80.465,193.16299999999998,49.909,180.12400000000002,77.324,96.67299999999999,130.232,53.64,146.856,97.07,71.732,283.936,143.33100000000002,234.28,95.324,122.964,83.602,249.65900000000002,126.029,118.17200000000001,105.001,169.72299999999998,86.185,196.988,33.693000000000005
217.0,868.0,,41.86,137.786,217.558,57.466,137.68,105.709,122.14299999999999,146.119,250.822,85.366,88.822,84.031,109.958,85.712,174.26,104.727,76.882,98.444,118.37,97.51799999999999,247.733,115.279,197.50599999999997,80.502,193.169,49.928000000000004,180.075,77.266,96.604,130.249,53.629,146.85299999999998,97.23,71.543,283.95,143.259,234.18599999999998,95.225,123.62799999999999,83.226,249.75,126.086,118.32600000000001,104.98,169.665,86.2,196.953,33.696999999999996
217.25,869.0,,41.927,137.81,217.52599999999998,57.42,137.687,105.68799999999999,122.181,146.02,250.83900000000003,85.35600000000001,88.819,83.991,109.97200000000001,85.678,174.06400000000002,104.58200000000001,76.887,98.477,118.36200000000001,97.50299999999999,247.729,115.292,197.472,80.495,193.238,49.94,180.16400000000002,77.194,96.55,130.253,53.659,146.773,97.28299999999999,71.502,283.96,143.45600000000002,234.127,95.046,123.726,83.14299999999999,249.66099999999997,126.095,118.24700000000001,105.044,169.638,86.229,196.928,33.668
217.5,870.0,,41.879,137.83700000000002,217.53400000000002,57.417,137.629,105.80799999999999,122.17299999999999,145.865,250.87599999999998,85.318,88.82799999999999,83.98299999999999,110.00299999999999,85.66,173.99599999999998,104.524,76.855,98.46600000000001,118.441,97.525,247.675,115.45299999999999,197.507,80.493,193.195,49.973,180.15200000000002,77.145,96.484,130.425,53.623999999999995,146.805,97.19200000000001,71.689,284.121,143.554,234.082,95.039,123.79799999999999,83.101,249.672,126.33,118.227,104.99600000000001,169.66,86.23200000000001,196.924,33.718
217.75,871.0,,41.872,137.737,217.547,57.419,137.65200000000002,105.681,122.125,145.862,250.826,85.296,88.81700000000001,84.015,110.00399999999999,85.684,173.929,104.506,76.791,98.458,118.492,97.566,247.6,115.685,197.49,80.495,193.169,49.983999999999995,180.213,77.092,96.486,130.445,53.592,146.799,97.042,71.759,284.053,143.592,234.195,95.163,123.79,83.11,249.685,126.359,118.155,105.073,169.525,86.40899999999999,196.88299999999998,33.758
218.0,872.0,,41.828,137.735,217.56599999999997,57.428000000000004,137.741,105.663,122.065,145.81,250.715,85.26100000000001,88.835,84.023,109.98299999999999,85.698,174.03400000000002,104.56200000000001,76.779,98.459,118.506,97.635,247.56,115.822,197.49599999999998,80.512,193.108,49.943999999999996,180.226,77.117,96.48899999999999,130.32,53.608000000000004,146.764,97.035,71.743,283.97900000000004,143.57,234.294,95.22200000000001,123.89399999999999,83.03200000000001,249.176,126.52799999999999,118.079,105.07799999999999,169.512,86.235,196.88099999999997,33.773
218.25,873.0,,41.835,137.782,217.56900000000002,57.43600000000001,137.79399999999998,105.696,121.977,145.891,250.80900000000003,85.255,88.854,84.04700000000001,109.97399999999999,85.635,174.016,104.569,76.794,98.435,118.49700000000001,97.62200000000001,247.56599999999997,115.866,197.49900000000002,80.515,192.987,49.893,180.18200000000002,77.082,96.458,130.364,53.63399999999999,146.724,97.07600000000001,71.76899999999999,283.934,143.654,234.317,95.169,123.801,83.161,249.37599999999998,126.22200000000001,118.15100000000001,105.007,169.646,86.209,196.886,33.785
218.5,874.0,,41.809,137.82,217.551,57.452,137.881,105.726,122.064,145.839,250.769,85.211,88.86200000000001,84.06700000000001,109.973,85.637,174.31900000000002,104.681,76.79,98.47200000000001,118.486,97.572,247.606,115.571,197.43599999999998,80.493,193.035,49.905,180.118,77.048,96.381,130.404,53.629,146.69899999999998,96.929,71.875,283.878,143.72299999999998,234.18900000000002,94.98299999999999,123.84299999999999,83.20200000000001,249.338,126.29799999999999,118.094,105.03299999999999,169.653,86.227,196.886,33.798
218.75,875.0,,41.803000000000004,137.765,217.627,57.45399999999999,137.83,105.68799999999999,122.039,145.786,250.834,85.198,88.86399999999999,84.051,109.94,85.665,174.218,104.574,76.795,98.443,118.54299999999999,97.595,247.668,115.53,197.428,80.487,192.988,49.898,180.17,77.024,96.367,130.41899999999998,53.608000000000004,146.754,96.902,71.76100000000001,283.931,143.745,234.30599999999998,95.046,123.98899999999999,83.193,249.299,126.12799999999999,118.137,105.01100000000001,169.85299999999998,86.287,196.893,33.786
219.0,876.0,,41.816,137.792,217.611,57.451,137.815,105.689,122.098,145.671,250.82299999999998,85.185,88.79700000000001,84.021,109.962,85.637,174.614,104.71,76.792,98.4,118.542,97.59299999999999,247.6,115.69200000000001,197.449,80.501,193.02900000000002,49.898,180.093,77.03,96.36,130.45600000000002,53.631,146.697,96.766,71.832,283.945,143.865,234.315,95.005,124.09200000000001,83.17,249.294,126.258,118.14,105.03299999999999,170.002,86.32600000000001,196.875,33.836
219.25,877.0,,41.816,137.78,217.683,57.466,137.898,105.637,122.162,145.726,250.778,85.182,88.795,83.99600000000001,109.98700000000001,85.631,174.446,104.633,76.76,98.387,118.611,97.633,247.642,115.382,197.416,80.494,193.02700000000002,49.93,180.047,77.169,96.338,130.483,53.651,146.7,96.945,71.64399999999999,284.008,143.825,234.203,94.90299999999999,124.186,83.09200000000001,249.418,126.274,118.115,105.057,170.22400000000002,86.29899999999999,196.868,33.815
