TimesH,Frame,NoMissing,53,53,127,127,202,202,228,228,249,249,252,252,256,256,284,284,306,306,307,307,333,333,418,418,477,477,616,616,786,786,862,862,901,901,905,905,926,926,929,929,949,949,1052,1052,1061,1061,1089,1089
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
173.75,695.0,,48.101000000000006,143.388,216.31900000000002,61.165,142.096,104.34100000000001,126.13799999999999,142.93,256.707,82.665,91.53399999999999,82.81299999999999,112.25,85.34100000000001,179.18,101.46700000000001,81.477,95.936,122.538,95.898,251.875,111.444,202.002,85.29799999999999,191.24400000000003,52.504,,,,,,,,,,,,,,,,,,,,,,
174.0,696.0,,48.097,143.392,216.331,61.158,142.123,104.277,126.215,142.641,256.445,82.475,91.473,83.046,112.316,85.27,179.206,101.459,81.283,95.86399999999999,122.529,95.866,251.764,111.714,201.94099999999997,85.43700000000001,191.252,52.301,,,,,,,,,,,,,,,,,,,,,,
174.25,697.0,,48.214,144.025,216.298,61.173,142.154,104.286,126.24700000000001,142.863,256.58799999999997,82.596,91.546,82.675,112.348,85.06700000000001,179.295,101.514,81.348,95.93799999999999,122.507,95.844,251.86599999999999,111.50299999999999,201.90200000000002,85.443,191.30599999999998,52.232,,,,,,,,,,,,,,,,,,,,,,
174.5,698.0,,48.163999999999994,143.86700000000002,216.331,61.177,142.219,104.309,126.29,142.96200000000002,256.462,82.354,91.77600000000001,82.12899999999999,112.361,84.985,178.99400000000003,101.59,81.446,95.959,122.45,95.786,251.762,111.611,201.855,85.537,191.308,52.347,,,,,,,,,,,,,,,,,,,,,,
174.75,699.0,,48.032,143.33700000000002,216.32299999999998,61.17,142.358,104.40100000000001,126.294,143.196,256.233,82.47,91.603,82.506,112.31,85.124,178.96599999999998,101.48,81.393,95.90799999999999,122.43700000000001,95.777,251.769,111.47200000000001,201.847,85.515,191.51,52.053000000000004,,,,,,,,,,,,,,,,,,,,,,
175.0,700.0,,48.053999999999995,143.24200000000002,216.297,61.166000000000004,142.162,104.449,126.18799999999999,142.78799999999998,256.232,82.463,91.87299999999999,81.755,112.395,85.03,179.063,101.59700000000001,81.297,95.804,122.494,95.814,252.0,112.0,201.908,85.587,191.763,52.07899999999999,,,,,,,,,,,,,,,,,,,,,,
175.25,701.0,,48.00899999999999,143.22899999999998,216.27700000000002,61.153999999999996,142.122,104.316,126.085,142.983,256.365,82.524,91.904,81.722,112.48700000000001,84.885,179.192,101.61399999999999,81.658,95.72200000000001,122.461,95.82799999999999,251.40099999999998,111.479,201.888,85.507,191.84,52.053999999999995,,,,,,,,,,,,,,,,,,,,,,
175.5,702.0,,48.113,143.285,216.30700000000002,61.147,142.256,104.34299999999999,126.15799999999999,142.715,256.452,82.508,91.87700000000001,81.979,112.397,84.92399999999999,179.12099999999998,101.634,81.71300000000001,95.652,122.43299999999999,95.868,251.419,111.425,202.042,85.584,191.541,51.791000000000004,,,,,,,,,,,,,,,,,,,,,,
175.75,703.0,,48.176,143.356,216.298,61.166000000000004,142.141,104.391,126.02799999999999,143.128,256.498,82.383,91.944,82.19200000000001,112.413,84.88799999999999,179.206,101.617,81.642,95.571,122.458,95.839,251.168,111.506,201.99,85.74799999999999,191.46400000000003,52.086000000000006,183.139,77.968,,,,,,,,,,,,,,,,,,,,
176.0,704.0,,48.16,143.314,216.31099999999998,61.152,142.276,104.31700000000001,126.046,143.28799999999998,256.6,82.359,92.05,82.167,112.682,84.463,179.21400000000003,101.579,81.74,95.501,122.45100000000001,95.802,251.007,111.661,202.02200000000002,85.678,191.36700000000002,51.995,182.46200000000002,78.64399999999999,,,,,,,,,,,,,,,,,,,,
176.25,705.0,,48.187,143.466,216.30599999999998,61.146,142.28,104.32600000000001,125.947,143.19,256.653,82.34299999999999,91.988,82.029,112.59700000000001,84.569,179.023,101.575,81.702,95.53299999999999,122.45,95.803,251.024,111.749,202.15200000000002,85.684,191.0,52.0,,,,,,,,,,,,,,,,,,,,,,
176.5,706.0,,48.122,143.638,216.282,61.135,142.357,104.383,125.90799999999999,143.22899999999998,256.65,82.381,91.895,82.215,112.461,84.979,178.916,101.508,81.613,95.609,122.44,95.791,251.043,111.68700000000001,202.06599999999997,85.75,191.55599999999998,52.451,182.56599999999997,78.59899999999999,,,,,,,,,,,,,,,,,,,,
176.75,707.0,,48.081,143.47299999999998,216.29,61.125,142.213,104.45299999999999,126.042,143.253,256.203,82.24,91.807,82.249,112.421,85.01799999999999,178.97099999999998,101.516,81.658,95.631,122.446,95.78200000000001,251.081,111.73,202.045,85.846,191.33900000000003,52.50899999999999,182.72099999999998,78.119,,,,,,,,,,,,,,,,,,,,
177.0,708.0,,48.068000000000005,143.488,216.291,61.138999999999996,142.415,104.40799999999999,126.117,143.495,256.531,82.35600000000001,91.865,82.04299999999999,112.475,85.036,178.93900000000002,101.51100000000001,81.72800000000001,95.584,122.47399999999999,95.79299999999999,250.854,111.789,202.016,85.73899999999999,191.3,52.571000000000005,182.433,78.63600000000001,,,,,,,,,,,,,,,,,,,,
177.25,709.0,,48.063,143.752,216.356,61.119,142.154,104.677,126.236,143.484,256.714,82.31299999999999,91.79899999999999,82.006,112.421,85.01899999999999,179.017,101.531,81.743,95.60700000000001,122.535,95.82600000000001,250.917,111.538,201.953,85.691,190.78099999999998,52.2,182.69299999999998,78.429,,,,,,,,,,,,,,,,,,,,
177.5,710.0,,48.129,143.601,216.356,61.126999999999995,141.86700000000002,104.697,126.56700000000001,143.888,256.768,82.265,91.787,82.19,112.344,84.939,179.15900000000002,101.31299999999999,81.694,95.62899999999999,122.49700000000001,95.781,250.983,111.66,201.918,85.727,190.678,51.875,182.851,78.108,,,,,,,,,,,,,,,,,,,,
177.75,711.0,,48.016000000000005,143.459,216.365,61.141000000000005,142.065,104.67399999999999,126.705,144.14,256.981,82.354,91.824,82.14200000000001,112.391,84.846,179.31099999999998,101.086,81.62100000000001,95.564,122.47399999999999,95.833,251.135,111.461,201.94299999999998,85.74799999999999,190.37099999999998,51.559,182.93200000000002,78.243,,,,,,,,,,,,,,,,,,,,
178.0,712.0,,48.055,143.395,216.388,61.133,142.095,104.49799999999999,126.75399999999999,144.235,257.009,82.31,91.81299999999999,81.948,112.412,84.904,179.275,101.199,81.543,95.632,122.385,95.792,250.39700000000002,111.70200000000001,201.864,85.735,190.266,51.361000000000004,182.903,78.332,,,,,,,,,,,,,,,,,,,,
178.25,713.0,,48.108999999999995,143.531,216.386,61.13,141.865,104.67200000000001,126.37,143.165,256.629,82.194,91.834,82.115,112.525,84.564,179.16099999999997,101.275,81.523,95.63,122.38,95.83200000000001,250.202,111.53399999999999,201.868,85.721,190.06400000000002,51.305,183.018,78.16,,,,,,,,,,,,,,,,,,,,
178.5,714.0,,47.998000000000005,143.481,216.37599999999998,61.138000000000005,141.765,104.787,126.848,144.285,256.272,82.17299999999999,91.94,82.06200000000001,113.779,82.985,179.044,101.48,81.514,95.59899999999999,122.381,95.74,250.54,111.383,201.888,85.663,190.042,51.42,183.0,78.17,,,,,,,,,,,,,,,,,,,,
178.75,715.0,,48.063,143.507,216.382,61.13399999999999,141.683,104.82,127.20299999999999,145.048,255.81599999999997,82.315,91.854,82.25200000000001,113.016,83.884,179.067,101.456,81.643,95.632,122.346,95.721,250.46400000000003,111.369,201.801,85.59899999999999,190.102,51.391000000000005,182.97099999999998,78.194,,,,,,,,,,,,,,,,,,,,
179.0,716.0,,47.988,143.369,216.359,61.117,141.651,105.02600000000001,127.315,145.494,255.66099999999997,82.353,91.91799999999999,82.12899999999999,113.876,82.973,178.998,101.545,81.72800000000001,95.634,122.37100000000001,95.726,250.236,111.609,201.71599999999998,85.587,190.11599999999999,51.413000000000004,183.03400000000002,77.95,,,,,,,,,,,,,,,,,,,,
179.25,717.0,,47.968999999999994,143.401,216.388,61.126000000000005,141.524,105.03200000000001,127.34100000000001,145.826,256.03,82.631,91.822,82.014,113.819,82.95299999999999,178.987,101.59200000000001,81.639,95.661,122.411,95.743,250.704,111.38600000000001,201.687,85.619,189.99200000000002,51.283,182.98,78.101,,,,,,,,,,,,,,,,,,,,
179.5,718.0,,47.946999999999996,143.405,216.36700000000002,61.095,141.597,105.054,127.31200000000001,146.04,256.224,82.55799999999999,91.822,82.041,113.749,82.993,178.972,101.60799999999999,81.649,95.762,122.338,95.762,250.486,111.345,201.59799999999998,85.652,190.018,51.352,183.04,78.23899999999999,,,,,,,,,,,,,,,,,,,,
179.75,719.0,,47.964,143.44799999999998,216.351,61.123000000000005,141.44799999999998,105.23100000000001,127.196,146.255,256.08099999999996,82.56700000000001,91.853,82.04299999999999,113.99799999999999,82.96,178.9,101.635,81.61,95.73899999999999,122.32600000000001,95.79899999999999,249.803,111.647,201.52200000000002,85.624,189.929,51.45,183.07,78.27199999999999,,,,,,,,,,,,,,,,,,,,
180.0,720.0,,47.986000000000004,143.384,216.38,61.125,141.425,105.336,127.08200000000001,145.586,256.082,82.56299999999999,91.375,82.85799999999999,113.85799999999999,83.12700000000001,179.05200000000002,101.652,81.52,95.80799999999999,122.37100000000001,95.789,249.93099999999998,111.61399999999999,201.579,85.682,189.90200000000002,51.417,183.037,78.195,,,,,,,,,,,,,,,,,,,,
180.25,721.0,,48.032,143.553,216.395,61.108999999999995,141.214,105.595,126.811,145.018,256.183,82.699,91.37700000000001,82.84100000000001,113.823,83.072,179.141,101.58,81.469,95.848,122.311,95.829,249.907,111.508,201.635,85.796,190.102,51.548,183.03400000000002,78.283,,,,,,,,,,,,,,,,,,,,
180.5,722.0,,47.963,143.417,216.382,61.1,141.122,105.59299999999999,127.209,146.376,255.273,82.61399999999999,91.251,82.899,113.8,82.932,179.15400000000002,101.545,81.288,95.87299999999999,122.301,95.835,250.0,111.0,201.793,85.874,190.084,51.516000000000005,182.945,78.19800000000001,,,,,,,,,,,,,,,,,,,,
180.75,723.0,,47.87,143.303,216.38,61.085,141.007,105.59100000000001,127.175,146.519,255.889,82.883,91.27,82.699,113.883,82.852,179.167,101.45200000000001,81.312,95.824,122.32799999999999,95.76899999999999,250.06799999999998,111.48299999999999,201.74099999999999,85.819,190.183,51.506,183.02200000000002,78.19800000000001,,,,,,,,,,,,,,,,,,,,
181.0,724.0,,47.8,143.187,216.38400000000001,61.099,140.82399999999998,105.76100000000001,127.15899999999999,146.467,255.868,82.88799999999999,91.235,82.613,113.988,82.803,179.343,101.51299999999999,81.347,95.771,122.319,95.76,250.649,111.274,201.785,85.78299999999999,190.21599999999998,51.528999999999996,182.90599999999998,78.253,,,,,,,,,,,,,,,,,,,,
181.25,725.0,,47.73,143.046,216.38,61.089,140.717,105.715,127.211,146.346,255.68200000000002,82.79,91.397,82.264,113.96799999999999,82.89399999999999,179.245,101.625,81.226,95.79700000000001,122.319,95.743,250.55200000000002,111.209,201.713,85.755,190.169,51.544,182.953,78.523,,,,,,,,,,,,,,,,,,,,
181.5,726.0,,47.745,143.245,216.36,61.104,140.769,105.62,127.24799999999999,146.342,255.644,82.755,91.40899999999999,82.197,113.90899999999999,83.006,179.19099999999997,101.531,81.137,95.775,122.321,95.736,250.65,111.569,201.532,85.611,190.207,51.556000000000004,182.84099999999998,78.543,,,,,,,,,,,,,,,,,,,,
181.75,727.0,,47.714,143.344,216.37400000000002,61.096000000000004,140.629,105.61200000000001,126.602,144.445,255.475,82.62899999999999,91.64,81.893,113.854,82.98700000000001,179.088,101.444,81.205,95.71600000000001,122.272,95.726,250.452,111.78399999999999,201.53900000000002,85.631,190.37900000000002,51.735,182.85299999999998,78.52199999999999,103.14399999999999,129.17700000000002,,,,,,,,,,,,,,,,,,
182.0,728.0,,47.678999999999995,143.183,216.347,61.108000000000004,140.43,106.084,126.45299999999999,143.933,255.86700000000002,82.419,91.723,81.766,114.015,82.795,179.297,101.37899999999999,81.295,95.765,122.273,95.676,250.484,111.447,201.541,85.58,190.44099999999997,51.56399999999999,182.778,78.516,103.273,129.279,,,,,,,,,,,,,,,,,,
182.25,729.0,,47.648,143.137,216.356,61.092,140.42700000000002,106.039,126.506,143.846,255.775,82.40299999999999,91.80799999999999,81.44800000000001,114.079,82.726,179.31799999999998,101.219,81.178,95.79899999999999,122.265,95.631,250.511,111.432,201.35,85.447,190.44,51.458999999999996,182.787,78.512,103.225,128.986,,,,,,,,,,,,,,,,,,
182.5,730.0,,47.71,143.135,216.362,61.111000000000004,140.33100000000002,106.141,126.82600000000001,144.638,255.458,82.53299999999999,91.845,81.432,114.167,82.83200000000001,179.24900000000002,100.99700000000001,81.02600000000001,95.846,122.258,95.59,250.0,111.0,201.38299999999998,85.454,190.275,51.59,182.856,78.554,103.15899999999999,129.126,,,,,,,,,,,,,,,,,,
182.75,731.0,,47.623999999999995,143.129,216.39700000000002,61.105,140.166,106.245,126.816,144.5,255.463,82.65700000000001,91.749,81.488,114.197,82.83,179.15599999999998,100.83,80.992,95.884,122.25,95.529,250.22,111.70700000000001,201.308,85.306,190.18099999999998,51.597,182.893,78.648,103.32700000000001,128.938,,,,,,,,,,,,,,,,,,
183.0,732.0,,47.603,143.094,216.388,61.075,140.14,106.285,126.78200000000001,144.773,255.43900000000002,82.774,91.829,81.587,114.31,82.863,179.13299999999998,101.006,80.923,95.883,122.303,95.52799999999999,250.104,110.975,201.252,85.221,190.19400000000002,51.515,183.109,78.64399999999999,103.084,128.554,,,,,,,,,,,,,,,,,,
183.25,733.0,,47.61,143.065,216.375,61.073,140.241,106.363,127.01,145.134,255.845,82.415,91.791,81.929,114.318,82.861,179.03,101.21,80.887,95.86399999999999,122.285,95.571,250.185,111.06299999999999,201.153,85.13600000000001,190.118,51.6,183.235,78.734,,,,,,,,,,,,,,,,,,,,
183.5,734.0,,47.526,142.957,216.4,61.062,140.335,106.348,127.021,144.803,255.687,82.45,91.84,81.7,114.38,82.77600000000001,179.071,101.046,80.903,95.85799999999999,122.316,95.51100000000001,250.32299999999998,111.447,201.07299999999998,85.08200000000001,190.108,51.629,183.243,78.725,,,,,,,,,,,,,,,,,,,,
183.75,735.0,,47.618,143.078,216.36900000000003,61.088,140.339,106.374,127.059,144.844,255.398,82.684,92.06299999999999,81.29,114.444,82.585,179.106,100.99799999999999,81.005,95.935,122.351,95.527,250.08,111.48700000000001,201.174,85.016,190.079,51.771,183.295,78.70100000000001,,,,,,,,,,,,,,,,,,,,
184.0,736.0,,47.551,142.89700000000002,216.362,61.119,140.35399999999998,106.445,126.976,144.976,256.297,82.43799999999999,92.03299999999999,81.37100000000001,114.219,82.65799999999999,179.13099999999997,100.94200000000001,81.056,95.816,122.40799999999999,95.55,250.377,111.833,201.362,85.051,190.07,51.755,183.29,78.722,,,,,,,,,,,,,,,,,,,,
184.25,737.0,,47.585,142.933,216.34900000000002,61.119,140.409,106.374,127.06299999999999,145.175,256.561,82.383,92.07700000000001,81.316,114.55799999999999,82.59,179.07,101.15,80.99,95.87899999999999,122.5,95.53299999999999,249.985,111.559,201.415,84.98,189.928,51.73,183.218,78.71,,,,,,,,,,,,,,,,,,,,
184.5,738.0,,47.6,142.87,216.362,61.113,140.325,106.404,127.12299999999999,145.497,256.257,82.617,92.14,81.35300000000001,114.435,82.59899999999999,179.201,100.869,80.941,95.90799999999999,122.514,95.626,250.088,111.773,201.68599999999998,85.23700000000001,189.91,51.657,183.135,78.751,101.704,127.12700000000001,47.688,146.67600000000002,,,,,,,,,,,,,,,,
184.75,739.0,,47.603,142.85299999999998,216.36,61.123000000000005,140.246,106.52600000000001,127.194,145.569,255.78,82.75200000000001,92.27,81.42699999999999,114.461,82.57700000000001,179.373,100.90700000000001,81.059,96.03399999999999,122.51299999999999,95.589,249.952,111.645,201.45,84.874,189.94299999999998,51.641000000000005,183.13,78.825,101.344,127.211,47.65,146.746,,,,,,,,,,,,,,,,
185.0,740.0,,47.619,142.72299999999998,216.34599999999998,61.155,140.202,106.666,127.06700000000001,145.754,256.018,82.81700000000001,92.25299999999999,81.305,114.274,82.572,179.604,100.95,81.149,96.12700000000001,122.616,95.616,249.96900000000002,112.06299999999999,201.64700000000002,85.167,189.793,51.645,183.22299999999998,78.78,101.205,127.26899999999999,47.713,146.914,,,,,,,,,,,,,,,,
185.25,741.0,,47.699,142.609,216.321,61.162,140.27200000000002,106.60799999999999,127.117,145.959,256.08,82.913,92.211,81.335,114.274,82.573,179.433,100.802,81.077,96.13799999999999,122.639,95.645,249.912,111.959,201.69799999999998,85.223,189.907,51.647,183.34400000000002,78.764,101.20700000000001,126.965,47.761,146.94899999999998,,,,,,,,,,,,,,,,
185.5,742.0,,47.736000000000004,142.54399999999998,216.332,61.173,140.243,106.63,127.015,145.246,255.949,83.008,92.176,81.432,114.137,82.685,179.354,100.734,81.134,96.148,122.686,95.719,250.40200000000002,111.99,201.69299999999998,85.07799999999999,189.78400000000002,51.626000000000005,183.359,78.729,101.16799999999999,127.059,47.633,147.129,,,,,,,,,,,,,,,,
185.75,743.0,,47.735,142.502,216.382,61.168,140.342,106.709,127.069,145.158,255.35299999999998,83.398,92.12899999999999,81.373,114.329,82.755,179.622,100.477,81.036,96.012,122.69,95.72,250.02599999999998,111.708,201.822,85.304,189.737,51.687,183.438,78.72800000000001,100.992,127.134,47.551,147.312,,,287.17400000000004,143.21200000000002,,,,,,,,,,,,
186.0,744.0,,47.631,142.461,216.362,61.159,140.296,106.742,127.001,145.366,255.135,83.416,92.09299999999999,81.373,114.24799999999999,82.743,179.476,100.897,80.943,95.954,122.624,95.71600000000001,249.922,111.405,201.416,84.84100000000001,189.69400000000002,51.888000000000005,183.455,78.767,100.96600000000001,127.34899999999999,47.576,147.135,97.495,71.654,287.242,143.531,,,,,,,,,,,,
186.25,745.0,,47.595,142.52200000000002,216.377,61.174,140.178,106.727,126.912,145.438,254.946,83.48200000000001,92.039,81.46,114.213,82.824,179.717,100.74,80.926,95.912,122.663,95.71600000000001,249.74,111.76299999999999,201.435,84.95299999999999,189.58900000000003,51.887,183.467,78.752,101.041,127.25399999999999,47.452,147.16,97.773,71.706,287.163,143.614,,,,,,,,,,,,
