TimesH,Frame,NoMissing,2,2,9,9,10,10,15,15,19,19,21,21,24,24,26,26,27,27,34,34,35,35,38,38,39,39,42,42,48,48,50,50,51,51,57,57,68,68,69,69,70,70,71,71,73,73,75,75,79,79,80,80,82,82,88,88,89,89,99,99,106,106,108,108,112,112,114,114,120,120,122,122,123,123,125,125,126,126,130,130,131,131,134,134,141,141,144,144,145,145,146,146,147,147,154,154,158,158,160,160,163,163,165,165,166,166,167,167,176,176,181,181,184,184,186,186,192,192,194,194,201,201,202,202,205,205,210,210,218,218,225,225,227,227,233,233,234,234,236,236,242,242,245,245,341,341,370,370,374,374,382,382,391,391,393,393,398,398,399,399,401,401,404,404,412,412,414,414,654,654,716,716,831,831,1264,1264,1269,1269,1440,1440,1737,1737,1743,1743
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
396.25,1585.0,,261.026,76.794,187.555,81.885,207.207,80.295,59.049,80.046,216.993,68.704,98.973,74.023,228.09,73.82300000000001,143.7,73.133,189.829,73.969,134.151,89.65,140.713,87.512,123.552,89.595,184.092,90.809,236.805,92.118,250.507,83.751,220.915,82.29899999999999,147.575,82.98899999999999,208.747,86.464,240.179,99.958,89.975,102.242,220.579,105.215,235.378,106.134,111.48200000000001,106.87200000000001,212.13099999999997,105.11200000000001,219.278,97.196,84.28299999999999,96.664,189.75599999999997,96.40899999999999,107.419,100.47399999999999,129.091,100.566,95.09200000000001,114.98299999999999,241.709,117.708,119.445,118.70200000000001,90.73200000000001,109.616,197.532,106.28,215.178,112.626,145.092,111.944,226.99,109.413,214.245,125.775,223.023,126.819,91.17399999999999,129.21200000000002,193.136,124.275,109.561,132.98,147.491,122.477,138.981,122.167,207.083,119.083,77.52600000000001,121.959,102.25399999999999,121.391,71.741,123.28299999999999,126.568,140.52200000000002,96.531,138.495,217.007,139.597,116.375,142.786,187.426,140.834,209.167,140.58100000000002,144.487,135.009,102.29700000000001,136.619,136.791,135.852,212.778,148.352,221.88099999999997,147.901,126.54,156.024,199.476,151.554,141.936,145.484,104.14299999999999,145.767,90.77600000000001,149.624,105.165,165.297,112.133,167.731,222.201,163.838,205.507,158.114,185.946,155.966,99.545,157.385,138.878,159.825,118.06299999999999,160.421,96.495,39.976,218.18599999999998,55.125,191.75599999999997,54.505,109.52600000000001,42.391999999999996,251.38299999999998,63.533,225.36700000000002,60.32899999999999,104.852,67.82300000000001,271.337,67.35600000000001,203.15200000000002,62.086000000000006,121.46700000000001,63.872,90.079,61.123000000000005,261.828,60.975,191.34099999999998,111.64,106.26100000000001,60.68,199.71599999999998,94.141,298.112,151.816,115.059,73.509,211.095,71.056,185.793,146.614,107.34200000000001,157.68200000000002
396.5,1586.0,,261.02099999999996,76.794,187.59099999999998,81.926,207.207,80.27199999999999,59.191,80.143,216.997,68.797,98.94,74.063,228.032,73.84,143.674,73.13,189.832,73.964,134.151,89.665,140.701,87.525,123.566,89.632,184.22799999999998,90.734,236.73,92.12700000000001,250.50099999999998,83.79899999999999,220.972,82.31200000000001,147.386,83.185,208.755,86.48299999999999,240.143,99.954,90.009,102.18,220.61700000000002,105.215,235.393,106.12899999999999,111.524,106.802,212.12400000000002,105.09,219.295,97.22,84.334,96.61399999999999,189.762,96.399,107.429,100.412,129.296,100.645,95.096,115.039,241.671,117.572,119.397,118.77799999999999,90.86200000000001,109.583,197.547,106.31299999999999,215.203,112.62200000000001,145.054,111.973,226.96599999999998,109.443,214.238,125.796,222.91,126.806,91.181,129.194,193.10299999999998,124.23899999999999,109.566,132.985,147.483,122.50399999999999,138.921,122.149,207.035,118.992,77.469,121.93,102.25399999999999,121.37799999999999,71.794,123.302,126.573,140.504,96.491,138.42700000000002,216.878,139.63299999999998,116.40100000000001,142.812,187.55599999999998,140.887,209.183,140.57399999999998,144.491,134.921,102.383,136.534,136.821,135.809,212.761,148.281,221.905,147.884,126.557,156.019,199.482,151.562,141.89600000000002,145.461,104.169,145.785,90.755,149.589,105.155,165.328,112.096,167.727,222.197,163.812,205.507,158.11,185.918,155.97799999999998,99.57,157.217,138.874,159.868,118.068,160.563,96.473,40.041,218.125,55.078,191.734,54.485,109.454,42.426,251.422,63.516999999999996,225.32299999999998,60.437,104.86399999999999,67.78699999999999,271.312,67.493,203.00799999999998,62.144,121.46799999999999,63.84,90.06700000000001,61.115,261.79400000000004,60.957,191.412,111.516,106.227,60.714,199.762,94.074,298.019,151.863,114.98899999999999,73.797,211.23,71.08,186.245,146.622,107.346,157.672
396.75,1587.0,,260.952,76.846,187.607,81.956,207.245,80.27199999999999,59.104,80.01100000000001,216.949,68.824,98.928,74.016,227.815,73.88,143.70600000000002,73.15899999999999,189.946,73.968,134.077,89.70200000000001,140.705,87.52799999999999,123.515,89.62700000000001,184.25599999999997,90.725,236.68900000000002,92.116,250.752,83.796,220.951,82.37,147.439,83.089,208.74099999999999,86.509,240.207,100.005,90.06700000000001,102.13600000000001,220.64,105.195,235.428,106.116,111.55,106.759,212.102,105.09,219.327,97.23100000000001,84.331,96.62100000000001,189.628,96.365,107.444,100.444,129.33100000000002,100.603,95.022,115.03200000000001,241.706,117.696,119.397,118.794,90.495,109.609,197.58900000000003,106.242,215.21099999999998,112.609,145.076,111.93799999999999,227.00900000000001,109.42399999999999,214.21599999999998,125.771,222.903,126.84200000000001,91.155,129.171,193.108,124.21,109.574,133.002,147.475,122.448,138.994,122.185,207.007,118.977,77.475,121.91799999999999,102.26299999999999,121.38,71.86,123.255,126.556,140.57299999999998,96.507,138.346,216.99200000000002,139.641,116.41799999999999,142.81,187.614,140.922,209.171,140.421,144.548,134.938,102.383,136.415,136.799,135.596,212.713,148.28799999999998,221.91099999999997,147.89700000000002,126.55,156.011,199.50900000000001,151.507,141.91299999999998,145.485,104.194,145.755,90.73899999999999,149.605,105.09299999999999,165.364,112.09700000000001,167.706,222.208,163.806,205.502,158.102,185.925,155.946,99.588,157.263,138.89,159.871,118.055,160.582,96.445,40.178000000000004,218.03099999999998,55.138000000000005,191.80599999999998,54.477,109.5,42.368,251.38099999999997,63.555,225.283,60.308,104.86399999999999,67.814,271.365,67.45,203.016,62.095,121.521,63.836000000000006,90.074,61.13,261.704,60.99,191.305,111.54700000000001,106.17399999999999,60.792,199.762,94.045,298.036,151.799,114.965,73.848,211.24599999999998,71.11,186.51,146.636,107.338,157.697
397.0,1588.0,,260.939,76.83,187.636,81.98299999999999,207.28799999999998,80.257,59.093,79.854,216.95,68.874,98.93299999999999,74.012,227.82,73.88,143.672,73.137,189.92700000000002,73.983,134.017,89.698,140.651,87.484,123.537,89.684,184.291,90.71,236.718,92.086,250.733,83.89200000000001,220.922,82.348,147.486,83.145,208.782,86.48700000000001,240.19799999999998,99.949,90.039,102.12700000000001,220.674,105.16799999999999,235.45,106.088,111.54799999999999,106.697,212.11,105.03,219.33,97.26299999999999,84.334,96.584,189.66099999999997,96.31299999999999,107.47399999999999,100.48100000000001,129.445,100.73700000000001,95.04799999999999,115.084,241.71599999999998,117.62700000000001,119.416,118.789,90.766,109.65100000000001,197.58700000000002,106.25,215.227,112.631,145.062,111.887,227.025,109.429,214.176,125.822,222.94799999999998,126.89299999999999,91.14200000000001,129.174,193.19299999999998,124.197,109.568,133.02100000000002,147.49200000000002,122.485,139.009,122.137,206.94,118.917,77.505,121.865,102.27600000000001,121.37799999999999,71.902,123.26,126.61399999999999,140.57399999999998,96.685,138.168,216.985,139.668,116.54799999999999,142.761,187.718,140.92600000000002,209.17,140.395,144.546,134.97,102.568,136.50799999999998,136.785,135.483,212.722,148.264,221.895,147.90200000000002,126.557,156.005,199.502,151.477,141.882,145.49,104.236,145.72,90.729,149.588,105.212,165.395,112.14299999999999,167.765,222.203,163.735,205.519,158.115,185.91099999999997,155.97299999999998,99.603,157.247,138.885,159.892,118.03,160.625,96.45100000000001,40.192,217.91,55.342,191.80599999999998,54.42,109.54899999999999,42.297,251.362,63.585,225.22299999999998,60.282,104.85799999999999,67.824,271.272,67.509,203.019,62.06399999999999,121.555,63.843999999999994,90.075,61.138999999999996,261.755,60.986000000000004,191.34400000000002,111.51799999999999,106.17399999999999,60.785,199.748,94.072,298.078,151.832,114.89200000000001,74.051,211.157,71.059,186.679,146.709,107.302,157.721
397.25,1589.0,,260.93,76.835,187.605,81.956,207.239,80.145,59.041000000000004,79.833,217.047,68.89,98.93,74.057,227.812,73.878,143.689,73.13600000000001,189.92700000000002,73.939,134.049,89.766,140.655,87.464,123.51700000000001,89.634,184.266,90.719,236.727,92.005,250.822,84.01799999999999,220.92700000000002,82.337,147.553,82.956,208.799,86.463,240.391,99.931,90.059,102.079,220.713,105.181,235.452,106.098,111.54299999999999,106.751,212.132,105.089,219.342,97.288,84.345,96.58200000000001,189.704,96.209,107.495,100.48100000000001,129.547,100.884,95.088,115.16799999999999,241.704,117.54799999999999,119.454,118.757,90.652,109.64200000000001,197.611,106.244,215.226,112.61399999999999,145.108,111.788,227.018,109.421,214.24900000000002,125.766,223.045,126.93,91.12799999999999,129.201,193.202,124.147,109.573,133.08,147.435,122.505,139.016,122.071,207.02,118.891,77.532,121.904,102.301,121.417,71.762,123.238,126.601,140.666,96.68799999999999,138.168,216.986,139.744,116.522,142.745,187.75799999999998,140.937,209.185,140.43200000000002,144.575,134.952,102.56,136.487,136.90200000000002,135.622,212.745,148.41299999999998,221.892,147.888,126.564,156.004,199.528,151.52700000000002,141.901,145.475,104.198,145.748,90.773,149.554,105.27799999999999,165.453,112.166,167.737,222.187,163.793,205.50900000000001,158.127,185.915,156.032,99.58,157.208,138.895,159.93,118.061,160.60399999999998,96.63799999999999,40.166,218.047,55.208,191.78799999999998,54.472,109.412,42.321999999999996,251.394,63.526,225.174,60.257,104.82799999999999,67.833,271.349,67.47399999999999,203.00799999999998,62.1,121.45200000000001,63.851000000000006,90.073,61.152,261.73400000000004,60.958,191.31,111.506,106.21,60.748000000000005,199.735,94.227,298.055,151.869,114.986,73.696,211.123,71.059,186.551,146.694,107.37700000000001,157.773
397.5,1590.0,,261.055,76.85600000000001,187.614,81.96,207.239,80.14399999999999,59.132,80.021,217.047,68.876,98.963,74.063,227.87599999999998,73.865,143.625,73.126,189.99200000000002,73.953,134.085,89.787,140.672,87.436,123.54899999999999,89.64399999999999,184.315,90.635,236.72799999999998,92.055,250.676,83.944,220.929,82.344,147.564,82.926,208.822,86.461,240.22099999999998,99.912,90.14,102.054,220.75599999999997,105.155,235.46200000000002,106.09899999999999,111.475,106.87,212.148,105.111,219.373,97.31200000000001,84.367,96.6,189.67,96.287,107.514,100.44200000000001,129.569,101.214,95.117,115.287,241.78599999999997,117.53,119.462,118.77799999999999,90.57,109.6,197.601,106.244,215.294,112.60600000000001,145.015,111.85600000000001,227.015,109.42200000000001,214.33900000000003,125.73700000000001,223.014,126.882,91.10799999999999,129.196,193.3,124.204,109.531,133.102,147.431,122.50200000000001,139.064,122.038,207.058,118.834,77.50399999999999,121.927,102.26899999999999,121.454,71.688,123.176,126.6,140.659,96.86399999999999,138.07,216.949,139.748,116.641,142.745,187.747,140.909,209.19099999999997,140.412,144.591,134.94299999999998,102.561,136.44799999999998,136.91899999999998,135.529,212.75799999999998,148.293,221.90900000000002,147.884,126.566,155.984,199.548,151.483,141.833,145.42700000000002,104.179,145.753,90.77799999999999,149.545,105.25399999999999,165.46900000000002,112.17,167.727,222.18,163.764,205.524,158.122,185.86,156.09799999999998,99.64299999999999,157.195,138.88299999999998,159.935,118.059,160.537,96.727,40.083,218.074,55.192,191.78599999999997,54.415,109.456,42.331,251.343,63.49,225.172,60.22,104.865,67.817,271.425,67.47,203.003,62.211999999999996,121.605,63.835,90.09,61.141000000000005,261.70799999999997,61.04600000000001,191.31799999999998,111.51299999999999,106.15100000000001,60.753,199.732,94.333,298.043,151.803,114.99600000000001,73.592,211.088,71.039,186.59400000000002,146.719,107.445,157.798
397.75,1591.0,,261.07599999999996,76.863,187.61,81.96700000000001,207.262,80.167,59.135,80.058,217.079,68.947,98.928,74.077,227.76,73.836,143.66899999999998,73.117,190.003,73.949,134.111,89.69200000000001,140.651,87.414,123.57,89.70100000000001,184.356,90.56,236.762,92.031,250.601,83.98299999999999,220.916,82.322,147.485,82.949,208.835,86.45100000000001,240.105,99.86399999999999,90.134,102.149,220.792,105.14,235.52700000000002,106.15100000000001,111.47,106.805,212.17,105.116,219.386,97.271,84.375,96.602,189.63299999999998,96.30799999999999,107.49600000000001,100.50200000000001,129.556,101.208,95.13600000000001,115.26700000000001,241.898,117.60700000000001,119.46700000000001,118.76100000000001,90.78399999999999,109.67,197.611,106.255,215.3,112.618,145.001,111.81,227.019,109.35700000000001,214.285,125.79,223.097,126.914,91.10799999999999,129.208,193.24200000000002,124.145,109.56200000000001,133.151,147.447,122.507,139.05,122.037,207.137,118.807,77.536,121.947,102.274,121.464,71.681,123.494,126.524,140.7,96.94200000000001,137.959,217.024,139.708,116.684,142.713,187.767,140.916,209.19,140.373,144.576,134.921,102.48299999999999,136.297,136.88,135.535,212.731,148.345,221.915,147.879,126.57700000000001,155.977,199.551,151.519,141.812,145.405,104.177,145.766,90.833,149.503,105.18,165.49400000000003,112.17399999999999,167.73,222.145,163.857,205.565,158.11700000000002,185.88099999999997,156.11,99.745,157.131,138.885,159.94,118.075,160.62,96.71600000000001,39.978,217.97099999999998,55.201,191.739,54.452,109.40899999999999,42.301,251.43900000000002,63.501999999999995,225.118,60.24,104.85,67.825,271.371,67.403,203.071,62.256,121.51299999999999,63.839,90.088,61.137,261.722,60.986000000000004,191.27200000000002,111.479,106.20100000000001,60.713,199.71400000000003,94.615,298.002,151.998,114.99799999999999,73.506,211.082,71.054,186.592,146.685,107.427,157.827
398.0,1592.0,,261.061,76.842,187.62599999999998,81.961,207.28,80.173,59.113,79.94800000000001,217.13299999999998,68.983,98.944,74.061,227.732,73.816,143.648,73.169,189.979,73.905,134.065,89.679,140.648,87.38600000000001,123.572,89.694,184.347,90.527,236.77,92.012,250.285,83.90799999999999,220.86599999999999,82.31200000000001,147.471,82.853,208.81099999999998,86.421,240.16099999999997,99.814,90.125,102.193,220.801,105.15799999999999,235.555,106.119,111.465,106.788,212.208,105.12799999999999,219.395,97.255,84.307,96.60600000000001,189.67,96.33,107.514,100.475,129.60299999999998,101.189,95.147,115.171,241.892,117.59700000000001,119.501,118.728,90.738,109.708,197.63299999999998,106.243,215.324,112.598,145.064,111.736,227.028,109.36200000000001,214.364,125.766,223.146,126.928,91.10799999999999,129.19299999999998,193.25799999999998,124.139,109.54299999999999,133.15200000000002,147.42700000000002,122.53399999999999,139.118,122.009,207.03599999999997,118.801,77.492,121.939,102.228,121.42399999999999,71.664,123.43799999999999,126.546,140.70600000000002,96.837,138.054,217.025,139.736,116.655,142.69,187.748,140.914,209.19799999999998,140.351,144.64,134.887,102.594,136.371,136.864,135.468,212.692,148.369,221.89,147.864,126.571,155.975,199.558,151.51,141.875,145.382,104.209,145.751,90.87299999999999,149.441,105.18299999999999,165.507,112.14399999999999,167.676,222.21599999999998,163.82399999999998,205.544,158.149,185.888,156.14,99.84700000000001,157.107,138.89,159.936,118.102,160.68200000000002,96.698,40.045,217.989,55.191,191.722,54.488,109.346,42.324,251.437,63.453,225.13299999999998,60.17,104.884,67.814,271.327,67.407,203.158,62.158,121.402,63.856,90.08,61.131,261.77099999999996,61.013000000000005,191.38299999999998,111.446,106.185,60.657,199.685,94.64200000000001,297.869,151.937,115.00200000000001,73.574,210.95,71.08,186.56900000000002,146.691,107.31,157.882
398.25,1593.0,,261.04,76.822,187.613,81.958,207.32299999999998,80.204,59.15,79.843,217.18400000000003,69.04,98.94200000000001,73.999,227.83700000000002,73.779,143.679,73.163,189.94299999999998,73.911,134.055,89.63,140.618,87.37100000000001,123.54,89.695,184.29,90.585,236.77900000000002,91.945,250.364,83.855,220.84,82.29799999999999,147.487,82.788,208.827,86.369,240.21200000000002,99.81700000000001,90.14,102.179,220.793,105.181,235.56599999999997,106.10799999999999,111.43,106.831,212.199,105.088,219.403,97.24,84.323,96.569,189.817,96.381,107.454,100.461,129.664,101.098,95.145,115.089,241.88299999999998,117.571,119.486,118.70299999999999,90.575,109.57600000000001,197.658,106.24,215.352,112.583,145.054,111.75200000000001,227.047,109.354,214.582,125.585,223.167,126.88799999999999,91.1,129.186,193.26,124.10700000000001,109.538,133.112,147.44,122.52,139.191,121.999,207.05,118.809,77.492,121.96799999999999,102.27,121.44200000000001,71.7,123.444,126.52,140.696,96.874,138.072,217.09799999999998,139.695,116.626,142.689,187.729,140.93,209.183,140.34,144.667,134.85399999999998,102.491,136.275,136.945,135.453,212.696,148.281,221.886,147.869,126.575,155.97,199.59,151.47899999999998,141.874,145.382,104.225,145.737,90.90100000000001,149.41,105.111,165.481,112.15700000000001,167.59,222.18,163.819,205.554,158.142,185.831,156.173,99.635,157.162,138.934,159.94799999999998,118.145,160.69,96.65799999999999,40.037,218.016,55.18600000000001,191.637,54.496,109.329,42.309,251.44400000000002,63.438,225.252,60.257,104.88600000000001,67.808,271.472,67.51100000000001,203.08,62.108000000000004,121.414,63.865,90.09100000000001,61.151,261.798,61.063,191.296,111.419,106.184,60.699,199.713,94.463,297.89599999999996,151.97,115.01299999999999,73.483,210.98,71.057,186.472,146.74200000000002,107.366,157.895
398.5,1594.0,,261.143,76.798,187.57299999999998,81.95700000000001,207.32299999999998,80.184,59.26,79.956,217.187,69.066,98.948,73.947,227.833,73.777,143.696,73.118,189.84099999999998,73.874,133.998,89.57700000000001,140.635,87.348,123.561,89.704,184.266,90.65700000000001,236.821,91.944,250.503,83.85700000000001,220.795,82.32700000000001,147.483,82.697,208.801,86.375,240.299,99.807,90.124,102.148,220.85299999999998,105.155,235.549,106.066,111.331,106.82,212.19299999999998,105.111,219.425,97.223,84.32799999999999,96.573,189.981,96.351,107.443,100.471,129.656,101.214,95.135,115.066,241.895,117.44200000000001,119.499,118.649,90.492,109.48899999999999,197.666,106.23299999999999,215.372,112.54899999999999,145.061,111.773,227.05,109.36200000000001,214.45,125.712,223.192,126.87700000000001,91.09,129.215,193.287,124.087,109.515,133.112,147.437,122.52600000000001,139.137,121.935,207.003,118.788,77.52,121.896,102.287,121.338,71.695,123.48100000000001,126.53200000000001,140.707,96.815,138.06799999999998,217.09900000000002,139.691,116.56700000000001,142.685,187.701,140.967,209.196,140.287,144.75799999999998,134.871,102.579,136.238,137.066,135.42,212.69099999999997,148.28,221.892,147.869,126.585,155.981,199.61700000000002,151.445,141.82399999999998,145.375,104.23,145.745,90.87299999999999,149.409,105.1,165.465,112.228,167.59799999999998,222.15200000000002,163.84,205.56,158.122,185.834,156.18,99.684,157.083,138.917,159.94799999999998,118.12799999999999,160.659,96.569,39.887,218.167,55.081,191.59099999999998,54.501999999999995,109.273,42.303999999999995,251.387,63.463,225.30200000000002,60.325,104.885,67.79899999999999,271.664,67.418,203.128,62.11,121.45700000000001,63.93899999999999,90.089,61.163999999999994,261.748,61.071000000000005,191.271,111.435,106.191,60.69,199.75599999999997,94.47,297.91200000000003,152.131,115.021,73.485,210.859,71.096,186.468,146.791,107.337,157.893
398.75,1595.0,,261.252,76.679,187.541,81.945,207.334,80.161,59.202,79.92399999999999,217.19400000000002,69.11,98.98899999999999,73.921,227.955,73.788,143.629,73.092,189.887,73.898,133.941,89.57,140.628,87.333,123.566,89.646,184.188,90.66,236.831,91.90299999999999,250.459,83.839,220.68599999999998,82.33200000000001,147.447,82.584,208.824,86.39,240.38299999999998,99.72399999999999,90.13,102.196,220.84,105.145,235.551,106.06200000000001,111.27600000000001,106.814,212.171,105.15899999999999,219.435,97.171,84.311,96.62700000000001,189.89700000000002,96.307,107.439,100.428,129.73,101.375,95.18799999999999,115.09299999999999,241.96200000000002,117.486,119.516,118.641,90.56299999999999,109.515,197.67700000000002,106.255,215.416,112.54899999999999,145.01,111.87299999999999,227.028,109.383,214.613,125.56,223.21400000000003,126.861,91.073,129.201,193.325,124.09200000000001,109.494,133.067,147.437,122.51299999999999,139.122,121.971,207.048,118.76299999999999,77.525,121.899,102.24,121.36,71.69800000000001,123.51799999999999,126.556,140.713,96.803,138.065,217.081,139.63299999999998,116.652,142.754,187.74900000000002,141.07399999999998,209.209,140.274,144.741,134.864,102.589,136.326,137.02100000000002,135.506,212.695,148.273,221.91299999999998,147.849,126.585,155.975,199.628,151.441,141.841,145.438,104.23,145.721,90.861,149.399,105.117,165.421,112.21600000000001,167.605,222.195,163.695,205.571,158.14700000000002,185.85,156.19899999999998,99.96,156.93,138.942,159.94899999999998,118.15100000000001,160.626,96.399,40.099000000000004,218.233,55.092,191.514,54.493,109.225,42.236000000000004,251.45,63.409,225.269,60.297,104.87799999999999,67.808,271.644,67.289,203.222,62.038000000000004,121.43299999999999,63.972,90.079,61.161,261.63,61.102,191.391,111.383,106.20700000000001,60.659,199.763,94.415,298.067,152.596,114.976,73.562,210.73,71.115,186.398,146.755,107.352,157.856
399.0,1596.0,,261.323,76.615,187.544,81.95,207.295,80.112,59.463,80.074,217.145,69.13600000000001,98.946,73.96600000000001,227.928,73.806,143.619,73.109,189.96400000000003,73.955,133.93,89.537,140.606,87.32,123.494,89.713,184.294,90.727,236.81599999999997,91.947,250.07,83.905,220.704,82.289,147.335,82.633,208.862,86.40799999999999,240.602,99.64200000000001,90.15899999999999,102.196,220.875,105.12299999999999,235.543,106.03299999999999,111.249,106.84299999999999,212.076,105.23200000000001,219.405,97.146,84.32600000000001,96.589,189.937,96.29299999999999,107.447,100.416,129.783,101.15,95.16,115.021,241.997,117.471,119.51799999999999,118.602,90.51100000000001,109.595,197.704,106.24600000000001,215.482,112.525,144.99200000000002,111.944,226.984,109.37700000000001,214.498,125.68799999999999,223.114,126.89,91.09200000000001,129.19899999999998,193.453,124.15899999999999,109.508,133.047,147.471,122.47399999999999,139.15,122.04700000000001,206.975,118.726,77.491,121.93799999999999,102.294,121.319,71.609,123.574,126.55,140.657,96.881,137.982,217.00099999999998,139.639,116.675,142.73,187.793,141.04399999999998,209.178,140.289,144.754,134.826,102.65100000000001,136.326,137.032,135.503,212.7,148.252,221.91299999999998,147.83100000000002,126.584,155.994,199.63299999999998,151.469,141.841,145.378,104.221,145.721,90.89200000000001,149.38299999999998,105.126,165.41299999999998,112.23899999999999,167.605,222.215,163.72299999999998,205.58900000000003,158.131,185.894,156.144,99.94,157.046,138.947,159.933,118.184,160.666,96.397,40.04,218.22299999999998,55.025,191.55700000000002,54.471000000000004,109.212,42.226000000000006,251.43900000000002,63.403,225.297,60.248000000000005,104.89299999999999,67.82300000000001,271.485,67.39399999999999,203.268,62.085,121.397,64.00399999999999,90.1,61.162,261.661,61.043,191.382,111.31299999999999,106.126,60.655,199.73,94.771,298.101,152.66,114.936,73.524,210.798,71.05199999999999,186.46599999999998,146.737,107.324,157.803
399.25,1597.0,,261.385,76.617,187.547,81.971,207.273,80.062,59.632,80.04,217.25400000000002,69.17,98.947,73.861,227.84099999999998,73.84,143.597,73.153,189.947,73.935,133.96,89.56700000000001,140.591,87.307,123.51899999999999,89.71799999999999,184.3,90.729,236.813,91.958,250.011,83.999,220.675,82.285,147.232,82.727,208.885,86.432,240.47099999999998,99.77600000000001,90.124,102.23899999999999,220.877,105.07700000000001,235.53799999999998,106.051,111.191,106.87,212.107,105.219,219.412,97.101,84.331,96.556,190.00099999999998,96.374,107.45299999999999,100.425,129.666,101.256,95.18299999999999,115.01299999999999,242.03799999999998,117.421,119.524,118.60799999999999,90.507,109.61,197.69099999999997,106.21,215.47,112.505,144.899,112.04799999999999,226.99,109.398,214.59400000000002,125.601,223.011,126.791,91.131,129.196,193.43599999999998,124.146,109.5,133.017,147.465,122.443,139.165,122.069,206.86700000000002,118.65,77.544,121.917,102.28399999999999,121.324,71.657,123.54299999999999,126.552,140.685,96.87899999999999,137.97,216.97099999999998,139.60399999999998,116.7,142.664,187.84799999999998,141.014,209.185,140.286,144.80100000000002,134.886,102.696,136.347,137.0,135.46,212.737,148.22799999999998,221.975,147.792,126.615,155.996,199.59599999999998,151.47,141.832,145.38299999999998,104.26899999999999,145.713,90.861,149.365,105.163,165.405,112.285,167.62900000000002,222.203,163.60299999999998,205.601,158.134,185.87099999999998,156.201,99.945,157.024,138.94799999999998,159.908,118.141,160.662,96.34299999999999,39.957,218.21900000000002,54.919,191.551,54.522,109.26700000000001,42.211999999999996,251.50900000000001,63.428000000000004,225.44,60.343999999999994,104.913,67.807,271.33799999999997,67.32,203.255,62.023,121.39299999999999,64.036,90.134,61.129,261.673,61.005,191.373,111.32600000000001,106.141,60.635,199.767,94.569,298.155,152.717,114.95299999999999,73.47399999999999,210.903,71.021,186.30599999999998,146.754,107.286,157.874
399.5,1598.0,,261.347,76.57600000000001,187.55700000000002,81.961,207.303,80.064,59.428999999999995,80.03,217.207,69.155,98.95700000000001,73.797,227.826,73.863,143.588,73.132,190.035,73.941,133.977,89.57799999999999,140.56,87.301,123.539,89.729,184.32,90.75299999999999,236.794,91.95200000000001,250.118,83.965,220.71200000000002,82.296,147.257,82.63,208.86700000000002,86.40100000000001,240.44,99.70200000000001,90.084,102.21799999999999,220.907,105.085,235.543,106.052,111.21,106.87,212.145,105.221,219.433,97.08,84.289,96.522,190.07,96.338,107.499,100.415,129.686,101.43799999999999,95.155,114.971,242.032,117.375,119.545,118.63,90.564,109.65299999999999,197.71200000000002,106.23100000000001,215.50400000000002,112.51700000000001,144.881,112.01,227.003,109.404,214.643,125.62100000000001,222.81400000000002,126.656,91.09899999999999,129.202,193.399,124.08,109.54899999999999,133.002,147.47899999999998,122.419,139.201,122.057,206.842,118.583,77.595,121.97200000000001,102.118,121.285,71.676,123.586,126.514,140.656,96.904,138.035,216.868,139.526,116.84899999999999,142.655,187.981,141.002,209.206,140.209,144.861,134.874,102.689,136.338,136.942,135.422,212.743,148.21200000000002,221.986,147.751,126.61200000000001,155.982,199.604,151.435,141.889,145.373,104.23899999999999,145.77200000000002,90.90100000000001,149.346,105.17299999999999,165.438,112.291,167.63299999999998,222.11599999999999,163.486,205.63,158.121,185.835,156.203,100.09299999999999,156.857,138.966,159.882,118.16,160.512,96.374,39.988,218.245,54.998999999999995,191.503,54.565,109.339,42.152,251.51,63.381,225.47,60.345,104.931,67.806,271.425,67.554,203.31599999999997,61.958999999999996,121.355,64.10600000000001,90.14299999999999,61.108000000000004,261.649,60.983000000000004,191.5,111.40100000000001,106.165,60.645,199.799,94.32700000000001,298.197,152.474,114.96,73.44,210.96099999999998,71.055,185.838,146.809,107.285,157.856
