TimesH,Frame,32,93,98,102,104,108,141,290,300,316,373,382,402,469,484,489,517,520,652,708,725,726,795,1081,1087
165.5,662.0,634.2819999999999,629.931,629.933,621.239,620.07,616.654,616.745,625.991,615.891,618.025,622.316,628.124,620.132,630.871,627.288,621.1,626.251,622.507,,,,,,,
165.75,663.0,633.619,630.3330000000001,630.179,619.8330000000001,620.14,616.127,617.27,625.552,615.3,617.375,621.644,627.807,619.4540000000001,630.828,628.15,621.477,626.174,622.533,,,,,,,
166.0,664.0,623.235,620.32,618.205,613.8380000000001,614.388,611.952,611.909,618.02,612.665,613.256,616.494,621.294,616.0740000000001,622.591,619.102,616.575,618.927,618.743,,,,,,,
166.25,665.0,622.7959999999999,622.344,617.813,614.798,614.065,612.763,611.096,617.058,612.524,612.0459999999999,614.615,619.964,614.428,622.195,619.6759999999999,616.982,618.354,615.5509999999999,,,,,,,
166.5,666.0,621.748,620.798,617.488,614.325,613.02,613.3969999999999,610.641,616.039,611.6659999999999,611.891,614.403,618.425,614.783,622.434,618.2,616.0369999999999,617.056,615.871,,,,,,,
166.75,667.0,621.936,620.0509999999999,616.966,613.082,614.063,612.206,610.937,616.299,611.758,611.68,613.9630000000001,618.5740000000001,614.864,622.115,617.937,615.9069999999999,616.882,615.095,,,,,,,
167.0,668.0,623.185,622.0319999999999,616.6709999999999,614.451,612.9580000000001,612.678,611.016,616.7959999999999,612.049,612.655,614.981,618.82,614.635,622.365,618.9119999999999,616.799,616.461,615.976,,,,,,,
167.25,669.0,624.386,623.238,618.448,615.086,614.995,612.683,611.191,616.797,611.394,613.269,615.222,618.3009999999999,614.805,624.523,620.695,617.742,618.289,615.738,,,,,,,
167.5,670.0,625.752,624.533,618.613,615.861,615.05,614.947,611.7719999999999,618.447,612.526,613.515,615.975,620.195,614.893,625.464,621.313,619.571,618.379,616.645,620.8290000000001,,,,,,
167.75,671.0,627.009,625.811,619.896,615.7280000000001,615.672,614.465,611.828,618.3580000000001,612.615,613.7080000000001,615.4069999999999,619.686,615.751,626.086,621.935,620.923,618.677,618.7180000000001,621.256,,,,,,
168.0,672.0,626.665,626.073,620.105,616.898,617.2180000000001,614.794,612.606,619.087,613.401,614.011,616.1659999999999,621.023,615.285,627.979,622.569,622.023,619.63,617.808,621.697,,,,,,
168.25,673.0,627.524,626.1080000000001,621.077,616.0459999999999,617.111,614.872,612.482,619.188,613.23,614.262,616.389,622.0,616.105,627.68,623.563,623.156,620.386,618.439,622.566,,,,,,
168.5,674.0,627.845,625.071,620.443,616.2080000000001,617.109,614.98,613.345,618.738,613.552,614.761,616.875,621.13,615.8340000000001,627.0790000000001,622.716,622.077,620.04,618.59,622.133,620.888,,,,,
168.75,675.0,626.985,623.887,620.566,616.107,616.51,614.325,612.4630000000001,618.712,612.386,613.8430000000001,616.613,621.304,614.5790000000001,625.925,622.7669999999999,622.148,620.107,617.747,622.0369999999999,619.979,,,,,
169.0,676.0,627.005,623.859,619.605,615.996,616.1469999999999,614.886,,618.641,612.535,614.635,616.241,620.02,614.929,624.784,623.3919999999999,621.948,619.5269999999999,618.457,621.038,619.756,611.525,,,,
169.25,677.0,625.054,622.618,618.341,615.64,616.243,613.859,,618.252,612.145,613.191,615.391,619.318,614.368,624.634,621.185,620.893,618.511,616.9590000000001,619.918,619.716,611.057,622.845,,,
169.5,678.0,624.2909999999999,621.705,618.149,615.64,,613.92,,617.401,611.763,613.395,615.1990000000001,618.279,613.739,621.715,621.319,621.052,618.242,617.113,619.261,618.153,611.249,621.747,,,
169.75,679.0,622.321,620.03,617.307,615.092,614.487,613.725,,616.61,611.298,613.955,614.46,618.56,612.835,620.9209999999999,619.6,620.0509999999999,617.854,616.697,619.531,617.55,610.736,619.472,,,
170.0,680.0,620.3919999999999,619.356,616.118,614.518,614.405,613.809,,615.28,611.0790000000001,612.259,614.015,617.502,613.514,619.0790000000001,619.184,619.033,617.073,615.769,617.4019999999999,616.668,610.41,618.909,,,
170.25,681.0,619.943,617.179,614.906,613.749,613.496,612.236,,615.141,610.771,612.163,613.745,616.399,611.789,617.664,617.366,618.364,616.515,615.023,618.072,616.097,609.3380000000001,619.815,,,
170.5,682.0,618.737,616.865,614.279,613.804,612.51,611.882,611.5880000000001,615.018,610.424,611.35,613.375,616.0840000000001,611.307,618.2180000000001,617.131,616.686,616.601,615.273,616.8380000000001,614.614,609.9,616.937,,,
170.75,683.0,618.172,616.016,613.6080000000001,613.45,612.911,611.513,609.9259999999999,612.533,610.944,611.3530000000001,613.2280000000001,615.003,611.314,616.355,615.273,616.123,615.5319999999999,614.39,615.925,614.37,609.317,615.0740000000001,,,
171.0,684.0,616.747,615.53,613.242,613.0830000000001,611.946,612.2909999999999,610.061,613.4209999999999,609.707,610.805,611.876,613.798,610.999,615.0509999999999,615.475,615.391,615.2909999999999,612.5790000000001,615.651,613.988,609.918,615.0830000000001,,,
171.25,685.0,615.2230000000001,614.904,612.98,611.639,610.769,610.896,610.622,612.934,610.048,610.656,612.868,614.0409999999999,610.205,615.102,614.071,614.643,613.785,613.322,615.663,613.18,609.95,614.741,,,
171.5,686.0,614.922,614.5930000000001,612.51,611.81,611.331,610.712,610.558,611.864,610.029,611.3340000000001,611.817,612.516,609.75,614.766,614.1659999999999,613.935,613.744,612.706,614.683,612.76,609.113,614.177,,,
171.75,687.0,614.802,613.35,612.106,611.4630000000001,611.086,610.3580000000001,609.2280000000001,612.391,608.825,609.558,611.548,611.964,610.063,614.332,613.248,612.89,613.651,611.776,614.313,612.467,608.8290000000001,614.399,612.347,,
172.0,688.0,613.613,612.506,612.545,611.665,611.119,610.3480000000001,610.117,611.1759999999999,609.028,609.471,611.09,612.6419999999999,609.737,613.258,612.925,613.585,613.087,611.943,613.924,612.758,609.078,612.505,612.401,,
172.25,689.0,613.432,611.7769999999999,611.1469999999999,610.612,610.82,609.99,609.918,611.263,609.356,610.071,611.244,612.16,608.961,613.131,613.2330000000001,612.692,612.879,611.914,613.07,611.789,609.246,612.14,612.69,,
172.5,690.0,612.721,612.433,610.576,610.988,610.2919999999999,609.732,608.961,611.492,609.431,610.101,611.007,611.9490000000001,608.886,612.62,611.659,612.97,612.384,611.913,613.128,611.5880000000001,608.956,612.3330000000001,612.058,,
172.75,691.0,612.996,612.505,611.118,609.898,609.7130000000001,609.572,609.13,611.115,609.097,610.606,611.425,612.135,608.903,612.196,611.942,612.6030000000001,611.986,611.436,613.0740000000001,611.3530000000001,608.6469999999999,611.654,611.794,,
173.0,692.0,612.779,611.578,610.352,609.92,609.687,609.159,608.903,610.4540000000001,609.536,610.055,611.034,610.8919999999999,608.909,611.8430000000001,611.888,612.328,612.182,611.44,,612.015,608.567,611.687,610.846,,
173.25,693.0,612.724,612.5740000000001,611.264,609.7819999999999,609.873,609.5409999999999,608.553,610.545,608.352,609.9,610.68,610.734,608.565,612.145,612.21,611.4,611.005,610.893,,610.497,608.034,611.43,611.239,,
173.5,694.0,612.1519999999999,611.729,610.107,610.309,609.8430000000001,609.91,608.54,609.697,609.008,610.065,611.644,610.68,608.736,612.236,612.313,611.345,611.906,610.304,,611.309,608.361,611.518,611.164,,
173.75,695.0,612.599,611.091,610.335,609.783,609.422,609.18,607.622,609.673,608.863,609.7040000000001,610.645,610.045,608.073,611.008,612.565,611.401,611.263,610.627,,611.072,608.524,610.855,610.141,,
174.0,696.0,612.0369999999999,611.418,610.3480000000001,609.293,609.693,609.4159999999999,607.689,609.549,609.025,609.183,611.3380000000001,610.7330000000001,608.803,611.675,612.452,611.256,610.7719999999999,610.415,611.6469999999999,611.0409999999999,609.004,611.136,610.606,,
174.25,697.0,611.378,610.966,610.161,609.1080000000001,609.832,609.556,608.693,610.8380000000001,608.497,609.37,610.5269999999999,610.2669999999999,609.2130000000001,611.745,612.788,611.37,611.212,610.304,611.63,610.474,608.126,611.34,610.39,,
174.5,698.0,611.316,610.9680000000001,609.809,609.496,608.904,609.536,608.401,610.319,608.818,609.573,610.1,609.9630000000001,609.314,611.953,612.203,611.644,610.5980000000001,609.863,611.868,610.164,608.143,610.895,610.484,,
174.75,699.0,611.82,609.868,609.87,609.431,609.465,609.15,608.411,610.55,608.308,609.2080000000001,610.001,610.144,608.269,611.827,612.034,611.436,610.27,609.6659999999999,611.297,610.617,608.961,610.45,609.893,,
175.0,700.0,610.905,609.746,609.891,608.741,609.06,609.773,608.352,609.72,608.92,609.561,609.995,609.617,608.575,611.987,610.743,610.989,610.394,609.6030000000001,610.61,610.533,608.38,610.794,610.238,,
175.25,701.0,610.866,610.4590000000001,609.555,609.347,608.604,,608.034,610.38,608.569,609.48,610.271,610.237,608.867,611.299,612.883,610.5830000000001,610.144,609.695,611.443,610.268,608.808,610.219,609.887,,
175.5,702.0,611.078,609.784,609.656,608.935,609.165,,608.381,609.711,609.246,608.5369999999999,610.112,609.3480000000001,607.905,611.146,611.487,611.372,608.955,609.6469999999999,610.797,610.0830000000001,607.6990000000001,610.9209999999999,609.422,,
175.75,703.0,610.909,610.46,609.634,608.794,608.865,,607.957,609.514,609.009,609.516,610.769,609.86,609.455,610.646,612.401,611.1080000000001,609.405,610.02,610.873,610.1619999999999,608.235,610.4,609.941,,
176.0,704.0,611.868,610.506,610.071,608.493,608.934,,608.2719999999999,610.172,608.467,608.828,610.049,609.729,608.901,611.087,611.5880000000001,610.615,609.81,609.9780000000001,610.418,610.234,608.0790000000001,609.436,610.383,,
176.25,705.0,610.882,610.086,609.591,608.356,608.47,,608.744,609.388,608.6990000000001,608.275,610.375,609.661,608.36,610.953,611.96,610.3580000000001,609.678,609.479,610.038,609.6469999999999,607.89,610.243,609.8580000000001,,
176.5,706.0,611.262,610.087,609.972,608.814,609.405,,608.35,610.007,608.814,608.832,609.725,609.832,608.9259999999999,610.835,611.725,610.981,609.055,609.794,610.74,610.182,608.258,609.3009999999999,609.342,,
176.75,707.0,611.0930000000001,610.254,609.178,608.7959999999999,609.118,,608.39,609.265,608.148,609.148,610.087,609.5419999999999,608.7080000000001,611.095,611.278,610.645,609.797,609.186,610.751,609.711,608.013,609.953,609.429,,
177.0,708.0,611.1419999999999,609.632,609.323,609.154,608.972,,607.894,609.419,607.758,609.3919999999999,610.0219999999999,609.4540000000001,608.9019999999999,611.377,611.311,610.499,609.441,610.009,610.75,609.677,608.217,610.317,609.182,,
177.25,709.0,610.852,609.893,609.129,608.739,608.703,,608.83,609.867,609.0419999999999,608.636,611.138,610.217,608.743,610.678,613.0219999999999,610.669,609.433,609.519,610.766,610.248,607.691,609.413,609.828,,
177.5,710.0,611.1709999999999,609.585,608.864,608.938,609.758,,608.341,609.528,608.6619999999999,608.6619999999999,610.252,609.279,608.888,610.901,611.395,610.535,610.265,609.631,610.224,610.362,608.113,609.16,609.638,,
177.75,711.0,610.797,609.822,609.465,609.1569999999999,609.028,,608.0,610.1,608.734,608.913,609.844,610.408,608.665,611.365,610.982,610.746,609.925,609.27,609.399,609.8480000000001,608.244,610.008,609.597,,
178.0,712.0,610.727,610.278,609.224,608.6669999999999,608.84,609.207,607.7130000000001,610.095,608.914,608.637,610.13,610.179,608.486,610.937,611.811,611.19,609.9830000000001,609.4730000000001,609.687,609.5930000000001,607.797,610.506,608.839,,
178.25,713.0,611.165,610.683,609.48,608.311,609.386,608.99,608.226,610.677,609.146,608.846,610.755,610.064,608.952,610.866,611.346,610.295,609.742,609.841,609.613,609.914,608.094,610.78,610.055,,
178.5,714.0,610.536,610.389,609.427,609.538,609.355,609.62,608.45,609.924,609.156,609.398,610.679,609.807,608.521,611.06,611.8009999999999,610.581,610.31,608.98,609.991,609.4540000000001,607.863,610.538,609.363,,
178.75,715.0,611.019,610.7869999999999,609.033,609.888,608.753,,607.97,610.37,608.498,609.597,610.587,610.237,608.785,611.405,611.304,610.023,609.711,610.133,610.601,609.063,608.132,610.67,610.053,,
179.0,716.0,610.6990000000001,610.872,609.967,608.2769999999999,609.048,609.196,608.395,610.528,608.6519999999999,609.5409999999999,610.727,610.059,608.864,611.496,610.696,610.752,609.87,610.299,610.328,609.619,608.316,611.202,609.764,,
179.25,717.0,610.901,611.318,610.1990000000001,609.448,608.373,608.693,608.465,611.524,608.335,608.761,610.0740000000001,610.573,609.054,611.052,611.419,610.258,609.884,610.01,610.534,610.374,608.102,610.081,609.939,,
179.5,718.0,610.969,610.3530000000001,610.221,608.904,608.524,609.07,607.984,610.406,609.024,609.121,610.835,610.649,608.265,611.552,611.56,610.13,609.559,609.904,609.549,610.249,608.0419999999999,611.179,610.008,,
179.75,719.0,610.784,611.127,609.9019999999999,608.45,608.95,608.661,609.004,610.201,609.038,609.327,610.182,610.536,609.002,612.1709999999999,612.075,610.544,609.971,610.1990000000001,610.501,609.635,607.629,610.6990000000001,609.668,611.08,
180.0,720.0,611.749,610.558,609.625,608.89,609.19,,608.52,611.222,609.294,610.12,611.072,610.351,608.432,611.763,612.289,610.637,609.815,609.715,609.946,609.953,607.69,610.905,610.27,611.675,609.7669999999999
