TimesH,Frame,2,9,10,15,19,21,24,26,27,34,35,38,39,42,48,50,51,57,68,69,70,71,73,75,79,80,82,88,89,99,106,108,112,114,120,122,123,125,126,130,131,134,141,144,145,146,147,154,158,160,163,165,166,167,176,181,184,186,192,194,201,202,205,210,218,225,227,233,234,236,242,245,341,370,374,382,391,393,398,399,401,404,412,414,654,716,831,1264,1269,1440,1737,1743
334.75,1339.0,611.429,616.428,613.399,609.192,615.109,616.8919999999999,612.675,612.401,615.548,611.99,612.414,613.132,614.5,610.544,612.293,613.936,612.977,614.05,610.457,609.601,610.4069999999999,610.516,610.732,612.462,610.553,609.318,614.4019999999999,610.196,611.617,608.96,610.243,610.54,609.375,612.085,611.476,610.936,609.658,609.816,609.952,610.174,611.688,610.238,612.683,612.884,612.18,611.413,612.0880000000001,610.863,610.807,610.823,609.661,610.737,609.1619999999999,610.619,610.88,611.362,610.613,612.9680000000001,609.14,612.879,610.159,611.076,610.59,610.788,610.356,611.184,609.3380000000001,609.9259999999999,609.761,610.745,611.0509999999999,613.37,611.02,612.51,612.394,612.712,610.669,612.352,616.247,609.884,617.63,615.697,611.8290000000001,609.2769999999999,,,,,,,,
335.0,1340.0,611.203,616.889,614.3480000000001,608.011,615.857,615.43,612.369,612.592,616.197,612.663,612.405,612.514,614.025,609.965,612.7769999999999,613.5840000000001,612.784,612.715,609.58,609.109,610.4159999999999,609.756,609.894,612.285,610.34,608.005,614.265,610.172,611.7280000000001,608.439,608.612,610.42,609.665,611.8240000000001,610.9,610.266,610.321,609.945,609.216,609.726,611.318,609.89,612.507,612.752,611.924,611.202,610.148,610.303,611.729,610.011,609.092,610.406,608.568,610.4580000000001,609.868,610.115,609.994,612.953,608.6759999999999,613.665,610.2869999999999,610.4119999999999,610.423,609.998,610.4159999999999,611.03,609.344,609.675,609.934,610.805,610.311,613.028,609.856,611.758,611.137,612.018,610.389,611.433,615.922,608.433,618.332,615.321,612.797,608.677,,,,,,,,
335.25,1341.0,611.7330000000001,616.65,614.1669999999999,608.788,615.128,616.2869999999999,613.332,611.694,615.832,612.295,612.59,611.607,614.295,610.545,611.564,614.302,612.851,613.781,609.7040000000001,609.254,609.864,608.688,609.414,612.003,610.346,609.086,614.375,609.56,610.243,608.505,608.4,610.813,608.9069999999999,611.622,610.884,611.241,609.6709999999999,609.618,609.698,610.943,612.656,609.606,611.882,612.3330000000001,611.044,611.336,611.014,610.5459999999999,611.092,610.57,609.6659999999999,609.6659999999999,608.716,611.5740000000001,610.387,611.243,610.507,613.243,608.927,613.217,609.991,610.556,610.817,609.762,610.433,611.121,608.855,609.712,610.057,610.77,610.63,612.685,610.72,612.0840000000001,611.314,611.75,610.0509999999999,612.5830000000001,615.4159999999999,608.7,617.7090000000001,616.989,612.11,607.945,,,,,,,,
335.5,1342.0,611.269,617.4630000000001,613.922,608.6419999999999,615.028,616.295,611.962,612.639,615.762,612.303,612.255,612.738,615.319,610.2330000000001,611.6080000000001,614.238,613.144,614.086,609.933,608.816,610.004,610.001,609.773,611.888,610.188,609.113,615.389,609.545,610.706,609.005,609.189,611.118,609.005,611.457,611.528,611.585,609.224,610.113,608.812,610.03,612.014,610.231,612.806,612.107,611.304,610.91,610.83,610.3580000000001,611.444,610.326,609.561,610.057,608.9119999999999,610.367,610.566,611.075,610.298,613.35,609.054,613.382,610.538,610.559,611.038,609.932,610.238,611.06,608.823,609.614,610.559,609.993,610.68,612.821,610.234,612.793,611.029,611.6,609.934,611.8530000000001,616.009,608.884,618.222,616.745,612.064,609.403,,,,,,,,
335.75,1343.0,611.63,618.6,613.548,609.3530000000001,615.278,616.002,612.008,612.009,615.168,612.985,612.465,612.9630000000001,615.048,611.067,611.6569999999999,613.851,612.7,613.413,609.754,608.469,610.255,609.649,609.159,612.283,610.4490000000001,607.979,615.165,609.443,611.347,609.116,607.7090000000001,610.9069999999999,608.4730000000001,612.111,611.5509999999999,610.359,609.7919999999999,610.0169999999999,608.868,609.0219999999999,612.144,611.0369999999999,613.2080000000001,613.349,611.231,610.564,610.433,610.015,611.55,610.567,609.3,610.201,608.485,609.651,610.55,611.438,610.316,613.995,609.192,612.571,610.38,611.395,611.475,609.823,610.6519999999999,611.114,609.036,609.852,609.448,609.904,610.6469999999999,613.5269999999999,610.055,612.194,611.386,611.261,609.502,612.626,615.96,608.8530000000001,617.624,616.61,611.8380000000001,609.258,,,,,,,,
336.0,1344.0,611.694,616.932,613.5319999999999,609.0409999999999,614.831,615.436,612.395,612.442,616.516,612.085,612.342,612.226,615.8430000000001,610.616,612.107,613.48,612.283,613.679,609.886,608.614,610.242,608.101,610.25,611.952,610.33,608.9780000000001,614.776,609.242,611.5930000000001,608.77,609.384,611.219,608.571,612.519,610.724,610.1709999999999,609.812,610.0269999999999,609.4,610.7080000000001,610.74,611.385,612.5509999999999,612.168,611.414,611.364,611.273,610.504,610.313,610.6,609.6990000000001,610.111,608.431,610.439,609.7919999999999,611.372,610.269,613.341,608.9680000000001,614.161,610.273,610.752,610.352,610.144,609.444,611.691,609.893,610.01,610.548,610.8530000000001,609.844,612.7919999999999,609.87,612.481,611.304,612.1669999999999,610.601,611.7230000000001,616.651,607.889,618.548,616.6519999999999,612.214,608.883,,,,,,,,
336.25,1345.0,612.315,617.51,613.154,609.339,614.797,615.592,612.677,612.125,615.9630000000001,612.289,612.6519999999999,612.591,614.375,611.159,612.045,613.33,612.748,613.375,610.015,608.4259999999999,609.868,609.385,609.967,612.581,609.165,608.45,616.048,609.425,611.586,608.634,609.76,611.451,608.595,612.023,611.011,610.638,609.726,609.489,609.607,610.2869999999999,612.03,610.381,612.429,612.295,611.8,610.974,611.0409999999999,610.496,611.07,610.552,609.529,609.4209999999999,609.202,610.748,610.9159999999999,611.957,609.991,612.9680000000001,609.364,613.623,610.039,610.896,610.736,609.619,609.668,611.181,609.1030000000001,610.05,610.395,610.159,611.1419999999999,612.814,609.315,612.462,610.649,612.289,610.2040000000001,611.568,616.7919999999999,608.9119999999999,617.471,616.955,611.938,608.877,,,,,,,,
336.5,1346.0,611.485,616.732,615.021,608.93,614.5409999999999,614.795,612.721,612.22,615.56,613.149,612.8330000000001,611.922,615.3430000000001,611.307,611.308,613.557,612.031,613.22,610.283,609.66,609.7130000000001,608.889,610.4,612.5369999999999,610.4259999999999,608.268,614.854,609.689,611.711,608.933,609.104,611.34,608.6419999999999,612.797,611.16,610.816,610.345,610.448,609.947,610.507,612.807,611.197,613.095,612.352,611.568,610.5830000000001,610.771,610.564,610.136,609.956,609.678,610.127,609.263,611.148,609.99,611.414,610.822,613.798,608.749,614.486,610.206,609.9540000000001,611.064,609.247,609.736,611.487,608.856,609.7919999999999,610.4259999999999,609.665,610.941,613.127,609.802,611.672,611.989,611.536,610.457,611.686,615.4069999999999,608.612,617.59,616.679,611.9780000000001,608.822,,,,,,,,
336.75,1347.0,611.616,616.641,614.553,609.2180000000001,614.911,615.362,612.184,612.02,616.394,612.234,613.055,612.4159999999999,615.0219999999999,610.734,611.614,613.197,612.481,613.476,609.877,608.76,609.9580000000001,609.707,610.398,612.965,609.9119999999999,608.156,615.203,609.78,611.565,608.4490000000001,608.711,611.368,608.776,612.597,611.394,610.81,609.251,609.952,609.1,610.952,612.84,610.528,613.094,612.604,611.503,610.716,610.307,610.589,610.45,610.414,610.015,610.043,608.7330000000001,610.515,609.989,611.493,609.825,613.3240000000001,609.278,613.543,609.868,610.253,611.132,609.569,609.91,610.133,609.054,610.232,609.806,610.955,610.493,613.611,609.681,612.192,610.715,612.23,610.771,611.826,614.856,608.738,617.831,617.161,611.735,608.987,,,,,,,,
