TimesH,Frame,NoMissing,3,3,8,8,11,11,13,13,14,14,37,37,38,38,39,39,42,42,48,48,59,59,60,60,77,77,79,79,82,82,94,94,108,108,110,110,118,118,121,121,140,140,151,151,153,153,161,161,166,166,176,176,183,183,187,187,194,194,207,207,210,210,212,212,213,213,215,215,219,219,227,227,239,239,298,298,375,375,423,423,433,433,456,456,468,468,473,473,475,475,480,480,502,502,520,520,612,612,640,640,695,695,1004,1004,1418,1418,1503,1503,1658,1658,1716,1716,1846,1846,2015,2015,2141,2141,2289,2289
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
414.5,1658.0,,128.761,110.244,110.12799999999999,110.74600000000001,251.352,106.81700000000001,119.443,109.398,225.518,106.116,151.64,117.46700000000001,100.8,122.302,142.121,120.76799999999999,136.96200000000002,121.979,100.65700000000001,114.09,205.074,81.89399999999999,139.528,87.194,129.088,83.164,186.226,83.259,101.7,82.134,205.47400000000002,99.354,120.69,94.789,257.67900000000003,91.736,190.787,97.954,125.54,103.346,232.405,137.455,136.77200000000002,143.628,95.39399999999999,142.701,211.87,154.118,120.814,156.634,159.187,149.894,221.21,149.406,212.493,127.40700000000001,79.559,129.81,209.766,119.11399999999999,308.553,127.073,69.669,127.764,205.14,126.654,196.34,123.00200000000001,244.167,135.16,207.88400000000001,137.244,196.60299999999998,132.142,251.07,162.192,236.833,36.009,214.44,66.665,105.061,60.635,205.101,71.525,91.75200000000001,76.133,224.905,43.521,112.005,43.506,93.59200000000001,48.755,256.718,56.355,77.431,49.456,135.841,166.77,135.30700000000002,106.38799999999999,204.86599999999999,106.81,113.538,85.90899999999999,149.003,81.649,239.215,48.513000000000005,248.188,75.125,209.608,88.57700000000001,114.603,34.092,235.88400000000001,78.515,244.64,85.555,200.456,138.314
414.75,1659.0,,128.74,110.176,110.205,110.63600000000001,251.40599999999998,106.76700000000001,119.522,109.434,225.477,106.193,151.703,117.42299999999999,100.83,122.348,142.317,120.802,137.029,121.91,100.655,114.065,204.93,81.914,139.439,87.176,129.10399999999998,83.12200000000001,186.232,83.161,101.671,82.18,205.595,99.27600000000001,120.446,94.743,257.691,91.728,190.842,97.84899999999999,125.60600000000001,103.37200000000001,232.49099999999999,137.607,136.739,143.46,95.55799999999999,142.606,211.921,154.108,120.896,156.414,159.211,149.882,221.21599999999998,149.375,212.49900000000002,127.351,79.58,129.792,209.71200000000002,119.148,308.432,127.132,69.798,127.74799999999999,205.22799999999998,126.663,196.61900000000003,123.01,244.176,135.132,207.851,137.21200000000002,196.57299999999998,132.18,251.1,162.209,236.86,36.006,214.52900000000002,66.458,105.20700000000001,60.605,205.06,71.586,91.579,76.125,224.91299999999998,43.426,111.977,43.551,93.602,48.708999999999996,256.81,56.175,77.23,49.317,135.78,166.815,135.422,106.41799999999999,204.977,106.809,113.62299999999999,85.89200000000001,149.061,81.59,239.21599999999998,48.538000000000004,248.21900000000002,75.015,209.635,88.677,114.585,34.065,235.958,78.395,244.808,85.524,200.43900000000002,138.391
415.0,1660.0,,128.67600000000002,110.402,110.09200000000001,110.677,251.385,106.756,119.48100000000001,109.39299999999999,225.44799999999998,106.249,151.69799999999998,117.656,100.499,122.17299999999999,142.255,120.821,136.974,121.977,100.697,114.008,204.842,81.911,139.464,87.098,129.042,83.037,186.19799999999998,83.12100000000001,101.594,82.213,205.808,99.219,120.402,94.74700000000001,257.685,91.786,190.88400000000001,97.915,125.484,103.15799999999999,232.497,137.659,136.828,143.509,95.47,142.7,211.885,154.171,120.93299999999999,156.411,159.226,149.746,221.33599999999998,149.219,212.545,127.26799999999999,79.568,129.756,209.662,119.126,308.34,126.99700000000001,69.882,127.70299999999999,205.168,126.866,196.705,123.014,244.12599999999998,135.235,207.81099999999998,137.452,196.58700000000002,132.113,251.137,162.154,236.834,36.111999999999995,214.578,66.328,105.185,60.565,205.105,71.593,91.79,76.14399999999999,224.854,43.482,111.92200000000001,43.453,93.595,48.702,256.746,56.181000000000004,77.242,49.349,135.871,166.81599999999997,135.454,106.36200000000001,205.13299999999998,106.79299999999999,113.625,85.97399999999999,149.05,81.635,239.328,48.542,248.11,75.094,209.648,88.78200000000001,114.556,34.076,236.032,78.362,244.717,85.583,200.43400000000003,138.377
415.25,1661.0,,128.566,110.588,109.896,110.844,251.361,106.749,119.334,109.458,225.41400000000002,106.26,151.814,117.417,100.868,122.12,142.173,120.809,137.002,122.084,100.661,114.04299999999999,205.158,81.766,139.414,87.08,129.105,83.09299999999999,186.179,82.935,101.771,82.15299999999999,205.804,99.226,120.44,94.70200000000001,257.64099999999996,91.751,190.982,97.87700000000001,125.404,103.17299999999999,232.817,137.804,136.8,143.4,95.37,142.767,211.81599999999997,154.172,120.897,156.657,159.263,149.747,221.22299999999998,149.22299999999998,212.63400000000001,127.23100000000001,79.411,129.961,209.62400000000002,119.163,308.436,126.98,70.05199999999999,127.745,205.172,126.87,196.468,122.89,244.058,135.32399999999998,207.84,137.431,196.657,132.005,251.033,162.162,236.858,36.082,214.729,66.242,105.25399999999999,60.453,205.097,71.52199999999999,91.87799999999999,76.054,224.829,43.49,111.905,43.335,93.774,48.795,256.774,56.16,77.291,49.446000000000005,135.911,166.825,135.43,106.36,205.206,106.80799999999999,113.664,85.95100000000001,149.016,81.668,239.549,48.31,247.68400000000003,75.491,209.602,88.772,114.863,33.989000000000004,236.082,78.352,244.84,85.48,200.442,138.328
415.5,1662.0,,128.47799999999998,110.669,109.45700000000001,111.1,251.33900000000003,106.788,119.194,109.344,225.285,106.238,151.941,117.41,100.82700000000001,122.171,142.225,120.95,136.96200000000002,122.234,100.669,113.988,205.12400000000002,81.98899999999999,139.415,87.046,129.116,82.962,186.174,83.22399999999999,101.624,82.219,205.71900000000002,99.244,120.554,94.78299999999999,257.756,91.758,191.05599999999998,97.914,125.486,103.21700000000001,232.671,137.642,136.806,143.384,95.361,142.743,211.75599999999997,154.186,120.928,156.74200000000002,159.11700000000002,149.653,221.301,149.29399999999998,212.56400000000002,127.18700000000001,79.527,129.94899999999998,209.69299999999998,119.094,308.344,126.969,69.934,127.82799999999999,205.049,126.90799999999999,196.46,123.008,244.079,135.218,207.84799999999998,137.393,196.551,132.055,251.07,162.257,236.799,36.121,214.72,66.307,105.38600000000001,60.294,205.25599999999997,71.443,91.928,75.973,224.81,43.61,111.93,43.368,93.78,48.72,256.87,56.111000000000004,77.142,49.188,135.849,166.885,135.433,106.329,205.269,106.775,113.711,85.866,148.991,81.577,239.486,48.33,247.63400000000001,75.551,209.607,88.788,114.631,33.986999999999995,236.02200000000002,78.368,244.705,85.589,200.386,138.314
415.75,1663.0,,128.541,110.389,109.735,110.834,251.296,106.77600000000001,119.134,109.412,225.292,106.272,151.96200000000002,117.44,100.88799999999999,122.238,142.167,121.04700000000001,137.113,122.417,100.742,113.991,204.99900000000002,82.14299999999999,139.189,87.07,129.089,82.96700000000001,186.18599999999998,83.185,101.69,82.204,205.95,99.15799999999999,120.571,94.774,257.709,91.69200000000001,191.084,97.956,125.428,103.21600000000001,232.697,137.668,136.822,143.32299999999998,95.234,142.757,211.77900000000002,154.205,120.945,156.67700000000002,159.166,149.672,221.396,149.28,212.683,127.214,79.556,129.92700000000002,209.628,119.155,308.481,127.001,69.789,127.84100000000001,205.141,126.81700000000001,196.359,123.06299999999999,243.947,135.246,207.81599999999997,137.244,196.61700000000002,132.054,251.118,162.314,236.94099999999997,36.06,214.79,66.264,105.455,60.144,205.28099999999998,71.43,92.115,75.937,224.83599999999998,43.63,111.949,43.298,93.695,48.736000000000004,256.943,55.891999999999996,76.755,48.915,135.786,166.907,135.429,106.361,205.32,106.70299999999999,113.61399999999999,85.835,149.048,81.514,239.373,48.348,247.58900000000003,75.586,209.61900000000003,88.765,114.55799999999999,34.086999999999996,235.953,78.28699999999999,244.612,85.61200000000001,200.331,138.325
416.0,1664.0,,128.519,110.215,109.648,110.94,251.34400000000002,106.75399999999999,119.25,109.384,225.308,106.331,151.88,117.28,101.012,122.113,142.13,121.145,137.218,122.36200000000001,100.77799999999999,114.01899999999999,205.047,82.01899999999999,139.08,87.124,129.065,83.16,186.176,82.70200000000001,101.59899999999999,82.236,205.825,99.194,120.73299999999999,94.765,257.637,91.648,191.165,97.964,125.34200000000001,103.17299999999999,232.567,137.577,136.822,143.208,95.214,142.717,211.787,154.221,120.955,156.56799999999998,159.20600000000002,149.759,221.343,149.091,212.71200000000002,127.193,79.547,129.833,209.641,119.148,308.509,127.024,69.657,127.89,205.139,126.85,196.10299999999998,122.95700000000001,244.018,135.22799999999998,207.81900000000002,137.23,196.78799999999998,132.064,251.15200000000002,162.253,236.967,36.071999999999996,214.764,66.183,105.573,60.09,205.27900000000002,71.414,92.14399999999999,75.973,224.825,43.626000000000005,112.023,43.213,93.587,48.708,257.003,55.917,76.71,48.772,135.774,166.885,135.30200000000002,106.319,205.521,106.734,113.70200000000001,85.861,149.1,81.594,239.30200000000002,48.298,247.542,75.502,209.541,88.736,114.494,34.005,236.018,78.24,244.58599999999998,85.61,200.326,138.253
416.25,1665.0,,128.506,110.336,109.536,110.96700000000001,251.26,106.792,119.259,109.473,225.28799999999998,106.34100000000001,151.903,117.331,100.962,122.012,142.143,121.055,137.191,122.426,100.823,114.00399999999999,205.076,81.78699999999999,139.208,86.964,129.03,83.04700000000001,186.206,82.839,101.665,82.21700000000001,205.87900000000002,99.19,120.711,94.772,257.58,91.645,191.36700000000002,97.973,125.329,103.179,232.52200000000002,137.565,136.863,143.256,95.348,142.659,211.81099999999998,154.205,120.899,156.502,159.211,149.749,221.38,149.113,212.74400000000003,127.18799999999999,79.547,129.77700000000002,209.59799999999998,119.242,308.438,127.094,69.57600000000001,127.87100000000001,205.192,126.88799999999999,196.102,122.992,244.075,135.194,207.805,137.178,196.67700000000002,132.072,251.123,162.274,237.132,35.939,214.767,66.033,105.42399999999999,60.458,205.174,71.64399999999999,92.031,75.931,224.852,43.672,112.197,43.202,93.604,48.613,256.931,55.949,76.183,47.927,135.808,166.832,135.303,106.318,205.579,106.73,113.87700000000001,85.77600000000001,149.059,81.66199999999999,239.347,48.318000000000005,247.46200000000002,75.67699999999999,209.683,88.76,114.706,33.921,235.894,78.322,244.609,85.535,200.36700000000002,138.239
416.5,1666.0,,128.46,109.948,109.56200000000001,110.949,251.225,106.82600000000001,119.21700000000001,109.426,225.275,106.389,151.71,117.279,100.96700000000001,122.244,142.064,121.027,137.115,122.555,100.87100000000001,114.01100000000001,204.982,81.768,139.173,86.831,128.934,83.219,186.195,82.62899999999999,101.656,82.205,205.86900000000003,99.24700000000001,120.83200000000001,94.805,257.572,91.49,191.417,98.10799999999999,125.346,103.219,232.392,137.387,136.879,143.27100000000002,95.38799999999999,142.702,211.76,154.171,120.95299999999999,156.472,159.279,149.725,221.38099999999997,149.16299999999998,212.7,127.163,79.479,129.934,209.67700000000002,119.242,308.368,127.016,69.62100000000001,127.802,205.149,126.867,196.03799999999998,122.84899999999999,244.135,135.061,207.77,137.137,196.655,132.00799999999998,251.21,162.306,237.053,36.038000000000004,214.815,66.11399999999999,105.47,60.468,205.08900000000003,71.733,92.02600000000001,75.944,224.773,43.793,112.26,43.18,93.595,48.64,256.789,56.106,76.204,48.083,135.714,166.72099999999998,135.297,106.228,205.554,106.715,113.9,85.802,149.095,81.77600000000001,239.386,48.309,247.28900000000002,75.813,208.90200000000002,88.234,114.619,33.859,235.997,78.297,244.71099999999998,85.516,200.377,138.174
416.75,1667.0,,128.468,109.759,109.568,110.962,251.25099999999998,106.76899999999999,119.29700000000001,109.444,225.40900000000002,106.37799999999999,151.82,117.10600000000001,100.885,122.40799999999999,142.005,121.102,137.217,122.45,100.911,114.02,204.69099999999997,82.22200000000001,138.969,86.848,128.98,82.99600000000001,186.185,82.338,101.505,82.18799999999999,205.84599999999998,99.29700000000001,120.925,94.8,257.564,91.493,191.416,98.204,125.29,103.182,232.43,137.40200000000002,136.937,143.401,95.243,142.827,211.761,154.149,120.859,156.378,159.247,149.656,221.81799999999998,148.819,212.65400000000002,127.13799999999999,79.565,129.767,209.69099999999997,119.046,308.281,126.954,69.502,127.785,205.125,126.921,196.19099999999997,122.986,244.092,134.984,207.782,137.066,196.618,131.94,251.28799999999998,162.185,237.05,36.005,214.757,66.062,105.48,60.48,205.07,71.56,91.98700000000001,75.904,224.706,43.882,112.208,43.076,93.62899999999999,48.62,256.763,56.162,76.16199999999999,48.11,135.793,166.69400000000002,135.293,106.272,205.541,106.789,113.859,85.884,149.069,81.792,239.41,48.352,247.185,75.87100000000001,208.734,88.131,114.664,33.838,236.028,78.32300000000001,244.665,85.36200000000001,200.342,138.118
417.0,1668.0,,128.47,109.68299999999999,109.398,111.15899999999999,251.38299999999998,106.54799999999999,119.348,109.399,225.386,106.385,151.783,116.98299999999999,100.96600000000001,122.305,142.067,121.023,137.227,122.27,100.985,113.992,204.955,82.09200000000001,138.89,86.87700000000001,129.006,82.959,186.22099999999998,82.531,101.486,82.257,205.912,99.26100000000001,120.853,94.85600000000001,257.598,91.234,191.5,98.24700000000001,125.398,103.245,232.56900000000002,137.594,137.0,143.39700000000002,95.193,142.845,211.75400000000002,154.099,120.88,156.23,159.186,149.702,221.85299999999998,148.77700000000002,212.845,127.171,79.579,129.847,209.66400000000002,118.96799999999999,308.154,127.031,69.65,127.647,205.054,126.79799999999999,196.31,122.9,244.053,135.043,207.77,137.118,196.65200000000002,131.911,251.332,162.243,237.021,35.904,214.78599999999997,66.096,105.288,60.691,205.08700000000002,71.852,92.195,75.929,224.7,43.891000000000005,112.20200000000001,42.968999999999994,93.70700000000001,48.632,256.91,56.055,76.133,48.018,135.71,166.74200000000002,135.314,106.31299999999999,205.50099999999998,106.71799999999999,113.913,85.839,149.049,81.704,239.487,48.266999999999996,247.296,75.83800000000001,208.56599999999997,87.962,114.725,33.726,236.017,78.457,244.69799999999998,85.31,200.375,138.07
417.25,1669.0,,128.0,109.0,109.33,111.178,251.493,106.484,119.26700000000001,109.384,225.37,106.385,151.841,117.055,100.956,122.40799999999999,141.92,121.10700000000001,137.32399999999998,122.35700000000001,100.95200000000001,113.943,205.00599999999997,81.97399999999999,138.835,86.89,128.95600000000002,83.116,186.231,82.75,101.542,82.24600000000001,205.957,99.26700000000001,120.72200000000001,94.854,257.522,91.181,191.53900000000002,98.16799999999999,125.322,103.162,232.375,137.363,137.036,143.423,95.262,142.779,211.68900000000002,154.14600000000002,120.795,156.516,159.141,149.644,221.97,148.778,212.96,127.126,79.375,130.132,209.738,118.945,308.172,126.977,69.62,127.677,205.044,126.86200000000001,196.295,122.919,244.02700000000002,135.10299999999998,207.74400000000003,137.101,196.607,131.916,251.31599999999997,162.33100000000002,237.123,35.854,214.886,65.8,105.08,60.824,205.101,71.692,92.602,75.913,224.71900000000002,43.778999999999996,112.12899999999999,42.972,93.777,48.693000000000005,256.949,56.013000000000005,76.15,47.89,135.79399999999998,166.72,135.306,106.306,205.583,106.807,113.836,85.86,149.086,81.69,239.519,48.152,247.34799999999998,75.82,208.56599999999997,87.92299999999999,114.6,33.734,235.982,78.422,244.639,85.292,200.305,138.079
417.5,1670.0,,128.0,109.0,109.225,111.15100000000001,251.14,106.389,119.32600000000001,109.494,225.299,106.45700000000001,151.94899999999998,117.161,101.162,122.244,141.709,121.086,138.109,122.204,100.915,113.91799999999999,205.049,81.738,138.849,86.861,128.914,83.355,186.27700000000002,82.89299999999999,101.508,82.34,206.296,99.22200000000001,120.689,94.82600000000001,257.54900000000004,91.20200000000001,191.50900000000001,98.225,125.24600000000001,103.06700000000001,232.261,137.309,137.094,143.44899999999998,95.36399999999999,142.662,211.783,154.086,120.78299999999999,156.54399999999998,159.246,149.624,222.03099999999998,148.707,212.824,127.23200000000001,79.268,130.204,209.84799999999998,118.77,308.118,127.09200000000001,69.547,127.71799999999999,205.03799999999998,127.009,196.69,123.01299999999999,244.063,135.063,207.74200000000002,137.148,196.574,131.92600000000002,251.202,162.42600000000002,237.239,35.863,215.00900000000001,65.859,105.286,60.726000000000006,205.06900000000002,71.64399999999999,92.397,75.944,224.685,43.77,112.15899999999999,42.938,93.78200000000001,48.7,257.06,55.973,76.118,47.955,135.734,166.773,135.181,106.13799999999999,205.636,106.73200000000001,113.82,85.851,149.006,81.663,239.482,48.263999999999996,247.18599999999998,75.793,208.643,87.919,114.54799999999999,33.871,235.92700000000002,78.42,244.67,85.33,200.264,138.06799999999998
417.75,1671.0,,128.0,109.0,109.223,111.21,251.24400000000003,106.55,119.25,109.428,225.30599999999998,106.50399999999999,151.874,117.113,101.23700000000001,122.335,141.725,121.214,137.45,122.25200000000001,100.865,113.954,205.265,81.61399999999999,138.88299999999998,86.897,128.894,83.339,186.36900000000003,82.90100000000001,101.43700000000001,82.34200000000001,206.042,99.244,120.71600000000001,94.765,257.578,91.38,191.612,98.104,125.226,103.02,232.331,137.32,137.06799999999998,143.423,95.36200000000001,142.67600000000002,211.726,154.05700000000002,120.803,156.784,159.22899999999998,149.582,222.15200000000002,148.654,212.71200000000002,127.304,79.235,130.224,209.898,118.719,308.346,127.05799999999999,69.62899999999999,127.711,205.049,126.976,196.864,123.074,244.017,135.08700000000002,207.718,137.08,196.6,131.856,251.09400000000002,162.481,237.229,35.873000000000005,215.208,65.75399999999999,105.322,60.663999999999994,205.06099999999998,71.444,92.288,75.953,224.703,43.735,112.257,42.931999999999995,93.824,48.669,257.134,55.902,76.281,48.075,135.71200000000002,166.763,135.254,106.26,205.78400000000002,106.71799999999999,113.822,85.883,148.965,81.61399999999999,239.735,48.019,247.21,75.783,208.646,87.88799999999999,114.444,33.867,235.833,78.414,244.597,85.32700000000001,200.22799999999998,138.05200000000002
418.0,1672.0,,128.0,109.0,109.26799999999999,111.245,251.46200000000002,106.554,119.141,109.32799999999999,225.23,106.56200000000001,151.906,117.303,101.264,122.115,141.602,121.163,137.458,122.256,100.844,113.988,205.676,81.267,138.982,86.79,128.859,83.421,186.389,82.694,101.389,82.333,206.21599999999998,99.251,120.68,94.775,257.672,91.395,191.657,98.15,125.194,102.94200000000001,232.32299999999998,137.382,137.062,143.357,95.391,142.659,211.585,154.095,120.83,156.798,159.175,149.50799999999998,222.168,148.64600000000002,212.59900000000002,127.344,79.173,130.28799999999998,209.952,118.71700000000001,308.216,127.10700000000001,69.602,127.64399999999999,205.15099999999998,126.82799999999999,196.78400000000002,123.04,244.011,134.998,207.75400000000002,137.088,196.696,131.796,250.84599999999998,162.636,237.139,35.915,215.136,65.935,105.131,60.835,205.102,71.178,92.23299999999999,75.959,224.78599999999997,43.773,112.20299999999999,42.905,93.852,48.659,257.107,55.854,76.351,48.036,135.76,166.775,134.97899999999998,106.071,205.726,106.7,113.822,85.745,148.952,81.685,239.787,47.997,247.188,75.741,208.56,87.936,114.50200000000001,33.949,235.78400000000002,78.328,244.705,85.38600000000001,200.21099999999998,138.07299999999998
418.25,1673.0,,128.48,109.589,109.264,111.235,251.40599999999998,106.43799999999999,119.193,109.26899999999999,225.192,106.662,151.889,117.12899999999999,101.211,122.061,141.59799999999998,121.11200000000001,138.57399999999998,121.986,100.869,113.94,205.83,81.336,139.109,86.656,128.929,83.311,186.408,82.919,101.441,82.32600000000001,206.358,99.3,120.589,94.728,257.656,91.531,191.72099999999998,98.196,125.23899999999999,102.988,232.27700000000002,137.30100000000002,137.129,143.414,95.34299999999999,142.708,211.44799999999998,154.13299999999998,120.78200000000001,156.84,159.093,149.472,222.166,148.66,212.442,127.303,79.146,130.31,209.88400000000001,118.678,308.14799999999997,127.094,69.47,127.81200000000001,205.024,126.82799999999999,197.06799999999998,123.06,244.118,134.816,207.632,137.218,196.36900000000003,131.887,250.967,162.562,237.209,35.946999999999996,215.01,65.972,105.098,60.891999999999996,205.049,71.071,92.421,75.922,224.77900000000002,43.849,112.244,42.909,93.835,48.711999999999996,257.15,55.771,76.546,48.121,135.659,166.795,134.792,105.991,205.78099999999998,106.734,113.81700000000001,85.66799999999999,148.82399999999998,81.685,239.845,47.993,247.122,75.797,208.699,87.961,114.331,34.036,235.87099999999998,78.445,244.745,85.359,200.15599999999998,138.056
418.5,1674.0,,128.454,109.758,109.221,111.226,251.324,106.39,119.04,109.264,225.27,106.587,151.884,117.17399999999999,101.376,121.866,141.566,121.073,137.494,122.296,100.89399999999999,113.956,205.896,81.441,139.418,86.494,128.988,83.042,186.352,83.055,101.624,82.221,206.19,99.244,120.76100000000001,94.771,257.63599999999997,91.425,191.72299999999998,98.14,125.20200000000001,102.913,232.35299999999998,137.326,137.102,143.418,95.32700000000001,142.735,211.37,154.1,120.742,156.749,159.089,149.372,222.41,148.59799999999998,212.132,127.238,79.221,130.207,209.895,118.71700000000001,308.164,127.115,69.524,127.773,204.87,126.902,197.146,123.094,244.176,134.72299999999998,207.648,137.144,196.46900000000002,131.805,251.22,162.469,237.239,35.972,215.06900000000002,66.166,105.118,60.84,205.105,70.99,93.223,76.046,224.782,43.854,112.28,42.97,93.825,48.733000000000004,257.183,55.788999999999994,76.64,48.821000000000005,135.648,166.768,134.81799999999998,105.97399999999999,205.769,106.81700000000001,113.947,85.684,148.804,81.40100000000001,239.644,48.031000000000006,247.196,75.883,208.705,87.948,114.33200000000001,34.074,235.85299999999998,78.405,244.585,85.449,200.13299999999998,138.035
418.75,1675.0,,128.42,109.723,109.22399999999999,111.199,251.15599999999998,106.304,118.882,109.335,225.36,106.54299999999999,151.964,117.0,101.432,121.851,141.60299999999998,121.044,137.48,122.26299999999999,100.869,113.963,205.799,81.325,139.292,86.414,128.995,82.991,186.37,83.266,101.624,82.257,205.878,99.29700000000001,120.73700000000001,94.665,257.664,91.494,191.787,98.12,125.132,102.93299999999999,232.364,137.377,137.084,143.488,95.189,142.95,211.36,154.065,120.70700000000001,156.597,159.122,149.39700000000002,222.75099999999998,148.494,212.09799999999998,127.199,79.15100000000001,130.27700000000002,209.96400000000003,118.61,308.092,127.066,69.59100000000001,127.685,204.889,126.97399999999999,197.653,123.124,244.28099999999998,134.74,207.518,137.33,196.53099999999998,131.843,251.09,162.399,237.25099999999998,35.978,215.118,66.25,105.056,60.856,204.998,71.03,92.435,75.914,224.783,43.861999999999995,112.199,42.986999999999995,93.825,48.806999999999995,256.85400000000004,56.08,76.745,49.216,135.702,166.787,134.869,106.086,205.825,107.01799999999999,113.949,85.76299999999999,148.782,81.313,239.71400000000003,48.053999999999995,247.08700000000002,75.925,208.799,87.991,114.26299999999999,34.196999999999996,235.87599999999998,78.483,244.615,85.37299999999999,200.128,138.043
419.0,1676.0,,128.408,109.831,109.273,111.124,251.14700000000002,106.47399999999999,118.90299999999999,109.365,225.338,106.44200000000001,152.088,117.119,101.46,121.757,141.731,121.01100000000001,137.00799999999998,122.411,100.90100000000001,113.993,205.85,81.308,139.239,86.352,129.043,83.11200000000001,186.41099999999997,83.186,101.835,82.20700000000001,205.704,99.31700000000001,120.89399999999999,94.617,257.65,91.508,191.78599999999997,98.079,125.13,102.86399999999999,232.3,137.33,137.107,143.47799999999998,95.135,143.066,211.22400000000002,154.091,120.738,156.622,159.07299999999998,149.296,223.00400000000002,148.371,212.31900000000002,127.318,79.334,130.048,209.929,118.56200000000001,308.041,126.986,69.664,127.525,204.887,127.06200000000001,197.726,123.105,244.271,134.678,207.512,137.423,196.61700000000002,131.767,251.11900000000003,162.412,237.335,35.958,215.06599999999997,66.30199999999999,105.417,60.442,205.09400000000002,70.97800000000001,92.617,75.88,224.826,43.746,112.208,43.034,93.94,48.852,256.866,56.294,76.90899999999999,49.016999999999996,135.618,166.799,134.813,106.053,205.958,107.007,113.958,85.678,148.864,81.01100000000001,239.765,48.003,247.0,75.962,208.62900000000002,87.759,114.12299999999999,34.266,235.882,78.524,244.707,85.368,200.09099999999998,138.112
419.25,1677.0,,128.342,109.74600000000001,109.338,111.06,251.24200000000002,106.338,118.876,109.37100000000001,225.28900000000002,106.469,152.084,117.12299999999999,101.384,121.62299999999999,141.648,121.04700000000001,137.102,122.35,101.01299999999999,113.964,205.957,81.158,139.148,86.37799999999999,129.049,83.20700000000001,186.37599999999998,83.079,101.757,82.221,205.827,99.36,121.052,94.556,257.586,91.29299999999999,191.767,98.14200000000001,125.08200000000001,102.829,232.387,137.417,137.11700000000002,143.423,95.03399999999999,143.16299999999998,211.248,154.122,120.837,156.622,159.15,149.351,223.215,148.236,212.253,127.199,79.345,130.005,209.984,118.574,308.153,126.92399999999999,70.023,127.376,204.959,127.22,197.76,123.18700000000001,244.21200000000002,134.704,207.53400000000002,137.36700000000002,196.635,131.707,251.158,162.406,237.24599999999998,35.949,214.97299999999998,66.361,105.45700000000001,60.455,205.13400000000001,70.883,92.46700000000001,75.885,224.835,43.648,112.193,42.92,93.845,48.861999999999995,256.985,56.128,76.972,48.592,135.755,166.74,135.0,106.118,206.09799999999998,106.928,113.95700000000001,85.595,148.91899999999998,81.02199999999999,239.84,47.902,246.933,75.957,208.637,87.835,114.31700000000001,34.156,235.942,78.49,244.81,85.402,200.13099999999997,138.158
419.5,1678.0,,128.32,109.713,109.295,111.08200000000001,251.261,106.492,119.02,109.384,225.166,106.439,152.072,116.925,101.43799999999999,121.641,141.67700000000002,120.961,137.099,122.33,101.1,113.90700000000001,205.959,81.33,139.07399999999998,86.354,129.075,83.212,186.304,83.087,102.06,82.164,206.018,99.334,121.13799999999999,94.665,257.618,91.41,191.782,98.131,125.09700000000001,102.755,232.66,137.53799999999998,137.112,143.487,95.09,143.109,211.18200000000002,154.102,120.78200000000001,156.768,159.085,149.29399999999998,223.053,148.215,212.25799999999998,127.175,79.203,130.226,209.95,118.484,308.012,126.964,70.133,127.426,204.894,127.135,197.78900000000002,123.214,244.245,134.744,207.5,137.391,196.672,131.774,251.104,162.423,237.239,35.998000000000005,214.955,66.436,105.211,60.696000000000005,205.23,70.884,92.324,75.883,224.87,43.728,112.124,42.896,93.699,48.766999999999996,257.351,55.923,76.87,48.912,135.64600000000002,166.74599999999998,135.07299999999998,106.181,206.072,106.999,113.949,85.586,148.916,81.038,239.88,47.872,247.06,75.852,208.868,87.93799999999999,114.22200000000001,34.38,235.94299999999998,78.498,244.85,85.354,200.09799999999998,138.138
419.75,1679.0,,128.308,109.777,109.296,111.007,251.41299999999998,106.499,119.0,109.42399999999999,225.058,106.459,151.998,116.963,101.505,121.664,141.653,120.928,137.024,122.44200000000001,101.08200000000001,113.884,205.865,81.486,139.047,86.331,129.033,83.579,186.28599999999997,83.05799999999999,102.24600000000001,82.149,205.833,99.367,121.06299999999999,94.611,257.737,91.553,191.817,98.098,125.14299999999999,102.725,232.607,137.505,137.054,143.42,95.057,143.175,211.171,154.101,120.723,156.884,159.129,149.136,223.106,148.109,212.167,127.15799999999999,79.413,130.04,209.96200000000002,118.344,308.10900000000004,126.887,70.244,127.416,204.852,127.029,197.833,123.271,244.28900000000002,134.727,207.49200000000002,137.395,196.752,131.842,251.25799999999998,162.411,237.304,35.998000000000005,215.051,66.462,104.863,61.033,205.237,70.922,92.39299999999999,75.807,224.894,43.728,112.01,42.886,93.726,48.687,257.42900000000003,55.911,77.219,48.867,135.679,166.705,135.05200000000002,106.125,206.14,107.09,113.979,85.559,148.935,80.98,239.959,47.881,247.03799999999998,75.885,208.65200000000002,87.906,114.258,34.3,235.975,78.345,244.885,85.434,200.114,138.114
