TimesH,Frame,NoMissing,3,3,8,8,11,11,13,13,14,14,37,37,38,38,39,39,42,42,48,48,59,59,60,60,77,77,79,79,82,82,94,94,108,108,110,110,118,118,121,121,140,140,151,151,153,153,161,161,166,166,176,176,183,183,187,187,194,194,207,207,210,210,212,212,213,213,215,215,219,219,227,227,239,239,298,298,375,375,423,423,433,433,456,456,468,468,473,473,475,475,480,480,502,502,520,520,612,612,640,640,695,695,1004,1004,1418,1418,1503,1503,1658,1658,1716,1716,1846,1846,2015,2015,2141,2141,2289,2289
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
389.25,1557.0,,127.993,109.258,109.32,111.876,251.294,108.061,119.867,109.57700000000001,223.50400000000002,107.09899999999999,151.161,117.76,100.99600000000001,121.49600000000001,141.091,120.95700000000001,136.03,121.666,100.764,114.03,202.851,82.012,139.662,87.757,129.293,83.961,185.63400000000001,83.51,102.009,82.069,204.685,99.96,119.978,94.62799999999999,257.519,92.083,190.018,98.51,124.852,103.118,232.104,137.46200000000002,136.933,143.881,95.23700000000001,142.798,211.71099999999998,154.952,120.931,158.014,159.892,149.274,220.455,151.33100000000002,213.168,127.9,79.413,130.033,208.701,120.00299999999999,307.241,126.743,69.042,128.28799999999998,203.082,126.20299999999999,195.95,124.18700000000001,243.47,136.702,206.972,139.594,196.25400000000002,132.049,250.678,164.668,236.475,36.133,213.46400000000003,66.295,105.171,60.853,204.24099999999999,70.357,96.647,74.58800000000001,224.72400000000002,44.066,111.214,43.68600000000001,93.46700000000001,48.678000000000004,256.478,57.485,77.358,49.45,134.542,167.389,133.884,106.32700000000001,203.218,106.429,112.97,86.445,147.201,85.897,239.65099999999998,47.115,246.541,76.57,205.90599999999998,89.34299999999999,113.258,34.137,234.635,77.892,243.956,85.73,,
389.5,1558.0,,127.98899999999999,109.126,109.258,111.935,251.435,107.97200000000001,119.794,109.583,223.477,106.995,151.27,117.71700000000001,100.962,121.42200000000001,141.055,120.96600000000001,136.13,121.65,100.79,113.98899999999999,202.905,81.97,139.696,87.73299999999999,129.329,83.854,185.78400000000002,83.288,101.992,82.06,204.71099999999998,99.97200000000001,119.874,94.555,257.485,92.052,189.981,98.43,124.839,103.18,232.082,137.392,136.912,143.863,95.23,142.707,211.739,154.94,120.976,158.031,159.287,149.751,220.37400000000002,151.435,213.09900000000002,127.876,79.417,130.037,208.782,119.913,307.274,126.83200000000001,69.225,128.4,203.077,126.28299999999999,195.99099999999999,124.20200000000001,243.46,136.721,206.953,139.59,196.173,132.069,250.669,164.653,236.489,36.019,213.42,66.171,105.164,60.763999999999996,204.26,70.344,96.62700000000001,74.518,224.753,43.985,111.25299999999999,43.63,93.40899999999999,48.636,256.462,57.52,77.30199999999999,49.413000000000004,134.502,167.41400000000002,133.907,106.277,203.22400000000002,106.45299999999999,113.024,86.441,147.585,85.178,239.74900000000002,47.15,246.593,76.556,206.19799999999998,89.126,113.226,34.207,234.668,77.866,243.96200000000002,85.865,,
389.75,1559.0,,127.969,109.255,109.411,111.848,251.233,107.95299999999999,119.774,109.67299999999999,223.46599999999998,107.01899999999999,151.412,117.51799999999999,100.916,121.375,140.982,121.056,136.214,121.74600000000001,100.78299999999999,113.95200000000001,202.926,82.042,139.642,87.676,129.30700000000002,83.846,185.745,83.404,102.12100000000001,82.059,204.77599999999998,99.95100000000001,119.927,94.60799999999999,257.49,92.086,190.018,98.495,124.86399999999999,103.193,232.6,137.909,136.873,143.826,95.19200000000001,142.67,211.71200000000002,154.944,120.949,158.017,159.18,149.922,220.368,151.381,213.083,127.896,79.41,129.983,208.713,119.99600000000001,307.328,126.838,69.313,128.629,203.165,126.25200000000001,196.02599999999998,124.257,243.42700000000002,136.741,206.96400000000003,139.561,196.06799999999998,131.886,250.59099999999998,164.62400000000002,236.541,35.915,213.565,66.328,105.126,60.792,204.351,70.444,96.62200000000001,74.56,224.40200000000002,44.081,111.29799999999999,43.475,93.478,48.636,256.421,57.507,77.455,49.398999999999994,134.48,167.46099999999998,133.85299999999998,106.301,203.453,106.512,113.03399999999999,86.458,148.107,84.397,239.74099999999999,47.174,246.578,76.571,206.235,89.089,113.29799999999999,34.239000000000004,234.762,77.976,243.96400000000003,85.89,,
390.0,1560.0,,127.976,109.35799999999999,109.365,111.845,251.363,107.91,119.804,109.537,223.515,107.10600000000001,151.436,117.35799999999999,100.935,121.37200000000001,140.94299999999998,121.11,136.266,121.73899999999999,100.83,113.90899999999999,203.015,82.01899999999999,139.602,87.54,129.259,83.805,185.805,83.406,102.198,82.051,204.80200000000002,99.958,119.934,94.598,257.496,92.04899999999999,189.967,98.444,124.93700000000001,103.26700000000001,232.553,137.977,136.846,143.775,95.206,142.662,211.717,154.972,120.943,158.024,159.02700000000002,149.959,220.30200000000002,151.34,213.232,127.84299999999999,79.405,130.058,208.701,120.035,307.356,126.796,69.264,128.69299999999998,203.15599999999998,126.508,196.03400000000002,124.26299999999999,243.459,136.75,207.003,139.549,196.273,131.863,250.64,164.66099999999997,236.519,35.893,213.61700000000002,66.233,105.163,60.818000000000005,204.365,70.525,96.62,74.574,224.24400000000003,44.04,111.244,43.43899999999999,93.38799999999999,48.601000000000006,256.372,57.49100000000001,77.524,49.369,134.54399999999998,167.46900000000002,133.889,106.289,203.58599999999998,106.564,113.134,86.495,148.578,84.01899999999999,239.717,47.208999999999996,246.528,76.565,206.075,89.399,113.32,34.243,234.69400000000002,77.954,243.987,86.036,,
390.25,1561.0,,127.96799999999999,109.26799999999999,109.598,111.64299999999999,251.38400000000001,107.91799999999999,119.766,109.598,223.59599999999998,107.185,151.435,117.43,100.93299999999999,121.29299999999999,140.916,121.117,136.291,121.89399999999999,100.906,113.844,202.998,81.986,139.715,87.38600000000001,129.27100000000002,84.05799999999999,185.829,83.291,102.096,82.04899999999999,204.748,99.955,119.925,94.53299999999999,257.508,92.09100000000001,190.016,98.441,124.912,103.228,232.555,138.025,136.842,143.719,95.25200000000001,142.724,211.68,155.002,121.012,158.046,158.908,150.043,220.19299999999998,151.553,213.33700000000002,127.829,79.384,130.086,208.83,119.837,307.41200000000003,126.84100000000001,69.36,128.629,203.076,126.42,196.054,124.21799999999999,243.37900000000002,136.709,206.895,139.55700000000002,196.192,131.885,250.63099999999997,164.653,236.521,35.919000000000004,213.601,66.266,105.113,60.956,204.373,70.655,96.62299999999999,74.593,224.27900000000002,44.157,111.352,43.518,93.331,48.606,256.499,57.433,77.49,49.428999999999995,134.45600000000002,167.361,133.915,106.303,203.33,106.446,113.11,86.51899999999999,148.644,83.88,239.65099999999998,47.232,246.53400000000002,76.608,206.02,89.52799999999999,113.49700000000001,34.536,234.635,77.89699999999999,244.02,86.06200000000001,,
390.5,1562.0,,127.988,109.20200000000001,109.62,111.559,251.345,107.90299999999999,119.69200000000001,109.76299999999999,223.675,107.19,151.321,117.49600000000001,100.946,121.319,141.043,120.99700000000001,136.232,121.885,100.89299999999999,113.853,203.097,81.78699999999999,139.688,87.476,129.299,84.24600000000001,185.791,83.281,102.025,82.059,204.76,99.969,119.947,94.515,257.539,92.037,189.96,98.35600000000001,124.89399999999999,103.212,232.623,138.003,136.862,143.705,95.249,142.688,211.672,155.00799999999998,121.039,157.997,158.84799999999998,150.16299999999998,220.30700000000002,151.408,213.25400000000002,127.87299999999999,79.351,130.167,208.674,120.163,307.314,126.859,69.4,128.744,203.236,126.345,196.082,124.191,243.393,136.77700000000002,206.86700000000002,139.548,196.34599999999998,132.058,250.668,164.56400000000002,236.535,35.961,213.43599999999998,66.178,104.976,61.17,204.408,70.685,96.626,74.60600000000001,224.332,44.097,111.335,43.556000000000004,93.286,48.598,256.51,57.418,77.55,49.36,134.512,167.40099999999998,133.901,106.277,203.47299999999998,106.51700000000001,113.141,86.56200000000001,148.916,83.54299999999999,239.653,47.206,246.489,76.619,206.021,89.43700000000001,113.47,34.638000000000005,234.65400000000002,77.806,244.063,86.095,,
390.75,1563.0,,128.02200000000002,109.22200000000001,109.70100000000001,111.596,251.375,107.906,119.68,109.7,223.644,107.17299999999999,151.217,117.686,100.992,121.29899999999999,141.209,120.762,136.19799999999998,121.921,100.882,113.809,203.322,81.72800000000001,139.692,87.43799999999999,129.322,84.14,185.69,83.38,102.09899999999999,82.0,204.888,99.946,119.87799999999999,94.476,257.508,92.025,189.982,98.384,124.829,103.10600000000001,232.34799999999998,137.628,136.85399999999998,143.738,95.19,142.575,211.665,155.015,120.991,157.91899999999998,158.899,150.142,220.533,151.226,213.16,127.891,79.329,130.157,208.593,120.23899999999999,307.41,126.851,69.332,128.65200000000002,203.24099999999999,126.163,196.06799999999998,124.208,243.326,136.755,206.81,139.569,196.65400000000002,132.311,250.662,164.69299999999998,236.60299999999998,35.97,213.355,66.235,104.823,61.357,204.446,70.641,96.65299999999999,74.557,224.273,44.058,111.337,43.521,93.40799999999999,48.696000000000005,256.53,57.49,77.663,49.324,134.554,167.524,133.97299999999998,106.25399999999999,203.59799999999998,106.531,113.074,86.47200000000001,148.747,83.66,239.678,47.292,246.498,76.686,206.076,89.43,113.49700000000001,34.521,234.8,77.921,244.13400000000001,86.04,,
391.0,1564.0,,128.071,108.993,109.851,111.705,251.489,107.837,119.675,109.766,223.71200000000002,107.124,151.316,117.684,101.134,121.368,141.05,120.99,136.275,121.904,100.89200000000001,113.861,203.57,81.67,139.748,87.39,129.333,84.27799999999999,185.615,83.45700000000001,102.08200000000001,81.992,204.90400000000002,99.929,120.029,94.525,257.5,92.086,190.00400000000002,98.294,124.84299999999999,103.146,232.55599999999998,137.944,136.76,143.72,95.281,142.524,211.734,154.91299999999998,121.023,157.938,158.717,150.254,220.528,150.969,213.12099999999998,127.88799999999999,79.337,130.11,208.71200000000002,120.039,307.388,126.74600000000001,69.33800000000001,128.659,203.325,126.086,196.04,124.228,243.36599999999999,136.741,206.82,139.513,196.71099999999998,132.363,250.77700000000002,164.625,236.704,35.997,213.51,66.328,104.853,61.152,204.55200000000002,70.839,96.579,74.634,224.227,44.147,111.391,43.3,93.485,48.757,256.47900000000004,57.416000000000004,77.671,49.325,134.227,167.56599999999997,133.98,106.249,203.638,106.587,113.04899999999999,86.38600000000001,148.7,83.664,239.628,47.245,246.468,76.62100000000001,205.949,89.561,113.44,34.536,234.875,77.955,244.16400000000002,85.925,,
391.25,1565.0,,128.059,108.79299999999999,109.794,111.62299999999999,251.56900000000002,107.666,119.62899999999999,109.788,223.645,107.124,151.243,117.693,101.111,121.385,141.025,121.068,136.343,121.971,100.95200000000001,113.85700000000001,203.945,81.721,139.6,87.648,129.33100000000002,84.546,185.542,83.521,102.12,81.999,204.87400000000002,99.962,120.101,94.545,257.44599999999997,92.12,190.06400000000002,98.301,124.84299999999999,103.115,232.418,137.78,136.719,143.679,95.26799999999999,142.518,211.831,154.891,121.009,157.92,158.765,150.175,220.65200000000002,151.036,212.986,127.96700000000001,79.362,130.145,208.9,119.78200000000001,307.45,126.764,69.459,128.583,203.36700000000002,126.031,196.19400000000002,124.26700000000001,243.35,136.71,206.80900000000003,139.559,196.894,132.525,250.81799999999998,164.655,236.729,36.003,213.275,66.20100000000001,105.00399999999999,61.011,204.68900000000002,70.92,96.60700000000001,74.602,224.275,44.066,111.323,43.22,93.484,48.738,256.528,57.37,77.595,49.256,134.253,167.521,134.041,106.352,203.65900000000002,106.59700000000001,113.068,86.434,148.85299999999998,83.506,239.595,47.196999999999996,246.437,76.624,205.78799999999998,89.641,113.17299999999999,34.387,234.877,77.942,244.139,85.91799999999999,,
391.5,1566.0,,128.082,108.885,109.801,111.624,251.805,107.294,119.626,109.988,223.75,107.21799999999999,151.192,117.73700000000001,101.199,121.339,141.166,120.961,136.38299999999998,122.094,101.001,113.81299999999999,204.169,81.577,139.67700000000002,87.59200000000001,129.363,84.39200000000001,185.487,83.53,102.194,81.96,204.83900000000003,99.96,120.072,94.551,257.388,92.104,190.095,98.285,124.78,103.15,232.60299999999998,137.974,136.703,143.689,95.215,142.491,211.801,154.81799999999998,120.98100000000001,157.863,158.874,150.251,220.635,150.862,213.125,127.915,79.34100000000001,130.196,208.898,119.824,307.561,126.69200000000001,69.492,128.64,203.66299999999998,125.975,196.24099999999999,124.198,243.355,136.753,206.85299999999998,139.524,196.78799999999998,132.391,250.798,164.641,236.78900000000002,36.048,213.207,66.19,104.986,60.95,204.69400000000002,70.907,96.561,74.648,224.273,43.858000000000004,111.33200000000001,42.943000000000005,93.51299999999999,48.731,256.563,57.328,77.579,49.298,134.326,167.51,134.03799999999998,106.24,203.687,106.62700000000001,113.01299999999999,86.39200000000001,148.767,83.681,239.68200000000002,47.14,246.467,76.675,205.69099999999997,89.678,113.15100000000001,34.366,235.0,78.117,244.22299999999998,85.831,,
391.75,1567.0,,128.123,109.008,109.704,111.665,251.937,107.148,119.57,109.917,223.713,107.117,151.151,117.65,101.22200000000001,121.42,141.361,120.738,136.25,122.13600000000001,100.98700000000001,113.743,204.245,81.441,139.632,87.70299999999999,129.285,84.256,185.602,83.49700000000001,102.281,81.971,204.773,99.947,119.931,94.546,257.435,92.125,190.136,98.369,124.743,103.148,232.77900000000002,138.06,136.691,143.718,95.175,142.444,211.798,154.826,121.01100000000001,157.86,158.915,150.29399999999998,220.46,150.968,213.233,127.80799999999999,79.328,130.207,209.016,119.61200000000001,307.501,126.59899999999999,69.582,128.525,203.58700000000002,126.03200000000001,196.299,124.242,243.581,136.619,206.977,139.547,196.627,132.27200000000002,250.84099999999998,164.67700000000002,236.84900000000002,36.06,213.226,66.22800000000001,104.955,60.897,204.78,71.033,96.51100000000001,74.73100000000001,224.429,43.931999999999995,111.29700000000001,43.015,93.46600000000001,48.675,256.504,57.299,77.71600000000001,49.193999999999996,134.3,167.513,134.062,106.28,203.71099999999998,106.61399999999999,113.006,86.38799999999999,148.634,83.811,239.697,47.107,246.419,76.67399999999999,205.94099999999997,89.544,113.568,34.622,235.023,78.131,244.19,85.90799999999999,,
392.0,1568.0,,128.16899999999998,109.39299999999999,109.74700000000001,111.615,251.627,107.272,119.561,109.774,223.551,107.176,151.217,117.751,101.243,121.46799999999999,141.636,120.15100000000001,136.261,122.065,100.943,113.72399999999999,204.388,81.31,139.624,87.665,129.267,84.26899999999999,185.361,83.915,102.324,81.963,204.892,99.92299999999999,120.056,94.557,257.496,92.17200000000001,190.122,98.274,124.861,103.189,232.733,138.0,136.68,143.74200000000002,95.23899999999999,142.395,211.778,154.752,121.052,157.855,158.918,150.232,220.33900000000003,150.89600000000002,213.26,127.803,79.34100000000001,130.149,209.09400000000002,119.51700000000001,307.499,126.635,69.645,128.391,203.893,126.03399999999999,196.37900000000002,124.262,243.59900000000002,136.555,206.96099999999998,139.405,196.671,132.34,250.90599999999998,164.602,236.797,36.068000000000005,213.245,66.20100000000001,104.90799999999999,60.908,204.852,71.12100000000001,96.5,74.49,224.513,43.926,111.262,43.187,93.59100000000001,48.638000000000005,256.48,57.278,77.786,49.236000000000004,134.29,167.516,134.094,106.30799999999999,203.71599999999998,106.564,113.03200000000001,86.281,148.385,83.897,239.683,47.062,246.42700000000002,76.672,206.158,89.235,113.2,34.204,235.015,78.109,244.175,85.976,,
392.25,1569.0,,128.121,109.544,109.804,111.556,251.49099999999999,107.40899999999999,119.59100000000001,109.69,223.52599999999998,107.26100000000001,151.196,117.803,101.226,121.40299999999999,141.358,120.635,136.227,122.189,100.928,113.67399999999999,204.558,81.375,139.657,87.641,129.256,84.04700000000001,185.49200000000002,83.85799999999999,102.31700000000001,81.98200000000001,204.771,99.94,120.20299999999999,94.57799999999999,257.556,92.12299999999999,190.06400000000002,98.21799999999999,124.86200000000001,103.214,232.695,138.01,136.626,143.74,95.25299999999999,142.384,211.748,154.793,120.99600000000001,157.804,158.988,150.274,220.292,150.881,213.137,127.87,79.32600000000001,130.097,209.171,119.426,307.468,126.72399999999999,69.732,128.566,203.967,126.04899999999999,196.33,124.3,243.615,136.5,206.96900000000002,139.429,196.722,132.42600000000002,250.933,164.62099999999998,236.78900000000002,36.076,213.313,66.182,104.91,60.998000000000005,204.918,71.146,96.412,74.574,224.424,44.06399999999999,111.20100000000001,43.38399999999999,93.64,48.69,256.63,57.125,77.74,49.297,134.25799999999998,167.563,134.06,106.395,203.856,106.541,113.037,86.432,148.327,83.897,239.68400000000003,47.11,246.40900000000002,76.631,206.247,89.181,113.11,34.312,235.02900000000002,78.059,244.18400000000003,86.029,,
392.5,1570.0,,128.118,109.645,109.74600000000001,111.512,251.333,107.435,119.59100000000001,109.71799999999999,223.53400000000002,107.301,151.268,117.874,101.25200000000001,121.42,141.39,120.64299999999999,136.225,122.137,100.915,113.67200000000001,204.738,81.315,139.631,87.726,129.297,83.95299999999999,185.59900000000002,83.829,102.288,81.978,204.847,99.902,120.115,94.586,257.563,92.15799999999999,190.204,98.271,124.816,103.18,232.775,138.062,136.561,143.697,95.214,142.306,211.707,154.779,120.98200000000001,157.765,158.891,150.287,220.36,150.769,213.202,127.845,79.327,130.171,209.178,119.311,307.502,126.775,69.693,128.71,203.993,126.022,196.40900000000002,124.309,243.72,136.461,207.033,139.43200000000002,197.165,132.52700000000002,250.888,164.609,236.843,36.038000000000004,213.18400000000003,66.235,104.834,60.888000000000005,204.977,71.22800000000001,96.40799999999999,74.586,224.46099999999998,43.931000000000004,111.23899999999999,43.195,93.78299999999999,48.775,256.54400000000004,57.086999999999996,77.814,49.281000000000006,134.234,167.638,134.059,106.462,204.00400000000002,106.675,113.14299999999999,86.509,148.29,83.84,239.678,47.088,246.498,76.625,206.30700000000002,89.195,113.171,34.283,235.063,78.061,244.13099999999997,86.046,200.106,138.80200000000002
392.75,1571.0,,128.094,109.85,109.705,111.426,251.21599999999998,107.469,119.59299999999999,109.758,223.683,107.32,151.165,117.725,101.331,121.395,141.607,120.195,136.143,122.289,100.897,113.65700000000001,204.69799999999998,81.35300000000001,139.659,87.76899999999999,129.259,83.90100000000001,185.40200000000002,84.109,102.355,81.95100000000001,204.835,99.914,119.99799999999999,94.557,257.524,92.154,190.23,98.287,124.773,103.15799999999999,232.72400000000002,138.04399999999998,136.566,143.672,95.20200000000001,142.317,211.699,154.82,120.99600000000001,157.678,158.881,150.346,220.532,150.757,213.082,127.916,79.32600000000001,130.17600000000002,209.17,119.344,307.528,126.78200000000001,69.567,128.64,204.051,125.928,196.364,124.205,243.82299999999998,136.42600000000002,207.028,139.466,196.92700000000002,132.57,250.93599999999998,164.55900000000003,236.81099999999998,36.098,213.44299999999998,66.185,104.775,60.963,204.946,71.294,96.384,74.53399999999999,224.71200000000002,43.718,111.287,43.185,93.78299999999999,48.8,256.584,57.038999999999994,77.726,49.393,134.22899999999998,167.65900000000002,134.06,106.441,203.94799999999998,106.588,113.22200000000001,86.47,148.27700000000002,83.773,239.65900000000002,47.038999999999994,246.52700000000002,76.627,206.351,89.089,113.052,34.258,235.113,78.075,244.165,86.06200000000001,200.06900000000002,138.836
393.0,1572.0,,128.114,109.89,109.791,111.344,250.937,107.635,119.62299999999999,109.71,223.707,107.375,151.137,117.77799999999999,101.28399999999999,121.361,141.594,120.213,136.257,122.36399999999999,100.88799999999999,113.67200000000001,204.574,81.442,139.701,87.84299999999999,129.202,83.47200000000001,185.37599999999998,84.135,102.524,81.868,204.842,99.93799999999999,119.96600000000001,94.51,257.496,92.197,190.113,98.281,124.535,103.041,232.687,138.001,136.511,143.702,95.28299999999999,142.261,211.673,154.828,120.977,157.653,158.937,150.401,220.438,150.735,213.09,127.91799999999999,79.351,130.142,209.21,119.36200000000001,307.692,126.78200000000001,69.559,128.665,204.125,126.06,196.248,124.103,243.803,136.431,206.97299999999998,139.408,196.918,132.588,250.92,164.579,236.875,36.064,213.442,66.097,104.86,60.903999999999996,204.91400000000002,71.335,96.51,74.48,224.55700000000002,43.792,111.26899999999999,43.206,93.833,48.8,256.599,57.125,77.789,49.424,134.231,167.796,134.016,106.414,203.998,106.596,113.22,86.50200000000001,148.265,83.86,239.613,47.0,246.479,76.673,206.36700000000002,89.03200000000001,113.179,34.359,235.109,77.933,244.18599999999998,86.12799999999999,200.171,138.865
393.25,1573.0,,128.139,110.0,109.68299999999999,111.366,250.833,107.579,119.574,109.686,223.706,107.39399999999999,151.249,117.744,101.321,121.49600000000001,141.666,120.141,136.263,122.303,100.86200000000001,113.68,204.625,81.29,139.702,87.79700000000001,129.286,83.609,185.385,84.09299999999999,102.45700000000001,81.852,204.887,99.905,119.777,94.439,257.582,92.09299999999999,190.14700000000002,98.33,124.45700000000001,103.035,232.63400000000001,138.05,136.534,143.74,95.23,142.23,211.73,154.79,120.95700000000001,157.666,158.957,150.539,220.303,150.571,213.02200000000002,127.88799999999999,79.348,130.092,209.21400000000003,119.382,307.678,126.811,69.415,128.709,204.252,125.91,196.29,124.141,243.72400000000002,136.395,206.951,139.48,196.86700000000002,132.502,250.91299999999998,164.53900000000002,236.83900000000003,36.045,213.458,66.09100000000001,104.89,60.965,204.915,71.307,96.584,74.384,224.50799999999998,43.806000000000004,111.29799999999999,43.089,93.899,48.813,256.51099999999997,57.222,77.635,49.42100000000001,134.217,167.795,134.09799999999998,106.39,203.96599999999998,106.52,113.25200000000001,86.45700000000001,148.279,83.815,239.68599999999998,47.056000000000004,246.31900000000002,76.691,206.408,89.055,113.139,34.279,235.09799999999998,78.023,244.229,86.022,200.199,138.917
393.5,1574.0,,128.13299999999998,109.956,109.764,111.389,250.893,107.661,119.59299999999999,109.693,223.822,107.354,151.17700000000002,117.883,101.134,121.56200000000001,141.636,120.288,136.256,122.448,100.875,113.74600000000001,204.403,81.359,139.641,87.79799999999999,129.255,83.461,185.294,84.115,102.42,81.88600000000001,205.028,99.915,119.81299999999999,94.41799999999999,257.54400000000004,92.087,190.104,98.35,124.194,103.037,232.641,138.056,136.516,143.717,95.20700000000001,142.217,211.69099999999997,154.825,120.947,157.577,158.94,150.504,220.25900000000001,150.59,213.082,127.785,79.357,130.10399999999998,209.192,119.475,307.751,126.82799999999999,69.407,128.716,204.267,125.948,196.358,124.14,243.864,136.311,206.86700000000002,139.507,196.847,132.377,250.93,164.57299999999998,236.81900000000002,36.083,213.52900000000002,66.133,104.75399999999999,61.088,204.892,71.247,96.60700000000001,74.454,224.42700000000002,43.922,111.324,43.052,94.007,48.827,256.491,57.231,77.882,49.349,134.287,167.71200000000002,134.096,106.499,204.03099999999998,106.57,113.21799999999999,86.439,148.235,83.705,239.665,47.026,246.37900000000002,76.707,206.153,89.28,113.56200000000001,34.588,235.146,78.058,244.227,85.99799999999999,200.481,138.817
393.75,1575.0,,128.151,109.99799999999999,109.831,111.48100000000001,250.705,107.581,119.631,109.538,223.707,107.39200000000001,151.23,117.64200000000001,101.139,121.569,141.632,120.26100000000001,136.22299999999998,122.5,100.851,113.63799999999999,204.38299999999998,81.319,139.55100000000002,87.806,129.263,83.594,185.291,84.01299999999999,102.439,81.862,204.929,99.90700000000001,119.96799999999999,94.50299999999999,257.577,92.023,190.079,98.47200000000001,124.344,103.07600000000001,232.642,138.05,136.504,143.665,95.27600000000001,142.14600000000002,211.69099999999997,154.814,120.92299999999999,157.428,158.988,150.567,220.269,150.455,213.0,127.88799999999999,79.377,130.082,209.155,119.56,307.63599999999997,126.83,69.452,128.683,204.25099999999998,125.94200000000001,196.31400000000002,124.095,243.949,136.251,206.86700000000002,139.54,196.9,132.421,250.93,164.676,236.825,36.022,213.76,66.11399999999999,104.805,61.121,204.87900000000002,71.32,96.63799999999999,74.339,224.53400000000002,43.88399999999999,111.274,43.075,93.99700000000001,48.82,256.504,57.217,77.77600000000001,49.341,134.344,167.646,134.128,106.43299999999999,204.033,106.525,113.23,86.538,148.394,83.656,239.489,47.06,246.292,76.711,206.445,89.021,114.37700000000001,35.174,235.202,78.053,244.243,85.975,200.454,138.79
394.0,1576.0,,128.196,110.18700000000001,109.728,111.569,250.799,107.584,119.68799999999999,109.57600000000001,223.865,107.306,151.205,117.681,101.10600000000001,121.57600000000001,141.634,120.348,136.247,122.50299999999999,100.802,113.583,204.459,81.347,139.55700000000002,87.79,129.264,83.529,185.243,84.069,102.56700000000001,81.839,204.873,99.829,119.92200000000001,94.43299999999999,257.488,92.061,190.093,98.417,124.49700000000001,103.109,232.547,137.936,136.532,143.645,95.28,142.093,211.671,154.769,121.027,157.53,159.084,150.483,220.19799999999998,150.418,213.017,127.811,79.366,130.02100000000002,209.171,119.54,307.664,126.868,69.469,128.65200000000002,204.203,125.931,196.255,124.117,243.90900000000002,136.19299999999998,206.821,139.495,196.887,132.444,250.96900000000002,164.74200000000002,236.832,36.080999999999996,213.84,66.138,104.712,61.118,204.885,71.425,96.585,74.41,224.52900000000002,43.897,111.295,43.278999999999996,93.928,48.836999999999996,256.569,57.135,77.765,49.251000000000005,134.371,167.645,134.279,106.60600000000001,204.09900000000002,106.59100000000001,113.191,86.538,148.36700000000002,83.72200000000001,239.55200000000002,47.081,246.362,76.683,206.56599999999997,88.86399999999999,114.955,35.604,235.17700000000002,78.02,244.22400000000002,85.929,200.548,138.71
394.25,1577.0,,128.215,110.069,109.62899999999999,111.5,250.785,107.54799999999999,119.696,109.57700000000001,223.86700000000002,107.29700000000001,151.22799999999998,117.62,101.079,121.46700000000001,141.625,120.391,136.209,122.545,100.741,113.602,204.54,81.344,139.625,87.596,129.203,83.295,185.285,83.95200000000001,102.461,81.857,204.83700000000002,99.803,120.014,94.53399999999999,257.513,92.04700000000001,190.178,98.479,124.69200000000001,103.245,232.521,137.939,136.488,143.523,95.331,142.078,211.729,154.774,120.988,157.494,159.07399999999998,150.379,220.25,150.56799999999998,213.00400000000002,127.834,79.40899999999999,129.98,209.102,119.618,307.818,126.92399999999999,69.468,128.632,204.13400000000001,125.954,196.188,124.148,244.013,136.187,206.771,139.52700000000002,197.368,132.34,251.03,164.74599999999998,236.832,36.073,213.88299999999998,66.255,104.74600000000001,61.13399999999999,204.90900000000002,71.406,96.473,74.564,224.38,43.917,111.27,42.953,93.979,48.812,256.652,57.111000000000004,77.72399999999999,49.159,134.678,167.363,134.392,106.697,204.15900000000002,106.618,113.141,86.693,148.49,83.63600000000001,239.644,47.086000000000006,246.485,76.609,206.59599999999998,88.802,115.189,35.701,235.06400000000002,77.957,244.28599999999997,85.946,200.313,138.49200000000002
