TimesH,Frame,3,6,9,15,17,20,22,23,24,25,29,35,36,44,48,55,62,63,66,72,76,78,107,112,130,137,139,148,150,160,162,165,173,181,182,183,186,187,188,189,190,191,209,213,214,219,225,239,249,250,251,252,254,255,260,264,266,269,273,276,277,288,290,293,296,297,303,304,318,325,327,328,330,333,334,339,346,347,349,352,353,355,356,357,365,366,371,373,379,386,396,402,408,410,417,419,420,422,429,433,438,442,443,451,467,484,521,537,538,543,549,554,562,564,573,575,578,582,585,602,619,622,628,634,647,653,654,656,657,659,671,673,697,701,711,751,769,773,774,775,776,811,817,821,829,831,832,838,850,904,920,938,953,955,986,1013,1042,1109,1123,1125,1127,1137,1163,1194
0.0,0.0,,885.73,814.189,750.757,843.324,869.243,874.135,803.135,878.703,782.378,796.919,768.676,779.5139999999999,729.919,815.081,840.568,900.6489999999999,795.568,781.811,803.459,825.703,,913.919,842.595,817.27,919.378,903.8919999999999,851.622,825.0269999999999,857.919,897.703,927.081,850.919,831.703,853.378,678.189,829.1619999999999,790.189,848.243,920.946,849.9730000000001,,913.459,889.189,857.811,908.865,857.811,879.432,914.622,903.541,764.054,884.757,825.865,852.459,788.378,898.757,711.0269999999999,914.243,853.189,879.5139999999999,863.189,857.405,905.1619999999999,887.0269999999999,899.595,847.8919999999999,856.8380000000001,833.27,851.1080000000001,805.568,842.459,838.0269999999999,894.1080000000001,909.405,845.9730000000001,883.568,837.1080000000001,853.324,702.9730000000001,789.568,772.6489999999999,872.3510000000001,825.919,862.9730000000001,858.703,866.8380000000001,850.865,840.3510000000001,850.135,769.27,849.919,907.757,868.459,859.054,850.811,917.541,886.324,864.0,870.784,892.8919999999999,798.27,926.784,878.324,876.8919999999999,879.1080000000001,891.243,935.9730000000001,681.541,873.27,888.757,772.5139999999999,837.0,906.243,789.1080000000001,846.081,915.081,716.8919999999999,745.6489999999999,858.216,812.6489999999999,886.541,844.054,837.784,898.541,774.6489999999999,841.703,863.865,898.27,755.27,833.432,887.595,908.1080000000001,820.541,874.189,660.0269999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,1.0,688.3510000000001,843.4860000000001,770.784,728.189,801.1080000000001,835.5139999999999,842.189,769.568,844.297,755.0,765.405,745.378,751.8919999999999,710.919,779.541,810.0269999999999,849.8380000000001,769.27,753.3510000000001,771.1080000000001,793.243,,860.784,804.189,786.595,865.676,851.432,814.73,793.919,815.8919999999999,855.135,882.4860000000001,815.297,796.703,816.6489999999999,663.405,799.865,762.405,804.1080000000001,874.784,815.3510000000001,,870.324,853.595,821.054,866.784,828.595,842.9730000000001,875.216,867.4860000000001,741.6489999999999,844.919,800.324,819.297,772.135,859.703,694.297,876.8380000000001,824.297,842.784,833.5139999999999,832.919,871.189,855.1619999999999,863.189,819.865,827.0269999999999,810.378,818.8919999999999,789.757,821.432,813.189,859.9730000000001,877.189,822.216,856.541,817.3510000000001,828.135,688.1619999999999,764.73,748.946,848.8380000000001,805.9730000000001,834.8380000000001,832.919,839.1619999999999,815.324,812.405,825.0269999999999,741.757,834.5139999999999,877.73,846.541,829.568,825.8919999999999,885.4860000000001,863.054,844.919,834.378,851.865,775.243,893.703,853.676,841.0,858.054,867.405,887.0269999999999,670.27,839.784,848.054,738.1619999999999,806.757,874.27,752.568,823.27,875.757,698.8380000000001,721.73,822.3510000000001,783.8380000000001,849.081,798.27,810.676,864.946,746.784,809.8380000000001,839.378,859.378,729.27,796.297,857.189,869.1619999999999,793.811,841.811,652.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,2.0,683.27,810.378,749.4860000000001,706.243,768.622,808.189,813.811,741.216,813.73,733.568,741.378,727.3510000000001,728.676,694.811,754.378,782.1619999999999,807.919,745.568,734.297,743.784,770.27,,824.1080000000001,773.405,764.8380000000001,826.919,811.784,783.919,770.324,786.811,822.3510000000001,840.622,781.622,772.27,790.216,655.784,777.378,742.541,782.459,839.0269999999999,792.703,699.3510000000001,837.27,820.135,796.1080000000001,836.0,801.1080000000001,816.405,841.1080000000001,837.405,722.8380000000001,819.4860000000001,777.919,797.946,757.216,827.568,683.459,845.1619999999999,800.27,816.1080000000001,809.432,809.081,839.8380000000001,831.6489999999999,833.1619999999999,799.459,801.8919999999999,786.703,793.568,771.4860000000001,796.622,787.081,824.9730000000001,844.622,802.324,829.243,798.432,802.405,674.811,746.054,727.5139999999999,823.1619999999999,788.405,807.243,812.0269999999999,812.054,790.054,787.622,798.4860000000001,722.432,813.405,849.811,816.541,800.243,802.757,849.919,829.73,816.243,804.8919999999999,824.243,757.4860000000001,856.216,821.9730000000001,809.216,828.135,830.568,850.946,658.189,809.27,816.1619999999999,709.919,780.1080000000001,841.459,719.432,800.054,838.5139999999999,680.8919999999999,700.1080000000001,794.784,763.3510000000001,818.432,757.459,782.054,829.5139999999999,723.811,788.541,811.324,825.405,710.054,771.378,823.135,832.568,758.73,,645.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,3.0,676.1619999999999,786.297,721.3510000000001,691.946,739.676,787.703,792.3510000000001,718.135,789.0269999999999,712.1619999999999,720.243,713.459,706.919,683.703,729.27,764.297,768.676,735.595,716.568,717.568,752.622,736.784,779.189,748.27,747.703,786.919,778.568,760.1619999999999,750.27,760.4860000000001,784.8919999999999,802.595,754.946,747.1080000000001,766.757,649.351,756.568,727.595,757.0,804.541,771.054,686.4860000000001,809.27,790.676,772.405,801.919,782.324,790.622,815.324,810.8919999999999,708.6489999999999,790.0,757.865,777.946,741.811,802.0,673.757,816.5139999999999,777.757,794.0269999999999,792.459,787.811,810.297,807.676,812.27,777.3510000000001,782.784,764.8919999999999,770.8380000000001,753.622,774.8919999999999,768.784,801.297,820.1619999999999,786.1080000000001,807.378,778.757,781.189,667.4860000000001,726.081,712.784,800.676,772.1080000000001,787.919,791.1080000000001,791.73,769.919,762.297,771.378,709.865,790.135,821.811,791.595,775.73,778.081,818.0269999999999,809.4860000000001,794.081,783.27,797.5139999999999,738.459,820.1619999999999,794.757,784.3510000000001,797.378,802.459,819.216,649.919,775.919,793.9730000000001,689.27,758.27,808.243,693.622,782.73,809.297,669.27,682.27,769.0,745.541,789.0,725.4860000000001,764.081,802.6489999999999,701.27,766.8919999999999,790.0,800.081,693.4860000000001,751.9730000000001,801.27,804.757,751.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4.0,673.3510000000001,769.784,700.622,676.703,714.1619999999999,771.054,771.6489999999999,697.081,773.0269999999999,691.6489999999999,695.73,705.8380000000001,690.3510000000001,672.243,706.946,746.243,733.3510000000001,719.811,696.405,696.216,740.189,710.432,743.8380000000001,722.135,731.27,749.216,744.784,734.216,722.3510000000001,735.081,751.541,763.5139999999999,729.297,722.73,744.4860000000001,643.703,734.4860000000001,708.757,729.1080000000001,769.081,749.622,675.757,775.378,763.081,750.8380000000001,770.8919999999999,759.189,765.135,787.568,783.189,696.378,763.378,740.595,757.054,724.865,775.216,664.6489999999999,792.568,758.73,772.459,771.459,769.73,786.0,784.189,788.757,758.757,762.1619999999999,746.0,748.3510000000001,740.676,757.243,746.946,776.919,798.459,768.3510000000001,788.865,764.757,764.73,661.216,706.243,697.622,781.568,752.4860000000001,772.216,774.189,773.405,753.595,743.0,755.378,695.1619999999999,772.5139999999999,798.8380000000001,774.378,755.054,761.5139999999999,792.432,788.243,774.865,764.189,775.784,724.081,795.703,775.676,764.459,777.432,778.676,791.5139999999999,642.378,756.4860000000001,770.676,674.0269999999999,742.243,785.676,677.4860000000001,763.189,781.865,656.9730000000001,665.1080000000001,750.703,731.081,767.946,699.946,748.135,780.297,681.3510000000001,753.6489999999999,772.081,778.054,674.784,735.297,779.568,783.6489999999999,,,641.73,745.1619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25,5.0,669.3510000000001,756.459,687.297,665.405,700.73,754.432,760.1619999999999,676.676,757.676,670.919,676.784,699.8919999999999,671.73,656.1619999999999,683.0269999999999,731.9730000000001,712.865,714.622,676.081,682.243,728.4860000000001,687.865,718.3510000000001,695.811,720.405,723.0,718.4860000000001,705.459,696.324,708.054,724.216,735.622,708.9730000000001,701.1619999999999,715.405,639.6759999999999,706.5139999999999,688.6489999999999,710.459,736.459,717.703,668.4860000000001,746.622,738.189,725.216,738.946,732.6489999999999,739.243,757.405,752.811,679.4860000000001,736.946,721.324,731.297,708.8380000000001,741.757,655.8380000000001,761.5139999999999,737.757,746.405,742.946,746.541,755.216,756.297,758.703,736.811,736.432,721.324,729.865,722.5139999999999,733.5139999999999,723.622,749.811,772.541,744.459,765.378,744.432,741.9730000000001,654.378,693.5139999999999,684.541,760.676,736.757,747.0269999999999,751.459,751.27,735.568,720.4860000000001,733.865,685.919,752.27,774.189,750.622,738.432,742.1619999999999,767.622,761.676,754.3510000000001,745.676,756.4860000000001,711.703,769.811,752.919,745.919,755.1080000000001,760.541,768.784,635.811,738.216,753.054,664.432,728.946,765.8919999999999,667.4860000000001,746.703,759.081,644.9730000000001,653.9730000000001,733.9730000000001,719.784,748.9730000000001,683.8380000000001,733.811,758.676,664.757,738.568,754.595,758.27,659.73,725.27,763.081,766.703,709.703,,637.1080000000001,720.73,641.27,703.054,682.568,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,6.0,664.9730000000001,746.703,677.703,658.216,689.459,744.189,747.405,663.8919999999999,744.8919999999999,657.189,665.5139999999999,692.189,660.865,644.811,668.324,719.9730000000001,700.6489999999999,706.243,660.946,672.243,722.135,669.541,706.757,679.054,710.432,708.703,705.865,685.459,676.243,690.0,713.784,718.541,696.703,685.5139999999999,693.0,634.297,685.0269999999999,668.946,699.865,720.1080000000001,698.0,660.324,727.8380000000001,722.189,708.0269999999999,722.568,710.1619999999999,724.9730000000001,736.0269999999999,732.568,670.541,719.8919999999999,707.432,713.378,696.054,725.297,650.3240000000001,737.784,721.0269999999999,729.784,722.757,726.5139999999999,733.73,738.3510000000001,740.757,720.703,715.9730000000001,701.459,716.243,707.757,714.135,703.757,733.27,749.0269999999999,728.0,744.0,725.1619999999999,718.784,650.703,682.541,678.054,739.5139999999999,718.757,728.297,729.568,731.6489999999999,721.541,703.946,713.703,678.541,735.9730000000001,753.8919999999999,732.73,718.595,726.054,748.73,746.0,738.865,731.378,739.865,703.1619999999999,752.243,734.541,733.1619999999999,740.4860000000001,741.73,752.703,632.622,721.1619999999999,740.405,657.243,715.8919999999999,747.432,662.189,732.946,744.865,638.919,646.1619999999999,720.5139999999999,710.0,736.243,674.919,720.243,744.703,654.432,728.757,743.297,745.297,648.784,718.5139999999999,751.568,749.595,690.8919999999999,,633.4590000000001,703.189,634.919,683.216,665.757,700.6489999999999,680.378,,,,,,,,,,,,,,,,,,,,,,,
1.75,7.0,660.9730000000001,743.946,675.378,652.595,690.73,736.0,743.27,658.324,740.757,653.0,659.081,689.757,657.676,643.216,661.865,715.1619999999999,696.27,,657.0,667.27,718.676,665.784,703.0269999999999,671.9730000000001,704.676,704.297,702.378,679.595,670.378,681.189,709.9730000000001,714.6489999999999,690.081,678.405,687.811,632.0,677.297,663.4860000000001,696.0269999999999,714.5139999999999,690.9730000000001,657.0269999999999,721.081,717.081,702.243,718.73,701.135,715.946,729.703,726.0,662.0269999999999,715.8919999999999,701.5139999999999,708.757,689.324,722.378,644.0,729.0,713.784,721.8919999999999,713.73,719.0269999999999,728.676,731.27,731.5139999999999,714.4860000000001,706.459,692.5139999999999,710.865,699.8380000000001,706.27,693.6489999999999,727.865,743.8380000000001,720.459,736.135,717.811,711.703,645.432,676.811,671.811,730.757,713.135,720.595,726.054,721.459,717.0,697.243,705.297,670.6489999999999,728.3510000000001,748.4860000000001,723.784,712.8380000000001,720.216,740.054,740.216,731.3510000000001,729.081,736.919,701.595,746.216,729.919,728.081,731.919,736.595,748.4860000000001,631.297,715.595,733.946,655.676,711.081,736.9730000000001,658.081,724.378,739.405,636.081,643.1080000000001,713.8919999999999,707.5139999999999,727.676,673.1619999999999,713.568,738.0,649.9730000000001,721.865,737.405,738.8380000000001,643.6759999999999,713.405,744.811,742.919,683.541,,632.8380000000001,696.6489999999999,632.9730000000001,678.757,659.4860000000001,692.811,673.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,8.0,,748.8380000000001,677.1619999999999,651.054,693.8919999999999,735.811,740.595,660.4860000000001,741.6489999999999,652.216,660.946,690.0269999999999,655.757,643.216,662.595,716.73,701.243,709.0269999999999,655.622,665.811,717.0,666.189,705.378,671.946,704.811,704.0,702.054,679.541,670.784,680.73,715.3510000000001,715.216,689.243,677.8919999999999,685.73,633.432,680.189,664.0,700.541,720.243,689.459,656.0,720.676,715.811,701.27,723.4860000000001,702.595,715.3510000000001,731.5139999999999,727.784,665.27,720.1080000000001,700.459,707.1619999999999,691.405,729.054,644.595,731.811,712.541,720.216,714.919,717.324,732.297,732.568,732.8919999999999,709.6489999999999,706.5139999999999,694.243,717.865,700.27,706.1619999999999,697.0,732.622,746.081,719.8919999999999,738.703,717.8380000000001,713.3510000000001,644.946,679.27,672.8380000000001,731.784,714.405,718.73,724.757,722.27,721.405,700.216,706.568,670.405,725.676,750.3510000000001,724.081,715.811,717.5139999999999,746.054,738.1619999999999,730.0,733.541,743.405,700.784,749.9730000000001,728.378,733.5139999999999,734.676,734.405,756.0269999999999,631.1619999999999,717.3510000000001,744.27,655.243,714.865,740.1080000000001,657.297,725.27,741.1619999999999,638.189,643.405,716.73,710.3510000000001,732.0,673.8380000000001,713.8380000000001,738.811,650.8380000000001,720.811,736.595,739.0,646.595,716.1619999999999,745.73,745.081,686.378,,631.216,699.378,633.081,677.135,659.324,693.865,675.595,,,634.568,,726.9730000000001,,,,,,,,,,,,,,,,,,
