TimesH,Frame,NoMissing,36,36,37,37,50,50,58,58,89,89,92,92,93,93,95,95,101,101,106,106,110,110,111,111,113,113,115,115,116,116,119,119,120,120,124,124,130,130,131,131,132,132,136,136,142,142,143,143,148,148,151,151,154,154,156,156,159,159,160,160,170,170,183,183,196,196,197,197,199,199,208,208,214,214,215,215,216,216,228,228,230,230,236,236,246,246,249,249,257,257,265,265,280,280,283,283,290,290,300,300,304,304,306,306,312,312,317,317,319,319,320,320,374,374,379,379,418,418,437,437,643,643,928,928
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
217.75,871.0,,99.008,39.871,112.10600000000001,40.953,239.455,47.086999999999996,124.486,44.266999999999996,226.293,75.1,115.87700000000001,76.194,147.455,75.469,86.41,80.848,255.985,86.601,183.898,81.90899999999999,204.09099999999998,84.601,143.77200000000002,93.95299999999999,179.56,90.12299999999999,206.157,90.984,236.264,95.366,245.50400000000002,90.085,124.65799999999999,91.66799999999999,108.85700000000001,101.156,240.078,105.277,85.87200000000001,96.50299999999999,190.60299999999998,93.773,196.82299999999998,95.911,196.21099999999998,62.998999999999995,224.562,54.253,110.54799999999999,50.19,256.947,50.36600000000001,260.851,58.586999999999996,109.821,61.586000000000006,239.16,61.361000000000004,249.18200000000002,62.391000000000005,270.408,65.848,121.96,64.71,199.898,71.382,216.611,71.607,138.02700000000002,137.31,110.84700000000001,132.998,309.347,144.82299999999998,105.194,146.158,150.392,142.495,270.226,143.269,142.494,148.014,320.599,152.101,224.875,156.519,101.73,157.441,128.047,156.798,296.556,109.428,264.439,117.835,215.02599999999998,116.89399999999999,196.168,111.021,205.739,123.935,72.41,122.34100000000001,103.12100000000001,122.16,118.988,130.707,309.45099999999996,125.397,181.701,122.905,269.04200000000003,127.36200000000001,114.786,167.665,109.022,175.24599999999998,100.31,70.274,144.108,157.763,227.585,115.23100000000001,94.162,57.757
218.0,872.0,,98.932,39.999,112.12700000000001,40.938,239.50799999999998,47.221000000000004,124.435,44.095,226.238,75.094,115.95100000000001,76.07,147.429,75.50399999999999,86.279,80.925,256.035,86.516,183.949,81.896,204.003,84.617,143.835,93.729,179.576,90.075,206.146,90.98700000000001,236.358,95.37100000000001,245.489,90.12200000000001,124.645,91.685,108.85799999999999,101.17399999999999,239.97400000000002,105.331,85.861,96.49799999999999,190.48,93.56,196.77599999999998,95.905,196.111,62.986999999999995,224.622,54.201,110.553,50.108000000000004,256.975,50.361999999999995,260.856,58.647,109.81299999999999,61.659,238.90099999999998,61.248000000000005,249.25799999999998,62.348,270.342,65.82600000000001,122.045,64.681,199.894,71.34,216.34,71.57600000000001,137.974,137.313,110.87299999999999,132.965,309.32099999999997,144.822,105.15700000000001,146.08100000000002,150.424,142.515,270.164,143.214,142.578,147.874,320.303,152.13299999999998,224.862,156.346,101.77799999999999,157.415,128.033,156.834,296.532,109.47,264.51599999999996,117.775,214.945,116.867,196.136,111.069,205.715,123.92299999999999,72.309,122.36399999999999,103.139,122.029,119.021,130.763,309.466,125.387,181.703,122.925,269.072,127.316,114.78200000000001,167.61599999999999,108.913,175.148,100.37200000000001,70.27199999999999,144.099,157.694,227.551,115.214,94.089,57.738
218.25,873.0,,98.94,39.898,112.036,40.942,239.454,47.023999999999994,124.574,44.233000000000004,226.178,75.045,115.846,76.096,147.43200000000002,75.53699999999999,86.306,80.9,256.061,86.531,183.925,81.859,204.02200000000002,84.595,143.8,93.696,179.507,89.98700000000001,206.104,90.994,236.21900000000002,95.354,245.373,90.04,124.587,91.662,108.84299999999999,101.208,239.97400000000002,105.306,85.84,96.505,190.511,93.551,196.75599999999997,95.91799999999999,196.08900000000003,62.993,224.63099999999997,54.208,110.53,50.211000000000006,256.995,50.358999999999995,260.802,58.691,109.82700000000001,61.651,238.763,61.354,249.245,62.328,270.322,65.937,122.053,64.587,199.94,71.392,216.078,71.723,137.997,137.25,110.90799999999999,132.903,309.48,144.832,105.102,146.075,150.45600000000002,142.418,270.17400000000004,143.167,142.713,147.769,320.217,152.134,224.888,156.364,101.78,157.422,128.02100000000002,156.852,296.39099999999996,109.49,264.539,117.84200000000001,214.972,116.89,196.09400000000002,111.022,205.69799999999998,123.84299999999999,72.525,122.14200000000001,103.11200000000001,122.03,119.005,130.743,309.348,125.35700000000001,181.717,123.01,269.078,127.376,114.76,167.614,108.867,175.166,100.35,70.288,144.134,157.639,227.549,115.22200000000001,94.01100000000001,57.718
218.5,874.0,,98.98899999999999,39.974000000000004,112.057,40.983000000000004,239.511,46.515,124.46799999999999,44.263999999999996,226.18200000000002,75.054,115.96600000000001,76.16,147.411,75.56,87.51799999999999,80.584,256.08099999999996,86.506,183.983,81.822,204.05700000000002,84.53,143.894,93.491,179.58599999999998,89.956,206.097,91.001,236.106,95.351,245.303,90.066,124.639,91.664,108.88,101.16,240.05200000000002,105.33200000000001,85.861,96.495,190.59099999999998,93.464,196.82,95.916,196.17,63.038000000000004,224.64,54.177,110.639,50.232,257.026,50.424,260.79,58.7,109.79799999999999,61.635,238.92700000000002,61.408,249.167,62.301,270.52099999999996,65.87,122.035,64.597,199.94299999999998,71.363,216.03400000000002,71.45100000000001,138.018,137.278,110.854,132.909,309.512,144.64600000000002,105.171,146.16,150.537,142.45,270.19599999999997,143.067,142.755,147.737,320.10400000000004,152.097,224.905,156.291,101.789,157.394,128.039,156.887,296.47,109.50299999999999,264.513,117.87299999999999,214.885,116.884,196.074,110.916,205.623,123.757,72.475,122.26100000000001,103.103,121.969,118.978,130.719,309.399,125.336,181.755,122.98100000000001,269.094,127.234,114.76700000000001,167.56599999999997,108.916,175.06099999999998,100.316,70.307,144.05700000000002,157.628,227.59900000000002,115.336,94.027,57.696000000000005
218.75,875.0,,98.96,39.955,112.055,40.976000000000006,239.56099999999998,46.708999999999996,124.54700000000001,44.48,226.215,75.071,116.081,76.048,147.407,75.58800000000001,88.448,80.295,256.098,86.47399999999999,183.928,81.822,204.118,84.37700000000001,143.952,92.49700000000001,179.615,89.932,206.12099999999998,91.008,236.188,95.211,245.2,90.119,124.585,91.566,108.837,101.147,240.125,105.294,85.87,96.48899999999999,190.56900000000002,93.257,196.778,95.905,196.128,62.957,224.62,54.195,110.641,50.198,257.085,50.352,260.861,58.681000000000004,109.77,61.607,239.394,61.483999999999995,249.192,62.306000000000004,270.377,65.923,122.057,64.581,200.012,71.316,215.93599999999998,71.385,138.01,137.22799999999998,110.861,132.91899999999998,309.413,144.69799999999998,105.223,146.17700000000002,150.59799999999998,142.411,270.307,142.954,142.873,147.477,320.32599999999996,152.02,224.91400000000002,156.297,101.758,157.352,128.00799999999998,156.874,296.47,109.486,264.67900000000003,117.85600000000001,214.89,116.86200000000001,196.082,110.82700000000001,205.73,123.626,72.796,122.42399999999999,103.037,122.01899999999999,119.01100000000001,130.66,309.435,125.303,181.77900000000002,123.021,269.038,127.337,114.757,167.571,108.99700000000001,175.127,100.323,70.274,144.11,157.58,227.577,115.319,94.03299999999999,57.656000000000006
219.0,876.0,,98.897,39.818000000000005,112.01799999999999,40.979,239.52200000000002,46.595,124.60600000000001,44.477,226.16099999999997,75.04899999999999,116.134,76.065,147.425,75.585,87.477,80.51100000000001,256.091,86.477,183.96099999999998,81.868,204.188,84.396,143.965,92.686,179.718,89.936,206.16299999999998,90.98700000000001,236.179,95.13600000000001,245.108,90.02600000000001,124.603,91.48899999999999,108.85799999999999,101.089,240.19299999999998,105.304,85.854,96.49600000000001,190.615,93.366,196.75400000000002,95.911,196.14,62.978,224.715,54.12,110.661,50.257,257.127,50.35,260.847,58.665,109.809,61.6,239.262,61.38399999999999,249.108,62.313,270.73900000000003,65.85,121.99,64.575,199.986,71.407,215.988,71.374,138.042,137.208,110.84,132.895,309.35400000000004,144.692,105.32700000000001,146.189,150.621,142.406,270.267,142.882,143.016,147.381,320.598,151.738,224.933,156.312,101.639,157.42,128.014,156.851,296.514,109.406,264.754,117.838,214.888,116.882,196.123,110.838,205.771,123.59200000000001,72.723,122.47399999999999,103.031,121.97,119.01899999999999,130.701,309.41200000000003,125.301,181.737,123.006,269.092,127.425,114.714,167.584,108.94,175.09099999999998,100.24799999999999,70.244,143.996,157.635,227.588,115.37299999999999,94.08,57.746
219.25,877.0,,98.912,40.005,112.029,40.95,239.542,46.607,124.645,44.611999999999995,226.178,75.01899999999999,116.075,76.143,147.35399999999998,75.613,87.11,80.708,256.125,86.47399999999999,184.003,81.893,204.12099999999998,84.34299999999999,143.971,92.912,179.658,89.919,206.144,90.958,236.15400000000002,95.15299999999999,245.128,89.95200000000001,124.65700000000001,91.556,108.83,101.10700000000001,240.166,105.333,85.852,96.476,190.583,93.292,196.77200000000002,95.90799999999999,196.157,62.912,224.81,54.221000000000004,110.666,50.297,257.045,50.317,260.89,58.676,109.824,61.542,239.325,61.49100000000001,249.108,62.332,271.08,65.718,121.99799999999999,64.654,200.114,71.431,216.03599999999997,71.483,138.05100000000002,137.22799999999998,110.829,132.865,309.427,144.696,105.264,146.204,150.591,142.412,269.94599999999997,142.79,142.911,147.57,320.0,152.0,224.926,156.327,101.708,157.364,127.98,156.881,296.325,109.45299999999999,264.716,117.736,214.926,116.959,196.12900000000002,110.866,205.845,123.53,72.524,122.448,103.06200000000001,122.01899999999999,118.992,130.661,309.343,125.256,181.71400000000003,123.012,269.117,127.54,114.73700000000001,167.581,108.93299999999999,175.02700000000002,100.199,70.223,144.03,157.64,227.59900000000002,115.40299999999999,93.99600000000001,57.766999999999996
219.5,878.0,,98.85600000000001,39.858000000000004,112.086,40.973,239.61599999999999,46.831,124.545,44.63399999999999,226.139,75.005,116.059,76.204,147.358,75.655,87.945,80.458,256.19599999999997,86.441,183.963,81.902,204.21599999999998,84.321,143.98,92.419,179.74200000000002,89.835,206.15099999999998,90.93299999999999,236.18,95.15,245.09900000000002,89.91799999999999,124.64399999999999,91.631,108.82600000000001,101.105,240.122,105.399,85.867,96.439,190.68,93.27,196.75599999999997,95.915,196.188,62.872,224.822,54.201,110.65700000000001,50.309,257.04400000000004,50.227,260.884,58.688,109.779,61.538000000000004,239.33599999999998,61.513000000000005,249.08,62.318999999999996,271.107,65.884,122.294,64.785,200.118,71.333,215.983,71.392,138.197,137.137,110.795,132.866,309.784,144.775,105.256,146.128,150.564,142.30100000000002,270.105,142.733,142.754,147.804,319.57599999999996,152.435,224.857,156.389,101.758,157.329,127.978,156.878,296.379,109.465,264.601,117.757,214.923,116.98299999999999,196.13299999999998,110.902,206.00400000000002,123.396,72.499,122.52799999999999,103.09899999999999,121.96600000000001,118.95100000000001,130.635,309.367,125.26899999999999,181.69,123.046,269.156,127.646,114.736,167.638,108.863,174.878,100.18299999999999,70.247,144.046,157.572,227.62099999999998,115.414,94.00299999999999,57.738
219.75,879.0,,98.95200000000001,40.006,112.179,40.909,239.49900000000002,46.571000000000005,124.54299999999999,44.525,226.18599999999998,74.986,116.24600000000001,76.175,147.358,75.62,88.07700000000001,80.334,256.236,86.33200000000001,184.015,81.877,204.18900000000002,84.139,144.07,92.43299999999999,179.91099999999997,89.78299999999999,206.11700000000002,90.93,236.19400000000002,95.124,245.02599999999998,89.926,124.772,91.684,108.73700000000001,101.03200000000001,240.209,105.365,85.87200000000001,96.456,190.72400000000002,93.368,196.74599999999998,95.936,196.1,62.776,224.827,54.299,110.671,50.293,257.127,50.247,260.86400000000003,58.724,109.804,61.583999999999996,239.33900000000003,61.54600000000001,249.07299999999998,62.393,271.062,65.952,122.26100000000001,64.783,200.144,71.446,216.028,71.398,138.179,137.129,110.82,132.862,309.702,144.888,105.213,146.072,150.55700000000002,142.254,269.847,142.561,142.608,147.793,319.92900000000003,152.233,224.892,156.385,101.745,157.316,127.971,156.855,296.32,109.499,265.0,118.0,214.93,116.95700000000001,196.137,110.853,205.93400000000003,123.43799999999999,72.936,122.366,103.045,121.92399999999999,118.96799999999999,130.643,309.324,125.3,181.68900000000002,123.057,269.123,127.719,114.765,167.593,108.883,174.803,100.198,70.232,143.998,157.58100000000002,227.715,115.367,93.999,57.753
220.0,880.0,,98.81200000000001,39.894,112.17399999999999,40.924,239.576,46.534,124.524,44.504,226.236,74.935,116.96700000000001,75.23,147.36,75.643,88.525,80.189,256.323,86.361,184.00900000000001,81.88600000000001,204.326,84.292,144.05100000000002,92.331,179.863,89.68,206.138,90.925,236.388,95.088,245.02900000000002,89.911,124.76,91.634,108.766,101.04700000000001,240.144,105.37299999999999,85.897,96.444,190.74099999999999,93.365,196.78400000000002,95.916,196.139,62.833999999999996,224.854,54.272,110.7,50.253,257.118,50.248000000000005,260.879,58.665,109.781,61.608999999999995,239.282,61.453,248.998,62.468999999999994,270.634,65.711,122.24799999999999,64.773,200.215,71.324,216.16,71.422,138.256,137.166,110.806,132.83700000000002,309.625,144.721,105.211,146.11,150.561,142.27,269.721,142.502,142.60299999999998,147.763,320.123,152.124,224.868,156.276,101.715,157.267,127.96700000000001,156.833,296.26099999999997,109.492,264.506,117.65,214.94299999999998,116.946,196.085,110.806,205.96900000000002,123.495,73.10300000000001,122.223,103.037,122.046,118.994,130.672,309.251,125.289,181.706,123.051,269.09,127.71,114.76700000000001,167.579,108.89,174.83900000000003,100.249,70.222,143.961,157.592,227.699,115.303,93.95,57.761
220.25,881.0,,98.788,39.832,112.194,40.914,239.688,46.715,124.41,44.435,226.31900000000002,74.916,117.329,74.96,147.35,75.589,88.09899999999999,80.311,256.376,86.32,184.00599999999997,81.852,204.283,84.29299999999999,144.011,92.223,179.90099999999998,89.633,206.12900000000002,90.91799999999999,236.33,95.088,245.206,89.889,124.90100000000001,91.57700000000001,108.773,101.087,240.002,105.447,85.87299999999999,96.43799999999999,190.855,93.275,196.797,95.91,196.207,62.927,224.838,54.343999999999994,110.706,50.223,257.05400000000003,50.196000000000005,260.85900000000004,58.653999999999996,109.76299999999999,61.73,239.18099999999998,61.376999999999995,248.983,62.398999999999994,270.606,65.598,122.238,64.71,200.183,71.351,216.079,71.29,138.249,137.2,110.81200000000001,132.819,309.635,144.833,105.20700000000001,146.122,150.641,142.261,269.77099999999996,142.512,142.754,147.409,320.0,152.0,224.88,156.239,101.69200000000001,157.239,127.96,156.879,296.129,109.42200000000001,265.014,117.876,214.959,116.945,196.058,110.75,205.912,123.57700000000001,73.167,122.184,103.042,122.09100000000001,119.0,130.7,309.243,125.29299999999999,181.704,123.04700000000001,269.143,127.928,114.73899999999999,167.57,108.927,174.763,100.288,70.209,143.832,157.631,227.77700000000002,115.37299999999999,94.00200000000001,57.823
220.5,882.0,,98.655,39.659,112.25299999999999,40.91,239.72,46.711999999999996,124.51,44.388999999999996,226.358,74.965,117.182,75.018,147.305,75.637,88.383,80.195,256.302,86.285,183.963,81.915,204.232,84.17399999999999,144.10299999999998,92.368,179.947,89.58200000000001,206.16299999999998,90.897,236.332,95.001,245.22299999999998,89.93700000000001,124.958,91.676,108.786,101.14399999999999,240.03099999999998,105.44,85.861,96.432,190.895,93.266,196.804,95.917,196.312,62.933,224.857,54.167,110.677,50.235,257.082,50.188,260.866,58.617,109.743,61.84,239.31599999999997,61.431999999999995,249.054,62.402,270.517,65.594,122.19,64.672,200.15400000000002,71.282,216.02900000000002,71.294,138.333,137.189,110.82799999999999,132.796,309.72900000000004,144.98,105.38799999999999,146.191,150.714,142.25,269.866,142.375,142.74,147.368,319.524,152.42700000000002,224.852,156.188,101.675,157.236,127.928,156.929,296.152,109.469,264.802,117.805,214.924,116.876,196.055,110.625,205.86700000000002,123.65700000000001,73.04,122.348,103.055,122.105,119.03399999999999,130.69299999999998,309.26099999999997,125.26299999999999,181.699,123.07700000000001,269.118,127.944,114.749,167.50900000000001,108.90299999999999,174.84400000000002,100.291,70.175,143.833,157.531,227.76,115.302,94.005,57.873000000000005
220.75,883.0,,98.553,39.61,112.257,40.944,239.59599999999998,46.581,124.574,44.31,226.355,74.941,117.09200000000001,75.152,147.3,75.645,88.402,80.237,256.302,86.249,183.963,81.93299999999999,204.28599999999997,84.18799999999999,144.11,92.35600000000001,179.90400000000002,89.648,206.21,90.883,236.52700000000002,94.934,245.15099999999998,89.93700000000001,124.92299999999999,91.697,108.742,101.09299999999999,240.065,105.399,85.84299999999999,96.428,190.888,93.23700000000001,196.86,95.90799999999999,196.325,62.858000000000004,224.859,54.191,110.661,50.283,257.086,50.181000000000004,260.872,58.614,109.79899999999999,61.907,239.298,61.451,249.092,62.413000000000004,270.457,65.58800000000001,122.15899999999999,64.743,200.12900000000002,71.298,216.09599999999998,71.311,138.28799999999998,137.215,110.82700000000001,132.786,309.686,144.839,105.304,146.181,150.68,142.168,269.815,142.405,142.859,147.139,319.383,152.49,224.886,156.18200000000002,101.62299999999999,157.235,127.915,156.91299999999998,296.10200000000003,109.434,264.89,117.88,214.87,116.846,196.05599999999998,110.613,205.877,123.521,72.85300000000001,122.47399999999999,103.125,122.06200000000001,119.03200000000001,130.661,309.342,125.242,181.657,123.095,269.147,127.859,114.723,167.507,108.89200000000001,174.855,100.314,70.2,143.806,157.535,227.705,115.08,94.073,57.898
221.0,884.0,,98.59200000000001,39.522,112.31700000000001,40.922,239.50599999999997,46.452,124.573,44.159,226.30599999999998,74.893,117.00399999999999,75.184,147.361,75.585,88.325,80.207,256.35200000000003,86.28,183.986,81.928,204.303,84.381,144.123,92.281,179.953,89.744,206.205,90.931,236.514,94.87799999999999,245.261,89.956,124.851,91.743,108.70200000000001,101.04899999999999,240.053,105.421,85.84899999999999,96.42200000000001,190.91099999999997,93.29899999999999,196.882,95.87700000000001,196.375,62.842,224.90099999999998,54.169,110.661,50.283,257.13599999999997,50.125,260.862,58.684,109.822,61.925,239.31400000000002,61.43899999999999,249.08900000000003,62.417,270.551,65.617,122.163,64.745,200.135,71.304,216.084,71.22,138.31,137.29,110.887,132.77100000000002,309.69599999999997,144.79,105.23,146.14700000000002,150.727,142.121,269.678,142.19899999999998,142.861,146.982,319.47,152.614,224.878,156.128,101.65799999999999,157.215,127.927,156.899,296.056,109.294,264.902,117.87799999999999,214.918,116.866,195.997,110.60700000000001,205.826,123.569,72.77600000000001,122.351,103.10700000000001,122.11200000000001,118.99700000000001,130.66899999999998,309.444,125.286,181.695,123.10799999999999,269.156,127.846,114.695,167.485,108.92,174.84,100.322,70.194,143.634,157.65,227.708,115.084,94.02799999999999,57.942
221.25,885.0,,98.594,39.335,112.294,40.938,239.46400000000003,46.285,124.70100000000001,44.199,226.435,74.86,117.334,74.921,147.372,75.561,88.478,80.249,256.325,86.171,183.959,81.914,204.31400000000002,84.28399999999999,144.099,92.27600000000001,179.977,89.78299999999999,206.257,90.86200000000001,236.648,94.914,245.102,90.041,124.815,91.772,108.806,101.081,239.96200000000002,105.439,85.78399999999999,96.421,190.852,93.277,196.916,95.84100000000001,196.303,62.681999999999995,224.87599999999998,54.145,110.654,50.342,257.08099999999996,50.175,260.85900000000004,58.667,109.82,61.968999999999994,239.37099999999998,61.431000000000004,249.09799999999998,62.38,270.774,65.455,122.219,64.837,200.049,71.282,216.002,71.245,138.392,137.19899999999998,110.87100000000001,132.769,309.491,144.60399999999998,105.335,146.19299999999998,150.687,142.06799999999998,269.639,142.11,142.881,146.937,319.693,152.487,224.864,156.064,101.54799999999999,157.267,127.914,156.874,295.993,109.29899999999999,264.992,117.89200000000001,214.97799999999998,116.9,196.02200000000002,110.619,205.92700000000002,123.516,72.768,122.339,103.12700000000001,122.04799999999999,119.07,130.686,309.488,125.257,181.708,123.051,269.245,127.913,114.712,167.485,108.99,174.768,100.34899999999999,70.139,143.821,157.561,227.672,115.06700000000001,94.13,57.948
221.5,886.0,,98.559,39.287,112.344,40.887,239.417,46.27,124.762,44.106,226.507,74.794,117.083,75.142,147.336,75.62899999999999,88.52799999999999,80.153,256.377,86.205,183.972,81.885,204.325,84.178,144.188,92.277,179.983,89.65299999999999,206.27900000000002,90.82799999999999,236.635,94.87299999999999,245.19099999999997,89.971,124.875,91.72,108.693,101.148,239.99599999999998,105.455,85.74799999999999,96.432,190.84,93.346,196.847,95.844,196.29,62.622,224.87400000000002,54.216,110.59299999999999,50.401,257.168,50.157,260.823,58.653999999999996,109.802,61.88,239.33599999999998,61.512,249.138,62.383,271.066,65.195,122.22399999999999,64.87100000000001,200.025,71.233,215.957,71.411,138.418,137.17700000000002,110.89,132.779,309.519,144.514,105.32,146.211,150.82399999999998,142.025,269.693,142.18200000000002,142.91299999999998,146.975,319.84,152.564,224.85299999999998,155.982,101.50200000000001,157.16,127.917,156.886,296.03700000000003,109.383,265.077,117.861,215.047,116.92,196.019,110.55799999999999,206.018,123.48100000000001,73.018,122.20200000000001,103.196,122.06700000000001,119.04799999999999,130.697,309.504,125.24,181.705,123.056,269.312,127.91,114.786,167.31900000000002,108.99600000000001,174.775,100.32600000000001,70.138,143.714,157.62,227.658,114.965,94.13600000000001,57.913000000000004
221.75,887.0,,98.602,39.15,112.348,40.888000000000005,239.551,46.416000000000004,124.764,44.278,226.452,74.795,116.825,75.458,147.368,75.586,88.677,79.985,256.371,86.209,183.979,81.896,204.425,84.315,144.132,92.48,179.922,89.76,206.333,90.82600000000001,236.49200000000002,94.994,245.24,89.977,124.874,91.678,108.691,101.163,240.03900000000002,105.4,85.736,96.43299999999999,190.77900000000002,93.31,196.859,95.79299999999999,196.217,62.541000000000004,224.91299999999998,54.236999999999995,110.57799999999999,50.381,257.17900000000003,50.163000000000004,260.783,58.635,109.815,61.86600000000001,239.207,61.485,249.195,62.412,271.149,65.21,122.17200000000001,64.91,200.03900000000002,71.226,215.92,71.311,138.471,137.254,110.906,132.737,309.486,144.703,105.41799999999999,146.225,150.721,142.08100000000002,269.72,142.215,142.907,146.97899999999998,319.769,152.47,224.85,155.947,101.508,157.19799999999998,127.91799999999999,156.904,295.997,109.353,265.04900000000004,117.90299999999999,215.088,116.98899999999999,195.983,110.637,206.03400000000002,123.428,72.77600000000001,122.243,103.31,122.065,119.05799999999999,130.683,309.543,125.25200000000001,181.739,123.04299999999999,269.308,127.917,114.71700000000001,167.423,109.042,174.72799999999998,100.37,70.141,143.753,157.616,227.745,115.066,94.147,57.903999999999996
222.0,888.0,,98.54299999999999,39.107,112.368,40.891,239.81599999999997,46.54,124.755,44.401,226.452,74.755,116.546,76.171,147.363,75.60600000000001,88.527,80.109,256.377,86.185,184.033,81.86399999999999,204.46200000000002,84.24600000000001,144.094,92.546,179.963,89.815,206.30599999999998,90.816,236.50799999999998,94.999,245.28900000000002,90.023,124.823,91.605,108.615,101.17399999999999,240.08700000000002,105.325,85.727,96.39299999999999,190.753,93.291,196.80599999999998,95.83200000000001,196.215,62.413999999999994,224.86700000000002,54.095,110.539,50.437,257.131,50.185,260.742,58.55,109.79700000000001,61.94,239.157,61.442,249.13400000000001,62.38399999999999,270.997,65.197,122.25399999999999,64.89399999999999,200.03900000000002,71.26,215.717,71.23,138.395,137.327,110.915,132.763,309.776,144.994,105.285,146.124,150.72899999999998,142.119,269.809,142.16899999999998,142.939,146.894,320.119,152.314,224.86,155.893,101.57,157.157,127.917,156.881,296.019,109.484,265.073,117.898,215.166,117.094,195.977,110.59299999999999,205.946,123.57700000000001,72.566,122.259,103.21799999999999,121.973,119.083,130.686,309.624,125.212,181.75799999999998,123.039,269.32099999999997,127.787,114.721,167.46900000000002,108.98200000000001,174.687,100.376,70.094,143.767,157.575,227.81599999999997,115.064,94.148,57.871
222.25,889.0,,98.536,38.986999999999995,112.32600000000001,40.927,239.84400000000002,46.571000000000005,124.79799999999999,44.702,226.477,74.764,117.00200000000001,75.396,147.386,75.543,88.302,80.197,256.41900000000004,86.15,184.014,81.85,204.49400000000003,84.15899999999999,144.02200000000002,92.301,179.956,89.78399999999999,206.34900000000002,90.771,236.58,94.925,245.243,89.99700000000001,124.788,91.516,108.64299999999999,101.23200000000001,240.007,105.335,85.73200000000001,96.398,190.731,93.25399999999999,196.78400000000002,95.913,196.202,62.463,224.87,54.173,110.49700000000001,50.343999999999994,257.055,50.167,260.718,58.578,109.81299999999999,61.975,239.34400000000002,61.571999999999996,249.053,62.37,270.803,65.417,122.191,64.942,200.062,71.21300000000001,215.856,71.23,138.461,137.275,110.883,132.774,309.67900000000003,144.939,105.402,146.132,150.683,142.14700000000002,269.89799999999997,142.183,143.0,146.832,319.8,152.515,224.81,155.964,101.55799999999999,157.22899999999998,127.931,156.85399999999998,296.143,109.46,265.17,117.92399999999999,215.25900000000001,117.124,195.955,110.56200000000001,206.051,123.514,72.425,122.279,103.249,121.971,119.088,130.631,309.64099999999996,125.238,181.791,123.087,269.413,127.92399999999999,114.71799999999999,167.47799999999998,108.926,174.607,100.42,70.08800000000001,143.859,157.651,227.657,115.039,94.439,58.026
222.5,890.0,,98.52,39.13,112.277,40.97,239.83700000000002,46.606,124.898,44.61,226.40400000000002,74.758,117.146,75.238,147.335,75.487,87.738,80.461,256.465,86.116,183.96599999999998,81.84899999999999,204.553,84.132,144.08,93.266,180.041,89.721,206.36,90.76100000000001,236.388,94.992,245.197,89.993,124.87,91.579,108.654,101.23700000000001,240.079,105.27799999999999,85.685,96.37799999999999,190.75900000000001,93.215,196.825,95.853,196.34900000000002,62.555,224.829,54.178999999999995,110.50200000000001,50.276,256.985,50.177,260.682,58.538000000000004,109.796,61.998999999999995,239.437,61.596000000000004,249.01,62.434,271.082,65.184,122.22399999999999,64.98100000000001,200.092,71.223,215.889,71.193,138.474,137.214,110.899,132.79399999999998,309.686,144.838,105.464,146.17700000000002,150.684,142.00799999999998,269.909,142.136,143.002,146.795,319.789,152.564,224.804,155.982,101.537,157.16899999999998,127.90899999999999,156.79399999999998,296.059,109.208,265.14599999999996,117.955,215.21599999999998,117.12299999999999,195.963,110.571,206.202,123.414,72.64699999999999,122.20299999999999,103.32,121.956,119.069,130.655,309.654,125.251,181.785,123.024,269.394,127.94200000000001,114.682,167.49099999999999,108.90799999999999,174.671,100.412,70.078,143.804,157.709,227.53400000000002,114.85799999999999,94.54299999999999,58.066
222.75,891.0,,98.363,39.161,112.281,40.996,239.84900000000002,46.523,125.06200000000001,44.626999999999995,226.385,74.718,117.26899999999999,75.197,147.3,75.509,86.96700000000001,80.774,256.473,86.24,183.899,81.87,204.602,84.161,143.996,93.038,180.051,89.79899999999999,206.421,90.835,236.19299999999998,95.083,245.19,89.941,124.91,91.634,108.704,101.277,240.003,105.309,85.667,96.348,190.81,93.196,196.84900000000002,95.80799999999999,196.33700000000002,62.542,224.783,54.108999999999995,110.51100000000001,50.205,256.933,50.233999999999995,260.71,58.553999999999995,109.814,62.091,239.523,61.7,249.00799999999998,62.452,271.27299999999997,64.986,122.08200000000001,65.001,200.077,71.217,215.94299999999998,71.193,138.543,137.189,110.887,132.786,309.735,144.933,105.426,146.156,150.651,141.91299999999998,269.678,142.06,143.014,146.851,319.717,152.533,224.817,155.998,101.51100000000001,157.204,127.92299999999999,156.819,296.017,109.331,264.996,117.89200000000001,215.335,117.199,195.96900000000002,110.57,206.11700000000002,123.56200000000001,72.888,122.189,103.29899999999999,121.917,119.08,130.586,309.663,125.25299999999999,181.755,123.04799999999999,269.45099999999996,128.03,114.665,167.495,108.79,174.58700000000002,100.42299999999999,70.018,143.798,157.644,227.498,114.76799999999999,94.626,58.04600000000001
