TimesH,Frame,36,37,50,58,89,92,93,95,101,106,110,111,113,115,116,119,120,124,130,131,132,136,142,143,148,151,154,156,159,160,170,183,196,197,199,208,214,215,216,228,230,236,246,249,257,265,280,283,290,300,304,306,312,317,319,320,374,379,418,437,643,928
165.5,662.0,613.0219999999999,615.1990000000001,610.315,612.766,615.599,620.075,620.044,613.365,613.497,628.394,622.748,624.028,629.295,622.993,613.849,614.698,620.34,614.626,613.139,612.453,626.789,625.536,617.9,616.119,616.071,611.143,610.716,622.552,614.986,611.056,610.2909999999999,623.854,623.7280000000001,621.785,617.2180000000001,614.019,613.658,616.136,615.246,611.467,615.216,610.797,613.116,613.266,616.812,610.627,613.216,619.631,621.239,618.746,613.254,614.64,616.295,610.88,618.423,610.1669999999999,619.255,613.118,,,,
165.75,663.0,613.4019999999999,615.1519999999999,611.164,613.318,616.535,620.674,619.356,613.242,614.366,628.556,622.882,624.259,629.545,621.65,614.453,614.221,619.1569999999999,615.92,613.097,612.3380000000001,626.592,625.766,617.138,615.143,617.32,610.7869999999999,611.804,621.717,614.781,610.7869999999999,609.246,622.859,623.6709999999999,621.497,617.41,614.798,612.5790000000001,615.472,615.109,612.043,615.721,611.442,612.497,613.707,616.172,611.6659999999999,612.305,619.203,621.751,618.404,613.415,614.197,615.749,611.298,618.089,610.3480000000001,619.33,612.341,,,,
166.0,664.0,612.899,616.183,610.929,614.523,615.863,617.538,617.384,612.927,612.962,628.2040000000001,620.882,618.306,625.633,617.569,612.737,613.79,617.378,613.914,612.745,610.371,622.793,621.73,616.179,616.4119999999999,616.118,611.1619999999999,611.081,617.2,614.688,611.701,609.482,618.881,620.101,620.3330000000001,614.471,613.948,612.664,614.269,613.2130000000001,609.491,614.445,610.36,611.707,613.072,615.3530000000001,611.188,610.698,616.744,618.151,616.467,612.877,613.065,614.4169999999999,610.11,617.637,609.878,616.156,611.581,616.716,614.697,,
166.25,665.0,611.879,615.5790000000001,610.566,612.616,614.966,618.0219999999999,616.286,612.2769999999999,612.7180000000001,626.28,619.932,618.807,624.311,617.155,612.137,614.104,617.821,612.974,611.388,610.73,622.995,620.061,615.7230000000001,615.6419999999999,616.591,610.389,610.986,617.007,613.918,610.756,609.97,618.476,621.3240000000001,620.369,613.281,613.732,611.9680000000001,614.222,611.77,609.582,614.077,610.487,610.066,612.971,615.008,610.367,610.3969999999999,616.639,616.837,615.703,612.847,613.04,612.7919999999999,609.431,617.735,609.381,615.75,610.664,617.221,613.53,,
166.5,666.0,611.497,615.172,610.0219999999999,612.803,614.14,616.529,615.741,612.48,612.065,625.4069999999999,619.751,618.707,624.109,617.198,612.8330000000001,612.999,616.002,612.953,612.0409999999999,609.879,621.845,620.805,615.375,616.211,615.545,609.7669999999999,610.241,616.155,614.455,611.7869999999999,609.4019999999999,617.4780000000001,619.693,619.809,613.447,614.261,611.922,614.8,611.961,610.496,614.755,609.703,610.82,611.814,615.624,610.457,610.96,616.558,617.611,615.538,612.254,612.443,613.2130000000001,609.511,617.367,609.256,614.806,611.349,616.456,613.732,,
166.75,667.0,610.849,615.281,620.249,613.4780000000001,614.217,617.38,615.89,611.874,612.506,626.182,619.479,618.064,624.09,617.136,611.654,613.605,616.832,613.2130000000001,611.724,610.122,622.746,620.47,615.2090000000001,614.806,616.003,609.808,609.511,616.245,613.4490000000001,611.1619999999999,608.6619999999999,618.969,619.566,620.076,612.5459999999999,613.569,612.26,615.1469999999999,612.047,609.863,614.384,610.3330000000001,611.361,612.186,615.3919999999999,610.429,610.491,616.115,617.489,616.1619999999999,612.1080000000001,612.492,613.261,609.56,616.664,609.562,615.364,610.9019999999999,616.7230000000001,613.971,,
167.0,668.0,611.1519999999999,615.261,610.592,612.944,614.521,617.373,615.408,611.513,612.0840000000001,625.356,619.966,618.14,623.261,617.3330000000001,611.381,613.062,616.8009999999999,613.189,611.26,610.043,621.842,620.242,615.818,615.354,616.67,610.323,609.9169999999999,616.0980000000001,613.6759999999999,611.4209999999999,608.889,617.846,619.086,620.387,612.868,613.475,611.752,615.327,612.249,610.153,614.786,610.044,611.78,612.948,615.105,609.751,611.496,615.863,617.888,615.942,612.02,612.992,613.045,609.288,616.807,609.196,615.1080000000001,611.006,616.87,613.638,,
167.25,669.0,611.622,615.582,610.5459999999999,612.535,614.727,616.645,615.433,611.5,611.406,625.2719999999999,618.419,618.488,623.545,616.969,612.03,613.555,616.025,612.8480000000001,612.06,,623.006,621.349,615.703,615.994,616.874,610.915,609.774,615.589,613.539,611.66,609.2769999999999,617.373,618.731,620.056,612.947,614.133,611.794,614.969,612.57,610.686,613.839,609.813,611.529,613.31,614.996,610.432,610.873,615.766,617.151,615.581,612.5,612.195,613.595,609.573,617.191,608.898,615.753,611.6759999999999,617.318,613.339,,
167.5,670.0,610.999,615.7769999999999,610.646,612.263,614.88,616.867,615.775,611.181,611.1469999999999,625.9259999999999,619.995,619.578,624.264,617.106,611.732,614.149,617.769,613.087,610.682,610.1569999999999,622.427,621.476,615.086,614.819,615.9730000000001,611.016,610.536,616.716,613.882,611.639,609.113,618.29,619.924,620.059,613.429,613.571,611.822,615.133,612.818,610.3330000000001,613.817,610.378,611.786,613.0319999999999,614.545,610.751,611.351,615.447,618.813,615.817,611.873,612.322,613.202,609.11,617.216,608.971,615.73,611.385,617.2719999999999,612.9259999999999,,
