TimesH,Frame,3,8,11,13,14,37,38,39,42,48,59,60,77,79,82,94,108,110,118,121,140,151,153,161,166,176,183,187,194,207,210,212,213,215,219,227,239,298,375,423,433,456,468,473,475,480,502,520,612,640,695,1004,1418,1503,1658,1716,1846,2015,2141,2289
334.75,1339.0,613.318,613.628,616.629,613.7869999999999,616.442,612.216,613.938,612.932,612.382,614.576,615.817,612.077,613.769,613.346,612.479,613.7180000000001,613.246,616.462,613.1,612.302,611.871,610.314,611.14,610.891,611.669,608.4159999999999,610.679,612.378,611.592,613.7869999999999,609.446,610.307,612.757,612.644,612.5880000000001,611.4590000000001,611.69,609.601,610.136,615.404,613.823,615.534,612.451,612.21,613.606,613.418,611.428,610.628,,,,,,,,,,,,
335.0,1340.0,613.0980000000001,613.633,617.057,614.617,617.025,612.765,614.64,613.597,613.158,615.384,615.628,612.601,615.092,614.457,612.246,614.045,613.28,617.7180000000001,613.192,612.38,612.743,610.2819999999999,611.114,611.0790000000001,611.802,609.5740000000001,610.234,612.433,610.785,614.226,607.821,610.658,612.075,611.993,611.927,611.879,612.403,609.198,610.794,616.5840000000001,614.068,615.401,612.885,613.168,613.175,613.1709999999999,612.19,610.988,608.965,,,,,,,,,,,
335.25,1341.0,613.43,613.797,616.798,614.752,617.114,613.4,613.855,613.9730000000001,613.788,615.248,616.474,612.811,614.9540000000001,614.028,612.863,614.295,612.987,617.38,613.279,613.437,613.457,611.697,611.297,610.394,613.244,609.359,610.842,613.566,611.609,615.1569999999999,608.381,609.7669999999999,612.63,611.915,611.618,612.087,612.929,609.453,610.752,616.3290000000001,614.604,616.309,612.341,612.605,614.119,613.304,611.625,610.928,609.076,,,,,,,,,,,
335.5,1342.0,613.775,614.6669999999999,617.924,614.4590000000001,617.344,613.529,615.04,614.314,613.765,616.506,616.154,612.494,615.438,614.66,613.367,614.154,614.35,618.855,613.871,613.465,613.128,610.943,611.625,610.628,612.941,610.179,611.558,613.68,611.253,615.1759999999999,608.255,610.418,613.438,612.462,612.552,612.248,612.589,609.502,611.058,616.731,613.3,616.96,612.9830000000001,612.6,614.22,614.057,611.719,611.494,,,,,,,,,,,,
335.75,1343.0,613.2869999999999,615.569,619.0830000000001,615.408,618.5269999999999,613.865,614.4830000000001,614.888,613.6659999999999,617.629,616.911,613.086,615.344,614.57,614.0509999999999,614.759,615.244,618.79,614.434,613.393,613.4119999999999,611.479,611.323,611.35,613.68,609.405,610.842,614.309,612.4069999999999,616.1990000000001,609.134,610.939,614.099,612.126,612.849,612.672,613.19,609.589,611.3580000000001,618.851,614.658,617.414,613.244,612.674,613.93,615.306,612.447,611.286,,,,,,,,,,,,
336.0,1344.0,614.269,616.7230000000001,620.36,616.4680000000001,619.2909999999999,613.649,615.878,615.561,615.7819999999999,617.611,617.326,612.98,616.271,615.56,613.997,615.9209999999999,616.606,619.908,615.053,614.962,613.92,611.554,611.75,610.9780000000001,614.499,609.798,611.944,615.003,613.122,615.868,608.874,611.25,614.0840000000001,614.144,613.24,612.743,612.785,609.562,612.095,617.575,615.298,617.85,614.183,612.633,614.899,614.819,612.506,611.331,,,,,,,,,,,,
336.25,1345.0,615.0840000000001,617.44,620.6990000000001,616.4590000000001,620.105,612.086,615.883,615.648,614.7180000000001,617.81,617.906,612.813,615.7330000000001,615.752,614.967,616.158,617.016,619.998,614.354,614.788,614.374,612.012,611.855,612.107,615.145,610.033,611.609,616.127,612.716,617.305,609.214,610.989,614.937,614.605,614.072,614.106,613.668,610.497,612.832,618.501,615.2,618.013,614.655,613.26,615.183,616.495,613.146,610.99,,,,,,,,,,,,
336.5,1346.0,614.249,616.738,621.0880000000001,617.724,620.495,612.339,617.4259999999999,616.866,615.92,618.043,618.427,614.004,616.631,614.745,614.933,616.303,616.92,619.933,614.7919999999999,614.781,614.307,612.484,613.63,611.98,615.068,610.112,612.46,616.682,612.993,617.8430000000001,608.937,611.403,615.87,614.4119999999999,614.867,613.744,614.068,610.306,612.596,618.991,616.253,618.727,615.116,613.403,616.085,616.332,612.535,611.59,,,,,,,,,,,,
336.75,1347.0,614.523,618.344,620.8919999999999,617.119,621.876,612.474,618.1080000000001,617.619,616.156,618.422,618.015,614.318,616.705,616.056,615.506,615.9259999999999,617.6709999999999,619.678,615.852,614.75,615.335,613.347,612.884,612.1709999999999,615.115,609.84,611.8380000000001,615.9209999999999,612.729,617.14,608.811,612.119,615.328,614.254,614.5840000000001,614.06,613.554,610.81,612.69,619.846,616.456,619.1619999999999,614.383,613.375,615.929,616.77,612.497,611.755,,,,,,,,,,,,
337.0,1348.0,615.65,618.273,623.281,618.117,622.259,613.394,617.0830000000001,616.675,617.43,618.177,618.318,614.181,617.115,615.663,615.5790000000001,615.951,617.372,621.553,615.457,616.106,615.5980000000001,612.624,612.745,611.69,615.7669999999999,610.133,612.241,616.614,612.2040000000001,618.202,608.869,611.525,615.972,614.7080000000001,614.797,614.01,613.939,610.573,612.7040000000001,619.5319999999999,617.991,619.462,614.991,613.391,616.215,614.952,612.385,611.425,610.74,,,,,,,,,,,
337.25,1349.0,615.313,618.974,622.386,618.651,622.193,612.5219999999999,617.6080000000001,617.009,616.3530000000001,618.031,618.555,614.125,617.743,615.168,616.508,615.376,616.994,620.4830000000001,615.665,615.487,616.243,613.09,612.836,611.2869999999999,615.799,610.425,612.98,617.915,612.491,617.511,608.614,611.59,615.818,615.025,615.295,615.25,614.312,610.953,613.225,619.725,616.553,619.745,615.659,614.023,617.0319999999999,615.545,613.307,612.799,610.946,,,,,,,,,,,
337.5,1350.0,616.26,618.648,621.249,618.116,623.045,613.418,617.82,617.639,616.247,617.52,617.914,614.344,618.545,614.928,615.66,617.303,617.681,619.693,615.5,616.281,614.595,613.7719999999999,613.705,612.646,616.747,610.703,613.067,617.635,613.113,617.235,609.207,611.5419999999999,616.687,614.873,614.302,614.487,614.868,610.586,613.193,619.513,617.5840000000001,621.194,615.2090000000001,615.481,616.761,615.383,612.2280000000001,612.278,611.0,,,,,,,,,,,
337.75,1351.0,616.004,619.889,621.559,619.632,623.505,616.294,616.919,617.045,617.616,618.8009999999999,618.988,614.455,617.577,615.874,615.9169999999999,617.9259999999999,618.805,619.507,615.84,616.83,615.361,613.606,613.003,612.884,616.784,610.472,612.84,617.629,613.07,618.382,609.381,612.499,616.842,615.313,615.927,614.47,615.419,610.245,613.2669999999999,619.816,617.741,620.893,615.482,614.4169999999999,617.005,615.105,612.83,612.009,610.4590000000001,615.1419999999999,,,,,,,,,,
338.0,1352.0,615.7819999999999,620.453,621.9169999999999,619.278,623.249,,618.975,617.508,617.703,619.524,618.9169999999999,615.554,618.68,616.186,616.845,618.004,619.2869999999999,619.314,616.37,617.451,615.67,613.78,613.815,612.423,616.403,610.439,612.549,618.846,613.544,619.003,609.559,611.877,618.249,615.437,615.82,615.278,614.319,610.634,614.331,620.18,618.178,622.008,615.482,614.929,617.832,615.976,612.839,612.234,611.225,615.586,,,,,,,,,,
338.25,1353.0,617.814,621.401,622.2230000000001,619.42,624.744,,617.762,617.146,617.378,619.9259999999999,619.612,616.457,618.048,616.221,616.697,618.331,620.065,619.232,616.242,618.16,615.799,614.493,612.8919999999999,612.04,616.391,610.245,612.811,618.863,613.441,618.451,608.7819999999999,611.9490000000001,617.6080000000001,615.535,615.872,615.96,614.856,610.904,613.71,620.159,618.32,622.002,615.428,615.4209999999999,616.985,615.783,612.9159999999999,611.549,610.9169999999999,,,,,,,,,,,
338.5,1354.0,617.414,623.036,622.015,621.599,626.341,,619.419,618.278,616.7090000000001,620.256,621.154,616.545,618.732,616.599,617.246,618.979,621.6759999999999,620.39,616.734,618.793,616.7719999999999,613.961,614.044,612.563,617.33,610.4209999999999,613.5459999999999,618.981,613.76,619.172,609.621,612.107,618.5980000000001,616.85,617.566,616.151,615.1759999999999,611.465,613.3480000000001,620.88,619.451,621.436,616.528,616.427,617.43,616.012,612.786,611.605,611.179,,,,,,,,,,,
338.75,1355.0,618.651,623.876,623.823,622.5880000000001,628.679,,620.383,618.3240000000001,618.717,622.048,621.79,617.2919999999999,620.257,617.34,617.771,619.475,621.665,620.63,617.105,619.486,617.835,614.015,613.857,613.851,617.136,611.01,615.242,621.156,614.385,620.359,609.0509999999999,612.5840000000001,619.369,617.005,617.5840000000001,616.669,615.246,611.498,614.66,622.018,619.356,623.5219999999999,617.14,615.94,618.265,616.2769999999999,613.35,612.136,610.879,,,,,,,,,,,
339.0,1356.0,619.278,623.831,624.942,624.266,629.828,,620.607,618.592,618.21,621.9580000000001,622.975,618.135,621.002,617.245,618.625,621.989,622.819,620.455,618.365,621.19,619.031,615.361,613.81,613.215,617.8480000000001,610.9259999999999,614.66,620.998,614.325,621.738,610.335,612.274,621.799,618.592,617.549,617.184,617.192,610.855,614.126,623.387,620.25,623.1669999999999,617.501,617.428,619.055,616.844,613.41,612.625,,,,,,,,,,,,
339.25,1357.0,620.377,625.288,624.302,624.998,631.409,614.2130000000001,621.693,619.118,619.111,622.244,624.049,619.1519999999999,622.854,617.941,619.28,622.898,624.395,622.714,618.557,620.747,618.981,615.307,614.057,613.618,617.303,611.567,615.35,621.749,614.045,623.305,609.874,613.235,621.683,618.956,618.492,618.385,617.536,611.554,614.476,624.172,620.21,624.812,617.347,617.621,619.913,616.303,613.9069999999999,612.229,,,622.687,,,,,,,,,
339.5,1358.0,622.205,626.182,625.188,627.357,632.528,614.636,622.188,619.332,620.48,624.393,626.275,620.99,623.275,618.3580000000001,619.2959999999999,624.533,624.818,622.5880000000001,619.289,622.025,618.601,616.741,614.156,614.576,617.743,610.891,615.735,623.779,615.0880000000001,624.359,610.2869999999999,612.944,622.293,619.493,619.279,618.9680000000001,618.242,611.638,614.424,625.736,621.117,626.646,619.038,618.245,620.9209999999999,616.105,614.524,612.025,,,623.136,,,,,,,,,
339.75,1359.0,622.069,626.297,624.91,626.48,634.509,615.638,622.659,619.632,620.479,625.0,627.2080000000001,620.661,624.393,618.47,619.451,626.229,624.85,622.691,620.238,621.721,620.0980000000001,617.057,614.5930000000001,614.54,619.183,611.239,615.575,624.5269999999999,615.396,625.864,610.9019999999999,613.812,623.1469999999999,620.325,619.559,619.516,618.2909999999999,611.899,615.674,626.069,620.638,627.383,619.446,618.6519999999999,620.332,616.7869999999999,614.482,612.9119999999999,,,625.293,,,,,,,,,
340.0,1360.0,622.411,627.85,626.6519999999999,626.998,635.595,616.016,623.779,621.1759999999999,621.589,624.822,628.254,621.562,624.766,620.614,620.7130000000001,626.776,626.96,623.629,621.369,623.303,621.153,618.17,615.302,614.561,618.549,611.616,617.4590000000001,624.613,615.9069999999999,626.711,609.617,613.7080000000001,622.951,621.086,619.471,620.325,619.156,611.298,615.112,628.56,621.476,629.133,620.1519999999999,619.898,621.507,617.398,615.557,612.638,,,626.013,,,,,,,,,
