TimesH,Frame,3,8,15,19,33,40,44,48,60,65,81,104,111,119,121,123,126,127,132,133,136,143,147,151,156,157,160,163,165,170,173,174,180,184,185,187,189,190,193,194,198,206,214,215,217,220,221,222,227,229,233,234,235,262,267,270,271,272,284,286,288,292,293,906,1031,1107,1241,1384
4.75,19.0,616.8380000000001,614.486,613.8380000000001,612.514,617.3240000000001,617.081,610.8919999999999,616.0,610.8919999999999,613.568,614.6759999999999,619.784,613.486,620.6759999999999,617.3240000000001,615.595,612.135,618.757,611.865,618.8919999999999,616.0269999999999,616.3240000000001,614.405,615.486,615.189,615.405,611.8919999999999,612.811,611.432,613.378,614.27,611.27,618.5409999999999,615.595,616.73,618.054,613.351,613.5409999999999,612.432,618.189,619.3240000000001,621.216,610.3240000000001,616.432,613.757,618.3240000000001,615.9730000000001,612.135,619.135,613.351,619.351,610.0,621.486,611.568,611.486,612.5409999999999,611.568,614.216,612.0269999999999,611.595,611.432,611.514,611.0,,,,,
5.0,20.0,616.919,614.081,612.865,613.405,618.216,617.649,611.081,616.8380000000001,610.8919999999999,615.1619999999999,615.216,620.568,613.405,620.297,617.811,615.595,612.1080000000001,619.649,612.378,619.432,616.378,615.649,614.8919999999999,615.622,614.946,616.0269999999999,611.405,612.811,612.216,614.189,614.757,612.0269999999999,618.135,615.405,617.649,617.432,613.622,613.486,612.8380000000001,618.27,619.27,620.8919999999999,609.8919999999999,616.73,614.378,617.486,616.081,611.6759999999999,620.378,612.9730000000001,619.405,610.216,619.4590000000001,611.3240000000001,611.73,613.1080000000001,611.757,614.1080000000001,611.189,610.811,611.622,610.8380000000001,610.9730000000001,,,,,
5.25,21.0,617.1619999999999,613.595,613.351,612.8380000000001,617.622,616.9730000000001,611.081,616.054,611.27,614.73,614.622,619.405,613.73,620.6759999999999,617.6759999999999,615.595,612.216,619.081,612.757,620.297,616.649,615.595,615.243,614.919,615.378,615.3240000000001,611.73,612.811,612.649,614.3240000000001,613.73,611.811,618.6759999999999,615.811,616.73,617.1080000000001,612.6759999999999,614.243,612.622,617.8919999999999,619.5409999999999,621.189,610.0,617.216,614.1619999999999,618.73,615.486,611.919,619.9730000000001,612.703,619.243,609.649,619.784,611.514,610.865,612.622,612.135,614.568,612.0269999999999,611.946,611.135,610.784,610.9730000000001,,,,,
5.5,22.0,616.649,614.4590000000001,612.9730000000001,612.568,617.4590000000001,616.622,611.5409999999999,616.135,611.1619999999999,613.9730000000001,615.297,620.0269999999999,613.8919999999999,619.6759999999999,617.514,615.73,612.351,619.6759999999999,611.3240000000001,619.514,617.135,615.9730000000001,615.081,616.351,615.5409999999999,619.243,611.8380000000001,612.757,612.0,614.243,614.1619999999999,611.297,618.811,615.622,616.784,617.784,614.1619999999999,613.243,613.1080000000001,619.1080000000001,619.9730000000001,621.189,610.3240000000001,617.27,613.8380000000001,618.622,616.243,612.189,620.5409999999999,611.8380000000001,618.595,610.9730000000001,621.405,611.595,611.405,612.784,611.8919999999999,614.784,611.784,611.622,611.6759999999999,611.297,611.5409999999999,,,,,
5.75,23.0,616.811,614.1619999999999,613.27,612.432,617.622,617.1619999999999,611.135,615.1619999999999,610.432,614.4590000000001,615.3240000000001,620.297,614.1619999999999,621.216,617.946,616.189,612.8380000000001,618.811,611.784,619.378,616.189,616.054,614.297,615.189,615.054,615.865,611.8380000000001,612.5409999999999,611.486,613.5409999999999,614.351,610.622,619.351,615.351,616.811,617.3240000000001,613.216,614.054,612.9730000000001,617.9730000000001,620.054,621.4590000000001,610.514,617.216,614.1080000000001,618.946,615.216,612.1619999999999,619.649,612.4590000000001,618.811,610.5409999999999,620.216,611.135,611.568,613.297,611.8380000000001,614.595,612.757,610.865,611.351,611.378,611.595,,,,,
6.0,24.0,616.0269999999999,614.5409999999999,613.3240000000001,612.649,618.73,617.8380000000001,611.1080000000001,616.378,611.27,614.4590000000001,615.486,620.73,613.351,621.0,618.297,615.622,612.0,619.054,611.649,619.514,616.8380000000001,615.649,614.486,614.865,614.784,615.5409999999999,612.486,612.9730000000001,611.432,613.865,614.189,611.27,619.0269999999999,615.27,616.919,618.0269999999999,614.297,614.514,611.757,618.622,619.784,621.378,610.054,617.054,613.6759999999999,619.432,615.919,612.378,620.351,613.568,618.8380000000001,610.0,620.4590000000001,610.946,611.6759999999999,613.1619999999999,611.4590000000001,615.3240000000001,612.0,611.3240000000001,612.1080000000001,611.1619999999999,610.865,,,,,
6.25,25.0,617.3240000000001,615.216,614.0,613.081,617.8919999999999,616.649,611.1619999999999,615.703,611.0,614.568,615.784,620.27,614.486,620.27,618.486,616.054,612.595,619.081,611.9730000000001,618.811,616.568,615.8919999999999,615.432,614.649,614.946,616.351,611.189,612.649,611.865,613.6759999999999,614.216,610.622,619.8919999999999,616.135,617.351,619.486,613.189,614.135,612.5409999999999,618.486,619.351,620.243,609.946,618.0269999999999,613.0,618.703,615.27,611.568,620.189,612.784,619.811,610.1619999999999,621.649,610.919,612.135,612.865,612.703,613.811,612.054,612.135,612.622,611.135,610.4590000000001,,,,,
6.5,26.0,617.243,614.703,613.405,612.946,618.054,617.3240000000001,610.8919999999999,615.216,610.8919999999999,613.784,615.811,620.1619999999999,613.9730000000001,621.081,617.703,615.73,612.135,619.649,612.378,619.243,616.865,616.568,614.8919999999999,615.1080000000001,615.432,615.6759999999999,612.432,612.622,611.622,614.054,614.297,610.486,619.297,615.216,616.919,618.216,614.4590000000001,614.486,613.622,617.811,620.0269999999999,621.946,609.622,616.1080000000001,615.1619999999999,619.4590000000001,615.297,611.486,620.1619999999999,612.757,621.432,610.351,621.757,611.378,611.3240000000001,612.622,612.757,613.784,612.0269999999999,611.243,612.0269999999999,610.811,611.73,,,,,
6.75,27.0,616.622,615.432,613.486,613.0,618.351,616.8919999999999,610.568,616.27,611.595,613.8380000000001,615.243,620.405,613.649,620.919,618.757,616.216,612.568,621.0269999999999,612.351,619.514,616.514,615.4590000000001,614.703,615.432,614.514,615.6759999999999,612.0,612.514,612.351,613.946,614.486,611.243,619.432,615.73,616.757,618.649,612.8919999999999,615.0,613.405,618.6759999999999,619.595,620.405,609.8919999999999,616.514,613.243,618.054,616.595,611.8380000000001,621.1619999999999,612.8919999999999,618.243,610.486,621.216,611.514,612.5409999999999,613.0,612.081,614.6759999999999,611.514,610.919,611.27,611.73,610.9730000000001,,,,,
7.0,28.0,616.27,615.27,613.514,612.649,618.0,617.054,611.3240000000001,615.649,611.0,614.757,615.622,620.811,613.4590000000001,620.595,618.3240000000001,616.054,612.8380000000001,619.784,611.297,619.297,616.432,615.486,614.405,614.189,614.189,615.9730000000001,612.297,612.27,612.081,613.73,614.1619999999999,611.865,619.757,615.919,616.946,618.054,614.243,615.297,613.703,618.486,620.0269999999999,620.919,610.189,616.568,613.378,618.081,615.514,612.243,620.649,612.514,619.216,610.27,621.8919999999999,611.486,611.8919999999999,613.378,612.6759999999999,614.486,612.054,612.054,611.378,611.9730000000001,611.811,,,,,
7.25,29.0,616.919,615.27,613.432,612.703,617.919,617.243,610.8919999999999,616.622,611.243,613.757,614.351,619.595,613.622,621.054,618.919,615.9730000000001,612.27,619.297,612.622,620.1619999999999,616.622,615.514,615.378,615.5409999999999,614.568,616.189,612.378,612.432,611.649,614.1619999999999,615.351,611.649,619.135,615.432,617.514,619.432,614.243,615.703,613.405,618.865,620.27,621.054,609.919,617.1080000000001,614.135,619.1619999999999,616.703,611.568,621.3240000000001,613.568,618.757,609.649,621.757,611.486,611.378,612.865,611.73,614.405,612.243,611.081,612.351,610.811,610.703,,,,,
7.5,30.0,616.297,615.054,613.568,612.865,617.703,617.189,611.514,615.703,610.0,613.784,615.8380000000001,620.622,613.757,619.865,618.054,615.649,612.3240000000001,619.757,612.27,619.622,616.1080000000001,614.703,614.6759999999999,615.595,614.081,616.0269999999999,612.8919999999999,612.135,612.0,614.703,614.919,611.378,620.054,615.919,617.297,619.27,614.486,615.649,613.811,618.0269999999999,619.703,620.595,610.757,617.297,613.595,618.351,616.432,611.784,621.054,613.054,619.568,609.703,622.081,611.405,611.703,612.6759999999999,611.919,614.757,612.378,610.919,611.811,610.8380000000001,610.811,,,,,
7.75,31.0,616.27,614.703,613.378,612.757,617.1080000000001,617.297,611.5409999999999,616.189,611.378,613.865,614.514,620.703,613.486,621.378,618.5409999999999,614.9730000000001,612.5409999999999,619.135,611.919,618.216,616.189,614.865,614.784,614.595,614.5409999999999,616.0,612.73,612.649,611.8919999999999,614.081,615.946,611.8380000000001,619.703,615.4590000000001,617.811,618.946,614.297,615.8380000000001,613.054,618.811,619.784,620.946,609.6759999999999,616.865,613.3240000000001,619.054,616.0,611.784,620.622,612.3240000000001,619.297,610.081,621.432,611.135,611.73,612.73,611.514,614.784,612.3240000000001,611.595,612.135,611.4590000000001,611.081,,,,,
8.0,32.0,617.1619999999999,614.405,612.649,613.351,617.595,616.919,611.865,615.405,611.1619999999999,613.4590000000001,615.081,620.189,613.73,621.378,618.757,616.054,612.1619999999999,619.649,612.73,619.189,615.649,615.351,614.703,615.405,614.4590000000001,615.054,612.216,612.351,612.0269999999999,613.1619999999999,615.595,611.1619999999999,619.081,616.378,616.595,620.486,614.216,614.703,612.9730000000001,618.135,620.486,620.8380000000001,609.0,616.622,613.865,618.595,615.4590000000001,611.568,621.1619999999999,613.0,618.784,609.5409999999999,621.405,611.6759999999999,611.6759999999999,613.054,611.784,614.189,612.1080000000001,610.919,612.27,610.811,611.595,,,,,
8.25,33.0,617.486,614.9730000000001,612.946,613.27,617.649,617.595,611.9730000000001,615.8919999999999,610.622,613.9730000000001,614.919,621.054,614.3240000000001,620.514,618.4590000000001,615.8919999999999,612.865,619.649,612.595,619.595,615.919,615.703,614.405,615.784,615.378,614.784,612.514,612.8380000000001,611.784,613.946,615.8919999999999,614.73,619.9730000000001,616.514,617.9730000000001,620.811,614.5409999999999,615.865,614.1619999999999,618.0,620.811,619.811,610.216,617.432,613.216,618.3240000000001,616.1080000000001,611.4590000000001,620.405,612.405,619.865,609.865,621.9730000000001,611.054,611.4590000000001,612.5409999999999,612.189,614.8919999999999,612.243,611.216,612.0,611.405,610.649,,,,,
8.5,34.0,618.081,614.486,613.6759999999999,613.4590000000001,617.27,616.757,609.8919999999999,615.9730000000001,610.8380000000001,613.757,614.6759999999999,619.6759999999999,614.081,620.622,618.568,615.054,612.622,619.135,612.486,619.351,616.297,614.703,614.946,615.0,614.568,615.351,612.243,612.811,612.297,613.6759999999999,615.8380000000001,611.5409999999999,619.243,615.081,617.784,620.1080000000001,614.243,615.081,613.243,618.4590000000001,621.919,620.919,609.3240000000001,616.4590000000001,614.081,618.784,616.649,611.405,620.27,612.757,618.784,610.081,622.216,610.8380000000001,611.27,612.865,612.243,614.3240000000001,613.0269999999999,611.351,611.811,611.73,610.297,,,,,
8.75,35.0,616.865,614.486,612.703,613.568,618.081,616.919,611.1619999999999,615.189,610.0269999999999,613.946,614.4590000000001,620.3240000000001,613.4590000000001,621.757,618.595,615.432,612.1619999999999,619.73,612.216,618.919,615.757,615.0269999999999,615.054,615.1619999999999,614.378,615.8380000000001,612.595,613.73,612.135,613.405,615.595,610.486,619.9730000000001,614.946,617.865,619.73,614.757,615.568,613.432,618.297,621.216,620.757,609.622,617.27,613.757,619.0269999999999,616.0269999999999,612.297,620.297,612.9730000000001,619.649,610.946,621.865,611.6759999999999,611.73,612.703,612.297,614.865,612.1080000000001,611.649,612.6759999999999,611.8380000000001,610.811,,,,,
9.0,36.0,617.054,614.757,612.5409999999999,612.378,618.054,617.0,612.27,616.189,610.865,613.514,615.351,620.622,613.6759999999999,620.081,618.0,615.73,612.6759999999999,619.135,612.405,618.135,615.595,615.4590000000001,615.405,615.6759999999999,614.514,616.189,611.9730000000001,612.378,611.4590000000001,613.189,615.622,611.486,619.8380000000001,615.135,617.8380000000001,620.8919999999999,615.0269999999999,615.4590000000001,613.865,618.811,620.595,620.243,609.865,616.27,614.216,618.378,615.946,612.1619999999999,619.919,613.1080000000001,618.6759999999999,609.6759999999999,622.0269999999999,611.27,611.703,613.432,611.8380000000001,613.216,611.8919999999999,611.3240000000001,612.6759999999999,610.8380000000001,610.622,,,,,
9.25,37.0,616.73,617.0269999999999,613.1619999999999,613.622,618.189,617.568,610.757,615.297,610.216,614.73,615.1080000000001,620.054,614.486,620.595,619.0269999999999,614.9730000000001,613.1080000000001,620.1619999999999,612.622,617.9730000000001,615.405,614.784,615.73,615.514,614.378,615.919,612.27,612.405,612.351,613.405,615.73,610.703,619.865,616.1619999999999,617.351,620.432,615.622,615.054,613.432,618.865,620.6759999999999,620.919,609.703,617.1619999999999,614.297,617.8919999999999,615.9730000000001,612.649,619.811,613.0,619.378,610.297,622.189,611.514,611.6759999999999,613.432,612.703,613.919,612.081,610.784,612.4590000000001,610.568,610.054,,,,,
9.5,38.0,617.378,614.378,613.243,613.486,617.432,616.514,610.649,615.649,611.568,613.919,614.622,621.514,613.27,621.189,618.432,616.216,613.216,619.8919999999999,612.784,618.378,615.514,614.811,615.432,616.216,614.649,615.946,612.865,612.1080000000001,612.297,613.622,615.5409999999999,610.811,619.054,615.27,617.486,623.1619999999999,614.919,617.0,613.595,618.297,620.405,620.8919999999999,609.378,617.135,614.216,618.405,616.351,611.784,620.378,612.8380000000001,619.1619999999999,609.811,622.135,611.811,611.189,611.568,611.568,614.486,612.486,610.27,612.0269999999999,611.649,610.703,,,,,
9.75,39.0,617.216,615.297,613.486,613.0269999999999,617.432,616.5409999999999,612.0269999999999,616.27,610.514,614.1619999999999,615.5409999999999,621.243,612.6759999999999,621.054,618.9730000000001,615.432,612.6759999999999,620.081,612.054,618.216,615.0269999999999,615.703,615.595,616.0,614.649,614.8919999999999,612.4590000000001,612.514,612.243,614.3240000000001,616.1080000000001,610.9730000000001,619.5409999999999,616.0,617.1619999999999,620.649,615.216,616.297,613.1619999999999,618.432,620.378,620.757,610.081,617.081,612.757,617.27,614.865,612.486,620.054,612.378,619.243,610.1080000000001,621.3240000000001,611.73,612.0269999999999,612.784,612.432,614.054,612.081,611.4590000000001,611.6759999999999,611.4590000000001,609.757,,,,,
