TimesH,Frame,NoMissing,0,0,2,2,3,3,5,5,12,12,13,13,15,15,19,19,21,21,22,22,30,30,32,32,34,34,36,36,37,37,39,39,45,45,46,46,47,47,50,50,51,51,53,53,54,54,56,56,57,57,63,63,75,75,79,79,82,82,83,83,111,111,112,112,113,113,114,114,121,121,140,140,142,142,144,144,150,150,151,151,154,154,155,155,156,156,159,159,161,161,162,162,163,163,164,164,172,172,174,174,175,175,176,176,180,180,181,181,182,182,185,185,186,186,187,187,189,189,190,190,191,191,193,193,194,194,200,200,201,201,208,208,210,210,214,214,217,217,222,222,223,223,227,227,231,231,425,425,525,525
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
371.25,1485.0,,143.803,123.421,156.857,121.90700000000001,133.888,122.056,92.196,122.251,120.807,115.179,161.594,112.96700000000001,266.401,114.37700000000001,251.30900000000003,112.88600000000001,148.053,109.01899999999999,132.566,111.646,71.941,145.634,227.565,144.134,118.419,142.975,135.503,140.345,108.009,139.28,212.518,138.296,145.047,132.88299999999998,228.451,131.515,251.983,129.466,132.243,129.361,115.48200000000001,131.404,163.238,128.511,242.553,126.806,252.53900000000002,124.104,221.894,120.965,123.531,165.97,112.709,152.60399999999998,239.082,148.718,246.769,147.597,103.205,147.099,61.498000000000005,47.46,244.237,45.558,26.093000000000004,45.29,229.109,41.972,250.014,23.401,67.77,66.44,127.98200000000001,67.62,39.777,63.685,244.667,59.239,53.772,58.903,27.668000000000003,56.504,323.36,55.50899999999999,123.0,56.278999999999996,82.559,54.066,232.878,53.744,41.678999999999995,53.19,308.677,52.44,222.16,48.896,347.56800000000004,85.59200000000001,294.455,84.63799999999999,203.801,84.09100000000001,114.24700000000001,84.652,167.428,80.518,311.58,78.531,268.617,81.807,211.71200000000002,77.572,147.39700000000002,76.344,130.526,77.029,48.776,74.703,40.82,73.568,25.895,73.94800000000001,158.28,73.008,66.97399999999999,73.282,114.63799999999999,70.96600000000001,222.142,106.902,204.097,103.488,291.17400000000004,101.213,50.096000000000004,102.941,75.671,98.508,249.447,96.01100000000001,189.077,96.00399999999999,199.601,97.182,52.145,89.021,263.58099999999996,58.178000000000004,200.09799999999998,123.206
371.5,1486.0,,143.826,123.42299999999999,156.899,121.898,133.901,122.07,92.39399999999999,122.303,120.825,115.165,161.592,112.975,266.389,114.39200000000001,251.25099999999998,112.86399999999999,148.077,109.046,132.57,111.64,71.933,145.586,227.542,144.132,118.40700000000001,142.97,135.591,140.349,108.012,139.27200000000002,212.518,138.297,145.025,132.89700000000002,228.463,131.505,251.946,129.407,132.257,129.359,115.476,131.395,163.286,128.499,242.547,126.829,252.54,124.09899999999999,221.894,121.01700000000001,123.555,165.97,112.723,152.594,239.101,148.703,246.75799999999998,147.61,103.23,147.061,61.49100000000001,47.461999999999996,244.232,45.581,26.075,45.308,229.105,41.973,250.002,23.392,67.781,66.431,128.002,67.632,39.817,63.714,244.725,59.28,53.771,58.905,27.594,56.477,323.356,55.522,123.006,56.317,82.55,54.071000000000005,232.926,53.766999999999996,41.655,53.198,308.691,52.468999999999994,222.185,48.91,347.586,85.589,294.457,84.64299999999999,203.77599999999998,84.072,114.24700000000001,84.689,167.43200000000002,80.5,311.58299999999997,78.546,268.607,81.817,211.701,77.542,147.407,76.35,130.51,77.021,48.78,74.702,40.830999999999996,73.563,25.87,73.95,158.313,73.0,67.003,73.28699999999999,114.646,70.99,222.15400000000002,106.905,204.145,103.49799999999999,291.175,101.213,50.032,102.95299999999999,75.557,98.475,249.321,96.037,189.074,96.022,199.597,97.18299999999999,52.161,89.03200000000001,263.481,57.958999999999996,200.114,123.21700000000001
371.75,1487.0,,143.845,123.426,156.96200000000002,121.934,133.914,122.07600000000001,92.34299999999999,122.28200000000001,120.83200000000001,115.15899999999999,161.58,112.97,266.361,114.381,251.22400000000002,112.866,148.078,108.98299999999999,132.58,111.64200000000001,71.935,145.637,227.49099999999999,144.138,118.446,142.958,135.656,140.33700000000002,108.012,139.269,212.49900000000002,138.313,145.048,132.909,228.48,131.511,251.97,129.309,132.27700000000002,129.361,115.48299999999999,131.376,163.33100000000002,128.49200000000002,242.53400000000002,126.79700000000001,252.53400000000002,124.098,221.895,120.999,123.572,165.989,112.734,152.58700000000002,239.109,148.707,246.649,147.495,103.25299999999999,147.041,61.476000000000006,47.431999999999995,244.28099999999998,45.57899999999999,26.17,45.547,229.11900000000003,41.972,249.99,23.4,67.84899999999999,66.432,127.978,67.652,39.86,63.711999999999996,244.669,59.272,53.775,58.91,27.668000000000003,56.525,323.346,55.542,122.99700000000001,56.261,82.55,54.068999999999996,232.97099999999998,53.782,41.647,53.218999999999994,308.678,52.369,222.196,48.911,347.582,85.586,294.457,84.64399999999999,203.769,84.059,114.225,84.721,167.43099999999998,80.521,311.553,78.513,268.603,81.845,211.68900000000002,77.536,147.416,76.357,130.526,77.025,48.778999999999996,74.695,40.824,73.561,25.892,73.94,158.314,72.988,66.98899999999999,73.291,114.65,71.0,222.135,106.846,204.11599999999999,103.469,291.18,101.209,50.058,102.95299999999999,75.554,98.46,249.43599999999998,96.016,189.067,96.03200000000001,199.58900000000003,97.199,52.17,89.031,263.615,58.059,200.135,123.227
372.0,1488.0,,143.852,123.459,156.944,121.977,133.929,122.094,92.375,122.32700000000001,120.835,115.156,161.567,112.97399999999999,266.388,114.404,251.095,112.895,148.071,108.98899999999999,132.583,111.64299999999999,71.938,145.585,227.43400000000003,144.137,118.448,142.936,135.662,140.343,108.008,139.263,212.523,138.312,145.05100000000002,132.912,228.49599999999998,131.511,251.953,129.263,132.283,129.36700000000002,115.506,131.42700000000002,163.385,128.485,242.484,126.803,252.52200000000002,124.104,221.894,120.92299999999999,123.584,165.956,112.72200000000001,152.58,239.106,148.714,246.658,147.504,103.25200000000001,146.984,61.525,47.43600000000001,244.291,45.552,26.214000000000002,45.538000000000004,229.15400000000002,41.973,249.99099999999999,23.4,67.82600000000001,66.445,127.977,67.65100000000001,39.918,63.714,244.65400000000002,59.273999999999994,53.773,58.907,27.686999999999998,56.518,323.349,55.55,122.973,56.251999999999995,82.551,54.062,232.94299999999998,53.73,41.648,53.236000000000004,308.712,52.323,222.22,48.958999999999996,347.586,85.581,294.45799999999997,84.645,203.77599999999998,84.102,114.189,84.73299999999999,167.518,80.457,311.562,78.543,268.624,81.846,211.676,77.533,147.412,76.359,130.497,77.009,48.766999999999996,74.707,40.819,73.556,25.897,73.878,158.32299999999998,73.008,66.991,73.301,114.656,70.998,222.15099999999998,106.85600000000001,204.118,103.462,291.17400000000004,101.21799999999999,50.175,102.94200000000001,75.575,98.462,249.602,95.964,189.128,96.03,199.59099999999998,97.219,52.192,89.03299999999999,263.363,57.851000000000006,200.132,123.227
372.25,1489.0,,143.865,123.475,156.857,122.06,133.94,122.10700000000001,92.56,122.289,120.861,115.184,161.549,112.985,266.416,114.416,250.982,112.917,148.05200000000002,108.928,132.585,111.639,71.93,145.545,227.43099999999998,144.149,118.448,142.953,135.648,140.338,108.008,139.27200000000002,212.54,138.304,145.071,132.958,228.49400000000003,131.533,251.977,129.436,132.30100000000002,129.368,115.51299999999999,131.438,163.39700000000002,128.489,242.498,126.833,252.521,124.11,221.922,120.854,123.62899999999999,166.02700000000002,112.721,152.588,239.113,148.721,246.69799999999998,147.525,103.26100000000001,146.94899999999998,61.52,47.385,244.301,45.53,26.226999999999997,45.505,229.15200000000002,41.988,249.99200000000002,23.410999999999998,67.792,66.42399999999999,127.955,67.681,39.944,63.68,244.674,59.288999999999994,53.782,58.909,27.618000000000002,56.483999999999995,323.341,55.553000000000004,122.852,56.24,82.546,54.065,232.828,53.653999999999996,41.695,53.263999999999996,308.719,52.34,222.16099999999997,48.968,347.582,85.581,294.465,84.645,203.774,84.1,114.182,84.71799999999999,167.455,80.539,311.54200000000003,78.582,268.57599999999996,81.83800000000001,211.679,77.53699999999999,147.415,76.37100000000001,130.474,76.993,48.803999999999995,74.689,40.806,73.55,25.886,73.791,158.32,73.02,67.002,73.295,114.645,70.979,222.166,106.837,204.11900000000003,103.473,291.183,101.219,50.183,102.934,75.586,98.462,249.324,96.072,189.14700000000002,96.04899999999999,199.58700000000002,97.197,52.193999999999996,89.035,263.282,57.839,200.17700000000002,123.23100000000001
372.5,1490.0,,143.88299999999998,123.47200000000001,156.861,122.095,133.941,122.12100000000001,92.56200000000001,122.28,120.869,115.197,161.53799999999998,112.988,266.39599999999996,114.42200000000001,250.95,112.945,148.035,108.88,132.584,111.64399999999999,71.971,145.60299999999998,227.43200000000002,144.151,118.45,142.951,135.577,140.333,108.005,139.275,212.532,138.29,145.131,132.97,228.49599999999998,131.53,251.981,129.424,132.312,129.381,115.523,131.48,163.40200000000002,128.493,242.493,126.805,252.528,124.111,221.94,120.818,123.661,166.028,112.719,152.593,239.12599999999998,148.726,246.7,147.514,103.199,146.998,61.518,47.385,244.335,45.476000000000006,26.256999999999998,45.505,229.12099999999998,41.978,249.984,23.429000000000002,67.816,66.442,127.948,67.708,39.959,63.698,244.618,59.323,53.78,58.913999999999994,27.649,56.474,323.344,55.55,122.90299999999999,56.349,82.552,54.06399999999999,232.83599999999998,53.655,41.703,53.269,308.69,52.283,222.239,48.958,347.57099999999997,85.565,294.465,84.65,203.783,84.105,114.212,84.719,167.49200000000002,80.477,311.557,78.597,268.54900000000004,81.874,211.68,77.55,147.429,76.37100000000001,130.493,76.994,48.826,74.673,40.811,73.541,25.845,73.773,158.315,73.02600000000001,67.016,73.293,114.631,70.962,222.145,106.84,204.092,103.44,291.185,101.21600000000001,50.063,102.969,75.63,98.473,249.63299999999998,96.021,189.18200000000002,96.06700000000001,199.582,97.205,52.19,89.025,263.325,57.831,200.197,123.22399999999999
372.75,1491.0,,143.898,123.47399999999999,156.859,122.12700000000001,133.975,122.13799999999999,92.447,122.274,120.88600000000001,115.18799999999999,161.524,112.991,266.404,114.431,250.92700000000002,112.9,148.041,108.835,132.593,111.634,71.892,145.546,227.452,144.138,118.462,142.951,135.539,140.317,108.008,139.268,212.533,138.28,145.092,132.985,228.498,131.533,251.96400000000003,129.41,132.33,129.38,115.53399999999999,131.466,163.408,128.524,242.52200000000002,126.81,252.53900000000002,124.126,221.937,120.68700000000001,123.65899999999999,166.005,112.72200000000001,152.585,239.13,148.722,246.676,147.536,103.197,147.066,61.56399999999999,47.38,244.334,45.481,26.226999999999997,45.51,229.11900000000003,41.974,250.03,23.445,67.795,66.472,127.93700000000001,67.709,40.023,63.681000000000004,244.572,59.295,53.784,58.913000000000004,27.709,56.50899999999999,323.33799999999997,55.551,122.97,56.403,82.55799999999999,54.068999999999996,232.85299999999998,53.733000000000004,41.726000000000006,53.302,308.687,52.23,222.235,48.943999999999996,347.574,85.553,294.476,84.65,203.77,84.12899999999999,114.21799999999999,84.704,167.472,80.493,311.566,78.59899999999999,268.593,81.736,211.68400000000003,77.53399999999999,147.44299999999998,76.384,130.515,77.028,48.818999999999996,74.67699999999999,40.806,73.54,25.916,73.686,158.322,73.024,67.024,73.305,114.639,70.98100000000001,222.148,106.845,204.084,103.411,291.19,101.223,50.035,102.943,75.65100000000001,98.477,249.532,96.07,189.19,96.056,199.579,97.196,52.185,89.014,263.466,57.974,200.21400000000003,123.225
373.0,1492.0,,143.923,123.478,156.781,122.194,133.977,122.14200000000001,92.374,122.27600000000001,120.897,115.205,161.513,112.994,266.397,114.42,250.861,112.92,148.035,108.804,132.602,111.625,71.955,145.547,227.38299999999998,144.151,118.445,142.95,135.575,140.31,108.008,139.273,212.532,138.263,145.05100000000002,132.977,228.49200000000002,131.545,251.924,129.304,132.335,129.385,115.52799999999999,131.44799999999998,163.445,128.517,242.52599999999998,126.791,252.542,124.125,221.94400000000002,120.62299999999999,123.665,166.06400000000002,112.713,152.593,239.162,148.711,246.74099999999999,147.625,103.289,147.139,61.548,47.398999999999994,244.255,45.483000000000004,26.281999999999996,45.503,229.137,41.964,250.00400000000002,23.429000000000002,67.798,66.447,127.935,67.71600000000001,40.037,63.68600000000001,244.50900000000001,59.376999999999995,53.787,58.915,27.643,56.455,323.357,55.56399999999999,122.945,56.467,82.56700000000001,54.06100000000001,232.887,53.777,41.74100000000001,53.318999999999996,308.644,52.24100000000001,222.283,48.938,347.58099999999996,85.552,294.48400000000004,84.65,203.785,84.15799999999999,114.19200000000001,84.696,167.476,80.505,311.546,78.642,268.599,81.648,211.7,77.523,147.444,76.391,130.564,77.03399999999999,48.818000000000005,74.678,40.806,73.53699999999999,25.933000000000003,73.687,158.311,73.025,67.05,73.289,114.656,70.99600000000001,222.167,106.875,204.101,103.398,291.203,101.23299999999999,50.176,103.012,75.66,98.476,249.21599999999998,96.104,189.208,96.056,199.577,97.197,52.188,89.01100000000001,263.348,57.873999999999995,200.22,123.21799999999999
373.25,1493.0,,143.942,123.476,156.81799999999998,122.195,133.983,122.146,92.45,122.24,120.917,115.22399999999999,161.506,112.999,266.421,114.43799999999999,250.774,112.93799999999999,148.025,108.787,132.616,111.616,72.015,145.529,227.395,144.134,118.469,142.94,135.539,140.289,108.021,139.27,212.52900000000002,138.245,145.041,132.983,228.517,131.56,251.918,129.303,132.364,129.388,115.537,131.44299999999998,163.44299999999998,128.529,242.585,126.79299999999999,252.543,124.12700000000001,221.94,120.62100000000001,123.7,166.115,112.713,152.59,239.155,148.734,246.81,147.66899999999998,103.321,147.091,61.53,47.416000000000004,244.19799999999998,45.538000000000004,26.28,45.464,229.112,41.948,250.00900000000001,23.416,67.842,66.437,127.949,67.73,40.079,63.684,244.52,59.391000000000005,53.79,58.917,27.612,56.409,323.366,55.571999999999996,122.825,56.401,82.574,54.058,232.822,53.703,41.772,53.318999999999996,308.622,52.231,222.28,48.958,347.587,85.583,294.48400000000004,84.652,203.77900000000002,84.14200000000001,114.18,84.73700000000001,167.479,80.524,311.545,78.652,268.607,81.703,211.705,77.529,147.447,76.39699999999999,130.56,77.023,48.845,74.665,40.811,73.539,25.976999999999997,73.771,158.299,73.027,67.082,73.289,114.656,70.998,222.169,106.87100000000001,204.112,103.39399999999999,291.202,101.226,50.135,102.965,75.642,98.46700000000001,249.136,96.09100000000001,189.21099999999998,96.042,199.56599999999997,97.209,52.206,89.01299999999999,263.33799999999997,57.839,200.218,123.208
373.5,1494.0,,143.944,123.478,156.764,122.21,133.99200000000002,122.15100000000001,92.45200000000001,122.314,120.919,115.20700000000001,161.499,113.008,266.441,114.47,250.72299999999998,112.988,148.028,108.804,132.618,111.61,72.047,145.571,227.44099999999997,144.132,118.476,142.94299999999998,135.539,140.28799999999998,108.02600000000001,139.276,212.525,138.235,145.028,132.975,228.532,131.55700000000002,251.933,129.257,132.386,129.393,115.564,131.428,163.461,128.502,242.54,126.766,252.555,124.125,221.93400000000003,120.564,123.71700000000001,166.146,112.71799999999999,152.566,239.157,148.743,246.81400000000002,147.614,103.238,147.042,61.553999999999995,47.376000000000005,244.247,45.538999999999994,26.316,45.441,229.112,41.946000000000005,250.014,23.412,67.89399999999999,66.436,127.962,67.712,40.039,63.683,244.476,59.39,53.794,58.92,27.643,56.431000000000004,323.379,55.583,122.807,56.346000000000004,82.586,54.058,232.91,53.736000000000004,41.775,53.315,308.686,52.215,222.264,48.946999999999996,347.58099999999996,85.58,294.486,84.654,203.783,84.165,114.199,84.73,167.493,80.525,311.53700000000003,78.65100000000001,268.60400000000004,81.829,211.699,77.516,147.45,76.39699999999999,130.585,77.038,48.851000000000006,74.665,40.811,73.529,25.985,73.821,158.3,73.041,67.058,73.29899999999999,114.64299999999999,70.997,222.19299999999998,106.876,204.11700000000002,103.383,291.209,101.23299999999999,50.102,103.0,75.64699999999999,98.475,249.12900000000002,96.101,189.22099999999998,96.054,199.56,97.212,52.202,89.01100000000001,263.552,58.033,200.209,123.20700000000001
373.75,1495.0,,143.94,123.476,156.755,122.225,134.02100000000002,122.15299999999999,92.445,122.34100000000001,120.926,115.20700000000001,161.489,113.01899999999999,266.455,114.48,250.713,112.919,148.023,108.824,132.625,111.61200000000001,72.075,145.641,227.488,144.136,118.464,142.934,135.55700000000002,140.292,108.031,139.276,212.52,138.226,145.024,132.999,228.545,131.575,251.891,129.416,132.409,129.404,115.573,131.45,163.52100000000002,128.49200000000002,242.546,126.76299999999999,252.56900000000002,124.117,221.924,120.448,123.726,166.15599999999998,112.719,152.56799999999998,239.142,148.754,246.791,147.57399999999998,103.21700000000001,147.053,61.541000000000004,47.375,244.274,45.57899999999999,26.38,45.43600000000001,229.111,41.92,250.018,23.4,67.947,66.415,127.96799999999999,67.714,40.024,63.67,244.449,59.394,53.799,58.92100000000001,27.668000000000003,56.426,323.365,55.588,122.727,56.349,82.598,54.062,232.84900000000002,53.732,41.79,53.324,308.668,52.242,222.252,48.946000000000005,347.592,85.595,294.497,84.654,203.79,84.20299999999999,114.241,84.68299999999999,167.495,80.494,311.534,78.675,268.559,81.795,211.7,77.50399999999999,147.453,76.39699999999999,130.566,77.029,48.833,74.661,40.815,73.524,25.954,73.89,158.29,73.021,67.043,73.32300000000001,114.663,70.993,222.225,106.89,204.139,103.39200000000001,291.215,101.244,50.226000000000006,103.051,75.643,98.462,249.30599999999998,96.09200000000001,189.257,96.04799999999999,199.553,97.228,52.199,88.995,263.691,58.276,200.206,123.21600000000001
374.0,1496.0,,143.963,123.48899999999999,156.815,122.21600000000001,134.04,122.17,92.432,122.213,120.928,115.20299999999999,161.484,113.025,266.443,114.462,250.732,112.904,148.02200000000002,108.775,132.634,111.613,72.15,145.686,227.49599999999998,144.129,118.47,142.921,135.57299999999998,140.284,108.03399999999999,139.273,212.52700000000002,138.22,144.987,133.0,228.545,131.593,251.92,129.442,132.43,129.406,115.586,131.467,163.57299999999998,128.476,242.502,126.765,252.565,124.124,221.93900000000002,120.426,123.75299999999999,166.18099999999998,112.721,152.55700000000002,239.141,148.767,246.771,147.54,103.17200000000001,147.026,61.578,47.361000000000004,244.263,45.589,26.345,45.424,229.12,41.91,250.035,23.397,67.979,66.432,127.976,67.718,40.041,63.67,244.44099999999997,59.378,53.805,58.915,27.648000000000003,56.408,323.369,55.585,122.751,56.305,82.6,54.06,232.762,53.713,41.81100000000001,53.338,308.627,52.193999999999996,222.292,48.968999999999994,347.599,85.596,294.507,84.654,203.80700000000002,84.154,114.24600000000001,84.662,167.5,80.51899999999999,311.51599999999996,78.668,268.593,81.759,211.699,77.502,147.466,76.41199999999999,130.582,77.043,48.839,74.664,40.82,73.528,25.861,73.96600000000001,158.289,73.012,67.084,73.325,114.691,71.007,222.21200000000002,106.863,204.188,103.402,291.23,101.25,50.09,102.95100000000001,75.638,98.445,249.051,96.087,189.273,96.051,199.551,97.225,52.203,88.991,263.73900000000003,58.364,200.199,123.211
374.25,1497.0,,143.97799999999998,123.476,156.882,122.242,134.063,122.17399999999999,92.45299999999999,122.259,120.91799999999999,115.18700000000001,161.482,113.022,266.461,114.445,250.775,112.86200000000001,148.036,108.791,132.645,111.602,72.10300000000001,145.613,227.507,144.122,118.492,142.916,135.558,140.248,108.036,139.268,212.52,138.216,145.009,132.982,228.55,131.596,251.94,129.40200000000002,132.452,129.411,115.61200000000001,131.491,163.606,128.458,242.477,126.74799999999999,252.55700000000002,124.132,221.91,120.42,123.68299999999999,166.09900000000002,112.73299999999999,152.562,239.149,148.77700000000002,246.768,147.50799999999998,103.17,147.002,61.571999999999996,47.38,244.28,45.526,26.305,45.423,229.12,41.915,250.051,23.424,67.961,66.472,127.969,67.73899999999999,40.029,63.669,244.468,59.382,53.81,58.911,27.677,56.412,323.357,55.601000000000006,122.792,56.281000000000006,82.598,54.059,232.72299999999998,53.70399999999999,41.847,53.393,308.66200000000003,52.222,222.30599999999998,48.943999999999996,347.619,85.59700000000001,294.488,84.655,203.832,84.186,114.257,84.67399999999999,167.507,80.52,311.441,78.67699999999999,268.567,81.751,211.71400000000003,77.517,147.466,76.41199999999999,130.56,77.062,48.828,74.671,40.821,73.521,25.84,73.962,158.298,73.001,67.094,73.33,114.68700000000001,71.002,222.21900000000002,106.86200000000001,204.19799999999998,103.39,291.22900000000004,101.255,50.155,102.944,75.62,98.432,249.05,96.03200000000001,189.282,96.07799999999999,199.551,97.219,52.208999999999996,88.98200000000001,264.126,58.54,200.22,123.212
374.5,1498.0,,143.984,123.462,156.89700000000002,122.26299999999999,134.07399999999998,122.18,92.494,122.291,120.90899999999999,115.18700000000001,161.483,113.02600000000001,266.466,114.445,250.87400000000002,112.874,148.03799999999998,108.758,132.654,111.59,72.128,145.629,227.515,144.116,118.51700000000001,142.914,135.639,140.232,108.039,139.262,212.52200000000002,138.213,145.015,132.994,228.562,131.609,251.923,129.356,132.468,129.404,115.62700000000001,131.48,163.636,128.452,242.512,126.794,252.553,124.132,221.896,120.417,123.71700000000001,166.15099999999998,112.74700000000001,152.565,239.13099999999997,148.789,246.75099999999998,147.502,103.176,147.107,61.571000000000005,47.376000000000005,244.274,45.567,26.263,45.438,229.075,41.907,250.074,23.434,67.937,66.477,127.96,67.741,40.03,63.674,244.43900000000002,59.388000000000005,53.815,58.908,27.636999999999997,56.352,323.36400000000003,55.607,122.765,56.269,82.603,54.068000000000005,232.679,53.748000000000005,41.833,53.396,308.689,52.24,222.30599999999998,48.931000000000004,347.63599999999997,85.595,294.494,84.662,203.828,84.17200000000001,114.245,84.65799999999999,167.52200000000002,80.488,311.436,78.67399999999999,268.568,81.77,211.697,77.506,147.477,76.413,130.553,77.062,48.836000000000006,74.668,40.826,73.518,25.813000000000002,73.93,158.305,73.012,67.078,73.355,114.696,71.01899999999999,222.24,106.896,204.203,103.368,291.224,101.25299999999999,50.155,102.926,75.61,98.413,248.708,96.039,189.267,96.06700000000001,199.553,97.23100000000001,52.226000000000006,88.963,264.165,58.568999999999996,200.239,123.198
374.75,1499.0,,143.993,123.455,156.935,122.324,134.097,122.165,92.625,122.234,120.90700000000001,115.178,161.47299999999998,113.02799999999999,266.439,114.42299999999999,250.77700000000002,112.87700000000001,148.048,108.78399999999999,132.65200000000002,111.57600000000001,72.183,145.613,227.581,144.119,118.506,142.903,135.64700000000002,140.2,108.03,139.254,212.524,138.197,145.041,133.006,228.571,131.60299999999998,251.93,129.421,132.487,129.39700000000002,115.632,131.468,163.679,128.434,242.50099999999998,126.758,252.571,124.139,221.88299999999998,120.336,123.74600000000001,166.185,112.741,152.56,239.12,148.799,246.74900000000002,147.42700000000002,103.318,147.171,61.566,47.376000000000005,244.239,45.53,26.246,45.391000000000005,229.05700000000002,41.886,250.102,23.455,67.92,66.468,127.93700000000001,67.766,40.066,63.67100000000001,244.39,59.36600000000001,53.813,58.912,27.648000000000003,56.35,323.38,55.625,122.728,56.336999999999996,82.601,54.071999999999996,232.71099999999998,53.701,41.854,53.417,308.70599999999996,52.243,222.317,48.893,347.648,85.59100000000001,294.501,84.664,203.84900000000002,84.15899999999999,114.219,84.645,167.52599999999998,80.48100000000001,311.403,78.655,268.525,81.734,211.696,77.487,147.476,76.411,130.565,77.036,48.858000000000004,74.678,40.835,73.52199999999999,25.766,73.865,158.313,73.00399999999999,67.075,73.374,114.709,71.024,222.264,106.92299999999999,204.21400000000003,103.369,291.224,101.24600000000001,50.13,102.98299999999999,75.611,98.404,248.515,96.059,189.282,96.05799999999999,199.565,97.24700000000001,52.22,88.956,264.365,58.647,200.245,123.198
375.0,1500.0,,144.0,123.45200000000001,155.2,123.484,134.115,122.15700000000001,92.429,122.23200000000001,120.90899999999999,115.18,161.46200000000002,113.03200000000001,266.483,114.456,250.865,112.91,148.046,108.744,132.66,111.573,72.168,145.569,227.64700000000002,144.118,118.524,142.899,135.592,140.179,108.03399999999999,139.252,212.543,138.18,145.07299999999998,133.028,228.555,131.621,251.918,129.42,132.499,129.394,115.64200000000001,131.502,163.691,128.433,242.511,126.78,252.572,124.137,221.903,120.32799999999999,123.721,166.202,112.762,152.566,239.127,148.816,246.738,147.45,103.352,147.091,61.577,47.388000000000005,244.162,45.538999999999994,26.254,45.431000000000004,229.07299999999998,41.886,250.125,23.459,67.89399999999999,66.47,127.947,67.77199999999999,40.095,63.638999999999996,244.388,59.37,53.813,58.913000000000004,27.64,56.348,323.39,55.628,122.706,56.294,82.60600000000001,54.068000000000005,232.733,53.592,41.87,53.428999999999995,308.725,52.247,222.35299999999998,48.887,347.649,85.59,294.502,84.664,203.851,84.141,114.24799999999999,84.618,167.56,80.48100000000001,311.443,78.645,268.495,81.782,211.705,77.518,147.474,76.411,130.533,77.014,48.851000000000006,74.669,40.833,73.523,25.808000000000003,73.872,158.308,73.01100000000001,67.084,73.388,114.71799999999999,71.024,222.293,106.94,204.217,103.31700000000001,291.235,101.245,50.013000000000005,102.975,75.607,98.397,248.407,96.149,189.28599999999997,96.044,199.567,97.242,52.229,88.95299999999999,264.35900000000004,58.611000000000004,200.24400000000003,123.205
375.25,1501.0,,144.017,123.444,155.019,123.60600000000001,134.131,122.161,92.538,122.18700000000001,120.917,115.182,161.44799999999998,113.029,266.545,114.523,250.885,112.89,148.042,108.73,132.65200000000002,111.566,72.17,145.489,227.66400000000002,144.118,118.54899999999999,142.888,135.664,140.141,108.039,139.254,212.55599999999998,138.178,145.107,133.05100000000002,228.55200000000002,131.636,251.90599999999998,129.424,132.513,129.409,115.66,131.489,163.69,128.437,242.50799999999998,126.796,252.578,124.15700000000001,221.918,120.353,123.714,166.171,112.78,152.558,239.12900000000002,148.817,246.783,147.44899999999998,103.416,147.047,61.571999999999996,47.382,244.169,45.51,26.35,45.449,229.08700000000002,41.898,250.16,23.464000000000002,67.899,66.476,127.949,67.794,40.041,63.655,244.359,59.364,53.813,58.913999999999994,27.673000000000002,56.35,323.401,55.631,122.839,56.321999999999996,82.60799999999999,54.063,232.697,53.606,41.872,53.443000000000005,308.673,52.244,222.416,48.852,347.655,85.604,294.514,84.67200000000001,203.84799999999998,84.12799999999999,114.22200000000001,84.579,167.579,80.47800000000001,311.438,78.626,268.586,81.767,211.675,77.483,147.458,76.405,130.494,76.995,48.861000000000004,74.671,40.833,73.513,25.820999999999998,73.85,158.317,73.028,67.069,73.38,114.72200000000001,71.025,222.293,106.96,204.21900000000002,103.306,291.2,101.209,50.015,103.024,75.579,98.383,248.105,96.125,189.32299999999998,96.05,199.571,97.243,52.229,88.947,264.366,58.528,200.262,123.18700000000001
