TimesH,Frame,2,3,6,7,12,13,18,19,24,29,33,35,36,37,42,43,44,48,51,56,58,59,61,62,66,70,71,80,83,85,93,97,102,105,109,114,120,123,126,127,128,132,134,137,139,140,141,146,148,150,152,156,157,160,162,164,165,166,167,170,171,172,177,181,189,190,191,192,193,195,196,199,201,203,204,212,220,222,224,225,229,230,234,237,240,241,244,245,246,257,258,259,261,263,269,270,272,275,283,286,289,295,302,307,308,312,314,315,318,319,320,322,335,337,340,346,348,352,354,360,375,376,378,379,380,385,392,394,398,403,404,423,437,444,455,467,468,481,487,497,498,503,510,544,546,556,571,576,581,598,605,608,612,618,622,637,672,675,753
166.5,666.0,619.052,616.367,620.873,619.415,614.455,614.995,617.674,620.976,616.236,613.852,615.664,620.975,625.0509999999999,621.8480000000001,628.45,619.067,614.126,622.437,621.9119999999999,623.254,626.745,623.38,619.927,617.23,619.989,617.6080000000001,617.936,622.07,615.781,617.2769999999999,616.837,626.492,627.992,633.0319999999999,614.505,625.597,624.219,627.35,621.727,621.75,630.125,626.906,629.615,617.977,614.535,615.38,623.747,614.1569999999999,618.091,629.036,619.4119999999999,626.645,614.765,625.376,618.189,618.915,627.3009999999999,626.205,611.97,617.922,619.766,617.126,624.513,618.982,612.518,617.112,612.839,618.984,622.836,615.987,621.062,624.807,628.13,622.2719999999999,624.323,613.259,623.6569999999999,630.048,622.6,617.239,620.026,628.6759999999999,621.465,632.187,630.0790000000001,617.3919999999999,614.663,628.154,634.085,612.664,618.475,634.734,624.576,627.6,616.168,612.677,626.195,631.9209999999999,634.571,614.374,623.393,629.318,613.6519999999999,625.773,629.114,625.058,626.172,611.294,618.37,623.75,628.2869999999999,620.137,624.01,629.101,628.109,615.734,615.2040000000001,617.52,618.101,617.226,615.622,613.74,620.0269999999999,617.6659999999999,623.175,622.448,628.638,619.589,618.061,620.368,617.013,614.169,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.75,667.0,619.09,616.7130000000001,619.697,619.918,612.9209999999999,614.505,615.9680000000001,621.567,615.885,613.095,616.797,622.191,629.0740000000001,623.202,628.0319999999999,619.265,614.7280000000001,622.0369999999999,621.429,625.52,624.661,625.645,620.552,618.336,620.309,616.21,618.436,621.694,615.984,618.2,615.262,625.196,633.589,635.93,613.8340000000001,628.882,628.904,632.465,623.069,622.066,636.133,627.875,634.922,618.158,613.414,615.635,626.406,612.866,619.8,634.614,620.808,630.067,613.927,630.012,617.7,618.885,626.297,625.321,611.405,617.988,622.191,617.526,622.332,618.675,612.685,616.785,612.377,621.431,621.43,614.576,622.6030000000001,625.425,629.862,623.118,625.643,612.6659999999999,626.675,632.1569999999999,623.1990000000001,616.224,619.701,628.18,623.556,633.179,629.76,617.144,614.237,632.654,636.462,612.355,618.684,639.26,627.021,627.591,616.7040000000001,611.4490000000001,630.087,639.952,639.1659999999999,614.759,624.278,630.924,613.6669999999999,626.7080000000001,630.111,626.297,626.528,611.788,618.702,626.9830000000001,629.849,620.332,625.096,629.203,628.4730000000001,615.2819999999999,614.269,617.831,618.3919999999999,618.455,616.5930000000001,614.45,619.944,618.432,623.226,623.938,627.5840000000001,620.401,619.246,621.203,617.626,613.418,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,668.0,617.908,615.7280000000001,619.316,618.314,613.211,614.053,615.778,619.74,615.16,612.258,615.471,621.71,627.645,622.309,625.39,618.372,614.371,620.9630000000001,620.327,624.812,623.2959999999999,623.645,619.5409999999999,617.628,619.3,615.87,616.943,621.362,614.562,616.855,615.054,623.763,632.185,633.945,613.082,627.279,627.4540000000001,631.062,623.224,619.804,636.371,625.462,633.485,617.258,613.445,615.234,625.806,612.757,617.085,631.515,619.354,629.5,613.513,629.164,617.96,618.361,623.884,624.053,612.271,616.207,622.183,616.757,620.561,618.1569999999999,612.975,616.627,612.355,620.384,621.013,614.685,621.568,624.8530000000001,626.74,622.4159999999999,624.1659999999999,612.871,625.995,629.254,621.998,617.191,618.988,627.106,621.818,633.063,627.441,616.995,613.508,630.529,634.876,612.661,618.177,635.5269999999999,625.842,627.304,616.9,611.109,629.0880000000001,638.002,634.394,613.899,623.336,629.933,612.8580000000001,625.161,627.742,625.373,625.418,611.986,618.435,625.995,629.013,619.725,623.419,627.901,627.4119999999999,615.0980000000001,614.2330000000001,616.674,617.684,617.1990000000001,615.158,613.7819999999999,618.944,618.005,623.188,622.909,624.141,619.365,617.559,620.384,616.75,613.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.25,669.0,617.816,616.443,617.609,617.5,613.808,613.618,615.582,620.33,615.903,612.825,615.422,620.888,624.276,622.885,626.016,618.271,614.6080000000001,620.096,618.697,622.535,622.679,623.572,619.341,617.195,619.2090000000001,614.797,616.604,619.815,614.425,616.1469999999999,615.227,623.007,631.122,633.179,613.738,626.528,626.948,630.377,622.613,619.811,633.6469999999999,624.0790000000001,633.073,616.4780000000001,613.169,615.5409999999999,623.92,612.506,616.927,632.425,618.08,627.5369999999999,613.057,626.743,617.066,617.882,623.375,623.424,611.855,615.781,621.229,615.457,621.39,618.6569999999999,613.175,615.815,612.175,618.991,619.474,613.893,620.101,623.34,625.915,620.639,622.925,612.378,625.113,628.749,621.381,615.5740000000001,618.7959999999999,625.905,620.9490000000001,631.357,627.164,617.085,613.136,629.345,633.437,612.408,617.609,635.935,624.751,627.304,615.0459999999999,611.139,628.242,635.881,633.3919999999999,613.636,623.011,628.295,612.904,623.266,626.915,625.372,625.817,611.087,617.357,624.75,627.023,618.992,622.439,626.456,628.168,614.585,614.5269999999999,615.883,617.337,617.164,615.71,613.053,618.774,617.429,622.205,621.762,624.0459999999999,620.002,617.27,620.011,616.172,613.439,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.5,670.0,617.544,615.592,618.736,618.02,613.441,613.908,615.388,619.587,615.486,612.091,615.552,622.185,625.617,622.096,624.8340000000001,618.685,614.563,621.125,619.054,623.653,622.276,622.9730000000001,618.755,617.813,619.214,615.601,616.6080000000001,619.768,614.332,616.198,614.4630000000001,623.295,630.931,633.189,612.98,626.194,626.4159999999999,629.6569999999999,623.055,619.464,634.82,623.393,632.543,616.784,613.25,615.516,625.144,613.073,617.1,633.052,617.9209999999999,628.203,612.941,627.81,617.771,618.165,623.901,622.996,612.1619999999999,616.582,620.265,615.826,620.672,616.976,612.558,615.592,612.655,618.82,620.044,614.554,619.943,623.8580000000001,626.134,621.025,623.4,612.169,626.589,628.2230000000001,622.241,615.201,619.012,627.118,621.571,631.6569999999999,627.798,617.82,612.928,628.41,633.606,612.867,617.636,634.7769999999999,623.521,627.499,615.9,611.283,628.89,635.425,632.879,613.526,623.012,627.744,613.184,624.115,626.7230000000001,624.009,625.377,612.138,618.6,625.4590000000001,627.83,618.818,621.403,627.245,627.261,615.078,614.0,616.275,617.641,616.815,615.74,613.2819999999999,618.1469999999999,616.599,621.028,622.295,623.486,618.471,616.602,619.226,615.839,612.461,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.75,671.0,618.268,616.3969999999999,619.1469999999999,618.855,613.18,613.514,615.79,620.168,615.245,612.451,615.337,622.406,625.61,622.37,625.771,619.058,614.715,621.16,620.683,624.161,622.564,623.719,619.265,617.047,619.534,614.819,617.117,620.864,614.0930000000001,615.677,615.615,623.4630000000001,633.245,633.8580000000001,613.9490000000001,627.8919999999999,627.744,631.082,624.72,621.29,635.4590000000001,625.435,634.061,617.219,613.183,615.716,626.206,613.114,618.081,633.274,618.189,628.965,612.886,627.995,618.175,617.558,623.38,624.863,611.885,616.481,621.636,616.984,622.39,617.706,613.367,616.257,611.977,620.502,619.928,614.495,621.857,625.852,626.533,621.635,624.543,612.123,627.2869999999999,629.7080000000001,622.312,616.161,618.986,629.4580000000001,621.1709999999999,633.23,629.564,617.5740000000001,613.141,629.836,635.908,612.363,618.4119999999999,636.966,624.186,628.624,616.216,611.005,628.9,637.872,634.503,613.729,622.045,628.502,613.604,624.493,626.345,626.1419999999999,626.252,611.419,618.7230000000001,624.3430000000001,627.76,619.058,623.361,627.5980000000001,628.697,614.521,613.415,616.474,617.893,617.86,615.778,613.409,620.0419999999999,617.125,621.761,622.802,623.646,618.721,616.816,620.113,616.689,613.382,619.087,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,672.0,619.8340000000001,617.044,620.423,618.097,614.685,613.409,616.3240000000001,621.293,615.622,613.196,615.918,623.677,627.276,624.153,627.2230000000001,620.109,615.105,622.126,622.4830000000001,624.533,624.435,625.502,621.307,617.914,619.757,615.927,617.665,621.841,614.27,617.22,616.172,626.28,634.375,635.472,613.766,629.795,628.943,633.185,626.55,620.271,636.836,627.933,636.411,618.069,613.235,616.062,626.8,613.732,618.998,635.798,618.769,630.5880000000001,613.362,630.4169999999999,618.621,618.3330000000001,624.569,626.123,612.686,616.318,622.01,616.28,623.503,617.4119999999999,613.303,617.3430000000001,612.854,620.245,620.6619999999999,615.65,621.625,626.82,626.712,622.51,625.668,612.526,628.1,631.558,622.9209999999999,616.299,619.5790000000001,629.555,622.4540000000001,634.453,629.528,618.4019999999999,613.4,631.844,636.86,612.934,619.428,638.715,625.394,629.2719999999999,616.2919999999999,611.867,630.158,639.369,633.658,614.073,623.918,629.751,614.286,625.661,627.086,626.656,627.393,612.18,618.611,625.3480000000001,629.457,620.186,622.9540000000001,627.879,630.634,614.797,614.288,617.3330000000001,618.998,617.07,616.092,613.2669999999999,620.165,617.745,621.235,623.531,623.9540000000001,619.492,617.624,620.719,616.9069999999999,613.896,620.044,627.688,,,,,,,,,,,,,,,,,,,,,,,,,
168.25,673.0,619.201,617.57,622.081,618.578,613.557,614.265,616.373,621.933,616.396,613.863,616.214,626.055,628.5319999999999,623.879,627.5840000000001,621.126,615.2040000000001,623.831,622.534,625.564,625.981,625.515,621.637,618.4780000000001,620.985,616.163,616.6759999999999,622.019,613.22,616.4069999999999,615.873,627.293,637.393,637.965,613.687,630.158,631.184,635.63,628.6709999999999,621.865,639.607,628.92,638.605,618.068,613.863,616.9490000000001,628.22,614.5980000000001,619.006,637.377,619.319,632.2,613.442,631.624,618.58,617.967,625.307,627.625,611.196,616.919,623.201,617.732,623.875,618.46,613.72,616.268,611.998,620.515,621.383,616.044,622.895,629.7669999999999,629.682,624.811,627.363,613.269,629.172,634.012,625.102,616.389,619.549,630.558,622.653,636.207,630.988,619.018,613.655,633.4490000000001,638.118,612.7919999999999,619.446,640.288,625.055,630.298,616.564,612.122,630.366,642.05,635.32,615.651,624.285,631.372,614.149,625.911,629.519,627.715,627.879,611.429,620.672,627.049,630.811,621.052,623.488,629.344,631.6759999999999,615.613,614.947,617.5980000000001,619.882,616.611,615.518,613.786,620.305,617.232,621.4730000000001,624.091,625.766,620.055,616.685,621.442,617.621,613.97,621.221,629.857,,,,,,,,,,,,,,,,,,,,,,,,,
168.5,674.0,620.4019999999999,617.202,622.422,619.78,614.775,614.302,616.669,623.405,616.4169999999999,613.236,616.4630000000001,627.288,631.221,624.422,630.387,621.491,615.877,625.533,624.262,626.297,626.977,627.2330000000001,622.873,618.771,621.683,616.62,618.146,623.2819999999999,614.5419999999999,617.001,615.564,628.433,640.448,638.686,614.3530000000001,631.586,631.913,637.65,629.935,622.7909999999999,640.456,630.456,639.76,619.465,614.382,617.367,629.594,614.554,620.5880000000001,639.769,620.016,634.101,613.7180000000001,633.099,619.065,618.88,626.785,629.146,612.123,616.71,623.495,617.94,625.8430000000001,619.289,613.445,615.679,612.632,622.409,622.649,615.7869999999999,624.622,630.9540000000001,630.52,626.677,629.286,612.606,629.524,635.8340000000001,626.1419999999999,617.026,620.697,633.432,623.1,637.737,632.207,619.22,613.349,634.8380000000001,639.994,612.846,620.575,641.999,625.643,631.904,616.47,611.477,631.877,644.09,635.325,615.342,625.9590000000001,632.771,614.352,627.703,629.367,628.539,628.64,613.071,620.474,627.862,633.376,622.841,624.309,631.245,632.253,615.876,614.525,618.339,619.716,618.3919999999999,616.564,614.42,620.025,617.923,623.112,624.118,626.55,620.125,618.278,621.018,617.663,614.236,622.222,631.989,,,,,,,,,,,,,,,,,,,,,,,,,
