TimesH,Frame,0,4,6,7,14,16,18,19,31,33,36,38,46,47,48,51,52,54,57,58,61,66,75,89,91,92,94,106,144,146,156,159,161,173,182,186,189,196,201,206,209,219,221,222,227,228,229,230,231,233,234,393,410,443,652,1068
166.5,666.0,612.582,613.2909999999999,613.018,613.133,612.107,,611.9490000000001,615.235,612.256,611.484,612.847,612.62,613.781,614.133,612.177,611.568,611.174,610.886,614.345,612.809,613.33,613.052,614.316,611.759,612.118,610.881,611.498,613.346,612.265,613.7230000000001,613.37,611.3009999999999,611.691,613.028,612.565,613.22,613.111,612.441,612.646,615.001,613.22,613.481,614.7080000000001,612.823,616.474,611.4590000000001,612.488,615.401,614.0269999999999,611.786,613.761,,,,,
166.75,667.0,611.464,613.673,610.8530000000001,613.507,610.7869999999999,,610.842,615.511,613.127,610.635,611.633,611.794,614.582,613.623,613.2180000000001,610.6669999999999,610.769,610.692,615.493,611.742,611.423,613.163,614.4019999999999,610.741,612.373,610.743,611.144,612.515,611.592,613.38,612.184,611.863,611.621,612.7230000000001,613.034,613.62,613.35,612.0830000000001,612.515,615.118,613.759,613.77,614.7090000000001,612.964,616.371,611.393,612.687,616.279,614.304,612.366,614.206,,,,,
167.0,668.0,611.945,613.275,611.452,614.3969999999999,611.0419999999999,,610.809,616.5369999999999,612.67,610.229,612.739,612.065,614.842,614.5269999999999,612.773,610.5369999999999,611.516,611.003,615.987,612.106,612.422,613.033,614.506,610.832,612.69,610.604,609.8530000000001,611.998,612.354,612.382,613.438,611.087,611.359,612.475,612.768,612.871,612.857,611.624,612.014,614.703,613.778,613.492,615.31,612.624,616.172,611.22,612.786,616.5269999999999,614.461,612.27,613.701,,,,,
167.25,669.0,611.188,612.751,611.451,613.117,610.393,611.915,611.298,614.839,612.539,610.569,612.874,612.113,614.867,614.029,612.706,610.8480000000001,611.794,610.577,615.6080000000001,611.669,612.172,612.9680000000001,613.6519999999999,610.286,612.32,610.4019999999999,609.898,612.927,612.145,613.1519999999999,612.842,611.487,611.413,613.113,612.747,613.617,613.195,612.38,612.6709999999999,615.227,614.281,614.134,614.249,612.547,616.317,611.273,613.366,616.658,613.45,612.063,613.175,,,,,
167.5,670.0,611.4209999999999,612.915,611.248,613.873,610.744,613.0269999999999,610.941,615.494,612.172,610.263,612.4680000000001,611.359,614.359,613.6469999999999,613.05,610.585,611.251,610.8240000000001,615.529,611.491,612.168,612.855,613.935,610.871,611.488,610.4730000000001,610.431,612.5369999999999,612.011,612.221,613.947,611.311,611.23,612.5790000000001,613.024,613.28,613.302,612.494,612.243,615.012,614.216,613.914,614.488,612.156,616.994,611.809,612.6080000000001,615.866,614.497,612.577,613.5930000000001,,,,,
167.75,671.0,610.602,614.036,611.487,613.5269999999999,611.048,611.984,611.344,616.123,612.562,610.4590000000001,612.544,611.783,614.337,613.087,612.837,611.107,611.563,610.5840000000001,616.117,611.214,612.866,613.54,614.508,610.474,612.758,610.278,610.571,612.899,611.863,613.086,613.6080000000001,611.523,611.159,611.99,613.115,614.014,613.724,612.1519999999999,611.614,615.469,613.649,613.034,614.585,613.153,615.145,611.786,611.8919999999999,615.359,614.685,612.295,613.283,,,,,
168.0,672.0,612.065,613.893,612.238,613.548,610.038,613.155,610.874,616.141,612.286,610.174,612.451,612.03,614.839,613.464,613.127,611.4019999999999,611.976,610.543,615.587,611.737,612.637,613.716,615.535,610.72,612.545,610.981,610.4069999999999,612.424,611.857,612.57,614.2130000000001,611.367,611.943,612.439,613.066,613.427,613.086,612.717,612.17,616.298,614.101,614.81,615.686,613.516,617.053,612.19,613.721,616.95,614.725,611.703,613.363,,,,,
168.25,673.0,611.65,613.805,611.349,614.004,610.189,612.928,610.8290000000001,616.6419999999999,613.3009999999999,610.194,613.203,611.484,614.786,612.955,613.281,611.11,611.867,610.156,615.389,611.275,613.439,614.529,615.125,610.533,612.81,610.09,610.851,613.0980000000001,611.503,613.721,613.74,611.294,612.221,613.283,613.0790000000001,614.664,613.341,612.169,612.139,616.432,614.498,613.909,616.564,613.556,618.5459999999999,612.18,612.724,615.596,615.102,612.616,614.7719999999999,,,,,
168.5,674.0,611.3580000000001,615.303,610.845,613.678,610.702,612.942,611.269,617.149,613.245,610.068,611.908,611.309,614.664,613.0369999999999,613.93,611.388,612.815,610.045,616.491,611.143,613.6990000000001,614.384,615.156,610.511,613.059,610.738,609.894,613.646,611.862,612.893,614.175,611.512,612.174,614.059,613.6990000000001,613.908,613.845,613.3580000000001,612.239,616.883,613.216,615.696,616.119,614.202,618.783,612.439,613.224,616.586,616.122,612.086,614.009,,,,,
