TimesH,Frame,NoMissing,3,3,8,8,15,15,19,19,33,33,40,40,44,44,48,48,60,60,65,65,81,81,104,104,111,111,119,119,121,121,123,123,126,126,127,127,132,132,133,133,136,136,143,143,147,147,151,151,156,156,157,157,160,160,163,163,165,165,170,170,173,173,174,174,180,180,184,184,185,185,187,187,189,189,190,190,193,193,194,194,198,198,206,206,214,214,215,215,217,217,220,220,221,221,222,222,227,227,229,229,233,233,234,234,235,235,262,262,267,267,270,270,271,271,272,272,284,284,286,286,288,288,292,292,293,293,906,906,1031,1031,1107,1107,1241,1241,1384,1384
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
18.75,75.0,,218.495,52.065,78.641,47.266000000000005,56.893,44.388999999999996,48.841,60.032,111.399,67.165,122.97200000000001,63.828,38.664,60.398,124.95299999999999,74.48,334.61400000000003,67.586,246.685,21.996,233.71900000000002,30.569000000000003,226.06,43.96,204.322,39.961,155.849,111.86399999999999,211.125,112.439,161.363,108.755,255.329,110.50299999999999,202.843,106.89399999999999,70.219,118.324,128.717,119.527,222.588,116.772,186.94299999999998,115.149,249.332,126.521,221.06099999999998,125.272,210.507,120.757,158.192,120.045,192.03400000000002,137.019,209.697,134.03799999999998,201.049,136.013,,,200.668,128.526,310.39599999999996,80.76,206.688,80.884,161.142,79.502,141.995,78.52199999999999,152.62,75.417,63.089,76.255,291.869,87.751,46.14,88.241,135.629,86.835,190.076,84.934,144.952,95.476,344.283,89.74700000000001,191.607,92.661,55.417,89.79700000000001,124.34299999999999,105.223,233.76,103.088,289.13,103.821,209.3,102.219,67.953,99.65700000000001,157.58,97.266,307.003,97.708,201.324,98.016,244.06,146.989,210.53099999999998,144.52700000000002,112.40299999999999,143.071,226.29,137.364,101.01,139.65,217.88400000000001,152.843,86.62299999999999,149.091,236.368,149.511,99.476,172.13099999999997,117.20200000000001,167.59599999999998,132.751,144.79,151.004,130.172,,,,,,
19.0,76.0,,218.47799999999998,52.045,78.676,47.271,56.903,44.453,48.836000000000006,60.035,111.39299999999999,67.184,122.90899999999999,63.853,38.602,60.458,124.91,74.484,334.644,67.60600000000001,246.69,21.979,233.774,30.543000000000003,226.105,43.956,204.278,40.155,155.83700000000002,111.876,211.111,112.454,161.369,108.76,255.0,110.0,202.85,106.895,70.27600000000001,118.368,128.773,119.58,222.593,116.78,186.878,115.184,249.34099999999998,126.515,220.93200000000002,125.27600000000001,210.5,120.785,158.183,120.051,192.09,137.011,209.69099999999997,134.05100000000002,201.082,136.019,,,200.685,128.52700000000002,310.649,80.812,206.696,80.883,161.115,79.348,142.009,78.516,152.60399999999998,75.411,63.091,76.25,291.876,87.742,46.122,88.23200000000001,135.719,86.833,190.071,84.936,144.954,95.48700000000001,344.19699999999995,89.741,191.582,92.663,55.343,89.814,124.384,105.256,233.574,102.939,289.145,103.821,209.31099999999998,102.219,67.998,99.631,157.579,97.26799999999999,306.98400000000004,97.696,201.331,98.01299999999999,244.062,146.964,210.636,144.471,112.335,143.10299999999998,226.324,137.268,101.02799999999999,139.649,217.887,152.844,86.615,149.09799999999998,236.36900000000003,149.5,99.471,172.145,117.259,167.59799999999998,132.83,144.774,151.012,130.127,,,,,,
19.25,77.0,,218.476,52.06,78.67699999999999,47.29,56.888999999999996,44.471000000000004,48.833999999999996,60.028,111.35,67.17699999999999,122.861,63.88,38.696999999999996,60.295,124.906,74.487,334.689,67.623,246.649,21.955,233.793,30.528000000000002,226.097,43.955,204.24200000000002,40.202,155.842,111.87899999999999,211.097,112.46600000000001,161.35399999999998,108.775,255.0,110.0,202.858,106.884,70.47,118.44,128.71,119.62100000000001,222.604,116.775,186.842,115.161,249.34599999999998,126.501,221.007,125.329,210.362,120.833,158.236,120.04299999999999,192.097,137.035,209.68200000000002,134.05200000000002,201.093,136.031,,,200.696,128.52,310.587,80.76899999999999,206.69,80.889,161.128,79.53699999999999,142.02100000000002,78.514,152.602,75.403,63.088,76.256,291.865,87.73700000000001,46.117,88.23200000000001,135.78799999999998,86.853,190.05900000000003,84.944,144.95600000000002,95.494,344.265,89.77,191.60299999999998,92.65100000000001,55.36600000000001,89.806,124.39399999999999,105.25299999999999,233.5,102.84899999999999,289.16,103.823,209.321,102.20299999999999,67.972,99.64399999999999,157.579,97.272,307.001,97.68700000000001,201.333,98.005,244.072,146.958,210.655,144.49,112.42200000000001,143.11,226.137,137.429,101.04799999999999,139.645,217.895,152.85,86.65700000000001,149.108,236.333,149.498,99.464,172.142,117.271,167.65,132.747,144.632,150.968,130.033,,,,,,
19.5,78.0,,218.49200000000002,52.056000000000004,78.666,47.263999999999996,56.708,44.43899999999999,48.831,60.018,111.36399999999999,67.176,122.81299999999999,63.907,38.751,60.233999999999995,124.899,74.486,334.67199999999997,67.59100000000001,246.61900000000003,21.934,233.80900000000003,30.568,226.097,43.973,204.338,40.266,155.836,111.87799999999999,211.012,112.462,161.35299999999998,108.78,255.50400000000002,110.6,202.885,106.902,70.37,118.314,128.609,119.554,222.582,116.76700000000001,186.75599999999997,115.219,249.335,126.506,221.007,125.359,210.317,120.875,158.208,120.04299999999999,192.10299999999998,137.053,209.612,134.037,201.024,136.03,138.236,128.563,200.69,128.535,310.492,80.71600000000001,206.69400000000002,80.889,161.111,79.51100000000001,142.046,78.514,152.615,75.41,63.085,76.259,291.869,87.735,46.121,88.25299999999999,135.69299999999998,86.83,190.075,84.943,144.95600000000002,95.49799999999999,344.225,89.706,191.68599999999998,92.757,55.372,89.79799999999999,124.311,105.227,233.503,102.79299999999999,289.153,103.819,209.28900000000002,102.21600000000001,67.959,99.66799999999999,157.582,97.272,307.013,97.662,201.322,98.01299999999999,244.054,146.947,210.709,144.488,112.444,143.116,226.146,137.439,101.02600000000001,139.655,217.894,152.86,86.656,149.131,236.30200000000002,149.506,99.45700000000001,172.12099999999998,117.234,167.653,132.776,144.442,150.92600000000002,130.046,215.62900000000002,111.285,,,,
19.75,79.0,,218.513,52.063,78.672,47.294,56.614,44.403,48.821000000000005,60.008,111.369,67.184,122.84700000000001,63.92100000000001,38.854,60.044,124.896,74.472,334.711,67.602,246.646,21.959,233.84900000000002,30.583000000000002,226.114,43.968,204.305,40.399,155.855,111.883,211.03599999999997,112.477,161.338,108.787,255.49,110.538,202.843,106.929,70.46300000000001,118.385,128.579,119.46,222.578,116.773,186.71900000000002,115.211,249.342,126.499,221.054,125.39,210.231,120.906,158.151,120.05799999999999,192.11,137.093,209.55200000000002,134.08700000000002,201.023,136.05100000000002,138.106,128.525,200.69400000000002,128.543,310.457,80.581,206.68099999999998,80.883,161.151,79.449,142.053,78.50399999999999,152.62,75.403,63.078,76.256,291.85900000000004,87.728,46.114,88.242,135.715,86.68299999999999,190.06099999999998,84.948,144.963,95.50299999999999,344.334,89.62700000000001,191.67,92.73,55.418,89.789,124.36200000000001,105.196,233.65200000000002,102.925,289.193,103.79899999999999,209.297,102.21799999999999,67.90100000000001,99.66,157.583,97.281,307.04,97.655,201.31900000000002,98.01100000000001,244.05700000000002,146.95600000000002,210.68,144.487,112.434,143.141,226.203,137.477,101.087,139.68200000000002,217.90200000000002,152.862,86.686,149.134,236.31599999999997,149.496,99.461,172.13,117.311,167.678,132.768,144.403,150.91,130.053,215.715,111.28200000000001,,,,
20.0,80.0,,218.483,52.059,78.583,47.33,56.773999999999994,44.407,48.815,60.01,111.321,67.169,122.859,64.006,38.832,59.976000000000006,124.87899999999999,74.459,334.727,67.622,246.628,21.951999999999998,233.804,30.623,226.09599999999998,43.98,204.269,40.312,155.85299999999998,111.884,210.96900000000002,112.476,161.333,108.787,255.57299999999998,110.585,202.84099999999998,106.95200000000001,70.384,118.39299999999999,128.564,119.529,222.601,116.779,186.87599999999998,115.244,249.351,126.49,220.998,125.385,210.146,120.93299999999999,158.139,120.096,192.16400000000002,137.106,209.544,134.089,200.998,136.05700000000002,138.278,128.509,200.699,128.549,310.57599999999996,80.598,206.68200000000002,80.893,161.171,79.508,142.05,78.546,152.643,75.418,63.068000000000005,76.243,291.858,87.72200000000001,46.115,88.24600000000001,135.804,86.62700000000001,190.055,84.95700000000001,144.969,95.508,344.381,89.566,191.708,92.74799999999999,55.431999999999995,89.819,124.439,105.18700000000001,233.643,102.84899999999999,289.218,103.79799999999999,209.30700000000002,102.235,67.898,99.662,157.591,97.279,307.036,97.605,201.31799999999998,98.009,244.054,146.96200000000002,210.578,144.512,112.37200000000001,143.116,225.842,138.377,101.095,139.683,217.90099999999998,152.875,86.682,149.124,236.27,149.47899999999998,99.45,172.145,117.161,167.761,132.67700000000002,144.645,150.832,129.958,215.673,111.34,,,,
20.25,81.0,,218.512,52.041000000000004,78.32600000000001,47.355,56.865,44.428000000000004,48.81,60.005,111.262,67.17,122.931,64.062,38.836,60.013999999999996,124.868,74.447,334.74199999999996,67.686,246.655,21.951,233.826,30.601,226.115,43.986000000000004,204.38,40.36,155.842,111.88799999999999,210.94299999999998,112.486,161.329,108.77600000000001,255.52599999999998,110.682,202.842,106.927,70.399,118.34100000000001,128.501,119.46,222.602,116.775,186.83,115.24600000000001,249.352,126.507,220.998,125.41799999999999,210.085,120.93799999999999,158.127,120.10799999999999,192.15900000000002,137.122,209.532,134.109,201.035,136.063,138.268,128.491,200.695,128.55200000000002,310.693,80.692,206.68400000000003,80.887,161.172,79.264,142.053,78.555,152.641,75.423,63.062,76.23899999999999,291.875,87.71,46.104,88.241,135.872,86.725,190.06400000000002,84.946,144.966,95.51,344.414,89.524,191.713,92.73,55.464,89.829,124.42,105.289,233.674,102.82700000000001,289.221,103.81,209.313,102.243,67.914,99.675,157.595,97.28,307.04400000000004,97.60600000000001,201.317,98.016,244.05200000000002,146.984,210.63,144.569,112.27600000000001,143.119,225.954,138.106,101.088,139.67600000000002,217.894,152.88,86.686,149.148,236.285,149.477,99.455,172.148,117.16,167.832,132.719,144.41299999999998,150.756,129.914,215.718,111.309,,,,
20.5,82.0,,218.53,52.047,78.263,47.381,56.754,44.448,48.803999999999995,60.005,111.29799999999999,67.182,123.037,64.02199999999999,38.839,59.942,124.861,74.452,334.754,67.67399999999999,246.638,21.979,233.84099999999998,30.622,226.15,43.994,204.38400000000001,40.257,155.85299999999998,111.891,210.988,112.471,161.33,108.779,255.558,110.60600000000001,202.851,106.92200000000001,70.34,118.335,128.528,119.486,222.59900000000002,116.79299999999999,186.88,115.285,249.387,126.505,220.958,125.363,210.024,120.95700000000001,158.123,120.118,192.14700000000002,137.149,209.525,134.14,201.03599999999997,136.072,137.9,128.469,200.69799999999998,128.543,310.784,80.67,206.69799999999998,80.884,161.162,79.275,142.055,78.563,152.625,75.423,63.062,76.238,291.863,87.71600000000001,46.098,88.241,135.744,86.821,190.055,84.95100000000001,144.958,95.499,344.43300000000005,89.516,191.732,92.743,55.456,89.885,124.46700000000001,105.32,233.662,102.743,289.289,103.788,209.298,102.25200000000001,67.95,99.699,157.6,97.28200000000001,307.091,97.602,201.303,98.02,244.06799999999998,146.997,210.62,144.556,112.335,143.116,226.327,137.42,101.11200000000001,139.67700000000002,217.894,152.882,86.681,149.136,236.29,149.471,99.448,172.136,117.21,167.80700000000002,132.716,144.316,150.58700000000002,129.72799999999998,215.685,111.25,,,,
20.75,83.0,,218.52200000000002,52.036,78.222,47.395,56.832,44.405,48.801,60.0,111.319,67.179,122.79299999999999,64.056,38.857,59.913999999999994,124.8,74.423,334.764,67.664,246.627,21.964000000000002,233.87400000000002,30.649,226.174,44.003,204.347,40.114000000000004,155.864,111.89399999999999,211.035,112.436,161.329,108.74600000000001,255.512,110.464,202.835,106.89,70.337,118.226,128.45,119.476,222.62400000000002,116.791,186.903,115.314,249.358,126.50399999999999,220.912,125.35700000000001,210.041,120.98700000000001,158.112,120.113,192.148,137.159,209.519,134.15,201.106,136.05700000000002,137.865,128.47299999999998,200.715,128.543,311.035,80.715,206.68900000000002,80.877,161.18200000000002,79.444,142.032,78.569,152.60299999999998,75.429,63.06100000000001,76.23,291.85400000000004,87.711,46.108999999999995,88.24799999999999,135.718,86.93799999999999,190.05200000000002,84.948,144.959,95.50200000000001,344.506,89.536,191.69,92.757,55.382,89.882,124.47399999999999,105.296,233.62400000000002,102.73100000000001,289.281,103.79,209.283,102.27600000000001,67.938,99.70100000000001,157.601,97.28399999999999,307.14,97.59200000000001,201.298,98.015,244.071,147.007,210.662,144.485,112.215,143.11,226.31,137.386,101.11200000000001,139.671,217.899,152.888,86.675,149.15200000000002,236.278,149.453,99.454,172.145,117.089,167.762,132.74,144.519,150.59,129.686,215.648,111.25399999999999,,,,
21.0,84.0,,218.489,52.042,78.209,47.426,56.863,44.398999999999994,48.795,59.994,111.34700000000001,67.189,122.585,64.194,38.889,59.795,124.82700000000001,74.407,334.79900000000004,67.73,246.669,21.987,233.893,30.691999999999997,226.222,43.996,204.327,40.147,155.862,111.899,211.015,112.47200000000001,161.327,108.74600000000001,255.43200000000002,110.37200000000001,202.824,106.90700000000001,70.206,118.24600000000001,128.501,119.48899999999999,222.61599999999999,116.788,186.923,115.273,249.359,126.505,220.917,125.366,210.078,120.99799999999999,158.09799999999998,120.119,192.112,137.185,209.545,134.14,201.044,136.058,137.809,128.509,200.71900000000002,128.548,310.394,80.387,206.69099999999997,80.875,161.196,79.40899999999999,142.032,78.589,152.621,75.421,63.066,76.24,291.835,87.705,46.1,88.228,135.791,86.97399999999999,190.05200000000002,84.943,144.967,95.51899999999999,344.458,89.524,191.731,92.796,55.442,89.859,124.34299999999999,105.279,233.732,102.74799999999999,289.29,103.789,209.28400000000002,102.259,67.998,99.69,157.607,97.277,307.154,97.60700000000001,201.295,98.01799999999999,244.05900000000003,146.998,210.59799999999998,144.523,112.22,143.13,226.273,137.341,101.14399999999999,139.66,217.899,152.882,86.665,149.154,236.273,149.455,99.46700000000001,172.16099999999997,117.075,167.74400000000003,132.778,144.39700000000002,150.55200000000002,129.66899999999998,215.562,111.235,,,,
21.25,85.0,,218.47799999999998,52.055,78.19,47.43600000000001,56.805,44.422,48.784,59.993,111.33,67.19800000000001,122.72200000000001,64.22399999999999,38.921,59.736999999999995,124.838,74.419,334.835,67.71600000000001,246.65099999999998,21.968000000000004,233.885,30.705,226.158,44.013999999999996,204.35299999999998,40.238,155.87,111.90700000000001,211.063,112.477,161.33100000000002,108.74,255.34099999999998,110.21600000000001,202.803,106.913,70.324,118.359,128.629,119.619,222.636,116.788,186.905,115.32,249.37099999999998,126.494,220.84799999999998,125.376,210.18099999999998,120.99799999999999,158.11700000000002,120.139,192.09400000000002,137.183,209.542,134.14,201.03599999999997,136.076,137.593,128.506,200.71400000000003,128.56799999999998,310.594,80.502,206.692,80.885,161.21,79.39,142.026,78.594,152.619,75.442,63.062,76.247,291.851,87.709,46.099,88.227,135.72,86.941,190.06400000000002,84.95,144.97,95.51899999999999,344.48,89.551,191.708,92.77,55.43,89.85600000000001,124.339,105.32600000000001,233.579,102.712,289.29,103.81,209.257,102.29700000000001,67.982,99.693,157.601,97.27,307.16900000000004,97.59100000000001,201.30700000000002,98.01700000000001,244.05200000000002,146.994,210.605,144.54399999999998,112.24799999999999,143.145,226.26,137.329,101.086,139.684,217.903,152.887,86.708,149.145,236.293,149.466,99.46600000000001,172.17,117.05799999999999,167.795,132.779,144.45,150.461,129.754,215.533,111.11399999999999,,,,
21.5,86.0,,218.451,52.043,78.24,47.401,56.805,44.394,48.778,59.997,111.383,67.206,122.88600000000001,64.13600000000001,38.895,59.777,124.859,74.422,334.846,67.653,246.69,21.971999999999998,233.93099999999998,30.759,226.365,44.016999999999996,204.328,40.198,155.872,111.90899999999999,211.082,112.448,161.341,108.73100000000001,255.428,110.31200000000001,202.829,106.917,70.292,118.389,128.65,119.62,222.618,116.801,186.896,115.34700000000001,249.36599999999999,126.48,220.919,125.359,210.192,121.01799999999999,158.154,120.131,192.12400000000002,137.189,209.545,134.132,201.088,136.067,137.579,128.535,200.709,128.562,310.595,80.503,206.692,80.889,161.20600000000002,79.479,142.04,78.58800000000001,152.638,75.435,63.058,76.248,291.835,87.713,46.088,88.23,135.718,86.932,190.058,84.941,144.974,95.523,344.452,89.527,191.666,92.814,55.44,89.84200000000001,124.421,105.34100000000001,233.696,102.77,289.26099999999997,103.82600000000001,209.25900000000001,102.29899999999999,67.976,99.682,157.606,97.27799999999999,307.175,97.587,201.31400000000002,98.022,244.072,147.023,210.576,144.534,112.214,143.16299999999998,226.301,137.276,101.05799999999999,139.69799999999998,217.9,152.889,86.71700000000001,149.162,236.3,149.48,99.463,172.183,117.07799999999999,167.77,132.755,144.41,150.511,129.68,215.579,111.06299999999999,,,,
21.75,87.0,,218.44299999999998,52.04,78.241,47.378,56.856,44.403999999999996,48.772,59.986000000000004,111.38,67.218,122.95,64.1,38.914,59.74,124.846,74.419,334.86699999999996,67.595,246.69099999999997,21.976,233.96099999999998,30.75,226.37900000000002,44.016999999999996,204.326,40.141999999999996,155.851,111.91,211.06400000000002,112.444,161.35299999999998,108.723,255.38400000000001,109.97399999999999,202.89,106.92200000000001,70.467,118.546,128.607,119.619,222.611,116.794,186.896,115.368,249.368,126.48899999999999,220.93200000000002,125.323,210.174,121.01799999999999,158.15,120.12200000000001,192.125,137.207,209.578,134.139,200.953,136.053,137.614,128.529,200.687,128.586,311.16700000000003,80.673,206.68200000000002,80.892,161.204,79.471,142.059,78.57600000000001,152.63299999999998,75.422,63.076,76.236,291.836,87.708,46.099,88.226,135.745,86.94200000000001,190.06799999999998,84.93799999999999,144.97299999999998,95.51299999999999,344.561,89.49799999999999,191.63099999999997,92.75200000000001,55.386,89.912,124.402,105.348,233.64,102.712,289.244,103.81299999999999,209.273,102.30799999999999,67.97399999999999,99.712,157.613,97.27600000000001,307.17900000000003,97.569,201.31400000000002,98.031,244.078,147.033,210.52200000000002,144.558,112.164,143.178,226.24200000000002,137.39600000000002,101.042,139.71200000000002,217.905,152.891,86.699,149.159,236.294,149.496,99.455,172.19400000000002,117.051,167.81599999999997,132.69299999999998,144.489,150.59,129.664,215.61700000000002,111.055,,,,
22.0,88.0,,218.465,52.038999999999994,78.223,47.394,56.706,44.373999999999995,48.765,59.986999999999995,111.34100000000001,67.208,122.835,64.122,38.949,59.656000000000006,124.86,74.432,334.905,67.59899999999999,246.68099999999998,21.995,233.982,30.767,226.518,43.995,204.34599999999998,40.153,155.856,111.915,210.794,112.491,161.347,108.712,255.395,110.07,202.894,106.91,70.392,118.454,128.65,119.595,222.64700000000002,116.809,186.86900000000003,115.39399999999999,249.368,126.47399999999999,220.91099999999997,125.29899999999999,210.205,121.021,158.139,120.11200000000001,192.12,137.217,209.545,134.143,200.947,136.072,137.547,128.493,200.699,128.60399999999998,311.21299999999997,80.715,206.692,80.893,161.179,79.655,142.072,78.613,152.63,75.417,63.08,76.233,291.82099999999997,87.708,46.108000000000004,88.229,135.711,86.94,190.08700000000002,84.945,144.975,95.51299999999999,344.668,89.48,191.671,92.779,55.409,89.859,124.402,105.36,233.65,102.691,289.236,103.81,209.297,102.315,67.977,99.721,157.623,97.279,307.16700000000003,97.572,201.31599999999997,98.031,244.06900000000002,147.04399999999998,210.54,144.583,112.162,143.219,226.24599999999998,137.27700000000002,101.042,139.727,217.91,152.895,86.679,149.175,236.31,149.47799999999998,99.43799999999999,172.21,117.023,167.87,132.619,144.497,150.594,129.70600000000002,215.635,111.053,,,,
22.25,89.0,,218.479,52.045,78.22800000000001,47.411,56.606,44.375,48.757,59.988,111.42299999999999,67.208,122.867,64.098,38.917,59.736999999999995,124.84700000000001,74.445,334.89099999999996,67.565,246.692,21.998,233.99599999999998,30.758000000000003,226.683,44.021,204.412,40.177,155.85,111.91799999999999,210.80599999999998,112.493,161.351,108.709,255.368,110.189,202.90200000000002,106.88600000000001,70.683,118.553,128.628,119.665,222.666,116.825,186.858,115.366,249.372,126.471,220.947,125.34700000000001,210.247,121.044,158.149,120.141,192.104,137.214,209.58700000000002,134.19299999999998,200.949,136.061,137.525,128.504,200.71599999999998,128.62,310.888,80.539,206.673,80.898,161.141,79.757,142.059,78.605,152.625,75.402,63.076,76.22800000000001,291.819,87.709,46.099,88.219,136.003,86.98200000000001,190.102,84.927,144.974,95.522,344.689,89.41,191.613,92.756,55.341,89.87200000000001,124.461,105.273,233.69799999999998,102.726,289.248,103.81,209.298,102.318,67.954,99.72200000000001,157.626,97.281,307.223,97.538,201.317,98.039,244.111,147.06799999999998,210.518,144.578,112.14200000000001,143.216,226.19400000000002,137.247,101.009,139.73,217.915,152.901,86.663,149.183,236.326,149.472,99.444,172.204,116.884,167.949,132.502,144.6,150.583,129.70600000000002,215.61900000000003,111.03299999999999,,,,
22.5,90.0,,218.481,52.038999999999994,78.214,47.38399999999999,56.838,44.391000000000005,48.756,59.99100000000001,111.414,67.21,122.84100000000001,64.09100000000001,38.899,59.733999999999995,124.86200000000001,74.429,334.917,67.532,246.717,21.984,234.007,30.714000000000002,226.58,44.032,204.53,40.094,155.847,111.931,210.77,112.546,161.349,108.70100000000001,255.487,110.476,202.933,106.914,70.707,118.52,128.673,119.75299999999999,222.668,116.855,186.798,115.39299999999999,249.39,126.48700000000001,220.93,125.34200000000001,210.208,121.05799999999999,158.112,120.165,192.085,137.235,209.58900000000003,134.211,201.021,136.08,137.375,128.403,200.727,128.628,310.81,80.518,206.668,80.896,161.10299999999998,79.797,142.053,78.626,152.61700000000002,75.405,63.074,76.226,291.811,87.71,46.086999999999996,88.242,135.984,87.06,190.09799999999998,84.927,144.97299999999998,95.516,344.626,89.399,191.65599999999998,92.765,55.288999999999994,89.89399999999999,124.583,105.363,233.593,102.625,289.214,103.84100000000001,209.292,102.32799999999999,67.98100000000001,99.723,157.628,97.281,307.268,97.50200000000001,201.301,98.031,244.111,147.08100000000002,210.511,144.58700000000002,112.12200000000001,143.236,226.047,137.457,100.999,139.747,217.90400000000002,152.89700000000002,86.667,149.19299999999998,236.33599999999998,149.447,99.43799999999999,172.222,116.916,167.91099999999997,132.528,144.464,150.545,129.71,215.595,110.944,,,,
22.75,91.0,,218.47299999999998,52.019,78.163,47.386,56.982,44.391999999999996,48.748999999999995,59.994,111.366,67.199,122.984,64.046,38.897,59.715,124.823,74.392,334.941,67.53,246.676,21.936999999999998,234.0,30.721,226.644,44.028999999999996,204.553,40.096,155.83,111.92200000000001,210.83599999999998,112.53200000000001,161.35399999999998,108.696,255.364,110.338,202.945,106.902,70.709,118.49600000000001,128.674,119.775,222.678,116.85700000000001,186.782,115.459,249.391,126.486,220.981,125.37799999999999,210.202,121.079,158.15200000000002,120.20299999999999,192.079,137.232,209.613,134.23,201.011,136.10299999999998,137.409,128.423,200.733,128.648,310.737,80.508,206.665,80.89699999999999,161.07399999999998,79.80199999999999,142.07,78.596,152.607,75.407,63.071000000000005,76.223,291.814,87.706,46.073,88.242,135.826,87.064,190.079,84.936,144.969,95.51700000000001,344.559,89.37,191.674,92.79899999999999,55.308,89.915,124.539,105.365,233.60299999999998,102.59100000000001,289.194,103.84299999999999,209.301,102.314,67.952,99.726,157.634,97.285,307.252,97.522,201.293,98.036,244.097,147.09799999999998,210.513,144.56799999999998,112.125,143.25799999999998,225.873,137.743,100.96700000000001,139.757,217.90400000000002,152.904,86.655,149.19899999999998,236.334,149.47799999999998,99.427,172.22400000000002,116.93700000000001,167.907,132.502,144.775,150.575,129.76,215.627,110.916,,,,
23.0,92.0,,218.457,52.006,78.122,47.353,56.972,44.401,48.751999999999995,59.983999999999995,111.34899999999999,67.193,122.98899999999999,64.017,38.87,59.698,124.839,74.402,334.95,67.513,246.718,21.964000000000002,233.982,30.753,226.678,44.022,204.59599999999998,40.062,155.83,111.926,210.87099999999998,112.55,161.358,108.681,255.36,110.417,202.951,106.902,70.666,118.555,128.658,119.73200000000001,222.696,116.863,186.64,115.505,249.39700000000002,126.494,220.976,125.385,210.204,121.084,158.15,120.25,192.08700000000002,137.247,209.59799999999998,134.24200000000002,201.02,136.113,137.435,128.472,200.748,128.67600000000002,311.629,80.831,206.658,80.903,161.063,79.65899999999999,142.084,78.559,152.624,75.414,63.06100000000001,76.219,291.795,87.71,46.076,88.245,135.632,87.14299999999999,190.06400000000002,84.939,144.971,95.514,344.538,89.40100000000001,191.59099999999998,92.777,55.26,90.01899999999999,124.554,105.34899999999999,233.671,102.65700000000001,289.21,103.85600000000001,209.30900000000003,102.323,67.95,99.726,157.632,97.29299999999999,307.249,97.523,201.285,98.03,244.143,147.09799999999998,210.53099999999998,144.645,112.15899999999999,143.279,225.83700000000002,137.708,100.954,139.77100000000002,217.91,152.912,86.618,149.204,236.34799999999998,149.482,99.428,172.22,116.898,167.97400000000002,132.5,144.533,150.576,129.768,215.65,110.925,,,,
23.25,93.0,,218.47299999999998,51.985,78.084,47.388999999999996,56.964,44.346000000000004,48.747,59.979,111.384,67.203,123.02799999999999,64.02199999999999,38.900999999999996,59.681999999999995,124.814,74.396,334.936,67.476,246.722,21.941,233.975,30.706,226.671,44.011,204.61900000000003,40.117,155.821,111.928,210.888,112.59200000000001,161.361,108.67200000000001,255.357,110.439,202.953,106.87899999999999,70.744,118.59,128.69,119.807,222.699,116.854,186.715,115.43700000000001,249.39700000000002,126.48299999999999,220.88299999999998,125.376,210.2,121.09,158.095,120.25399999999999,192.06900000000002,137.266,209.613,134.297,200.97099999999998,136.105,137.64,128.583,200.76,128.67700000000002,311.548,80.715,206.649,80.903,161.09,79.72399999999999,142.058,78.554,152.635,75.419,63.073,76.22,291.782,87.704,46.09,88.249,135.84799999999998,87.162,190.082,84.93299999999999,144.981,95.52,344.63699999999994,89.366,191.65,92.77799999999999,55.37,89.98,124.491,105.28299999999999,233.71,102.65299999999999,289.203,103.86200000000001,209.27900000000002,102.331,67.964,99.743,157.635,97.295,307.237,97.508,201.273,98.04,244.162,147.08100000000002,210.49599999999998,144.63299999999998,112.053,143.268,225.887,137.567,100.978,139.77700000000002,217.917,152.917,86.62799999999999,149.224,236.315,149.482,99.415,172.231,116.86,168.062,132.475,144.80200000000002,150.41299999999998,129.727,215.56799999999998,110.87100000000001,,,,
