TimesH,Frame,0,2,3,5,12,13,15,19,21,22,30,32,34,36,37,39,45,46,47,50,51,53,54,56,57,63,75,79,82,83,111,112,113,114,121,140,142,144,150,151,154,155,156,159,161,162,163,164,172,174,175,176,180,181,182,185,186,187,189,190,191,193,194,200,201,208,210,214,217,222,223,227,231,425,525
335.25,1341.0,611.0930000000001,611.555,610.518,609.932,609.92,,613.143,610.185,610.457,610.07,609.62,612.331,609.6659999999999,610.3480000000001,612.047,610.711,610.644,610.256,610.057,610.092,610.297,612.822,610.308,610.825,610.935,609.611,609.757,611.1519999999999,610.651,609.769,608.997,610.96,609.936,610.7919999999999,609.992,609.84,610.1669999999999,610.998,609.335,610.115,610.439,610.888,610.165,610.651,610.0219999999999,611.766,610.081,609.75,609.516,613.5409999999999,610.726,611.112,609.806,610.094,609.609,610.953,613.909,609.938,611.797,611.859,610.776,611.053,610.0319999999999,609.738,611.036,610.879,609.27,610.721,610.729,609.965,611.345,611.466,610.006,,
335.5,1342.0,611.011,612.549,610.7,610.491,609.953,612.989,612.624,611.308,610.701,610.3290000000001,609.512,610.8340000000001,609.43,610.428,612.102,610.488,610.403,611.276,609.674,610.621,610.455,612.0369999999999,609.502,609.764,610.5740000000001,610.031,609.695,610.9119999999999,610.361,609.789,610.131,610.052,610.3340000000001,610.206,609.8480000000001,609.132,610.111,611.262,610.198,610.33,609.951,609.942,609.934,610.525,610.414,611.423,610.099,610.509,609.9540000000001,613.625,610.735,610.885,610.043,610.251,609.8340000000001,610.406,612.681,611.008,611.888,611.9019999999999,610.2669999999999,611.253,609.961,609.345,610.678,611.57,609.99,610.049,610.514,610.7230000000001,610.674,610.766,609.5840000000001,,
335.75,1343.0,610.178,611.768,610.372,610.193,609.506,612.002,612.889,610.811,610.221,609.633,609.5830000000001,610.594,610.048,609.6569999999999,611.383,611.545,610.827,610.442,609.831,610.313,609.261,613.07,610.2819999999999,610.773,610.835,609.886,610.231,610.597,610.673,609.237,610.38,610.102,609.764,610.629,609.681,609.805,609.024,610.07,610.1659999999999,609.893,610.974,610.009,609.7669999999999,612.106,610.344,611.406,610.045,610.121,609.952,613.842,610.563,610.487,610.635,609.9540000000001,610.215,609.8380000000001,612.5,609.849,611.866,611.122,609.784,610.586,610.363,609.49,610.741,611.85,609.8009999999999,610.406,610.876,609.597,610.732,611.582,610.1030000000001,,
336.0,1344.0,611.399,611.672,610.7819999999999,610.779,609.984,612.81,613.03,610.239,610.39,610.563,609.354,611.4590000000001,611.371,610.7669999999999,611.3240000000001,610.2280000000001,611.38,611.193,609.936,610.367,609.566,612.462,609.632,609.901,610.0880000000001,609.798,609.672,610.82,609.827,609.2959999999999,609.972,610.832,608.82,611.2040000000001,609.4680000000001,610.156,610.214,611.0840000000001,609.775,610.307,610.836,611.123,609.115,611.2959999999999,609.9580000000001,612.2080000000001,610.244,610.01,609.903,614.2919999999999,610.856,610.92,609.956,609.495,609.378,609.868,612.9019999999999,610.065,611.763,612.654,609.568,610.258,610.019,609.77,611.422,610.845,610.1419999999999,610.862,610.966,610.196,610.156,610.78,609.3290000000001,,
336.25,1345.0,610.914,612.48,610.715,610.058,609.9,614.184,612.441,610.311,611.361,610.335,609.4830000000001,612.221,610.4,610.45,610.495,611.295,610.729,612.195,610.707,611.1419999999999,609.84,612.339,610.345,610.969,611.591,610.643,609.498,610.822,610.133,609.746,610.15,610.276,609.72,611.136,609.808,610.07,610.7330000000001,610.813,610.251,610.742,610.33,610.648,609.742,612.1759999999999,610.7130000000001,611.242,611.148,610.279,609.484,613.6,610.694,610.595,610.195,609.889,610.3330000000001,610.942,612.7080000000001,610.94,611.637,612.311,610.102,611.119,610.496,609.835,611.444,612.029,609.7959999999999,610.891,610.775,611.034,610.754,610.884,609.779,,
336.5,1346.0,611.366,613.536,611.139,610.0269999999999,610.008,614.8009999999999,612.781,610.393,611.61,610.745,609.596,612.2130000000001,610.11,609.393,610.751,611.148,610.91,611.9019999999999,610.881,610.467,610.312,613.173,611.004,610.565,612.311,609.995,610.158,611.7130000000001,610.587,609.911,610.632,611.003,609.347,610.931,609.987,609.734,610.391,610.132,610.217,611.071,610.826,610.706,609.756,611.538,610.785,611.967,610.9,610.273,610.472,613.485,611.279,611.0319999999999,610.068,610.614,609.578,611.736,613.764,611.44,611.7040000000001,611.989,610.271,611.0409999999999,610.2230000000001,610.007,610.996,611.861,609.8530000000001,611.13,611.28,610.648,611.169,612.258,610.335,,
336.75,1347.0,611.984,614.562,611.285,610.474,610.552,616.154,613.431,611.068,612.596,610.62,609.953,611.937,611.982,610.132,610.9830000000001,611.494,611.711,611.5980000000001,610.896,610.679,609.827,613.816,610.754,610.6709999999999,612.61,609.9069999999999,610.07,611.183,610.819,609.995,609.6569999999999,611.474,609.581,610.721,610.136,609.7819999999999,611.599,610.4119999999999,610.495,611.744,610.895,610.809,610.082,611.5790000000001,612.003,611.819,611.044,611.197,610.189,614.491,611.325,611.123,610.523,610.138,610.714,611.372,613.001,611.7040000000001,612.696,612.433,610.139,610.896,611.464,609.735,612.352,612.154,610.873,610.4540000000001,611.8240000000001,611.2180000000001,611.75,612.226,610.37,,
337.0,1348.0,612.7719999999999,614.89,612.002,610.341,610.869,616.976,613.816,610.319,613.365,611.3290000000001,609.725,612.96,612.391,610.722,611.934,612.15,612.299,612.9730000000001,610.466,611.3290000000001,611.0319999999999,614.288,611.771,611.567,613.226,609.999,610.534,611.847,611.2180000000001,610.114,610.387,611.1709999999999,609.755,611.101,610.439,609.869,611.736,611.065,610.387,612.484,611.453,611.605,610.83,612.342,611.4630000000001,612.3380000000001,610.132,611.452,610.884,614.393,611.701,611.712,610.7869999999999,611.286,609.804,612.134,613.854,612.37,611.624,612.13,610.763,610.75,611.192,610.381,612.479,613.361,610.879,610.771,611.075,610.7090000000001,612.3340000000001,613.594,610.376,,
337.25,1349.0,612.975,616.062,612.3480000000001,610.016,611.889,618.612,612.977,611.74,614.2959999999999,611.619,609.419,613.944,613.307,611.21,611.71,612.931,611.99,613.206,610.448,612.182,611.039,616.354,611.975,611.479,614.2,610.672,610.376,612.1030000000001,611.03,610.0880000000001,610.488,611.4490000000001,610.141,611.746,611.0930000000001,609.855,612.406,610.932,611.4730000000001,611.615,611.385,611.44,610.403,612.068,611.581,612.099,611.524,611.675,610.258,614.7669999999999,612.379,610.9780000000001,610.862,610.3919999999999,610.367,612.553,613.895,612.263,612.3,611.394,611.247,611.953,611.504,610.0740000000001,612.617,614.65,610.395,610.5930000000001,611.7669999999999,611.4209999999999,612.915,615.255,610.266,,
