TimesH,Frame,NoMissing,0,0,4,4,6,6,7,7,14,14,16,16,18,18,19,19,31,31,33,33,36,36,38,38,46,46,47,47,48,48,51,51,52,52,54,54,57,57,58,58,61,61,66,66,75,75,89,89,91,91,92,92,94,94,106,106,144,144,146,146,156,156,159,159,161,161,173,173,182,182,186,186,189,189,196,196,201,201,206,206,209,209,219,219,221,221,222,222,227,227,228,228,229,229,230,230,231,231,233,233,234,234,393,393,410,410,443,443,652,652,1068,1068
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
209.75,839.0,,295.467,87.512,165.313,81.494,294.262,80.34899999999999,111.389,81.393,349.663,88.71799999999999,189.481,100.171,309.19,96.49,152.536,97.58,73.322,99.198,337.774,64.773,34.735,60.931999999999995,52.888999999999996,59.941,113.46799999999999,68.51,67.89,75.54,129.094,74.48899999999999,39.954,73.344,46.839,73.52199999999999,24.951,73.27600000000001,146.55200000000002,78.613,313.157,79.615,157.006,75.143,243.65099999999998,43.75,231.915,44.744,27.276999999999997,56.986000000000004,247.96900000000002,57.419,324.893,56.255,310.486,55.693000000000005,239.209,32.912,91.053,149.77,240.02900000000002,149.283,220.87400000000002,152.687,103.2,171.984,121.60799999999999,167.445,227.355,127.265,205.33599999999998,138.42,252.953,126.03299999999999,105.79299999999999,139.889,158.083,135.253,116.352,142.741,149.61,106.459,292.45599999999996,103.32,128.981,108.181,217.50099999999998,116.96700000000001,228.13400000000001,117.04700000000001,160.197,111.844,268.089,112.834,200.79,120.458,131.8,121.336,143.47899999999998,120.87899999999999,75.11399999999999,119.169,122.537,118.83,41.46,52.371,50.036,88.522,269.657,97.919,197.653,95.51899999999999,207.37400000000002,80.616
210.0,840.0,,295.466,87.523,165.27200000000002,81.505,294.117,80.40100000000001,111.45200000000001,81.38,349.635,88.73899999999999,189.50099999999998,100.14399999999999,309.178,96.48299999999999,152.539,97.586,73.29899999999999,99.22399999999999,337.777,64.67399999999999,34.705999999999996,61.016999999999996,52.906000000000006,59.95,113.434,68.509,67.916,75.575,129.097,74.518,39.931,73.35300000000001,46.835,73.51899999999999,24.933000000000003,73.281,146.531,78.625,313.14099999999996,79.64699999999999,156.981,75.109,243.805,43.732,231.905,44.747,27.259,57.008,247.99900000000002,57.442,324.9,56.263999999999996,310.53,55.568000000000005,239.201,32.864000000000004,91.055,149.774,240.019,149.276,220.91099999999997,152.722,103.189,171.99400000000003,121.625,167.50900000000001,227.447,127.294,205.43,138.44899999999998,252.937,126.03,105.78200000000001,139.917,158.053,135.304,116.23700000000001,142.76,149.602,106.464,292.438,103.314,128.97,108.213,217.507,116.977,228.12,117.079,160.192,111.82799999999999,268.14599999999996,112.866,200.793,120.47399999999999,131.784,121.353,143.467,120.875,75.12899999999999,119.20700000000001,122.54,118.855,41.485,52.402,50.053000000000004,88.52799999999999,269.707,97.823,197.608,95.55799999999999,207.204,80.705
210.25,841.0,,295.47,87.541,165.293,81.52600000000001,294.08099999999996,80.374,111.369,81.413,349.61699999999996,88.72200000000001,189.51,100.145,309.171,96.47399999999999,152.56,97.60600000000001,73.202,99.235,337.736,64.586,34.756,60.963,52.895,59.982,113.431,68.527,67.922,75.585,129.105,74.561,39.885,73.368,46.824,73.53,24.915,73.289,146.54,78.652,313.145,79.638,156.975,75.081,243.83900000000003,43.718999999999994,231.887,44.74,27.299,57.016000000000005,247.94,57.428000000000004,324.869,56.233999999999995,310.709,55.473,239.21900000000002,32.897,91.056,149.80100000000002,240.02,149.27700000000002,220.88400000000001,152.768,103.185,172.0,121.586,167.52,227.372,127.353,205.394,138.438,252.93,126.027,105.78200000000001,139.911,158.04,135.325,116.25,142.733,149.564,106.475,292.428,103.316,128.964,108.22399999999999,217.498,116.995,228.105,117.088,160.19299999999998,111.804,268.186,112.86399999999999,200.74900000000002,120.458,131.75,121.391,143.493,120.87899999999999,75.113,119.13600000000001,122.51,118.868,41.507,52.401,50.036,88.552,269.71299999999997,97.85600000000001,197.761,95.485,207.252,80.74600000000001
210.5,842.0,,295.45599999999996,87.55,165.297,81.505,294.051,80.36399999999999,111.228,81.419,349.64300000000003,88.676,189.47099999999998,100.18700000000001,309.14799999999997,96.46700000000001,152.549,97.62899999999999,73.335,99.28399999999999,337.805,64.632,34.721,60.875,52.897,59.971000000000004,113.44200000000001,68.528,67.969,75.611,129.118,74.55199999999999,39.88,73.362,46.788000000000004,73.528,24.927,73.29,146.523,78.656,313.14799999999997,79.609,156.977,75.096,243.791,43.73,231.86900000000003,44.745,27.34,57.027,247.954,57.453,324.851,56.235,310.598,55.6,239.22099999999998,32.868,91.045,149.811,240.005,149.28799999999998,220.864,152.747,103.18299999999999,171.993,121.598,167.562,227.39700000000002,127.421,205.395,138.416,252.928,126.03299999999999,105.781,139.916,158.03799999999998,135.33,116.209,142.749,149.564,106.47200000000001,292.41200000000003,103.31,128.96,108.245,217.511,116.93799999999999,228.071,117.09899999999999,160.191,111.76700000000001,268.194,112.876,200.74200000000002,120.48299999999999,131.697,121.43299999999999,143.503,120.87299999999999,75.097,119.13600000000001,122.56,118.86,41.498999999999995,52.403,50.022,88.554,269.807,97.943,197.799,95.464,207.114,80.725
210.75,843.0,,295.47,87.542,165.248,81.471,294.072,80.339,111.23100000000001,81.423,349.665,88.694,189.449,100.213,309.149,96.462,152.543,97.656,73.21,99.258,337.815,64.719,34.769,60.854,52.898999999999994,59.975,113.45100000000001,68.551,67.985,75.639,129.11,74.565,39.9,73.376,46.78,73.545,24.913,73.297,146.531,78.664,313.176,79.624,156.95,75.097,243.894,43.716,231.859,44.748000000000005,27.340999999999998,57.021,247.982,57.483000000000004,324.832,56.236000000000004,310.395,55.898999999999994,239.192,32.882,91.054,149.82399999999998,240.0,149.292,220.815,152.776,103.184,171.976,121.59,167.578,227.359,127.427,205.576,138.435,252.93599999999998,126.039,105.76100000000001,139.928,158.024,135.374,116.125,142.69899999999998,149.564,106.47399999999999,292.414,103.31700000000001,128.961,108.27799999999999,217.47299999999998,116.895,228.03799999999998,117.095,160.19,111.721,268.178,112.846,200.701,120.49799999999999,131.674,121.469,143.496,120.86,75.112,119.12,122.515,118.87,41.513000000000005,52.424,49.998000000000005,88.57700000000001,269.863,98.008,197.81,95.44200000000001,207.063,80.748
211.0,844.0,,295.453,87.56,165.239,81.45,293.953,80.41,111.19200000000001,81.425,349.691,88.723,189.468,100.2,309.144,96.46799999999999,152.55200000000002,97.677,73.264,99.352,337.86199999999997,64.69800000000001,34.759,60.77,52.906000000000006,59.992,113.50399999999999,68.583,67.917,75.679,129.05,74.577,39.883,73.392,46.775,73.545,24.910999999999998,73.30199999999999,146.52700000000002,78.66,313.187,79.613,156.915,75.12,243.96200000000002,43.765,231.843,44.743,27.335,57.022,248.11,57.549,324.8,56.243,310.39599999999996,55.927,239.169,32.933,91.031,149.795,240.0,149.298,220.778,152.79399999999998,103.175,171.97099999999998,121.595,167.567,227.149,127.375,205.533,138.491,252.926,126.04299999999999,105.75,139.95,157.985,135.44299999999998,116.061,142.67700000000002,149.565,106.48299999999999,292.39599999999996,103.34200000000001,128.954,108.292,217.442,116.854,228.012,117.079,160.195,111.696,268.139,112.89,200.68200000000002,120.46,131.637,121.512,143.498,120.865,75.108,119.085,122.557,118.85600000000001,41.556000000000004,52.501000000000005,50.003,88.583,269.785,98.02,197.84799999999998,95.458,206.485,81.015
211.25,845.0,,295.441,87.56,165.255,81.48100000000001,293.997,80.40899999999999,111.338,81.45,349.715,88.71600000000001,189.43599999999998,100.21799999999999,309.128,96.454,152.52700000000002,97.67,73.315,99.417,337.789,64.666,34.729,60.843,52.891999999999996,59.998000000000005,113.439,68.557,67.882,75.7,129.003,74.597,39.933,73.404,46.78,73.539,24.904,73.331,146.526,78.679,313.175,79.596,156.92,75.145,244.11700000000002,43.724,231.826,44.762,27.2,57.03,248.013,57.55,324.80400000000003,56.233999999999995,310.42400000000004,55.803000000000004,239.12,32.937,90.992,149.787,239.99099999999999,149.293,220.757,152.809,103.165,171.979,121.538,167.55599999999998,227.11700000000002,127.415,205.72099999999998,138.487,252.92,126.042,105.743,139.94299999999998,157.955,135.418,116.008,142.72899999999998,149.56,106.49,292.408,103.352,128.944,108.302,217.422,116.825,227.99,117.09899999999999,160.188,111.655,268.089,112.935,200.66400000000002,120.48,131.585,121.523,143.504,120.875,75.095,119.06700000000001,122.52,118.861,41.526,52.523,50.005,88.595,269.779,98.01700000000001,197.808,95.495,206.55599999999998,80.976
211.5,846.0,,295.437,87.564,165.25900000000001,81.50399999999999,293.901,80.445,111.26,81.47,349.76800000000003,88.695,189.43200000000002,100.20200000000001,309.119,96.45299999999999,152.507,97.67299999999999,73.247,99.40100000000001,337.64300000000003,64.645,34.764,60.887,52.888000000000005,60.013999999999996,113.46,68.545,67.819,75.649,128.965,74.64699999999999,39.984,73.42699999999999,46.782,73.56,24.905,73.33,146.496,78.658,313.172,79.611,156.92700000000002,75.15100000000001,244.179,43.733000000000004,231.85,44.794,27.201,57.027,248.023,57.605,324.801,56.232,310.356,55.826,239.03599999999997,32.963,90.98200000000001,149.783,239.98,149.291,220.7,152.806,103.147,171.99,121.57799999999999,167.57,227.053,127.404,205.718,138.481,252.918,126.056,105.73,139.94899999999998,157.906,135.477,116.029,142.703,149.54399999999998,106.49,292.377,103.36399999999999,128.951,108.33,217.396,116.887,227.997,117.094,160.179,111.619,268.143,112.91,200.623,120.447,131.571,121.565,143.49200000000002,120.899,75.095,119.01299999999999,122.44,118.91799999999999,41.464,52.497,50.001000000000005,88.60600000000001,269.613,97.819,197.79,95.51700000000001,206.639,80.96
211.75,847.0,,295.41900000000004,87.58,165.236,81.546,293.925,80.403,111.241,81.505,349.77,88.66,189.44400000000002,100.241,309.13599999999997,96.475,152.511,97.677,73.283,99.37799999999999,337.61699999999996,64.632,34.74,60.935,52.882,60.013999999999996,113.447,68.516,67.661,75.666,128.995,74.619,39.944,73.418,46.77,73.565,24.893,73.357,146.488,78.635,313.163,79.59100000000001,156.93200000000002,75.149,244.144,43.776,231.838,44.795,27.189,57.011,248.09400000000002,57.591,324.79,56.226000000000006,310.437,55.861000000000004,239.046,32.943000000000005,90.98299999999999,149.77200000000002,239.99099999999999,149.292,220.657,152.827,103.14399999999999,171.995,121.538,167.593,227.067,127.385,205.65099999999998,138.444,252.91,126.056,105.721,139.94799999999998,157.861,135.429,115.896,142.736,149.543,106.50200000000001,292.372,103.348,128.954,108.34700000000001,217.388,116.82799999999999,227.979,117.09,160.179,111.595,268.168,112.831,200.604,120.476,131.541,121.585,143.497,120.912,75.178,119.01299999999999,122.38799999999999,118.939,41.427,52.50899999999999,50.016999999999996,88.60799999999999,269.478,97.74700000000001,197.75799999999998,95.57700000000001,206.546,81.042
212.0,848.0,,295.405,87.59299999999999,165.24,81.592,293.92400000000004,80.4,111.324,81.531,349.723,88.648,189.43200000000002,100.23899999999999,309.134,96.48299999999999,152.504,97.697,73.172,99.32600000000001,337.601,64.622,34.785,60.927,52.885,60.045,113.461,68.577,67.547,75.648,129.05,74.632,39.885,73.418,46.755,73.561,24.881,73.352,146.48,78.623,313.132,79.589,156.928,75.182,244.17700000000002,43.817,231.83900000000003,44.799,27.156999999999996,57.018,248.199,57.571999999999996,324.791,56.226000000000006,310.385,55.902,239.023,32.937,90.993,149.77200000000002,239.981,149.295,220.643,152.82399999999998,103.14200000000001,171.99400000000003,121.509,167.567,227.287,127.473,205.81900000000002,138.372,252.92,126.06200000000001,105.712,139.954,157.80200000000002,135.45,115.92,142.757,149.52,106.50200000000001,292.35400000000004,103.34100000000001,128.951,108.352,217.359,116.81700000000001,227.923,117.05799999999999,160.173,111.56200000000001,268.175,112.804,200.658,120.512,131.545,121.62200000000001,143.55700000000002,120.912,75.165,119.057,122.36,118.93,41.433,52.497,49.998000000000005,88.60799999999999,270.0,98.0,197.687,95.525,206.572,80.97800000000001
212.25,849.0,,295.422,87.595,165.231,81.563,293.95099999999996,80.361,111.22399999999999,81.50399999999999,349.686,88.68799999999999,189.392,100.238,309.105,96.477,152.501,97.696,73.197,99.531,337.595,64.658,34.745,60.943000000000005,52.898999999999994,60.086000000000006,113.49,68.567,67.495,75.65100000000001,129.011,74.653,39.865,73.423,46.755,73.57,24.881999999999998,73.355,146.526,78.598,313.143,79.594,156.92700000000002,75.19800000000001,244.30599999999998,43.802,231.81400000000002,44.768,27.129,57.006,248.19799999999998,57.581,324.784,56.213,310.431,55.716,239.045,32.959,91.015,149.776,239.986,149.292,220.628,152.857,103.135,171.997,121.501,167.643,227.33700000000002,127.416,205.889,138.3,252.93099999999998,126.072,105.712,139.955,157.769,135.45600000000002,115.92299999999999,142.791,149.467,106.475,292.339,103.363,128.941,108.359,217.35299999999998,116.835,227.908,117.073,160.17600000000002,111.523,268.482,113.137,200.695,120.473,131.51,121.64200000000001,143.53799999999998,120.90100000000001,75.154,118.965,122.35600000000001,118.904,41.492,52.472,50.001000000000005,88.60799999999999,269.38599999999997,97.583,197.675,95.542,206.55599999999998,81.021
212.5,850.0,,295.41200000000003,87.618,165.227,81.52600000000001,293.894,80.414,111.26299999999999,81.44,349.719,88.689,189.398,100.31,309.084,96.469,152.497,97.714,73.192,99.436,337.57099999999997,64.697,34.695,60.872,52.888999999999996,60.102,113.456,68.579,67.472,75.63,129.0,74.645,39.904,73.464,46.732,73.572,24.924,73.333,146.513,78.611,313.139,79.602,156.933,75.226,244.3,43.828,231.78599999999997,44.771,27.122,57.037,248.231,57.597,324.768,56.20399999999999,310.393,55.81399999999999,239.007,32.971,91.015,149.768,239.985,149.30100000000002,220.62599999999998,152.83700000000002,103.115,172.007,121.499,167.623,227.21,127.382,205.942,138.278,252.942,126.07799999999999,105.699,139.963,157.797,135.494,115.96600000000001,142.855,149.506,106.499,292.35,103.385,128.928,108.37,217.357,116.837,227.87400000000002,117.064,160.167,111.514,268.621,113.22,200.627,120.477,131.483,121.708,143.562,120.90100000000001,75.109,118.991,122.374,118.88799999999999,41.408,52.49100000000001,50.001000000000005,88.62200000000001,269.41700000000003,97.65700000000001,197.667,95.485,206.638,80.976
212.75,851.0,,295.421,87.602,165.227,81.517,293.816,80.418,111.29799999999999,81.421,349.73,88.67200000000001,189.399,100.315,309.08299999999997,96.462,152.476,97.72399999999999,73.268,99.441,337.575,64.744,34.691,60.885,52.89,60.106,113.411,68.562,67.318,75.654,128.93,74.64399999999999,39.905,73.436,46.755,73.595,24.92,73.332,146.487,78.618,313.129,79.619,156.936,75.219,244.222,43.833,231.782,44.772,27.109,57.01,248.142,57.592,324.779,56.193999999999996,310.508,55.681999999999995,239.058,32.984,90.98200000000001,149.769,239.972,149.289,220.62,152.864,103.10600000000001,172.025,121.49,167.64700000000002,227.19299999999998,127.404,205.922,138.35,252.952,126.09200000000001,105.68299999999999,139.969,157.796,135.499,115.926,142.863,149.498,106.506,292.341,103.40100000000001,128.928,108.366,217.345,116.803,227.87,117.07,160.161,111.444,268.643,113.213,200.718,120.46799999999999,131.46200000000002,121.73700000000001,143.52100000000002,120.885,75.149,118.95700000000001,122.402,118.861,41.348,52.445,50.00899999999999,88.64200000000001,269.561,97.639,197.653,95.50399999999999,206.385,81.109
213.0,852.0,,295.41900000000004,87.60700000000001,165.237,81.503,293.743,80.431,111.45299999999999,81.408,349.70300000000003,88.671,189.389,100.31200000000001,309.066,96.46799999999999,152.442,97.70299999999999,73.237,99.494,337.485,64.771,34.751,60.98,52.896,60.105,113.40799999999999,68.60300000000001,67.289,75.652,128.961,74.684,39.938,73.454,46.782,73.584,24.903000000000002,73.35,146.49,78.624,313.122,79.61,156.916,75.23899999999999,244.291,43.751999999999995,231.765,44.765,27.09,57.019,248.076,57.583999999999996,324.775,56.18,310.48900000000003,55.765,239.02,33.019,90.99,149.78,239.981,149.287,220.63400000000001,152.871,103.095,172.02700000000002,121.462,167.641,227.173,127.477,205.89,138.235,252.94799999999998,126.09700000000001,105.667,139.971,157.756,135.53,115.904,142.91299999999998,149.483,106.52799999999999,292.306,103.402,128.929,108.387,217.458,116.84100000000001,227.858,117.07600000000001,160.162,111.432,268.707,113.167,200.696,120.49799999999999,131.415,121.765,143.524,120.89299999999999,75.215,118.959,122.38799999999999,118.86200000000001,41.356,52.442,50.00899999999999,88.649,270.0,98.0,197.699,95.53,206.38,81.10300000000001
213.25,853.0,,295.436,87.603,165.227,81.535,293.73900000000003,80.434,111.448,81.454,349.69599999999997,88.709,189.372,100.33200000000001,309.052,96.478,152.459,97.719,73.37,99.54700000000001,337.486,64.69800000000001,34.794000000000004,60.964,52.888999999999996,60.075,113.381,68.604,67.23,75.692,128.937,74.705,39.911,73.475,46.772,73.60300000000001,24.891,73.34,146.47,78.631,313.127,79.604,156.915,75.253,244.21099999999998,43.805,231.771,44.74100000000001,27.118000000000002,57.02,248.12400000000002,57.629,324.768,56.176,310.45099999999996,55.831,238.995,33.02,90.958,149.791,239.985,149.3,220.593,152.864,103.088,172.035,121.434,167.669,227.18400000000003,127.553,205.93900000000002,138.222,252.949,126.10600000000001,105.648,139.99,157.69,135.55100000000002,115.95299999999999,142.961,149.46200000000002,106.573,292.279,103.40799999999999,128.937,108.402,217.46900000000002,116.854,227.854,117.087,160.158,111.38600000000001,268.661,113.15,200.655,120.574,131.361,121.79700000000001,143.498,120.891,75.167,118.88600000000001,122.38600000000001,118.87299999999999,41.355,52.42100000000001,50.01,88.65100000000001,269.572,97.691,197.798,95.398,206.33700000000002,81.141
213.5,854.0,,295.432,87.603,165.235,81.57600000000001,293.813,80.40899999999999,111.375,81.443,349.709,88.719,189.34799999999998,100.314,309.028,96.477,152.466,97.73299999999999,73.328,99.495,337.55699999999996,64.683,34.856,61.081,52.894,60.09,113.359,68.613,67.138,75.686,128.85,74.726,39.865,73.429,46.81100000000001,73.581,24.897,73.375,146.464,78.62899999999999,313.129,79.604,156.911,75.264,244.187,43.787,231.78,44.744,27.131,57.038999999999994,248.03599999999997,57.677,324.75,56.184,310.525,55.723,238.998,32.973,90.945,149.779,239.977,149.31,220.55700000000002,152.87,103.094,172.037,121.439,167.662,227.295,127.647,205.80900000000003,138.232,252.94299999999998,126.105,105.633,139.997,157.678,135.57299999999998,115.98899999999999,143.001,149.446,106.60799999999999,292.275,103.421,128.942,108.40799999999999,217.433,116.81700000000001,227.843,117.089,160.15200000000002,111.294,268.702,113.186,200.71,120.60700000000001,131.347,121.83,143.48,120.882,75.195,118.87700000000001,122.431,118.86200000000001,41.358000000000004,52.431000000000004,49.995,88.645,269.58099999999996,97.645,197.80700000000002,95.37700000000001,206.426,81.104
213.75,855.0,,295.439,87.611,165.239,81.565,293.887,80.387,111.507,81.464,349.705,88.70299999999999,189.32,100.307,309.004,96.494,152.44799999999998,97.758,73.469,99.594,337.455,64.741,34.875,61.187,52.873000000000005,60.092,113.363,68.598,67.083,75.635,128.847,74.732,39.85,73.42399999999999,46.81,73.57300000000001,24.891,73.37,146.451,78.619,313.155,79.615,156.907,75.244,244.252,43.78,231.761,44.775,27.131,57.016999999999996,248.02700000000002,57.673,324.745,56.172,310.406,55.924,238.984,32.997,90.93799999999999,149.779,239.963,149.311,220.516,152.893,103.087,172.03799999999998,121.445,167.63099999999997,227.354,127.624,205.78799999999998,138.202,252.94799999999998,126.105,105.63600000000001,139.991,157.64600000000002,135.64,115.95700000000001,143.03,149.415,106.618,292.27099999999996,103.416,128.938,108.41799999999999,217.40900000000002,116.79799999999999,227.826,117.096,160.15200000000002,111.281,268.749,113.213,200.77200000000002,120.564,131.327,121.84700000000001,143.485,120.9,75.171,118.946,122.40100000000001,118.896,41.382,52.473,49.998000000000005,88.666,269.313,97.51,197.877,95.368,206.387,81.08
214.0,856.0,,295.436,87.60799999999999,165.25099999999998,81.54,293.83299999999997,80.408,111.461,81.561,349.675,88.7,189.308,100.319,309.005,96.49700000000001,152.441,97.77600000000001,73.51,99.62799999999999,337.358,64.783,34.760999999999996,61.108000000000004,52.872,60.091,113.38,68.607,67.075,75.59,128.829,74.72399999999999,39.924,73.436,46.808,73.57600000000001,24.918000000000003,73.361,146.447,78.628,313.135,79.597,156.908,75.253,244.31599999999997,43.787,231.731,44.776,27.11,57.021,248.076,57.696000000000005,324.736,56.175,310.42900000000003,55.918,238.983,32.99,90.925,149.77700000000002,239.98,149.31799999999998,220.5,152.898,103.098,172.03099999999998,121.443,167.637,227.283,127.685,205.87400000000002,138.116,252.94799999999998,126.096,105.615,139.993,157.643,135.648,115.98200000000001,143.042,149.39600000000002,106.62700000000001,292.26,103.43,128.92700000000002,108.414,217.396,116.74600000000001,227.81,117.098,160.144,111.184,268.911,113.185,200.717,120.525,131.299,121.859,143.472,120.897,75.2,118.882,122.38600000000001,118.92299999999999,41.372,52.494,49.995,88.669,268.808,97.38,197.83900000000003,95.542,206.392,81.043
214.25,857.0,,295.397,87.63,165.231,81.617,293.866,80.408,111.425,81.641,349.673,88.714,189.32,100.29899999999999,308.996,96.49700000000001,152.415,97.79,73.523,99.65799999999999,337.42,64.712,34.784,61.098,52.869,60.086000000000006,113.38600000000001,68.625,67.051,75.59899999999999,128.85,74.742,39.914,73.437,46.781000000000006,73.578,24.932,73.35,146.437,78.619,313.124,79.592,156.911,75.267,244.204,43.821000000000005,231.737,44.792,27.155,57.04,248.00900000000001,57.71,324.724,56.169,310.457,55.91,238.985,33.03,90.921,149.754,239.97799999999998,149.326,220.426,152.86700000000002,103.098,172.023,121.415,167.646,227.233,127.704,205.783,138.122,252.959,126.10700000000001,105.618,139.998,157.627,135.72299999999998,115.97399999999999,143.067,149.378,106.634,292.237,103.44200000000001,128.933,108.444,217.40099999999998,116.63600000000001,227.79,117.09,160.138,111.125,268.997,113.17200000000001,200.725,120.485,131.292,121.87100000000001,143.514,120.90299999999999,75.21600000000001,118.926,122.345,118.904,41.402,52.485,50.001999999999995,88.671,268.793,97.51799999999999,197.868,95.41799999999999,206.459,81.09899999999999
214.5,858.0,,295.425,87.639,165.231,81.61,293.85400000000004,80.408,111.416,81.569,349.67699999999996,88.697,189.29,100.324,308.967,96.461,152.398,97.796,73.538,99.719,337.476,64.649,34.76,61.071999999999996,52.853,60.091,113.39399999999999,68.596,66.983,75.596,128.885,74.75,39.912,73.441,46.754,73.582,24.888,73.366,146.422,78.62899999999999,313.125,79.612,156.912,75.271,244.365,43.821000000000005,231.73,44.791000000000004,27.138,57.053000000000004,248.127,57.718,324.715,56.183,310.448,55.977,238.975,33.074,90.936,149.773,239.963,149.332,220.386,152.87,103.09200000000001,172.02200000000002,121.43,167.672,227.375,127.82799999999999,205.767,138.192,252.96200000000002,126.116,105.613,140.012,157.562,135.769,115.955,143.049,149.37,106.662,292.236,103.447,128.93,108.448,217.34599999999998,116.62700000000001,227.75400000000002,117.086,160.142,111.038,269.207,113.287,200.68,120.479,131.285,121.883,143.577,120.914,75.275,118.97399999999999,122.35600000000001,118.90799999999999,41.391000000000005,52.506,50.028999999999996,88.68700000000001,268.731,97.5,197.843,95.395,206.37,81.12899999999999
214.75,859.0,,295.41,87.65100000000001,165.227,81.64399999999999,293.8,80.43,111.449,81.586,349.645,88.713,189.282,100.351,308.95799999999997,96.455,152.391,97.806,73.48100000000001,99.72,337.51599999999996,64.616,34.727,61.089,52.858000000000004,60.119,113.37799999999999,68.617,66.99600000000001,75.618,128.908,74.738,39.955,73.47800000000001,46.765,73.611,24.881999999999998,73.362,146.41299999999998,78.63,313.134,79.602,156.89700000000002,75.281,244.30599999999998,43.815,231.706,44.81100000000001,27.173000000000002,57.025,248.00900000000001,57.696999999999996,324.725,56.178999999999995,310.51099999999997,56.137,238.915,33.091,90.94,149.776,239.951,149.329,220.33700000000002,152.884,103.088,172.033,121.46700000000001,167.65099999999998,227.507,127.97200000000001,205.726,138.214,252.958,126.12100000000001,105.59700000000001,140.023,157.591,135.78799999999998,115.948,143.071,149.346,106.676,292.216,103.43,128.947,108.443,217.338,116.64299999999999,227.74599999999998,117.08200000000001,160.131,110.98100000000001,269.365,113.33,200.63299999999998,120.47200000000001,131.259,121.90100000000001,143.588,120.92200000000001,75.208,118.978,122.309,118.916,41.45399999999999,52.5,50.016999999999996,88.68,268.52,97.53299999999999,197.739,95.48,206.327,81.217
215.0,860.0,,295.411,87.65899999999999,165.21599999999998,81.627,293.781,80.432,111.49600000000001,81.551,349.62699999999995,88.738,189.278,100.344,308.957,96.47399999999999,152.393,97.806,73.508,99.729,337.43699999999995,64.559,34.842,61.159,52.841,60.098,113.348,68.609,67.007,75.678,128.873,74.762,39.959,73.531,46.748000000000005,73.627,24.877,73.373,146.404,78.642,313.089,79.623,156.894,75.32600000000001,244.15599999999998,43.882,231.678,44.81,27.19,57.007,248.003,57.707,324.742,56.188,310.39799999999997,55.961999999999996,238.88400000000001,33.054,90.934,149.767,239.93599999999998,149.338,220.342,152.898,103.09200000000001,172.05,121.43299999999999,167.63400000000001,227.412,127.925,205.739,138.162,252.953,126.13799999999999,105.59,140.026,157.58,135.775,115.92299999999999,143.08700000000002,149.34,106.69,292.205,103.43,128.939,108.449,217.28799999999998,116.605,227.783,117.073,160.13,110.965,269.44,113.361,200.722,120.459,131.22799999999998,121.916,143.591,120.934,75.169,118.976,122.32600000000001,118.931,41.448,52.497,50.019,88.696,268.561,97.488,197.796,95.337,206.18400000000003,81.258
215.25,861.0,,295.39099999999996,87.665,165.204,81.586,293.78700000000003,80.464,111.43799999999999,81.548,349.649,88.729,189.278,100.309,308.95799999999997,96.445,152.335,97.803,73.568,99.742,337.471,64.574,34.846,61.172,52.867,60.11,113.309,68.63,66.96,75.675,128.898,74.726,39.969,73.53699999999999,46.748000000000005,73.625,24.868000000000002,73.395,146.382,78.646,313.092,79.6,156.882,75.321,244.06400000000002,43.943999999999996,231.679,44.81100000000001,27.158,57.007,247.963,57.731,324.712,56.201,310.341,55.96,238.858,33.071,90.905,149.773,239.919,149.339,220.326,152.905,103.083,172.05599999999998,121.399,167.628,227.37099999999998,127.965,205.783,138.153,252.954,126.145,105.571,140.029,157.56799999999998,135.754,115.898,143.079,149.32,106.708,292.203,103.434,128.94899999999998,108.465,217.308,116.557,227.78900000000002,117.094,160.124,110.932,269.382,113.337,200.679,120.35700000000001,131.211,121.92200000000001,143.61,120.943,75.176,118.913,122.272,118.95,41.426,52.523,50.032,88.708,268.0,98.0,197.75799999999998,95.445,206.15099999999998,81.199
