TimesH,Frame,121,126,132,137,138,148,151,157,158,162,165,171,172,178,179,180,184,186,188,196,197,199,206,210,212,218,219,226,229,237,238,241,253,255,262,275,278,279,281,287,288,290,292,295,297,298,302,303,305,311,315,321,322,324,326,332,333,338,339,346,349,355,362,364,365,368,369,373,379,381,393,397,400,407,413,416,426,446,451,481,490,494,496,591,592,641,646,706,707,713,733,764,799,823,839,901,982,1046
0.0,0.0,612.946,622.811,621.73,627.703,622.5409999999999,619.243,621.865,642.0,642.0,632.0269999999999,625.703,642.5409999999999,647.1619999999999,646.351,637.351,625.5409999999999,614.081,,632.27,646.73,644.865,648.297,624.054,660.595,656.189,618.595,636.919,653.757,650.865,673.216,656.4860000000001,655.405,617.6759999999999,643.6759999999999,650.514,665.595,610.622,641.27,648.135,676.324,633.1080000000001,682.811,615.0269999999999,677.0,670.216,660.703,675.811,674.622,651.784,664.622,679.8380000000001,668.081,675.378,672.8380000000001,645.0,643.6759999999999,657.541,670.0269999999999,623.8380000000001,659.541,635.081,641.0269999999999,,665.0,618.649,667.622,631.3240000000001,650.135,648.649,637.919,654.135,628.27,635.432,644.432,620.432,631.703,626.622,632.486,622.243,,,,,,,,,,,,,,,,,,,
0.25,1.0,612.0,623.0269999999999,619.9730000000001,624.9730000000001,621.1619999999999,617.486,619.3240000000001,637.514,637.919,627.8919999999999,622.919,638.0,642.432,641.351,635.351,623.378,613.595,633.649,631.189,641.297,641.351,642.568,623.622,653.081,650.8380000000001,617.3240000000001,633.189,649.378,646.0,661.432,651.432,650.0269999999999,616.703,639.432,646.135,658.946,609.865,637.568,646.622,669.5139999999999,630.8380000000001,674.216,615.568,670.784,664.9730000000001,654.351,667.216,667.865,647.514,660.4860000000001,672.3510000000001,664.946,667.9730000000001,665.8380000000001,642.622,639.595,651.865,664.054,622.946,654.351,632.865,637.6759999999999,660.243,658.703,616.622,662.0,629.5409999999999,646.8380000000001,645.757,635.351,649.595,626.919,634.054,643.0,619.757,628.622,625.054,630.811,622.27,,,,,,,,,,,,,,,,,,,
0.5,2.0,612.0,620.4590000000001,619.1619999999999,624.622,621.0269999999999,617.243,618.514,635.757,635.6759999999999,626.297,622.297,634.5409999999999,640.135,638.216,632.486,620.946,613.595,632.865,630.081,640.8380000000001,637.568,640.1080000000001,623.622,649.73,647.919,618.0269999999999,631.9730000000001,645.1080000000001,644.622,657.9730000000001,648.1619999999999,647.568,615.919,639.1619999999999,643.135,655.784,610.378,636.784,645.757,667.135,629.378,668.865,613.946,666.4860000000001,663.216,652.297,664.27,664.3510000000001,644.3240000000001,657.243,669.3510000000001,660.216,664.432,661.243,641.568,638.73,650.135,661.1080000000001,621.5409999999999,651.73,632.1619999999999,636.919,659.8380000000001,656.459,616.946,661.3510000000001,629.405,645.9730000000001,644.351,633.649,648.297,625.649,634.405,642.1619999999999,619.351,628.865,625.432,630.27,621.8380000000001,631.135,662.216,,,,,,,,,,,,,,,,,
0.75,3.0,612.0269999999999,620.3240000000001,618.649,622.432,619.351,616.514,618.622,633.811,634.568,626.081,622.216,634.243,638.351,636.405,631.568,620.784,613.054,632.081,629.081,640.297,637.0,639.378,621.8919999999999,649.4590000000001,645.486,618.4590000000001,631.865,645.4590000000001,642.378,658.27,648.0,645.514,615.649,637.405,641.622,653.243,609.568,635.757,642.4590000000001,663.703,630.432,667.324,614.135,662.8919999999999,659.946,649.9730000000001,661.189,662.622,644.243,654.216,667.811,660.135,663.541,660.324,639.8919999999999,637.486,649.865,662.0269999999999,620.703,653.1619999999999,632.432,635.703,658.297,656.0269999999999,616.595,660.189,628.568,644.514,644.189,634.1619999999999,649.405,625.081,632.919,640.297,619.865,630.216,625.4590000000001,631.135,622.865,629.216,661.0269999999999,,,,,,,,,,,,,,,,,
1.0,4.0,612.4590000000001,620.405,,622.8380000000001,620.27,616.27,619.0269999999999,634.351,634.351,625.811,622.568,633.8919999999999,637.0,637.405,632.0,621.432,612.946,631.8919999999999,630.351,638.865,636.595,639.405,623.189,648.189,646.8919999999999,617.216,631.189,643.6759999999999,642.297,657.324,649.216,646.189,615.054,638.0269999999999,642.405,651.297,609.622,633.865,,663.081,629.703,666.6489999999999,614.081,663.27,663.595,652.0,661.8919999999999,662.676,644.6759999999999,656.297,667.622,660.5139999999999,664.4860000000001,660.73,640.1080000000001,638.351,649.0269999999999,659.081,623.3240000000001,653.135,632.405,637.486,657.568,655.3240000000001,617.595,661.5139999999999,628.595,644.486,644.351,634.351,648.784,625.189,634.4590000000001,642.784,620.135,631.054,625.135,631.514,622.486,,,658.8919999999999,,,,,,,,,,,,,,,,
1.25,5.0,612.4590000000001,620.649,,623.081,620.946,616.8380000000001,618.0,633.514,634.919,625.568,622.8919999999999,633.5409999999999,636.73,636.919,632.486,621.3240000000001,612.946,631.946,629.135,637.243,636.622,639.216,623.6759999999999,647.8380000000001,645.757,618.5409999999999,631.784,643.622,642.135,658.432,646.405,646.703,616.054,639.1619999999999,642.054,653.1619999999999,609.649,635.568,643.73,663.811,629.622,666.9730000000001,614.486,663.243,662.1080000000001,650.622,661.9730000000001,662.189,643.405,656.919,669.811,660.324,661.784,660.784,640.135,639.3240000000001,649.8919999999999,659.4860000000001,622.351,653.216,632.703,637.1080000000001,660.324,656.135,617.4590000000001,661.568,629.1080000000001,645.9730000000001,643.757,634.189,649.3240000000001,625.946,634.297,643.514,619.946,632.054,626.568,632.378,623.378,629.486,660.8919999999999,659.432,660.568,,,,,,,,,,,,,,,
1.5,6.0,612.703,622.351,620.378,623.6759999999999,621.054,617.6759999999999,618.622,634.405,635.1080000000001,625.595,622.946,635.5409999999999,636.0269999999999,636.865,633.135,622.1080000000001,613.5409999999999,632.081,630.054,639.216,637.378,638.919,623.865,648.3240000000001,645.432,618.1080000000001,631.73,644.0269999999999,641.135,658.676,648.865,646.8919999999999,616.6759999999999,639.054,641.8380000000001,652.135,610.1619999999999,636.054,644.297,663.946,631.568,666.135,613.865,662.405,664.6489999999999,650.216,662.135,662.378,646.3240000000001,655.0,670.054,660.297,664.8380000000001,658.541,642.081,640.432,650.595,661.0,622.189,653.757,633.811,637.568,659.1080000000001,657.243,617.757,662.865,629.946,647.27,644.595,634.6759999999999,651.595,626.432,636.189,643.27,621.216,633.135,626.73,632.865,623.757,629.622,661.811,660.27,660.757,,,,,,,,,,,,,,,
1.75,7.0,612.3240000000001,622.649,620.1080000000001,623.5409999999999,621.8919999999999,617.757,618.946,633.622,634.297,625.595,622.622,634.3240000000001,637.27,637.514,634.27,622.811,613.568,633.432,630.297,639.595,637.243,639.514,624.8919999999999,648.595,646.757,618.0,632.946,644.135,641.5409999999999,659.0,649.5409999999999,649.649,615.919,640.703,643.0269999999999,653.216,609.865,635.595,645.081,664.216,631.054,667.946,613.4590000000001,663.9730000000001,663.5139999999999,651.6759999999999,662.216,662.676,645.73,656.432,668.919,661.946,663.243,660.73,641.4590000000001,640.622,652.351,658.919,622.081,654.0,634.216,636.189,660.73,657.1080000000001,617.865,661.622,630.054,647.27,645.784,634.351,650.378,626.649,634.9730000000001,644.8380000000001,621.811,633.73,627.595,634.0269999999999,623.73,629.5409999999999,660.4860000000001,660.622,661.0,,,,,,,,,,,,,,,
2.0,8.0,613.0269999999999,623.5409999999999,620.054,624.757,622.405,617.405,618.8380000000001,634.4590000000001,633.8380000000001,627.919,622.811,634.811,637.8380000000001,637.4590000000001,633.1080000000001,622.946,613.8380000000001,632.919,631.135,640.405,639.297,639.378,625.351,649.811,645.8380000000001,618.865,631.757,645.6759999999999,640.919,658.081,649.243,648.811,615.622,638.595,642.216,653.405,609.811,637.514,645.0,664.216,631.135,668.4860000000001,614.297,664.8919999999999,663.73,653.351,663.216,663.8380000000001,647.514,656.0,669.459,662.27,664.1619999999999,661.324,640.243,642.081,651.405,658.5139999999999,622.784,654.784,634.784,637.351,661.432,656.757,618.432,659.541,629.081,648.8919999999999,645.649,636.081,650.9730000000001,627.0269999999999,635.703,644.6759999999999,621.5409999999999,634.081,628.5409999999999,633.946,623.5409999999999,629.8919999999999,661.622,661.216,661.622,,,,,,,,,,,,,,,
