TimesH,Frame,0,8,27,28,33,35,39,43,49,52,53,58,60,61,63,74,76,77,80,82,83,92,103,105,110,111,116,127,133,137,139,140,148,153,156,158,163,170,172,176,180,189,193,194,195,196,200,201,203,204,206,212,220,223,224,226,230,233,238,240,244,249,250,251,253,254,262,264,270,271,274,278,280,283,284,287,289,291,295,300,301,303,308,312,315,323,325,327,328,329,331,336,337,341,348,349,352,354,355,360,361,368,369,372,379,415,443,465,467,488,492,527,578,580,615
142.25,569.0,624.447,627.957,618.591,627.082,621.595,620.883,614.424,622.3330000000001,617.28,622.599,617.821,611.661,619.33,619.34,620.8969999999999,624.312,620.179,622.182,617.351,620.11,617.104,617.2719999999999,616.8290000000001,618.131,611.2280000000001,609.821,612.75,617.818,614.39,610.113,610.933,610.086,608.901,612.2,616.07,617.47,618.1,616.692,616.993,620.932,615.648,611.427,617.393,615.934,618.005,612.034,616.304,625.193,621.298,624.604,628.194,613.612,630.186,625.096,615.024,611.7130000000001,612.5930000000001,615.548,621.628,614.931,611.744,621.988,626.738,620.881,628.5980000000001,612.193,624.188,621.4730000000001,613.139,613.175,629.895,631.191,630.932,623.752,624.235,611.144,631.523,623.018,618.4830000000001,624.502,626.234,630.935,622.638,613.011,628.205,631.569,629.779,625.404,619.827,627.643,631.9169999999999,624.269,618.039,625.524,632.351,630.919,621.595,622.711,627.811,630.4069999999999,610.198,622.506,627.76,624.757,,,,,,,,,,,
142.5,570.0,626.2130000000001,628.158,618.364,626.637,620.941,623.116,614.9580000000001,621.731,616.602,622.5880000000001,619.497,611.975,621.548,617.485,621.8,621.8969999999999,621.345,622.826,619.186,621.45,617.072,616.247,618.055,619.4019999999999,612.002,609.389,613.627,618.286,613.559,609.948,610.337,610.244,608.357,612.0419999999999,615.485,618.141,617.847,618.377,617.607,621.016,615.821,611.14,616.928,617.318,617.563,610.8380000000001,616.136,625.396,621.139,624.195,628.686,614.049,630.909,625.313,617.279,611.28,612.293,616.11,622.398,614.7090000000001,611.6419999999999,623.474,628.714,621.51,627.903,612.813,624.964,621.9259999999999,612.74,612.512,632.464,633.502,631.876,626.169,626.341,611.961,632.988,624.719,620.241,627.138,628.512,632.281,624.127,613.482,630.499,634.262,629.335,626.466,619.871,629.1619999999999,633.311,625.609,617.685,627.985,633.156,633.3530000000001,623.808,623.894,629.689,633.0980000000001,609.751,625.52,630.879,626.362,,,,,,,,,,,
142.75,571.0,625.13,627.7130000000001,617.058,624.945,621.4259999999999,622.109,614.883,620.701,616.1759999999999,622.687,617.462,611.6419999999999,619.859,616.837,620.768,621.425,620.0319999999999,620.372,617.682,619.901,615.114,615.861,616.26,619.4580000000001,611.435,609.7,613.134,617.106,612.933,609.092,610.424,609.384,607.9830000000001,610.751,615.104,618.2869999999999,617.21,617.621,617.149,620.68,615.415,610.84,617.288,615.356,617.221,612.104,616.235,625.309,621.008,623.898,628.0740000000001,613.385,628.991,624.526,614.7080000000001,611.361,612.309,614.17,620.6569999999999,614.427,610.862,622.9209999999999,627.299,620.607,628.0419999999999,612.115,622.254,620.433,612.01,613.224,631.491,631.1990000000001,631.053,624.624,624.882,611.19,630.847,623.362,618.109,626.446,627.315,630.5419999999999,623.206,612.476,628.239,632.844,628.184,625.932,619.913,628.5269999999999,631.44,624.5790000000001,617.024,626.863,631.747,630.794,620.88,623.4630000000001,628.1659999999999,631.52,608.817,624.807,629.786,625.533,,,,,,,,,,,
143.0,572.0,625.302,626.443,616.982,624.971,619.8380000000001,622.177,614.362,620.624,616.6,622.185,617.724,611.545,619.427,618.0219999999999,619.765,621.026,620.004,619.53,619.316,620.183,616.742,616.39,616.065,617.653,610.911,608.4730000000001,612.311,616.357,612.158,609.0409999999999,611.059,609.362,607.5509999999999,611.174,615.312,617.307,616.8240000000001,616.81,617.206,619.387,615.231,611.3430000000001,616.814,614.53,617.616,611.62,615.776,623.7959999999999,621.249,623.754,627.2130000000001,613.566,628.719,624.9119999999999,613.675,610.732,611.922,614.3580000000001,621.2280000000001,615.198,611.238,621.89,626.314,620.438,627.625,611.739,622.744,619.635,612.5980000000001,613.327,629.9580000000001,630.21,630.4169999999999,624.011,624.9540000000001,610.794,631.075,623.2280000000001,619.323,624.703,625.813,629.999,622.803,613.464,627.467,632.374,628.1080000000001,625.7819999999999,619.928,627.861,631.19,624.606,617.007,626.9780000000001,630.972,630.249,621.054,622.677,627.722,631.4830000000001,609.499,623.04,628.2869999999999,624.8240000000001,,,,,,,,,,,
143.25,573.0,625.9830000000001,626.742,616.9730000000001,624.475,620.198,621.023,613.849,620.668,616.114,623.7669999999999,618.2230000000001,610.845,619.315,616.2040000000001,621.34,621.8380000000001,619.651,619.918,617.987,619.594,615.711,616.55,616.812,617.879,611.168,608.502,612.997,617.7180000000001,611.64,608.7909999999999,610.325,609.346,608.5980000000001,611.5409999999999,616.009,617.4590000000001,616.489,618.217,617.763,620.51,614.752,610.849,617.094,615.729,616.847,611.44,615.496,623.799,621.368,623.738,627.076,612.604,628.316,623.783,614.863,610.909,612.185,614.846,620.486,614.181,610.721,623.357,627.339,620.034,628.026,611.6569999999999,623.279,620.511,611.905,613.312,629.93,630.471,631.127,623.606,625.309,611.918,631.251,624.309,618.401,625.488,626.761,630.567,623.2280000000001,612.797,628.151,632.886,628.253,625.609,619.778,628.036,631.0930000000001,625.145,617.1030000000001,626.196,631.721,631.1709999999999,619.855,621.9830000000001,627.634,631.558,609.319,623.185,628.312,625.16,630.751,,,,,,,,,,
143.5,574.0,626.342,628.475,617.8530000000001,626.705,620.944,622.398,614.4580000000001,621.56,616.444,624.8480000000001,618.1030000000001,611.994,619.5980000000001,617.864,621.561,622.138,620.714,620.768,618.025,620.439,616.393,616.719,616.242,618.269,611.308,609.446,612.624,618.0269999999999,612.953,609.7080000000001,610.799,609.665,608.852,610.45,616.303,617.644,617.732,618.678,616.9019999999999,620.6419999999999,615.364,610.795,617.395,615.246,617.232,611.889,616.4069999999999,624.316,620.707,623.884,627.303,614.32,627.7869999999999,624.976,615.169,611.705,612.514,614.673,621.0980000000001,615.605,611.161,624.472,627.631,621.654,628.654,611.496,624.314,621.298,612.526,613.81,630.651,631.835,632.112,624.55,625.883,611.992,632.581,624.3480000000001,619.3330000000001,626.6569999999999,627.219,630.937,623.705,612.967,628.279,633.576,628.1519999999999,627.249,619.745,628.889,632.1669999999999,625.698,617.207,626.8330000000001,633.615,631.847,620.747,623.016,628.997,633.564,608.9730000000001,624.33,630.0169999999999,625.913,633.864,,,,,,,,,,
143.75,575.0,626.869,628.786,618.568,627.372,622.178,622.862,614.572,620.991,616.816,625.526,618.842,612.41,620.342,617.731,621.45,622.815,621.847,621.07,620.552,621.496,616.638,617.136,616.529,619.113,610.566,608.997,613.185,619.302,613.3330000000001,610.12,610.784,610.399,608.526,611.846,616.275,618.5740000000001,617.8240000000001,618.315,618.0369999999999,621.433,616.31,611.6519999999999,617.76,616.7330000000001,619.105,612.915,616.6569999999999,626.2040000000001,621.269,625.444,627.7180000000001,613.731,629.516,626.3,615.491,610.611,613.617,615.658,621.7819999999999,614.974,611.93,624.016,629.9490000000001,621.7180000000001,629.937,612.415,624.299,622.638,612.992,614.138,630.424,632.326,632.867,625.639,627.111,611.319,633.606,625.685,619.252,626.856,627.494,632.264,625.808,612.5790000000001,628.9119999999999,636.21,629.6030000000001,627.911,620.818,630.7180000000001,634.434,627.469,617.137,628.788,633.952,634.1419999999999,622.177,624.595,630.6469999999999,634.141,609.0409999999999,625.568,630.683,626.96,634.862,,,,,,,,,,
144.0,576.0,628.075,629.826,619.411,628.591,623.105,624.235,614.861,622.779,617.2769999999999,627.1669999999999,619.262,611.784,620.632,618.557,622.341,624.34,622.021,622.247,620.258,622.461,618.23,617.384,617.974,620.028,611.7869999999999,609.563,614.264,619.141,613.276,610.273,611.214,610.576,609.53,611.448,617.841,618.431,618.464,619.48,618.36,621.742,617.0409999999999,611.5830000000001,619.427,616.913,617.942,615.609,617.9490000000001,625.276,622.814,625.352,627.186,614.456,629.457,626.566,616.149,611.759,613.303,616.431,623.146,616.521,612.303,624.127,631.202,622.731,630.664,612.6569999999999,626.515,622.133,612.3340000000001,614.5369999999999,631.46,632.9540000000001,633.622,626.844,627.156,612.065,633.725,626.758,619.929,628.633,629.377,633.856,625.504,613.07,630.229,638.467,631.516,627.975,621.116,632.081,635.375,627.781,618.4680000000001,629.692,636.163,635.248,622.371,624.698,631.759,636.177,609.066,626.466,632.871,627.913,634.6,,,,,,,,,,
144.25,577.0,628.554,633.368,619.469,630.31,624.081,625.43,615.6569999999999,623.064,617.871,627.846,619.76,612.149,619.918,619.113,623.185,626.026,622.9209999999999,621.985,620.0740000000001,621.962,618.602,619.089,617.363,620.469,612.396,609.27,613.837,619.393,614.077,609.486,611.763,610.161,608.714,612.122,617.9209999999999,619.65,618.431,620.068,618.686,622.194,616.7819999999999,611.186,619.073,617.66,618.462,613.933,617.212,624.911,622.724,626.2080000000001,628.048,614.523,629.778,626.721,616.422,611.689,613.0880000000001,616.307,622.84,617.139,612.052,623.686,631.189,623.19,631.4580000000001,612.99,626.544,621.831,612.944,614.8340000000001,632.61,633.636,634.099,627.9780000000001,628.606,613.065,634.835,627.879,620.52,629.178,628.944,636.075,626.745,613.55,631.925,639.0840000000001,631.4780000000001,629.128,622.424,633.1659999999999,635.931,629.146,619.561,630.341,636.7959999999999,635.969,623.387,626.14,633.3380000000001,636.987,609.739,627.744,633.4580000000001,629.005,636.497,629.745,,,,,,,,,
