TimesH,Frame,NoMissing,121,121,126,126,132,132,137,137,138,138,148,148,151,151,157,157,158,158,162,162,165,165,171,171,172,172,178,178,179,179,180,180,184,184,186,186,188,188,196,196,197,197,199,199,206,206,210,210,212,212,218,218,219,219,226,226,229,229,237,237,238,238,241,241,253,253,255,255,262,262,275,275,278,278,279,279,281,281,287,287,288,288,290,290,292,292,295,295,297,297,298,298,302,302,303,303,305,305,311,311,315,315,321,321,322,322,324,324,326,326,332,332,333,333,338,338,339,339,346,346,349,349,355,355,362,362,364,364,365,365,368,368,369,369,373,373,379,379,381,381,393,393,397,397,400,400,407,407,413,413,416,416,426,426,446,446,451,451,481,481,490,490,494,494,496,496,591,591,592,592,641,641,646,646,706,706,707,707,713,713,733,733,764,764,799,799,823,823,839,839,901,901,982,982,1046,1046
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
16.5,66.0,,282.843,66.79899999999999,251.176,67.428,87.944,71.03399999999999,243.088,73.616,259.493,72.361,169.22799999999998,77.65100000000001,196.85,79.166,118.65799999999999,81.978,134.966,78.34100000000001,252.793,82.73899999999999,83.632,82.976,135.514,85.116,127.516,86.08200000000001,104.925,88.01700000000001,141.753,91.493,266.257,87.559,287.431,89.488,149.715,91.773,202.31599999999997,86.086,229.31,92.068,247.14700000000002,97.436,94.094,95.944,271.72700000000003,99.098,123.647,100.666,132.733,101.669,65.133,103.12200000000001,151.874,102.238,97.38799999999999,105.351,205.56799999999998,108.007,127.89200000000001,110.399,227.273,108.709,238.774,110.774,58.273,117.45,199.19299999999998,116.079,150.438,120.779,97.581,120.92200000000001,321.02,123.85799999999999,80.26,123.711,198.247,126.3,135.041,126.194,270.70799999999997,127.353,122.554,126.56299999999999,51.422,130.105,103.61200000000001,128.025,232.82299999999998,131.251,250.36700000000002,129.934,101.94200000000001,133.743,130.05200000000002,134.537,88.256,134.845,139.588,133.762,119.80799999999999,136.394,216.08900000000003,137.47,232.78400000000002,139.793,133.25,140.179,196.775,137.996,85.19200000000001,143.69299999999998,94.546,142.165,223.808,148.299,68.828,146.175,138.72799999999998,146.209,152.69899999999998,149.47899999999998,196.398,149.624,123.456,151.014,219.378,152.745,288.221,153.012,119.32600000000001,158.055,189.607,155.681,98.771,155.554,139.219,157.977,147.175,159.725,121.25399999999999,166.415,79.881,169.572,143.07399999999998,169.298,238.00799999999998,171.671,74.142,175.43400000000003,92.491,174.81400000000002,257.845,177.612,220.15099999999998,185.856,82.24799999999999,189.9,111.92299999999999,78.85,218.393,129.42,101.899,140.64600000000002,129.226,146.017,91.633,82.37200000000001,91.87,102.166,77.69,103.39299999999999,110.37899999999999,146.629,116.68,130.654,220.477,160.461,110.75299999999999,176.9,196.43099999999998,161.664,105.48899999999999,79.292,310.184,147.099,215.611,157.73,85.06,105.397,304.678,159.79399999999998,145.929,85.113,,
16.75,67.0,,282.843,66.811,251.135,67.507,87.99,71.021,243.12,73.542,259.517,72.354,169.264,77.877,196.86599999999999,79.146,118.67399999999999,81.969,134.895,78.468,252.80200000000002,82.67299999999999,83.60700000000001,82.97399999999999,135.525,85.21799999999999,127.51799999999999,86.04700000000001,104.884,88.014,141.752,91.501,266.267,87.583,287.503,89.552,149.759,91.691,202.32299999999998,86.12100000000001,229.28799999999998,92.02600000000001,247.136,97.48299999999999,94.053,95.914,271.747,99.12200000000001,123.65799999999999,100.65899999999999,132.74,101.67299999999999,65.077,103.181,151.888,102.25,97.41,105.318,205.511,107.98700000000001,127.914,110.458,227.25400000000002,108.67200000000001,238.68900000000002,110.721,58.22,117.51,199.28,116.046,150.477,120.88,97.587,120.89399999999999,321.009,123.788,80.268,123.68700000000001,198.05900000000003,126.40799999999999,135.026,126.196,270.743,127.366,122.545,126.53299999999999,51.364,130.166,103.62,127.994,232.83,131.254,250.442,129.894,101.995,133.732,130.06799999999998,134.541,88.19200000000001,134.798,139.537,133.79,119.823,136.46,216.042,137.6,232.88299999999998,139.83,133.262,140.366,196.817,137.97299999999998,85.21799999999999,143.67700000000002,94.51799999999999,142.19,223.804,148.252,68.859,146.167,138.795,146.191,152.654,149.474,196.386,149.621,123.539,150.944,219.387,152.738,288.199,153.099,119.23299999999999,158.061,189.64700000000002,155.631,98.705,155.52100000000002,139.256,157.922,147.134,159.82299999999998,121.425,166.44799999999998,79.899,169.584,143.077,169.294,238.08,171.701,74.173,175.44799999999998,92.509,174.84599999999998,257.888,177.53,220.28799999999998,185.957,82.414,189.76,111.911,78.834,218.33900000000003,129.469,101.84,140.643,129.219,145.995,91.68299999999999,82.39299999999999,91.895,102.095,77.692,103.447,110.454,146.644,116.825,130.532,220.39,160.437,110.863,176.887,196.375,161.632,105.50299999999999,79.321,310.215,147.118,215.644,157.71,85.189,105.34299999999999,304.692,159.697,145.91299999999998,85.126,,
17.0,68.0,,282.941,66.72399999999999,251.11900000000003,67.539,87.992,71.02199999999999,243.294,73.575,259.5,72.33800000000001,169.274,77.808,196.87099999999998,79.102,118.67200000000001,81.92200000000001,134.746,78.771,252.75799999999998,82.704,83.589,82.92299999999999,135.486,85.198,127.45,86.07,104.883,87.944,141.747,91.476,266.402,87.64,287.492,89.473,149.78799999999998,91.649,202.33700000000002,86.04,229.293,92.009,247.19299999999998,97.436,94.061,95.921,271.775,99.14299999999999,123.665,100.685,132.75,101.68700000000001,65.065,103.154,151.866,102.28200000000001,97.431,105.325,205.35299999999998,107.98299999999999,127.861,110.527,227.237,108.67299999999999,238.646,110.734,58.133,117.569,199.24200000000002,116.03200000000001,150.509,121.064,97.60700000000001,120.899,320.941,123.772,80.24,123.757,198.08,126.31700000000001,134.933,126.18700000000001,270.693,127.321,122.559,126.618,51.31100000000001,130.157,103.641,128.002,232.833,131.247,250.398,129.915,102.045,133.69899999999998,130.02100000000002,134.503,88.198,134.797,139.564,133.852,119.77600000000001,136.438,216.06900000000002,137.549,232.97799999999998,139.877,133.27,140.136,196.755,137.92600000000002,85.23,143.592,94.55,142.14600000000002,223.8,148.233,68.814,146.148,138.804,146.222,152.624,149.483,196.395,149.62,123.486,150.97299999999998,219.39,152.72899999999998,288.17900000000003,153.093,119.305,158.04,189.643,155.612,98.73100000000001,155.528,139.22899999999998,157.937,147.123,159.862,121.524,166.486,79.908,169.61599999999999,143.157,169.315,237.984,171.609,74.128,175.447,92.50299999999999,174.832,257.839,177.555,220.24200000000002,185.925,82.37,189.888,111.92,78.819,218.31400000000002,129.45600000000002,101.84700000000001,140.643,129.208,145.977,91.682,82.405,91.943,102.126,77.70100000000001,103.411,110.435,146.624,116.611,130.607,220.345,160.401,110.94,176.87900000000002,196.37599999999998,161.64600000000002,105.54700000000001,79.197,310.26099999999997,147.028,215.82,157.709,85.25299999999999,105.302,304.77,159.756,145.931,85.039,,
17.25,69.0,,283.026,66.65899999999999,251.075,67.631,88.03399999999999,70.99600000000001,243.30599999999998,73.563,259.519,72.348,169.09099999999998,77.791,196.852,79.10600000000001,118.66,81.79,134.881,78.428,252.763,82.682,83.59700000000001,82.9,135.565,85.178,127.527,85.984,104.824,87.919,141.718,91.461,266.44,87.698,287.606,89.415,149.783,91.682,202.351,86.016,229.278,91.9,247.227,97.406,94.07600000000001,95.89200000000001,271.77099999999996,99.137,123.646,100.646,132.75799999999998,101.604,65.1,103.137,151.858,102.301,97.42299999999999,105.322,205.46599999999998,107.98299999999999,127.90299999999999,110.49700000000001,227.27,108.723,238.63400000000001,110.76,58.162,117.58,199.25799999999998,116.01700000000001,150.509,121.21700000000001,97.598,120.885,320.967,123.76299999999999,80.215,123.844,198.207,126.20700000000001,134.99200000000002,126.19,270.671,127.382,122.554,126.589,51.358000000000004,130.16899999999998,103.639,127.988,232.86700000000002,131.226,250.40599999999998,129.957,101.985,133.787,129.953,134.486,88.14200000000001,134.849,139.556,133.82299999999998,119.785,136.42,216.077,137.576,232.8,139.721,133.284,140.009,196.773,137.814,85.215,143.53799999999998,94.545,142.14700000000002,223.833,148.231,68.815,146.072,138.763,146.216,152.563,149.526,196.389,149.642,123.47,150.964,219.39,152.724,288.124,153.141,119.303,157.995,189.639,155.694,98.71799999999999,155.566,139.246,157.945,147.137,159.88,121.71799999999999,166.52900000000002,79.92399999999999,169.657,143.09,169.326,237.889,171.479,74.126,175.46400000000003,92.507,174.84400000000002,257.865,177.608,220.239,185.93,82.346,189.858,111.92,78.71600000000001,218.332,129.46,101.85600000000001,140.686,129.274,146.014,91.583,82.34100000000001,91.93799999999999,102.118,77.669,103.47399999999999,110.427,146.643,116.50399999999999,130.421,220.331,160.34,110.861,176.907,196.33,161.642,105.619,79.249,310.313,146.911,215.861,157.60299999999998,85.205,105.32700000000001,304.733,159.825,145.955,84.986,,
17.5,70.0,,282.928,66.708,251.084,67.628,88.09899999999999,71.017,243.335,73.508,259.606,72.285,169.067,77.788,196.835,79.096,118.676,81.756,134.97299999999998,78.306,252.78900000000002,82.684,83.602,82.917,135.56799999999998,85.164,127.50399999999999,86.0,104.794,87.93299999999999,141.69899999999998,91.445,266.416,87.689,287.58799999999997,89.396,149.79399999999998,91.72399999999999,202.365,86.09,229.253,91.77600000000001,247.24099999999999,97.40700000000001,94.06700000000001,95.865,271.793,99.132,123.624,100.65100000000001,132.702,101.52600000000001,65.12899999999999,103.126,151.835,102.238,97.42299999999999,105.29700000000001,205.317,108.00399999999999,127.91,110.45200000000001,227.312,108.719,238.595,110.70299999999999,58.155,117.619,199.28400000000002,116.005,150.541,121.324,97.569,120.87100000000001,320.986,123.71600000000001,80.214,123.8,198.208,126.179,134.942,126.193,270.716,127.402,122.537,126.54899999999999,51.306999999999995,130.095,103.665,127.941,232.88,131.251,250.388,129.878,101.985,133.757,129.898,134.439,88.194,134.85399999999998,139.582,133.825,119.715,136.315,216.11,137.51,232.898,139.763,133.296,139.983,196.69799999999998,137.75,85.12899999999999,143.539,94.535,142.136,223.77900000000002,148.24,68.858,146.058,138.811,146.213,152.535,149.595,196.424,149.632,123.477,150.945,219.37400000000002,152.722,288.108,153.178,119.244,157.987,189.735,155.664,98.735,155.513,139.25799999999998,157.974,147.165,159.965,121.53299999999999,166.498,79.949,169.642,143.03799999999998,169.305,237.892,171.482,74.10600000000001,175.452,92.492,174.833,257.865,177.57,220.36700000000002,185.95,82.369,189.856,111.89200000000001,78.712,218.53900000000002,129.526,101.934,140.67700000000002,129.32,146.011,91.579,82.38799999999999,91.93,102.073,77.585,103.54799999999999,110.40899999999999,146.611,116.505,130.363,220.40900000000002,160.414,111.008,176.854,196.347,161.639,105.598,79.251,310.33099999999996,146.792,215.845,157.599,85.209,105.338,304.79900000000004,159.971,145.968,84.97200000000001,,
17.75,71.0,,282.966,66.64399999999999,251.192,67.205,88.145,71.007,243.22799999999998,73.54899999999999,259.691,72.253,169.11,77.623,196.822,79.042,118.706,81.737,135.05100000000002,78.105,252.847,82.69,83.598,82.897,135.549,85.199,127.527,85.96799999999999,104.79899999999999,87.943,141.664,91.454,266.45,87.684,287.645,89.294,149.77200000000002,91.76899999999999,202.405,86.05799999999999,229.245,91.75399999999999,247.15,97.553,94.14299999999999,95.811,271.8,99.11,123.6,100.589,132.715,101.50399999999999,65.161,103.126,151.85399999999998,102.25299999999999,97.40899999999999,105.315,205.30700000000002,107.98,127.89200000000001,110.469,227.317,108.759,238.668,110.73200000000001,58.229,117.598,199.287,115.978,150.483,121.861,97.566,120.844,321.012,123.76899999999999,80.242,123.709,198.317,126.031,135.042,126.211,270.767,127.426,122.509,126.475,51.355,129.976,103.645,127.959,232.91299999999998,131.262,250.42700000000002,129.891,101.943,133.685,129.92600000000002,134.438,88.19,134.832,139.537,133.755,119.729,136.262,216.15599999999998,137.52,232.81,139.656,133.275,139.583,196.695,137.744,85.164,143.46,94.572,142.16899999999998,223.736,148.178,68.877,146.02200000000002,138.797,146.207,152.514,149.569,196.394,149.645,123.48100000000001,150.873,219.313,152.681,288.115,153.134,119.304,157.993,189.791,155.655,98.74600000000001,155.53799999999998,139.27700000000002,157.994,147.148,159.961,121.67399999999999,166.50900000000001,79.972,169.636,143.084,169.283,237.882,171.395,74.07,175.44299999999998,92.507,174.815,257.82099999999997,177.565,220.47400000000002,185.94799999999998,82.443,189.834,111.927,78.69800000000001,218.33599999999998,129.504,101.969,140.691,129.366,146.036,91.557,82.29,91.93700000000001,102.05799999999999,77.498,103.792,110.415,146.588,116.573,130.407,220.247,160.319,111.055,176.832,196.378,161.657,105.537,79.242,310.274,146.912,215.953,157.501,85.184,105.38799999999999,304.776,159.964,145.776,85.163,,
18.0,72.0,,282.908,66.613,251.083,67.593,88.10600000000001,70.984,243.333,73.47,259.70599999999996,72.22399999999999,169.074,77.78399999999999,196.825,79.06,118.712,81.737,135.007,78.054,252.888,82.695,83.57,82.866,135.52100000000002,85.229,127.555,85.971,104.804,87.931,141.69299999999998,91.50299999999999,266.45799999999997,87.667,287.587,89.432,149.792,91.78,202.437,86.05799999999999,229.18200000000002,91.728,247.234,97.48299999999999,94.227,95.84100000000001,271.796,99.104,123.57600000000001,100.568,132.635,101.367,65.169,103.12899999999999,151.877,102.25399999999999,97.404,105.315,205.269,107.964,127.89399999999999,110.449,227.308,108.77799999999999,238.709,110.76700000000001,58.255,117.57700000000001,199.26,116.023,150.488,121.75200000000001,97.57600000000001,120.824,320.97900000000004,123.74700000000001,80.243,123.664,198.428,125.975,134.952,126.19,270.745,127.445,122.536,126.52799999999999,51.335,129.969,103.646,127.934,232.919,131.254,250.46599999999998,129.923,101.948,133.517,129.859,134.41299999999998,88.184,134.817,139.547,133.718,119.664,136.162,216.12099999999998,137.595,233.012,139.8,133.28799999999998,139.826,196.722,137.694,85.195,143.461,94.604,142.185,223.745,148.13,68.857,146.02700000000002,138.85,146.2,152.529,149.615,196.36599999999999,149.662,123.545,150.631,219.297,152.671,288.118,153.19299999999998,119.35799999999999,157.997,189.81400000000002,155.66,98.741,155.595,139.267,158.015,147.115,160.084,121.648,166.485,79.955,169.655,143.07,169.27,237.908,171.40099999999998,74.097,175.451,92.49700000000001,174.81799999999998,257.789,177.614,220.65900000000002,186.05,82.406,189.78599999999997,111.954,78.643,218.37,129.491,101.92299999999999,140.648,129.38299999999998,146.028,91.57700000000001,82.29899999999999,91.93799999999999,102.104,77.554,103.79799999999999,110.42299999999999,146.579,116.50399999999999,130.374,220.262,160.27700000000002,111.20299999999999,176.738,196.34599999999998,161.69299999999998,105.486,79.21600000000001,310.291,146.863,215.862,157.503,85.281,105.287,304.731,159.954,145.667,85.245,,
18.25,73.0,,282.949,66.554,251.045,67.613,88.08,70.987,243.215,73.472,259.73900000000003,72.233,169.15200000000002,77.786,196.81799999999998,79.068,118.735,81.74600000000001,134.998,78.03699999999999,252.93400000000003,82.666,83.529,82.81700000000001,135.501,85.149,127.524,85.97399999999999,104.831,87.88600000000001,141.718,91.48700000000001,266.421,87.619,287.647,89.419,149.804,91.75399999999999,202.47,86.07,229.21599999999998,91.71799999999999,247.225,97.514,94.219,95.79,271.814,99.09,123.53200000000001,100.56,132.63299999999998,101.36399999999999,65.18,103.103,151.895,102.234,97.39399999999999,105.29299999999999,205.175,107.984,127.90799999999999,110.432,227.322,108.81200000000001,238.627,110.696,58.22,117.59200000000001,199.24,116.037,150.502,121.399,97.52,120.82,321.0,123.74799999999999,80.27600000000001,123.64299999999999,198.578,125.76799999999999,134.928,126.19,270.748,127.383,122.531,126.488,51.38399999999999,129.915,103.656,127.93,232.90200000000002,131.22299999999998,250.47400000000002,129.944,101.926,133.494,129.917,134.594,88.131,134.82,139.515,133.692,119.62700000000001,136.204,216.11,137.689,232.99,139.80200000000002,133.303,140.202,196.68599999999998,137.769,85.18700000000001,143.361,94.6,142.13299999999998,223.75599999999997,148.107,68.832,145.983,138.738,146.191,152.621,149.543,196.38,149.608,123.52799999999999,150.715,219.28,152.648,288.137,153.18200000000002,119.4,157.997,189.8,155.608,98.73700000000001,155.548,139.27,158.019,147.112,160.14600000000002,121.704,166.44400000000002,79.949,169.63400000000001,143.065,169.343,237.924,171.38400000000001,74.16199999999999,175.455,92.516,174.82,257.78700000000003,177.549,220.77599999999998,186.06400000000002,82.39299999999999,189.863,111.97399999999999,78.723,218.396,129.498,101.92399999999999,140.634,129.37,145.972,91.62299999999999,82.26,91.915,101.975,77.595,103.726,110.40700000000001,146.564,116.435,130.234,220.217,160.19299999999998,111.34200000000001,176.765,196.312,161.773,105.618,79.21600000000001,310.402,146.717,215.926,157.488,85.09,105.36399999999999,304.774,159.83700000000002,145.636,85.21,,
18.5,74.0,,282.96,66.632,251.03099999999998,67.577,88.162,70.939,243.07299999999998,73.434,259.807,72.149,169.18599999999998,77.726,196.87,79.074,118.804,81.717,134.923,78.024,252.91,82.686,83.524,82.779,135.498,85.148,127.51799999999999,86.056,104.829,87.904,141.718,91.485,266.454,87.654,287.657,89.40799999999999,149.80700000000002,91.816,202.503,86.084,229.24099999999999,91.626,247.075,97.729,94.209,95.751,271.82099999999997,99.088,123.447,100.546,132.61,101.28299999999999,65.207,103.052,151.89600000000002,102.229,97.38,105.28299999999999,205.229,107.945,127.87299999999999,110.40100000000001,227.35299999999998,108.79799999999999,238.679,110.671,58.193999999999996,117.661,199.19299999999998,116.027,150.41899999999998,122.00200000000001,97.505,120.794,321.059,123.81700000000001,80.278,123.605,198.575,125.76899999999999,134.851,126.15299999999999,270.836,127.436,122.56,126.572,51.385,129.828,103.656,127.919,232.85299999999998,131.20600000000002,250.545,129.915,101.91799999999999,133.532,129.91899999999998,134.562,88.12899999999999,134.814,139.543,133.625,119.61200000000001,136.162,216.106,137.751,233.00799999999998,139.799,133.332,140.299,196.615,137.69799999999998,85.185,143.39700000000002,94.58,142.19899999999998,223.709,148.11,68.804,145.985,138.68,146.181,152.73,149.457,196.365,149.607,123.572,150.61,219.31099999999998,152.644,288.04,153.077,119.376,158.001,189.817,155.569,98.788,155.606,139.32,158.053,147.143,160.124,121.631,166.429,79.935,169.641,143.072,169.30700000000002,237.912,171.34,74.154,175.49400000000003,92.434,174.856,257.808,177.565,220.84599999999998,186.1,82.353,190.03599999999997,112.02799999999999,78.72,218.396,129.464,101.911,140.55200000000002,129.405,146.02,91.59700000000001,82.238,91.926,101.964,77.60600000000001,103.664,110.368,146.502,116.618,130.194,220.253,160.214,111.462,176.71400000000003,196.345,161.689,105.73299999999999,79.23100000000001,310.413,146.76,216.021,157.481,85.175,105.365,304.808,159.813,145.679,85.185,217.373,83.146
18.75,75.0,,282.983,66.538,251.02700000000002,67.57,88.15,70.961,243.08900000000003,73.416,259.83,72.111,169.082,77.74,196.862,79.058,118.809,81.676,134.813,78.042,252.955,82.67399999999999,83.50200000000001,82.73,135.503,85.06700000000001,127.42299999999999,86.156,104.837,87.896,141.761,91.46,266.488,87.646,287.712,89.302,149.814,91.777,202.542,85.954,229.21900000000002,91.585,247.14700000000002,97.507,94.22,95.75,271.832,99.14299999999999,123.552,100.477,132.399,100.626,65.132,103.17200000000001,151.97799999999998,102.24,97.405,105.23899999999999,205.136,107.935,127.85,110.35700000000001,227.37400000000002,108.811,238.66299999999998,110.605,58.148,117.63600000000001,199.19400000000002,116.02600000000001,150.437,121.946,97.485,120.786,321.087,123.854,80.21600000000001,123.65700000000001,198.59,125.773,134.91,126.19200000000001,270.82599999999996,127.464,122.566,126.53299999999999,51.458,129.822,103.645,127.906,232.877,131.19299999999998,250.635,129.821,101.777,133.639,129.905,134.578,88.094,134.829,139.537,133.667,119.571,136.151,216.135,137.625,233.016,139.784,133.327,140.19,196.498,137.622,85.212,143.418,94.568,142.195,223.63299999999998,148.055,68.743,145.97899999999998,138.697,146.136,152.749,149.465,196.36900000000003,149.578,123.62700000000001,150.486,219.283,152.637,288.02299999999997,153.02100000000002,119.292,157.998,189.794,155.555,98.76899999999999,155.66899999999998,139.27700000000002,157.97299999999998,147.19,160.125,121.839,166.512,79.918,169.66,143.116,169.233,237.93,171.37,74.183,175.51,92.41799999999999,174.875,257.8,177.64700000000002,220.857,186.113,82.344,189.959,112.04299999999999,78.811,218.41299999999998,129.47,101.85,140.627,129.468,145.966,91.62899999999999,82.152,91.89299999999999,101.927,77.635,103.757,110.348,146.481,116.58,130.209,220.21099999999998,160.148,111.42299999999999,176.69400000000002,196.30700000000002,161.77200000000002,105.71600000000001,79.167,310.376,146.83700000000002,215.963,157.44899999999998,85.19,105.4,304.884,159.797,145.626,85.196,217.6,83.029
19.0,76.0,,282.882,66.637,251.071,67.694,88.131,70.916,243.077,73.415,259.894,72.116,169.09099999999998,77.742,196.84400000000002,79.096,118.81200000000001,81.65100000000001,134.75,78.118,252.953,82.663,83.525,82.691,135.394,85.167,127.333,86.18700000000001,104.816,87.86399999999999,141.762,91.486,266.553,87.64299999999999,287.666,89.382,149.791,91.837,202.575,85.985,229.168,91.521,247.097,97.655,94.23100000000001,95.764,271.878,99.137,123.56,100.455,132.466,100.788,65.17399999999999,103.061,151.97,102.24600000000001,97.36,105.234,205.111,107.91,127.819,110.206,227.34400000000002,108.785,238.655,110.587,58.14,117.676,199.169,116.012,150.421,122.149,97.48100000000001,120.796,321.03,123.81299999999999,80.242,123.587,198.59,125.75399999999999,134.906,126.189,270.805,127.387,122.568,126.51899999999999,51.449,129.752,103.65700000000001,127.91,232.875,131.17600000000002,250.67700000000002,129.838,101.73700000000001,133.768,129.947,134.6,88.01299999999999,134.843,139.575,133.607,119.414,136.191,216.09900000000002,137.752,232.933,139.725,133.289,139.997,196.533,137.624,85.242,143.329,94.559,142.263,223.59400000000002,148.071,68.848,145.986,138.72299999999998,146.125,152.72899999999998,149.459,196.37599999999998,149.583,123.646,150.452,219.30599999999998,152.679,288.062,152.95,119.26299999999999,157.954,189.78599999999997,155.57299999999998,98.72399999999999,155.68200000000002,139.25799999999998,157.945,147.202,159.993,121.75,166.519,79.898,169.645,143.114,169.21599999999998,237.94299999999998,171.351,74.2,175.507,92.42,174.85299999999998,257.789,177.65200000000002,220.755,186.11900000000003,82.37799999999999,189.83599999999998,111.98899999999999,78.83800000000001,218.53,129.513,101.836,140.648,129.469,145.952,91.521,82.111,91.87200000000001,101.949,77.641,103.676,110.33,146.475,116.603,130.22,220.236,160.188,111.553,176.69400000000002,196.261,161.77100000000002,105.811,79.18,310.374,146.94299999999998,215.955,157.429,84.98700000000001,105.41799999999999,304.812,159.745,145.667,85.096,217.673,82.99600000000001
19.25,77.0,,283.033,66.459,251.136,67.743,88.09100000000001,70.876,243.195,73.495,259.9,72.09100000000001,169.025,77.567,196.829,79.03699999999999,118.8,81.62100000000001,134.876,78.092,252.94799999999998,82.689,83.499,82.725,135.415,85.234,127.31700000000001,86.04299999999999,104.788,87.83,141.713,91.516,266.515,87.594,287.66,89.281,149.783,91.788,202.56099999999998,85.97399999999999,229.11599999999999,91.458,247.104,97.676,94.255,95.76899999999999,271.844,99.15799999999999,123.49700000000001,100.49799999999999,132.564,100.99700000000001,65.171,103.13,151.969,102.199,97.354,105.194,205.183,107.845,127.863,110.226,227.38,108.71600000000001,238.69799999999998,110.57,58.167,117.691,199.19099999999997,116.007,150.526,121.335,97.462,120.751,321.052,123.834,80.21600000000001,123.611,198.475,125.86,134.793,126.193,270.839,127.329,122.57799999999999,126.499,51.371,129.746,103.632,127.86,232.857,131.164,250.641,129.82399999999998,101.73899999999999,133.752,129.94,134.586,87.934,134.851,139.546,133.562,119.325,136.17,216.079,137.77200000000002,232.84599999999998,139.694,133.31799999999998,139.972,196.481,137.675,85.296,143.32399999999998,94.557,142.227,223.602,148.024,68.862,145.97299999999998,138.718,146.10299999999998,152.718,149.487,196.37900000000002,149.54,123.671,150.321,219.317,152.638,288.001,153.005,119.28200000000001,157.98,189.80200000000002,155.556,98.723,155.655,139.284,157.946,147.17700000000002,160.024,121.61399999999999,166.453,79.94800000000001,169.59900000000002,143.141,169.197,237.94799999999998,171.364,74.18,175.542,92.406,174.838,257.812,177.669,220.704,186.145,82.45700000000001,189.796,111.98299999999999,78.85300000000001,218.543,129.612,101.895,140.704,129.46,145.904,91.569,82.095,91.85700000000001,101.971,77.62100000000001,103.726,110.29799999999999,146.474,116.506,130.172,220.257,160.181,111.792,176.667,196.21,161.812,105.82,79.15899999999999,310.422,146.891,215.98,157.345,85.075,105.5,304.814,159.828,145.63299999999998,85.115,217.77599999999998,82.93700000000001
19.5,78.0,,283.11400000000003,66.437,251.195,67.502,88.225,70.817,243.065,73.515,259.91700000000003,72.043,169.113,77.598,196.828,79.02,118.79700000000001,81.58,134.887,78.097,252.903,82.648,83.499,82.647,135.368,85.154,127.275,86.014,104.749,87.82,141.731,91.505,266.483,87.573,287.612,89.238,149.82399999999998,91.7,202.553,86.009,229.055,91.40700000000001,247.072,97.73899999999999,94.28299999999999,95.749,271.856,99.12799999999999,123.225,100.536,132.475,100.63799999999999,65.153,103.088,151.957,102.22399999999999,97.381,105.214,205.028,107.81,127.865,110.24600000000001,227.41,108.76799999999999,238.666,110.569,58.239,117.685,199.166,116.02,150.532,121.314,97.46,120.745,321.014,123.725,80.279,123.667,198.321,126.015,134.841,126.165,270.867,127.316,122.51799999999999,126.333,51.263999999999996,129.725,103.652,127.87299999999999,232.89700000000002,131.15200000000002,250.642,129.832,101.70200000000001,133.576,130.017,134.588,87.92299999999999,134.887,139.504,133.55700000000002,119.264,136.225,216.05599999999998,137.819,233.12,139.855,133.336,140.034,196.5,137.735,85.31,143.316,94.59200000000001,142.17,223.58700000000002,147.991,68.858,146.03799999999998,138.662,146.13,152.744,149.498,196.39,149.529,123.662,150.297,219.322,152.60399999999998,287.997,152.924,119.23700000000001,157.964,189.737,155.584,98.78399999999999,155.64,139.246,157.936,147.259,159.89700000000002,121.57799999999999,166.452,79.952,169.571,143.102,169.209,237.979,171.399,74.207,175.47099999999998,92.406,174.84799999999998,257.881,177.67,220.735,186.125,82.584,189.85,111.904,78.91199999999999,218.555,129.482,101.917,140.665,129.445,145.905,91.56200000000001,82.075,91.86399999999999,101.963,77.622,103.765,110.26799999999999,146.446,116.435,130.115,220.25900000000001,160.196,111.844,176.71900000000002,196.174,161.844,105.77,79.138,310.437,146.86700000000002,215.998,157.29399999999998,84.82,105.523,304.83,159.909,145.72799999999998,85.06299999999999,217.998,82.816
