TimesH,Frame,3,6,8,9,13,15,17,20,22,26,27,30,32,33,35,39,41,42,45,46,48,53,61,64,65,66,70,76,91,93,96,111,116,117,118,122,131,132,137,146,156,157,161,164,169,170,173,176,181,183,184,195,201,203,224,243,245,246,262,265,266,271,272,273,274,277,278,279,287,288,290,292,294,295,299,302,304,305,310,312,315,316,317,318,319,320,325,326,333,336,341,345,349,350,352,353,354,358,365,369,374,376,377,443,447,605,640,652,737,748,750,752,827
309.5,1238.0,606.2959999999999,605.976,606.472,606.047,607.01,606.641,606.504,606.059,605.552,606.026,606.295,605.903,606.404,606.266,605.596,605.711,605.502,605.633,606.512,605.81,605.924,606.586,606.359,605.611,606.004,606.337,606.04,605.665,606.126,606.2330000000001,606.8009999999999,606.9590000000001,606.346,606.12,605.996,606.194,606.289,606.095,605.302,606.299,606.26,606.197,606.418,605.945,606.535,605.9259999999999,606.194,606.082,606.456,606.44,605.755,606.023,606.729,605.936,606.378,606.867,606.13,606.2180000000001,605.377,606.055,605.8330000000001,606.28,605.493,605.984,606.293,605.612,607.071,606.165,606.2330000000001,605.822,606.259,605.9,605.842,605.619,606.016,606.504,606.148,606.025,605.937,606.255,606.1,606.0219999999999,605.847,605.783,606.328,605.766,,606.0840000000001,605.9630000000001,605.693,605.776,606.155,605.57,606.531,605.861,606.2180000000001,605.9259999999999,606.355,606.087,607.001,606.351,605.55,605.565,,,,,,,,,,
309.75,1239.0,611.923,613.911,623.8919999999999,615.72,620.881,621.4069999999999,618.804,619.1659999999999,613.854,623.345,621.435,612.497,620.302,624.825,616.604,617.484,624.316,619.154,618.118,619.502,619.0830000000001,624.573,619.534,620.436,623.664,622.697,621.9780000000001,615.2919999999999,617.387,622.442,624.534,617.327,622.326,620.02,622.177,623.615,609.089,617.0,614.261,613.988,617.159,609.242,616.7959999999999,615.592,617.533,617.9630000000001,615.26,617.01,618.13,615.716,611.044,610.864,612.36,613.735,612.237,609.596,609.377,609.618,616.399,612.946,611.438,616.736,616.9119999999999,613.756,618.1469999999999,621.636,608.849,618.794,617.043,610.92,609.823,613.538,611.346,611.445,611.36,615.915,607.986,613.72,611.514,609.0840000000001,612.0509999999999,612.717,613.346,621.68,620.215,618.053,,621.031,617.344,625.029,618.664,611.66,617.872,614.939,617.883,621.594,611.623,621.627,614.56,620.347,615.765,617.842,618.865,,,,,,,,,,
310.0,1240.0,612.043,614.002,623.581,616.503,622.181,623.0980000000001,618.7869999999999,618.632,613.825,623.762,620.756,612.826,620.45,625.645,616.851,617.297,625.201,619.35,619.535,620.285,619.202,625.519,619.431,618.929,622.8240000000001,621.928,620.943,615.856,617.3009999999999,622.097,626.135,617.924,623.3,620.986,621.71,623.863,608.759,616.0840000000001,613.701,613.386,617.57,609.26,617.285,615.886,617.802,619.977,615.846,617.732,619.104,615.472,612.165,612.06,612.044,614.317,611.012,610.423,609.976,608.981,617.0509999999999,613.336,612.035,616.808,615.802,614.231,618.258,620.923,608.654,618.678,617.3240000000001,611.693,610.4159999999999,613.36,611.674,612.145,610.109,615.355,608.44,614.3340000000001,610.891,609.012,612.0459999999999,612.84,613.523,621.2080000000001,620.393,618.4119999999999,620.384,619.687,617.3240000000001,624.7869999999999,619.236,611.922,616.913,614.202,618.2330000000001,621.217,612.048,622.117,614.69,621.105,615.36,618.19,619.581,,,,,,,,,,
310.25,1241.0,612.889,614.245,624.011,616.4540000000001,621.261,622.3969999999999,619.183,619.474,613.856,623.679,621.445,612.471,619.276,626.37,616.935,617.005,624.332,619.873,618.747,620.823,619.626,626.252,621.0369999999999,619.328,623.823,621.368,622.645,615.7130000000001,618.488,623.135,624.4,618.096,623.115,620.816,621.332,623.252,609.3380000000001,616.198,613.752,614.0319999999999,617.511,610.181,617.087,616.154,618.521,618.253,615.187,617.2330000000001,619.372,615.399,611.803,611.599,612.232,613.246,611.855,610.841,609.427,608.822,616.035,613.299,611.696,617.126,616.133,613.886,617.874,620.75,608.739,618.5740000000001,617.061,611.6659999999999,610.138,612.911,611.429,611.827,611.016,614.9540000000001,607.847,615.391,610.939,608.856,611.399,612.561,613.071,621.509,619.823,618.0980000000001,621.159,621.375,617.732,625.011,619.384,611.874,616.406,614.565,617.4209999999999,621.9069999999999,611.37,621.92,614.633,621.936,615.659,617.977,619.759,,,,,,,,,,
310.5,1242.0,612.386,614.649,624.604,615.661,621.7040000000001,622.935,619.605,620.8340000000001,614.183,624.476,621.4159999999999,613.0840000000001,620.151,625.971,617.234,616.987,625.381,620.5740000000001,620.367,620.976,618.6759999999999,625.114,620.51,620.511,624.735,622.693,622.812,615.879,618.664,623.911,625.518,618.6519999999999,624.455,622.265,622.227,622.9259999999999,609.445,615.715,614.207,614.4119999999999,618.261,609.5740000000001,618.599,616.684,618.535,618.389,615.935,617.2180000000001,618.602,615.5269999999999,611.677,612.221,612.698,614.278,611.957,611.071,609.521,608.691,615.79,613.273,611.941,616.065,617.434,613.871,616.555,621.2130000000001,609.273,618.564,617.357,611.189,610.246,613.049,611.3240000000001,612.284,611.039,615.849,608.6669999999999,614.893,610.887,609.141,611.76,612.41,612.743,621.581,621.306,618.901,,620.943,619.0269999999999,626.005,621.394,612.105,616.774,614.961,617.693,622.349,611.851,622.534,614.497,622.2330000000001,616.387,618.315,620.169,,,,,,,,,,
310.75,1243.0,612.441,613.937,625.5790000000001,616.129,623.0790000000001,623.7040000000001,619.384,620.19,614.3340000000001,626.346,623.197,612.654,620.585,626.722,617.485,617.933,624.566,620.7180000000001,621.389,621.9680000000001,618.933,627.136,621.46,621.66,625.604,623.79,623.7909999999999,616.006,619.311,625.5409999999999,627.388,620.163,626.898,622.717,623.318,624.91,608.883,616.9540000000001,614.242,613.979,617.966,609.92,618.72,617.1,620.1669999999999,618.649,615.789,617.719,619.75,616.37,612.064,613.01,612.197,613.8009999999999,612.182,610.518,609.969,609.201,615.8430000000001,611.7090000000001,612.246,616.41,617.161,614.516,618.559,620.414,609.506,619.066,618.214,611.113,610.427,613.254,612.862,612.611,611.188,616.133,608.7819999999999,614.591,611.244,609.187,611.961,613.768,613.543,623.058,620.619,619.096,621.019,622.441,618.745,626.816,621.054,612.811,617.231,615.932,619.028,621.985,612.607,622.516,615.087,621.7869999999999,616.48,619.2909999999999,620.138,,,,,,,,,,
311.0,1244.0,613.269,614.819,627.227,616.773,622.273,625.87,620.626,622.121,614.778,627.065,624.934,612.795,621.444,627.168,618.964,619.42,626.132,621.378,620.321,622.8340000000001,620.3580000000001,628.219,621.797,622.4580000000001,626.316,625.2040000000001,625.79,616.319,619.867,625.495,628.486,619.947,627.513,621.883,624.2719999999999,626.461,608.819,618.525,614.578,614.556,619.12,609.36,619.061,618.2669999999999,620.128,619.623,617.128,617.827,621.868,616.754,611.4780000000001,612.965,613.115,615.011,611.339,610.5269999999999,609.681,609.2769999999999,616.804,613.936,611.734,617.203,617.427,615.85,619.153,621.274,609.7280000000001,620.361,617.501,611.815,610.3240000000001,613.227,612.769,613.2669999999999,610.391,615.811,608.8340000000001,615.4630000000001,611.274,609.45,612.197,613.2819999999999,614.533,623.544,622.6659999999999,619.384,622.105,622.727,619.377,628.781,622.138,612.496,618.226,616.283,618.735,623.44,612.352,622.985,615.396,622.632,616.181,619.836,620.497,,,,,,,,,,
311.25,1245.0,613.861,615.33,627.95,617.122,624.626,626.851,620.948,623.151,615.366,626.578,626.371,613.163,621.364,629.8290000000001,619.681,618.539,626.573,623.201,622.656,624.347,621.206,629.363,622.202,624.198,628.015,626.118,627.2130000000001,616.386,621.263,626.039,629.206,622.379,630.3,623.9830000000001,625.5419999999999,627.055,608.883,619.11,615.021,615.427,620.09,609.544,620.2130000000001,617.309,620.562,620.596,617.078,619.121,622.437,617.984,612.117,612.675,613.371,615.052,613.189,610.882,610.37,609.154,616.51,614.122,612.7280000000001,618.011,617.578,614.678,619.203,622.789,608.977,620.526,618.173,612.7869999999999,610.5219999999999,613.528,612.408,614.063,612.163,616.656,609.303,615.39,611.154,609.492,611.682,613.268,613.38,624.161,623.694,619.437,622.462,622.703,619.894,630.069,622.305,612.385,618.943,616.311,619.788,623.88,612.16,623.3240000000001,615.5840000000001,623.178,615.182,620.54,620.4209999999999,,,,,,,,,,
311.5,1246.0,613.627,615.222,628.239,617.617,624.947,628.5219999999999,621.775,623.389,614.828,628.381,626.341,613.057,622.121,629.638,620.091,618.752,627.249,622.742,623.331,624.371,621.259,629.779,623.175,624.679,629.298,626.601,628.159,617.624,621.0980000000001,627.568,630.695,621.697,629.311,625.67,626.5740000000001,627.186,609.307,620.7669999999999,614.553,615.596,620.351,609.988,620.9069999999999,618.645,621.785,620.566,617.322,618.969,622.629,617.197,611.59,612.45,613.432,616.07,612.828,610.8290000000001,610.476,610.611,618.1080000000001,613.224,612.072,618.5830000000001,617.695,615.756,620.069,623.192,609.595,621.327,618.658,613.02,610.961,613.582,613.322,613.943,611.745,616.198,608.871,616.56,611.29,609.641,612.316,614.189,614.1669999999999,625.6619999999999,623.6990000000001,620.0790000000001,623.391,623.976,619.3580000000001,630.249,622.086,612.961,618.183,616.303,619.336,624.433,612.971,623.873,615.942,624.448,616.448,622.524,621.131,615.163,,,,,,,,,
